SA1_7DIGITCODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
1136946,75,0,0,0,0,0,0,74
1136947,0,0,0,0,0,0,0,0
1136948,70,4,3,0,0,0,0,72
1136949,31,0,0,0,0,0,0,31
1136950,93,0,0,0,0,0,0,100
1137001,46,0,0,0,0,0,0,45
1137002,61,4,0,0,0,0,0,66
1137003,41,3,0,0,0,0,0,46
1137004,24,4,0,0,0,0,0,31
1137005,55,7,0,0,0,0,0,62
1137006,47,3,3,3,0,0,0,58
1137007,50,3,0,0,0,0,0,55
1137008,46,0,0,0,0,0,0,51
1137009,51,3,3,0,0,0,0,55
1137010,75,3,3,0,0,0,0,81
1137011,87,6,0,3,0,0,0,95
1137012,40,0,0,0,0,0,0,44
1137013,37,3,0,3,0,0,0,38
1137014,75,0,0,0,0,0,0,73
1137015,37,0,3,3,0,0,0,47
1137016,36,3,0,0,0,0,0,36
1137017,65,3,0,0,0,0,0,69
1137018,81,4,0,3,0,0,0,90
1137019,120,5,0,0,0,0,0,124
1137020,65,0,0,3,0,0,0,65
1137021,45,3,0,0,0,0,0,47
1137022,47,0,0,0,0,0,0,50
1137023,48,0,0,0,0,0,0,53
1137024,73,3,0,4,0,0,0,79
1137025,85,4,0,0,0,0,0,88
1137026,74,6,3,3,0,0,0,84
1137027,44,3,0,0,0,0,0,50
1137028,64,0,0,0,0,0,0,65
1137029,60,3,0,0,0,0,0,66
1137030,48,3,3,0,0,0,0,52
1137101,48,0,0,0,0,0,0,50
1137102,51,3,0,0,0,0,0,57
1137103,31,0,0,0,0,0,0,39
1137104,62,0,3,0,0,0,0,68
1137105,57,3,0,0,0,0,0,66
1137106,24,0,0,0,0,0,0,24
1137107,97,5,3,0,0,0,0,104
1137108,98,3,0,0,0,0,0,107
1137109,69,9,4,3,0,0,0,82
1137110,73,3,0,0,0,0,0,78
1137111,44,3,0,0,0,0,0,48
1137112,62,0,4,0,0,0,0,68
1137113,57,0,0,0,0,0,0,59
1137114,55,3,0,0,0,0,0,54
1137115,71,3,0,0,0,0,0,78
1137116,57,0,0,3,0,0,0,66
1137117,40,0,0,0,0,0,0,41
1137118,70,3,0,3,0,0,0,75
1137119,68,0,0,0,0,0,0,65
1137120,90,3,3,0,0,0,0,95
1137121,66,0,3,0,0,0,0,66
1137122,65,0,0,0,0,0,0,70
1137123,32,0,0,0,0,0,0,38
1137124,28,0,0,0,0,0,0,26
1137125,51,3,3,0,0,0,0,50
1137126,46,6,0,0,0,0,0,58
1137127,57,3,0,0,0,0,0,57
1137128,73,0,0,0,0,0,0,77
1137129,47,0,0,0,0,0,0,48
1137130,58,4,0,0,0,0,0,67
1137131,35,3,0,0,0,0,0,42
1137201,88,3,3,0,0,0,0,98
1137202,68,3,4,0,0,0,0,77
1137203,66,7,3,3,0,0,0,75
1137204,0,0,0,0,0,0,0,0
1137205,34,3,0,0,0,0,0,44
1137206,82,3,0,0,0,0,0,86
1137207,64,4,0,3,0,0,0,72
1137208,72,0,3,0,0,0,0,71
1137209,0,0,0,0,0,0,0,0
1137210,42,7,5,0,0,0,0,56
1137211,37,3,0,0,0,0,0,47
1137212,59,0,0,4,0,0,0,66
1137213,83,3,3,3,0,0,0,93
1137214,84,0,0,0,0,0,0,87
1137215,45,3,0,0,0,0,0,50
1137216,60,0,3,0,0,0,0,61
1137217,19,0,0,0,0,0,0,23
1137218,80,3,3,0,0,0,0,91
1137219,89,0,6,0,0,0,0,93
1137220,56,0,0,0,0,0,0,60
1137221,54,5,0,0,0,0,0,58
1137222,30,3,3,0,0,0,0,33
1137223,59,3,3,0,0,0,0,66
1137224,48,0,0,0,0,0,0,54
1137225,36,0,3,0,0,0,0,41
1137226,39,0,3,0,0,0,0,44
1137227,24,3,0,0,0,0,0,27
1137228,40,0,0,0,0,0,0,44
1137229,48,3,3,0,0,0,0,49
1137230,92,3,0,0,0,0,0,95
1137231,68,4,0,0,0,0,0,78
1137232,66,4,0,3,0,0,0,71
1137233,35,0,0,0,0,0,0,39
1137234,52,4,0,0,0,0,0,55
1137235,30,0,0,0,0,0,0,33
1137236,49,0,0,0,0,0,0,52
1137237,65,0,0,0,0,0,0,71
1137238,92,4,4,0,0,0,0,99
1137239,36,4,0,4,0,0,0,43
1137240,49,0,0,0,0,0,0,53
1137241,34,0,0,4,0,0,0,39
1137242,44,3,0,0,0,0,0,47
1137243,42,0,3,0,0,0,0,43
1137244,43,0,0,0,0,0,0,46
1137245,47,0,3,0,0,0,0,48
1137301,26,3,0,0,0,0,0,32
1137302,79,3,3,4,0,0,0,86
1137303,66,0,0,4,0,0,0,78
1137304,71,5,4,3,0,0,0,83
1137305,42,3,0,0,0,0,0,41
1137306,45,0,3,0,0,0,0,54
1137307,0,0,0,0,0,0,0,0
1137308,24,0,0,0,0,0,0,27
1137309,15,4,0,0,0,0,0,20
1137310,84,10,0,0,0,0,0,94
1137311,0,0,0,0,0,0,0,0
1137312,3,0,0,0,0,0,0,3
1137313,34,6,3,0,0,0,0,40
1137314,14,0,0,0,0,0,0,17
1137315,0,0,0,0,0,0,0,0
1137316,91,9,0,3,0,0,0,98
1137317,53,3,0,0,0,0,0,61
1137318,74,4,8,3,0,0,0,88
1137319,64,0,0,3,0,0,0,72
1137320,31,3,0,0,0,0,0,34
1137321,47,4,0,0,0,0,0,54
1137322,62,4,0,0,0,0,0,66
1137323,87,3,3,0,0,0,0,93
1137324,38,5,3,0,0,0,0,47
1137325,67,7,4,0,0,0,0,77
1137401,41,7,0,0,0,0,0,54
1137402,69,4,3,3,0,0,0,73
1137403,36,0,0,0,0,0,0,43
1137404,26,0,0,0,0,0,0,29
1137405,34,0,0,3,0,0,0,37
1137406,89,3,3,4,0,0,0,101
1137407,55,0,0,0,0,0,0,62
1137408,55,3,0,0,0,0,0,65
1137409,53,0,3,0,0,0,0,58
1137410,45,0,0,0,0,0,0,49
1137411,29,0,0,0,0,0,0,27
1137412,25,0,0,0,0,0,0,32
1137413,60,3,0,0,0,0,0,62
1137414,61,0,3,0,0,0,0,70
1137415,36,0,0,0,0,0,0,38
1137416,65,7,4,0,0,0,0,70
1137417,80,3,5,0,0,0,0,84
1137418,75,0,0,0,0,0,0,80
1137419,54,3,0,0,0,0,0,52
1137420,24,0,0,0,0,0,0,27
1137421,62,0,0,0,0,0,0,66
1137422,28,0,0,0,0,0,0,32
1137423,33,4,0,0,0,0,0,43
1137424,38,0,0,0,0,0,0,41
1137425,29,3,0,0,0,0,0,30
1137426,31,0,0,0,0,0,0,32
1137427,55,0,0,0,0,0,0,59
1137428,35,3,0,3,0,0,0,40
1137429,77,5,0,0,0,0,0,86
1137430,76,3,0,3,0,0,0,76
1137431,47,0,0,0,0,0,0,48
1137432,43,0,0,0,0,0,0,42
1137433,68,0,3,0,0,0,0,70
1137434,60,3,0,0,0,0,0,60
1137435,44,4,0,0,0,0,0,45
1137436,66,0,0,3,0,0,0,73
1137437,105,0,0,0,0,0,0,110
1137438,60,3,3,0,0,0,0,63
1137439,71,7,0,0,0,0,0,77
1137440,37,0,0,0,0,0,0,35
1137441,67,0,0,0,0,0,0,71
1137442,75,4,0,0,0,0,0,84
1137443,63,0,3,0,0,0,0,67
1137444,42,3,0,0,0,0,0,41
1137445,57,4,0,3,0,0,0,59
1137446,73,7,0,0,0,0,0,80
1137447,63,5,0,0,0,0,0,68
1137448,56,0,0,0,0,0,0,55
1137449,57,3,0,0,0,0,0,59
1137450,24,6,3,0,0,0,0,32
1137451,25,0,0,3,0,0,0,27
1137452,75,3,0,0,0,0,0,73
1137453,0,0,0,0,0,0,0,0
1137454,23,3,0,0,0,0,0,29
1137455,29,3,0,0,0,0,0,30
1137456,53,0,0,3,0,0,0,57
1137457,59,4,0,0,0,0,0,64
1137458,75,0,0,0,0,0,0,77
1137501,53,0,0,5,0,0,0,56
1137502,75,3,0,0,0,0,0,81
1137503,60,0,0,0,0,0,0,64
1137504,34,3,3,3,0,0,0,39
1137505,35,0,0,0,0,0,0,37
1137506,45,0,0,0,0,0,0,44
1137507,44,3,0,4,0,0,0,46
1137508,0,0,0,0,0,0,0,0
1137509,64,3,0,3,0,0,0,74
1137510,63,0,0,0,0,0,0,66
1137511,63,0,3,3,0,0,0,74
1137512,77,0,0,0,0,0,0,83
1137513,63,0,3,0,0,0,0,65
1137514,72,0,0,0,0,0,0,79
1137515,47,6,0,0,0,0,0,54
1137516,60,8,0,0,0,0,0,63
1137517,43,6,0,0,0,0,0,55
1137518,71,4,0,0,0,0,0,80
1137521,0,0,0,0,0,0,0,0
1137522,60,3,3,0,0,0,0,63
1137523,47,3,0,0,0,0,0,53
1137524,50,3,0,3,0,0,0,57
1137525,52,0,0,0,0,0,0,54
1137526,59,0,0,0,0,0,0,60
1137527,32,3,0,0,0,0,0,35
1137528,60,0,0,0,0,0,0,61
1137529,44,0,0,0,0,0,0,47
1137530,38,0,0,0,0,0,0,39
1137531,54,0,0,0,0,0,0,57
1137532,64,6,0,0,0,0,0,77
1137533,40,3,0,0,0,0,0,46
1137534,56,3,0,0,0,0,0,59
1137535,49,0,0,0,0,0,0,49
1137536,43,3,0,0,0,0,0,46
1137537,46,0,0,0,0,0,0,48
1137538,94,5,0,3,0,0,0,99
1137539,128,7,0,0,0,0,0,137
1137601,51,0,3,0,0,0,0,57
1137602,82,0,0,0,0,0,0,85
1137603,64,0,0,0,0,0,0,68
1137604,40,0,0,0,0,0,0,45
1137605,72,0,0,0,0,0,0,68
1137606,68,0,3,0,0,0,0,67
1137607,34,0,0,0,0,0,0,36
1137608,79,3,0,0,0,0,0,87
1137609,24,3,0,0,0,0,0,33
1137610,61,0,0,0,0,0,0,59
1137611,28,0,0,0,0,0,0,32
1137612,31,0,0,0,0,0,0,30
1137613,41,0,0,0,0,0,0,49
1137614,79,0,0,0,0,0,0,79
1137615,60,0,3,0,0,0,0,65
1137616,67,4,0,0,0,0,0,72
1137617,65,0,0,0,0,0,0,64
1137618,42,0,4,0,0,0,0,46
1137619,60,4,0,0,0,0,0,65
1137620,49,0,0,0,0,0,0,48
1137621,29,0,0,0,0,0,0,36
1137622,40,0,0,0,0,0,0,43
1137623,50,3,0,0,0,0,0,49
1137624,66,4,3,0,0,0,0,76
1137625,75,3,0,0,0,0,0,85
1137626,77,0,0,4,0,0,0,83
1137627,74,3,3,0,0,0,0,84
1137628,82,0,0,0,0,0,0,81
1137629,45,3,0,0,0,0,0,44
1137630,58,3,3,0,0,0,0,58
1137631,50,4,0,0,0,0,0,50
1137632,70,5,3,3,0,0,0,77
1137633,32,0,0,0,0,0,0,39
1137634,51,0,3,0,0,0,0,54
1137635,49,0,0,3,0,0,0,53
1137636,57,3,3,0,0,0,0,62
1137637,36,4,0,0,0,0,0,45
1137638,60,0,3,0,0,0,0,70
1137639,61,0,3,0,0,0,0,65
1137640,66,3,0,3,0,0,0,74
1137641,80,6,0,0,0,0,0,88
1137642,83,4,0,0,0,0,0,88
1137643,78,0,3,0,0,0,0,78
1137644,70,4,3,0,0,0,0,83
1137645,67,0,0,0,0,0,0,67
1137646,37,0,0,0,0,0,0,38
1137647,41,5,0,0,0,0,0,46
1137648,70,6,0,0,0,0,0,72
1137649,59,0,0,0,0,0,0,61
1137650,46,0,0,0,0,0,0,47
1137651,59,3,0,0,0,0,0,68
1137652,57,0,0,0,0,0,0,60
1137653,60,7,0,0,0,0,0,71
1137654,69,0,4,0,0,0,0,77
1137655,64,3,0,0,0,0,0,68
1137656,69,0,5,0,0,0,0,79
1137657,59,0,0,0,0,0,0,56
1137701,43,3,3,3,0,0,0,50
1137702,41,0,0,0,0,0,0,38
1137703,28,0,0,0,0,0,0,31
1137704,39,4,0,0,0,0,0,44
1137705,40,0,3,0,0,0,0,49
1137706,37,4,0,0,0,0,0,45
1137707,62,4,0,0,0,0,0,71
1137708,44,0,3,0,0,0,0,51
1137709,38,4,0,0,0,0,0,44
1137710,37,0,0,0,0,0,0,39
1137711,27,0,0,0,0,0,0,27
1137712,44,3,0,0,0,0,0,50
1137713,47,0,3,0,0,0,0,47
1137714,70,0,0,0,0,0,0,78
1137715,56,0,0,0,0,0,0,55
1137716,44,3,0,0,0,0,0,41
1137717,35,0,0,0,0,0,0,36
1137718,56,0,3,0,0,0,0,59
1137719,60,0,0,4,0,0,0,67
1137720,38,0,0,0,0,0,0,38
1137721,62,3,0,0,0,0,0,64
1137722,69,0,0,0,0,0,0,74
1137723,33,0,0,0,0,0,0,35
1137724,66,0,0,0,0,0,0,63
1137725,44,0,0,0,0,0,0,50
1137726,30,0,0,0,0,0,0,35
1137727,72,3,0,0,0,0,0,74
1137728,64,0,0,0,0,0,0,64
1137729,85,0,0,0,0,0,0,87
1137730,56,5,0,0,0,0,0,58
1137731,33,0,0,0,0,0,0,37
1137732,39,0,0,0,0,0,0,44
1137733,42,5,0,3,0,0,0,53
1137734,60,0,0,3,0,0,0,61
1137801,37,0,0,0,0,0,0,39
1137802,68,0,0,0,0,0,0,71
1137803,37,0,0,0,0,0,0,41
1137804,47,0,0,0,0,0,0,52
1137805,69,4,3,0,0,0,0,76
1137806,56,0,0,0,0,0,0,66
1137807,43,3,0,0,0,0,0,53
1137808,51,0,0,3,0,0,0,56
1137809,0,0,0,0,0,0,0,0
1137810,52,0,4,3,0,0,0,53
1137811,52,5,3,0,0,0,0,58
1137812,0,0,0,0,0,0,0,0
1137813,69,0,3,0,0,0,0,78
1137814,29,0,0,0,0,0,0,29
1137815,0,0,0,0,0,0,0,0
1137816,52,0,3,0,0,0,0,55
1137817,77,5,0,3,0,0,0,86
1137818,27,3,0,0,0,0,0,32
1137819,66,3,0,0,0,0,0,66
1137820,24,0,0,0,0,0,0,26
1137821,45,0,3,4,0,0,0,54
1137822,77,0,0,0,0,0,0,80
1137823,33,0,0,3,0,0,0,36
1137824,101,3,0,3,0,0,0,106
1137825,54,0,0,0,0,0,3,59
1137826,90,5,0,3,0,0,0,99
1137827,39,3,0,3,0,0,0,39
1137901,52,0,3,0,0,0,0,56
1137902,85,4,3,0,0,0,0,91
1137903,61,0,0,3,0,0,0,69
1137904,81,3,0,0,0,0,0,95
1137905,28,3,3,0,0,0,0,43
1137906,59,0,0,0,0,0,0,59
1137907,80,10,3,0,0,0,0,85
1137908,55,0,3,0,0,0,0,56
1137909,48,3,3,0,0,0,0,54
1137910,47,0,0,0,0,0,0,50
1137911,37,3,0,0,0,0,0,42
1137912,84,11,0,0,0,0,0,96
1137913,47,3,0,0,0,0,0,50
1137914,33,0,0,0,0,0,0,36
1137915,47,5,0,3,0,0,0,57
1137916,29,0,0,0,0,0,0,26
1137917,69,5,0,3,0,0,0,75
1137918,73,3,0,0,0,0,0,75
1137919,61,3,0,0,0,0,0,64
1137920,53,0,0,0,0,0,0,54
1137921,51,5,0,0,0,0,3,61
1137922,48,4,3,0,0,0,0,59
1137923,65,4,0,0,0,0,0,75
1137924,59,3,3,0,0,0,0,65
1137925,70,0,0,0,0,0,0,70
1137926,0,0,0,0,0,0,0,0
1137927,37,3,0,0,0,0,0,39
1137928,27,0,4,0,0,0,0,35
1137929,52,0,0,0,0,0,0,53
1137930,55,4,6,0,0,0,0,63
1137931,35,4,0,0,0,0,0,35
1137932,50,0,0,0,0,0,0,46
1137933,71,4,0,3,0,0,0,76
1137934,37,0,3,0,0,0,0,39
1137935,55,3,0,0,0,0,0,59
1137936,47,0,0,0,0,0,0,47
1137937,39,0,0,0,0,0,0,39
1138001,56,3,0,0,0,0,0,65
1138002,60,0,3,0,0,0,0,60
1138003,36,0,0,0,0,0,0,34
1138004,41,3,0,0,0,0,0,42
1138005,48,0,0,0,0,0,0,47
1138006,37,3,3,0,0,0,0,43
1138007,51,0,0,0,0,0,0,51
1138008,68,0,0,0,0,0,0,68
1138009,55,3,0,0,0,0,0,62
1138010,75,0,0,0,0,0,0,74
1138011,36,7,0,3,0,0,0,46
1138012,23,0,0,0,0,0,0,23
1138013,30,3,0,0,0,0,0,36
1138014,43,0,3,0,0,0,0,55
1138015,30,0,0,0,0,0,0,26
1138016,32,0,0,0,0,0,0,32
1138017,37,4,0,0,0,0,0,38
1138018,45,3,0,0,0,0,0,49
1138019,39,6,0,0,0,0,0,47
1138020,62,3,0,0,0,0,0,73
1138021,32,0,3,0,0,0,0,32
1138022,47,0,0,0,0,0,0,51
1138023,60,7,0,0,0,0,0,64
1138024,32,4,0,0,0,0,0,41
1138025,22,3,0,0,0,0,0,26
1138026,49,6,3,0,0,0,0,53
1138027,52,0,3,0,0,0,0,53
1138028,50,9,3,0,0,0,0,57
1138029,36,4,0,0,0,0,0,39
1138030,76,0,0,3,0,0,0,79
1138031,57,3,3,0,0,0,0,69
1138032,32,0,3,0,0,0,0,37
1138101,42,5,0,0,0,0,0,46
1138102,13,3,0,0,0,0,0,14
1138103,20,0,0,0,0,0,0,21
1138104,41,4,0,3,0,0,0,47
1138106,24,0,3,0,0,0,0,27
1138107,25,3,0,0,0,0,0,32
1138108,30,0,0,0,0,0,0,34
1138109,44,0,0,0,0,0,0,48
1138110,26,3,0,0,0,0,0,36
1138111,80,3,3,0,0,0,0,84
1138112,40,0,0,0,0,0,0,46
1138113,31,3,3,0,0,0,0,40
1138114,50,3,0,0,0,0,0,52
1138115,0,0,0,0,0,0,0,0
1138116,37,3,0,0,0,0,0,39
1138117,74,0,0,0,0,0,0,78
1138118,71,0,0,4,0,0,0,76
1138120,25,0,0,3,0,0,0,28
1138121,55,3,5,0,0,0,0,65
1138122,39,4,0,0,0,0,0,44
1138124,35,0,0,0,0,0,0,32
1138125,23,3,0,0,0,0,0,31
1138126,32,0,0,0,0,0,0,32
1138127,35,6,0,0,0,0,0,40
1138128,19,3,0,0,0,0,0,23
1138129,65,0,0,0,0,0,0,62
1138130,80,0,0,0,0,0,0,83
1138131,43,3,0,0,0,0,0,46
1138132,48,3,0,0,0,0,0,53
1138133,64,3,0,0,0,0,0,69
1138135,40,0,0,0,0,0,0,44
1138136,40,5,3,3,0,0,0,51
1138138,65,0,3,0,0,0,0,67
1138139,0,0,0,0,0,0,0,0
1138140,62,0,0,0,0,0,0,63
1138141,36,3,0,0,0,0,0,40
1138142,25,0,0,0,0,0,0,31
1138143,28,0,0,0,0,0,0,24
1138144,44,3,0,0,0,0,0,49
1138145,42,3,0,0,0,0,0,47
1138146,29,4,0,0,0,0,0,36
1138147,59,0,0,0,0,0,0,65
1138148,10,0,0,0,0,0,0,13
1138149,31,0,0,0,0,0,0,31
1138150,40,0,0,0,0,0,0,43
1138151,9,0,0,0,0,0,0,11
1138152,52,0,0,0,0,0,0,52
1138153,59,3,0,0,0,0,0,61
1138154,53,0,0,0,0,0,4,61
1138155,61,0,0,3,0,0,0,65
1138156,43,4,0,0,0,0,0,47
1138201,35,0,0,0,0,0,0,34
1138202,31,8,7,0,0,0,0,38
1138203,24,3,0,0,0,0,0,29
1138204,20,0,0,0,0,0,0,26
1138205,63,4,3,0,0,0,0,69
1138206,59,3,0,0,0,0,0,65
1138207,53,7,0,0,0,0,0,66
1138208,64,7,3,0,0,0,0,70
1138209,45,5,0,0,0,0,0,46
1138210,60,5,4,0,0,0,0,62
1138211,49,0,0,0,0,0,0,51
1138212,33,5,0,0,0,0,0,38
1138213,20,0,3,0,0,0,0,26
1138214,57,0,3,0,0,0,0,61
1138215,36,4,0,0,0,0,0,37
1138216,21,0,0,0,0,0,0,21
1138217,48,3,0,0,0,0,0,50
1138218,26,0,0,0,0,0,0,26
1138219,49,4,0,0,0,0,0,56
1138220,56,6,0,0,0,0,0,62
1138221,39,4,0,0,0,0,0,40
1138222,75,5,0,4,0,0,0,85
1138223,53,3,0,0,0,0,0,58
1138224,56,0,0,0,0,0,0,58
1138225,29,5,3,0,0,0,0,36
1138226,24,3,0,0,0,0,0,34
1138227,39,0,3,0,0,0,0,46
1138228,46,3,0,0,0,0,0,49
1138229,85,7,0,0,0,0,0,90
1138230,58,7,0,0,0,0,0,63
1138231,36,0,0,0,0,0,0,34
1138232,18,3,0,0,0,0,0,24
1138233,45,4,0,0,0,0,3,47
1138234,56,0,0,0,0,0,0,58
1138235,65,3,0,0,0,0,0,72
1138236,51,4,3,0,0,0,0,58
1138237,41,0,3,0,0,0,0,41
1138238,33,3,0,0,0,0,0,35
1138239,23,0,0,0,0,0,0,24
1138301,53,0,0,0,0,0,0,57
1138302,69,0,0,0,0,0,0,72
1138303,0,0,0,0,0,0,0,0
1138304,43,0,0,0,0,0,0,47
1138305,0,0,0,0,0,0,0,0
1138306,74,0,0,0,0,0,0,76
1138307,82,3,0,0,0,0,0,90
1138308,57,3,0,0,0,0,0,60
1138309,46,4,0,0,0,0,0,53
1138310,61,0,0,0,0,0,0,59
1138311,54,0,0,0,0,0,0,55
1138312,70,4,0,0,0,0,0,74
1138313,57,0,0,0,0,0,0,57
1138314,48,0,0,0,0,0,0,49
1138315,82,0,0,0,0,0,0,87
1138316,46,0,0,0,0,0,0,52
1138317,56,0,0,0,0,0,0,54
1138318,38,0,0,0,0,0,0,35
1138319,44,8,0,0,0,0,0,54
1138320,119,7,0,0,0,0,0,133
1138321,33,5,0,0,0,0,0,43
1138322,66,3,0,0,0,0,0,72
1138323,53,3,0,4,0,0,0,58
1138324,57,0,0,0,0,0,0,57
1138325,62,0,0,0,0,0,0,70
1138326,93,0,0,0,0,0,0,100
1138327,58,3,0,0,0,0,0,57
1138328,46,4,0,0,0,0,0,51
1138329,60,11,0,0,0,0,0,66
1138330,69,6,0,0,0,0,0,71
1138331,79,0,0,0,0,0,0,82
1138332,0,0,0,0,0,0,0,0
1138333,33,0,0,0,0,0,0,37
1138334,85,0,0,3,0,0,0,84
1138335,65,3,0,0,0,0,0,69
1138336,0,0,0,0,0,0,0,0
1138337,69,0,0,0,0,0,0,70
1138338,80,3,0,0,0,0,0,84
1138339,46,10,0,0,0,0,0,52
1138340,79,7,3,0,0,0,0,88
1138341,69,0,0,0,0,0,0,71
1138342,35,3,0,0,0,0,0,39
1138343,29,0,0,0,0,0,0,31
1138345,116,5,0,0,0,0,0,122
1138346,0,0,0,0,0,0,0,0
1138347,86,0,4,0,0,0,0,90
1138348,79,0,0,0,0,0,0,83
1138349,54,4,0,0,0,0,0,53
1138350,53,4,3,0,0,0,0,63
1138351,53,0,3,0,0,0,0,58
1138401,49,0,0,0,0,0,0,47
1138402,67,3,0,0,0,0,0,67
1138403,38,0,3,3,0,0,0,48
1138404,28,0,0,0,0,0,0,31
1138405,0,0,0,0,0,0,0,0
1138406,44,0,0,0,0,0,0,45
1138407,90,0,3,0,0,0,0,92
1138408,56,6,0,0,0,0,0,61
1138409,41,0,0,0,0,0,0,38
1138410,45,3,0,3,0,0,0,56
1138411,52,0,0,0,0,0,0,52
1138412,6,0,0,0,0,0,0,5
1138413,0,0,0,0,0,0,0,0
1138414,0,0,0,0,0,0,0,0
1138415,37,0,0,0,0,0,0,42
1138417,48,0,0,0,0,0,0,53
1138418,63,4,0,3,0,0,0,67
1138419,79,0,0,0,0,0,0,83
1138420,62,3,0,0,0,0,0,64
1138421,54,0,0,0,0,0,0,59
1138422,45,0,0,0,0,0,0,49
1138423,71,4,0,3,0,0,0,74
1138426,0,0,0,0,0,0,0,0
1138428,55,3,0,0,0,0,0,66
1138429,66,3,0,0,0,0,0,73
1138430,54,0,0,0,0,0,0,54
1138431,49,0,0,0,0,0,0,49
1138432,64,3,0,0,0,0,0,67
1138433,61,6,3,0,0,0,0,70
1138434,60,8,0,0,0,0,0,70
1138435,72,3,0,0,0,0,0,76
1138436,79,3,0,0,0,0,0,79
1138437,35,0,0,0,0,0,0,36
1138438,53,5,0,0,0,0,0,58
1138440,0,0,0,0,0,0,0,0
1138441,98,0,3,0,0,0,0,98
1138442,30,0,0,0,0,0,0,31
1138443,45,3,0,0,0,0,0,47
1138444,44,3,0,0,0,0,0,47
1138445,138,4,0,0,0,0,0,142
1138446,31,0,0,0,0,0,0,32
1138447,65,0,0,0,0,0,0,65
1138448,26,0,0,0,0,0,0,23
1138449,39,3,0,0,0,0,0,42
1138450,3,0,0,0,0,0,0,3
1138451,67,3,0,0,0,0,0,65
1138452,3,0,0,0,0,0,0,3
1138453,64,0,0,0,0,0,0,70
1138454,49,0,0,0,0,0,0,53
1138455,37,3,0,0,0,0,0,40
1138456,230,7,0,0,0,0,0,243
1138457,39,3,0,0,0,0,0,44
1138458,47,3,0,0,0,0,0,51
1138501,18,3,0,0,0,0,0,26
1138502,28,0,3,0,0,0,0,27
1138503,28,0,0,0,0,0,0,34
1138504,30,0,0,0,0,0,0,30
1138505,36,0,0,0,0,0,0,37
1138506,33,0,0,0,0,0,0,36
1138507,44,7,5,0,0,0,0,50
1138508,49,3,0,0,0,0,0,48
1138509,49,3,0,0,0,0,0,53
1138510,12,3,0,0,0,0,0,12
1138511,52,0,0,0,0,0,0,53
1138512,74,3,0,0,0,0,0,77
1138513,56,0,0,0,0,0,0,60
1138514,47,3,0,0,0,0,0,53
1138515,34,0,0,0,0,0,0,38
1138516,42,0,0,0,0,0,0,46
1138517,69,4,0,0,0,0,0,73
1138518,59,3,0,0,0,0,0,62
1138519,40,0,0,0,0,0,0,41
1138520,59,6,0,0,0,0,0,66
1138521,67,4,0,0,0,0,0,67
1138522,45,3,0,0,0,0,0,52
1138523,40,0,0,0,0,0,0,42
1138524,31,3,5,0,0,0,0,42
1138525,52,0,3,0,0,0,0,55
1138526,60,0,0,0,0,0,0,64
1138527,76,0,0,0,0,0,0,76
1138528,53,5,0,0,0,0,0,58
1138529,34,0,0,0,0,0,0,30
1138530,42,0,0,0,0,0,0,44
1138531,74,4,3,0,0,0,0,81
1138532,60,3,0,0,0,0,0,64
1138533,34,3,0,0,0,0,0,39
1138534,60,0,0,0,0,0,0,60
1138535,56,5,0,0,0,0,0,61
1138536,43,3,3,0,0,0,0,46
1138537,64,0,0,0,0,0,0,64
1138538,78,4,0,0,0,0,0,79
1138539,39,0,0,0,0,0,0,40
1138540,79,5,0,0,0,0,0,86
1138541,55,3,0,0,0,0,0,63
1138542,36,3,3,0,0,0,0,38
1138543,68,3,0,0,0,0,0,69
1138601,31,0,0,0,0,0,0,32
1138602,56,3,0,0,0,0,0,57
1138603,39,8,0,0,0,0,0,47
1138604,84,7,3,0,0,0,0,92
1138605,42,4,0,0,0,0,0,48
1138606,65,0,0,0,0,0,0,67
1138607,41,3,3,0,0,0,0,45
1138608,22,4,0,0,0,0,0,25
1138609,26,0,0,0,0,0,0,30
1138610,46,0,0,0,0,0,0,44
1138611,57,3,0,0,0,0,0,61
1138612,0,0,0,0,0,0,0,0
1138613,62,3,0,0,0,0,0,60
1138614,38,0,0,0,0,0,0,36
1138615,65,4,0,0,0,0,0,71
1138616,64,8,0,0,0,0,0,72
1138617,43,5,0,0,0,0,0,44
1138618,46,3,0,3,0,0,0,55
1138619,0,0,0,0,0,0,0,0
1138620,70,3,3,0,0,0,0,76
1138621,31,0,0,0,0,0,0,36
1138622,54,3,0,0,0,0,0,56
1138623,67,0,0,0,0,0,0,71
1138624,48,0,0,0,0,0,0,51
1138625,46,4,0,0,0,0,0,48
1138626,37,0,0,0,0,0,0,41
1138627,30,3,4,0,0,0,0,37
1138628,49,0,0,0,0,0,0,54
1138629,57,3,0,0,0,0,0,62
1138630,25,0,0,0,0,0,0,28
1138631,0,0,0,0,0,0,0,0
1138632,68,3,0,0,0,0,0,74
1138633,48,0,0,0,0,0,0,48
1138634,82,4,0,0,0,0,0,85
1138635,43,3,0,0,0,0,0,51
1138636,79,3,3,0,0,0,0,83
1138637,68,3,0,0,0,0,0,66
