SA1_7DIGITCODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
1113629,0,0,0,0,0,0,0,0,0,8,7,0,18,0,0,0,18,8,0,28
1113630,0,0,0,0,0,0,0,0,0,7,4,0,13,0,0,4,17,0,0,18
1113631,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,6
1113632,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,6,0,16
1113633,0,0,0,0,0,0,0,0,0,4,9,0,15,0,0,0,15,3,0,21
1113634,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,5,3,0,11
1113635,0,0,0,0,0,0,0,0,0,10,8,0,25,0,0,0,25,12,0,39
1113701,0,0,0,0,0,0,0,0,0,7,8,0,10,0,0,0,10,7,0,17
1113702,0,0,0,0,0,0,0,0,0,8,13,0,25,0,3,3,29,7,0,37
1113703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113704,0,0,0,0,0,0,0,0,0,6,3,0,10,0,0,0,10,3,0,12
1113705,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,11,3,0,17
1113706,0,0,0,0,0,0,0,0,0,6,9,0,20,0,0,0,20,11,0,28
1113707,0,0,0,0,0,0,0,0,0,7,3,0,9,0,0,0,10,8,0,11
1113708,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,8,3,0,16
1113709,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,9,11,0,20
1113710,0,0,0,0,0,0,0,0,0,6,7,0,11,0,0,0,15,3,0,16
1113711,0,0,0,0,0,0,0,0,0,6,8,3,16,0,0,4,20,14,0,29
1113712,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,10,15,0,21
1113713,0,0,0,0,0,0,0,0,0,9,11,0,23,0,0,3,21,13,0,33
1113714,0,0,0,0,0,0,0,0,0,17,14,0,32,0,0,0,36,16,0,48
1113715,0,0,0,0,0,0,0,0,0,13,7,0,16,0,0,0,17,6,0,29
1113716,0,0,0,0,0,0,0,0,0,4,13,0,18,0,0,0,21,15,0,34
1113717,0,0,0,0,0,0,0,0,0,8,3,0,13,3,0,3,14,9,0,23
1113718,0,0,0,0,0,0,0,0,0,7,8,0,15,3,0,3,17,3,0,16
1113719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113721,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0
1113722,0,0,0,0,0,0,0,0,0,4,5,0,8,0,0,4,9,19,0,28
1113801,0,0,0,0,0,0,0,0,0,3,8,0,9,0,0,0,9,4,0,13
1113802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
1113803,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,7,5,0,9
1113804,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,0,13,6,0,15
1113805,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7
1113806,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,6,0,13
1113807,0,0,0,0,0,0,0,0,0,3,6,0,14,0,0,0,14,9,0,18
1113808,0,0,0,0,0,0,0,3,3,4,0,0,9,0,0,0,9,8,3,15
1113809,0,0,0,0,0,0,0,0,0,4,5,3,14,0,0,3,16,6,0,27
1113810,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,4,4,0,14
1113811,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,9,15,0,26
1113812,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,11,6,0,9
1113813,0,0,0,0,0,0,0,0,0,7,4,0,9,0,0,0,9,3,0,8
1113814,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,10,0,0,12
1113815,0,0,0,0,0,0,0,0,0,13,3,0,14,0,0,0,14,5,0,21
1113816,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,9,3,0,12
1113817,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,10,0,0,12
1113818,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,3
1113819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1113820,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,10
1113821,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,4,7,0,14
1113901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113903,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,7,0,0,11
1113904,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,8,8,0,16
1113905,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,8,3,0,7
1113906,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,4
1113907,0,0,0,0,0,0,0,0,0,6,4,0,13,0,0,0,13,3,0,12
1113908,0,0,0,0,0,0,0,0,0,5,9,0,13,0,0,0,10,3,0,19
1113909,0,0,0,0,0,0,0,0,0,8,6,0,9,0,0,0,9,6,0,22
1113910,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,3,0,7
1113911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113912,0,0,0,0,0,0,0,0,0,5,10,0,15,0,0,0,15,8,0,20
1113913,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,12,0,0,11
1113914,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,6,3,0,13
1113915,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,8,0,0,6
1113916,0,0,0,0,0,0,0,0,0,10,9,0,13,0,0,0,13,5,0,22
1113917,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,11
1113918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113919,0,0,0,0,0,0,0,0,0,9,3,0,12,0,0,0,14,3,0,20
1114001,0,0,0,0,0,0,0,0,0,7,4,0,14,0,0,0,14,4,0,18
1114002,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,6,3,0,8
1114003,0,0,0,0,0,0,0,0,0,8,3,0,12,0,0,0,12,6,0,17
1114004,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,4,0,8
1114005,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,3,3,0,9
1114006,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,0,12,8,0,15
1114007,0,0,0,0,0,0,0,0,0,3,7,0,12,0,0,0,12,7,0,16
1114008,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,0,0,4
1114009,0,0,0,0,0,0,0,0,0,6,3,0,12,0,0,3,16,11,0,24
1114010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6
1114011,0,0,0,0,0,0,0,0,0,4,3,0,8,3,0,3,10,8,0,19
1114012,0,0,0,0,0,0,0,0,0,5,11,0,15,0,0,0,19,14,0,30
1114013,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,7,0,0,7
1114014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
1114016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1114017,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,10,6,0,13
1114018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
1114019,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,8
1114020,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,7
1114101,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11
1114102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114103,0,0,0,0,0,0,0,0,0,18,7,0,24,0,0,0,26,0,0,29
1114104,0,0,0,0,0,0,0,0,0,10,11,0,21,0,0,0,24,10,0,35
1114105,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,4,0,12
1114106,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8,0,0,7
1114107,0,0,0,0,0,0,0,0,0,7,3,0,8,0,0,3,11,5,0,17
1114108,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,4,0,12
1114110,0,0,0,0,0,0,0,0,0,14,6,0,22,0,0,0,19,6,0,28
1114111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114112,0,0,0,0,0,0,0,0,0,8,0,0,14,0,0,0,15,4,0,22
1114113,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,6,10,0,16
1114114,0,0,0,0,0,0,0,0,0,3,8,3,13,0,0,0,13,5,0,18
1114115,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,3,6,0,8
1114116,0,0,0,0,0,0,0,0,0,4,7,0,12,0,0,0,10,8,0,23
1114117,0,0,0,0,0,0,0,0,0,5,10,0,14,0,0,0,20,10,0,25
1114118,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,4,0,0,8
1114119,0,0,0,0,0,0,0,0,0,4,7,0,8,0,0,0,8,6,0,12
1114120,0,0,0,0,0,0,0,0,0,8,4,0,17,3,0,3,17,0,0,17
1114121,0,0,0,0,0,0,0,0,0,11,3,0,16,0,0,0,21,7,0,29
1114122,0,0,0,0,0,0,0,0,0,18,10,0,30,0,0,3,33,11,0,46
1114123,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,11,9,0,13
1114124,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,4,0,11
1114126,0,0,0,0,0,0,0,0,0,4,4,0,10,0,0,0,10,5,0,18
1114127,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,12
1114128,0,0,0,0,0,0,0,0,4,10,14,0,16,0,0,3,19,5,0,23
1114129,0,0,0,0,0,0,0,0,0,3,7,3,16,0,0,0,16,15,0,25
1114130,0,0,0,0,0,0,0,0,0,7,4,0,13,0,0,3,12,4,0,21
1114131,0,0,0,0,0,0,0,0,0,9,3,0,9,3,0,5,16,3,0,15
1114133,0,0,0,0,0,0,0,0,0,9,9,0,18,0,0,0,18,5,0,26
1114134,0,0,0,0,0,0,0,0,0,15,9,0,26,0,0,0,26,3,0,27
1114135,0,0,0,0,0,0,0,0,0,12,6,0,18,0,0,0,18,5,0,22
1114136,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,9,4,0,10
1114137,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,12,3,0,18
1114201,0,0,0,0,0,0,0,0,0,9,8,0,18,0,0,0,19,6,0,23
1114202,0,0,0,0,0,0,0,0,0,12,3,0,15,0,0,0,15,9,0,25
1114203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114204,0,0,0,0,0,0,0,0,0,3,10,0,13,0,3,3,11,7,0,18
1114205,0,0,0,0,0,0,0,0,0,10,4,0,15,3,0,0,19,3,0,27
1114206,0,0,0,0,0,0,0,0,0,7,6,0,8,0,0,0,12,6,0,16
1114207,0,0,0,0,0,0,0,0,0,3,7,0,12,0,0,0,12,7,0,12
1114208,0,0,0,0,0,0,0,0,0,4,8,0,18,0,0,0,18,13,0,30
1114209,0,0,0,0,0,0,0,0,0,7,3,0,16,0,0,0,16,10,0,23
1114210,0,0,0,0,0,0,0,0,0,13,4,0,16,0,0,0,19,0,0,19
1114211,0,0,0,0,0,0,0,0,0,4,5,0,9,0,0,0,17,11,0,25
1114212,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,9,5,0,10
1114213,0,0,0,0,0,0,0,0,0,6,3,0,11,3,0,3,12,9,0,22
1114214,0,0,0,0,0,0,0,0,0,9,7,0,13,0,0,0,13,11,0,24
1114215,0,0,0,0,0,0,0,0,0,5,7,0,15,0,0,0,16,19,0,31
1114216,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,8,7,0,19
1114217,0,0,0,0,0,0,0,0,0,11,12,0,18,0,0,0,18,3,0,27
1114218,0,0,0,0,0,0,0,0,0,6,8,0,13,0,0,0,20,15,0,31
1114219,0,0,0,0,0,0,0,0,0,3,10,0,11,0,0,0,17,3,0,17
1114220,0,0,0,0,0,0,0,0,0,7,4,0,11,0,0,0,11,9,0,18
1114221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114222,0,0,0,0,0,0,0,0,0,9,11,0,23,0,3,3,26,19,0,39
1114223,0,0,0,0,0,0,0,0,0,6,7,0,11,0,0,0,15,3,0,17
1114224,0,0,0,0,0,0,0,0,0,8,3,3,10,0,0,0,11,10,0,25
1114225,0,0,0,0,0,0,0,0,0,9,6,0,16,0,0,0,16,13,0,25
1114226,0,0,0,0,0,0,0,0,0,7,0,7,10,0,0,0,10,3,0,20
1114301,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,17,0,19
1114302,0,0,0,0,0,0,0,0,0,3,5,0,14,0,0,0,14,15,0,29
1114303,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,11,9,0,23
1114304,0,0,0,0,0,0,0,0,0,3,5,0,15,4,0,3,17,11,0,29
1114305,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,4,0,0,8
1114306,0,0,0,0,0,0,0,0,0,9,3,0,8,0,5,4,12,8,0,25
1114307,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,6,9,0,14
1114308,0,0,0,0,0,0,3,0,3,8,3,0,8,0,3,3,13,12,0,31
1114309,0,0,0,0,0,0,0,0,0,0,13,0,12,0,0,3,15,7,0,24
1114310,0,0,0,0,0,0,0,0,0,4,11,3,18,3,0,3,19,29,0,42
1114311,0,0,0,0,0,0,0,0,3,7,10,0,18,4,0,11,21,26,0,50
1114312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114313,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,12,0,19
1114314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15
1114315,0,0,0,0,0,0,0,0,0,5,8,0,14,0,3,3,11,21,0,38
1114316,0,0,0,0,0,0,0,0,0,11,0,0,12,0,0,0,13,12,0,27
1114317,0,0,0,0,0,0,0,0,0,11,10,0,21,3,0,3,22,22,3,47
1114318,0,0,0,0,0,0,0,0,0,3,7,0,12,0,0,0,12,7,0,19
1114319,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,8,11,0,21
1114320,0,0,0,0,0,0,0,0,0,3,11,0,14,0,0,0,14,7,0,15
1114321,0,0,0,0,0,0,0,0,0,8,5,3,14,0,0,0,14,7,0,21
1114322,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,9,4,0,14
1114323,0,0,0,0,0,0,0,0,0,5,3,0,8,3,0,5,11,7,0,22
1114324,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,4,6,0,13
1114325,0,0,0,0,0,0,0,0,0,12,11,0,19,0,0,0,20,20,0,41
1114326,0,0,0,0,0,0,0,0,0,8,11,0,14,0,0,3,16,16,0,29
1114327,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,5,15,0,19
1114328,0,0,0,0,0,0,0,0,0,4,13,0,18,0,0,0,17,7,0,28
1114329,0,0,0,0,0,0,0,0,0,5,4,0,8,0,0,0,13,13,0,25
1114330,0,0,0,0,0,0,0,0,0,4,8,0,10,0,0,0,10,9,0,19
1114331,0,0,0,0,0,0,0,0,3,3,4,4,12,3,0,3,13,17,0,36
1114332,0,0,0,0,0,0,0,0,0,6,11,0,16,0,0,0,16,6,0,21
1114333,0,0,0,0,0,0,3,0,5,9,6,0,11,0,3,3,17,17,0,33
1114334,0,0,0,0,0,0,0,0,0,9,6,3,12,0,4,3,19,15,0,30
1114335,0,0,3,0,3,3,0,0,4,7,3,0,11,3,3,9,21,28,0,47
1114336,0,0,0,0,0,0,0,0,0,10,7,0,16,3,0,3,20,20,3,41
1114337,0,0,0,0,0,0,0,0,3,5,3,0,10,0,0,0,11,29,0,43
1114338,0,0,0,0,0,0,0,0,0,3,7,0,11,0,3,3,11,14,0,22
1114339,0,0,0,0,0,3,0,0,3,4,16,0,20,0,3,3,24,13,0,36
1114340,0,0,0,0,0,0,0,0,0,3,7,0,8,0,0,4,15,13,0,25
1114341,0,0,0,0,0,0,0,0,3,0,8,3,9,0,3,3,14,21,0,36
1114342,0,0,0,0,0,0,0,0,0,6,7,0,7,0,0,4,15,20,0,33
1114343,0,0,0,0,0,0,0,0,0,6,12,0,19,0,0,3,21,16,0,39
1114344,0,0,0,0,0,0,0,0,0,4,4,0,14,0,3,0,15,6,0,25
1114345,0,0,0,0,0,0,0,0,0,7,13,0,18,0,3,0,22,32,0,50
1114346,0,0,0,0,0,0,0,0,0,3,3,3,13,0,0,0,13,11,0,26
1114347,0,0,0,0,0,0,0,0,3,16,8,0,19,3,3,3,25,21,0,42
1114348,0,0,0,0,0,0,0,0,0,11,3,0,12,0,0,0,12,14,0,27
1114349,0,0,0,0,0,0,0,0,4,3,10,4,21,3,3,5,23,34,0,57
1114350,0,0,0,0,0,0,0,0,0,10,4,0,14,0,0,0,15,3,0,20
1114401,0,0,0,0,0,0,0,0,0,5,0,3,15,0,0,0,15,6,0,21
1114402,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,4,4,0,16
1114403,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,6,0,14
1114404,0,0,0,0,0,0,0,0,0,4,3,0,11,0,0,0,11,7,0,14
1114405,0,0,0,0,0,0,0,0,0,3,11,0,16,0,0,0,16,14,0,28
1114406,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,7,0,0,7
1114407,0,0,0,0,0,0,0,0,0,17,7,0,19,0,0,0,22,7,0,33
1114408,0,0,0,0,0,0,0,0,3,3,4,0,9,0,0,0,9,8,0,20
1114409,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,5,0,8
1114410,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,4,10,0,15
1114411,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,9,7,0,9
1114412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
1114413,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,10,8,0,15
1114414,0,0,0,0,0,0,0,0,0,13,3,0,17,0,0,0,17,11,0,26
1114415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1114416,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,5,0,12
1114417,0,0,0,0,0,0,0,0,0,7,7,0,16,0,0,0,19,15,0,31
1114418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
1114420,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,4
1114421,0,0,0,0,0,0,0,0,0,3,15,0,16,0,0,0,17,14,0,30
1114422,0,0,0,0,0,0,0,0,0,3,8,0,14,0,0,0,18,3,0,20
1114423,0,0,0,0,0,0,0,0,0,14,9,0,22,0,0,0,22,6,0,31
1114424,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,11,6,0,18
1114425,0,0,0,0,0,0,0,0,0,6,7,0,8,0,0,0,13,6,0,23
1114426,0,0,0,0,0,0,0,0,0,6,3,0,12,0,0,0,18,7,0,28
1114427,0,0,0,0,0,0,0,0,0,7,3,0,14,0,0,0,11,19,0,35
1114428,0,0,0,0,0,0,3,0,3,7,10,0,18,0,0,3,16,19,0,34
1114429,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,3,7,10,0,21
1114430,0,0,0,0,0,0,0,0,0,16,8,0,23,0,0,0,25,12,0,36
1114431,0,0,0,0,0,0,0,0,0,4,4,0,10,5,3,3,18,21,0,39
1114432,0,0,0,0,0,0,0,0,0,3,4,0,11,0,0,0,11,0,0,8
1114433,0,0,0,0,0,0,0,0,0,9,11,0,24,0,0,0,27,16,0,38
1114434,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,3,7,10,0,27
1114435,0,0,0,0,0,0,0,0,0,9,9,3,22,0,3,3,26,21,0,54
1114436,0,0,0,0,0,0,0,0,0,4,8,0,16,0,0,0,11,15,0,29
1114437,0,0,0,0,0,0,0,0,0,8,7,0,10,0,0,3,15,9,0,30
1114438,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,4
1114439,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,4,6,0,15
1114440,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,10,3,0,15
1114441,0,0,0,0,0,0,0,0,0,8,3,0,10,0,0,0,10,7,0,15
1114442,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,6,0,18
1114443,0,0,0,0,0,0,0,0,0,8,3,3,18,0,0,0,18,11,0,25
1114444,0,0,0,0,0,0,0,0,0,8,3,0,10,0,0,0,14,7,0,15
1114445,0,0,0,0,0,0,0,0,0,8,4,0,14,3,0,3,14,11,0,28
1114446,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,3,7,13,0,17
1114447,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,9
1114448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114501,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,9,4,0,14
1114502,0,0,0,0,0,0,0,0,0,9,9,0,12,0,0,0,17,11,0,30
1114503,0,0,0,0,0,0,0,0,0,7,7,0,13,0,0,0,12,4,0,22
1114504,0,0,0,0,0,0,0,0,0,7,0,0,4,4,0,4,8,3,0,13
1114505,0,3,0,0,0,3,0,0,3,13,4,0,13,0,0,0,15,5,0,21
1114506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114507,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,0,8,3,0,10
1114508,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,9,0,0,9
1114509,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,13,14,0,25
1114510,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,12,0,18
1114511,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,0,18
1114512,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,10,3,0,14
1114513,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,6,7,0,18
1114514,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,9,3,0,10
1114515,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,7,7,0,15
1114517,0,0,0,0,0,0,0,0,0,9,9,0,20,3,0,3,22,27,0,52
1114518,0,0,0,0,0,0,0,0,3,5,13,0,19,3,0,3,24,5,0,29
1114519,0,0,0,0,0,0,0,0,0,7,9,0,10,0,0,0,16,5,0,15
1114520,0,0,0,0,0,0,0,0,0,3,7,0,7,0,0,0,8,18,0,26
1114521,0,0,0,0,0,0,0,0,0,6,3,0,14,0,0,0,14,8,0,18
1114522,0,0,0,0,0,0,0,0,0,6,5,0,11,0,0,0,11,12,0,24
1114523,0,0,0,0,0,0,0,0,0,3,10,0,18,0,0,0,13,17,0,36
1114524,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,6
1114525,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,9,0,16
1114526,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,9,0,8
1114527,0,0,0,0,0,0,3,0,3,0,6,0,12,0,3,5,18,32,3,55
1114528,0,0,0,0,0,0,4,0,5,0,16,0,13,7,3,11,26,51,0,78
1114531,0,0,0,0,0,0,0,0,0,7,11,0,12,0,3,3,15,7,0,27
1114532,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,10,11,0,26
1114533,0,0,0,0,0,0,0,0,0,11,10,0,18,0,0,0,18,10,0,22
1114534,0,0,0,0,0,0,0,0,0,9,12,0,17,0,0,0,17,10,0,27
1114535,0,0,0,0,0,0,0,0,0,10,17,0,24,0,0,3,28,4,0,34
1114536,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,5,0,15
1114537,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,6,10,0,18
1114538,0,0,0,0,0,0,0,0,0,7,3,0,9,0,4,4,12,12,0,22
1114539,0,0,0,0,0,0,0,0,0,8,6,0,19,0,0,0,16,10,0,28
1114540,0,0,0,0,0,0,0,0,0,3,4,0,16,5,4,11,21,45,0,70
1114541,0,0,0,0,0,0,0,0,0,9,6,0,19,0,0,3,20,7,0,28
1114601,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,6,8,0,16
1114602,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,8,18,0,23
1114603,0,0,0,0,0,0,0,0,0,6,3,0,8,0,0,0,14,10,0,19
1114604,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,11,3,0,12
1114605,0,0,0,0,0,0,0,0,0,10,4,0,15,3,0,3,16,8,0,28
1114606,0,0,0,0,0,0,0,0,0,4,8,0,9,0,0,0,11,4,0,11
1114607,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,4,0,10
1114608,0,0,0,0,0,0,0,0,0,10,0,0,13,0,0,0,13,13,0,22
1114610,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,4,0,0,11
1114611,0,0,0,0,0,0,0,0,0,8,5,0,18,0,3,3,20,3,0,26
1114612,0,0,0,0,0,0,0,0,0,9,3,0,12,0,0,0,12,7,0,14
1114613,0,0,0,0,0,0,0,0,0,4,0,0,9,0,3,5,12,9,3,17
1114615,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,4,9,8,0,23
1114616,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,6,0,8
1114617,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,8,5,0,13
1114618,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,9,4,0,11
1114619,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,3,0,10
1114620,0,0,0,0,0,0,0,0,0,9,9,0,13,0,0,0,13,3,0,24
1114621,0,0,0,0,0,0,0,0,0,8,3,0,10,0,0,0,10,0,0,12
1114622,0,0,0,0,0,0,0,0,0,9,9,0,16,0,0,3,20,9,0,26
1114623,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,10,3,0,11
1114624,0,0,0,0,0,0,0,0,0,8,8,3,19,0,0,0,20,3,0,20
1114625,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,13,3,0,11
1114627,0,0,0,0,0,0,0,0,0,5,4,0,10,0,0,0,10,5,0,21
1114628,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,3,0,7
1114629,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,9,4,0,11
