SA3_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
12104,3919,2210,6384,29,10,12554,2625,1604,5094,13,4,9345,714,1235,14417,90,37,16494,4,25,335,0,12,377,3,16,221,0,4,252,212,277,1941,24,8,2462,16,11,92,0,6,119,4,3,45,0,0,52,948,1574,17047,117,63,19757,82,72,505,10,3,663,40,35,239,6,16,347,7616,5499,29272,171,101,42656
12201,2741,840,1919,13,7,5519,2509,735,1394,18,5,4655,486,478,3520,50,4,4538,30,22,144,0,0,199,7,21,56,0,0,84,144,122,705,20,4,994,11,20,28,0,0,66,3,10,20,0,0,32,677,671,4484,68,9,5910,59,41,106,4,0,206,44,15,70,0,0,135,6028,2306,7966,103,23,16422
12202,7146,996,1260,31,15,9460,6647,591,880,19,13,8148,1213,242,1029,55,12,2555,8,0,12,0,0,16,4,34,32,0,0,69,629,99,304,7,9,1045,39,15,33,5,3,95,17,3,5,0,0,22,1896,396,1410,72,32,3800,161,176,253,4,4,593,131,43,48,0,3,227,15981,2197,3851,130,65,22227
12203,12795,1103,3924,35,8,17862,14286,765,5081,19,14,20170,2925,532,7878,57,32,11426,142,319,241,0,0,701,103,195,201,0,0,501,1121,165,1317,14,19,2639,93,76,99,13,3,289,34,17,46,0,0,104,4420,1304,9787,82,59,15650,281,550,637,0,3,1470,250,76,233,5,8,574,32029,3794,19662,154,92,55729
12301,5290,270,43,36,11,5646,11830,320,55,0,5,12212,3373,374,96,4,4,3856,255,70,35,0,0,361,30,83,0,0,0,124,564,70,17,0,0,654,74,7,0,14,0,90,16,6,0,0,0,23,4317,613,152,22,9,5111,127,151,14,0,8,297,181,19,9,0,0,220,21740,1378,265,60,35,23480
12302,11495,1299,440,0,7,13241,19974,2312,697,0,19,22996,8245,2249,1639,8,18,12160,2580,1750,207,0,3,4543,160,199,110,0,4,474,1476,281,151,0,8,1921,207,49,32,0,0,288,51,22,10,0,0,87,12721,4552,2155,10,33,19476,396,359,301,0,5,1066,571,177,86,0,15,847,45158,8705,3674,15,71,57624
12303,4328,181,25,29,4,4569,6931,76,23,6,8,7042,1534,135,71,31,12,1783,56,15,13,0,0,84,73,19,3,0,0,95,421,14,17,3,8,461,80,5,0,29,4,117,11,0,0,0,0,13,2177,189,107,64,23,2556,295,140,5,5,0,443,169,12,6,3,3,198,13894,603,164,106,35,14805
12401,11858,404,159,6,12,12439,11549,178,91,4,6,11832,2858,341,333,21,9,3559,75,83,47,0,0,207,132,143,106,4,0,387,988,77,78,5,5,1145,58,12,17,3,4,91,22,4,7,0,0,33,4132,653,583,35,23,5429,279,84,82,0,9,454,235,17,30,0,19,305,28054,1339,943,47,64,30458
12402,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4
12403,11730,989,438,108,17,13273,19526,1755,1034,8,16,22330,7894,2293,3145,16,24,13366,662,717,364,0,3,1751,106,220,288,0,0,618,1356,247,219,0,13,1832,208,20,27,14,0,261,43,18,18,0,0,76,10259,3507,4052,28,40,17899,419,141,106,0,0,668,442,100,85,0,0,638,42383,6493,5717,142,77,54809
12404,3223,407,70,9,11,3713,3991,483,62,0,6,4532,1866,811,243,22,11,2944,348,175,9,0,0,535,149,91,14,0,3,257,401,95,25,7,7,530,117,22,0,0,9,145,10,3,0,0,0,17,2891,1198,287,25,25,4424,209,34,42,0,5,288,118,27,12,0,5,157,10421,2151,464,35,41,13112
12405,4355,235,64,7,0,4665,6018,892,141,0,6,7053,3311,921,493,10,10,4745,385,141,117,0,0,652,37,61,63,0,0,165,642,85,53,3,4,781,68,10,6,0,0,94,22,3,15,0,0,45,4476,1224,743,10,17,6481,144,21,7,0,0,174,232,36,24,0,0,295,15231,2412,974,19,23,18663
12501,4221,585,1691,10,10,6513,3411,1124,5008,10,23,9581,2007,886,9982,43,61,12981,191,261,394,0,0,848,33,46,159,0,0,239,691,165,998,15,17,1892,263,60,287,5,9,628,39,12,59,0,0,110,3220,1436,11878,67,95,16694,193,54,232,3,5,484,259,68,319,8,12,660,11307,3255,19120,99,141,33926
12502,5360,964,438,4,0,6766,5165,1995,1292,3,5,8457,2004,1424,2249,13,6,5701,698,467,478,0,3,1648,36,69,144,0,0,252,454,213,183,0,7,859,146,173,35,0,0,360,15,6,13,0,0,31,3358,2356,3099,20,20,8857,128,66,145,4,0,348,160,85,94,0,4,339,14170,5465,5071,24,34,24765
12503,10415,1137,942,15,6,12508,10391,2225,2162,30,16,14816,4859,1566,5147,55,75,11703,1091,1029,1333,0,6,3462,123,281,487,0,4,892,1655,326,570,27,28,2608,495,81,158,18,22,776,82,26,56,0,0,166,8310,3307,7752,98,137,19600,531,150,201,7,5,886,650,170,279,9,10,1114,30292,6976,11330,153,170,48924
12504,7261,959,1963,16,9,10208,7386,2437,5321,24,19,15198,3194,2276,15580,87,72,21211,350,778,1046,0,3,2178,59,135,509,0,4,705,810,302,1277,23,7,2427,103,79,181,3,3,364,27,21,84,0,0,132,4541,3585,18682,114,97,27016,228,109,652,8,5,997,228,107,387,5,15,734,19645,7203,27000,165,144,54151
12601,5134,485,658,0,3,6275,4438,441,1277,0,12,6173,1142,427,3127,6,13,4709,21,45,39,0,0,108,17,31,86,0,4,140,316,63,339,0,3,724,39,12,52,0,4,107,6,4,9,0,0,27,1543,587,3650,9,20,5813,109,92,108,0,0,306,85,21,56,0,5,173,11316,1624,5747,10,37,18738
12602,10450,2062,2540,9,9,15078,8791,2362,5274,16,4,16445,2566,2219,12479,71,26,17366,190,459,513,0,0,1163,112,200,394,0,13,726,892,348,1213,14,23,2489,102,65,147,6,16,340,26,17,59,0,0,102,3890,3314,14802,96,79,22189,307,135,582,3,5,1027,222,82,253,13,9,574,23658,7961,23453,133,105,55301
12701,8155,301,80,79,15,8628,17907,994,93,3,68,19063,6683,864,146,4,27,7727,1078,285,490,0,4,1858,107,53,61,0,0,219,1233,118,49,0,12,1419,427,22,20,6,7,477,59,10,5,0,0,71,9596,1345,772,8,56,11777,501,73,50,0,4,622,569,39,38,11,6,663,36722,2754,1030,103,145,40758
12702,16165,1099,1042,24,12,18336,12547,1723,1136,4,25,15434,7125,1781,3614,28,89,12642,1260,1517,593,0,3,3374,235,330,299,0,0,874,2116,347,550,11,12,3040,754,120,209,37,18,1143,100,32,52,0,0,185,11592,4136,5322,78,125,21257,595,134,130,3,8,876,728,139,198,0,10,1077,41629,7230,7825,116,171,56981
12703,7557,623,875,5,8,9074,11899,1661,1811,3,18,15389,4455,1641,5617,17,37,11759,688,584,764,0,9,2050,98,140,323,0,6,566,818,160,397,3,9,1392,591,85,115,0,0,797,40,12,43,0,0,99,6687,2616,7276,21,63,16662,251,164,183,6,3,602,405,87,235,0,3,726,26802,5151,10376,36,97,42456
12801,10205,2696,3010,54,14,15977,9963,2107,3288,17,12,15382,1814,1281,5622,69,22,8811,89,351,402,0,0,842,39,48,149,0,0,236,581,187,691,29,3,1493,57,123,38,15,0,236,7,3,23,4,0,39,2595,2004,6921,116,28,11661,212,88,492,3,0,802,224,99,139,4,3,466,23190,6983,13852,201,61,44287
12802,11709,1374,1183,8,10,14291,12959,1751,2097,7,4,16823,1547,752,2544,26,10,4883,119,289,269,0,0,670,52,110,68,0,0,237,469,154,287,12,7,925,60,11,19,25,8,122,8,5,9,0,0,30,2255,1317,3194,65,26,6862,166,78,251,0,0,497,199,51,75,0,10,334,27293,4576,6803,80,50,38809
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
