POA_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA2168,58,301,109,139,15,801,111,38,490,345,407,45,1438,0,0,15,9,22,0,45,3,0,40,65,188,8,315,14,5,95,62,181,97,461,504,184,2200,1527,2882,364,7651
POA2170,149,1121,335,365,54,2740,708,191,1998,991,1099,180,5176,16,6,103,67,105,18,314,51,17,141,175,600,43,1023,120,20,346,223,462,224,1386,3248,676,9167,5308,8193,1222,27805
POA2171,69,561,165,163,19,1282,220,71,671,341,317,52,1681,8,0,24,12,30,0,76,13,0,66,68,271,7,422,32,4,131,86,150,57,453,965,258,3674,2181,3330,422,10823
POA2172,8,67,14,13,0,134,40,4,64,25,11,0,151,0,0,0,7,3,0,13,0,0,8,9,24,4,48,5,3,12,4,12,8,36,169,37,420,216,314,35,1193
POA2173,38,233,84,81,5,582,138,52,321,135,124,24,801,4,3,15,13,22,4,60,19,0,17,25,96,3,162,21,4,48,30,65,28,194,731,188,1830,1000,1684,155,5589
POA2174,18,135,24,29,0,329,189,43,414,126,99,19,893,0,0,23,8,0,0,34,9,0,21,18,33,3,81,33,0,76,26,38,26,195,812,148,1801,655,719,135,4266
POA2175,0,17,10,7,0,38,5,4,14,7,9,0,37,0,0,0,0,6,0,6,5,0,7,3,20,0,29,0,0,7,0,12,3,22,17,10,124,72,205,14,443
POA2176,74,511,139,169,19,1139,173,57,639,312,406,51,1641,8,0,30,10,27,6,76,11,3,73,69,268,14,445,21,0,117,98,158,78,477,735,250,3640,1938,3343,431,10341
POA2177,13,128,34,42,13,300,49,14,196,111,133,17,519,4,0,16,3,5,0,28,9,0,18,29,97,3,155,8,5,37,30,50,32,159,216,57,1119,684,1030,144,3262
POA2178,6,47,21,26,4,113,14,6,59,22,27,4,127,0,0,5,0,3,0,9,0,0,0,11,53,0,69,4,0,13,7,17,6,49,75,12,295,180,497,43,1109
POA2179,29,216,54,43,4,528,144,41,424,146,130,26,911,7,0,12,11,9,0,38,17,8,23,32,91,0,170,25,7,75,32,62,26,226,795,158,1841,850,1357,167,5168
POA2190,38,293,76,70,6,677,168,25,371,159,143,32,891,4,0,11,8,13,5,35,23,8,42,36,149,9,257,27,8,89,47,64,44,277,789,134,2052,935,1329,226,5463
POA2191,26,93,31,18,4,213,36,20,117,50,59,15,288,4,0,18,3,0,0,29,4,3,11,21,54,4,95,13,0,18,15,23,9,72,202,65,679,352,457,66,1816
POA2192,25,149,30,48,9,354,82,24,221,98,132,26,591,3,0,16,10,12,5,51,5,4,35,19,78,5,144,20,3,51,25,56,19,180,485,110,1340,583,907,172,3598
POA2193,90,327,61,60,11,839,232,57,423,166,153,17,1051,25,9,51,17,26,0,132,29,10,62,46,88,13,237,34,4,114,34,46,32,270,1315,337,2814,1013,1169,188,6829
POA2194,45,242,74,43,14,564,282,52,579,233,213,42,1402,16,6,42,12,11,4,89,18,11,69,57,86,6,243,47,4,107,71,47,79,355,1258,220,2868,1302,1163,279,7092
POA2195,15,148,54,35,8,412,122,36,337,149,157,34,834,0,0,17,9,4,0,35,25,0,36,30,66,8,162,64,0,105,38,61,67,341,1330,136,2155,854,855,265,5592
POA2196,45,285,106,107,20,749,162,48,450,241,223,50,1168,7,0,29,8,20,0,70,20,8,52,57,188,3,324,48,10,117,61,104,68,416,933,197,2632,1396,1935,336,7428
POA2197,15,93,36,35,8,230,40,17,97,46,72,10,290,0,0,3,4,6,0,11,3,4,5,29,46,0,92,3,3,21,17,41,25,109,162,62,569,372,573,94,1830
POA2198,16,126,34,47,7,292,46,13,124,59,67,11,321,0,0,10,5,9,0,23,3,0,15,15,65,6,108,7,0,32,24,42,22,126,198,58,688,424,688,105,2159
POA2199,21,161,61,61,8,428,83,21,259,135,123,21,647,5,0,17,6,7,0,28,5,0,34,24,96,6,149,24,0,56,32,67,44,212,465,89,1453,708,1066,167,3951
POA2200,48,367,122,90,20,899,250,64,755,288,325,54,1726,7,0,33,27,20,9,89,24,6,102,99,187,12,432,70,3,187,99,121,117,601,1538,253,3993,1817,2166,445,10209
POA2203,79,370,60,37,7,875,202,82,361,105,78,16,844,51,9,100,23,29,4,219,33,13,77,29,50,0,204,38,9,87,39,23,24,217,1246,406,2934,863,870,134,6458
POA2204,113,562,85,71,13,1422,404,120,709,164,145,14,1560,64,13,199,60,37,7,369,53,13,135,59,120,12,386,58,5,208,41,87,45,442,2274,588,5482,1475,1676,229,11716
POA2205,38,285,74,44,15,774,214,57,533,116,112,28,1065,23,4,88,26,16,7,166,36,6,76,46,95,13,267,121,8,225,60,64,79,556,2472,327,4701,1430,1374,351,10654
POA2206,75,344,93,72,22,845,182,51,361,130,108,24,857,21,6,44,21,26,3,115,19,4,72,40,152,12,291,25,4,91,45,74,31,276,968,268,2524,1069,1441,230,6508
POA2207,58,454,97,79,8,982,230,67,565,192,210,39,1297,12,0,53,22,35,3,123,18,13,65,47,163,7,317,53,6,112,67,80,44,353,1285,303,3472,1517,2000,257,8840
POA2208,29,175,60,40,3,409,93,19,220,70,73,18,477,10,0,26,7,9,0,54,10,0,31,18,85,6,154,12,5,60,32,32,27,171,493,116,1580,695,931,116,3936
POA2209,26,211,62,51,10,465,107,38,293,117,118,23,694,9,0,22,5,8,0,53,15,9,57,38,85,8,211,25,3,63,33,60,24,210,705,181,1940,818,1045,164,4848
POA2210,70,474,134,108,22,1056,226,91,606,228,250,46,1440,12,5,58,33,45,5,148,30,9,81,63,204,6,392,60,7,141,75,116,52,448,1327,358,3821,1734,2416,356,10001
POA2211,49,275,77,83,11,623,138,45,291,126,146,23,761,10,0,32,14,26,3,85,18,3,41,33,116,3,218,25,3,73,51,51,24,230,681,201,1976,931,1459,192,5437
POA2212,37,234,61,56,16,547,91,40,313,136,140,36,763,3,3,19,10,29,0,63,15,0,31,29,105,6,193,22,4,71,27,57,23,214,619,171,1905,872,1320,201,5081
POA2213,73,415,134,149,12,1017,169,56,447,190,194,23,1081,8,0,28,16,34,0,95,12,4,40,41,130,3,230,27,8,84,48,104,38,307,955,257,2632,1358,2173,228,7606
POA2214,8,90,31,36,3,204,20,5,63,35,37,5,165,0,0,0,9,4,0,14,0,0,5,18,32,0,55,4,0,3,6,22,8,38,107,32,333,239,488,42,1243
POA2216,57,312,84,74,8,750,284,46,670,287,245,53,1585,13,5,53,18,25,0,113,30,6,93,49,148,9,336,75,8,172,89,72,79,492,1727,272,3943,1743,1897,415,9994
POA2217,55,338,91,59,15,782,433,91,961,289,225,70,2067,16,3,57,25,29,0,130,42,6,71,60,133,14,321,51,12,146,91,86,63,452,1929,329,4280,1712,1939,395,10598
POA2218,46,180,67,44,6,480,213,40,464,180,147,34,1082,12,0,34,13,10,0,71,21,5,52,24,66,0,169,46,0,95,30,54,36,262,1102,203,2378,985,1015,193,5878
POA2219,29,188,61,33,8,437,93,26,251,94,121,37,630,8,0,18,17,24,3,69,11,3,27,31,103,7,179,17,8,44,35,56,31,184,509,123,1622,846,1239,198,4535
POA2220,40,308,55,41,12,674,511,78,978,369,268,77,2290,25,0,45,23,23,3,120,48,5,88,55,92,13,305,141,11,232,102,71,108,661,2905,315,5016,1918,1447,463,12062
POA2221,33,281,56,40,11,549,185,35,412,118,105,23,878,7,0,30,14,21,0,73,24,0,42,26,95,8,201,36,0,79,39,47,27,223,859,159,2528,934,1144,182,5801
POA2222,35,188,44,34,4,450,149,41,361,128,122,23,824,7,0,21,6,16,0,54,16,3,26,21,67,7,143,35,0,61,33,35,20,187,872,148,1887,732,848,138,4628
POA2223,87,432,89,70,9,975,260,62,556,169,161,35,1242,12,0,47,19,26,3,108,24,11,77,45,132,0,282,35,9,125,49,69,33,326,1462,356,3415,1208,1622,221,8287
POA2224,40,219,68,40,13,463,122,29,267,135,114,33,698,6,3,15,25,11,3,57,8,0,29,30,136,0,206,20,6,64,35,50,22,195,565,157,1622,891,1350,180,4759
POA2225,35,125,23,22,3,279,53,18,106,30,46,8,259,3,0,12,9,7,0,35,6,0,11,9,33,0,64,3,0,26,9,32,13,81,292,119,765,375,565,49,2173
POA2226,38,318,80,76,13,654,110,62,255,120,114,13,681,3,5,31,13,14,0,65,19,7,33,27,86,3,168,13,4,47,19,34,8,134,705,227,1877,886,1318,113,5134
POA2227,46,293,81,76,5,637,134,48,323,154,132,24,820,13,3,34,14,31,5,102,8,6,38,43,117,3,223,31,5,62,27,70,18,199,650,237,2000,1126,1852,164,6037
POA2228,65,354,87,89,11,771,181,68,495,212,218,48,1212,7,0,38,14,31,3,93,14,9,50,52,168,5,294,31,0,99,39,100,27,296,839,274,2634,1356,2263,223,7597
POA2229,95,639,146,129,34,1278,238,94,656,255,245,46,1539,19,0,62,28,64,5,183,19,10,52,84,264,3,429,43,9,120,85,144,40,438,1182,405,3879,2097,3601,364,11520
POA2230,129,667,171,151,24,1431,269,73,722,315,258,54,1682,19,12,95,40,61,11,230,26,8,88,87,243,11,457,35,10,149,91,145,33,464,1349,486,4520,2323,3760,374,12809
POA2231,10,35,15,16,0,82,6,6,23,25,24,6,95,0,0,3,5,13,0,18,4,0,9,4,35,0,43,0,0,5,3,35,8,45,32,23,144,187,425,34,849
POA2232,141,748,193,205,19,1703,328,150,871,357,341,58,2104,16,6,74,37,62,7,201,25,12,105,97,302,10,552,44,7,145,82,148,46,471,1767,596,4862,2470,4230,345,14276
POA2233,156,665,185,207,18,1527,193,108,591,345,394,54,1691,12,5,39,29,51,5,144,13,10,60,74,326,12,499,29,6,65,57,163,20,339,965,463,3055,2147,4287,280,11202
POA2234,147,743,217,198,35,1677,234,91,623,272,303,42,1564,16,4,45,40,52,3,159,23,7,70,76,315,8,491,28,9,98,74,144,38,382,1205,452,3778,2144,3835,341,11747
POA2250,216,970,316,339,33,2306,641,301,2003,888,1331,146,5320,24,8,118,72,99,7,328,42,14,124,157,598,22,964,74,8,188,129,307,102,810,2271,862,6765,4135,8705,715,23453
POA2251,106,676,170,208,18,1406,247,150,877,418,541,70,2296,10,4,60,26,54,4,157,18,9,61,74,259,17,431,26,3,103,53,137,35,357,889,410,3328,1936,4047,301,10913
POA2256,40,152,58,60,0,405,76,37,247,173,307,23,853,6,4,15,17,24,0,62,9,3,22,40,104,6,180,8,4,37,27,68,17,165,409,167,1134,770,1750,150,4381
POA2257,77,353,108,145,20,861,137,84,464,310,540,57,1591,6,3,38,23,42,3,118,13,3,42,52,192,4,309,16,3,82,40,146,46,331,659,309,2176,1479,3622,320,8566
POA2258,26,93,27,25,0,210,48,17,146,53,118,9,401,4,0,6,10,12,0,33,0,3,17,12,63,5,102,3,0,23,16,34,4,79,148,81,533,318,784,55,1922
POA2259,120,709,256,361,25,1694,243,180,1148,823,1549,118,4066,12,4,33,29,97,17,194,17,10,80,119,685,17,923,19,0,91,111,356,82,660,887,476,3662,3342,9546,610,18530
POA2260,90,663,125,114,20,1211,334,113,866,307,315,44,1986,9,5,39,30,39,0,125,17,7,58,55,175,7,317,19,3,93,45,98,32,304,1001,368,3199,1676,2779,256,9277
POA2261,159,951,216,318,32,1923,227,155,979,689,1163,110,3323,4,7,41,31,70,3,165,11,9,67,98,511,13,705,24,5,94,92,276,77,561,814,498,3734,2843,7679,553,16130
POA2262,37,199,84,133,5,498,38,41,254,255,594,53,1227,0,0,11,8,38,0,60,3,5,16,34,203,5,259,3,0,12,19,122,33,196,155,123,816,886,3190,202,5368
POA2263,53,249,81,120,4,586,55,57,308,250,636,45,1352,0,3,13,12,28,0,52,10,0,21,32,162,8,231,3,3,23,25,119,32,203,231,164,1003,949,3279,223,5850
POA2264,35,171,49,80,12,442,60,37,265,204,399,28,992,4,0,9,11,22,0,47,12,6,30,31,164,4,241,4,0,22,16,99,29,166,275,131,819,722,2288,137,4378
POA2265,19,157,39,48,5,354,61,30,179,99,150,22,535,0,0,8,3,8,0,24,5,3,32,18,76,5,135,12,0,13,13,32,12,75,215,71,587,380,1034,67,2348
POA2267,14,46,14,34,0,117,19,14,48,33,48,7,162,0,0,0,4,0,0,9,0,0,3,7,18,0,29,4,0,0,7,16,0,30,60,37,178,148,372,23,811
POA2278,5,25,13,25,3,80,10,10,28,32,76,5,156,0,0,0,0,7,0,4,0,0,0,8,45,0,50,0,0,0,3,21,4,25,22,16,111,126,564,26,869
POA2280,81,490,129,174,18,1063,172,114,637,340,578,48,1885,3,0,20,14,37,0,72,13,0,36,49,278,9,385,0,0,44,40,126,34,252,600,306,2239,1428,3916,216,8712
POA2281,43,270,76,102,5,572,67,35,247,155,309,27,842,0,0,8,5,15,0,35,4,4,21,30,117,0,168,0,0,12,22,94,24,164,250,140,1033,754,2078,151,4414
POA2282,63,370,92,97,12,772,168,68,506,214,284,41,1281,6,3,11,8,19,0,40,7,3,31,29,133,3,207,10,0,38,27,63,7,150,541,254,1753,967,1990,128,5634
POA2283,52,328,121,153,8,783,114,61,427,293,506,58,1458,8,0,25,6,36,0,75,6,3,27,31,227,4,304,14,0,33,28,140,31,241,446,211,1586,1231,3357,233,7071
POA2284,25,210,58,58,3,418,94,33,275,182,319,17,911,3,0,8,8,13,0,36,3,0,17,22,133,6,184,3,0,24,12,69,20,131,244,107,944,671,1877,118,3954
POA2285,73,530,165,236,18,1220,233,138,926,512,922,83,2818,6,0,27,17,35,4,85,16,6,44,86,386,7,546,16,7,53,34,182,45,340,787,360,2807,1870,5546,324,11703
POA2286,8,39,16,27,4,107,17,22,76,78,152,7,344,0,0,0,0,10,0,14,3,0,7,10,69,0,89,3,0,3,0,28,10,44,51,41,226,228,893,55,1499
POA2287,100,646,174,231,29,1554,405,163,1322,512,916,92,3409,6,6,34,20,55,4,116,29,9,83,73,387,10,592,40,6,84,54,190,70,447,1394,460,3943,2085,5467,373,13718
POA2289,97,539,100,107,10,1096,265,92,771,270,326,33,1771,5,0,28,17,35,0,86,5,9,44,56,155,11,278,14,6,51,25,60,31,183,912,371,2878,1211,2361,175,7918
POA2290,112,707,188,223,18,1517,356,134,1110,492,756,67,2917,4,3,39,25,67,10,142,15,6,63,76,308,11,472,12,8,79,51,148,40,350,1095,454,3789,1958,4770,326,12388
POA2291,63,391,78,59,12,765,328,84,748,149,142,34,1487,8,0,38,15,23,0,91,8,3,30,24,69,4,144,24,3,60,17,48,13,164,932,288,2586,802,1305,150,6065
POA2292,13,80,12,17,0,142,26,13,103,39,55,4,241,0,3,3,6,7,0,20,6,0,9,12,19,0,41,0,0,6,3,6,0,20,97,47,374,160,356,17,1053
POA2293,7,97,14,16,0,183,65,23,156,58,65,3,373,4,4,12,3,0,0,19,3,0,15,11,24,0,51,0,0,8,8,17,6,46,207,67,629,242,396,29,1573
POA2294,6,43,8,7,0,82,31,5,79,40,30,3,188,0,0,3,0,0,0,15,0,0,0,6,14,0,25,4,0,8,5,13,6,32,108,24,335,131,237,24,856
POA2295,28,135,42,36,4,309,54,30,152,92,130,11,480,5,0,8,3,17,0,34,7,3,16,11,53,4,84,5,0,9,10,25,6,59,226,101,635,433,982,68,2444
POA2296,10,63,12,14,0,133,26,18,108,34,36,3,223,0,0,9,4,3,0,18,0,0,9,7,22,0,40,0,0,5,4,10,3,23,137,50,388,129,241,24,974
POA2297,20,56,12,16,0,121,38,17,80,23,31,4,179,3,3,5,3,4,0,12,0,0,4,3,22,0,37,5,0,8,0,3,0,16,114,55,331,84,207,22,807
POA2298,26,247,34,59,4,488,127,55,386,131,218,20,933,0,0,17,4,12,0,37,7,5,18,24,72,0,129,9,0,22,12,41,15,108,403,135,1305,485,1223,97,3652
POA2299,40,231,47,67,3,551,152,55,415,134,227,23,1000,0,0,8,12,10,0,35,6,5,37,15,87,3,153,13,4,30,19,54,18,136,528,162,1359,554,1290,102,3997
POA2300,44,304,43,45,10,709,339,78,664,128,138,27,1382,10,3,36,9,14,0,68,17,10,24,25,67,0,139,25,0,68,17,39,13,162,1043,282,2408,663,1122,108,5624
POA2302,10,27,6,4,0,56,15,4,51,6,22,5,108,0,0,5,0,0,0,8,5,0,4,0,4,0,15,0,0,3,0,12,0,14,76,28,253,83,142,17,595
POA2303,54,217,31,34,7,474,160,38,368,100,137,12,809,4,0,26,0,17,0,45,9,0,15,12,49,3,93,16,3,35,6,30,15,105,534,183,1398,435,867,94,3507
POA2304,48,330,69,100,14,741,150,78,536,216,360,23,1372,9,0,29,11,20,0,74,10,0,39,30,121,4,202,11,4,38,19,74,20,162,637,241,1903,838,1949,140,5695
POA2305,52,357,63,82,8,765,202,94,555,180,225,25,1278,8,0,27,12,22,0,64,6,10,28,18,78,3,141,7,5,34,23,46,16,128,699,238,1889,753,1397,116,5100
POA2306,0,8,5,13,0,32,0,0,21,11,76,0,109,0,0,0,0,0,0,4,4,0,0,3,20,0,31,0,0,0,0,13,8,30,8,3,53,43,260,25,394
POA2307,7,72,14,29,0,150,16,17,114,43,117,5,311,0,0,0,5,8,0,14,3,0,12,9,43,0,70,0,0,14,3,18,7,42,92,37,386,195,630,34,1380
POA2308,0,8,5,9,0,20,0,0,0,0,5,0,12,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,12,13,44,4,74
POA2311,5,12,0,5,0,24,3,0,12,3,18,0,34,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,6,0,3,0,9,12,3,63,38,127,9,257
POA2312,0,13,3,10,0,31,4,4,12,18,29,7,70,0,0,0,0,3,0,4,0,0,0,0,9,0,16,0,0,0,0,13,3,17,13,10,58,52,246,28,401
POA2315,47,173,57,77,9,429,57,33,180,150,225,36,682,0,5,15,11,22,0,49,3,6,12,33,99,5,166,6,0,21,29,65,17,135,293,149,907,791,1731,160,4028
POA2316,24,85,32,46,0,212,23,14,93,61,101,8,307,0,0,6,0,12,0,24,0,3,9,20,58,8,93,3,0,6,9,36,7,62,106,49,369,321,967,59,1875
POA2317,12,65,29,24,3,157,17,14,71,59,101,9,263,0,0,4,7,13,3,29,0,0,8,16,68,0,84,3,0,15,7,31,7,59,88,47,352,301,785,51,1622
POA2318,25,159,50,90,4,380,41,32,195,164,305,18,749,0,0,7,8,27,3,41,0,0,13,15,172,6,210,0,0,15,22,73,22,140,185,119,751,788,2371,121,4346
POA2319,5,39,16,32,0,105,12,12,60,74,171,11,344,0,0,5,0,12,0,21,0,0,3,12,51,4,80,0,0,4,6,41,13,60,61,40,198,251,966,58,1575
POA2320,122,539,159,296,18,1307,177,109,682,468,838,64,2349,7,0,26,26,47,0,102,11,7,52,94,502,12,681,18,0,44,58,208,64,397,680,402,2591,2103,6546,349,12671
POA2321,48,268,76,134,10,629,97,76,366,248,455,35,1276,0,4,14,10,27,0,55,3,3,17,47,259,4,336,7,5,24,32,153,23,238,341,200,1324,1114,3594,196,6780
POA2322,45,294,107,152,7,700,106,71,497,263,622,40,1593,0,3,14,8,27,0,50,4,8,29,60,270,8,369,10,0,36,27,140,39,254,379,202,1615,1265,4045,219,7727
POA2323,69,410,121,154,14,917,145,79,532,320,569,49,1702,4,0,12,8,32,3,64,4,6,22,57,261,7,357,4,3,28,33,129,34,238,528,242,1889,1394,3940,247,8240
POA2324,37,190,87,146,9,545,63,45,264,243,512,38,1171,0,4,12,15,30,0,62,9,0,25,51,242,4,329,4,5,28,27,140,39,246,254,144,978,1005,3481,269,6124
POA2325,45,242,76,194,10,641,51,48,268,256,669,47,1337,6,0,14,20,51,4,91,3,5,27,55,305,4,396,9,0,26,32,148,41,252,252,155,1116,1135,4658,284,7613
POA2326,8,49,25,46,0,140,8,11,65,76,225,9,395,0,0,0,3,3,0,7,0,0,0,9,86,0,102,0,0,4,9,47,14,77,29,39,227,280,1340,67,1984
POA2327,21,52,21,42,0,149,10,12,83,70,223,19,407,0,0,0,6,4,0,12,0,0,0,17,88,0,113,0,0,3,3,49,14,66,44,42,264,247,1268,72,1928
POA2328,0,35,13,13,0,70,5,6,11,17,39,3,69,0,0,3,0,3,0,3,0,0,0,0,26,3,31,0,0,0,0,6,11,22,22,9,105,112,461,57,764
POA2329,0,38,4,14,0,58,0,3,11,20,18,5,48,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,3,0,6,13,21,16,7,122,80,254,42,517
POA2330,44,205,71,148,7,517,40,30,190,149,329,20,758,0,0,8,6,25,0,49,3,6,21,38,264,5,329,9,0,17,16,138,38,222,251,151,1127,946,4078,233,6788
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,20,14,80,3,126
POA2333,30,142,40,79,8,328,18,23,104,91,183,23,440,0,0,3,0,21,4,29,0,0,3,21,146,3,175,3,0,9,9,78,27,125,124,91,528,518,2348,156,3758
POA2334,0,28,17,23,0,77,3,13,44,40,85,0,184,0,0,0,4,6,0,10,0,0,0,9,64,0,72,0,0,5,3,27,4,40,25,15,132,146,708,32,1061
POA2335,24,122,30,49,0,248,16,20,112,79,139,13,385,0,0,3,6,8,0,14,5,0,7,12,130,4,157,3,0,15,7,48,13,87,98,73,567,449,1655,89,2936
POA2336,11,24,3,13,5,56,5,0,19,17,36,0,80,0,0,0,3,5,0,14,0,0,0,5,34,0,37,0,0,4,0,9,8,19,15,19,110,85,488,14,742
POA2337,24,140,26,67,8,291,27,6,83,59,97,11,279,6,7,10,10,43,5,75,0,4,3,10,86,0,115,0,0,13,0,35,16,61,98,61,552,389,1371,119,2580
POA2338,3,16,5,12,0,38,4,3,16,8,26,5,62,0,0,0,0,0,0,3,0,0,0,0,13,0,16,0,0,0,8,7,5,15,18,10,76,63,208,27,405
POA2339,0,10,0,5,0,18,0,0,7,0,3,0,15,0,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,0,0,4,3,8,6,0,45,20,85,14,169
POA2340,184,901,305,389,27,2044,386,207,1175,636,1105,98,3605,3,0,32,20,74,4,132,12,11,49,101,527,28,731,14,3,39,49,262,75,446,999,595,3706,2460,7430,587,15769
POA2341,4,9,3,5,0,26,0,0,6,7,21,0,44,0,0,0,0,3,0,5,0,0,0,3,15,0,15,0,0,0,0,5,0,8,10,5,38,28,167,13,257
POA2342,0,8,3,6,0,15,0,0,3,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,8,8,0,30,28,74,5,149
POA2343,6,64,21,42,0,144,8,10,52,44,80,12,205,0,0,0,0,3,0,3,0,0,5,6,40,0,52,0,0,5,6,20,8,40,45,24,262,192,673,65,1259
POA2344,5,11,4,0,0,24,0,4,10,5,8,0,27,0,0,0,0,0,0,6,0,0,0,3,13,0,15,0,0,0,0,3,0,5,8,4,50,34,123,17,237
POA2345,0,17,0,3,0,24,3,0,14,6,11,0,38,0,0,0,0,0,0,0,0,0,0,5,10,0,13,0,0,5,0,14,5,23,3,8,50,31,121,14,239
POA2346,5,31,8,27,4,78,7,3,29,38,50,10,140,0,0,0,0,3,0,0,0,0,0,0,22,0,31,0,0,0,4,12,6,24,26,14,119,109,420,42,736
POA2347,3,27,5,12,0,49,5,0,20,12,32,3,77,0,0,0,0,0,0,0,0,0,0,3,11,0,13,0,0,0,0,6,8,14,8,10,86,59,198,21,385
POA2350,201,753,217,270,34,2225,246,107,588,259,367,34,1596,10,10,29,17,35,5,93,17,3,59,38,178,8,301,33,0,47,27,70,31,207,1547,468,2548,1140,2766,230,8696
POA2352,15,45,14,34,0,116,10,9,57,33,82,5,190,0,0,0,0,3,0,6,0,4,4,3,32,0,47,0,0,3,7,15,3,27,32,31,164,133,528,25,906
POA2353,3,15,4,13,0,40,6,4,13,10,28,0,58,0,0,0,0,4,0,7,0,0,0,0,8,0,9,0,0,0,0,14,0,10,17,9,60,45,205,10,343
POA2354,9,51,19,24,0,111,7,3,28,29,46,5,118,0,0,4,6,3,0,15,0,0,0,0,25,0,29,0,0,5,0,12,3,27,40,21,238,177,513,55,1048
POA2355,4,10,0,7,0,16,0,0,12,4,8,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,3,0,4,0,9,9,7,34,16,80,11,154
POA2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,15
POA2357,17,63,25,37,6,161,12,3,55,36,61,0,166,0,0,9,0,5,0,16,3,0,3,5,27,4,37,0,0,0,0,14,4,22,53,28,213,144,476,47,968
POA2358,13,68,28,35,4,193,17,7,56,28,74,4,189,0,0,3,3,4,0,5,0,0,4,3,26,0,32,0,0,0,0,11,0,11,87,41,254,166,531,40,1117
POA2359,0,4,4,4,0,12,0,0,8,7,13,0,30,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,6,0,0,23,25,85,4,140
POA2360,45,237,68,120,4,510,32,34,161,130,339,26,724,0,0,0,0,9,4,14,3,0,5,26,171,0,205,3,4,11,14,79,17,127,125,111,745,544,2041,183,3749
POA2361,0,3,4,10,4,24,0,0,10,9,10,0,31,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,10,12,3,11,32,34,92,26,194
POA2365,10,34,14,34,3,115,10,8,33,23,46,5,130,0,0,0,0,0,0,4,0,0,5,0,23,3,33,3,0,3,8,6,9,28,64,47,206,145,456,61,979
POA2369,0,6,5,5,0,11,0,0,0,10,21,4,36,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,4,3,6,8,26,78,12,127
POA2370,26,94,31,38,0,212,27,6,102,51,122,12,321,3,0,6,4,7,0,20,5,0,8,10,80,0,97,0,0,3,3,46,16,72,77,61,390,282,958,83,1851
POA2371,0,8,0,0,0,11,0,3,9,5,18,3,35,0,0,4,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,6,8,12,9,5,45,30,112,15,205
POA2372,15,65,23,22,0,135,12,10,41,44,53,4,166,0,0,0,0,7,0,14,0,0,6,4,39,0,48,0,0,3,4,26,17,56,46,44,247,186,585,77,1185
POA2379,0,0,0,0,0,5,0,0,3,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,26,18,42,6,97
POA2380,35,178,40,94,9,404,22,17,111,96,188,15,449,0,0,3,0,12,0,13,0,0,20,19,152,4,194,0,0,15,17,47,12,94,137,89,662,415,1775,126,3195
POA2381,3,19,3,6,0,32,0,3,7,10,19,5,43,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,9,5,11,9,8,54,55,147,15,290
POA2382,0,11,0,10,0,23,4,4,11,5,13,0,37,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,3,0,5,0,14,6,12,55,36,205,14,328
POA2386,0,5,0,4,0,12,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,30,0,75
