POA_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
POA2829,91,376,324,122,80,995,31,1024
POA2830,843,5461,6114,2109,1155,15678,280,15961
POA2831,7,122,247,128,68,575,11,591
POA2832,43,194,180,73,52,547,17,564
POA2833,36,77,48,17,12,194,4,192
POA2834,50,314,253,64,45,729,14,743
POA2835,89,471,472,159,95,1281,35,1314
POA2836,53,112,54,22,24,264,9,271
POA2838,13,18,12,7,8,64,23,80
POA2839,81,138,89,22,28,356,20,371
POA2840,79,257,232,109,74,738,49,787
POA2842,7,89,103,43,29,266,13,275
POA2843,13,134,157,62,50,416,10,424
POA2844,28,180,166,70,61,512,15,523
POA2845,22,238,282,123,77,739,12,744
POA2846,3,26,45,23,9,106,3,108
POA2847,54,299,327,169,97,934,12,949
POA2848,53,324,213,69,41,693,17,714
POA2849,18,179,228,119,83,626,16,640
POA2850,299,2020,2754,1122,682,6881,159,7033
POA2852,49,407,490,231,176,1353,23,1377
POA2864,5,72,124,60,37,300,3,306
POA2865,12,81,133,65,49,337,12,349
POA2866,44,323,434,190,122,1107,25,1124
POA2867,10,52,90,42,22,216,6,222
POA2868,4,69,78,25,24,205,0,209
POA2869,48,181,197,81,47,546,17,571
POA2870,285,1587,1658,542,388,4450,84,4533
POA2871,183,1204,1245,465,249,3350,87,3434
POA2873,3,70,67,47,30,221,0,223
POA2874,10,38,38,34,19,129,0,133
POA2875,13,95,91,62,49,304,5,313
POA2876,5,37,38,38,38,151,0,155
POA2877,80,434,449,176,115,1250,22,1275
POA2878,11,26,25,12,16,93,3,98
POA2879,29,93,66,17,22,225,13,234
POA2880,708,3100,2406,752,340,7309,161,7467
POA2898,33,83,29,3,0,159,3,161
