POA_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
POA2426,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,124
POA2427,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,3,0,0,3,0,191,6,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,8,0,0,0,0,0,6,6,194,9,0,0,9,6,206
POA2428,0,0,322,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,3,3,322,4,0,0,9,0,332,65,0,0,0,0,0,65,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,65,4,0,0,4,0,66,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,2135,29,0,0,29,5,2168,65,103,0,0,104,0,164,3,5,8,0,10,0,12,0,0,0,0,0,0,0,66,107,9,0,114,0,179,4,0,0,0,0,6,13,2200,133,8,0,144,15,2356
POA2429,0,0,159,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,156,0,0,0,0,0,160,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,23,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1118,3,0,0,3,0,1132,21,12,0,0,13,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,13,0,37,0,0,0,0,0,4,4,1139,17,0,0,21,4,1168
POA2430,3,0,551,13,18,0,0,18,0,29,0,0,0,0,4,0,4,0,0,0,0,0,0,0,13,20,0,0,20,0,33,0,0,0,0,0,0,0,558,23,0,0,22,0,582,87,0,0,0,0,0,87,0,0,0,0,4,0,10,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,95,0,3,0,3,0,94,24,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,23,4026,57,0,0,57,8,4090,122,202,5,0,210,0,334,0,4,17,0,20,0,18,0,0,0,0,0,0,7,129,215,20,0,230,0,355,15,0,0,0,0,8,20,4165,264,20,0,285,15,4463
POA2431,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,61,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,515,9,0,0,9,0,519,4,20,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,0,25,0,29,5,0,0,0,0,0,5,522,26,0,0,27,0,555
POA2439,0,0,70,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,72,0,0,0,0,0,71,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,9,0,0,9,0,486,13,15,0,0,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,15,0,25,0,0,0,0,0,0,0,492,20,0,0,20,0,512
POA2440,3,0,327,5,4,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,16,0,0,0,0,0,0,0,331,8,0,0,9,0,338,63,0,0,0,0,0,63,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,62,9,0,0,9,0,67,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,13,2425,40,0,0,43,6,2471,48,67,0,0,70,3,121,0,5,0,0,5,0,5,0,0,0,0,0,0,0,49,64,7,0,69,3,128,0,0,0,0,0,16,20,2478,110,7,0,111,30,2617
POA2441,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,3,0,0,3,0,92,18,0,0,0,0,0,18,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,18,3,0,0,3,0,22,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,555,0,0,0,0,0,553,11,22,0,0,22,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,0,22,0,30,0,0,0,0,0,4,4,560,27,0,0,27,9,587
POA2443,0,0,99,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,98,4,0,0,4,0,98,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,665,4,0,0,4,0,668,25,13,4,0,17,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,4,0,17,0,43,0,0,0,0,0,0,0,694,18,4,0,21,0,714
POA2444,11,0,1003,26,50,0,0,54,0,83,0,0,0,0,0,0,3,0,0,0,0,0,0,0,29,54,0,0,54,0,85,0,0,0,0,0,3,3,1016,65,4,0,67,4,1082,211,0,0,0,0,0,211,6,20,0,0,21,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,21,0,20,0,0,0,0,0,0,0,212,20,0,0,21,0,232,80,0,0,0,0,0,80,4,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,5,0,0,0,0,0,0,0,87,5,0,0,5,0,89,6269,96,0,0,103,9,6384,246,457,11,0,470,0,716,10,19,11,0,30,0,40,0,0,0,0,0,0,0,252,473,26,0,495,0,752,3,0,0,0,0,3,7,6526,568,29,0,600,15,7145
POA2445,0,0,158,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,163,3,0,0,3,0,162,43,0,0,0,0,0,49,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,46,0,0,0,0,0,48,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,1001,4,0,0,4,0,1008,25,17,0,0,17,0,41,0,0,6,0,6,0,6,0,0,0,0,0,0,0,25,17,6,0,27,0,44,0,0,0,0,0,0,0,1020,24,6,0,28,0,1053
POA2446,5,0,341,4,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,8,0,0,0,0,0,0,0,347,6,0,0,6,0,353,70,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,73,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,2273,33,0,0,33,0,2307,36,34,3,0,33,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,3,0,33,0,75,3,0,0,0,0,0,3,2311,70,3,0,71,0,2381
POA2447,0,0,130,4,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,3,0,0,0,0,0,0,0,133,3,0,0,3,0,135,29,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,29,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,971,10,0,0,10,0,978,13,33,0,0,33,0,51,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,31,0,0,34,0,54,0,0,0,0,0,4,4,985,42,0,0,46,4,1036
POA2448,3,0,138,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,131,10,0,0,10,0,138,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,839,18,0,0,16,0,863,30,28,3,0,37,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,7,0,37,0,67,0,0,0,0,0,5,5,875,50,5,0,60,5,930
POA2449,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,28,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,238,0,0,0,0,0,243,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,9,0,0,0,0,0,9,259,0,0,0,0,0,260
POA2450,8,0,808,26,59,5,0,63,0,87,0,14,47,0,59,0,59,0,0,0,0,0,0,0,26,71,48,0,121,0,144,0,0,0,0,0,0,0,824,83,48,0,133,0,957,168,3,0,0,3,0,171,14,24,0,0,27,0,31,0,0,12,0,19,0,19,0,0,0,0,0,0,0,14,24,12,0,37,0,49,0,0,0,0,0,0,0,176,27,12,0,45,0,218,47,0,0,0,0,0,47,0,5,0,0,5,0,3,0,3,12,0,14,0,14,0,0,0,0,0,0,0,0,8,12,0,16,0,18,0,0,0,0,0,0,0,52,8,12,0,16,0,72,5590,94,0,0,100,4,5691,211,543,54,0,597,0,815,7,124,341,0,463,0,475,0,0,0,0,0,0,0,216,665,395,0,1067,0,1286,0,0,0,0,0,4,5,5805,765,397,0,1164,10,6984
POA2452,6,0,258,8,11,0,0,11,0,16,0,0,6,0,4,0,4,0,0,0,0,0,0,0,8,12,6,0,13,0,21,0,0,0,0,0,0,0,256,16,6,0,13,0,272,62,0,0,0,0,0,62,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,7,0,0,0,0,0,0,0,61,5,0,0,5,0,63,14,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,3,0,3,0,4,0,0,0,0,0,0,0,5,0,3,0,5,0,5,0,0,0,0,0,0,0,17,0,3,0,5,0,20,1870,20,0,0,20,0,1890,60,92,0,0,92,0,153,0,15,11,0,29,0,32,0,0,0,0,0,0,0,67,112,11,0,124,0,185,0,9,0,0,9,0,9,1931,135,11,0,149,0,2081
POA2453,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,28,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,309,6,0,0,6,0,311,12,4,4,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,0,7,0,17,0,0,0,0,0,3,3,318,3,4,0,11,3,332
POA2454,0,0,162,5,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,9,0,0,0,0,0,0,0,165,6,0,0,6,0,173,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,1058,19,0,0,19,0,1073,40,35,6,0,35,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,35,6,0,35,0,82,0,0,0,0,0,0,0,1101,51,6,0,56,0,1160
POA2455,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,299,4,0,0,4,0,297,5,16,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,16,0,15,0,0,0,0,0,0,0,304,14,0,0,14,0,317
POA2456,8,0,262,6,21,0,0,23,0,26,0,6,0,0,6,0,6,0,0,0,0,0,0,0,6,25,0,0,26,0,37,0,0,0,0,0,0,0,264,30,4,0,38,0,299,47,0,0,0,0,0,51,0,15,0,0,13,0,13,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,17,0,0,20,0,20,0,0,0,0,0,0,0,47,19,0,0,25,0,72,11,0,0,0,0,0,11,0,4,0,0,8,0,8,0,7,0,0,3,0,3,0,0,0,0,0,0,0,0,8,4,0,13,0,13,0,0,0,0,0,0,0,11,8,4,0,13,0,25,2024,47,3,0,45,0,2072,64,359,45,3,412,0,476,4,42,8,3,53,0,57,0,3,0,0,3,0,4,66,405,57,5,461,0,532,11,0,0,0,0,3,10,2106,450,58,5,510,3,2617
POA2460,4,0,494,12,15,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,15,0,24,0,0,0,0,0,0,0,498,21,0,0,21,0,520,78,0,0,0,0,0,82,5,0,0,0,0,0,4,0,5,0,0,3,0,3,0,0,0,0,0,0,0,5,9,0,0,3,0,5,0,0,0,0,0,0,0,80,6,0,0,8,0,86,11,0,0,0,0,0,11,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,11,3,0,0,3,0,18,3564,35,0,0,35,3,3597,78,114,4,0,117,0,196,10,8,7,0,18,0,22,0,0,0,0,0,0,0,79,122,17,0,133,0,221,0,0,0,0,0,6,6,3651,158,17,0,168,11,3822
POA2462,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,259,0,0,0,0,0,254,4,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,8,0,0,0,0,0,0,0,264,4,0,0,7,0,266
POA2463,0,0,143,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,145,0,0,0,0,0,149,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,31,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1002,18,0,0,18,0,1016,41,31,0,0,34,0,70,3,0,0,0,5,0,4,0,0,0,0,0,0,0,41,33,0,0,34,0,80,8,0,0,0,0,0,8,1050,44,0,0,46,0,1098
POA2464,0,0,88,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,88,4,0,0,4,0,93,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,669,7,0,0,7,0,670,34,25,0,0,26,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,0,0,26,0,59,0,0,0,0,0,0,0,706,28,0,0,33,0,738
