POA_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
POA2232,137,110,67,36,121,125,32,58,3,698,43,78,48,39,117,149,29,61,88,647,1668,2361,1896,1202,3683,4248,1125,2001,221,18410
POA2233,151,84,48,32,114,131,34,51,0,652,36,49,42,26,95,120,24,56,50,503,1591,2101,1705,1032,2799,3266,920,1667,128,15202
POA2234,138,96,65,43,79,114,33,61,0,623,37,76,49,30,85,132,37,57,47,561,1612,2351,1717,976,2888,3332,951,2033,148,16000
POA2250,265,184,128,64,249,202,54,88,21,1252,95,162,132,75,221,243,50,114,220,1295,3275,5093,3886,2476,6759,6332,1608,3067,495,32991
POA2251,134,109,48,41,100,79,17,38,12,579,38,83,49,36,90,103,20,51,86,560,1577,2688,1850,1184,2498,2985,711,1483,186,15168
POA2256,47,29,20,16,43,44,7,19,0,227,20,33,36,14,45,51,3,15,48,270,636,956,763,474,1286,1283,285,516,117,6320
POA2257,87,86,31,18,79,71,18,27,4,423,35,73,61,23,85,86,24,46,81,521,1295,2025,1472,891,2367,2333,558,1158,198,12295
POA2258,30,32,20,3,15,19,11,13,3,134,7,11,16,3,15,26,8,14,14,117,301,441,340,198,483,487,139,264,31,2686
POA2259,258,176,99,57,252,199,70,97,20,1235,110,118,84,65,233,207,32,111,206,1167,3128,4134,3240,2089,6248,5064,1341,2751,475,28464
POA2260,84,78,47,10,65,44,11,35,4,389,40,75,43,21,57,96,18,53,64,463,1321,2160,1482,857,1878,2502,667,1524,148,12538
POA2261,245,146,83,51,161,141,40,61,17,945,86,118,86,50,179,168,34,61,178,953,2675,3887,2877,1805,4711,4291,1231,2030,387,23890
POA2262,87,41,29,22,82,80,13,14,5,366,29,53,18,22,81,53,20,24,80,393,1054,1221,1017,759,1848,1561,359,707,172,8700
POA2263,93,31,28,13,75,51,12,22,5,318,46,45,39,20,73,61,5,29,96,416,1101,1395,1008,727,1975,1547,391,780,224,9148
POA2264,43,62,31,17,50,55,10,32,7,304,16,39,29,21,50,34,10,27,61,283,536,1017,792,531,1273,1182,320,608,129,6397
POA2265,16,26,13,10,34,37,11,15,0,160,8,12,12,10,27,27,0,12,15,125,244,502,385,267,646,672,169,365,39,3289
POA2267,8,10,6,3,5,10,3,3,0,39,0,12,7,0,15,10,0,0,0,45,95,189,149,95,217,208,59,119,18,1139
POA2278,4,7,4,3,17,27,0,7,0,77,0,3,8,3,10,13,8,7,4,52,88,173,151,110,308,308,96,125,11,1360
POA2280,34,101,71,29,93,118,32,46,3,533,19,45,35,35,74,90,18,39,58,412,744,2000,1517,1096,2428,2631,686,1224,137,12461
POA2281,26,54,30,19,40,30,16,14,7,231,16,44,22,14,42,55,9,16,50,260,450,1011,836,533,1263,1226,339,628,101,6382
POA2282,18,50,37,30,47,44,14,27,0,270,14,29,19,8,39,48,9,27,36,224,433,1242,1023,634,1509,1511,472,839,75,7741
POA2283,23,67,57,34,99,69,28,32,0,414,30,39,35,26,69,76,11,45,55,392,642,1550,1297,877,2032,1938,584,1068,148,10134
POA2284,20,38,23,14,64,51,14,27,5,254,9,14,23,13,40,35,15,14,44,212,352,858,667,449,1276,1141,321,602,92,5757
POA2285,39,110,82,63,172,179,32,68,3,755,21,49,40,30,125,133,28,45,79,558,888,2241,2007,1448,3986,3521,980,1646,196,16917
POA2286,7,24,11,5,27,26,7,12,4,112,0,14,8,0,20,21,3,13,18,94,122,319,259,182,512,495,125,222,34,2275
POA2287,52,127,83,57,198,169,36,76,3,794,34,91,63,45,145,154,41,55,125,749,1178,3070,2465,1722,4387,3956,1095,1786,249,19901
POA2289,26,63,52,34,67,53,17,37,0,346,11,36,20,16,48,75,15,19,36,279,604,1656,1354,864,2157,2186,604,1124,96,10636
POA2290,52,106,85,44,153,108,39,49,3,634,23,60,56,40,82,129,35,55,78,552,1000,2481,2173,1470,3484,3505,992,1685,177,16967
POA2291,5,34,27,21,21,33,4,23,0,173,4,40,21,7,42,38,11,22,33,224,450,1252,923,604,1343,1621,491,1058,90,7839
POA2292,11,9,5,9,4,13,3,0,0,52,0,4,0,3,3,9,3,3,12,37,93,202,162,123,294,306,111,143,13,1446
POA2293,5,12,15,9,9,16,3,5,0,73,3,8,11,4,12,10,4,3,6,61,102,269,256,165,450,424,140,215,18,2040
POA2294,0,5,6,7,9,0,0,9,0,30,3,4,0,3,7,11,3,8,4,45,57,149,123,118,231,229,66,117,17,1105
POA2295,12,14,21,11,19,28,9,11,0,111,6,14,8,3,17,22,0,11,19,98,232,491,401,273,687,671,218,353,33,3358
POA2296,0,7,4,3,8,7,7,3,0,48,0,9,0,0,4,5,3,6,8,36,61,180,156,106,302,237,77,120,7,1242
POA2297,0,6,11,5,10,7,0,0,0,43,0,0,4,0,11,3,0,5,3,30,64,156,164,86,202,195,51,92,19,1025
POA2298,5,31,31,20,31,30,11,11,0,171,9,30,15,7,32,26,4,12,37,166,292,840,650,472,1078,998,234,469,82,5128
POA2299,5,38,27,16,32,38,10,16,0,191,5,23,14,11,41,35,7,13,40,206,309,994,759,498,1167,1032,302,483,91,5635
POA2300,12,42,19,13,30,29,9,24,0,174,11,19,21,8,42,43,12,25,31,221,359,1153,802,492,1381,1485,407,979,84,7142
POA2302,0,6,4,4,7,5,3,0,0,21,0,4,5,0,3,4,0,0,0,19,41,96,74,58,155,191,54,76,10,764
POA2303,10,26,26,6,20,11,5,10,0,123,13,23,15,12,19,27,6,15,29,159,312,825,640,387,876,900,244,525,50,4754
POA2304,18,50,42,28,58,44,5,13,4,273,12,35,25,13,61,65,9,18,46,276,474,1096,957,703,1757,1597,441,712,86,7827
POA2305,10,37,26,12,24,34,11,27,0,177,8,26,9,13,36,28,5,22,25,174,402,1119,828,558,1254,1313,423,800,62,6763
POA2306,3,5,11,0,13,9,0,4,0,49,10,7,6,0,9,8,0,0,12,55,59,150,109,66,169,128,29,64,21,793
POA2307,4,19,13,8,16,17,3,9,0,89,3,13,5,8,32,9,8,9,11,88,117,345,285,187,481,396,111,145,32,2100
POA2308,0,6,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,13,18,97,312,44,6,3,0,0,0,23,493
POA2311,0,0,3,0,3,3,0,0,0,15,4,0,5,5,0,5,0,5,0,20,25,64,55,29,44,74,23,89,5,411
POA2312,0,0,3,0,8,4,0,0,0,17,0,6,5,0,4,4,0,3,5,29,37,92,85,62,110,99,33,72,17,613
POA2315,19,38,37,17,35,40,10,12,5,211,10,45,17,13,29,21,5,19,49,223,486,1176,816,468,1057,984,299,543,105,5942
POA2316,11,29,19,11,11,22,0,15,0,114,10,4,7,5,17,20,3,3,14,93,229,506,314,222,451,501,139,270,34,2656
POA2317,8,17,14,7,15,29,0,9,0,106,11,12,9,7,12,16,6,9,11,85,191,507,311,188,443,395,116,210,29,2392
POA2318,19,41,25,26,63,64,16,20,4,277,22,23,14,20,29,31,5,41,44,231,410,942,717,505,1315,1311,365,691,108,6361
POA2319,13,13,13,5,27,16,4,3,3,99,11,11,7,15,24,16,4,6,32,117,192,417,320,219,506,420,114,235,51,2483
POA2320,66,129,101,63,175,159,52,92,11,843,40,79,57,35,117,138,37,80,122,706,1139,2666,2080,1428,3743,3527,1192,2575,268,18625
POA2321,27,62,46,32,97,81,19,57,8,434,17,47,27,17,91,75,18,45,65,408,600,1332,1110,744,2057,1966,621,1270,158,9861
POA2322,24,76,60,42,98,128,24,43,3,496,23,36,42,18,89,96,23,44,72,452,653,1576,1345,954,2704,2503,729,1330,146,11947
POA2323,32,80,60,37,91,120,30,53,7,506,22,52,32,18,88,104,24,50,72,457,722,1797,1421,906,2614,2401,773,1391,168,12196
POA2324,29,58,56,32,96,93,30,47,3,451,27,51,41,21,108,73,29,46,114,511,683,1458,1221,765,2078,1746,577,1039,245,9810
POA2325,46,89,61,44,120,121,30,39,5,541,32,63,37,34,94,90,23,42,114,532,1017,1919,1424,980,2306,2250,633,1309,240,12082
POA2326,10,21,18,11,37,30,11,10,0,148,13,16,7,13,33,32,6,21,23,169,231,451,396,285,730,610,181,332,56,3270
POA2327,8,19,19,12,40,28,10,17,3,152,11,13,6,4,37,28,10,17,21,142,210,432,378,282,712,625,186,317,51,3207
POA2328,0,3,3,5,6,8,0,7,0,39,4,11,0,3,3,6,3,4,9,43,56,153,137,72,188,265,104,222,17,1225
POA2329,0,0,3,0,7,3,3,0,0,18,0,3,3,0,3,5,0,4,19,40,28,127,94,45,98,177,65,195,36,867
POA2330,23,50,65,26,82,97,32,73,12,466,20,39,26,21,53,70,19,59,94,410,623,1378,1150,627,1729,1832,802,2022,226,10381
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,10,3,0,8,240,24,110,9,401
POA2333,10,38,24,14,56,54,25,42,0,258,13,24,13,11,35,38,11,26,64,222,310,755,632,385,1137,1122,465,1103,136,6040
POA2334,11,11,13,7,24,20,4,15,0,96,6,0,5,4,15,18,0,13,9,67,119,205,196,133,332,302,92,265,36,1674
POA2335,7,22,17,14,48,42,19,29,3,198,11,18,10,0,32,29,4,14,34,155,276,514,424,248,790,824,314,712,81,4183
POA2336,0,3,0,0,21,12,3,7,0,53,0,0,0,0,0,12,4,0,16,43,61,135,128,92,239,229,95,233,29,1242
POA2337,4,26,17,9,28,30,8,25,0,148,5,21,7,8,20,26,11,7,34,142,159,495,385,246,808,833,309,749,72,4070
POA2338,0,6,0,0,0,4,0,0,0,18,3,3,3,3,3,3,0,0,6,24,25,81,85,46,79,99,23,136,22,591
POA2339,0,0,0,0,0,3,0,0,0,14,0,0,4,4,3,0,0,7,5,21,11,40,49,27,40,78,23,78,8,348
POA2340,33,126,112,70,259,212,61,117,8,993,38,89,51,55,174,134,34,96,181,847,1006,3045,2511,1858,5369,5044,1468,3328,387,24016
POA2341,0,6,3,5,4,0,0,0,0,24,0,0,6,0,5,8,0,3,4,26,28,78,50,43,106,83,22,68,10,486
POA2342,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,4,12,8,30,20,23,29,44,12,70,8,240
POA2343,0,18,10,0,27,16,3,11,3,74,3,13,4,6,11,18,8,12,9,77,87,251,218,146,350,348,125,430,50,2003
POA2344,0,0,6,8,0,0,0,0,0,19,0,5,0,0,0,0,0,0,3,12,20,31,50,34,69,66,20,84,12,388
POA2345,0,3,0,0,0,4,0,5,0,21,0,4,0,3,6,5,4,6,0,32,17,45,37,29,64,64,21,92,12,372
POA2346,0,0,5,5,15,6,0,12,0,40,0,5,3,0,10,10,0,14,15,53,46,188,147,95,202,205,72,239,18,1208
POA2347,0,3,0,0,3,6,0,3,0,15,4,4,0,0,3,13,0,4,7,36,23,110,74,44,93,134,36,147,20,684
POA2350,17,63,59,22,89,84,23,32,7,394,19,50,34,15,51,54,17,32,77,344,578,1961,1381,955,2814,1943,700,1424,195,11954
POA2352,0,5,5,4,23,13,5,8,0,58,4,7,3,0,8,13,0,9,8,55,72,194,142,131,310,278,65,192,19,1409
POA2353,0,0,3,0,4,0,0,0,0,19,0,6,0,0,3,5,0,4,3,22,33,66,59,40,129,106,22,65,10,516
POA2354,0,5,0,5,6,3,3,3,0,39,8,3,6,6,4,4,0,9,10,57,61,193,190,115,198,276,120,420,37,1616
POA2355,0,0,0,0,0,5,0,0,0,7,4,0,0,3,0,3,0,0,5,16,8,21,26,17,46,57,19,56,5,258
POA2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,5,8,0,11,0,42
POA2357,0,7,0,0,8,10,6,6,0,44,4,8,0,6,9,7,0,3,10,55,47,226,174,138,256,238,83,274,32,1464
POA2358,0,8,7,8,9,7,0,5,0,45,0,11,10,0,3,10,0,5,10,55,74,234,227,140,341,263,76,225,29,1606
POA2359,0,0,0,0,4,5,0,0,0,8,0,0,0,0,0,0,0,0,0,7,3,40,32,17,30,37,9,53,4,231
POA2360,10,35,30,23,72,47,25,26,0,269,14,33,22,21,52,41,8,20,49,256,248,806,629,551,1360,1068,377,820,143,6011
POA2361,0,4,3,0,0,0,0,0,0,5,4,7,0,0,0,3,0,3,5,20,21,56,44,23,42,43,20,78,15,339
POA2365,3,9,3,4,8,10,0,6,0,49,4,14,5,0,4,8,5,13,15,71,69,237,171,113,325,278,87,315,36,1635
POA2369,0,0,4,0,4,4,0,0,0,10,0,0,0,0,0,3,0,0,4,9,10,39,29,23,52,56,12,26,7,255
POA2370,7,17,17,13,28,33,4,23,0,138,11,14,9,8,23,23,0,16,39,151,132,446,390,232,534,495,128,506,78,2943
POA2371,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,6,19,12,73,49,35,49,51,21,77,19,377
POA2372,5,11,3,3,3,17,4,13,0,62,7,18,10,6,11,17,4,4,37,108,82,294,221,157,260,304,80,350,66,1817
POA2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,23,10,3,16,23,16,51,3,161
POA2380,9,39,23,14,58,50,14,45,0,255,4,12,12,4,29,22,13,26,45,165,220,599,499,350,855,815,392,1187,93,5019
POA2381,0,0,0,0,6,3,0,0,0,11,0,3,0,0,4,5,5,3,6,28,26,59,35,35,71,97,37,166,21,550
POA2382,0,3,0,0,5,4,0,0,0,14,0,3,0,0,3,5,0,11,4,28,28,64,46,25,69,85,34,215,17,577
POA2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,18,10,5,6,22,3,65,6,138
POA2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,4,13,3,51,9,101
POA2388,0,3,0,0,9,11,3,6,0,46,3,7,0,9,8,3,0,12,12,54,28,126,109,73,152,164,51,324,37,1073
POA2390,4,19,23,10,40,36,20,28,4,177,3,10,16,10,36,34,4,33,31,184,161,462,381,300,842,727,287,823,99,4068
POA2395,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,11,17,37,27,16,35,26,18,50,7,229
POA2396,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,0,0,0,10,5,42,37,21,39,60,13,73,3,296
POA2397,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,6,6,7,16,7,17,24,5,54,0,128
POA2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,18,14,9,14,16,7,32,0,109
POA2399,0,3,5,0,3,3,0,3,0,17,0,0,0,0,0,3,0,0,6,13,9,17,25,20,34,31,14,85,15,263
POA2400,5,18,14,12,47,39,8,41,4,189,14,22,14,7,26,25,10,39,40,197,157,409,375,281,753,822,282,947,96,4116
POA2401,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,12,18,13,22,33,4,49,0,160
POA2402,0,3,5,4,10,6,0,7,3,30,3,3,0,0,3,5,0,7,6,39,19,85,72,48,105,119,28,143,18,642
POA2403,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,3,9,0,26,37,22,40,53,10,90,14,291
POA2404,0,0,0,0,0,0,0,0,0,4,0,4,3,0,4,0,0,3,6,20,16,83,87,46,91,95,30,123,20,597
POA2405,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,8,19,12,11,25,32,10,66,4,190
POA2406,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,3,0,0,3,10,13,38,21,20,47,58,20,90,9,317
POA2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,10,11,8,9,32,10,68,3,156
POA2409,0,0,0,0,5,3,0,0,0,12,0,0,0,0,0,0,0,0,8,11,6,33,26,24,25,49,13,77,14,261
POA2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,11,10,4,4,19,4,34,0,99
POA2411,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,8,4,18,0,55
POA2415,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,27,22,24,34,37,5,35,0,193
POA2420,0,12,18,12,15,22,4,10,0,89,7,8,3,3,5,5,4,11,11,65,91,268,217,172,286,311,90,242,48,1728
POA2421,6,4,3,4,5,8,4,4,0,46,0,7,0,10,3,7,0,4,7,36,59,145,130,80,138,198,73,172,20,1021
POA2422,8,18,8,0,5,20,3,12,0,72,13,18,18,3,19,11,3,8,31,123,109,339,292,198,347,354,86,304,78,2107
POA2423,0,7,5,5,3,5,0,6,0,29,6,8,0,8,9,13,0,6,15,75,84,222,184,111,177,183,46,154,36,1202
POA2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,9,19,30,17,22,22,6,18,10,155
POA2425,0,4,0,3,3,3,0,3,0,24,3,4,0,7,5,11,0,3,15,48,50,132,98,65,157,156,55,136,24,871
POA2426,0,0,0,0,4,0,0,0,0,14,0,6,4,0,4,0,0,6,7,20,16,44,45,30,65,43,18,55,21,332
POA2427,0,3,3,3,3,6,0,4,0,27,4,6,0,3,7,8,0,0,9,38,62,168,130,89,170,132,35,96,17,889
POA2428,10,65,47,39,62,52,14,32,4,328,25,62,44,21,46,36,12,27,93,374,454,1631,1272,858,1570,1372,402,730,213,8488
POA2429,8,23,16,9,39,33,4,16,0,155,11,15,15,16,34,13,5,18,35,155,188,602,483,386,721,666,189,484,91,3796
POA2430,19,82,61,41,109,111,27,57,5,515,31,63,52,44,84,69,7,41,132,516,682,2094,1835,1317,2672,2289,619,1372,328,13215
POA2431,0,18,11,4,8,11,4,4,0,62,3,8,6,0,10,11,4,0,15,66,124,373,246,163,363,321,79,173,33,1872
POA2439,0,9,8,3,18,23,4,3,0,73,5,8,0,6,4,10,0,8,16,50,75,259,207,142,315,246,67,157,32,1505
POA2440,8,38,41,24,76,36,18,32,4,280,13,54,34,17,62,54,7,29,99,361,422,1276,1139,818,1650,1354,351,860,236,8105
POA2441,4,10,3,5,6,14,7,11,0,58,0,7,8,5,11,12,0,6,21,79,89,331,243,149,308,280,66,220,56,1742
POA2443,7,12,19,12,23,16,4,10,0,108,8,13,11,8,23,14,4,9,19,100,142,475,385,237,493,431,127,275,56,2620
POA2444,32,152,94,73,176,164,46,64,11,810,35,109,42,38,114,105,19,53,138,660,1060,3804,2667,2113,4514,4000,1096,2126,309,21692
POA2445,0,30,16,12,22,19,5,9,0,120,4,12,8,7,22,21,0,5,23,97,169,511,379,308,626,546,166,301,45,3050
POA2446,14,39,44,34,83,73,26,42,0,354,8,34,21,12,44,32,9,25,41,227,279,1012,775,642,1340,1150,325,782,106,6398
POA2447,4,16,10,6,28,18,8,12,0,97,10,23,20,16,19,21,4,9,31,155,141,522,432,271,535,442,129,308,69,2855
POA2448,9,22,18,12,32,17,7,7,3,126,6,27,17,3,24,10,4,11,36,141,166,627,481,320,628,469,126,279,83,3188
POA2449,0,8,4,0,4,7,0,0,0,25,4,7,0,0,3,5,0,0,9,35,37,156,104,69,146,88,12,89,25,724
POA2450,23,117,92,79,191,162,54,93,12,827,39,129,73,49,167,132,26,73,168,853,952,3489,2800,1976,4277,3384,1081,2137,399,20509
POA2452,14,29,26,32,59,53,12,21,0,243,9,49,23,17,47,48,4,21,46,266,320,1125,863,637,1327,1144,307,578,110,6409
POA2453,0,7,0,0,6,5,5,5,0,32,8,14,7,0,0,4,0,9,13,48,35,197,155,100,150,147,42,230,34,1095
POA2454,3,23,10,7,21,20,0,11,0,107,10,26,14,9,16,27,3,9,19,135,160,699,541,373,549,510,145,306,56,3346
POA2455,0,10,8,4,6,8,3,5,0,48,5,0,0,0,6,12,0,5,13,47,75,180,174,130,209,190,64,120,21,1164
POA2456,8,50,43,27,89,60,8,19,0,300,10,42,27,21,51,34,4,25,55,277,335,1189,1096,724,1605,1313,348,757,138,7499
POA2460,18,60,52,44,114,96,26,66,6,473,24,64,48,21,78,66,16,43,115,477,555,1734,1465,1069,2578,1895,569,1363,268,11496
POA2462,5,3,9,5,6,5,0,7,0,41,0,8,5,0,5,7,0,6,13,44,51,154,135,97,182,151,32,147,24,973
POA2463,6,30,14,8,24,18,0,13,0,106,11,16,12,6,9,22,0,14,31,131,162,526,440,291,548,556,133,364,54,3076
POA2464,3,12,21,6,20,23,13,11,4,107,8,14,3,3,22,9,5,13,27,100,143,474,370,255,449,424,118,278,52,2565
POA2465,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,3,39,11,16,28,22,0,14,7,153
POA2466,0,8,6,0,0,4,0,0,0,10,7,3,0,0,9,5,0,4,4,23,22,96,67,36,68,73,19,56,8,453
POA2469,0,4,9,5,8,3,0,3,0,32,5,15,8,0,10,5,4,10,7,69,61,251,195,157,186,203,60,257,30,1392
POA2470,12,24,19,26,80,36,8,26,4,241,14,18,15,23,73,56,9,34,54,295,301,735,773,696,1380,1005,277,719,149,6033
POA2471,5,3,0,0,12,6,3,6,0,39,6,4,8,5,10,12,7,4,5,62,58,165,133,138,229,201,65,154,25,1167
POA2472,0,4,0,3,10,9,0,3,0,41,0,10,10,4,3,3,5,8,4,47,53,139,116,81,156,140,36,118,27,864
POA2473,4,0,3,0,3,10,0,0,0,28,0,8,6,6,0,7,6,6,6,40,65,198,143,140,235,195,48,129,25,1180
POA2474,5,11,17,7,15,17,3,12,0,84,14,10,14,5,16,10,3,14,34,118,106,372,349,254,440,370,107,352,68,2419
POA2475,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,26,12,19,12,32,10,26,3,129
POA2476,0,0,0,0,0,4,0,3,0,7,0,8,0,0,5,0,0,3,5,18,17,58,28,30,28,48,6,95,10,311
POA2477,16,36,27,26,49,60,9,26,0,248,8,33,23,12,34,29,4,20,38,204,303,999,808,611,1208,993,256,651,95,5923
POA2478,26,102,77,49,105,94,25,50,8,530,21,82,58,35,78,96,21,32,102,513,767,2497,2063,1437,2643,2451,658,1446,258,14217
POA2479,0,18,17,10,7,17,3,5,0,72,8,29,29,21,13,22,5,9,20,163,121,585,416,300,345,482,102,326,44,2719
POA2480,33,128,108,71,195,179,35,86,9,848,49,124,84,81,149,147,26,57,141,859,973,3283,3014,2150,4318,3595,986,2031,375,20726
POA2481,15,58,45,22,24,32,0,13,0,216,14,79,65,26,72,67,11,40,84,455,403,1702,1087,664,876,1061,213,561,179,6741
POA2482,9,25,12,10,11,21,0,14,0,96,10,51,28,14,20,28,3,14,34,192,154,743,511,327,380,389,104,226,61,2897
POA2483,15,44,24,16,29,29,3,15,0,181,14,61,42,32,54,50,4,24,53,325,305,1102,830,611,834,807,195,459,118,5259
POA2484,25,55,41,28,70,50,21,57,4,351,31,83,50,25,54,59,12,37,79,429,432,1528,1214,820,1416,1291,332,990,212,8224
POA2485,33,43,30,20,43,43,16,11,4,243,23,56,30,11,57,57,6,21,48,319,483,1025,847,552,1178,1011,265,509,118,5996
POA2486,47,105,82,51,113,101,24,45,10,584,40,87,49,34,74,71,15,33,115,525,863,2326,1927,1357,2671,2242,657,1320,272,13638
POA2487,17,36,33,25,32,40,3,20,0,216,27,48,30,24,41,58,8,35,58,327,366,1266,911,633,1078,1183,331,868,108,6742
POA2488,0,13,3,0,7,3,0,0,0,41,9,10,5,7,17,10,5,5,8,75,80,321,226,183,268,301,71,195,29,1678
POA2489,5,26,13,11,19,17,3,8,0,109,4,26,17,6,18,13,0,17,20,130,168,579,475,333,550,545,139,344,48,3184
POA2490,3,0,3,0,0,0,0,6,0,13,0,3,0,0,0,4,0,5,3,18,21,51,51,24,49,65,28,42,15,342
POA2500,143,104,76,35,113,102,26,52,9,664,68,98,69,37,118,138,19,62,139,754,2438,3629,2426,1357,4428,3939,1107,1952,295,21575
POA2502,55,30,16,9,35,41,3,18,0,209,20,25,20,20,47,42,15,16,58,257,485,678,498,371,891,744,194,345,108,4316
POA2505,25,10,6,0,23,21,5,4,0,94,7,8,6,3,16,19,0,0,16,77,215,296,237,147,487,362,106,146,37,2032
POA2506,34,18,19,10,24,29,6,13,0,144,11,11,6,10,21,27,6,0,27,125,316,411,354,206,661,526,119,230,53,2888
POA2508,59,43,24,6,38,45,7,15,4,241,15,18,16,6,25,38,5,18,23,164,507,733,574,357,826,997,268,530,52,4843
POA2515,28,25,21,9,28,20,7,18,0,157,11,22,23,9,16,23,5,23,20,152,536,957,694,403,867,1127,367,735,45,5720
POA2516,26,13,5,7,10,14,0,5,5,86,8,16,8,10,9,18,6,6,17,89,332,496,386,231,597,634,192,373,38,3288
POA2517,71,34,13,11,29,37,8,17,4,227,15,20,13,5,36,42,5,23,20,195,632,954,744,433,1213,1267,388,631,62,6326
POA2518,76,46,32,9,70,61,14,17,4,337,25,36,34,21,64,51,13,24,55,318,903,1337,1035,619,1789,1698,479,801,120,8775
POA2519,80,45,27,9,37,41,13,33,4,287,23,37,28,11,36,49,12,19,52,281,888,1241,959,488,1554,1380,432,800,116,7866
POA2525,40,36,25,5,43,44,7,18,4,226,10,21,15,9,39,32,9,11,14,167,552,853,676,383,1207,1163,309,633,52,5830
POA2526,62,48,29,8,53,74,12,27,0,316,20,27,27,11,42,60,13,23,31,264,748,1122,895,507,1651,1526,454,802,82,7781
POA2527,117,76,58,22,107,97,22,51,7,552,39,45,28,21,84,77,21,38,86,445,1323,1778,1401,897,2711,2514,729,1189,208,12749
POA2528,64,36,22,19,70,60,12,20,4,301,33,48,39,18,81,63,13,31,82,415,997,1338,1059,702,1848,1642,398,714,174,8865
POA2529,126,72,37,31,91,87,25,50,11,523,49,57,38,23,76,70,16,36,68,430,1491,2054,1538,1020,2862,2601,790,1286,182,13822
POA2530,154,68,44,27,123,147,34,53,3,650,63,72,44,25,113,127,28,53,106,628,1669,2235,1800,1161,3475,3058,865,1410,239,15911
POA2533,21,39,31,20,33,39,7,16,3,215,18,27,22,20,37,42,7,18,32,211,612,1301,916,540,1347,1427,442,806,86,7478
POA2534,6,14,8,7,14,13,4,9,0,76,5,12,7,6,3,14,3,10,18,82,199,487,341,214,422,512,140,335,38,2681
POA2535,3,29,21,7,27,14,4,13,7,125,10,30,15,9,10,21,4,11,10,125,189,618,427,235,520,551,156,380,49,3112
POA2536,19,39,39,37,65,83,16,25,0,326,18,51,23,20,50,42,4,19,63,303,439,1269,989,694,1450,1148,304,675,163,7123
POA2537,0,37,26,14,41,38,6,16,0,180,12,39,22,19,28,42,6,21,43,228,295,928,703,515,977,927,204,449,91,5087
POA2538,0,7,7,0,8,6,0,10,0,39,4,3,0,0,3,4,0,6,11,35,63,229,159,85,124,158,50,141,27,1031
POA2539,21,49,41,24,46,61,11,23,5,277,25,52,14,24,31,47,8,20,79,295,471,1599,1147,672,1322,1278,319,710,182,7703
POA2540,50,113,100,48,152,148,32,69,13,729,46,92,50,46,120,103,24,49,140,670,1158,3093,2381,1584,3794,3494,930,1997,342,18768
POA2541,27,83,44,33,108,63,17,39,0,432,28,44,27,19,101,77,27,25,103,453,596,1793,1374,949,2453,2042,568,981,215,10971
POA2545,3,0,4,0,3,6,0,0,0,20,0,5,0,0,0,0,0,0,11,26,17,86,54,50,83,80,14,65,11,462
POA2546,7,23,17,6,31,10,4,11,6,121,12,26,26,12,14,25,3,8,43,161,203,716,551,312,619,525,138,301,112,3479
