POA_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA2152,4,99,0,100,..,19,0,21,0,21,..,53,12,63,0,63,..,42,9,49,3,51,..,339,45,384,8,391,..,3212,493,3702,31,3731,..,45,12,60,399,459,7069,3253,508,3767,430,11261
POA2153,40,1341,13,1350,..,117,20,139,0,139,..,202,32,239,0,236,..,194,37,229,4,236,..,1586,157,1741,56,1801,..,22027,3183,25206,244,25458,..,263,48,310,1396,1705,35449,22290,3228,25518,1644,62610
POA2154,12,544,4,549,..,78,19,99,0,100,..,100,10,112,0,112,..,208,36,242,0,242,..,884,86,970,27,989,..,14826,2334,17163,124,17283,..,192,24,222,1155,1370,22216,15020,2357,17381,1278,40874
POA2155,28,960,10,967,..,113,28,136,0,142,..,189,28,208,0,208,..,185,36,216,4,221,..,2578,238,2819,67,2891,..,27385,3173,30562,311,30872,..,321,60,382,1745,2124,42695,27705,3229,30938,2060,75699
POA2156,0,18,0,18,..,9,0,10,0,12,..,10,0,10,0,10,..,20,3,28,0,28,..,155,11,165,0,168,..,1785,179,1962,13,1977,..,31,0,31,281,309,11116,1815,179,1991,294,13403
POA2157,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,58,4,65,0,65,..,617,90,703,0,707,..,14,0,20,86,108,3232,633,94,723,90,4042
POA2158,0,62,0,66,..,3,4,10,0,10,..,9,6,7,0,7,..,20,0,22,0,22,..,157,12,164,0,164,..,2117,249,2369,19,2386,..,41,4,38,218,261,6296,2156,251,2405,233,8937
POA2159,0,0,0,0,..,8,7,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,51,7,53,0,54,..,453,53,508,8,509,..,18,0,19,181,202,4441,470,53,520,191,5148
POA2160,18,195,0,190,..,75,46,123,0,123,..,786,194,985,4,991,..,326,148,467,4,475,..,3408,995,4404,72,4471,..,19192,5024,24215,215,24434,..,335,148,488,3406,3894,11055,19530,5181,24708,3625,39388
POA2161,12,83,3,85,..,53,31,84,0,84,..,546,149,701,5,704,..,454,275,726,0,727,..,2544,837,3387,58,3443,..,16781,4520,21305,194,21496,..,319,113,428,3067,3498,9385,17099,4638,21734,3260,34379
POA2162,0,41,0,41,..,27,3,34,0,34,..,168,42,215,0,214,..,1832,880,2709,19,2732,..,889,248,1132,21,1156,..,9770,3051,12820,103,12921,..,96,27,123,1728,1851,5537,9863,3083,12941,1830,20306
POA2163,0,10,0,10,..,33,8,39,0,39,..,52,17,74,0,74,..,1069,736,1806,12,1816,..,553,178,735,10,747,..,4694,1806,6501,53,6553,..,76,25,100,1434,1535,2457,4767,1827,6595,1489,10544
POA2164,0,15,0,15,..,35,7,44,0,44,..,169,42,210,0,213,..,971,539,1509,11,1519,..,2834,1275,4107,25,4135,..,9421,3499,12921,75,12995,..,256,143,398,890,1287,6992,9681,3639,13320,965,21273
POA2165,3,22,0,22,..,87,48,137,4,143,..,186,46,238,5,238,..,4379,2515,6889,35,6928,..,6681,4110,10793,93,10881,..,21380,11401,32787,237,33027,..,498,313,812,2836,3641,8379,21876,11718,33598,3073,45046
POA2166,7,32,0,32,..,341,274,618,5,621,..,65,39,101,0,103,..,12687,9512,22195,147,22350,..,1689,734,2420,40,2460,..,24765,16435,41201,300,41504,..,275,179,457,3333,3790,8895,25037,16618,41654,3633,54184
POA2167,12,143,0,143,..,40,11,49,0,49,..,30,5,35,0,34,..,102,39,146,6,150,..,458,43,500,15,520,..,4886,569,5456,87,5541,..,119,10,128,605,733,4260,4997,579,5582,691,10536
POA2168,0,34,0,34,..,94,39,130,0,130,..,165,44,205,0,210,..,3230,1874,5110,35,5143,..,3067,903,3965,38,4006,..,20185,6121,26312,202,26512,..,399,145,543,2902,3448,15065,20587,6271,26850,3106,45023
POA2170,39,537,5,544,..,234,70,301,0,302,..,924,212,1137,8,1144,..,4697,2299,6988,50,7040,..,5077,1252,6324,107,6431,..,50427,12818,63244,531,63776,..,733,203,941,7751,8691,42010,51160,13023,64182,8277,114479
POA2171,6,56,0,59,..,91,25,118,0,119,..,236,29,269,0,272,..,1306,449,1759,9,1776,..,4539,806,5349,37,5384,..,18126,2938,21063,136,21195,..,408,80,486,1296,1781,15899,18530,3018,21543,1433,38882
POA2172,0,42,0,43,..,5,0,5,0,5,..,3,0,3,0,3,..,34,0,31,0,31,..,74,6,80,5,83,..,787,61,847,7,856,..,12,0,8,48,61,1974,795,62,858,55,2892
POA2173,6,194,5,192,..,34,4,35,0,34,..,18,0,22,0,22,..,138,31,170,3,170,..,444,15,466,13,475,..,4457,420,4877,53,4924,..,56,6,69,488,557,9065,4518,429,4945,540,14544
POA2174,9,140,0,140,..,34,10,35,0,35,..,115,21,131,0,130,..,236,68,308,8,313,..,821,116,939,24,962,..,6537,836,7376,76,7442,..,122,18,140,615,750,3881,6662,848,7512,687,12080
POA2175,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,6,0,6,..,225,24,247,0,245,..,585,95,681,9,688,..,8,0,8,117,119,978,596,95,687,125,1790
POA2176,0,6,0,6,..,105,38,138,0,144,..,267,64,330,4,335,..,3491,1849,5335,21,5358,..,8649,2960,11612,75,11688,..,24555,8508,33064,192,33254,..,574,258,833,1999,2836,13926,25126,8771,33900,2196,50022
POA2177,0,16,0,16,..,64,25,96,0,96,..,57,22,85,0,85,..,2478,1501,3981,21,4006,..,1609,561,2168,17,2187,..,8347,3512,11857,80,11935,..,154,85,240,754,990,4234,8503,3597,12095,828,17154
POA2178,0,0,0,0,..,7,5,8,0,8,..,23,0,25,0,25,..,40,17,58,0,58,..,335,39,373,5,380,..,1374,239,1612,10,1623,..,23,0,24,235,262,2286,1395,239,1640,246,4170
POA2179,4,117,3,120,..,32,6,31,0,35,..,101,15,111,0,116,..,257,98,356,8,363,..,1113,169,1286,22,1307,..,7028,994,8020,103,8120,..,145,25,172,847,1014,7127,7172,1018,8189,948,16262
POA2190,10,116,0,116,..,20,9,26,0,26,..,67,16,80,0,80,..,479,307,781,4,782,..,571,83,655,17,674,..,15074,2881,17955,112,18065,..,174,31,201,1936,2139,7352,15243,2907,18156,2052,27559
POA2191,0,21,0,21,..,8,0,14,0,14,..,12,3,18,0,18,..,74,28,99,0,99,..,143,25,165,4,165,..,2707,698,3406,21,3428,..,39,11,48,270,322,2803,2745,711,3457,296,6555
POA2192,0,15,0,15,..,57,17,70,0,70,..,55,17,69,0,69,..,388,240,627,5,636,..,481,55,532,20,550,..,6510,1916,8428,83,8507,..,97,33,131,1162,1293,3982,6612,1944,8553,1243,13781
POA2193,0,42,0,42,..,117,42,159,0,158,..,35,11,47,0,47,..,508,158,658,0,660,..,495,157,652,18,666,..,6647,1694,8339,60,8396,..,88,32,122,689,811,8577,6730,1725,8456,743,17778
POA2194,6,36,0,36,..,168,77,243,8,248,..,65,20,83,0,83,..,667,333,996,8,1008,..,493,96,591,25,612,..,12189,6238,18438,201,18631,..,213,66,276,1996,2274,5218,12407,6305,18714,2197,26132
POA2195,21,166,3,171,..,56,14,65,0,65,..,45,15,60,0,60,..,678,413,1088,8,1094,..,1435,570,2007,55,2060,..,15702,3789,19491,240,19732,..,336,133,467,2294,2759,4611,16034,3928,19957,2535,27103
POA2196,3,45,0,47,..,67,16,84,0,87,..,109,26,127,0,130,..,1092,656,1744,5,1751,..,770,173,945,30,975,..,17770,4283,22058,163,22217,..,202,53,255,2036,2285,9235,17976,4336,22313,2192,33743
POA2197,0,0,0,0,..,18,0,16,0,19,..,26,5,36,0,38,..,671,358,1027,8,1034,..,362,72,435,7,440,..,4710,1054,5761,47,5814,..,56,14,68,844,915,3396,4771,1063,5831,894,10121
POA2198,0,0,0,0,..,13,3,9,0,9,..,36,3,44,0,42,..,498,204,697,7,705,..,202,38,243,3,241,..,4008,646,4650,41,4696,..,21,9,33,842,876,4273,4029,651,4688,883,9843
POA2199,0,24,0,24,..,35,11,42,0,44,..,49,14,62,0,62,..,2005,1085,3086,28,3114,..,500,98,591,21,616,..,9848,2723,12570,119,12691,..,95,24,125,1348,1471,5491,9946,2748,12689,1470,19651
POA2200,5,19,0,19,..,84,27,113,0,114,..,102,32,126,0,131,..,5565,3348,8907,51,8961,..,1245,241,1487,57,1540,..,25709,8011,33719,297,34019,..,277,92,366,3552,3916,10070,25979,8101,34082,3849,48003
POA2203,0,27,0,27,..,52,17,70,0,72,..,73,21,90,0,90,..,224,111,332,0,339,..,255,21,271,11,290,..,3062,709,3771,40,3804,..,39,14,49,631,683,9457,3100,718,3822,667,13946
POA2204,0,31,0,37,..,159,44,201,6,200,..,98,43,140,0,137,..,1115,710,1827,12,1836,..,478,71,549,11,558,..,6478,2244,8724,72,8795,..,106,21,130,1146,1279,16493,6587,2268,8856,1223,26567
POA2205,0,47,0,47,..,279,84,361,9,367,..,42,3,44,0,44,..,526,75,601,7,602,..,954,447,1401,26,1425,..,12787,2323,15109,142,15255,..,168,102,268,1774,2038,8051,12954,2422,15377,1916,25338
POA2206,0,15,0,15,..,51,12,65,0,66,..,92,19,110,0,111,..,462,155,622,4,622,..,248,35,284,4,283,..,7496,1669,9160,63,9219,..,50,23,75,843,919,9586,7545,1689,9238,903,19730
POA2207,0,28,0,28,..,87,31,113,0,115,..,64,11,71,0,73,..,247,64,313,0,318,..,464,86,545,23,567,..,12380,2613,14991,125,15121,..,164,32,203,1349,1551,11706,12546,2649,15194,1481,28382
POA2208,0,15,0,15,..,67,19,81,0,81,..,42,13,56,0,58,..,233,83,319,0,318,..,247,41,286,7,288,..,5677,1419,7102,55,7152,..,51,19,62,419,484,5250,5722,1437,7162,473,12881
POA2209,0,26,0,26,..,81,21,102,0,102,..,9,0,11,0,11,..,237,85,321,0,321,..,351,54,408,15,418,..,7156,2119,9273,59,9328,..,79,22,100,598,698,5799,7232,2136,9371,653,15825
POA2210,0,26,0,26,..,112,39,150,0,150,..,47,14,64,0,60,..,353,152,504,0,503,..,553,89,637,19,661,..,11279,3360,14638,139,14776,..,163,41,209,1636,1849,16642,11448,3401,14848,1777,33262
POA2211,3,21,0,21,..,26,14,40,3,44,..,28,0,31,0,31,..,563,214,779,7,789,..,314,34,343,12,358,..,5965,1337,7302,71,7376,..,69,16,84,703,792,9448,6037,1350,7389,774,17610
POA2212,4,26,0,26,..,49,12,60,0,60,..,42,11,50,0,50,..,766,298,1057,12,1066,..,369,74,447,13,457,..,6445,1493,7939,74,8007,..,76,13,93,801,891,8281,6521,1508,8030,868,17184
POA2213,0,24,0,24,..,72,19,92,0,93,..,42,3,45,0,45,..,703,216,924,8,937,..,348,57,403,11,413,..,6777,1156,7929,57,7989,..,98,21,118,714,833,14468,6870,1174,8046,775,23290
POA2214,0,0,0,0,..,10,0,8,0,8,..,7,0,7,0,7,..,66,18,76,0,77,..,46,11,58,0,57,..,706,100,804,3,812,..,14,5,18,82,104,3160,720,101,818,89,4074
POA2216,4,27,0,32,..,218,80,295,0,296,..,191,20,211,0,211,..,290,73,362,6,369,..,620,121,740,19,761,..,13641,2382,16023,125,16152,..,266,55,316,1550,1865,10012,13911,2428,16339,1678,28027
POA2217,3,115,5,118,..,153,46,206,4,208,..,133,17,149,0,149,..,207,48,256,6,261,..,625,114,739,28,770,..,13477,2118,15595,141,15738,..,197,46,240,1536,1782,11154,13679,2162,15844,1676,28673
POA2218,4,39,0,39,..,93,19,113,0,114,..,23,3,24,0,24,..,96,20,110,0,108,..,280,62,347,15,357,..,8075,1809,9883,86,9971,..,114,31,138,673,814,5397,8188,1836,10026,756,16182
POA2219,0,11,0,11,..,44,5,50,0,50,..,66,14,79,0,79,..,66,13,79,0,79,..,231,20,253,6,263,..,4475,634,5110,38,5148,..,68,7,72,746,823,7798,4543,642,5183,788,13771
POA2220,0,41,0,43,..,139,35,177,0,177,..,15,6,18,0,18,..,159,32,193,0,193,..,322,97,414,26,447,..,19062,5883,24946,180,25125,..,243,41,288,1400,1686,6951,19305,5925,25227,1580,33761
POA2221,0,21,0,21,..,44,8,52,0,52,..,30,0,33,0,38,..,112,19,131,0,131,..,205,40,241,12,252,..,6721,1392,8110,46,8158,..,46,9,58,624,681,8215,6769,1407,8171,673,17065
POA2222,0,4,0,4,..,34,6,39,0,39,..,10,0,10,0,10,..,63,15,79,0,84,..,192,47,240,15,254,..,5321,1206,6520,52,6574,..,80,13,96,608,702,5377,5399,1214,6616,667,12660
POA2223,0,23,0,23,..,74,8,86,0,84,..,34,8,35,0,35,..,78,12,86,0,88,..,212,33,245,12,250,..,6127,1085,7215,60,7276,..,82,9,90,638,731,13398,6211,1091,7310,701,21403
POA2224,0,6,0,6,..,27,0,32,0,32,..,20,9,29,0,29,..,27,9,37,0,37,..,174,28,204,8,210,..,3681,512,4196,39,4235,..,55,10,64,489,552,9772,3737,521,4260,524,14559
POA2225,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,55,5,61,0,61,..,466,55,523,3,527,..,12,0,12,96,111,4925,477,55,535,101,5560
POA2226,0,9,0,9,..,32,0,35,0,35,..,3,0,3,0,3,..,32,4,39,0,38,..,156,20,178,9,185,..,1316,183,1496,17,1517,..,35,7,39,381,421,11117,1349,189,1537,397,13054
POA2227,0,4,0,4,..,32,4,40,0,40,..,7,0,6,0,6,..,28,5,33,0,31,..,120,15,144,3,146,..,1501,206,1708,15,1722,..,29,4,30,368,401,13246,1527,214,1740,380,15364
POA2228,0,13,0,13,..,101,17,112,0,112,..,28,8,31,0,31,..,54,6,62,5,69,..,324,46,370,9,385,..,3856,622,4475,46,4520,..,96,9,103,767,874,15603,3949,626,4579,813,21001
POA2229,0,3,0,3,..,61,12,72,0,72,..,12,0,10,0,10,..,60,8,65,0,65,..,305,34,338,17,356,..,3255,386,3635,39,3676,..,61,8,69,1199,1268,25999,3315,393,3706,1239,30943
POA2230,0,0,0,0,..,72,9,79,0,79,..,22,0,27,0,27,..,54,5,61,0,61,..,352,33,387,12,399,..,2490,228,2718,41,2763,..,82,3,81,1168,1255,26677,2570,236,2800,1212,30690
POA2231,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,30,0,28,0,32,..,145,11,155,0,155,..,9,0,9,85,93,2283,154,11,161,83,2528
POA2232,0,35,0,35,..,104,18,117,0,117,..,39,5,41,0,41,..,74,24,100,0,100,..,469,62,526,7,533,..,4544,602,5141,52,5200,..,94,10,101,1186,1286,28818,4635,607,5247,1242,35304
POA2233,0,7,0,7,..,46,7,56,0,56,..,12,0,12,0,12,..,38,6,42,0,42,..,218,36,253,12,267,..,1574,178,1753,27,1779,..,67,0,74,725,796,27384,1644,181,1823,754,29960
POA2234,0,14,0,14,..,45,7,48,0,48,..,53,3,50,0,50,..,134,19,157,0,161,..,305,42,346,13,363,..,4948,608,5553,39,5592,..,98,9,110,540,645,24408,5047,612,5659,582,30648
POA2250,0,72,6,81,..,194,45,243,4,246,..,39,3,37,0,37,..,127,37,154,0,159,..,993,129,1120,35,1153,..,7139,970,8112,97,8204,..,271,36,313,3246,3554,59411,7408,1003,8416,3339,71168
POA2251,0,22,0,22,..,34,4,38,0,38,..,6,0,3,0,3,..,29,7,36,0,36,..,286,25,307,11,316,..,1599,136,1735,22,1757,..,80,3,89,1119,1205,30756,1679,143,1822,1147,33721
POA2256,0,6,0,6,..,40,10,55,0,55,..,4,0,5,0,5,..,22,7,31,0,31,..,187,25,215,10,226,..,1148,214,1366,21,1390,..,61,9,65,866,936,13717,1208,226,1434,889,16039
POA2257,0,12,0,12,..,78,12,96,0,96,..,30,3,34,0,34,..,18,0,19,4,21,..,343,29,371,13,389,..,1708,201,1908,37,1947,..,83,18,101,1538,1643,26811,1793,221,2013,1578,30403
POA2258,0,5,0,5,..,3,4,7,0,7,..,0,0,0,0,0,..,13,4,17,0,16,..,44,11,55,0,58,..,337,34,371,4,374,..,15,0,14,205,222,4657,353,36,388,211,5253
POA2259,3,44,0,44,..,108,33,143,0,144,..,31,3,41,0,38,..,80,17,99,0,99,..,746,88,837,22,861,..,4047,563,4614,69,4678,..,193,17,206,3368,3574,57985,4237,580,4818,3430,66236
POA2260,0,13,0,13,..,40,6,41,0,41,..,11,5,19,0,19,..,24,0,24,0,24,..,235,25,254,4,259,..,1474,138,1615,13,1631,..,65,3,67,986,1057,23158,1540,141,1683,1003,25845
POA2261,0,7,0,7,..,56,13,66,0,66,..,16,0,21,0,19,..,35,3,37,0,37,..,412,55,469,15,491,..,2358,356,2715,43,2755,..,164,17,172,2897,3072,49302,2517,374,2892,2935,55129
POA2262,0,0,0,0,..,31,5,37,0,37,..,4,0,4,0,4,..,12,3,19,0,19,..,172,14,178,9,190,..,697,71,765,9,775,..,80,4,78,1040,1122,19509,773,67,844,1055,21411
POA2263,0,14,0,14,..,50,12,62,0,62,..,4,0,3,0,3,..,27,16,43,0,43,..,272,30,305,11,315,..,1034,162,1196,17,1211,..,82,10,90,1516,1605,21735,1120,171,1290,1531,24554
POA2264,0,10,0,10,..,26,9,36,0,36,..,0,0,0,0,0,..,3,0,3,0,3,..,160,23,186,5,185,..,620,77,701,6,703,..,38,6,38,700,741,14719,659,80,735,705,16162
POA2265,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,116,10,129,0,130,..,408,29,441,4,441,..,15,15,33,227,258,6763,431,42,469,230,7464
POA2267,0,0,0,0,..,0,0,6,0,6,..,3,0,3,0,3,..,5,0,5,0,5,..,31,4,40,0,40,..,106,9,119,0,119,..,12,0,12,157,165,2642,115,9,121,157,2920
POA2278,0,0,0,0,..,7,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,7,10,0,10,..,35,10,42,0,42,..,12,0,12,50,69,2454,51,8,52,50,2565
POA2280,0,8,0,8,..,38,4,41,0,45,..,0,0,0,0,0,..,14,10,23,0,23,..,156,37,194,3,198,..,903,127,1029,14,1046,..,51,0,55,848,905,25236,956,129,1082,867,27183
POA2281,0,0,0,0,..,28,0,29,0,29,..,7,0,7,0,7,..,4,0,4,0,4,..,109,11,123,0,123,..,473,50,521,8,524,..,34,6,33,530,565,14241,501,51,554,533,15323
POA2282,0,28,0,28,..,7,0,7,0,7,..,0,0,0,0,0,..,11,0,10,0,13,..,155,10,166,9,171,..,800,85,885,18,904,..,37,0,37,386,430,14817,840,85,926,405,16146
POA2283,0,0,0,0,..,31,19,52,0,47,..,0,0,0,0,0,..,23,3,28,0,34,..,142,20,161,12,171,..,813,111,919,18,936,..,58,0,60,978,1038,22449,867,106,972,998,24419
POA2284,0,0,0,0,..,21,3,30,0,30,..,0,0,0,0,0,..,13,7,19,0,19,..,107,22,131,7,144,..,582,86,665,16,682,..,48,4,50,579,628,11308,629,84,712,593,12612
POA2285,0,51,0,51,..,53,17,68,0,68,..,14,4,13,0,13,..,61,16,74,0,76,..,358,49,410,8,422,..,2329,281,2608,36,2639,..,126,15,142,1144,1287,29943,2457,295,2751,1180,33869
POA2286,0,11,0,11,..,8,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,30,5,33,0,33,..,106,13,122,0,126,..,10,0,10,157,175,4394,123,13,134,166,4690
POA2287,4,148,0,147,..,60,11,65,0,65,..,31,7,41,0,41,..,157,45,199,0,199,..,645,121,764,26,793,..,4950,800,5744,68,5814,..,111,21,133,1337,1471,33563,5057,819,5880,1406,40845
POA2289,0,17,0,17,..,32,17,46,0,46,..,3,3,5,0,5,..,41,13,57,0,57,..,182,16,197,3,205,..,1442,169,1610,18,1631,..,45,6,55,499,552,18074,1489,180,1664,523,20257
POA2290,0,10,0,10,..,41,17,59,4,60,..,3,0,3,0,3,..,33,7,43,0,41,..,258,41,301,21,320,..,1897,287,2188,33,2229,..,151,10,157,1107,1268,31420,2052,296,2345,1143,34912
POA2291,0,8,0,8,..,15,0,19,0,19,..,0,0,0,0,0,..,9,3,13,0,13,..,134,18,149,3,146,..,821,65,891,6,895,..,35,3,42,364,402,12983,863,70,927,369,14279
POA2292,0,0,0,0,..,0,3,3,0,3,..,4,0,4,0,4,..,0,5,5,0,5,..,28,15,44,0,44,..,207,50,264,0,264,..,11,0,12,130,147,2213,220,56,274,130,2622
POA2293,0,0,0,0,..,4,4,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,22,3,28,0,27,..,217,22,235,0,238,..,13,0,13,114,121,2940,226,26,249,112,3302
POA2294,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,15,0,15,..,76,4,86,3,90,..,4,0,4,93,99,1871,84,4,90,93,2061
POA2295,0,0,0,0,..,13,0,12,0,12,..,0,0,0,0,0,..,8,0,9,0,9,..,66,13,78,0,80,..,288,32,322,4,328,..,28,8,30,385,417,7348,317,34,352,391,8091
POA2296,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,27,3,26,0,26,..,128,14,138,0,138,..,9,6,9,53,60,1826,131,10,145,53,2026
POA2297,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,5,..,0,0,0,0,0,..,28,3,31,0,31,..,131,16,144,6,148,..,4,0,4,72,69,1585,135,16,144,75,1801
POA2298,0,10,0,10,..,11,3,15,0,15,..,0,0,0,0,0,..,44,9,63,3,62,..,222,23,243,0,244,..,987,141,1126,15,1143,..,41,4,47,664,707,8292,1026,149,1170,676,10141
POA2299,0,12,0,12,..,16,0,23,0,23,..,0,0,0,0,0,..,69,17,78,0,78,..,402,99,505,9,509,..,1773,361,2135,25,2163,..,57,22,80,704,785,8963,1824,390,2214,727,11905
POA2300,0,15,0,17,..,14,3,13,0,13,..,9,0,10,0,10,..,19,3,22,0,22,..,160,11,176,0,182,..,1000,85,1084,13,1099,..,29,0,34,588,619,10340,1033,84,1115,603,12058
POA2302,0,8,0,8,..,6,4,6,0,6,..,3,0,3,0,3,..,0,0,3,0,3,..,21,0,25,4,23,..,203,29,235,3,236,..,6,0,9,54,60,1113,210,30,242,50,1411
POA2303,0,0,0,0,..,10,0,15,0,15,..,4,0,4,0,4,..,33,12,50,6,51,..,102,12,115,7,115,..,863,144,1006,12,1021,..,30,0,30,640,673,8023,891,144,1038,653,9710
POA2304,0,13,0,13,..,29,3,36,0,36,..,3,0,3,0,3,..,78,43,125,0,122,..,262,51,315,3,316,..,1201,248,1452,15,1473,..,57,11,73,767,843,13497,1262,260,1527,785,15807
POA2305,0,36,0,36,..,8,8,18,0,18,..,0,0,0,0,0,..,17,3,24,0,20,..,110,13,123,5,124,..,863,118,985,10,994,..,37,0,32,399,430,11676,896,122,1015,412,13108
POA2306,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,13,0,13,..,27,5,37,0,37,..,95,13,104,0,106,..,6,0,6,431,441,2873,101,13,116,437,3421
POA2307,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,20,4,20,0,20,..,100,12,110,4,117,..,447,50,497,6,500,..,20,0,23,222,240,3795,465,50,519,228,4537
POA2308,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,16,0,16,0,16,..,122,0,121,0,121,..,9,0,9,367,373,865,126,0,127,367,1358
POA2311,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,15,0,15,..,7,0,7,22,32,868,20,0,22,22,913
POA2312,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,6,16,0,16,..,0,0,0,73,73,1414,12,6,16,73,1500
POA2315,0,3,0,3,..,39,8,48,0,48,..,18,3,16,0,16,..,14,5,22,0,22,..,116,16,130,0,130,..,884,100,983,7,991,..,59,3,59,739,800,13494,939,103,1041,747,15287
POA2316,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,5,0,6,0,6,..,36,4,38,0,38,..,168,9,176,0,182,..,13,0,13,360,377,6027,181,9,195,359,6577
POA2317,0,0,0,0,..,10,9,17,0,17,..,0,0,0,0,0,..,0,0,11,0,11,..,32,5,40,0,39,..,256,29,287,0,290,..,15,0,21,296,319,5947,268,32,304,302,6553
POA2318,0,3,0,3,..,14,3,20,0,20,..,0,0,0,0,0,..,12,0,16,0,16,..,90,22,111,4,111,..,389,59,447,7,454,..,25,0,24,461,487,12726,410,60,474,469,13667
POA2319,0,0,0,0,..,4,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,56,3,61,0,59,..,186,21,208,0,212,..,5,0,5,339,344,6333,195,21,213,340,6887
POA2320,9,19,0,19,..,44,5,50,0,50,..,0,0,0,0,0,..,30,15,48,0,48,..,342,47,394,18,412,..,1563,206,1767,31,1800,..,89,5,91,1548,1644,35722,1648,211,1862,1578,39163
POA2321,0,6,0,6,..,15,0,15,0,15,..,0,0,0,0,0,..,3,6,16,0,15,..,164,26,193,3,197,..,694,91,779,12,790,..,42,3,48,644,693,18371,737,91,831,656,19857
POA2322,0,18,0,18,..,32,11,39,0,39,..,0,0,0,0,0,..,39,26,61,0,61,..,224,43,269,11,285,..,1372,280,1655,24,1677,..,70,0,72,762,832,21867,1438,285,1723,787,24373
POA2323,0,15,0,15,..,42,11,54,0,54,..,9,4,15,0,15,..,30,14,48,0,48,..,223,40,262,6,268,..,1208,203,1408,13,1420,..,59,0,62,1092,1152,23480,1269,199,1467,1104,26051
POA2324,0,6,0,9,..,27,8,31,0,31,..,0,0,0,0,0,..,24,4,27,0,27,..,195,23,211,0,218,..,773,106,882,3,886,..,66,7,70,1555,1627,22934,840,113,953,1557,25443
POA2325,0,10,0,10,..,54,25,83,0,83,..,8,0,8,0,8,..,11,10,22,0,22,..,130,26,152,6,159,..,679,106,787,13,798,..,58,3,64,2982,3046,27227,740,114,855,2991,31073
POA2326,0,0,0,0,..,9,0,8,0,8,..,0,0,0,0,0,..,0,3,3,0,3,..,28,3,30,3,35,..,114,14,127,4,131,..,15,0,22,363,386,7359,132,13,145,373,7871
POA2327,0,0,0,0,..,17,4,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,26,3,32,0,32,..,134,22,157,0,157,..,18,7,28,393,421,7253,157,25,181,393,7830
POA2328,0,0,0,0,..,6,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,34,4,40,0,40,..,10,0,10,173,186,2281,42,4,49,173,2506
