LGA_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
LGA12390,225,264,48,55,29,3,66,764,0,0,6,23,21,60,39,5,6,3,0,20,183,0,0,0,4,7,8,20,4,0,0,0,10,58,0,0,0,0,0,3,10,8,3,0,0,12,43,3,0,12,74,41,101,49,9,4,0,0,61,363,0,0,0,0,0,0,9,0,0,0,5,414,429,16,6,40,141,165,752,1272,720,439,430,151,940,5077,0,3,0,36,101,215,194,29,32,6,0,83,700,0,5,50,123,113,89,38,14,0,0,0,51,489,0,3,5,7,4,15,8,0,0,0,0,13,58,0,4,37,47,20,16,3,0,0,0,0,24,151,12,15,187,262,147,151,53,7,8,0,0,120,964,0,0,3,0,0,0,0,0,0,0,0,45,49,15,27,289,477,385,485,293,50,41,11,5,329,2403,78,44,467,1396,950,2161,2496,1237,675,655,232,1761,12162,4,0,3,8,20,63,342,297,201,187
LGA12700,40,66,14,24,13,0,14,179,0,0,0,8,13,12,20,5,5,0,0,8,63,0,0,0,0,0,3,4,0,3,0,0,3,13,0,0,0,0,0,0,6,0,0,0,0,4,11,3,3,6,9,10,18,14,3,0,0,4,6,76,0,0,0,0,0,0,0,0,0,0,0,59,61,5,3,10,32,41,134,248,142,99,99,26,154,988,0,0,0,5,6,10,20,4,0,0,0,13,72,0,0,13,23,14,12,9,0,0,0,0,15,92,0,0,0,0,4,0,5,0,4,0,0,6,11,0,0,8,3,0,0,0,0,0,0,0,0,11,0,3,23,47,18,25,3,4,0,0,0,20,141,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,44,81,45,53,31,13,3,0,0,52,322,16,5,88,306,192,385,487,215,153,151,44,294,2347,0,0,0,0,7,13,28,45,20,31
LGA12730,39,54,6,7,0,0,12,149,0,0,0,5,0,10,11,0,0,0,0,0,28,0,0,0,0,4,3,9,0,0,0,0,4,17,0,0,0,0,0,3,3,3,0,0,0,0,19,0,0,3,11,5,17,5,0,3,0,0,11,72,0,0,0,0,0,0,0,0,0,0,0,59,62,3,0,17,35,41,141,244,108,61,50,16,148,878,0,6,0,6,15,26,17,0,0,4,0,14,89,0,0,14,31,18,17,7,0,0,0,0,8,100,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,6,4,0,3,0,0,0,0,0,3,15,0,4,27,32,28,20,15,5,0,0,0,21,159,0,0,0,0,0,0,0,0,0,0,0,9,12,0,3,53,86,64,69,40,11,0,4,0,61,386,30,10,109,301,199,408,533,186,85,69,32,325,2282,0,3,0,0,0,14,64,58,29,27
LGA12750,158,161,21,28,8,3,38,467,0,0,3,42,45,95,50,8,10,9,0,26,277,0,0,0,4,0,13,12,0,0,0,0,13,40,0,0,0,5,0,4,7,7,0,8,0,4,35,5,0,26,53,57,102,51,13,3,6,0,54,366,0,0,0,0,5,5,5,0,0,0,0,214,231,12,3,40,153,163,689,790,289,168,135,43,511,2995,0,0,0,31,34,97,67,8,10,0,0,45,299,0,4,47,139,97,82,24,0,6,0,0,38,434,0,0,3,14,13,7,8,0,0,0,0,3,56,0,4,30,38,14,3,0,0,0,0,0,15,99,13,13,124,189,115,104,41,5,7,0,0,78,673,0,0,0,0,0,0,0,0,0,0,0,32,36,12,27,202,411,265,299,141,11,22,0,0,203,1585,74,39,409,1825,1081,2277,1750,582,323,236,71,1222,9905,0,4,3,3,5,40,163,111,62,57
LGA12850,1632,1624,429,420,218,92,417,5840,16,11,168,431,293,516,379,107,72,49,19,185,2240,9,7,39,42,64,155,124,39,33,16,11,154,688,0,0,3,3,9,28,43,42,16,27,7,52,231,154,57,414,1130,613,1321,1220,342,174,167,56,685,6344,5,5,21,22,25,60,46,6,8,5,4,1200,1403,276,120,752,2056,1806,4689,5990,2667,1646,1643,728,3485,25853,9,11,47,134,227,550,534,196,107,53,25,208,2102,4,31,245,349,213,294,182,46,24,17,5,125,1542,7,3,28,36,49,48,45,16,5,4,4,51,293,21,21,211,133,53,92,59,11,3,6,0,55,663,222,124,1207,1219,742,1130,743,202,81,65,17,577,6337,3,3,12,18,5,18,6,0,0,0,0,215,292,270,202,1746,1888,1292,2141,1568,476,231,144,53,1227,11228,894,371,3205,7221,4180,8763,9288,3860,2195,2075,866,5722,48657,0,0,0,3,15,65,472,465,295,253
LGA12870,60,70,14,5,8,4,16,201,0,0,0,3,6,21,10,0,3,0,0,3,48,4,0,0,4,0,4,5,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,7,12,9,25,10,7,0,0,0,6,75,0,0,0,0,0,0,3,0,0,0,0,62,66,7,0,16,34,53,216,391,144,66,63,20,181,1192,0,0,4,8,16,19,28,12,0,4,0,11,98,0,4,16,26,26,27,8,0,0,0,0,5,110,0,0,0,0,0,4,4,0,0,0,0,0,9,0,0,10,15,5,3,0,0,0,0,0,3,27,0,0,25,51,20,26,8,3,3,0,0,17,151,0,0,0,0,0,0,0,0,0,0,0,8,13,8,9,48,106,64,81,46,19,3,4,0,46,416,38,9,132,548,305,665,750,268,114,97,29,389,3340,0,0,0,0,7,16,67,58,44,19
LGA12900,51,40,11,13,0,0,13,159,0,0,0,3,5,10,0,0,0,0,0,0,26,0,0,0,0,3,3,9,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,24,6,17,10,0,0,0,0,8,63,0,0,0,0,0,0,0,0,0,0,0,65,65,4,3,10,45,49,165,230,115,52,46,19,156,898,0,0,0,6,19,28,13,3,0,0,0,13,87,0,3,7,23,15,19,3,5,0,0,0,10,85,0,0,3,6,0,6,6,0,0,0,0,0,15,0,0,11,13,0,0,0,0,0,0,0,3,25,4,3,36,41,38,36,13,0,0,0,0,19,195,0,0,0,0,0,0,0,0,0,0,0,5,10,12,6,63,85,79,79,37,5,0,0,0,51,414,37,15,105,356,232,488,452,198,87,75,33,308,2406,3,0,4,0,7,22,65,52,23,24
LGA12930,811,1068,253,738,241,144,229,3951,7,5,65,150,119,217,174,72,62,67,22,81,1036,0,0,11,26,30,69,58,28,19,14,11,42,307,0,0,0,0,4,14,41,31,17,30,13,39,197,61,20,113,227,130,338,386,133,85,96,48,206,1848,0,0,0,6,9,13,12,0,5,0,0,964,1024,110,53,274,624,687,2308,3770,2200,2131,2503,1556,2351,18562,4,11,18,78,126,382,459,149,161,65,18,175,1653,9,13,91,194,154,213,155,48,27,21,6,97,1019,3,3,12,15,23,25,26,10,11,3,0,22,156,20,6,70,69,18,36,15,0,6,0,0,12,249,104,52,298,384,261,408,340,97,67,38,21,213,2270,0,0,0,8,5,3,5,0,0,0,0,62,91,136,79,493,748,587,1067,997,307,271,124,40,584,5449,674,169,1270,3218,2339,5409,6929,3749,3077,3466,2062,3852,36217,0,0,0,5,10,59,509,638,498,591
LGA12950,23,20,0,6,0,0,8,69,0,0,0,0,3,4,5,0,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,11,10,8,5,0,0,0,0,8,49,0,0,0,0,0,0,0,0,0,0,0,29,31,9,0,12,25,27,85,95,33,19,24,3,102,435,0,0,0,6,8,12,12,3,0,0,0,4,36,0,0,3,13,12,6,4,0,0,0,0,6,46,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,5,0,0,0,0,0,0,0,6,11,0,0,29,20,17,11,0,0,0,0,0,7,91,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,41,44,38,29,14,3,0,0,0,29,200,12,6,71,173,129,223,200,58,27,39,5,204,1164,0,0,3,3,10,18,31,17,13,14
LGA13010,40,31,6,0,0,0,14,114,0,0,4,15,8,17,7,0,0,0,0,0,49,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,3,3,0,0,5,0,5,15,0,0,4,12,13,15,7,0,0,0,0,12,73,0,0,0,0,0,0,0,0,0,0,0,53,54,3,0,20,43,46,180,185,85,27,29,10,133,764,0,0,0,6,21,20,19,6,0,0,0,16,86,0,0,11,22,12,14,5,0,0,0,0,7,82,0,0,4,0,3,0,0,0,0,0,0,0,9,0,0,15,8,0,0,0,0,0,0,0,3,27,0,4,42,35,22,31,4,4,0,0,0,24,173,0,0,0,0,0,0,0,0,0,0,0,7,10,0,6,69,76,61,77,32,5,0,0,0,61,387,18,7,153,410,232,496,409,144,51,47,25,305,2291,3,0,0,0,0,24,51,24,12,13
LGA13310,126,155,27,49,14,14,42,462,0,0,6,11,15,30,22,6,0,3,0,22,116,0,0,0,0,0,15,18,0,0,0,0,13,51,0,0,0,0,0,0,12,5,5,5,0,14,41,5,0,15,37,23,52,37,4,3,0,0,26,207,0,0,0,0,0,0,0,0,0,0,0,166,173,7,8,22,76,94,390,818,452,257,249,90,418,2890,0,3,5,15,51,123,84,16,11,4,0,47,365,0,0,33,66,54,52,30,5,0,0,0,24,270,0,0,5,5,7,11,6,0,0,0,0,11,42,0,4,30,30,9,6,6,0,0,0,0,12,88,10,8,87,149,82,89,44,0,3,0,0,53,543,0,0,0,0,4,0,0,0,0,0,0,13,15,12,16,160,274,198,284,168,28,17,5,0,155,1319,41,36,265,910,547,1249,1552,753,415,408,118,857,7157,0,0,0,8,5,24,144,137,92,99
LGA13340,69,56,11,21,0,0,16,195,0,0,0,0,7,16,10,0,0,0,0,9,45,0,0,0,0,0,0,7,0,4,0,0,3,15,0,0,0,0,0,0,4,0,0,0,0,6,16,0,0,5,8,9,13,15,0,0,0,0,9,68,0,0,0,0,0,0,0,0,0,0,0,58,61,6,4,15,33,47,234,325,125,106,64,23,174,1156,0,0,3,3,9,23,19,5,7,0,0,12,89,0,0,7,25,19,11,11,0,0,0,0,12,84,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,7,7,0,6,0,0,0,0,0,0,19,6,0,30,32,21,22,4,3,0,0,0,9,124,0,0,0,0,0,0,0,0,0,0,0,4,11,6,3,52,66,54,60,40,12,8,0,0,38,337,31,10,113,346,206,518,575,220,149,103,44,307,2622,5,6,0,8,8,17,71,36,35,20
LGA13450,147,160,31,45,16,4,51,536,0,0,9,18,14,26,19,8,5,0,0,15,110,0,0,0,4,0,11,8,0,0,0,0,14,46,0,0,0,0,0,5,12,3,6,3,0,4,39,9,5,19,37,20,47,44,6,4,0,0,28,224,0,0,0,0,0,3,0,0,0,0,0,154,163,23,9,60,110,124,479,860,374,217,217,70,454,2994,0,0,4,14,40,58,60,7,11,8,0,32,239,0,0,22,62,44,43,19,0,0,0,0,17,217,0,0,0,4,6,14,8,0,0,0,0,5,30,0,0,15,14,3,6,0,0,0,0,0,4,50,11,3,59,81,46,62,28,9,6,0,3,27,340,0,0,3,0,0,0,0,0,0,0,0,14,15,16,10,105,178,142,172,119,20,18,10,4,105,892,92,27,279,686,476,1065,1503,598,335,311,111,732,6207,0,0,0,0,5,18,152,153,76,78
LGA13550,57,88,15,36,5,3,29,254,0,0,0,13,5,18,13,3,0,3,0,3,54,0,0,0,0,3,7,4,0,0,0,0,0,15,0,0,0,0,0,0,3,0,4,0,0,6,11,4,0,0,26,18,28,10,3,0,5,0,22,112,0,0,0,0,0,0,3,0,0,0,0,67,73,12,3,8,57,58,189,374,150,124,104,34,211,1318,0,0,4,8,25,36,29,3,7,0,0,19,129,0,0,9,34,16,13,8,4,0,0,0,8,97,0,0,4,11,0,0,0,0,3,0,0,4,16,0,0,16,16,9,4,0,0,0,0,0,3,48,0,4,43,61,27,36,18,5,7,3,0,22,218,0,0,4,0,0,0,0,0,0,0,0,13,22,3,6,83,122,70,95,52,14,14,4,0,66,533,24,12,134,449,264,512,667,246,188,169,58,400,3134,3,0,0,0,12,12,62,65,52,58
LGA13660,37,24,6,4,0,0,15,109,0,0,3,3,9,3,0,0,0,0,0,3,23,0,0,0,0,0,4,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,3,21,8,19,8,0,0,0,0,10,70,0,0,0,0,0,0,0,0,0,0,0,38,36,6,4,18,34,35,120,103,55,25,19,3,109,537,0,0,6,3,8,11,5,0,0,0,0,6,39,0,0,0,6,11,3,4,0,0,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,4,0,0,0,0,0,0,14,0,3,10,21,14,19,5,0,0,0,0,10,81,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,22,35,32,32,12,0,4,0,0,27,165,29,9,71,261,120,281,230,88,37,35,13,202,1380,7,0,3,6,5,22,47,44,4,9
LGA13800,367,582,126,208,81,38,123,1624,0,0,5,21,31,71,54,26,23,9,6,41,288,0,0,0,0,9,31,29,3,13,9,0,28,129,0,0,0,0,0,9,23,10,3,15,10,28,98,8,0,25,44,49,100,101,19,16,11,7,58,437,0,0,0,0,5,5,14,0,0,0,0,383,408,31,11,67,137,207,939,2092,1234,935,975,441,1157,8216,5,5,13,22,74,228,299,90,71,32,10,109,953,0,9,60,125,115,159,70,23,13,4,0,52,616,0,0,10,9,10,17,19,7,0,0,0,12,91,3,6,30,48,10,12,6,0,0,0,0,9,135,25,26,157,232,125,177,91,31,21,6,4,97,988,0,5,0,0,0,0,0,0,0,0,0,38,54,34,53,264,441,337,587,494,147,102,40,11,320,2829,126,67,493,1280,955,2471,3788,2062,1385,1357,578,1894,16461,6,0,4,0,5,37,275,371,298,283
LGA13850,21,11,3,8,0,0,5,53,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,11,6,0,0,0,0,8,31,0,0,0,0,0,4,0,0,0,0,0,28,30,0,0,3,8,23,70,67,36,22,6,4,80,312,0,0,0,0,0,5,15,0,0,0,0,7,26,0,0,6,11,5,6,0,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,6,7,0,6,3,0,0,0,0,0,0,0,0,0,7,0,3,17,11,9,10,0,0,0,0,0,4,54,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,27,29,9,15,12,0,0,0,0,24,129,4,7,45,93,72,155,122,57,34,18,10,152,775,0,0,0,0,0,11,22,19,12,3
LGA13910,110,112,9,33,3,0,30,349,5,0,8,18,11,19,12,4,0,0,4,10,85,0,0,0,4,4,11,9,3,0,0,0,5,38,0,0,0,0,0,5,7,3,0,0,0,3,20,3,0,14,37,31,57,22,4,3,0,0,22,177,0,0,0,0,0,4,0,0,0,0,0,139,143,13,5,32,88,107,365,515,187,129,82,43,365,1931,0,0,0,9,27,48,40,3,3,4,0,17,156,4,0,16,50,47,40,13,0,0,0,0,20,178,0,0,0,6,5,5,0,0,0,0,0,0,15,0,0,14,16,3,0,0,0,0,0,0,0,41,0,5,78,120,60,61,18,3,3,0,0,41,382,0,0,0,0,0,0,4,0,0,0,0,4,11,7,3,111,193,136,154,72,11,3,3,0,82,784,58,18,226,770,472,902,973,305,187,151,72,654,4788,5,0,0,6,12,38,126,74,50,37
LGA14000,438,1091,239,1549,389,206,262,4358,0,4,28,89,59,156,218,79,102,61,37,76,920,5,0,9,15,6,28,43,16,50,16,10,37,220,0,0,0,3,0,8,23,21,20,39,28,42,187,54,15,56,120,70,162,255,100,76,81,34,87,1112,0,0,0,4,5,6,9,0,4,3,3,1130,1167,87,34,145,343,309,1383,3449,2262,3670,4209,2601,2648,21123,4,4,17,35,64,303,510,141,214,126,36,209,1656,0,11,81,142,147,246,176,48,49,15,8,101,1028,0,0,5,9,13,21,25,4,8,5,3,28,118,12,9,34,35,11,20,18,0,7,0,0,17,164,91,36,162,188,148,269,199,94,63,29,9,153,1434,4,0,0,0,0,5,3,0,0,0,0,35,45,114,62,299,412,381,857,922,289,338,177,51,542,4446,430,112,764,1884,1505,4238,6447,3838,5051,5774,3335,4037,37420,5,3,0,0,9,33,269,435,430,644
LGA14100,20,48,11,161,59,55,54,423,0,0,0,3,0,10,7,6,11,7,8,5,65,0,0,0,0,0,0,4,0,0,4,0,0,15,0,0,0,0,0,0,0,3,0,4,0,0,12,0,0,3,6,0,14,11,6,9,13,8,10,88,0,0,0,0,0,0,0,0,0,4,0,94,96,7,3,10,13,14,69,162,114,281,359,413,272,1719,0,0,0,4,6,11,24,8,31,11,0,18,109,0,0,3,8,12,21,12,0,3,3,0,16,77,0,0,0,0,0,0,0,0,5,0,0,3,11,0,0,0,5,0,0,0,0,0,0,0,0,5,11,0,23,19,11,26,17,9,10,5,0,11,156,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,26,34,26,60,55,22,40,18,8,51,366,32,3,51,128,80,247,382,262,465,556,591,428,3240,0,0,0,0,0,3,19,28,48,52
LGA14170,505,783,212,1096,282,180,175,3484,0,4,33,79,82,148,155,63,75,52,19,51,769,0,3,3,17,7,47,45,24,45,11,13,31,249,0,0,0,0,0,17,14,21,20,50,48,29,203,37,8,74,160,122,300,360,136,65,85,30,170,1551,0,0,4,0,0,11,11,4,12,0,0,946,988,77,26,161,383,417,1497,2708,1876,2558,3280,2597,2010,17580,10,13,17,48,126,392,612,130,380,90,14,232,2067,6,17,90,176,197,308,207,43,55,17,4,105,1216,0,0,12,13,9,26,43,8,26,5,0,13,161,11,7,84,60,21,36,28,3,5,3,0,31,296,55,48,322,408,257,424,324,123,62,30,14,261,2334,0,0,0,8,4,7,5,0,0,0,0,56,85,82,86,533,717,625,1191,1214,300,530,151,31,710,6167,390,143,1082,2680,1830,4438,6590,4350,4680,6247,4791,4100,41316,0,0,3,3,12,61,587,1091,1152,1900
LGA14220,90,87,15,16,0,0,23,288,0,0,0,8,10,26,13,3,4,0,0,8,72,0,0,0,5,0,6,0,0,3,0,0,10,31,0,0,0,0,0,0,10,0,0,3,0,8,19,7,3,21,56,28,57,28,6,0,0,0,31,241,0,0,0,0,3,5,0,0,0,0,0,137,148,14,7,38,102,103,353,478,173,89,71,25,308,1771,0,0,5,13,35,55,32,3,0,0,0,18,156,0,0,8,46,27,39,12,0,6,0,0,13,154,0,0,0,7,4,0,0,0,0,0,0,0,16,0,4,20,17,4,4,0,0,0,0,0,3,54,3,3,63,97,84,76,18,0,5,0,0,43,387,0,0,3,5,0,0,0,0,0,0,0,17,23,8,13,97,186,154,170,62,6,5,0,0,95,800,61,24,210,799,475,949,864,281,136,116,57,582,4554,6,3,0,10,11,34,116,79,33,37
LGA14300,35,36,4,5,3,0,3,107,0,0,0,0,4,8,6,5,0,0,0,3,32,0,0,0,0,0,3,3,0,4,0,0,6,20,0,0,0,0,0,0,4,3,0,0,0,0,12,0,0,0,17,6,12,5,0,0,0,0,8,47,0,0,0,0,0,0,0,0,0,0,0,35,29,3,0,6,24,30,92,151,82,31,52,5,102,583,0,0,0,0,10,16,9,0,0,0,0,7,46,0,0,0,14,11,12,0,0,0,0,0,4,40,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,7,7,0,0,0,0,0,0,0,0,16,0,0,20,29,22,18,8,0,0,0,0,8,111,0,0,0,0,0,5,0,0,0,0,0,0,9,0,3,34,53,44,45,18,0,3,0,0,19,227,22,5,66,190,133,225,275,126,54,71,11,180,1354,3,0,0,3,0,9,32,26,25,18
LGA14350,130,113,15,20,7,0,27,362,0,0,6,25,26,66,27,12,7,0,0,12,183,0,0,0,4,0,3,7,5,0,0,0,9,33,0,0,0,0,0,0,6,7,3,3,0,10,30,13,5,16,80,55,123,58,6,0,0,0,55,404,0,0,0,0,0,4,6,0,0,0,0,178,194,17,11,34,132,151,550,650,236,131,78,29,414,2425,0,0,5,20,43,92,63,12,3,0,0,39,285,0,4,34,84,74,61,16,0,6,0,0,39,315,0,0,0,7,0,7,3,0,0,0,0,8,36,0,3,30,39,10,5,3,0,0,0,0,5,107,11,7,158,252,160,138,41,8,0,0,0,109,897,0,0,5,3,3,0,0,4,0,0,0,31,42,9,15,238,411,291,310,119,25,12,0,0,231,1681,53,38,388,1440,848,1601,1278,413,220,143,58,927,7393,4,5,4,4,11,26,105,77,36,34
LGA14400,70,130,24,81,26,15,25,387,0,0,0,6,12,15,25,3,15,5,0,19,102,0,0,0,0,0,3,8,4,8,0,0,9,43,0,0,0,0,0,0,7,0,0,3,4,8,28,0,0,0,15,15,20,40,6,3,5,0,28,145,0,0,0,0,0,0,0,0,0,0,0,155,162,5,8,8,31,46,222,565,319,309,374,147,399,2432,0,0,6,11,16,57,83,25,23,5,0,30,247,0,3,14,41,36,49,25,5,3,0,0,22,187,0,0,0,3,0,3,0,0,0,0,0,3,12,0,0,10,10,8,0,0,0,0,0,0,0,29,7,3,32,43,43,53,26,10,0,0,0,24,236,0,0,0,0,0,0,0,0,0,0,0,3,7,7,4,55,103,98,165,136,32,27,5,0,86,718,27,20,128,501,417,927,1153,572,506,534,216,701,5695,0,0,0,0,0,22,66,62,71,75
LGA14500,160,457,135,1896,542,407,326,4025,0,0,23,23,26,73,116,62,107,96,72,79,681,3,3,0,3,3,20,20,12,74,21,10,33,210,0,0,0,0,0,0,9,3,15,25,29,19,108,50,11,41,63,29,115,191,101,128,119,82,118,1053,3,0,0,0,3,0,8,0,16,6,3,1180,1218,91,25,85,149,167,582,1494,1049,3426,3759,3541,2681,17053,3,3,0,21,49,130,310,71,249,90,20,125,1079,6,6,38,81,63,110,117,36,54,24,5,74,620,0,0,7,8,4,7,16,8,7,10,0,17,83,12,10,23,12,8,11,3,4,3,0,0,11,98,98,35,99,105,73,160,182,82,70,42,24,114,1084,0,0,0,0,0,0,0,0,0,0,0,18,24,126,59,174,227,198,421,628,199,388,166,49,352,2983,361,96,445,910,804,2418,3858,2189,4782,5297,4695,3837,29700,3,0,0,3,0,26,135,229,273,427
