LGA_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
LGA12390,36,29,30,33,31,8,8,0,0,184,2613,1488,1394,1796,1989,1825,1398,877,336,13713,0,0,0,0,0,0,0,0,0,0,156,81,106,105,122,146,94,55,19,876,8,6,5,0,4,4,4,0,0,25,3746,2186,1603,1887,1928,1504,1135,658,206,14848,15,9,0,12,13,14,0,0,0,62,27,18,21,18,24,29,20,7,3,179,15,16,7,3,15,20,15,4,3,93,12,0,7,3,4,3,3,0,0,42,45,39,35,19,37,36,23,14,3,257,0,0,5,0,3,0,0,0,0,9,11,0,8,10,0,9,7,5,0,60,135,77,67,47,82,49,34,20,3,508,245,176,193,233,375,356,249,157,72,2058,46,34,21,38,29,36,31,12,0,249,24,24,22,19,15,29,15,14,3,164,487,353,319,377,476,476,328,251,120,3197,270,130,111,118,130,87,39,29,4,920,0,0,0,3,3,3,0,0,0,16
LGA12700,4,0,7,5,11,6,0,0,0,38,505,288,228,378,470,474,341,159,64,2909,0,0,0,0,0,0,0,0,0,0,29,17,16,26,32,34,30,19,13,212,0,0,0,0,0,0,0,0,0,0,347,231,132,218,259,218,166,70,26,1667,4,0,0,0,4,0,5,0,0,9,0,0,0,4,0,4,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,6,6,31,16,8,4,9,3,3,3,0,0,47,72,36,33,77,88,99,80,35,18,543,0,0,0,0,9,0,0,0,0,17,3,0,4,0,3,3,3,0,0,19,78,40,47,61,115,106,64,30,12,549,18,29,7,16,34,26,7,7,0,149,0,0,0,0,0,0,5,0,0,4
LGA12730,0,9,3,8,3,3,0,0,0,18,274,133,133,243,299,314,251,166,51,1861,0,0,0,0,0,0,0,0,0,0,41,17,7,23,16,25,11,3,4,150,0,0,0,0,0,0,0,0,0,0,468,281,204,283,338,301,238,157,51,2323,0,0,0,0,0,0,3,0,0,0,8,4,5,3,0,3,7,0,0,22,5,0,0,3,4,7,7,3,0,37,0,0,0,0,0,0,0,0,0,0,5,7,3,9,4,8,6,5,4,53,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,0,4,5,12,0,5,0,0,36,47,19,24,49,79,110,89,50,22,485,7,7,8,0,11,8,5,6,4,53,0,0,0,0,0,0,0,0,0,3,140,87,60,102,170,188,113,115,53,1044,41,22,10,10,18,16,4,0,0,128,0,0,0,0,0,0,0,0,0,0
LGA12750,35,38,24,67,67,51,20,0,3,308,1289,647,539,983,1302,1929,1692,1098,477,9956,0,0,0,0,0,0,0,0,0,0,50,27,15,36,67,66,70,31,13,372,0,0,0,0,5,0,0,0,0,5,1324,789,559,895,1217,1389,1237,646,180,8237,0,0,0,3,0,4,7,5,0,15,21,10,9,26,26,33,53,15,5,201,31,24,20,37,32,34,29,18,9,226,14,4,0,3,4,6,7,0,0,28,10,3,11,15,37,50,66,42,16,264,0,0,0,0,0,0,0,0,0,3,0,0,6,8,3,6,8,3,3,44,49,22,16,25,33,46,24,11,0,222,81,56,55,80,196,313,298,209,88,1371,30,12,12,13,13,27,28,3,6,140,30,10,4,15,12,6,9,5,0,90,148,99,64,117,209,300,314,193,100,1546,138,69,51,58,82,98,90,37,14,628,6,3,0,0,0,7,10,7,0,39
LGA12850,8559,6175,5793,6963,7492,4816,1838,1189,406,43232,1225,1171,951,1113,1622,1612,1110,889,288,9991,1187,931,880,843,965,704,457,267,62,6285,590,406,376,373,365,338,160,93,34,2736,0,0,0,6,4,0,0,5,0,13,12492,9480,7809,8320,8684,7496,5116,3294,1024,63711,7,14,0,4,15,6,11,5,4,77,1767,1413,1495,1538,1487,1626,1066,579,182,11159,152,111,106,113,109,105,78,27,10,815,306,143,111,104,78,50,21,20,5,830,22,31,28,33,49,89,76,76,28,418,232,166,121,139,171,114,91,53,15,1104,139,98,72,77,70,74,43,18,7,589,397,280,191,217,186,138,68,18,4,1495,123,134,111,136,221,204,168,124,46,1276,38,28,23,12,20,24,18,14,0,189,135,98,95,72,81,73,49,22,4,633,340,283,186,191,282,205,136,100,39,1750,755,527,470,363,378,261,132,76,27,2982,44,35,41,12,39,26,15,12,4,230
LGA12870,6,4,8,15,10,11,3,0,0,58,338,211,181,294,418,516,471,290,82,2794,0,0,0,0,0,0,0,0,0,0,46,21,10,34,17,12,23,8,0,178,0,0,0,0,0,0,0,6,0,3,763,379,314,412,485,519,422,274,71,3638,0,0,0,4,0,0,4,0,4,13,4,0,6,0,4,0,0,0,0,21,7,0,0,4,4,4,4,0,0,33,4,0,0,4,0,5,0,0,0,12,18,20,14,19,16,20,31,15,7,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,12,11,3,0,0,47,96,73,40,89,141,170,191,137,54,994,0,0,0,0,3,4,10,10,0,22,0,0,0,0,4,3,4,0,0,14,94,54,51,82,126,154,143,85,34,814,23,13,7,7,23,21,17,8,0,122,0,0,0,0,0,0,0,0,0,3
LGA12900,4,0,0,9,0,5,6,0,0,24,412,235,216,332,399,408,357,221,95,2670,0,0,0,0,0,0,0,0,0,0,39,13,18,12,10,17,16,6,5,124,0,0,0,0,0,0,0,0,0,0,870,461,354,390,407,405,311,179,49,3421,0,0,0,0,0,0,0,0,0,7,11,0,0,0,3,3,3,4,0,28,8,4,3,0,3,5,0,4,0,29,0,0,0,0,0,0,0,0,0,0,7,11,7,5,15,10,12,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,3,0,4,20,39,24,34,42,72,77,57,45,12,407,5,3,5,4,5,7,4,0,0,47,0,0,0,0,0,3,0,0,0,3,55,59,46,60,94,97,74,55,18,563,27,16,4,12,17,15,15,11,6,117,0,0,0,0,0,0,0,0,0,3
LGA12930,675,836,1455,1171,1314,844,404,235,56,6986,2169,1584,1438,1913,2318,2454,1925,1591,1189,16585,0,5,0,0,0,0,0,0,0,10,449,341,347,349,433,316,201,147,78,2674,13,9,0,7,10,10,4,15,6,81,6439,4188,3791,4649,4613,3744,2693,1980,759,32864,15,12,10,11,13,4,4,5,0,85,3541,1862,1753,3027,2199,1511,1302,746,160,16092,58,35,59,73,47,41,28,11,13,360,65,46,43,44,29,29,8,10,0,268,26,14,27,45,42,39,54,40,20,313,322,223,280,180,199,168,98,44,5,1525,53,50,61,56,56,36,19,17,15,358,198,155,200,169,142,88,50,21,6,1037,304,248,288,315,438,444,299,279,202,2824,32,42,25,31,34,46,43,21,14,283,33,22,28,20,20,14,13,6,0,154,395,411,313,349,501,502,374,345,271,3457,391,333,393,335,330,207,106,50,30,2173,51,44,26,40,52,42,17,19,5,293
LGA12950,3,0,0,5,0,0,0,0,0,10,219,132,107,145,184,204,172,93,34,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,243,132,97,110,170,118,118,53,23,1075,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,6,11,7,8,8,3,5,5,0,0,42,3,0,0,0,0,0,0,0,0,4,3,9,6,5,13,6,12,4,0,61,0,0,0,0,0,0,0,0,0,0,15,6,6,0,0,3,7,0,0,43,25,23,5,21,15,16,12,7,0,127,68,33,36,58,83,79,71,59,15,511,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,6,3,4,0,13,19,27,25,23,45,41,34,25,8,249,14,9,7,8,17,5,4,3,0,64,6,0,0,3,0,0,0,0,0,11
LGA13010,0,7,6,6,11,11,4,0,0,48,474,288,255,315,467,472,437,267,91,3074,0,0,0,0,0,0,0,0,0,0,20,16,7,5,12,23,16,7,0,113,0,0,0,0,0,0,0,0,0,0,414,203,167,206,261,269,209,117,34,1888,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,3,0,0,0,11,0,0,4,3,10,7,6,7,0,35,4,0,0,3,0,0,0,0,0,9,0,0,0,4,4,8,9,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,3,3,8,5,8,3,0,0,68,29,17,14,45,80,86,87,42,31,422,15,5,4,9,8,9,9,3,0,60,0,3,4,0,8,5,6,0,0,26,48,48,35,50,82,121,118,75,25,616,34,10,9,17,26,28,24,10,0,155,0,0,0,0,0,0,0,0,0,5
LGA13310,27,16,22,39,26,24,11,0,0,180,1408,888,803,1134,1224,1242,939,627,246,8514,0,0,0,0,0,0,0,0,0,0,81,59,44,47,52,40,38,14,4,391,44,38,10,19,18,0,3,5,0,138,1717,1140,933,1086,1232,1036,797,453,171,8562,0,0,0,0,0,0,3,0,0,9,22,16,15,28,30,18,26,11,0,163,21,5,15,12,12,13,21,8,7,99,9,0,9,5,3,0,0,0,0,26,7,5,5,12,16,19,17,12,6,93,5,4,4,4,5,6,0,0,0,20,3,0,3,4,5,3,3,0,0,24,35,31,13,21,25,13,9,3,0,147,54,41,46,71,117,178,120,85,29,750,13,7,12,10,17,27,13,13,3,100,16,8,11,7,8,16,13,3,4,87,208,122,93,159,221,239,196,126,50,1415,82,46,45,48,74,52,25,5,3,380,3,0,0,0,0,6,3,0,0,25
LGA13340,3,0,6,4,6,6,0,0,0,19,362,185,157,272,324,360,252,152,73,2149,0,0,0,0,0,0,0,0,0,0,34,11,13,19,19,27,14,0,0,132,0,0,0,0,0,0,0,0,0,0,530,290,202,262,336,276,187,88,25,2187,0,0,0,0,3,0,0,0,0,3,8,0,0,6,0,5,0,0,0,18,0,0,4,0,4,4,0,0,0,13,4,0,3,0,6,0,0,0,0,20,270,110,77,126,165,156,131,88,31,1157,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,10,69,28,34,20,23,34,14,0,0,225,53,28,29,61,96,129,107,58,35,587,10,3,3,0,5,0,3,3,0,29,4,0,0,4,0,11,6,5,0,40,106,91,59,78,153,134,84,57,24,781,65,29,24,20,35,31,20,3,0,227,0,0,0,0,0,0,0,0,0,0
LGA13450,8,12,14,13,13,16,0,0,0,80,742,465,459,559,579,540,304,233,108,3984,0,0,0,0,0,5,0,0,0,7,27,15,17,20,20,13,13,4,0,125,18,27,7,11,8,3,0,5,0,75,2444,1423,1144,1352,1497,1146,896,692,255,10858,0,0,0,0,0,0,0,0,0,0,13,5,4,7,4,3,4,0,0,43,12,7,13,11,21,17,14,3,3,95,37,26,12,10,5,9,4,0,0,101,19,23,18,14,14,17,8,4,0,121,0,0,3,0,3,0,0,0,0,13,38,6,18,5,7,10,0,0,0,83,84,41,23,37,48,33,15,7,0,295,68,52,65,96,147,163,120,84,33,824,17,8,3,7,5,13,7,0,0,59,77,52,14,32,25,23,9,3,0,228,317,183,198,210,220,200,110,117,45,1599,90,55,44,41,43,27,9,6,0,317,13,7,3,3,5,0,0,0,0,39
LGA13550,0,7,4,3,10,6,4,0,0,34,709,453,386,521,663,570,493,307,83,4186,0,0,0,0,0,0,0,0,0,0,27,13,10,17,14,27,15,8,0,140,0,0,0,0,0,0,0,0,0,0,778,444,367,385,412,354,279,183,49,3252,0,0,0,0,4,0,0,0,0,3,12,0,4,4,0,5,0,0,0,20,6,5,4,0,3,9,5,6,0,30,0,0,0,0,0,0,4,0,0,6,17,6,10,12,13,3,11,5,0,71,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,0,0,0,13,11,4,8,11,9,10,5,0,0,58,40,45,51,68,122,147,89,70,26,650,10,10,7,3,3,6,14,4,0,61,8,6,7,7,4,5,0,4,0,45,82,51,42,73,94,93,79,54,26,605,45,25,22,23,26,26,15,7,4,205,0,0,0,0,0,3,0,0,0,9
LGA13660,0,0,0,3,0,0,0,0,0,12,334,187,164,259,318,343,318,181,77,2184,0,0,0,0,0,0,0,0,0,0,12,6,4,3,5,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,256,110,101,142,142,122,113,58,11,1053,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,4,9,6,9,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,30,8,20,35,67,75,81,39,12,364,5,7,3,10,0,4,3,4,0,38,8,0,0,0,4,0,5,0,0,12,35,21,20,30,45,31,34,19,10,230,16,5,11,6,10,9,5,5,4,67,0,0,0,0,0,0,0,0,0,0
LGA13800,31,60,62,61,77,71,25,6,0,391,3380,2207,1881,2857,2850,2399,1561,824,370,18320,0,0,0,0,0,0,0,0,0,0,229,168,145,123,151,152,87,32,16,1102,53,27,20,29,10,14,10,10,0,169,4294,2777,2046,2584,2492,1728,1062,469,146,17588,12,5,4,7,11,24,23,3,4,91,140,74,82,102,124,77,60,41,6,709,62,50,33,38,40,23,26,21,5,293,43,42,23,29,23,20,9,0,0,199,14,30,22,38,59,36,37,26,17,284,5,0,0,0,4,6,0,0,0,10,13,11,0,7,15,3,9,0,5,66,193,165,147,98,138,88,28,18,0,868,162,117,148,242,324,359,219,113,64,1746,27,30,26,20,38,26,14,9,8,184,26,20,17,22,23,23,16,8,3,146,499,418,263,289,433,373,240,139,57,2720,306,212,160,160,209,121,54,21,23,1268,3,15,0,3,20,14,11,3,3,69
LGA13850,5,7,0,0,5,0,0,0,0,14,118,77,63,122,162,165,121,72,31,919,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,265,131,82,118,185,103,87,73,18,1056,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,19,6,23,54,37,32,31,3,233,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,12,13,7,28,22,24,12,6,130,3,6,9,3,7,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
LGA13910,0,8,8,11,8,15,7,0,0,58,896,507,404,647,764,869,669,420,170,5345,0,0,0,0,0,0,0,0,0,0,26,18,14,15,22,23,19,3,0,153,38,14,17,14,15,8,5,4,0,121,1550,755,627,818,879,854,644,409,166,6693,0,0,0,0,0,0,0,0,0,3,13,9,5,9,8,15,13,3,0,77,16,7,4,6,11,9,7,4,0,56,0,0,0,0,0,0,0,0,0,5,0,3,9,10,9,18,5,4,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,12,6,5,8,5,11,4,0,0,47,60,47,42,67,107,113,112,60,26,640,15,12,9,14,9,12,6,3,0,67,14,0,10,6,6,4,3,0,0,46,134,75,61,123,149,158,153,72,40,975,65,39,29,25,48,34,25,15,3,281,0,0,0,0,5,0,0,0,0,10
LGA14000,559,505,580,713,889,574,227,90,33,4172,4848,2861,2036,3772,4223,3553,2802,1939,1330,27367,0,0,0,0,0,0,0,0,0,4,744,606,358,508,711,442,328,174,80,3946,26,15,21,11,22,12,20,27,25,187,7651,4795,3012,4910,4960,3663,2338,1349,613,33302,52,25,35,24,41,46,28,17,10,280,294,198,154,292,288,160,157,83,28,1657,60,44,46,39,55,33,27,13,6,327,67,45,29,22,53,36,15,11,3,275,106,45,32,92,103,100,111,63,30,690,48,37,44,37,44,51,27,14,0,320,63,72,48,52,81,56,21,19,16,433,447,318,174,311,305,194,84,30,4,1876,589,454,339,593,727,658,507,380,235,4490,31,35,24,35,37,33,22,10,3,225,166,112,128,129,146,139,83,55,31,983,1219,883,553,858,1053,979,773,590,332,7248,650,438,343,431,540,393,199,86,45,3123,25,29,20,38,36,38,29,16,6,232
LGA14100,35,21,39,42,47,40,26,17,5,274,403,221,142,329,340,388,231,185,119,2365,0,0,0,0,0,0,0,0,0,0,0,8,8,3,8,16,8,4,6,61,0,0,0,0,0,0,0,0,0,0,1209,859,353,636,655,486,321,275,164,4967,0,0,3,0,0,0,0,0,0,8,99,69,46,79,74,53,47,35,5,516,0,7,3,3,3,5,3,0,0,27,0,0,0,0,0,0,0,0,0,5,10,5,0,10,10,9,9,0,6,64,13,0,4,8,5,4,0,9,5,44,5,3,7,7,0,8,0,3,0,31,16,6,13,14,12,9,0,3,0,67,35,12,16,42,51,50,42,40,39,328,0,0,0,0,0,0,6,0,0,5,0,0,3,0,6,0,7,0,0,19,36,35,18,40,48,67,57,28,24,363,24,17,17,16,18,19,10,0,3,131,5,0,0,3,0,0,0,0,0,14
LGA14170,732,834,1554,1322,1286,881,302,189,65,7165,2236,1149,2557,3491,2574,2187,1297,773,503,16762,0,4,6,3,0,10,4,4,0,31,166,136,247,242,172,120,78,51,40,1239,3,6,3,0,5,4,0,0,0,20,7523,4163,7445,7869,5938,4496,3334,2684,1080,44532,5,9,12,13,21,5,3,4,4,77,1090,498,837,1538,996,843,1445,1165,234,8641,46,52,61,73,44,45,27,23,0,369,29,26,38,19,32,5,4,6,0,157,70,36,114,151,98,91,67,40,19,691,41,31,56,48,26,43,43,31,14,330,70,49,97,72,54,28,19,10,9,402,141,116,207,123,100,70,23,11,4,792,352,208,391,525,497,403,232,146,124,2879,10,9,17,22,29,44,11,13,11,169,24,39,62,30,36,31,5,8,4,241,375,277,479,568,460,373,214,141,91,2978,327,248,431,315,246,166,82,35,26,1882,13,17,36,41,30,34,6,5,3,191
LGA14220,9,0,11,13,8,4,0,0,0,47,983,538,492,702,819,846,704,432,119,5630,0,0,0,0,0,0,0,0,0,0,26,7,9,11,12,23,11,3,4,104,0,0,0,0,0,0,0,0,0,0,879,499,367,518,516,436,416,199,59,3886,0,0,3,0,9,8,0,5,0,28,0,0,3,0,5,3,0,0,0,14,10,6,4,4,5,23,13,12,5,80,0,0,0,0,0,3,0,0,0,8,14,4,4,8,10,16,6,3,0,67,0,0,3,0,0,0,0,0,0,5,13,6,7,0,6,3,5,0,0,38,71,29,26,25,40,19,16,7,4,242,135,83,76,151,212,218,214,128,54,1258,119,38,32,39,36,49,17,19,0,352,14,4,6,14,4,16,6,8,4,78,161,101,86,102,160,130,132,82,32,976,106,50,42,48,53,40,33,9,0,375,6,0,0,8,4,0,7,0,0,21
LGA14300,3,0,3,3,5,0,0,0,0,12,310,146,136,208,223,230,161,100,14,1530,0,0,0,0,0,0,0,0,0,0,21,10,8,12,14,25,16,4,0,111,0,0,0,0,0,0,0,0,0,0,435,215,161,209,254,231,149,69,20,1737,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,5,5,9,9,6,4,0,0,44,6,0,3,4,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,3,3,3,0,0,3,0,0,0,0,15,16,31,20,20,59,59,38,22,17,274,0,0,3,0,0,4,0,0,0,6,0,0,0,3,3,0,0,0,0,15,31,21,32,17,49,54,29,22,17,266,11,9,7,7,11,17,6,3,0,62,0,0,0,0,0,0,0,0,0,6
LGA14350,30,12,23,26,44,45,0,0,0,190,1035,545,511,811,1115,1394,1124,667,282,7482,0,0,0,0,0,0,0,0,0,0,54,14,17,32,44,45,34,18,9,271,0,0,0,0,0,0,0,0,0,0,1559,897,555,778,1030,966,766,385,129,7053,0,0,0,0,0,6,0,4,0,3,5,6,3,12,12,12,7,4,0,55,34,20,25,24,35,44,31,10,12,234,0,0,0,0,0,6,0,0,0,15,6,3,8,3,12,14,19,9,7,86,0,0,0,0,0,0,0,0,0,0,7,3,0,3,11,5,5,7,3,41,24,21,11,14,34,40,24,9,8,179,59,42,45,74,136,236,176,90,37,896,17,12,16,13,37,29,21,12,9,171,150,88,50,70,77,55,24,27,5,536,305,171,131,193,335,390,339,187,103,2152,114,49,47,64,74,65,26,14,3,468,3,0,0,3,0,4,4,3,0,18
LGA14400,23,18,21,35,40,34,6,0,0,188,797,463,343,654,794,899,666,505,255,5368,0,0,0,0,0,0,0,0,0,0,40,32,21,28,47,42,38,18,4,270,0,0,0,0,0,0,0,0,0,0,1068,742,397,607,873,711,523,327,113,5354,0,0,0,0,0,0,0,3,0,9,31,20,13,24,31,29,25,22,3,195,19,11,13,16,17,13,8,6,12,114,0,4,0,0,3,0,3,0,0,7,11,12,6,10,20,18,15,12,8,102,0,0,0,0,0,0,0,0,0,9,0,0,3,3,6,3,4,3,0,19,29,20,12,15,10,22,10,4,0,127,59,79,40,79,119,150,126,99,50,803,0,0,0,4,8,10,15,0,0,39,0,0,0,0,3,0,0,0,0,13,218,155,76,139,224,199,212,167,71,1468,98,42,41,44,45,39,25,3,3,340,0,0,0,0,3,0,3,0,4,15
LGA14500,302,276,322,469,542,422,203,82,28,2650,5323,3092,1182,3208,3974,3160,2801,2110,1312,26174,0,0,0,0,0,0,0,0,0,4,208,158,146,190,219,174,92,47,46,1281,7,0,0,0,3,5,9,3,4,31,5790,3178,1526,3128,3668,2487,1698,1147,491,23115,14,4,5,6,18,13,15,3,3,91,287,135,97,243,201,110,113,79,31,1287,12,6,14,15,11,14,10,0,4,96,14,7,6,5,14,8,5,0,3,69,92,47,21,80,112,75,109,49,34,620,58,42,31,37,57,40,29,14,0,307,81,60,50,55,65,47,29,12,9,405,256,127,89,159,168,76,23,7,0,906,570,415,201,514,653,518,410,432,255,3965,21,7,4,19,11,9,12,9,3,101,76,82,78,62,60,45,50,30,38,518,1200,920,310,648,1024,907,805,680,406,6898,409,268,217,273,287,245,149,84,21,1955,28,14,8,15,22,27,27,6,16,156
