LGA_CODE_2021,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650more,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R1_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650more,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R1_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650more,C11_Tot_R_NS,C11_Tot_R_Tot,C16_Neg_Ni_inc_R1_74,C16_Neg_Ni_inc_R75_99,C16_Neg_Ni_inc_R100_149,C16_Neg_Ni_inc_R150_199,C16_Neg_Ni_inc_R200_224,C16_Neg_Ni_inc_R225_274,C16_Neg_Ni_inc_R275_349,C16_Neg_Ni_inc_R350_449,C16_Neg_Ni_inc_R450_549,C16_Neg_Ni_inc_R550_649,C16_Neg_Ni_inc_R650more,C16_Neg_Ni_inc_R_NS,C16_Neg_Ni_inc_R_Tot,C16_1_149_R1_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_199,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650more,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R1_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R200_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650more,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R1_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650more,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R1_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650more,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R1_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650more,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R1_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650more,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R1_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650more,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R1_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650more,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R1_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650more,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R1_74,C16_1500_1999_R75_99,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650more,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R1_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650more,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R1_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649
LGA11500,153,297,173,46,9,6,64,1073,22,63,41,39,17,33,66,22,0,3,4,112,429,475,1073,1409,1356,910,2098,3745,2103,364,59,76,596,14266,8,3,36,6,12,16,22,63,13,3,4,32,227,14,20,21,21,3,5,10,11,0,3,0,11,116,78,55,149,51,24,19,35,64,10,0,0,34,511,29,27,354,103,47,28,56,92,18,0,0,39,786,13,25,421,192,64,74,160,174,27,3,0,34,1188,12,12,134,144,56,82,204,263,40,9,5,27,987,11,11,104,261,131,132,274,390,61,8,0,35,1413,15,3,66,76,108,95,324,531,108,10,3,37,1367,11,6,41,64,59,111,394,732,139,28,11,22,1604,5,5,16,47,30,79,299,706,164,27,9,25,1415,7,0,15,37,38,66,324,1159,301,64,11,23,2059,7,5,12,23,21,50,236,764,314,63,19,24,1522,0,0,4,12,11,21,89,379,182,43
LGA11520,11,33,102,166,159,148,38,710,4,13,8,4,0,3,8,15,18,10,11,31,130,136,296,237,184,175,187,529,1653,2353,1703,1424,274,9159,3,0,11,10,4,4,17,31,97,110,166,42,483,3,0,5,3,0,0,0,0,13,19,21,5,83,13,13,51,23,0,5,6,5,23,35,28,16,219,9,5,113,25,14,5,13,16,20,20,28,14,277,7,4,99,41,20,8,20,23,33,35,37,20,346,0,0,11,22,5,4,19,29,81,48,49,16,295,0,0,15,33,23,15,26,53,92,57,65,20,382,0,5,16,9,9,11,32,75,146,109,86,13,513,0,6,13,10,11,13,43,79,189,154,147,28,705,0,5,14,3,9,14,25,77,188,177,179,17,707,3,0,6,3,14,25,34,142,426,314,341,31,1335,0,0,8,3,0,24,30,112,471,434,480,19,1590,0,0,8,6,3,12,15,39,255,251
LGA11570,180,504,608,294,86,50,131,2235,71,138,61,52,28,58,138,144,37,22,21,225,990,1115,2403,2182,1960,1165,2839,7826,7791,2881,777,427,1389,32758,30,34,126,77,48,48,128,301,129,76,30,127,1145,21,16,55,32,13,15,32,67,48,19,12,41,361,208,148,423,160,74,47,104,215,98,38,15,85,1630,65,89,902,259,84,66,157,242,95,30,12,88,2080,46,66,848,398,158,131,303,516,209,81,32,117,2909,21,22,175,250,117,149,373,725,315,105,40,88,2393,20,18,179,376,280,226,537,960,412,146,59,101,3322,9,7,100,130,142,182,579,1197,566,182,85,84,3258,9,12,71,88,99,151,588,1504,722,271,111,90,3727,3,8,41,58,53,100,413,1259,689,304,111,65,3102,4,0,40,47,62,97,472,1521,1056,421,211,98,4023,5,0,21,35,28,54,232,1053,932,450,247,50,3101,7,6,7,19,15,26,85,460,505,295
LGA11600,0,0,0,0,0,0,3,21,0,0,4,4,0,0,0,0,0,0,0,0,13,50,18,49,66,10,3,3,0,0,0,0,26,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,9,0,0,0,0,0,0,0,0,0,14,0,0,4,10,0,0,0,0,0,0,0,0,19,0,0,7,7,0,0,0,0,0,0,0,3,18,0,0,0,6,4,0,0,0,0,0,0,0,20,0,0,3,6,3,0,0,0,0,0,0,5,24,0,0,9,3,0,6,0,0,0,0,0,3,22,8,0,3,8,7,4,0,0,0,0,0,0,33,3,0,0,5,0,5,0,0,0,0,0,5,29,0,0,3,0,0,4,0,0,0,0
LGA11650,333,649,485,127,56,30,59,2100,43,88,108,90,55,128,107,52,11,0,12,228,913,534,1405,1927,2880,2398,5692,8765,4861,1094,323,304,959,31147,8,11,35,34,25,41,71,92,30,7,10,42,405,11,5,18,23,17,18,31,37,17,4,0,21,202,51,59,160,116,61,75,111,110,23,7,7,46,824,38,47,454,235,135,165,222,154,35,7,5,61,1565,42,41,494,417,212,329,463,329,74,6,6,90,2503,12,11,119,245,149,282,691,617,127,17,9,45,2327,19,10,122,213,211,326,771,825,178,28,15,57,2775,10,11,64,140,188,297,825,988,221,45,17,62,2856,7,6,54,95,108,223,903,1277,342,73,30,48,3169,4,0,31,67,72,167,649,1288,412,69,36,41,2832,7,3,23,44,67,147,771,1751,675,154,82,58,3790,0,3,16,32,33,79,410,1139,656,191,81,36,2684,0,0,0,11,14,38,146,477,379,125
LGA11700,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,9,92,27,101,18,7,3,3,0,0,0,7,23,275,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,7,3,0,11,7,0,0,0,0,0,0,0,0,17,0,0,6,0,0,0,0,0,0,0,0,0,9,3,4,11,3,3,0,0,0,0,0,0,0,20,3,3,10,4,0,0,0,0,0,0,0,6,26,3,0,16,7,0,0,0,0,0,0,0,7,32,4,0,11,0,0,0,0,0,0,0,0,0,21,11,6,4,0,0,0,0,0,0,0,0,0,22,9,0,3,0,0,0,0,0,0,0,0,0,15,3,0,6,0,0,0,0,0,0,0
LGA11720,50,60,22,3,0,0,17,219,11,8,11,26,20,20,8,4,0,0,3,51,158,108,212,401,717,499,1015,896,366,48,12,28,180,4483,0,0,0,10,9,13,20,6,0,0,0,10,66,3,0,4,7,0,5,9,3,0,0,0,0,37,18,8,26,23,20,33,29,9,0,0,0,7,165,5,6,83,46,15,52,54,13,0,0,0,18,294,3,9,101,93,49,88,110,33,4,0,0,19,512,0,0,20,64,27,116,157,39,0,0,0,18,459,3,11,25,66,57,139,211,73,3,0,0,16,604,0,0,14,42,36,132,199,71,0,0,4,10,514,0,0,12,22,32,117,225,111,6,0,3,7,537,0,3,9,8,25,63,196,116,10,4,0,4,445,6,0,0,13,28,65,243,176,16,4,3,6,554,6,0,6,7,16,44,128,158,9,3,4,5,374,0,0,0,3,5,8,47,70,7,0
LGA11730,62,86,21,0,0,3,6,286,10,18,35,22,13,28,20,4,0,0,0,33,176,129,181,550,878,602,1011,903,223,48,15,52,155,4756,0,0,3,3,5,17,7,3,0,0,0,5,51,0,0,5,8,4,3,3,3,0,0,0,4,33,11,6,24,41,25,36,29,8,6,0,4,14,188,5,13,66,84,43,51,37,12,3,0,3,15,329,6,13,106,108,97,126,91,19,4,0,4,23,600,0,3,35,71,60,142,135,34,0,6,0,11,489,4,9,31,82,64,141,197,41,6,6,5,6,595,5,7,27,37,53,113,166,53,5,4,4,13,495,3,7,14,39,55,91,181,73,11,3,8,19,495,0,0,6,25,26,75,123,53,16,0,4,7,326,6,0,7,15,18,62,138,101,18,6,9,11,394,4,0,3,15,11,22,77,69,15,5,3,10,231,0,0,0,0,11,13,20,26,4,0
LGA11750,5,9,0,0,0,0,5,46,0,0,0,4,0,0,0,0,0,0,0,8,17,78,42,175,149,52,58,39,9,3,9,12,36,646,0,0,0,4,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,16,0,5,8,3,7,0,0,0,0,0,0,0,24,6,5,7,5,3,5,0,0,0,0,0,0,30,4,0,0,5,5,12,5,0,0,0,0,0,28,0,0,11,9,5,5,0,0,0,0,0,0,36,0,0,0,3,6,8,3,0,0,0,4,3,31,0,0,0,6,3,6,3,0,0,0,0,4,28,5,0,4,11,6,6,8,0,0,0,0,0,43,11,0,13,12,4,11,11,3,0,0,0,8,76,7,6,12,34,9,3,6,4,0,0,0,4,94,5,0,3,7,5,0,9,4,0,0
LGA11800,82,141,122,22,10,8,17,501,9,21,35,40,14,19,26,19,3,0,0,60,235,191,423,602,1005,770,1364,1946,1284,251,50,81,313,8285,0,0,7,14,10,11,24,22,3,0,3,17,114,5,0,5,7,0,3,17,8,4,0,0,4,57,15,12,68,27,27,30,36,20,6,0,6,14,264,9,7,165,73,45,76,51,31,3,0,0,18,486,16,6,159,120,86,147,133,78,11,4,4,20,788,3,4,44,65,84,143,170,126,14,0,3,14,669,4,0,40,92,70,132,226,194,31,7,3,20,814,8,4,31,44,62,139,241,211,24,9,4,30,801,0,0,22,36,46,122,263,276,39,7,4,21,832,0,5,13,17,20,78,204,324,62,3,5,19,749,5,6,13,22,22,77,229,370,95,17,7,18,870,0,0,10,10,5,24,91,231,113,16,8,20,523,0,0,3,4,0,12,29,91,72,16
LGA12000,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,22,29,50,55,17,21,7,6,0,0,0,14,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,13,4,0,6,8,0,3,0,0,0,0,0,0,23,0,0,4,3,5,3,0,0,0,0,0,0,12,5,4,3,12,6,3,0,0,0,0,0,0,25,0,3,5,3,3,0,4,0,0,0,0,0,27,0,5,3,0,3,0,8,0,0,0,0,0,20,0,0,0,3,7,5,3,0,0,0,0,0,27,0,0,0,0,4,7,5,0,0,0,0,0,22,0,0,3,4,0,8,3,5,0,0,0,0,22,0,0,0,3,0,3,0,0,0,0
LGA12150,0,0,0,0,0,0,5,24,6,5,10,0,0,0,0,0,0,0,0,7,20,57,32,168,92,13,11,8,0,0,0,3,35,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,4,4,0,0,0,0,0,0,0,15,0,0,5,13,5,0,0,0,0,0,0,3,31,0,0,8,9,4,0,0,0,0,0,0,4,38,0,0,12,9,10,0,0,0,0,0,0,0,32,0,0,9,20,7,6,0,0,0,0,0,0,39,0,0,4,10,4,6,0,0,0,0,0,0,26,6,0,8,10,5,0,0,0,0,0,0,6,32,4,0,3,16,5,10,0,0,0,0,0,0,35,9,0,3,5,0,6,0,0,0,0,0,0,34,3,3,0,5,9,3,0,0,0,0,0,0,21,4,0,4,0,0,3,0,0,0,0
LGA12160,10,3,0,0,0,6,0,50,5,3,10,4,0,0,0,0,0,0,0,14,34,52,85,206,269,101,69,36,3,6,0,6,54,877,0,0,8,9,0,5,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,8,3,3,10,6,0,3,0,0,0,0,0,0,39,4,6,25,14,4,5,0,0,0,0,0,0,59,6,6,37,32,27,13,0,0,0,0,0,0,115,0,0,14,24,12,15,11,0,0,0,0,4,87,3,0,17,36,19,29,3,0,0,0,0,0,110,3,0,15,16,14,21,9,0,0,0,0,3,98,7,5,8,21,18,17,9,4,0,0,0,9,91,0,0,9,18,11,18,6,6,0,0,0,0,64,3,0,6,8,24,28,12,4,0,0,0,3,93,4,0,3,5,8,15,9,0,0,0,0,4,44,0,0,0,0,7,3,4,0,0,0
LGA12350,12,3,0,0,0,0,4,68,0,3,13,12,0,0,0,0,0,0,0,8,41,54,99,270,411,129,88,29,6,5,3,13,37,1138,0,0,3,8,0,0,3,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,10,10,7,19,16,3,0,0,0,0,0,0,4,56,3,3,32,29,6,9,3,0,0,0,0,3,88,5,9,43,60,26,16,5,0,0,0,0,7,166,0,0,18,43,17,17,8,0,0,0,0,4,118,0,8,16,53,22,23,4,0,0,0,0,3,131,0,0,10,38,19,27,9,0,0,0,0,0,112,0,0,10,29,22,35,12,0,0,0,4,3,117,0,0,12,22,22,28,15,0,0,0,0,0,98,3,0,3,10,18,39,12,5,0,0,0,3,98,0,0,5,12,12,11,9,0,0,0,0,0,58,0,0,0,4,4,7,0,0,0,0
LGA12380,106,349,504,186,36,25,105,1499,30,67,37,32,17,31,85,105,38,11,12,138,594,564,1304,1217,1143,657,1551,4956,6740,1780,334,207,897,21352,18,13,58,59,31,36,55,214,118,46,22,76,744,19,8,34,26,7,10,14,45,25,11,3,16,218,98,87,205,97,26,35,51,150,60,19,14,46,891,31,49,453,125,45,49,75,128,56,24,11,46,1101,31,51,399,238,81,84,141,331,172,42,21,64,1648,13,13,103,113,76,89,143,414,226,58,23,59,1325,10,20,97,200,140,134,224,608,346,90,35,53,1959,23,10,57,72,87,108,271,834,398,125,30,62,2072,3,5,38,61,67,102,260,1025,509,143,71,61,2344,5,0,12,45,33,70,216,895,492,165,69,54,2056,10,4,22,46,36,76,239,1395,862,256,107,56,3106,4,6,18,27,16,35,155,1049,744,218,106,53,2423,0,3,13,8,6,12,66,480,452,166
LGA12390,70,65,25,0,0,0,18,366,12,15,40,31,10,10,8,0,0,0,4,33,161,160,313,951,1083,610,877,507,215,21,10,34,201,4974,4,0,7,10,5,10,8,5,0,0,0,6,55,3,3,8,3,4,4,9,0,0,0,0,7,46,21,17,41,32,16,21,15,9,0,0,0,7,177,8,7,109,59,28,25,23,8,0,0,4,5,266,12,20,127,99,43,60,47,17,0,0,5,17,440,5,4,35,85,50,74,91,34,0,0,5,13,391,0,7,36,117,75,96,110,39,4,0,0,14,495,8,4,29,59,58,122,127,51,6,0,0,12,487,0,6,21,76,62,115,163,81,6,0,6,16,552,9,0,13,59,43,92,162,96,10,4,4,13,509,6,0,12,35,66,115,188,104,21,0,5,12,561,0,7,5,24,33,71,118,114,21,0,0,15,399,0,0,7,5,5,11,49,69,17,0
LGA12700,6,5,0,0,0,0,0,32,0,0,0,5,0,3,0,0,0,0,0,4,18,37,22,65,117,70,95,52,22,6,0,0,24,513,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,4,5,3,0,0,0,0,4,27,0,4,3,5,0,7,4,0,0,0,0,0,25,0,5,7,13,5,14,0,0,0,0,0,5,53,0,0,0,7,3,8,15,3,0,0,0,4,51,5,0,3,9,15,13,13,7,0,0,0,3,62,0,0,9,3,5,14,5,0,0,0,0,3,42,0,0,0,4,4,12,14,3,0,0,0,0,40,0,0,4,3,0,10,8,8,0,0,0,4,39,0,0,3,0,7,6,11,9,0,0,0,0,37,4,0,0,5,3,4,11,11,0,0,4,0,44,0,0,0,0,0,0,0,3,0,0
LGA12730,6,0,0,0,0,0,0,40,0,3,18,6,5,6,0,0,0,0,0,10,53,36,47,293,267,62,65,20,11,5,4,9,44,842,0,0,0,0,4,5,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,15,13,0,3,0,0,0,0,0,3,47,0,4,27,22,10,3,0,3,0,0,0,4,77,0,0,35,22,4,13,8,3,0,0,0,3,97,0,0,14,30,13,7,6,0,0,0,0,0,75,6,0,17,26,9,12,7,3,0,0,0,4,85,0,0,13,28,18,10,7,0,0,0,0,7,80,3,0,18,16,13,14,19,0,0,0,0,3,89,3,7,10,23,8,19,13,0,0,0,0,7,87,0,0,6,15,12,15,11,5,0,0,5,4,64,4,0,5,4,4,10,11,3,0,0,4,7,53,0,0,0,4,5,8,5,0,0,0
LGA12750,67,47,22,0,0,0,14,238,7,10,23,23,20,14,9,3,0,0,0,23,139,81,139,405,616,497,849,621,219,25,3,41,127,3619,0,0,3,4,0,8,7,0,0,0,0,7,42,3,4,8,5,0,4,0,7,3,0,0,4,40,5,4,32,29,24,20,18,4,0,0,0,11,145,3,8,59,39,32,39,17,0,0,0,0,10,217,3,10,65,94,61,92,54,24,0,0,0,10,421,3,4,22,58,61,86,72,24,0,0,3,12,342,0,3,13,58,47,108,118,52,3,0,0,11,420,3,3,15,45,38,80,120,49,7,0,0,4,364,0,3,11,33,25,73,134,77,3,0,0,8,382,0,0,10,24,18,51,107,71,15,0,3,9,302,5,0,0,15,18,41,102,91,11,0,4,10,299,3,0,3,13,3,20,43,63,10,0,0,8,169,0,0,0,0,0,5,16,31,6,3
LGA12850,158,290,356,98,21,18,90,1282,23,43,45,33,36,51,65,75,11,0,5,118,507,440,998,1361,1377,1091,2363,3573,3942,721,136,124,723,16850,10,6,48,45,32,37,130,131,79,10,6,56,608,7,9,31,24,12,19,33,34,17,0,3,19,211,71,53,164,93,48,74,126,124,48,4,5,51,853,38,29,382,147,60,68,146,102,46,3,0,46,1061,16,27,336,249,110,137,315,292,123,17,7,45,1685,12,11,79,125,58,136,331,338,168,18,10,34,1323,10,10,90,228,176,187,456,601,242,30,17,62,2105,4,4,60,83,120,163,416,588,315,37,14,48,1855,10,3,31,68,73,129,461,640,360,63,21,40,1902,3,4,23,40,34,81,296,577,332,55,21,35,1509,0,6,25,37,34,94,304,774,471,104,40,51,1937,4,0,5,15,14,49,182,445,380,84,25,35,1238,0,0,4,7,11,14,85,219,206,55
LGA12870,15,3,0,0,0,0,5,50,0,3,8,5,3,4,0,0,0,0,0,9,36,48,47,204,255,132,187,62,11,9,4,12,48,1010,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,9,8,0,9,0,0,0,0,0,0,36,0,3,13,15,10,5,0,0,0,0,0,0,50,3,7,18,37,16,17,0,0,0,0,0,7,112,0,4,10,32,15,18,9,0,0,0,0,5,100,0,0,14,35,15,18,19,4,0,0,0,9,120,0,5,12,23,14,19,15,0,0,0,0,4,90,0,0,8,15,12,26,21,0,0,0,0,4,92,0,4,8,12,9,26,17,0,0,0,0,0,84,0,0,5,14,13,23,32,4,0,0,0,3,92,9,0,0,6,5,17,21,5,0,0,0,0,59,0,3,0,0,4,10,5,0,0,0
LGA12900,0,3,0,0,0,0,4,39,0,5,5,13,5,3,0,0,0,0,0,12,37,54,80,233,338,80,38,22,3,4,0,6,62,925,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,3,0,0,0,0,0,0,0,12,3,3,15,6,4,0,0,0,0,0,6,0,39,0,7,30,16,7,0,0,0,0,0,0,0,66,3,9,38,36,18,5,0,0,0,0,0,0,109,0,3,14,27,13,15,3,0,0,0,0,3,83,3,0,16,34,18,12,3,0,0,0,0,3,106,3,5,8,24,17,19,5,0,0,0,0,7,81,0,0,11,18,25,26,5,0,0,0,0,4,99,0,0,7,11,3,16,7,4,0,0,0,0,54,0,0,5,18,12,20,11,0,0,0,0,3,70,3,0,0,4,8,16,15,3,0,0,0,4,61,0,0,0,0,4,0,0,0,0,0
LGA12930,37,129,260,204,58,47,63,878,10,32,8,5,4,10,26,55,27,5,6,76,270,199,477,393,456,319,707,2201,4175,2154,702,413,545,12731,3,3,18,11,9,16,18,91,132,97,64,55,522,4,7,9,7,10,7,7,21,25,8,12,8,117,32,23,62,25,16,17,23,42,46,32,6,15,345,10,21,169,41,15,10,31,67,37,22,9,26,450,9,12,168,64,29,29,49,132,87,44,10,25,650,9,0,36,37,26,33,64,164,127,55,18,30,602,0,6,28,53,43,40,76,296,181,71,26,33,850,0,0,12,24,33,38,92,356,251,102,49,25,985,5,0,11,27,40,35,105,476,369,167,63,40,1327,6,0,12,19,18,30,87,449,405,167,67,23,1276,5,0,12,25,15,45,103,711,736,333,127,41,2155,3,0,10,15,3,34,58,517,706,347,156,23,1879,0,0,0,10,7,12,27,223,373,235
LGA12950,0,0,0,0,0,0,0,27,0,5,4,3,0,0,0,0,0,0,0,3,12,26,51,145,124,20,0,0,0,0,0,4,17,396,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,19,0,0,12,12,0,0,0,0,0,0,0,0,26,0,0,16,18,6,3,0,0,0,0,0,3,45,0,3,9,9,9,9,0,0,0,0,0,4,36,0,0,10,13,3,8,5,0,0,0,0,5,38,0,0,5,12,3,5,0,0,0,0,0,3,32,0,0,10,18,10,5,0,0,0,0,0,0,40,0,0,0,7,6,4,0,0,0,0,0,0,24,0,0,6,10,12,4,0,0,0,0,0,0,34,0,0,0,8,4,0,0,0,0,0,0,0,16,0,0,4,6,0,0,0,0,0,0
LGA13010,3,6,0,0,0,0,4,48,0,0,6,7,0,5,0,0,0,0,4,4,35,24,41,239,260,108,73,18,3,0,0,6,52,822,0,0,3,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,7,9,3,0,0,0,0,0,4,42,0,5,19,14,8,9,0,0,0,0,0,7,65,3,3,34,46,19,28,7,0,0,0,0,4,139,0,0,18,29,12,23,5,0,0,0,0,3,93,0,0,16,29,18,23,6,0,0,0,0,7,107,0,0,6,18,18,17,3,0,0,0,0,5,70,0,0,7,12,13,23,6,0,0,0,0,0,69,0,0,10,7,14,13,5,0,0,0,0,4,56,0,0,10,12,5,22,8,0,0,0,0,0,59,4,0,6,0,5,8,5,0,0,0,0,0,23,0,0,0,0,0,7,3,0,0,0
LGA13310,29,35,16,0,0,0,13,161,8,19,17,8,12,3,7,0,0,0,3,28,101,93,223,465,642,378,503,331,81,13,5,21,122,2869,0,0,5,7,0,0,0,4,0,0,0,8,24,5,0,7,5,10,3,6,0,0,0,0,0,41,18,13,22,20,11,11,9,0,0,0,0,7,118,3,7,73,49,25,19,23,11,0,0,0,4,213,8,12,82,77,34,44,38,8,5,0,0,16,312,3,5,31,57,27,62,45,8,4,0,0,6,244,0,5,27,55,33,61,78,22,3,0,0,7,289,0,3,18,30,29,53,89,33,5,0,0,5,272,4,3,6,35,24,60,97,48,0,0,0,4,284,0,0,8,15,14,43,93,45,4,0,0,5,225,0,0,4,12,19,47,120,78,10,5,0,9,317,0,0,0,11,13,26,84,71,3,0,0,4,217,6,0,0,0,0,17,26,48,6,0
LGA13340,3,4,0,0,0,0,0,35,0,0,5,0,5,0,0,0,0,0,0,13,21,22,25,147,160,71,57,35,7,0,0,5,48,573,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,3,3,3,0,0,0,0,4,17,0,6,5,8,3,5,0,0,0,0,0,0,32,0,11,18,25,5,8,0,0,0,0,0,4,68,0,0,5,15,12,5,4,0,0,0,0,0,45,0,0,7,21,10,6,8,6,0,0,0,7,62,0,0,9,9,12,12,4,0,0,0,0,4,48,0,0,11,13,10,8,13,0,0,0,0,3,54,0,0,6,11,9,5,3,0,0,0,0,0,38,5,0,14,10,14,8,7,3,0,0,0,4,62,0,0,4,12,3,6,7,0,0,0,0,4,31,0,0,3,3,4,8,0,0,0,0
