LGA_CODE_2021,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Ft_st_C16_M,Ot_ty_Ed_Ins_Ft_st_C16_F,Ot_ty_Ed_Ins_Ft_st_C16_P,Ot_ty_Ed_Ins_Ft_st_C21_M,Ot_ty_Ed_Ins_Ft_st_C21_F,Ot_ty_Ed_Ins_Ft_st_C21_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,Ot_ty_Ed_Ins_Pt_st_C21_M,Ot_ty_Ed_Ins_Pt_st_C21_F,Ot_ty_Ed_Ins_Pt_st_C21_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,O_t_E_I_F_P_s_s_ns_C21_M,O_t_E_I_F_P_s_s_ns_C21_F,O_t_E_I_F_P_s_s_ns_C21_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Oth_ty_Edu_Ins_Tot_C21_M,Oth_ty_Edu_Ins_Tot_C21_F,Oth_ty_Edu_Ins_Tot_C21_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Type_Educ_Insti_ns_C21_M,Type_Educ_Insti_ns_C21_F,Type_Educ_Insti_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
LGA16550,415,232,306,542,242,219,457,253,476,729,354,528,883,409,587,993,4,7,15,9,9,11,12,10,14,453,707,1158,595,842,1438,658,811,1469,6733,5185,11918,6788,5301,12086,4461,3602,8064,23193,21809,45003,26452,25205,51667,21539,21412,42946
LGA16610,26,8,14,26,12,3,15,25,54,78,12,45,64,19,36,54,0,0,5,0,0,4,0,4,4,31,72,105,24,63,88,27,48,75,782,763,1545,1059,1050,2109,1216,1162,2376,3052,3276,6324,3233,3498,6732,3408,3631,7037
LGA16700,278,173,205,387,238,261,497,218,352,570,245,422,672,407,544,946,7,9,17,3,7,8,3,4,10,355,507,857,424,635,1062,648,810,1462,2877,2837,5715,2668,2867,5533,2518,2618,5132,16184,16461,32652,17965,18666,36632,19167,19749,38920
LGA16900,63,50,58,109,48,68,117,65,181,246,86,219,302,96,164,265,0,8,9,0,5,9,0,0,3,89,226,316,133,289,419,153,234,384,1751,1746,3501,2032,2227,4260,1834,1814,3649,9367,9777,19147,9829,10578,20410,10627,11156,21783
LGA16950,105,52,77,131,90,72,162,110,249,361,96,239,335,103,250,357,3,4,5,5,3,10,3,5,7,158,318,475,157,320,475,204,324,530,3889,3466,7361,4714,4258,8970,4251,3424,7672,12944,13191,26139,13583,13813,27396,14087,13977,28060
LGA17000,19,49,12,56,38,25,59,25,66,93,20,66,88,46,87,127,0,0,0,0,0,0,0,0,0,42,76,115,68,78,150,80,109,186,729,618,1348,926,908,1830,870,625,1496,3445,3455,6900,3492,3669,7164,3728,3649,7378
LGA17040,29,24,26,49,20,26,44,16,52,72,15,53,72,30,54,81,0,3,4,0,3,3,0,3,7,36,70,107,46,77,124,50,84,129,1081,766,1845,1201,964,2168,1034,768,1804,3153,2958,6116,3189,3028,6218,3251,3089,6345
LGA17080,20,3,13,19,6,5,16,6,26,33,9,18,29,12,56,70,0,0,0,0,0,0,0,0,0,16,40,50,20,35,47,25,65,86,573,438,1014,877,730,1610,711,561,1274,2022,1944,3964,2178,2169,4349,2127,2179,4303
LGA17100,194,149,155,307,355,224,578,84,143,226,118,182,298,256,249,506,8,0,5,4,4,9,6,7,10,185,244,430,267,342,607,614,479,1096,1557,1442,2998,1567,1341,2905,1309,1092,2395,6302,5914,12209,6876,6582,13461,7904,7205,15115
LGA17150,229,120,155,278,151,162,315,357,643,1001,317,627,939,382,595,979,7,13,19,0,19,19,8,5,11,465,785,1249,442,791,1236,541,763,1304,5078,5128,10207,4593,4852,9440,3716,4058,7773,30244,30875,61122,30657,31495,62150,32417,33333,65753
LGA17200,2015,1552,2112,3662,1161,1538,2699,744,898,1637,1257,1621,2879,1498,1893,3391,32,22,53,17,42,60,24,7,28,1648,2058,3706,2828,3772,6603,2676,3442,6120,12986,10482,23470,14745,12080,26825,8158,6667,14824,29839,29245,59080,38091,39888,77979,31326,32670,63992
LGA17310,60,18,33,50,44,45,87,65,119,183,71,137,212,85,128,212,4,0,5,5,0,5,5,4,5,93,148,247,99,171,269,132,174,302,1961,1906,3864,2596,2618,5214,2294,2260,4554,8203,8394,16594,8853,9348,18198,9344,9662,19005
LGA17350,9,7,0,6,0,5,8,9,8,17,5,12,14,10,6,20,0,0,0,0,0,0,0,0,0,13,10,24,10,17,26,10,9,18,155,159,317,225,214,437,164,177,345,807,801,1600,873,843,1715,773,821,1593
LGA17400,14,4,8,12,0,10,9,6,22,33,9,7,13,0,12,16,0,0,0,0,0,0,0,0,0,11,36,47,8,13,25,3,22,24,300,263,568,403,445,851,333,338,671,889,989,1878,923,1041,1967,795,928,1723
LGA17420,316,193,276,470,235,226,456,212,439,653,250,427,674,379,542,919,10,16,21,10,3,11,0,6,11,349,638,990,454,702,1159,609,769,1382,2657,2643,5299,2558,2771,5331,2406,2383,4785,23049,23095,46146,25304,25411,50716,30885,31147,62037
LGA17550,132,57,69,125,55,107,162,103,230,334,103,194,294,150,286,431,8,0,7,7,4,7,10,9,15,163,312,478,162,266,430,212,397,609,2915,3193,6112,3721,4055,7776,3419,3578,6996,11236,12458,23693,12176,13450,25622,12886,14090,26976
LGA17620,7,3,3,7,10,10,15,8,35,46,4,30,41,12,34,52,0,0,0,0,0,0,0,0,0,10,40,49,9,40,51,19,44,63,421,462,886,681,728,1411,502,446,950,1845,1949,3798,2080,2313,4392,1991,2038,4033
LGA17640,10,0,0,0,10,3,18,3,10,16,5,16,22,15,12,26,0,0,0,0,0,0,0,0,0,10,20,23,6,16,22,19,18,37,227,224,454,373,327,697,367,331,699,940,1017,1960,1043,1069,2116,1151,1143,2293
LGA17650,5,0,7,5,4,5,11,0,10,9,4,13,15,0,11,12,0,0,0,0,0,0,0,0,0,6,10,13,8,15,23,5,17,20,160,151,314,248,263,513,204,212,418,886,955,1843,863,995,1852,800,940,1741
LGA17750,111,131,63,194,120,83,196,77,147,226,78,138,219,115,169,282,7,5,9,9,4,9,0,0,0,173,175,347,221,209,423,238,250,486,1506,1599,3104,2044,2039,4081,1967,1928,3897,9290,10045,19338,9616,10458,20073,10414,11318,21729
LGA17850,0,0,3,5,0,3,3,0,6,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,10,0,3,5,3,5,8,89,93,181,180,181,360,154,143,292,356,415,772,427,474,901,405,409,821
LGA17900,8,3,6,4,0,0,0,3,9,10,4,9,7,0,10,10,0,0,0,0,0,0,0,0,0,11,10,20,5,11,22,0,10,14,430,318,750,458,407,861,657,681,1336,976,909,1891,982,960,1940,975,1110,2086
LGA17950,0,0,0,0,0,0,0,6,5,13,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,6,8,11,0,4,3,0,0,0,103,94,202,153,175,322,145,152,301,330,407,738,392,462,855,362,443,811
LGA18020,8,3,3,9,4,0,8,8,20,30,6,16,24,7,11,24,0,5,6,0,5,7,0,0,0,13,25,41,5,20,33,15,16,30,435,385,824,577,574,1151,632,636,1272,1474,1441,2915,1408,1523,2930,1413,1516,2930
LGA18050,239,110,142,252,78,108,186,172,283,460,320,438,758,313,456,772,0,7,5,6,4,13,4,3,9,272,433,703,434,586,1029,397,569,965,3892,3585,7481,3538,3681,7225,2004,2128,4132,9864,10013,19878,10355,10985,21337,9682,10648,20331
LGA18100,0,0,0,4,0,0,0,0,6,9,0,6,7,0,9,9,0,0,0,0,0,0,0,0,0,0,6,9,0,10,15,0,8,8,120,94,215,180,209,389,135,135,264,465,497,965,487,535,1026,438,495,930
LGA18200,8,4,4,9,0,3,5,8,9,16,6,24,24,11,20,36,0,0,0,3,0,3,0,0,0,7,12,19,12,26,35,16,27,39,262,227,493,429,360,793,493,409,904,948,901,1850,1040,1039,2079,1221,1129,2350
LGA18250,194,131,184,311,116,162,276,160,285,446,167,303,474,234,335,570,6,6,12,4,9,8,3,7,8,247,398,653,301,493,789,356,505,862,1798,1799,3599,1816,2025,3841,1160,1330,2492,10181,10635,20815,11641,12346,23982,11660,12309,23963
LGA18350,58,19,54,72,44,52,104,58,137,198,59,146,209,55,131,187,5,0,6,0,4,3,4,6,7,89,169,258,83,204,288,106,194,296,1263,1336,2594,1723,1847,3567,1325,1444,2768,6109,6682,12790,6532,7217,13750,6698,7411,14108
LGA18400,71,23,37,57,38,38,78,52,126,180,45,128,175,63,106,169,0,0,0,4,0,0,0,0,0,87,162,246,70,166,233,107,135,246,1229,1197,2422,1458,1431,2899,1258,1278,2533,6755,6810,13565,7434,7622,15056,8075,8216,16303
LGA18450,270,176,197,372,219,219,444,254,530,783,268,577,846,307,496,801,5,15,20,3,12,12,11,8,12,399,673,1070,447,784,1233,539,717,1255,5916,5771,11690,5911,6044,11962,4740,4968,9702,30432,30283,60712,31981,32141,64120,31457,33231,64692
LGA18500,88,42,65,108,34,49,80,93,185,278,112,209,322,118,194,313,3,0,5,0,5,5,3,0,4,140,235,375,154,277,432,154,242,400,2961,2980,5944,2295,2760,5057,1274,1478,2749,8012,8559,16569,7853,9032,16888,7051,7880,14933
LGA18710,20,12,16,26,17,16,32,22,34,60,20,39,58,27,56,85,0,0,0,0,0,0,0,0,0,29,53,78,35,53,87,46,73,119,455,473,929,607,665,1271,442,380,822,2231,2368,4599,2505,2759,5266,2576,2716,5283
LGA19399,0,0,0,0,5,0,5,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,3,0,3,27,8,35,69,47,121,44,41,85,91,99,187,140,130,270,127,125,249
LGA19499,61,25,36,59,14,19,31,27,38,57,37,31,69,14,24,37,5,0,4,0,0,7,0,0,0,53,70,124,59,71,130,28,43,68,1955,867,2820,2236,1125,3356,2245,1516,3758,2733,1745,4484,2818,1779,4597,2746,2157,4898
LGA19799,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,7,4,7,19,29,52,0,0,0,18,4,18,33,57,94,0,0,0
