LGA_CODE_2021,C21_M_FoodHos_PS_15_19,C21_M_FoodHos_PS_20_24,C21_M_FoodHos_PS_25_34,C21_M_FoodHos_PS_35_44,C21_M_FoodHos_PS_45_54,C21_M_FoodHos_PS_55_64,C21_M_FoodHos_PS_65_74,C21_M_FoodHos_PS_75_84,C21_M_FoodHos_PS_85over,C21_M_FoodHos_PS_Tot,C21_M_MixFld_pr_15_19,C21_M_MixFld_pr_20_24,C21_M_MixFld_pr_25_34,C21_M_MixFld_pr_35_44,C21_M_MixFld_pr_45_54,C21_M_MixFld_pr_55_64,C21_M_MixFld_pr_65_74,C21_M_MixFld_pr_75_84,C21_M_MixFld_pr_85over,C21_M_MixFld_pr_Tot,C21_M_FldStu_ID_15_19,C21_M_FldStu_ID_20_24,C21_M_FldStu_ID_25_34,C21_M_FldStu_ID_35_44,C21_M_FldStu_ID_45_54,C21_M_FldStu_ID_55_64,C21_M_FldStu_ID_65_74,C21_M_FldStu_ID_75_84,C21_M_FldStu_ID_85over,C21_M_FldStu_ID_Tot,C21_M_FldStu_NS_15_19,C21_M_FldStu_NS_20_24,C21_M_FldStu_NS_25_34,C21_M_FldStu_NS_35_44,C21_M_FldStu_NS_45_54,C21_M_FldStu_NS_55_64,C21_M_FldStu_NS_65_74,C21_M_FldStu_NS_75_84,C21_M_FldStu_NS_85over,C21_M_FldStu_NS_Tot,C21_M_Tot_15_19,C21_M_Tot_20_24,C21_M_Tot_25_34,C21_M_Tot_35_44,C21_M_Tot_45_54,C21_M_Tot_55_64,C21_M_Tot_65_74,C21_M_Tot_75_84,C21_M_Tot_85over,C21_M_Tot_Tot,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85over,C11_F_NatPhy_sci_Tot,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85over,C11_F_InfTec_Tot,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85over,C11_F_EngRT_Tot,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85over,C11_F_ArchBuild_Tot,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_AgEnv_RS_85over,C11_F_AgEnv_RS_Tot,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85over,C11_F_Health_Tot,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85over,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85over,C11_F_MngtCom_Tot,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85over,C11_F_Soc_cult_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Creative_art_85over,C11_F_Creative_art_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85over,C11_F_FoodHos_PS_Tot,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85over,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85over,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85over,C11_F_FldStu_NS_Tot,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85over,C11_F_Tot_Tot
LGA12700,0,4,11,14,19,18,8,8,0,90,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,7,7,5,0,31,28,6,29,43,40,44,40,41,3,288,45,92,315,394,438,496,389,179,28,2363,0,0,7,10,4,9,6,0,0,32,0,0,0,3,3,5,0,0,0,13,0,0,6,3,4,9,0,0,0,29,0,0,0,3,3,0,0,0,0,11,0,9,14,10,13,7,3,0,0,63,3,14,31,60,81,73,27,15,0,302,0,8,30,34,53,64,22,8,0,219,11,18,57,87,102,66,27,0,0,368,5,12,43,39,35,44,12,0,0,193,0,0,4,16,17,6,3,0,0,49,3,12,26,24,18,11,0,3,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,22,25,18,20,41,38,39,45,28,14,262,47,99,230,335,384,334,152,62,21,1665
LGA12730,3,9,9,7,8,14,7,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,0,0,18,32,23,61,59,58,63,78,46,11,438,40,107,307,294,306,342,296,134,42,1867,0,0,0,8,4,0,0,0,0,13,0,0,0,3,0,0,0,0,0,4,0,0,5,4,15,3,0,0,0,32,0,0,4,3,0,0,0,0,0,7,0,7,20,18,11,9,0,0,0,65,0,14,40,48,60,70,39,19,13,296,0,5,41,46,64,43,21,10,5,225,13,18,79,80,71,42,26,12,3,338,0,11,32,62,63,24,9,3,6,207,0,0,7,5,8,5,6,0,0,27,6,10,26,27,20,18,12,0,0,116,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,10,36,13,17,43,51,55,63,61,40,376,55,83,272,352,368,263,168,107,55,1725
LGA12750,7,19,95,85,80,73,59,24,4,441,0,0,0,0,0,0,4,0,0,7,4,10,9,13,23,36,53,23,10,173,115,93,156,173,281,344,370,231,102,1875,158,316,1076,1239,1609,2284,2655,1243,353,10929,0,0,12,21,21,27,18,13,0,108,0,0,12,7,15,14,7,0,0,60,0,4,4,22,24,26,31,27,12,150,0,0,4,15,17,13,6,0,0,57,0,3,21,33,28,35,7,3,0,125,0,16,94,171,302,303,179,99,36,1197,6,4,73,142,216,305,179,50,20,984,16,75,195,268,307,394,230,71,36,1595,7,45,129,193,260,235,108,39,4,1013,0,3,23,41,49,46,30,20,9,215,17,48,118,123,95,98,43,16,11,555,0,0,0,6,4,0,4,0,0,14,0,0,13,15,16,22,8,3,3,70,101,40,109,150,180,249,314,302,153,1600,149,252,805,1201,1526,1757,1146,629,284,7758
LGA12850,34,99,289,241,207,158,74,29,7,1143,3,19,23,13,12,10,13,11,4,114,10,34,82,104,142,135,77,29,9,625,506,541,1217,1103,1099,1108,815,553,361,7311,761,2813,8112,6210,5985,5474,3845,1840,664,35703,7,121,238,189,137,63,16,0,0,771,8,56,250,170,77,23,0,3,0,586,0,32,120,169,199,130,88,37,21,789,6,48,58,30,27,5,0,0,0,180,0,19,31,30,20,18,3,0,0,112,17,275,587,513,470,365,114,36,13,2400,15,256,541,400,457,393,141,42,12,2254,170,1028,2567,1802,1272,639,175,56,14,7730,65,469,937,704,612,348,73,18,8,3232,16,207,310,138,79,44,15,6,3,824,80,320,588,495,333,187,60,21,0,2081,12,15,14,13,23,17,4,5,0,105,4,30,71,47,55,34,12,4,0,257,656,484,953,1227,1052,952,822,711,347,7193,1047,3347,7265,5923,4810,3220,1534,942,416,28515
LGA12870,0,0,9,25,30,18,14,5,0,101,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,9,5,3,0,33,29,35,69,49,95,95,135,91,47,638,48,142,395,385,484,552,585,300,93,2985,0,5,9,17,4,7,0,0,0,37,0,0,0,3,5,3,3,0,0,17,0,3,7,10,5,12,7,0,3,46,0,0,0,0,0,0,0,0,0,6,0,4,17,14,3,4,0,4,0,44,0,20,57,67,85,85,49,25,4,391,0,0,35,49,50,62,41,11,4,249,8,19,87,83,73,50,32,19,7,376,0,13,45,71,55,43,13,3,0,244,0,0,5,9,6,8,4,0,0,34,8,30,50,39,27,34,13,3,0,213,0,3,0,0,0,0,0,0,0,3,0,0,7,4,5,4,0,0,0,14,42,18,26,39,62,87,85,107,70,529,57,115,343,407,378,395,250,171,96,2210
LGA12900,0,0,17,13,11,12,13,4,5,62,0,0,0,0,0,0,0,0,0,3,0,3,7,4,5,8,0,0,0,23,24,35,53,57,58,72,66,68,28,455,35,134,352,330,316,336,288,163,47,2013,0,0,0,7,5,7,0,0,0,18,0,0,0,0,7,0,0,0,0,9,0,0,0,3,7,5,4,3,0,17,0,0,0,0,0,0,0,0,0,5,6,7,11,6,5,8,4,0,0,39,3,13,39,63,78,52,25,23,0,300,0,18,49,52,59,49,32,14,0,275,14,34,72,85,83,67,29,9,0,381,6,23,50,51,46,23,9,0,0,206,0,3,16,0,10,4,6,3,0,46,3,12,33,30,14,11,3,0,3,118,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,3,0,0,0,9,28,12,17,31,28,52,67,72,26,337,61,127,290,328,336,281,184,127,41,1766
LGA12930,18,136,469,370,239,151,82,45,8,1512,5,17,29,7,11,18,7,5,5,103,9,27,102,110,92,118,78,34,12,585,164,378,901,679,516,477,383,379,268,4144,320,3117,9711,8238,6764,6194,4000,2113,881,41344,3,66,261,256,237,134,54,26,5,1042,3,35,360,279,166,41,9,0,0,895,0,40,178,195,278,116,105,78,38,1044,5,40,109,75,63,15,7,3,0,313,0,14,37,30,21,14,8,0,0,131,17,250,853,750,769,512,250,110,50,3550,0,155,540,686,734,674,300,150,37,3288,69,947,3333,2703,1851,1034,395,227,99,10662,24,344,1077,925,760,425,130,60,18,3756,18,192,449,259,169,103,38,23,10,1264,46,252,443,363,220,170,65,45,20,1624,3,13,7,0,15,7,0,6,7,60,0,36,100,99,76,43,11,15,6,375,314,286,608,542,596,544,491,570,385,4330,503,2683,8361,7165,5942,3830,1867,1316,671,32344
LGA12950,0,0,5,3,4,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,14,14,14,42,29,34,45,38,31,12,266,26,41,148,114,157,159,140,66,19,871,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,8,0,0,0,28,0,4,21,24,39,23,14,11,5,139,0,3,25,22,24,29,16,0,0,129,5,13,20,31,34,19,6,3,0,139,0,9,22,27,14,12,11,0,0,97,0,0,0,3,6,0,7,0,0,16,4,9,7,11,6,5,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,13,20,27,30,37,39,16,196,27,46,121,157,169,134,86,54,22,815
LGA13010,0,11,12,14,22,8,15,9,0,94,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,3,7,0,0,32,44,32,91,73,90,95,94,60,26,614,62,92,286,283,333,410,391,201,51,2102,0,0,0,3,5,3,0,0,0,20,0,0,5,3,0,3,3,0,0,14,0,0,5,3,0,3,4,0,0,19,0,0,0,5,0,0,0,0,0,0,0,0,13,14,5,8,0,0,0,39,0,15,22,42,81,86,49,21,10,325,0,9,30,32,47,50,22,11,0,191,7,22,65,72,94,47,25,15,5,344,9,12,34,50,45,49,16,0,0,210,0,0,10,11,11,4,7,0,0,51,4,11,25,18,21,13,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,8,18,35,48,46,60,70,18,336,58,75,225,287,355,306,185,121,26,1649
LGA13310,5,28,66,57,61,48,32,15,0,310,10,0,6,0,9,0,0,0,0,22,0,4,17,18,20,29,27,7,0,116,104,115,327,269,268,217,169,121,68,1665,171,461,1501,1351,1361,1351,1093,560,170,8014,0,5,10,13,16,9,11,0,0,65,0,4,7,15,21,4,0,0,0,55,0,4,8,9,19,23,12,10,5,89,0,4,11,9,5,3,0,0,0,29,6,17,24,32,20,10,6,0,0,113,5,35,108,163,238,206,116,48,21,940,0,13,73,104,121,149,75,30,15,586,21,90,255,269,259,170,75,17,18,1168,21,82,166,225,159,127,43,14,0,845,0,13,24,33,24,23,14,0,3,138,14,51,108,67,48,40,17,0,0,344,7,3,0,0,0,0,0,0,0,8,0,0,0,13,5,9,5,0,0,37,72,45,82,119,112,135,183,192,95,1036,152,363,872,1072,1051,909,555,319,160,5454
LGA13340,3,0,9,19,17,10,7,4,0,73,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,3,5,4,0,42,35,26,42,61,77,90,91,61,23,510,56,126,320,438,441,508,422,171,32,2509,0,0,9,5,6,5,0,0,0,24,0,0,0,4,6,7,0,0,0,14,0,0,0,14,8,3,0,3,0,34,0,0,0,5,0,0,0,0,0,7,0,3,28,33,17,4,0,0,0,94,5,9,53,68,101,87,47,15,5,389,0,5,31,43,59,63,35,16,0,253,5,16,64,97,97,57,19,6,0,357,4,14,33,60,64,63,18,0,0,256,4,0,8,6,3,11,0,0,0,36,8,10,28,27,24,13,3,5,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,16,32,20,22,48,50,54,62,47,32,364,53,80,290,403,439,367,200,91,47,1967
LGA13450,3,17,64,47,42,23,13,6,0,209,0,0,0,0,4,0,0,0,0,9,0,12,22,28,13,13,10,3,0,99,99,80,237,183,182,154,134,116,75,1250,142,369,1362,1146,1004,888,535,270,110,5836,3,4,24,15,21,11,0,0,0,79,0,3,18,14,3,7,3,0,0,47,0,5,13,12,16,8,0,4,0,66,0,0,3,3,4,0,0,0,0,19,3,7,17,21,11,0,3,0,0,71,5,24,118,136,120,94,38,21,11,566,0,25,113,119,108,72,35,7,6,488,26,99,254,246,211,121,38,13,4,1010,21,53,124,115,89,48,14,0,3,458,0,14,20,16,9,0,0,5,0,71,17,63,106,62,45,21,7,0,0,328,0,0,0,0,0,0,0,0,0,6,0,8,14,11,4,5,5,0,0,40,107,87,130,143,129,149,126,111,79,1052,183,384,956,911,783,542,262,173,107,4298
LGA13550,0,7,9,27,16,9,11,4,0,82,0,0,0,0,0,0,0,0,0,3,0,0,3,12,10,8,0,0,0,38,37,41,113,90,77,87,100,56,33,632,60,165,571,518,415,436,362,161,66,2757,0,0,12,7,7,7,5,0,0,26,0,5,9,4,3,8,3,0,0,23,0,0,4,8,9,3,3,4,4,37,0,0,0,4,0,0,0,0,0,0,0,0,20,11,14,8,3,0,0,55,6,9,59,76,105,69,46,17,5,389,0,19,57,57,70,57,24,11,7,302,9,42,100,109,84,70,25,12,0,442,5,20,52,59,55,32,14,6,4,249,0,3,6,6,4,9,0,3,0,40,9,18,41,27,27,28,5,0,3,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,16,40,22,45,56,65,59,81,90,63,521,68,144,415,425,442,341,206,140,90,2263
LGA13660,0,0,6,8,8,9,3,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,21,11,12,23,39,33,44,39,37,14,257,13,52,124,162,173,193,145,101,24,976,0,0,0,0,0,4,0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,0,4,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,15,16,9,0,0,0,0,41,5,3,19,40,56,36,27,10,0,196,0,3,18,30,26,24,11,3,0,120,0,14,33,44,27,23,10,0,6,162,0,10,34,23,34,19,4,4,0,126,0,0,0,5,4,0,4,0,0,11,8,11,12,13,8,4,3,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,8,19,14,14,30,34,16,150,31,48,143,191,176,137,98,54,26,905
LGA13800,10,33,104,87,109,78,35,14,9,469,0,0,3,4,0,0,0,0,0,16,6,18,46,46,54,40,29,16,4,254,121,133,308,279,294,259,207,176,81,1856,288,1102,3213,2839,3133,2913,1948,920,246,16603,0,26,63,74,67,38,15,8,0,288,4,3,26,46,43,15,7,0,0,143,3,18,32,64,64,35,25,12,8,256,0,8,14,25,13,16,3,0,0,84,10,43,80,66,69,36,6,5,0,315,25,106,285,351,437,286,144,49,19,1705,0,59,294,314,388,331,117,38,14,1542,84,308,657,776,657,388,166,47,19,3095,35,236,400,386,313,218,71,16,5,1677,7,63,120,106,73,46,24,18,4,464,49,180,276,256,137,96,34,11,4,1043,0,3,8,4,4,4,4,0,0,21,4,14,13,29,34,19,11,5,0,122,230,122,179,293,292,275,279,204,151,2037,450,1182,2449,2786,2598,1794,900,406,228,12786
LGA13850,0,0,5,0,3,7,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,8,14,33,28,23,40,30,25,11,200,7,45,115,73,99,135,75,47,18,622,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,4,7,5,9,7,0,0,0,22,0,6,9,5,27,15,8,6,5,69,0,6,10,15,18,8,6,0,0,73,0,4,11,17,33,10,3,0,0,75,0,6,20,14,18,9,0,0,0,65,0,0,0,3,3,4,0,0,0,9,0,4,5,7,7,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,11,15,18,10,24,24,11,128,19,29,69,92,125,65,43,33,13,495
LGA13910,3,13,30,30,27,33,14,9,0,162,0,0,0,0,0,0,0,0,0,0,0,3,6,9,11,9,14,3,0,50,52,33,102,94,127,161,134,107,30,847,75,208,638,605,703,767,630,338,73,4031,0,5,4,8,9,7,9,3,0,40,0,3,0,5,4,5,0,0,0,19,0,0,4,6,11,9,6,0,0,43,0,0,0,4,0,4,0,0,0,16,6,10,33,33,20,14,4,0,0,120,0,25,65,101,170,147,64,30,10,617,0,13,58,110,90,88,45,21,9,443,18,28,147,176,128,121,43,12,6,678,4,38,73,95,78,40,15,8,0,357,0,0,14,5,4,11,5,0,0,50,10,23,56,56,25,33,8,4,0,214,0,0,0,0,0,0,0,0,0,5,0,0,3,7,3,4,0,0,0,22,73,32,60,90,74,113,124,125,58,747,106,184,538,703,624,595,323,207,94,3371
LGA14000,19,66,228,237,176,125,64,33,12,959,9,4,8,4,8,9,9,4,0,43,3,25,74,103,119,84,78,39,12,536,128,140,283,441,378,311,285,332,304,2607,296,1935,5804,9543,9224,7517,5270,3039,1175,43815,0,79,243,422,452,256,124,48,12,1629,3,21,257,350,286,92,21,0,0,1031,5,17,170,269,272,102,70,62,34,1007,0,31,86,98,94,38,16,10,0,376,0,24,86,92,55,42,19,4,0,322,18,242,789,1185,1342,926,518,277,99,5391,5,131,603,980,1205,1117,622,246,92,5005,50,570,1814,2609,2217,1426,676,303,150,9812,26,318,1003,1262,1114,757,292,120,36,4932,15,228,453,486,325,159,77,47,25,1823,44,188,275,380,267,168,65,31,18,1445,5,5,3,5,14,12,6,4,0,51,6,25,83,141,125,68,34,11,6,502,245,163,302,368,430,355,337,498,674,3366,431,2032,6177,8634,8207,5520,2879,1654,1164,36689
LGA14100,0,7,9,14,13,17,4,0,0,71,0,0,0,0,0,0,0,0,0,0,0,4,9,8,11,4,8,3,0,46,22,16,38,35,58,28,30,57,75,364,36,165,426,617,841,686,575,366,181,3896,0,4,21,35,26,25,10,4,0,126,0,0,10,14,17,3,0,0,0,46,0,0,10,13,18,13,7,8,13,77,0,0,6,15,12,5,3,0,0,47,0,0,6,5,5,3,0,5,0,22,0,9,63,100,126,114,67,33,25,536,0,3,50,63,99,130,65,42,39,490,6,52,136,253,200,128,50,39,43,904,0,23,85,132,120,100,61,27,8,562,4,25,38,64,52,36,21,9,11,261,3,12,20,34,34,13,9,10,5,132,0,0,0,0,0,0,0,0,0,4,0,3,5,15,19,9,9,11,4,69,22,19,27,41,43,38,47,77,112,430,31,142,473,789,770,631,343,264,267,3710
LGA14170,17,129,440,386,304,186,95,37,10,1614,5,10,17,8,3,8,11,4,3,63,10,54,282,241,197,135,80,30,9,1033,136,338,1111,880,721,657,494,413,252,5010,295,2769,14457,12987,10361,7257,4479,1895,610,55112,0,146,657,491,275,168,50,15,3,1805,4,34,356,285,144,57,18,0,0,895,5,47,291,252,186,113,86,62,20,1049,0,50,291,302,132,58,17,4,0,855,0,30,135,129,58,37,13,0,0,403,11,276,1442,1353,1074,692,268,94,40,5247,0,128,920,1017,990,1017,352,97,18,4539,51,811,3878,3435,1855,885,258,84,45,11294,25,588,2976,2722,1806,1221,364,98,20,9821,23,606,2050,1528,792,311,89,30,9,5444,35,220,593,465,231,136,42,14,4,1734,4,7,5,13,7,4,6,0,0,48,3,73,281,279,201,102,38,16,5,999,324,462,1271,1153,847,779,622,690,611,6757,483,3483,15134,13422,8610,5566,2209,1200,779,50894
LGA14220,3,11,27,25,27,23,13,6,4,128,0,0,0,0,0,0,0,0,0,7,0,4,8,10,10,10,10,0,4,54,76,54,117,134,150,128,153,115,33,964,101,211,596,597,646,628,588,318,71,3756,0,0,7,10,5,5,0,0,0,26,0,0,4,5,8,8,6,0,0,35,0,0,11,7,10,7,0,0,0,50,0,0,0,0,4,0,0,0,0,8,0,4,12,23,14,4,4,3,0,74,8,15,55,110,106,99,64,33,8,501,0,6,77,100,101,96,51,11,3,441,4,39,133,137,132,95,32,15,0,589,7,34,74,105,131,64,16,6,0,437,5,6,9,15,4,18,8,4,3,69,11,23,33,32,25,14,9,3,0,148,0,0,0,0,0,0,0,0,0,4,0,0,7,10,0,6,4,0,0,26,63,24,54,78,63,81,128,113,99,698,102,155,479,632,611,492,325,185,125,3112
LGA14300,0,3,13,3,13,9,5,6,0,48,0,0,3,0,0,0,0,0,0,5,0,0,7,3,0,3,0,0,0,16,22,106,277,257,178,102,67,39,5,1051,33,164,448,438,366,280,210,92,19,2051,0,0,0,0,4,6,0,0,0,10,0,0,0,0,0,3,0,0,0,10,0,0,3,0,0,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,7,0,0,0,31,0,3,25,26,47,20,19,10,3,153,0,0,13,29,22,25,11,7,3,104,5,18,42,41,46,37,8,6,0,196,3,9,26,24,26,20,3,0,0,114,0,0,4,3,3,4,0,0,0,19,3,13,22,14,13,7,4,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,4,10,17,28,32,40,27,15,188,29,57,159,177,198,164,81,43,25,936
LGA14350,5,18,48,56,64,58,51,10,0,315,0,0,0,0,0,0,0,0,0,0,0,9,12,13,13,28,15,9,0,96,136,183,450,386,258,263,236,162,72,2143,180,391,1119,1108,1128,1458,1416,615,176,7584,0,0,4,14,15,11,3,0,0,50,0,0,3,7,15,16,6,0,0,52,0,0,10,14,19,15,15,10,4,87,0,0,5,3,3,5,3,0,0,22,0,4,12,18,17,14,0,0,0,65,4,23,105,149,247,190,105,41,15,878,0,23,64,104,153,159,55,31,4,599,25,74,180,216,233,213,95,39,8,1088,6,41,121,139,188,158,39,12,3,708,0,3,13,28,29,29,12,6,0,122,12,44,81,75,58,48,18,4,4,353,0,0,0,0,0,0,0,3,0,8,0,0,4,9,6,8,3,0,0,34,117,53,89,156,161,162,192,188,132,1249,177,275,701,925,1166,1023,552,333,169,5325
LGA14400,0,18,22,25,35,30,13,11,0,155,0,0,0,0,0,0,0,0,0,3,0,3,6,10,22,15,15,3,0,79,24,40,66,59,80,87,119,99,55,618,56,276,817,1020,1096,1335,1370,703,192,6864,0,3,9,17,27,25,9,4,3,103,0,0,3,13,14,7,0,4,0,37,0,4,10,13,20,13,13,14,5,93,0,0,10,8,8,8,0,0,0,39,3,0,12,8,18,4,3,0,0,48,5,39,111,139,205,158,102,42,21,825,6,22,99,159,271,311,133,45,9,1053,23,76,137,218,278,207,114,68,24,1141,5,51,111,143,150,127,48,24,0,654,0,13,35,43,24,31,10,11,0,171,14,36,46,87,58,34,25,10,3,312,0,0,0,0,0,0,0,5,3,9,0,0,5,7,9,6,0,3,0,38,53,20,37,47,67,78,87,97,66,550,98,273,620,903,1147,1016,554,317,136,5071
LGA14500,3,25,79,132,108,63,36,26,6,476,3,4,7,4,0,5,10,3,0,38,0,16,48,74,102,81,48,27,13,422,111,96,171,258,249,223,185,166,152,1615,202,1403,3856,6894,8074,6569,4500,2979,1268,35738,0,75,129,273,387,239,159,68,32,1354,3,13,113,218,251,66,21,7,0,689,5,17,80,169,179,73,51,49,20,634,0,39,76,123,109,64,23,8,4,448,4,13,35,49,60,35,18,5,6,230,6,163,501,902,1245,866,621,397,141,4844,4,70,260,636,995,1008,616,304,109,4007,25,353,1071,2248,2000,1203,697,367,203,8165,16,243,638,1160,1266,857,412,226,63,4878,19,208,329,411,372,194,102,97,30,1770,32,78,127,197,160,82,60,34,19,785,3,0,3,0,0,9,3,3,0,25,0,27,63,122,133,96,39,32,13,521,286,116,174,331,388,298,260,451,530,2829,400,1412,3599,6844,7543,5090,3082,2041,1176,31177
LGA14550,0,0,6,16,20,21,19,9,0,90,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,21,11,3,0,54,35,21,55,55,62,117,77,50,28,502,44,70,221,297,325,568,463,164,44,2198,0,0,0,10,3,7,0,0,0,19,0,0,0,4,7,0,0,0,0,12,0,0,4,7,4,7,4,0,0,29,0,0,0,0,0,0,0,0,0,5,3,3,8,10,14,5,3,4,0,55,0,7,25,57,98,91,37,14,6,343,0,6,33,34,53,86,26,5,0,249,4,13,54,59,74,62,20,3,4,290,4,10,42,51,87,48,17,0,0,257,0,6,11,15,12,8,7,4,0,69,5,11,22,20,26,10,0,5,0,97,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,5,0,0,0,14,31,11,21,37,41,55,46,49,24,308,52,69,234,310,435,392,151,82,34,1744
