LGA_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
LGA11750,48,861,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,0,0,0,0,7,446,168,171,79,48,905
LGA11800,915,17233,0,0,0,0,0,0,18,0,0,0,0,18,474,113,49,17,4,659,471,230,121,48,23,888,73,33,37,17,13,182,15,4,6,5,0,24,1057,384,209,84,36,1774,5,0,0,0,0,5,49,11,0,0,0,56,490,165,65,29,4,757,234,77,40,21,14,387,19,9,7,0,3,48,9,3,5,0,0,17,796,258,126,56,24,1258,8,0,0,0,0,6,41,0,0,0,0,47,49,7,6,4,0,60,38,3,9,4,0,50,3,0,6,0,0,16,3,0,0,0,3,11,149,19,15,5,4,192,35,13,13,5,0,64,10054,4088,3716,1686,989,20524
LGA12000,57,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,5,605,199,150,148,58,1160
LGA12150,48,813,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,410,178,122,83,53,837
LGA12160,114,2897,0,0,0,0,0,0,4,0,0,0,0,4,30,0,0,0,0,30,8,3,0,0,0,12,5,0,0,0,0,3,0,0,0,0,0,0,40,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,0,6,4,0,0,0,0,5,1657,497,452,254,119,2984
LGA12350,120,3210,0,0,0,0,0,0,3,0,0,0,0,3,37,5,6,0,0,43,9,3,6,0,0,16,8,0,0,0,0,6,0,0,0,0,0,0,54,12,7,5,0,72,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,7,3,0,4,3,0,8,1801,621,501,271,120,3309
LGA12380,4526,30310,3,0,0,0,0,10,111,11,7,0,0,134,732,428,338,83,17,1596,945,1091,1232,555,273,4105,329,377,588,362,386,2036,44,34,28,21,11,135,2163,1943,2189,1023,687,8008,33,3,6,5,0,36,595,156,35,13,0,805,3972,3548,2566,627,208,10923,508,640,794,395,288,2621,40,61,82,48,76,307,104,63,46,25,15,240,5252,4465,3527,1105,586,14933,0,0,0,0,0,0,5,0,0,0,0,5,16,9,14,0,0,43,4,10,12,4,6,37,7,4,3,3,7,17,3,0,0,0,0,3,29,29,30,10,17,114,46,37,19,11,12,129,15789,12691,12806,6389,5820,53494
LGA12390,689,12261,0,0,0,0,0,0,17,0,0,0,0,17,260,70,26,7,5,363,105,39,29,7,0,182,20,17,10,11,11,59,11,5,5,0,0,15,404,128,70,22,14,638,0,0,0,0,0,0,30,4,0,0,0,32,178,84,37,5,0,305,19,15,9,8,0,36,6,6,3,0,0,17,3,0,0,0,0,7,238,101,42,14,5,394,3,0,0,0,0,3,5,0,0,0,0,5,7,7,5,0,0,16,0,6,0,4,0,8,3,0,4,0,0,9,0,0,0,0,0,0,25,10,4,5,0,46,13,5,4,4,0,25,5940,2847,2556,1316,708,13367
LGA12700,115,2612,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,12,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,8,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,15,5,0,0,0,17,10,0,0,0,0,11,1308,500,498,241,120,2662
LGA12730,75,2043,0,0,0,0,0,0,0,0,0,0,0,0,45,6,3,0,0,55,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,57,13,3,0,0,68,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,3,3,0,0,7,1185,348,357,167,76,2138
LGA12750,342,9952,4,0,0,0,0,4,8,5,0,0,0,14,169,16,4,3,0,198,224,63,29,13,7,327,26,4,5,4,4,49,9,4,0,0,0,12,444,92,37,23,6,604,0,0,0,0,0,0,7,0,0,0,0,7,131,28,10,0,0,173,107,24,20,0,0,147,12,5,5,3,0,17,3,0,0,0,0,4,256,57,36,5,0,349,9,0,0,0,0,9,25,0,0,0,0,26,50,6,0,0,0,58,10,3,0,0,0,15,6,0,0,0,0,9,3,0,0,0,0,0,101,15,4,4,0,113,19,0,0,0,0,20,6803,1738,1510,648,349,11045
LGA12850,5579,37317,8,0,0,0,0,12,50,11,3,0,0,64,456,267,166,63,15,975,964,925,971,556,286,3698,146,157,254,215,251,1034,18,25,15,11,3,77,1643,1386,1416,855,554,5850,15,0,0,0,0,18,251,53,14,5,0,322,1785,1158,655,211,58,3872,203,232,294,174,75,979,18,31,50,50,58,204,51,22,10,11,3,99,2318,1504,1020,451,197,5491,0,0,0,0,0,0,10,0,0,0,0,9,21,3,7,4,0,35,6,4,4,0,0,13,0,3,0,4,5,12,0,0,0,0,0,0,32,19,5,8,3,71,39,26,23,13,14,122,13935,10695,11013,6850,6352,48853
LGA12870,107,3230,0,0,0,0,0,0,0,0,0,0,0,6,105,14,0,0,0,113,34,5,3,0,0,47,6,0,0,4,0,4,0,0,0,0,0,3,144,18,3,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,9,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,5,0,5,0,0,14,2003,569,512,243,109,3440
LGA12900,112,2269,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,3,0,24,6,5,0,0,0,16,4,0,6,3,0,14,3,0,0,0,0,3,33,8,11,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,3,0,15,4,0,0,0,0,3,1235,407,388,227,114,2370
LGA12930,1663,22639,4,0,0,3,0,10,32,9,0,0,0,46,377,161,91,18,3,643,840,604,613,173,61,2289,283,281,381,188,124,1261,17,3,6,0,0,36,1560,1061,1086,381,188,4277,12,0,0,0,0,15,706,114,31,6,5,859,3652,2554,1520,312,65,8107,767,819,764,316,148,2812,42,45,64,37,27,227,53,40,33,11,9,144,5239,3573,2419,681,249,12155,0,0,0,0,0,0,11,6,0,0,0,14,43,34,10,6,0,90,4,14,15,6,0,45,4,0,0,0,0,11,0,0,0,0,0,3,67,52,32,13,3,167,12,3,3,7,3,33,14052,9628,9477,4002,2107,39262
LGA12950,32,1048,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,5,8,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,575,197,160,106,35,1084
LGA13010,58,2161,0,0,0,0,0,0,8,0,0,0,0,9,15,0,3,0,0,12,4,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,4,22,4,8,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,13,4,0,3,0,19,6,0,0,0,0,6,1328,370,315,162,61,2243
LGA13310,358,7548,0,0,0,0,0,0,3,0,3,0,0,10,115,21,5,0,0,141,92,51,32,11,6,180,18,5,10,11,5,41,7,0,0,0,0,4,232,77,48,18,10,383,0,0,0,0,0,0,6,0,0,0,0,7,41,15,6,4,0,66,4,5,3,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,50,23,9,4,0,88,0,0,0,0,0,0,8,4,0,0,0,11,13,0,0,0,0,12,5,3,0,0,0,11,5,0,0,0,0,6,0,0,0,0,0,0,27,8,0,4,0,34,3,0,0,0,0,3,3936,1566,1465,719,368,8062
LGA13340,166,2831,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,6,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,5,6,0,0,0,0,11,1430,488,490,282,171,2858
LGA13450,394,5976,0,0,0,0,0,0,6,0,0,0,0,6,31,13,9,4,3,65,56,24,9,8,4,98,3,4,4,3,0,15,3,0,0,0,0,5,101,40,21,15,7,188,0,0,0,0,0,3,30,14,6,0,0,51,136,94,58,17,15,319,45,36,14,3,6,102,3,3,3,0,7,18,11,0,0,0,0,13,222,155,80,27,23,506,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,10,0,0,0,0,0,8,0,0,0,3,0,9,0,0,0,0,0,5,10,11,8,3,0,33,9,3,4,8,0,26,2779,1404,1398,717,428,6725
LGA13550,143,3126,0,0,0,0,0,0,4,0,0,0,0,4,42,8,8,0,0,59,17,11,3,0,0,38,3,0,3,0,0,11,0,0,0,0,0,0,66,25,9,3,5,113,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,9,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,8,1519,628,627,330,149,3257
LGA13660,60,1256,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,4,3,0,0,0,6,721,204,181,106,64,1280
LGA13800,1151,16110,0,0,0,0,0,0,15,0,0,0,0,15,174,62,14,3,0,256,373,198,117,32,10,724,38,25,22,20,7,120,4,0,0,0,0,4,604,294,151,57,19,1117,0,0,0,0,0,0,15,5,0,0,0,18,102,27,9,3,0,142,24,12,5,4,4,49,5,5,11,3,6,31,4,0,0,0,0,3,151,48,22,12,13,241,4,0,0,0,0,10,14,0,0,0,0,13,8,0,0,0,0,10,3,0,3,0,0,8,5,0,0,0,0,7,0,0,0,0,0,0,29,7,9,3,0,50,20,3,3,0,0,30,6895,3785,3763,1928,1177,17549
LGA13850,25,698,0,0,0,0,0,0,0,0,0,0,0,4,13,3,0,4,0,19,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,14,6,3,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,406,137,97,57,25,728
LGA13910,258,4729,0,0,0,0,0,0,3,0,0,0,0,3,49,15,3,0,0,68,27,12,7,5,0,53,7,6,0,0,0,13,3,0,0,0,0,3,84,35,12,7,0,144,0,0,0,0,0,0,6,0,0,0,0,6,16,3,0,0,0,18,0,0,3,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,25,3,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,5,0,0,0,7,0,5,0,0,0,0,0,0,12,0,0,8,0,23,8,0,4,0,3,14,2586,867,768,457,260,4938
LGA14000,1697,31059,0,0,0,0,0,0,42,0,0,0,0,46,287,78,48,3,0,425,672,589,623,121,26,2028,114,105,158,54,15,441,5,0,4,0,0,13,1124,778,834,182,39,2954,20,0,0,0,0,16,538,120,29,0,0,688,2242,1695,920,144,29,5036,404,339,339,71,28,1179,15,18,20,17,10,73,30,6,11,3,3,52,3254,2176,1322,236,62,7059,0,0,0,0,0,3,3,0,0,0,0,7,8,3,5,0,0,21,6,4,3,0,0,21,0,5,0,3,3,8,0,0,0,0,0,0,29,11,15,6,3,61,19,3,3,0,0,28,14429,9568,11346,3996,1806,41149
LGA14100,123,2483,0,0,0,0,0,0,17,0,0,0,0,15,85,21,11,0,0,117,170,65,55,15,0,303,32,19,24,7,0,89,0,0,0,0,0,5,303,111,87,20,4,532,0,0,0,0,0,5,56,0,0,0,0,58,195,45,27,3,0,273,59,32,15,0,0,116,0,0,0,0,0,4,0,0,0,0,0,3,308,90,42,8,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1447,659,844,395,130,3475
LGA14170,654,16568,16,3,0,0,0,22,315,18,7,0,0,338,2960,1108,533,54,11,4663,2504,1794,1840,305,56,6494,593,523,929,421,115,2581,33,11,14,4,0,56,6408,3455,3319,778,186,14148,105,3,3,0,0,113,2136,145,34,3,0,2317,6436,2319,992,144,34,9923,816,623,510,123,34,2113,66,46,73,35,17,245,63,21,6,8,0,100,9627,3160,1619,314,91,14811,12,0,0,0,0,12,73,10,0,0,0,80,137,55,26,6,0,226,50,38,22,8,8,123,7,4,7,3,6,33,3,5,0,0,0,12,288,105,60,18,10,482,38,10,8,4,0,64,22442,10609,9513,2582,937,46078
LGA14220,212,4329,0,0,0,0,0,0,9,0,0,0,0,11,50,13,9,0,0,71,25,13,8,0,0,47,3,0,6,3,0,11,3,0,0,0,0,3,95,27,18,4,0,148,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,3,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,6,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,8,3,0,0,0,21,5,0,0,0,0,3,2316,909,720,353,210,4513
LGA14300,57,1416,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,6,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,10,3,5,0,0,13,0,0,0,0,0,0,714,279,259,143,65,1452
LGA14350,400,7284,0,0,0,0,0,0,3,0,0,0,0,3,40,8,0,0,0,52,32,9,8,0,0,59,5,4,4,3,0,15,3,0,0,0,0,9,92,25,13,8,0,127,0,0,0,0,0,5,12,0,0,0,0,20,100,20,0,7,0,124,32,9,6,0,0,60,0,0,0,0,0,8,5,0,0,0,0,5,163,34,14,7,0,215,4,0,0,0,0,7,11,0,0,0,0,11,11,0,0,0,0,9,6,0,0,0,0,9,3,0,0,0,0,11,5,0,0,0,0,5,43,3,0,4,0,47,13,5,3,0,0,23,4099,1502,1145,558,403,7705
LGA14400,190,5371,0,0,0,0,0,0,7,0,0,0,0,7,160,26,7,0,0,187,260,90,76,12,3,444,27,11,14,12,3,76,0,0,0,0,0,4,459,130,99,27,11,720,0,0,0,0,0,0,24,3,0,0,0,24,165,19,5,3,0,189,81,15,12,0,0,118,12,5,5,5,0,21,4,0,0,0,0,4,288,46,26,5,0,357,0,0,0,0,0,0,3,0,0,0,0,4,11,0,0,0,0,13,0,4,3,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0,17,7,5,0,0,29,3,3,0,0,0,7,3368,1108,1240,580,195,6490
LGA14500,1239,25592,0,0,0,0,0,0,6,0,0,0,0,9,81,18,4,4,0,105,435,171,156,18,5,793,71,53,78,32,10,241,0,0,0,0,0,0,594,245,243,52,15,1147,4,0,0,0,0,3,549,74,13,0,0,639,2062,1226,539,69,11,3909,1191,683,627,113,34,2650,46,31,39,21,6,133,29,11,10,0,0,49,3877,2030,1225,203,57,7382,0,0,0,0,0,0,21,8,4,0,0,25,17,16,5,0,0,36,5,5,3,0,0,12,0,0,0,0,0,0,5,0,0,0,0,5,41,18,14,0,0,82,10,3,4,4,0,28,12140,7642,9461,3667,1310,34227
LGA14550,109,2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,22,5,5,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,14,3,0,5,0,16,10,0,4,0,0,11,1384,418,320,172,109,2405
LGA14600,74,1433,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,4,0,0,13,718,292,230,161,72,1475
LGA14650,2056,53557,0,0,0,0,0,5,77,3,0,0,0,80,1214,184,39,10,0,1445,1035,414,245,49,24,1768,86,49,60,35,12,232,21,9,0,0,0,33,2429,668,345,92,37,3561,0,0,0,0,0,3,123,11,0,0,0,129,603,122,19,5,4,750,272,68,47,8,6,400,25,10,16,7,5,61,21,0,0,0,0,20,1041,207,76,21,14,1361,9,0,0,0,0,11,27,0,0,0,0,35,50,3,5,0,0,55,16,9,0,3,0,27,6,0,5,5,0,15,4,0,0,0,0,4,110,13,14,7,0,149,34,6,6,3,4,53,26999,12222,12437,4906,2111,58685
LGA14700,205,5077,0,0,0,0,0,0,8,0,0,0,0,14,63,29,13,4,0,106,97,109,100,23,7,332,18,21,22,5,0,69,0,0,0,0,0,0,188,164,137,32,7,524,21,0,0,0,0,27,596,65,5,0,0,675,1897,869,370,38,0,3172,425,322,286,62,7,1097,16,13,20,3,0,51,22,8,0,0,0,37,2980,1282,682,97,14,5059,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,3,0,0,14,0,3,3,0,0,11,4766,2434,2390,869,220,10682
LGA14750,129,2563,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,16,10,5,8,6,0,22,0,0,4,0,0,4,0,0,0,0,0,0,26,6,8,5,0,45,0,0,0,0,0,0,8,0,0,0,0,9,40,13,7,0,0,63,11,9,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,59,24,16,4,0,96,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,4,4,0,4,0,0,7,4,3,4,0,0,7,0,0,0,0,0,0,14,3,8,0,0,25,8,4,4,0,3,17,1287,552,498,290,132,2756
