LGA_CODE_2021,C16_Rel_NS_0_14,C16_Rel_NS_15_24,C16_Rel_NS_25_34,C16_Rel_NS_35_44,C16_Rel_NS_45_54,C16_Rel_NS_55_64,C16_Rel_NS_65_74,C16_Rel_NS_75_84,C16_Rel_NS_85ov,C16_Rel_NS_Tot,C16_Tot_0_14,C16_Tot_15_24,C16_Tot_25_34,C16_Tot_35_44,C16_Tot_45_54,C16_Tot_55_64,C16_Tot_65_74,C16_Tot_75_84,C16_Tot_85ov,C16_Tot_Tot,C21_Buddhism_0_14,C21_Buddhism_15_24,C21_Buddhism_25_34,C21_Buddhism_35_44,C21_Buddhism_45_54,C21_Buddhism_55_64,C21_Buddhism_65_74,C21_Buddhism_75_84,C21_Buddhism_85ov,C21_Buddhism_Tot,C21_Christ_Angli_0_14,C21_Christ_Angl_15_24,C21_Christ_Angl_25_34,C21_Christ_Angl_35_44,C21_Christ_Angl_45_54,C21_Christ_Angl_55_64,C21_Christ_Angl_65_74,C21_Christ_Angl_75_84,C21_Christ_Anglic_85ov,C21_Christ_Anglic_Tot,C21_Chr_Ass_Apo_0_14,C21_Chr_Ass_Apo_15_24,C21_Chr_Ass_Apo_25_34,C21_Chr_Ass_Apo_35_44,C21_Chr_Ass_Apo_45_54,C21_Chr_Ass_Apo_55_64,C21_Chr_Ass_Apo_65_74,C21_Chr_Ass_Apo_75_84,C21_Chr_Ass_Apo_85ov,C21_Chr_Ass_Apo_Tot,C21_Chr_Bapt_0_14,C21_Chr_Bapt_15_24,C21_Chr_Bapt_25_34,C21_Chr_Bapt_35_44,C21_Chr_Bapt_45_54,C21_Chr_Bapt_55_64,C21_Chr_Bapt_65_74,C21_Chr_Bapt_75_84,C21_Chr_Bapt_85ov,C21_Chr_Bapt_Tot,C21_Chr_Breth_0_14,C21_Chr_Bret_15_24,C21_Chr_Bret_25_34,C21_Chr_Bret_35_44,C21_Chr_Bret_45_54,C21_Chr_Bret_55_64,C21_Chr_Bret_65_74,C21_Chr_Bret_75_84,C21_Chr_Breth_85ov,C21_Chr_Bret_Tot,C21_Chr_Cath_0_14,C21_Chr_Cath_15_24,C21_Chr_Cath_25_34,C21_Chr_Cath_35_44,C21_Chr_Cath_45_54,C21_Chr_Cath_55_64,C21_Chr_Cath_65_74,C21_Chr_Cath_75_84,C21_Chr_Catho_85ov,C21_Chr_Catho_Tot,C21_C_Chur_Christ_0_14,C21_C_Chur_Christ_15_24,C21_C_Chur_Christ_25_34,C21_C_Chur_Christ_35_44,C21_C_Chur_Christ_45_54,C21_C_Chur_Christ_55_64,C21_C_Chur_Christ_65_74,C21_C_Chur_Christ_75_84,C21_C_Chur_Christ_85ov,C21_C_Chur_Christ_Tot,C21_C_East_Ortho_0_14,C21_C_East_Ortho_15_24,C21_C_East_Ortho_25_34,C21_C_East_Ortho_35_44,C21_C_East_Ortho_45_54,C21_C_East_Ortho_55_64,C21_C_East_Ortho_65_74,C21_C_East_Ortho_75_84,C21_C_East_Ortho_85ov,C21_C_East_Ortho_Tot,C21_C_Jeh_Wit_0_14,C21_C_Jeh_Wit_15_24,C21_C_Jeh_Wit_25_34,C21_C_Jeh_Wit_35_44,C21_C_Jeh_Wit_45_54,C21_C_Jeh_Wit_55_64,C21_C_Jeh_Wit_65_74,C21_C_Jeh_Wit_75_84,C21_C_Jeh_Wit_85ov,C21_C_Jeh_Wit_Tot,C21_C_La_Da_Sai_0_14,C21_C_La_Da_Sa_15_24,C21_C_La_Da_Sa_25_34,C21_C_La_Da_Sa_35_44,C21_C_La_Da_Sa_45_54,C21_C_La_Da_Sa_55_64,C21_C_La_Da_Sa_65_74,C21_C_La_Da_Sa_75_84,C21_C_Lat_Da_Sa_85ov,C21_C_Lat_Da_Sa_Tot,C21_C_Luthe_0_14,C21_C_Luthe_15_24,C21_C_Luthe_25_34,C21_C_Luthe_35_44,C21_C_Luthe_45_54,C21_C_Luthe_55_64,C21_C_Luthe_65_74,C21_C_Luthe_75_84,C21_C_Luthe_85ov,C21_C_Luthe_Tot,C21_C_Ori_Orth_0_14,C21_C_Ori_Orth_15_24,C21_C_Ori_Orth_25_34,C21_C_Ori_Orth_35_44,C21_C_Ori_Orth_45_54,C21_C_Ori_Orth_55_64,C21_C_Ori_Orth_65_74,C21_C_Ori_Orth_75_84,C21_C_Ori_Orth_85ov,C21_C_Ori_Ort_Tot,C21_C_Oth_Pro_0_14,C21_C_Oth_Pro_15_24,C21_C_Oth_Pro_25_34,C21_C_Oth_Pro_35_44,C21_C_Oth_Pro_45_54,C21_C_Oth_Pro_55_64,C21_C_Oth_Pro_65_74,C21_C_Oth_Pro_75_84,C21_C_Oth_Pro_85ov,C21_C_Oth_Pro_Tot,C21_C_Pent_0_14,C21_C_Pent_15_24,C21_C_Pent_25_34,C21_C_Pent_35_44,C21_C_Pent_45_54,C21_C_Pent_55_64,C21_C_Pent_65_74,C21_C_Pent_75_84,C21_C_Pent_85ov,C21_C_Pent_Tot,C21_C_Pres_Ref_0_14,C21_C_Pres_Ref_15_24,C21_C_Pres_Ref_25_34,C21_C_Pres_Ref_35_44,C21_C_Pres_Ref_45_54,C21_C_Pres_Ref_55_64,C21_C_Pres_Ref_65_74,C21_C_Pres_Ref_75_84,C21_C_Pres_Ref_85ov,C21_C_Pres_Ref_Tot,C21_C_Sal_Army_0_14,C21_C_Sal_Army_15_24,C21_C_Sal_Army_25_34,C21_C_Sal_Army_35_44,C21_C_Sal_Army_45_54,C21_C_Sal_Army_55_64,C21_C_Sal_Army_65_74,C21_C_Sal_Army_75_84,C21_C_Sal_Army_85ov,C21_C_Sal_Army_Tot,C21_C_Sev_day_Adv_0_14,C21_C_Sev_day_Adv_15_24,C21_C_Sev_day_Adv_25_34,C21_C_Sev_day_Adv_35_44,C21_C_Sev_day_Adv_45_54,C21_C_Sev_day_Adv_55_64,C21_C_Sev_day_Adv_65_74,C21_C_Sev_day_Adv_75_84,C21_C_Sev_day_Adv_85ov,C21_C_Sev_day_Adv_Tot,C21_Chr_Unit_Ch_0_14,C21_Chr_Unit_Ch_15_24,C21_Chr_Unit_Ch_25_34,C21_Chr_Unit_Ch_35_44,C21_Chr_Unit_Ch_45_54,C21_Chr_Unit_Ch_55_64,C21_Chr_Unit_Ch_65_74,C21_Chr_Unit_Ch_75_84,C21_Chr_Unit_Ch_85ov,C21_Chr_Unit_Ch_Tot
LGA12380,3641,2422,3691,2333,1981,1738,1031,623,324,17784,44370,29687,42160,30455,24716,20583,13403,7433,3283,216080,634,997,1723,1362,1411,1706,1104,419,180,9526,725,476,626,777,996,1229,1393,885,432,7539,30,26,21,18,19,41,15,10,8,178,367,194,328,332,297,295,188,131,40,2170,8,0,12,0,8,0,0,0,0,29,9135,6026,6253,6553,6361,6179,5184,3301,1228,50219,14,7,11,7,13,21,18,9,0,102,927,707,613,688,840,647,555,544,165,5679,71,44,55,68,74,53,50,32,0,444,102,70,69,49,53,27,22,9,0,399,0,3,6,11,7,24,15,31,6,114,184,100,144,164,103,98,95,65,12,966,143,112,179,144,119,119,58,28,18,924,364,267,243,272,254,165,101,40,13,1707,337,261,427,339,378,453,293,207,65,2747,18,19,7,13,27,24,24,16,5,156,51,45,49,49,69,50,36,26,9,380,363,291,316,294,325,332,323,185,67,2498
LGA12390,894,732,956,702,704,680,493,276,132,5564,10373,6251,6700,5891,6354,6187,4573,2665,1077,50075,63,24,99,93,55,38,15,9,0,390,1285,857,882,984,1389,1643,1499,1066,377,9985,0,0,0,0,3,0,0,0,0,3,182,71,102,119,100,130,132,81,30,944,0,0,0,0,0,0,0,0,4,5,3132,1604,1711,1555,1671,1774,1330,823,292,13888,0,4,0,3,8,6,9,0,0,29,15,17,15,17,16,24,19,11,4,129,14,7,17,12,6,10,20,10,0,104,0,3,6,10,3,5,4,0,0,37,26,10,20,16,15,25,17,10,3,139,8,0,4,9,4,0,0,0,0,27,15,7,19,18,15,24,18,12,5,131,95,40,54,58,40,51,47,17,5,413,222,95,107,162,202,317,293,187,83,1669,17,8,6,16,22,20,19,21,10,142,15,6,18,16,14,9,20,18,7,120,225,159,138,224,280,349,397,230,102,2112
LGA12700,141,97,78,90,121,153,80,60,16,840,1662,932,817,1001,1323,1450,1057,559,181,8976,0,0,0,3,0,8,3,0,0,21,304,190,140,228,344,423,392,241,77,2345,0,0,0,0,0,0,0,0,0,0,31,16,5,15,27,28,41,19,6,185,0,0,0,0,0,0,0,0,0,0,328,169,141,186,225,271,190,123,34,1662,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,6,3,8,0,25,0,3,0,0,7,0,0,0,0,12,3,0,0,0,0,8,0,0,0,16,0,0,0,0,0,7,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,3,6,25,8,4,3,3,3,5,3,0,0,38,16,20,22,20,59,84,68,54,13,351,0,0,0,5,3,3,4,0,0,13,3,0,0,0,0,0,7,6,0,20,36,27,24,32,60,107,95,45,10,440
LGA12730,134,103,89,101,133,170,156,94,55,1034,1576,981,865,975,1119,1362,1009,668,293,8847,6,4,3,7,4,3,0,0,0,32,103,72,50,87,178,236,259,174,66,1227,0,0,0,0,0,0,0,0,0,0,19,17,9,16,19,26,12,3,4,130,0,0,0,0,0,0,0,0,0,0,279,192,161,183,231,287,260,170,69,1831,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,13,0,4,0,8,6,0,5,8,0,27,0,0,0,0,0,0,0,0,0,3,8,0,0,3,3,0,3,0,5,29,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,6,0,0,19,4,0,3,0,3,3,4,0,0,15,17,3,9,12,18,61,73,40,24,263,0,0,0,0,0,0,3,0,0,17,3,0,3,0,0,0,0,0,0,9,36,25,14,26,74,136,124,86,60,577
LGA12750,524,348,285,364,491,688,657,382,153,3884,5320,3073,2617,3404,4667,6776,6606,3376,1391,37229,19,18,30,39,71,64,53,22,0,312,449,279,242,401,745,1389,1896,1128,480,7014,0,0,0,0,0,0,0,0,0,0,27,15,22,16,32,70,58,55,19,327,0,0,0,0,0,0,0,0,0,0,968,542,471,618,960,1370,1543,896,285,7653,0,0,0,8,0,0,6,5,0,18,5,9,3,13,34,32,40,34,5,188,37,25,21,27,42,26,43,26,14,262,0,0,0,3,4,0,9,3,0,18,3,9,3,3,12,27,48,34,10,151,6,0,0,6,0,0,0,0,0,15,0,4,3,9,11,10,31,9,3,81,38,17,11,34,18,53,66,27,7,266,32,25,35,46,84,196,276,198,104,986,3,3,4,0,10,20,19,8,3,76,6,18,11,7,11,5,12,13,0,80,44,32,29,45,102,203,275,215,76,1011
LGA12850,2892,2378,2163,1722,1947,1707,944,552,268,14574,37934,29505,27085,24777,27133,24941,15254,8597,3590,198816,5382,5007,4532,5225,7060,7361,4578,1554,771,41473,468,406,415,471,684,1084,1015,622,273,5449,1948,1188,1220,1370,1273,1360,974,466,161,9958,457,290,276,296,284,272,249,113,50,2292,0,0,0,0,0,0,4,0,0,11,11308,8610,7519,6884,8089,8308,6759,4077,1695,63255,0,0,6,8,5,4,3,3,0,39,1132,836,782,892,1089,1058,1154,655,196,7797,55,77,65,70,96,100,87,58,11,619,193,160,106,71,78,53,36,9,15,719,0,10,3,8,8,22,35,32,13,139,306,231,212,228,209,244,134,103,33,1705,137,99,102,82,105,95,92,38,11,758,223,193,143,134,139,143,93,30,9,1102,95,77,66,80,109,146,145,84,45,837,10,3,3,4,3,12,25,8,0,71,89,68,56,63,61,61,57,28,12,490,182,158,121,112,115,161,121,47,30,1049
LGA12870,208,118,87,116,137,171,197,129,98,1261,2096,1197,985,1200,1544,1880,1876,1095,414,12279,4,5,9,9,13,6,8,0,0,55,148,113,75,139,211,371,509,325,125,2019,0,0,0,0,0,0,0,0,0,0,30,20,18,10,28,13,20,31,0,164,0,0,0,0,0,0,0,0,0,0,511,273,236,292,393,529,515,300,101,3150,0,0,0,0,0,0,0,0,0,5,0,0,3,6,4,13,4,0,0,21,6,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,3,0,0,13,13,6,4,12,7,14,10,19,8,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,3,27,0,10,0,0,3,4,9,6,4,30,29,24,30,23,77,119,165,131,49,637,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,4,0,0,0,8,41,27,21,47,60,121,142,109,47,612
LGA12900,188,116,95,91,124,138,133,91,20,988,1952,1113,999,981,1234,1216,1124,712,253,9589,6,0,5,5,10,3,4,0,0,34,194,146,123,172,267,331,341,255,112,1935,0,0,0,0,0,0,0,0,0,0,46,12,12,15,12,12,15,12,0,141,0,0,0,0,0,0,0,0,0,0,684,347,301,340,327,361,329,213,69,2970,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,14,5,0,6,0,8,5,4,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,8,7,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,4,0,13,7,4,7,3,3,9,5,0,0,37,8,8,10,15,28,46,71,42,14,237,0,0,0,3,3,4,10,3,0,28,0,0,0,0,0,0,4,0,0,7,27,39,34,28,57,81,79,54,27,426
LGA12930,1850,1468,1969,1379,1362,1213,801,561,339,10945,24641,20119,24450,19256,19265,16692,11584,7182,3767,146962,626,620,1247,1321,1084,1196,760,316,111,7288,1201,916,684,994,1423,1676,1599,1266,724,10492,5,0,3,4,6,5,0,0,0,19,385,281,283,297,365,399,276,158,78,2517,3,0,0,3,0,0,6,0,0,19,5424,3808,3403,3891,4296,3937,3162,2062,979,30960,9,11,12,11,16,12,7,11,4,90,2676,2219,1526,1716,2795,1962,1343,1147,483,15858,46,38,54,47,68,55,35,17,13,372,56,33,43,25,28,25,11,8,3,231,9,3,5,12,17,19,21,33,14,133,333,188,195,254,184,193,142,94,18,1601,86,84,108,91,110,117,65,44,29,726,164,135,120,161,144,122,60,27,13,944,223,165,138,218,276,314,312,197,100,1948,11,12,14,10,21,21,28,26,11,154,25,4,29,20,11,16,11,6,0,125,191,122,135,171,214,325,317,242,136,1865
LGA12950,50,42,37,31,50,56,48,42,14,371,793,447,412,425,551,608,508,353,134,4234,0,0,0,0,0,0,0,0,0,11,121,68,67,76,122,164,154,98,32,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,6,0,0,21,0,0,0,0,0,0,0,0,0,0,220,67,97,95,98,150,90,71,28,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,4,3,3,3,3,5,0,22,0,0,0,0,0,0,0,0,0,0,8,0,4,4,0,15,5,9,0,48,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,5,5,0,17,17,6,7,3,16,17,21,6,5,99,17,25,13,27,51,61,66,47,19,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,23,6,6,24,17,52,37,20,4,182
LGA13010,160,103,151,168,126,153,175,100,67,1203,1508,865,811,927,1069,1375,1296,708,274,8832,0,9,3,3,7,12,0,0,0,38,251,176,123,181,278,400,393,316,120,2230,0,0,0,0,0,0,0,0,0,4,9,10,3,15,12,13,20,9,7,92,0,0,0,0,0,0,0,0,0,0,247,168,120,161,208,239,257,148,46,1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,0,13,7,7,0,33,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,3,10,0,0,18,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,4,3,0,6,16,0,0,0,0,7,13,6,3,0,33,6,12,11,7,50,68,80,64,15,311,0,3,0,0,8,7,5,0,0,31,5,4,0,0,4,9,10,0,0,30,16,16,9,30,35,76,94,83,33,383
LGA13310,462,385,527,452,449,369,320,174,81,3217,5376,3412,3561,3521,4039,3951,3248,1758,738,29608,37,14,47,52,39,30,22,3,0,241,819,546,526,664,929,1140,1097,693,290,6707,0,0,0,0,0,0,0,0,0,0,66,38,46,30,39,60,35,28,14,357,22,46,42,13,29,17,0,3,3,178,1332,850,840,911,1006,1205,996,565,239,7948,6,5,0,5,0,4,0,0,0,17,41,22,24,32,40,36,30,30,6,263,18,9,6,20,18,11,18,12,5,116,3,6,0,11,5,4,5,0,0,34,0,0,5,6,12,17,16,7,0,54,0,0,3,0,0,5,5,0,0,11,9,3,6,13,6,17,15,11,0,84,13,18,23,11,26,24,13,5,5,139,26,26,22,47,60,102,144,101,26,556,5,9,10,13,4,15,26,6,4,94,9,8,12,8,8,6,14,7,0,79,86,51,63,83,109,166,188,146,65,960
LGA13340,159,72,83,90,102,150,113,49,39,847,2236,1075,891,1086,1430,1573,1244,558,261,10357,5,5,0,6,3,11,6,0,0,32,239,147,78,174,247,300,287,156,52,1677,0,0,0,0,0,0,0,0,0,0,26,14,7,17,15,16,18,13,0,129,0,0,0,0,0,0,0,0,0,0,560,277,228,269,264,317,264,124,26,2324,0,0,0,0,0,0,4,0,0,10,0,0,0,0,3,0,3,0,0,9,0,0,4,0,0,0,7,5,0,21,0,0,0,0,0,0,0,3,0,11,143,88,37,64,89,136,140,95,51,852,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,7,0,0,18,41,20,14,26,22,18,25,3,0,161,29,18,18,25,65,73,111,56,20,417,0,3,0,0,0,0,4,3,0,18,6,0,0,8,5,0,5,6,0,29,36,30,25,41,56,125,93,57,27,493
LGA13450,571,344,390,308,333,349,247,163,97,2811,5361,3159,3513,3098,3326,3040,2052,1419,672,25635,27,7,53,39,27,11,7,0,0,176,449,271,303,316,403,441,389,235,119,2920,0,0,0,0,0,0,3,0,0,3,26,24,24,25,30,22,21,17,3,199,16,15,24,3,11,13,3,4,0,82,1908,1209,1173,1076,1251,1334,984,710,328,9983,5,3,0,6,0,0,0,0,0,18,7,8,4,4,9,7,3,0,0,35,14,3,8,14,12,18,15,8,3,86,47,39,15,19,11,7,8,5,0,145,10,12,7,9,10,13,13,6,0,80,6,3,0,6,0,0,0,0,0,23,24,17,17,22,29,22,13,0,0,143,114,49,58,47,40,32,21,0,0,354,48,32,52,49,77,99,106,78,33,586,5,0,0,6,11,3,4,4,0,36,77,48,33,31,39,24,16,3,0,272,145,96,82,107,172,182,141,84,58,1059
LGA13550,202,126,133,131,153,142,128,91,25,1131,2528,1365,1523,1380,1532,1566,1195,806,323,12214,9,0,14,4,8,7,0,5,0,49,393,233,259,310,370,489,416,310,121,2906,0,0,0,0,0,0,0,0,0,0,23,8,4,22,20,19,20,10,4,123,0,0,0,0,0,0,0,0,0,0,656,304,363,360,345,366,281,194,73,2940,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,18,0,0,0,0,0,3,8,0,0,15,0,0,0,0,4,3,0,0,0,4,3,0,0,7,3,3,3,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,6,5,0,22,34,8,5,17,11,10,9,9,0,108,36,27,34,41,46,99,108,66,34,492,4,4,0,4,9,9,0,0,0,33,9,0,0,3,0,3,6,0,0,31,52,24,25,40,63,67,57,62,26,419
LGA13660,87,57,52,48,87,106,61,57,27,591,974,479,439,524,738,741,770,444,156,5255,0,0,0,0,7,0,0,0,0,16,206,90,108,145,218,258,311,227,92,1650,0,0,0,0,0,0,0,0,0,0,5,0,4,3,3,3,4,3,0,22,0,0,0,0,0,0,0,0,0,0,193,78,87,109,123,142,109,76,24,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,4,8,4,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,8,0,0,3,0,0,3,0,0,15,15,8,17,16,31,67,59,44,15,281,7,0,0,3,10,0,5,3,0,25,5,0,0,0,3,0,0,6,0,19,20,7,4,17,18,34,34,16,14,158
LGA13800,898,746,676,618,805,678,544,247,124,5336,12870,8967,8030,8113,9554,7831,5565,2635,1011,64591,38,24,76,79,66,74,59,11,5,427,1735,1280,950,1347,2081,2111,1816,1241,431,12997,0,0,0,0,3,0,0,0,0,4,219,111,119,137,120,134,140,77,17,1084,53,42,39,31,21,17,14,6,0,232,3653,2334,2037,2031,2463,2264,1603,829,259,17458,8,6,0,12,14,9,13,10,0,76,124,77,61,85,106,97,53,35,15,649,42,42,44,22,50,44,26,22,6,305,29,23,25,12,20,23,9,5,0,141,13,6,3,7,22,26,30,16,8,134,3,4,0,3,0,3,5,0,0,27,24,7,16,17,30,29,21,24,8,179,157,71,89,88,92,99,56,14,13,676,57,58,42,80,160,247,227,151,48,1079,3,0,0,3,12,27,21,12,8,81,21,12,14,13,23,22,25,13,7,150,220,183,114,157,210,287,296,181,69,1720
LGA13850,51,37,53,30,58,50,52,40,12,380,512,325,297,279,457,423,359,228,57,2945,0,4,0,3,4,0,0,0,0,15,50,49,36,43,78,130,127,79,30,624,0,0,0,0,0,0,0,0,0,0,8,0,0,7,8,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,130,100,89,64,85,157,81,57,23,796,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,0,19,6,0,4,0,27,40,23,29,11,137,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,5,12,8,6,25,16,21,5,90
LGA13910,288,176,135,161,217,218,215,107,50,1562,3609,2046,1682,2019,2443,2528,2393,1254,521,18497,9,5,11,8,8,8,8,0,0,66,433,287,278,324,524,706,772,510,171,4004,0,0,0,0,0,0,0,0,0,0,16,15,8,18,17,23,24,14,0,135,27,17,16,16,11,10,6,3,0,118,998,664,507,574,721,846,802,455,183,5748,0,0,0,0,0,0,0,0,0,3,15,13,6,5,9,7,8,4,4,69,5,9,4,5,6,10,8,3,3,51,3,0,0,0,0,0,0,0,0,13,13,0,3,6,6,7,17,9,0,58,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,9,9,6,3,34,4,0,6,3,4,6,12,3,0,44,45,17,27,36,43,117,112,68,22,488,14,3,10,0,9,15,12,4,0,64,12,0,4,0,8,3,0,3,0,36,62,42,29,49,99,138,140,117,22,704
LGA14000,1811,1177,1148,1487,1366,1161,887,657,663,10351,27868,18046,14700,20693,21083,17204,12162,7075,3844,142666,561,370,493,1011,899,798,576,181,69,4953,2620,1909,906,1682,2929,2762,2454,2144,1187,18581,3,0,0,8,0,0,4,0,0,17,583,379,273,402,487,563,400,254,102,3450,45,8,33,25,0,18,11,14,15,167,5753,3745,2208,3421,4489,3835,2891,1926,810,29074,30,10,14,19,22,23,26,18,9,172,249,159,108,216,268,225,123,115,44,1506,28,15,21,46,33,35,26,21,13,234,28,33,20,17,30,27,14,11,10,193,25,25,10,23,56,66,60,73,25,361,67,57,45,65,51,49,47,23,6,403,117,68,82,116,108,110,75,39,31,751,269,213,170,182,242,228,117,47,13,1494,494,314,188,384,496,508,453,341,204,3380,21,13,10,16,22,22,25,8,3,142,116,85,81,107,111,122,106,71,27,821,485,356,215,365,628,682,640,619,315,4312
LGA14100,172,154,134,138,149,159,120,69,48,1135,2653,1846,1135,1699,1999,1640,1419,853,744,13999,6,11,8,45,44,35,42,28,5,217,185,140,60,138,257,252,237,160,112,1549,0,0,0,0,0,0,0,0,0,0,9,0,0,6,11,7,13,7,8,54,0,0,0,0,0,0,0,0,0,0,973,771,273,453,730,578,410,279,190,4657,0,0,0,4,0,0,0,5,0,10,123,67,47,84,89,79,58,39,11,600,4,4,0,4,5,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,8,0,29,23,12,7,10,15,8,0,4,3,91,9,5,4,0,12,4,3,0,0,38,18,13,13,9,14,7,4,3,3,88,26,18,10,22,33,35,55,35,14,252,0,0,0,0,0,0,0,0,0,4,0,3,0,8,8,0,6,4,0,26,17,15,3,19,39,35,48,37,11,234
LGA14170,2720,2097,4481,3514,2653,2032,1175,575,296,19550,27911,19517,36896,31754,25237,18513,12196,6842,3169,182037,448,440,1049,1244,913,929,683,235,115,6059,1250,784,1000,1447,1951,1661,1382,787,322,10577,0,0,7,9,4,5,3,0,0,29,90,97,165,134,146,120,89,43,19,905,0,0,0,0,0,0,0,0,0,0,6096,3328,4748,5472,5596,4627,3525,2589,1413,37412,6,5,8,3,5,7,5,3,0,39,873,640,639,737,1330,908,741,1247,596,7714,24,35,42,46,61,41,36,20,12,316,8,13,9,11,9,13,4,5,4,73,22,12,27,44,54,41,51,32,13,293,61,22,42,50,40,26,32,28,8,303,38,35,87,65,53,73,38,28,15,433,87,57,120,103,73,66,43,16,14,586,197,130,158,228,282,343,266,129,63,1801,6,0,5,7,12,21,11,13,7,69,12,10,20,27,12,17,13,8,4,117,162,119,204,235,266,309,256,120,51,1724
LGA14220,384,214,203,187,216,262,216,119,51,1856,3507,2064,1784,1853,2193,2349,2046,1235,431,17467,6,3,8,10,11,9,4,0,0,61,439,294,276,357,568,703,706,514,186,4043,0,0,0,0,0,0,0,0,0,0,9,13,17,4,12,14,20,20,0,103,0,0,0,0,0,0,0,0,0,0,628,379,334,314,440,474,391,299,99,3351,0,0,0,5,0,12,13,3,0,30,0,0,3,0,0,4,4,3,0,18,0,8,0,18,10,3,14,10,6,79,0,0,0,0,0,0,4,0,0,8,0,3,3,0,0,3,9,9,4,27,0,0,0,0,0,0,0,0,0,0,3,7,17,12,4,6,9,4,0,59,32,22,19,26,29,29,17,11,5,182,64,43,40,54,114,165,190,119,49,827,27,27,11,11,19,20,18,10,7,149,4,0,8,6,11,5,10,11,3,58,80,60,38,55,86,125,121,102,31,715
LGA14300,119,174,324,330,187,164,85,36,14,1436,1123,734,870,848,840,869,626,285,114,6295,5,3,7,3,3,3,3,0,0,25,144,99,77,114,195,198,213,119,52,1205,0,0,0,0,0,0,0,0,0,0,17,3,6,11,13,10,20,10,0,98,0,0,0,0,0,0,0,0,0,0,368,209,165,167,226,247,196,106,29,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,9,0,0,3,0,4,4,4,0,0,21,0,0,0,3,0,0,0,0,0,3,8,0,0,14,5,0,0,3,0,28,10,0,0,9,0,0,3,0,0,27,21,4,11,23,20,49,50,23,14,218,0,0,0,4,0,7,6,0,0,16,0,0,0,3,0,0,0,5,0,9,9,6,21,24,21,46,44,21,6,193
LGA14350,534,411,514,425,461,550,484,250,97,3727,4969,2987,2676,2889,3721,4724,4043,1996,868,28886,9,19,17,26,29,37,30,8,0,177,382,291,236,351,678,1037,1246,771,284,5282,0,0,0,0,0,0,0,0,0,0,12,22,12,15,29,36,44,24,11,200,0,0,0,0,0,0,0,0,0,0,791,587,476,500,707,992,894,548,180,5674,0,0,0,4,0,0,6,3,0,8,9,0,3,6,12,11,12,0,0,60,27,14,22,21,26,43,35,25,3,219,0,0,3,0,3,0,9,0,0,20,0,5,4,6,11,6,11,8,0,41,3,0,0,0,0,0,0,0,0,3,6,8,3,6,8,10,23,10,9,79,30,17,11,19,25,40,41,16,0,214,30,21,19,29,58,114,208,127,39,651,7,3,3,9,17,35,28,13,3,121,130,70,52,43,49,71,43,21,6,481,98,85,59,89,155,287,298,207,88,1368
