CED_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
CED122,3,13,116,278,118,63,66,18,10,689,0,5,3,78,20,24,6,6,3,143,0,0,4,22,19,14,9,3,0,73,31,196,297,2612,866,784,842,585,219,6443,185,345,599,1661,442,375,366,263,185,4411,4652,8721,11324,32536,11517,9249,7276,4845,2288,92410,0,0,3,25,8,5,5,3,0,45,8753,15051,14811,25697,11351,8572,5457,3252,1500,94444,8,42,89,577,229,175,58,9,0,1188,0,0,0,51,24,39,35,21,3,180,11,28,202,2345,119,54,31,14,0,2803,0,5,25,43,22,17,20,0,3,136,13,35,32,287,104,50,29,7,0,559,3,20,20,292,115,118,154,88,19,838,10,112,1573,3766,642,904,568,298,181,8047,0,0,0,45,27,39,75,122,39,347,0,12,12,59,44,81,196,244,105,759,62,278,416,3664,1340,917,596,382,120,7773,0,8,27,160,99,137,80,34,11,553,18,162,121,782,258,72,37,15,4,1473
CED123,0,13,8,129,50,20,17,4,0,248,0,0,0,6,14,16,23,12,3,69,0,6,22,57,31,11,4,6,0,123,14,107,177,839,417,358,326,204,84,2518,326,676,631,1606,547,419,418,383,338,5349,6584,12875,12001,29065,11657,9834,7746,3877,1577,95216,0,11,37,197,62,29,19,11,0,363,12926,23290,20214,38110,15335,11756,8217,3414,1100,134364,5,33,18,305,68,29,21,5,0,485,0,0,0,42,16,32,23,19,6,141,0,3,7,53,4,6,4,0,0,80,0,6,10,49,21,13,10,0,0,113,4,10,0,40,37,32,17,6,0,146,0,0,0,41,35,44,38,28,3,191,0,32,69,573,256,223,173,63,18,1409,0,0,0,44,50,112,110,91,26,429,0,18,48,152,70,87,113,49,14,544,6,79,138,608,719,1265,1149,770,190,4920,5,21,95,495,275,224,129,47,12,1304,0,4,5,31,8,21,11,11,0,85
CED124,0,5,3,30,11,7,3,0,0,56,0,3,0,11,8,8,14,21,3,68,0,0,0,16,14,8,12,0,0,47,4,17,13,109,90,138,148,121,31,671,170,544,396,951,584,760,877,685,307,5289,3408,8718,6908,14343,9690,12861,13331,7914,3295,80459,0,0,0,0,0,0,0,0,0,0,6447,16467,13115,23236,15660,20129,20967,11767,4245,132040,0,0,0,17,5,0,0,0,0,31,0,0,0,4,0,0,0,0,0,3,0,0,5,35,5,8,3,0,0,49,0,4,0,9,7,0,3,0,0,25,3,12,3,66,32,54,40,13,3,224,0,0,0,14,11,6,14,4,0,53,0,8,8,53,33,42,34,14,6,196,0,0,0,5,6,22,14,24,3,75,0,3,5,19,6,8,18,19,0,76,6,61,71,283,495,1072,1550,1226,368,5133,0,6,0,17,15,22,16,3,0,83,3,7,3,27,11,28,20,16,7,119
CED125,0,15,39,341,117,101,67,9,11,693,0,0,0,9,10,15,15,6,0,65,0,5,40,112,33,13,3,5,0,213,21,187,225,1357,784,756,550,258,73,4213,347,740,595,1505,510,430,375,245,122,4875,8307,15039,12525,32992,11729,10863,8136,3517,1104,104213,0,6,44,211,66,51,23,8,4,408,16043,26484,19774,34742,11892,10304,7555,2975,796,130554,15,191,243,2609,676,332,119,15,0,4196,0,4,5,169,64,73,44,15,0,387,0,4,5,72,12,10,9,0,0,112,0,13,19,203,102,68,64,17,5,479,5,14,10,61,25,14,6,0,0,142,0,7,13,200,218,204,197,127,12,974,6,60,76,705,298,373,262,75,26,1883,0,3,3,111,34,124,128,111,12,527,9,74,65,354,122,133,132,54,18,958,15,122,119,481,527,989,973,618,164,4000,0,49,117,1287,690,583,305,99,28,3148,0,4,3,32,19,18,16,13,0,107
CED126,0,3,13,72,52,27,16,0,0,194,0,10,4,31,44,26,15,10,11,159,0,0,0,28,24,20,11,4,0,91,18,83,103,924,550,438,348,253,123,2847,94,232,223,573,314,284,241,287,219,2469,3917,9785,8557,17612,12007,10156,8328,6012,3058,79420,0,0,0,7,7,7,9,0,0,24,7661,17975,14944,20937,14303,12088,9760,6722,3042,107435,0,0,0,35,12,3,0,0,0,58,0,0,0,30,20,36,30,14,0,128,5,41,80,1239,160,49,16,5,0,1589,0,0,0,14,11,6,3,0,0,32,6,28,37,200,158,133,50,38,7,650,0,0,9,66,34,30,24,30,4,206,4,56,129,666,470,465,230,130,71,2208,0,0,0,54,34,96,137,122,50,497,0,0,4,19,10,28,62,68,18,214,49,572,731,2148,2340,2067,1540,1313,486,11242,0,0,0,46,40,28,39,22,3,179,3,27,39,189,113,55,41,25,0,497
CED127,0,10,17,66,30,17,10,3,0,142,0,0,0,7,9,20,29,16,5,80,0,0,0,9,7,5,0,0,0,25,0,28,42,285,253,260,261,172,60,1365,109,294,247,623,347,331,320,288,219,2777,3913,8934,7918,17063,10441,10309,8759,4791,1872,74011,0,0,0,15,4,6,0,0,0,24,7749,17329,15413,27457,15691,14537,11597,5613,1843,117229,0,0,0,21,3,5,3,0,0,36,0,0,0,12,0,8,6,3,0,28,0,0,5,44,13,14,8,0,0,78,0,0,4,23,10,6,6,0,0,56,0,7,14,69,68,57,44,16,0,281,0,0,3,34,45,36,36,18,8,167,0,15,31,186,107,97,71,35,6,556,0,0,4,6,24,49,49,34,4,162,0,6,0,0,4,19,36,14,3,85,4,111,160,680,992,1604,1560,1027,284,6437,0,0,3,66,29,35,34,7,7,185,0,11,0,52,31,37,38,15,14,205
CED128,9,63,160,1109,930,823,491,179,107,3866,0,0,0,0,0,10,8,3,0,22,0,0,6,14,3,3,0,0,0,28,30,401,562,1749,989,1000,735,436,189,6095,330,708,549,1528,556,517,392,282,140,5005,5660,11881,11036,24210,11026,10610,7734,4202,1859,88217,9,162,444,1539,399,233,85,27,10,2896,10503,18990,15476,20442,7670,6264,4148,1955,783,86231,0,9,17,161,36,19,7,0,0,246,0,0,6,196,119,146,89,47,6,611,0,6,0,36,7,8,6,0,0,64,0,23,46,458,322,349,266,103,32,1598,0,4,17,29,22,16,0,5,0,85,0,10,15,115,137,160,185,114,21,761,8,39,149,1162,527,732,404,205,82,3300,0,0,0,59,80,177,262,225,57,863,0,29,46,195,70,143,141,76,29,729,5,13,32,144,156,411,362,225,85,1418,0,29,61,528,332,410,216,68,27,1679,0,0,8,26,10,15,9,4,9,72
CED129,0,9,14,157,112,94,54,12,0,451,0,4,6,10,12,13,13,7,0,60,0,7,26,65,46,26,8,0,0,173,26,224,187,921,525,427,347,203,96,2943,94,261,189,660,251,220,168,157,101,2103,5593,14175,11225,26816,13461,10045,8297,4522,1707,95838,0,6,17,240,126,107,55,18,5,571,10849,23918,17809,21336,12342,7877,6569,4389,1410,106496,0,18,30,327,122,103,62,7,0,673,0,0,0,35,37,38,10,11,0,130,5,16,24,121,35,21,4,4,0,228,0,4,4,35,28,22,10,0,4,113,7,37,39,116,61,46,23,3,0,320,3,6,13,65,84,79,48,31,4,342,30,529,407,5654,1810,1829,1495,388,188,12328,0,0,7,24,62,92,108,99,36,425,4,170,48,360,126,124,167,67,24,1086,24,279,344,840,839,831,692,519,181,4541,0,8,25,356,280,217,132,61,15,1098,0,8,4,56,27,20,14,3,0,134
CED130,4,47,21,144,24,11,0,0,0,243,0,0,4,4,9,11,6,3,0,36,0,3,3,20,10,9,4,4,0,52,11,58,42,266,84,83,77,48,20,679,277,826,941,1502,800,850,807,635,379,7015,4142,10185,9382,18418,9735,10798,9509,6138,2596,80894,0,0,0,9,0,0,0,0,0,5,8037,18203,15853,27359,15529,17386,15482,9184,3223,130246,0,19,9,100,11,6,0,0,0,139,0,0,0,0,0,3,0,0,0,8,0,3,19,54,14,6,0,0,0,95,0,4,0,6,5,0,0,0,0,19,4,11,17,60,22,27,33,10,0,182,0,0,0,6,4,3,0,0,0,19,4,43,23,342,69,65,39,0,3,586,0,0,0,3,4,4,10,5,6,33,0,8,5,31,0,0,4,6,3,64,0,41,70,270,280,556,643,506,149,2516,0,12,17,169,22,14,8,0,0,252,0,4,10,49,6,11,12,8,0,93
CED131,0,26,48,145,30,35,10,3,3,298,0,0,4,10,15,12,13,7,6,67,0,7,23,37,13,6,4,0,0,90,39,176,189,667,216,141,135,131,73,1763,117,262,583,892,339,350,354,329,313,3537,4236,8921,12017,24019,10478,9747,7705,4621,2746,84482,5,70,43,147,17,6,3,0,0,293,8219,16430,20176,36847,16385,15315,11581,6152,2961,134058,4,30,20,181,22,19,4,0,0,280,0,0,0,38,12,41,37,19,0,155,0,0,0,168,22,0,0,0,0,205,0,7,8,24,13,4,4,5,0,66,10,17,42,161,82,53,22,9,3,396,0,6,0,36,14,9,12,0,0,74,6,35,170,693,178,124,93,21,13,1328,0,3,0,21,20,51,32,47,13,181,3,9,4,30,7,9,21,16,6,117,30,164,261,887,544,653,546,368,140,3601,0,0,12,48,24,18,22,7,0,136,0,6,11,69,22,14,7,5,0,149
CED132,0,6,25,235,113,51,47,15,6,502,0,0,0,33,23,12,9,10,5,98,0,0,3,44,16,21,9,6,0,95,17,152,143,1655,533,365,389,237,195,3679,127,245,220,1095,348,281,279,260,269,3112,4332,9159,7923,28888,11905,9436,7939,4658,2591,86835,0,4,0,15,10,8,13,5,0,56,8098,14924,12138,24792,11305,8995,7160,4324,1949,93694,0,6,8,131,21,24,6,0,0,190,0,0,0,23,13,19,9,4,0,63,0,39,40,724,88,19,17,0,0,936,0,3,12,26,23,3,8,4,0,76,10,38,33,291,135,108,62,33,0,706,0,4,15,108,37,32,24,23,0,253,35,453,646,4551,1395,1472,993,492,262,10305,0,0,0,23,27,72,102,91,50,372,3,16,3,72,19,56,79,81,43,373,57,460,493,2228,1599,1263,962,645,215,7919,0,0,9,120,59,64,51,26,9,336,7,33,40,381,81,41,45,27,16,652
CED133,0,3,7,40,13,3,3,0,0,75,0,0,0,6,13,19,16,8,3,55,0,0,0,16,12,11,13,0,0,51,7,30,42,288,125,131,143,78,28,881,245,737,596,1439,746,875,830,538,290,6297,4032,9952,8147,18085,10985,12912,11886,6444,2922,85376,0,0,4,11,5,9,0,0,0,34,7657,18501,15098,28085,17300,20359,18867,9611,3707,139193,0,4,0,14,5,3,0,0,0,22,0,0,0,3,0,0,4,0,0,5,0,7,5,64,6,11,0,0,0,90,0,3,0,10,0,0,3,0,0,19,3,19,16,88,63,48,45,20,5,310,0,0,0,17,17,10,9,7,0,61,0,13,13,123,39,34,26,4,5,249,0,0,0,5,5,4,5,10,0,33,0,8,0,24,8,0,14,13,4,70,9,80,79,463,514,1047,1135,783,250,4351,0,6,4,24,16,12,12,13,0,97,0,0,0,62,24,34,32,14,3,170
CED134,0,0,5,34,10,6,0,0,0,59,0,0,0,7,0,4,6,3,0,19,0,6,12,41,17,9,0,0,0,85,3,25,24,138,42,43,49,37,19,388,523,1236,980,2333,1120,1196,952,744,383,9462,4919,10344,8172,19540,9238,10281,8120,5280,2320,78220,0,0,0,0,0,0,0,0,0,0,9032,18087,14142,28763,14763,16778,13432,7844,2926,125770,0,11,0,127,9,3,3,0,0,158,0,0,0,3,3,4,9,6,4,21,0,0,0,19,3,0,0,0,0,19,0,0,0,13,5,0,0,0,0,24,0,0,7,44,18,10,8,3,4,94,0,0,0,5,4,6,3,0,0,21,4,11,13,144,51,50,19,4,3,303,0,0,0,0,0,3,6,13,4,36,4,4,0,21,0,5,9,0,0,37,7,39,28,227,145,320,301,233,66,1372,5,16,10,84,35,23,13,0,0,194,0,0,0,26,4,5,5,9,7,52
CED135,0,22,85,308,221,233,144,42,18,1068,0,0,0,3,0,0,3,5,0,12,0,7,25,63,15,0,3,0,0,103,47,311,323,1443,551,451,389,216,80,3815,343,702,691,2278,569,488,353,249,127,5802,6748,11951,11154,36899,10946,9578,6847,3800,1594,99517,12,111,252,1156,299,197,133,55,11,2232,11816,16751,12416,17998,6801,4985,3600,2214,1025,77608,8,61,106,794,159,104,51,5,5,1283,0,0,0,70,44,61,49,24,11,263,0,8,8,128,21,24,3,0,0,197,0,0,12,63,44,32,24,10,3,195,4,22,30,83,25,19,11,5,0,203,0,4,14,106,51,62,76,37,12,354,39,421,743,5985,2380,2985,1763,753,369,15437,0,0,0,42,26,64,75,79,23,313,10,69,24,187,36,67,81,59,17,546,9,69,80,338,212,358,338,212,85,1699,0,13,51,497,246,309,184,76,23,1401,0,3,9,67,16,15,6,0,5,123
CED136,0,3,4,70,15,9,9,0,0,118,0,8,5,25,15,14,29,16,5,111,0,6,5,35,28,13,6,0,0,93,3,36,36,227,116,141,148,98,26,833,168,430,369,869,391,419,536,431,230,3835,5307,11402,9809,22369,10834,11206,10493,5994,2242,89647,0,0,0,13,0,0,0,0,0,9,10325,21788,18430,37019,17674,17772,15832,8452,2669,149971,0,4,8,51,19,0,0,0,0,84,0,0,0,3,0,11,4,4,0,21,0,3,0,33,6,0,0,0,0,43,0,0,0,17,7,0,0,0,0,27,0,13,4,73,42,31,42,12,6,220,0,0,0,14,8,12,19,18,0,82,0,10,20,168,81,56,43,18,11,407,0,0,0,9,9,26,25,43,10,125,0,0,7,21,4,3,18,11,0,76,15,113,163,517,569,942,1180,881,230,4613,0,8,5,63,27,31,16,14,4,162,0,0,0,29,14,17,13,12,3,83
CED137,4,41,251,683,440,367,286,92,29,2190,0,0,0,13,13,4,7,0,0,34,0,0,3,39,17,5,0,0,0,70,47,196,223,1683,454,401,328,247,127,3705,177,324,501,1713,387,338,286,250,257,4237,5132,9278,12261,37359,12039,10831,7913,4531,2428,101763,0,0,11,116,14,11,8,6,0,173,9648,14937,13393,24447,9699,7759,4972,2544,1148,88557,3,14,53,340,44,18,10,0,0,476,0,4,0,48,19,16,24,17,3,129,4,26,29,449,58,37,3,8,0,601,0,0,22,94,67,37,35,17,10,278,7,18,25,144,60,31,21,4,0,307,0,0,10,113,69,69,54,30,6,350,64,425,2155,11925,2773,3499,2073,747,409,24084,0,0,7,30,41,69,116,151,70,476,5,32,12,225,59,142,174,96,39,779,28,151,153,898,596,585,396,209,76,3089,5,10,31,204,101,122,67,43,15,588,5,5,19,155,40,22,27,11,3,275
CED138,3,8,0,39,27,11,0,0,0,93,0,0,3,18,13,24,40,18,14,128,0,0,3,13,20,15,12,0,0,66,12,55,71,729,223,240,198,113,46,1686,249,645,528,1533,812,881,775,563,434,6419,3910,9362,7646,19678,11362,12748,11840,6900,3549,86993,0,0,0,4,0,0,3,0,0,3,7344,17116,13197,26183,15914,17875,16901,8934,3905,127362,0,0,0,5,5,0,0,0,0,14,0,0,0,8,4,3,4,4,0,20,0,27,29,603,69,16,9,0,0,755,0,3,7,13,0,0,0,0,0,20,9,30,27,248,123,92,68,24,5,628,0,0,0,88,16,17,7,3,0,135,0,14,12,86,57,59,26,13,8,266,0,0,0,8,4,8,18,9,6,53,0,0,0,5,0,8,9,5,7,47,24,200,250,1171,1038,1388,1594,1381,577,7626,0,6,8,35,31,22,22,19,4,148,0,15,29,256,66,52,34,20,7,493
CED139,3,0,5,36,11,7,4,0,0,71,0,0,3,8,3,5,3,5,0,37,0,4,3,23,15,11,7,3,0,66,10,49,51,252,90,84,88,58,28,698,225,638,599,1190,601,729,721,553,318,5572,4847,10471,9713,18824,9516,10358,9295,5771,2773,81571,0,3,9,30,8,4,0,0,0,54,9280,19062,17313,29908,15702,17242,15332,8930,3625,136391,3,10,5,79,10,3,0,0,0,113,0,0,0,7,0,5,4,3,0,15,0,0,4,16,0,0,0,0,0,29,0,0,0,17,4,3,0,0,0,28,0,7,7,45,21,14,14,8,4,106,0,0,0,20,9,6,14,3,0,48,5,55,48,380,71,60,40,16,4,682,0,0,0,0,9,13,5,10,8,47,0,22,16,53,22,17,19,0,0,147,6,43,61,228,221,472,534,383,124,2072,0,0,22,183,28,30,11,4,0,277,0,0,3,14,6,7,3,5,0,48
CED140,0,9,8,54,27,13,14,0,0,124,0,5,5,33,25,26,15,20,11,128,0,0,8,22,17,17,6,4,0,70,5,66,64,461,276,253,246,164,71,1611,135,346,302,796,394,456,502,478,320,3724,3825,8699,7943,17441,10200,10855,10015,6305,3093,78375,0,0,0,6,3,0,0,0,0,8,7540,16207,14189,24804,14281,14680,12910,7790,3224,115632,4,10,5,44,0,0,0,0,0,70,0,0,0,9,9,13,3,3,0,37,0,10,7,187,35,12,10,0,0,269,0,0,0,20,8,3,3,0,0,42,4,21,25,123,90,68,50,20,6,407,0,5,5,35,49,26,41,37,8,200,0,39,49,362,211,222,202,59,20,1164,0,0,0,10,11,29,22,54,16,147,3,22,0,70,8,31,39,47,21,245,22,295,386,1421,1277,1737,1622,1245,484,8484,0,0,6,62,33,46,31,13,3,197,4,7,6,77,39,31,36,7,6,208
CED141,0,0,0,52,30,10,5,0,0,99,0,0,3,10,15,13,13,11,3,76,0,0,4,15,8,8,3,0,0,33,10,34,40,240,131,127,135,124,61,892,105,347,266,635,300,356,435,441,192,3066,3961,9162,7998,17809,9862,10362,9706,6275,2632,77775,0,0,0,0,0,3,0,0,0,5,7962,17692,15499,29575,16387,16478,14378,8747,3220,129930,0,3,0,23,4,3,0,0,0,32,0,0,0,10,3,7,13,4,6,40,0,7,3,54,12,5,3,0,0,92,0,4,0,21,7,5,5,0,0,40,0,14,17,97,55,25,24,8,0,245,0,0,0,24,14,15,26,3,0,93,0,11,21,168,61,65,56,23,8,414,0,0,0,6,10,27,14,29,8,91,0,0,0,9,0,12,16,20,7,70,10,131,158,543,522,840,893,775,263,4132,0,5,6,33,13,25,21,4,5,99,0,7,5,26,18,21,12,4,0,86
CED142,0,12,264,539,159,174,143,46,15,1350,0,0,5,72,21,16,10,8,0,128,0,0,9,41,7,11,6,0,0,66,32,112,483,3694,511,441,403,283,122,6073,156,253,947,3037,571,483,348,210,112,6124,3516,4134,13840,49328,9484,7743,5557,2712,985,97307,6,11,5,45,4,4,4,0,0,73,6556,6683,12050,39212,10274,8006,5113,2107,584,90579,0,0,75,219,24,11,7,0,0,344,0,0,4,87,15,29,18,8,3,161,4,22,129,1808,112,44,16,10,4,2140,0,0,38,84,15,15,9,7,0,161,17,7,61,725,133,93,45,11,0,1108,0,3,26,405,61,47,31,25,3,604,41,190,4288,8134,1030,1282,882,483,214,16550,0,0,6,71,27,41,32,32,10,213,0,0,11,93,20,36,46,22,11,244,42,108,608,5237,1359,1177,649,332,78,9586,0,0,18,194,78,60,53,23,3,438,3,25,86,1179,132,57,28,18,12,1539
CED143,0,3,28,79,50,33,18,6,0,219,0,8,9,69,56,45,15,19,4,217,0,0,3,36,29,31,5,7,0,120,19,143,138,1765,629,403,315,197,101,3707,86,213,193,694,322,237,201,216,200,2361,3970,9228,7909,22101,11972,9210,6898,4672,2188,78145,0,0,0,12,7,7,6,0,0,31,7462,15614,12555,21587,12450,10095,7570,4954,2087,94380,0,0,0,47,0,0,0,0,0,50,0,0,0,50,14,18,5,5,0,85,6,41,82,1354,187,29,11,5,0,1721,0,6,5,17,0,3,0,0,0,42,6,48,53,387,229,137,81,33,4,981,3,8,5,147,36,38,9,22,0,277,10,106,167,877,475,496,304,136,70,2642,0,8,0,47,23,77,62,66,30,308,0,3,0,25,9,25,54,52,26,195,94,915,915,4024,2811,2087,1225,874,300,13248,4,7,0,56,36,53,33,20,6,206,8,82,79,610,215,86,32,28,4,1162
CED144,10,48,272,928,658,720,453,118,68,3266,0,0,0,3,0,0,0,0,0,9,0,3,4,8,6,7,0,0,0,31,16,271,334,1561,838,673,582,357,155,4785,325,645,631,1754,644,528,404,284,217,5429,5588,11112,11186,26516,11507,10202,7345,4453,2431,90349,0,0,11,52,28,14,11,0,0,120,10500,18982,15627,20340,7431,4611,2541,1517,913,82452,57,315,477,3718,764,391,108,13,3,5846,0,0,0,32,12,35,24,11,0,123,0,17,23,295,52,44,11,7,4,447,0,0,8,32,54,50,49,12,7,207,3,9,8,41,29,14,6,5,0,116,0,4,7,51,48,48,50,34,3,240,21,154,615,3690,2291,2806,1531,643,496,12253,0,0,0,12,12,38,75,107,46,288,12,81,47,339,150,178,217,133,52,1209,7,50,63,275,207,237,204,125,56,1215,5,16,48,331,238,290,232,86,17,1264,0,0,10,58,29,27,14,3,3,137
CED145,0,14,17,85,70,9,10,5,0,208,0,3,3,87,27,3,5,7,0,136,0,0,3,18,22,32,11,8,5,107,22,108,201,2344,654,558,789,545,368,5587,137,280,314,1439,390,291,287,265,185,3584,3587,7184,7176,27503,9818,7561,6450,4388,2412,76081,0,0,0,7,3,0,0,0,0,10,6669,12128,10396,25328,10344,7898,6045,3695,1713,84217,0,7,5,37,16,0,0,0,0,57,0,0,0,35,7,10,3,5,4,59,6,16,120,1447,94,42,15,0,0,1741,0,0,10,6,4,0,0,0,0,20,10,20,32,443,126,100,30,30,12,801,4,8,19,420,34,25,22,28,0,554,6,133,147,767,296,334,197,128,68,2083,0,0,0,37,20,23,23,30,18,137,0,0,0,27,7,37,94,79,33,283,78,418,584,5210,1638,1116,778,579,209,10625,0,0,8,49,44,28,23,17,4,175,9,32,83,976,127,73,81,36,26,1444
CED146,6,77,205,1617,1223,926,524,121,59,4755,0,0,0,0,0,0,4,0,0,9,0,11,48,72,41,11,0,7,0,183,27,275,395,1714,1304,1252,937,417,142,6456,344,806,616,1561,585,501,343,238,139,5127,6793,14971,13778,29022,12970,11107,7078,3399,1394,100525,0,5,22,144,41,43,20,3,0,278,13112,25682,21010,22388,7526,5651,3040,1642,662,100705,5,112,174,1397,441,231,85,6,3,2461,0,9,19,306,190,206,111,46,10,892,0,0,0,43,17,11,3,0,0,78,12,39,113,865,555,502,315,87,31,2516,3,7,22,43,19,13,0,4,0,117,0,7,13,201,208,331,241,110,34,1158,4,38,82,870,480,554,326,121,66,2554,0,4,8,224,170,242,253,161,60,1104,3,77,75,321,167,196,147,75,25,1086,3,82,66,184,187,336,280,198,80,1414,10,69,261,2089,1409,1446,667,272,50,6267,0,0,3,31,21,21,7,3,0,91
CED147,0,3,15,70,42,29,28,0,0,189,0,0,5,18,34,56,39,37,20,197,0,0,4,17,8,8,12,3,0,51,3,47,74,328,260,386,400,286,160,1944,153,446,329,838,422,428,481,484,375,3950,4751,10451,9597,20377,10917,11092,10147,6556,2620,86507,0,0,3,0,4,0,0,3,0,16,9303,19849,17800,32386,16225,14598,11816,6951,2309,131235,0,0,6,34,10,7,0,0,0,65,0,0,4,47,24,45,30,23,0,176,0,0,3,33,17,17,11,0,0,88,0,0,7,22,18,7,10,0,0,63,4,12,19,76,49,41,32,19,5,247,0,4,5,40,83,73,92,71,10,373,0,18,34,176,66,73,50,18,12,447,0,0,0,24,30,57,81,92,50,336,3,24,3,49,14,19,31,19,4,171,17,115,150,607,943,1939,1880,1535,547,7732,6,12,7,66,23,27,22,8,0,179,0,6,8,29,24,36,33,14,3,153
CED194,0,0,3,9,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,8,16,62,19,11,8,5,0,133,92,183,205,568,186,144,55,21,4,1460,203,412,703,1772,666,698,404,104,32,4997,0,0,0,7,0,0,0,0,0,7,266,402,764,1804,880,940,674,162,30,5912,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,0,0,0,21,0,0,0,0,0,3,0,0,0,5,0,0,7,13,3,6,0,0,0,26,0,0,0,9,0,0,0,0,0,17,0,4,4,49,12,12,5,0,0,86,0,0,0,0,0,0,3,0,0,8,0,0,7,5,5,0,0,0,0,13,3,3,20,94,28,86,53,19,0,318,0,0,3,12,7,0,3,0,0,23,0,0,9,31,9,4,0,0,0,56
