CED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
CED133,83408,85376,168784,4223,4032,8258,10611,9952,20556,4855,4428,9286,3985,3725,7703,8308,8636,16948,8773,9447,18220,10301,10985,21285,12575,12912,25491,11974,11886,23867,5958,6444,12398,1846,2922,4765,79680,82230,161909,3729,3142,6877,5375,5249,10622,121,119,238,174,163,338,5668,5535,11198,69035,70153,139193,7895,8929,16823,72893,75242,148134,3566,4206,7771,73965,76633,150598,1295,1222,2517,9609,9022,18632,3133,3053,6186,790,1002,1792,1681,3519,5204,25095,29841,54934,5222,5106,10323,21451,21561,43015,6157,5822,11986,3680,2916,6594,239,247,481,75492,78525,154020,8661,7803,16464
CED134,76753,78220,154967,5273,4919,10186,10814,10344,21158,4438,4186,8622,4108,3990,8098,9813,10566,20378,8423,8984,17408,8933,9238,18177,10240,10281,20522,8527,8120,16652,4706,5280,9984,1461,2320,3784,72688,74821,147505,4065,3397,7463,12022,12695,24717,97,89,190,203,239,441,12323,13025,25343,62295,63474,125770,4954,5281,10241,64022,65547,129567,3554,3668,7218,64965,66443,131411,1450,1378,2823,9263,8887,18151,2470,2597,5062,603,840,1447,1214,2978,4193,19440,25117,44547,4250,4511,8756,18778,17025,35800,5605,5029,10639,4095,2960,7059,327,216,544,66540,68170,134705,12398,11304,23700
CED135,103754,99517,203278,7112,6748,13866,12639,11951,24586,4802,4363,9165,7999,6792,14787,21228,20127,41351,19107,16769,35876,10828,10946,21774,9335,9578,18912,6336,6847,13183,3224,3800,7022,1157,1594,2750,101755,97611,199365,2002,1909,3911,757,738,1495,32,35,67,11,20,37,799,790,1589,39575,38031,77608,57601,55687,113291,33620,31156,64772,62807,61656,124462,67489,66636,134122,1896,1845,3741,11581,10968,22556,4011,3710,7714,4284,3757,8045,5546,6788,12338,58844,56719,115565,3304,2802,6104,8954,8469,17421,2519,2587,5103,2525,2768,5293,1430,1671,3101,96711,92981,189696,7433,6697,14139
CED136,85927,89647,175578,5440,5307,10744,11981,11402,23388,5297,4896,10202,5030,4909,9935,10986,11589,22578,10214,10778,20994,10225,10834,21056,10316,11206,21520,9657,10493,20148,5433,5994,11427,1345,2242,3585,82357,86558,168917,3568,3095,6664,6300,6665,12965,117,134,255,156,153,308,6572,6958,13532,73452,76513,149971,8485,9300,17791,77966,81252,159215,3906,4509,8412,79176,82644,161817,1680,1657,3332,11278,10759,22034,3550,3487,7033,1239,1567,2806,2031,3842,5873,25424,29777,55202,5961,5456,11413,23339,23361,46697,6419,7067,13482,3105,3041,6144,255,222,478,80996,85044,166034,3995,4079,8069
CED137,100054,101763,201820,5519,5132,10650,9245,9278,18522,4115,4206,8326,8999,8055,17054,22893,22044,44942,16131,15313,31446,10942,12039,22985,9713,10831,20547,7053,7913,14966,3829,4531,8357,1608,2428,4033,97818,99534,197344,2235,2234,4473,672,493,1158,34,25,59,16,13,30,728,532,1254,44709,43847,88557,50854,53680,104540,41615,40019,81637,52332,56698,109040,68560,71306,139869,1582,1487,3065,8711,8815,17523,3604,3812,7416,5211,4759,9968,6199,7546,13744,63746,65325,129074,3111,2747,5853,7155,8028,15180,2104,2223,4327,2184,2799,4983,1049,1383,2434,93695,96515,190212,6204,5058,11263
CED138,80437,86993,167436,4071,3910,7978,10023,9362,19386,4329,4172,8502,3465,3474,6937,7907,9000,16911,9598,10680,20279,10254,11362,21616,11198,12748,23944,11272,11840,23116,6081,6900,12984,2246,3549,5793,76714,83424,160140,3725,3575,7300,2665,2826,5489,168,145,318,231,228,456,3067,3197,6265,61512,65850,127362,12768,14728,27493,69920,75118,145033,4466,5562,10026,70036,75559,145587,1208,1191,2399,9116,8504,17615,2985,3055,6039,863,1180,2049,1992,4094,6088,31303,36880,68189,5159,5122,10281,17057,18178,35233,4405,4561,8970,2486,2530,5018,185,184,373,73077,79266,152340,7928,8391,16322
CED139,79774,81571,161349,5058,4847,9907,10846,10471,21313,5198,4875,10076,4852,4842,9694,9615,9687,19302,8826,9133,17955,9152,9516,18668,10145,10358,20494,9161,9295,18454,5231,5771,10999,1702,2773,4472,76041,78291,154330,3733,3283,7021,5869,5852,11723,83,80,160,105,88,194,6062,6018,12076,67176,69215,136391,6797,6782,13574,68785,71829,140614,4784,4631,9410,70406,73311,143718,1470,1429,2904,10009,9581,19593,3352,3407,6757,1050,1718,2769,1661,3207,4871,22858,28638,51493,4895,4937,9830,20174,19025,39206,5749,5291,11037,3761,2883,6647,328,374,706,71554,74674,146223,9164,7262,16424
CED140,73596,78375,151973,4113,3825,7939,9363,8699,18063,4377,4136,8514,3931,3808,7741,7703,7848,15546,8815,9598,18415,9696,10200,19900,9751,10855,20601,8574,10015,18589,5463,6305,11769,1804,3093,4904,71211,76093,147310,2386,2281,4662,2520,2633,5155,42,42,85,41,37,77,2601,2716,5319,56254,59376,115632,13910,15270,29181,63966,67491,131452,6038,7010,13046,65646,69864,135511,1437,1294,2731,8838,8207,17042,3311,3266,6572,1363,1514,2879,1874,3456,5333,30477,33825,64310,4306,4022,8326,15727,17205,32929,3983,4562,8546,1871,1989,3859,233,205,439,69337,73785,143121,4161,4778,8940
CED141,74146,77775,151922,4258,3961,8212,9782,9162,18944,4577,4144,8720,4208,3858,8066,8141,8448,16592,8684,9352,18037,9487,9862,19352,9472,10362,19836,8509,9706,18216,5367,6275,11649,1667,2632,4300,71179,75280,146456,2966,2495,5464,3835,3944,7777,60,64,130,63,66,131,3961,4079,8044,63728,66206,129930,7505,8507,16013,67836,70759,138593,3302,3915,7216,68889,72105,140993,1506,1368,2871,9324,8694,18019,3290,3144,6431,1355,1420,2781,1773,2994,4771,24903,28655,53559,4695,4179,8882,19609,20082,39692,5267,5951,11214,2350,2427,4774,191,175,362,70277,73919,144200,2885,3313,6204
CED142,106905,97307,204215,3800,3516,7314,4307,4134,8438,2433,2788,5221,10251,11057,21303,33884,32205,66085,20990,17131,38113,12424,9484,21905,9368,7743,17105,5974,5557,11536,2749,2712,5460,735,985,1726,102314,92643,194954,4595,4666,9265,1466,1343,2806,46,37,87,40,38,77,1555,1420,2968,48734,41846,90579,50610,49343,99956,64354,52961,117313,34549,37830,72381,70022,61409,131428,983,908,1889,3945,3818,7766,2001,2377,4376,5798,6589,12393,10095,11836,21931,78505,72393,150897,3358,2660,6018,5711,4718,10429,1440,1321,2758,1178,1291,2470,668,783,1443,93879,86363,180241,16587,11438,28020
CED143,72669,78145,150819,4064,3970,8034,9728,9228,18957,4371,4161,8534,3751,3746,7500,9384,10524,19905,10472,11576,22047,10966,11972,22937,8789,9210,17994,5972,6898,12869,3780,4672,8447,1406,2188,3588,69895,75211,145108,2778,2934,5709,357,328,681,21,20,34,14,3,22,392,348,740,46085,48297,94380,24338,27489,51825,58660,61501,120160,11489,14049,25534,61450,65765,127222,1436,1387,2827,9410,8933,18345,3882,3812,7697,2020,2031,4049,2388,3798,6187,45537,49600,95130,2628,2856,5490,5795,7032,12831,1601,1742,3344,847,890,1737,166,211,374,68694,73822,142517,2623,2897,5521
CED144,92809,90349,183154,6008,5588,11596,12050,11112,23166,5430,5102,10532,6840,6084,12922,15677,13979,29658,13263,12533,25802,11052,11507,22568,10043,10202,20243,6830,7345,14172,4011,4453,8469,1598,2431,4030,90859,88511,179368,1950,1837,3787,455,496,951,15,29,45,12,28,37,484,554,1031,41585,40867,82452,45375,44055,89426,28219,26763,54984,57880,57221,115098,68742,69967,138707,1548,1440,2990,10941,10151,21096,4392,4350,8742,3373,3019,6394,4944,5094,10039,46574,45823,92395,3366,3014,6380,9563,9137,18699,2962,2830,5785,4074,4634,8711,2186,2635,4817,86449,84189,170631,5850,5667,11518
CED145,70021,76081,146102,3689,3587,7281,7384,7184,14565,3233,3124,6356,3343,4052,7399,13674,15835,29509,11224,11670,22889,9365,9818,19184,7288,7561,14854,5753,6450,12206,3567,4388,7953,1494,2412,3903,66421,72030,138452,3599,4055,7646,303,260,561,17,23,38,10,12,21,330,288,618,40726,43494,84217,25822,29007,54825,54226,57363,111590,11838,14434,26271,56375,60915,117285,1204,1209,2413,7007,6830,13840,2819,2818,5643,1692,2042,3737,3054,4643,7693,47272,52347,99614,2140,2194,4331,3730,4288,8014,1196,1179,2377,628,753,1376,147,164,318,63422,69129,132554,4659,4961,9620
CED146,98652,100525,199172,7310,6793,14104,15884,14971,30854,7550,7047,14596,7219,6732,13950,12879,14177,27054,13833,14845,28678,12241,12970,25218,11035,11107,22144,6694,7078,13772,3070,3399,6466,938,1394,2331,96826,98829,195646,1827,1696,3519,1690,1830,3522,31,37,65,37,37,72,1751,1904,3657,50810,49898,100705,42735,45498,88235,38124,36810,74934,54290,57198,111483,83215,84416,167627,1857,1741,3595,14541,13733,28273,5873,5788,11659,2734,3034,5771,2625,4263,6893,42926,45581,88505,4700,4229,8931,13202,12320,25523,3897,3962,7849,3766,4572,8340,2126,3002,5128,93424,95309,188728,4930,4955,9884
CED147,82035,86507,168545,4984,4751,9736,11127,10451,21580,5231,5037,10265,4727,4560,9290,9538,10083,19618,9699,10295,19998,10181,10917,21099,10150,11092,21244,8936,10147,19079,5585,6556,12146,1873,2620,4497,79489,84191,163682,2550,2315,4863,3418,3514,6935,57,62,118,51,63,107,3525,3637,7158,64158,67075,131235,14067,15484,29550,69827,73277,143112,8247,9252,17493,74393,78223,152614,1622,1578,3200,10484,9808,20291,3723,3870,7591,1282,1567,2847,1756,3320,5071,27603,32032,59640,5326,5015,10339,20632,20890,41524,5175,5785,10958,3017,3180,6195,412,458,868,77747,82058,159797,4000,4291,8291
CED194,6375,4997,11371,258,203,460,382,412,798,253,279,532,411,418,829,1164,1022,2187,1108,749,1859,1010,666,1678,949,698,1648,648,404,1055,166,104,277,19,32,49,0,0,0,6375,4997,11371,670,510,1175,11,7,20,24,11,35,712,527,1236,3314,2601,5912,971,936,1908,3530,2889,6417,576,579,1150,3621,2947,6569,33,29,65,210,218,425,78,108,188,59,75,130,121,208,337,1648,1674,3320,293,234,526,1083,798,1883,351,226,576,225,103,332,41,28,75,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,32
