CED_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
CED131,0,49,4217,4262,80,849,5053,5975,2564,3470,5961,11993,5399,1671,2821,9887,5062,1137,2980,9180,4852,788,2875,8519,4023,416,2039,6476,2184,111,1018,3318,550,16,474,1034,24715,8502,27436,60649,3,82,3992,4081,146,1206,4704,6059,3491,3593,4957,12033,5721,1605,2944,10268,5392,1146,3362,9892,4773,748,3529,9056,3648,297,3107,7057,1678,75,2297,4053,278,7,1464,1750,25123,8758,30358,64238,0,130,8207,8344,221,2052,9760,12031,6056,7059,10914,24028,11116,3273,5773,20163,10450,2280,6341,19072,9631,1536,6405,17571,7671,710,5147,13531,3861,188,3317,7367,831,23,1933,2785,49835,17264,57793,124889
CED132,0,4,3827,3834,38,369,3508,3912,2997,3608,5085,11688,8127,1854,2776,12759,6859,1034,2291,10184,5261,717,1992,7978,4313,421,1431,6167,2502,170,850,3525,658,24,366,1051,30758,8217,22126,61097,0,22,3539,3559,64,537,3152,3752,4098,3802,5073,12969,8664,1648,3688,13999,6809,928,3489,11227,5120,571,3129,8818,3991,318,3017,7325,1769,74,2301,4142,312,7,1336,1655,30821,7912,28714,67448,0,30,7365,7391,98,911,6658,7668,7090,7408,10155,24655,16788,3503,6464,26757,13668,1968,5780,21408,10380,1294,5125,16790,8310,740,4447,13493,4275,247,3149,7672,965,37,1700,2704,61575,16132,50840,128543
CED133,0,66,4327,4388,82,563,2702,3351,1823,1900,3241,6958,3769,1414,2311,7495,4656,1428,2964,9042,5877,1392,3893,11168,6600,866,3269,10739,3595,253,1512,5362,862,42,584,1492,27265,7929,24804,59996,3,116,3836,3956,162,798,2257,3215,2481,2100,3102,7677,4401,1488,2623,8515,5076,1499,3497,10073,6250,1342,4170,11764,6134,689,3956,10779,2694,133,2943,5772,424,17,1660,2108,27627,8182,28045,63853,3,184,8159,8345,240,1361,4954,6560,4303,3998,6341,14633,8171,2898,4933,16001,9731,2927,6458,19108,12126,2736,8070,22931,12736,1554,7226,21517,6294,389,4456,11136,1292,65,2247,3600,54890,16114,52845,123849
CED134,0,76,3598,3680,68,684,2555,3306,2500,2251,3434,8186,3823,1185,1983,6993,3991,1007,2494,7497,4834,839,2986,8660,4374,414,2432,7223,2487,121,1284,3895,583,16,465,1061,22670,6599,21238,50505,4,156,3298,3458,146,976,2149,3268,3270,2400,3381,9058,4213,1154,2306,7674,4311,1010,2602,7932,4985,770,3060,8811,3973,306,2699,6977,1897,72,2413,4384,271,9,1185,1466,23068,6860,23096,53027,9,236,6891,7140,215,1658,4705,6580,5767,4652,6819,17240,8037,2342,4287,14671,8307,2024,5099,15425,9820,1607,6047,17472,8344,722,5137,14195,4390,198,3700,8281,853,26,1652,2536,45737,13461,44332,103532
CED135,0,14,4421,4441,244,394,6629,7271,6923,1911,10599,19435,12368,1005,4337,17713,6409,607,2971,9985,5528,378,2730,8632,4008,178,1729,5912,2054,67,815,2933,566,8,351,928,38112,4567,34580,77257,8,25,3988,4017,627,549,4990,6163,10237,1933,6443,18616,11073,936,3577,15587,6166,536,3544,10246,5063,322,3575,8958,3387,133,2837,6354,1389,29,1968,3389,232,6,961,1196,38181,4460,31882,74522,8,42,8407,8461,870,941,11621,13429,17164,3847,17041,38052,23444,1939,7914,33293,12576,1144,6511,20237,10590,696,6306,17595,7397,306,4565,12271,3447,97,2779,6322,795,17,1316,2127,76295,9027,66463,151783
CED136,0,67,4912,4979,121,848,3630,4597,3039,2999,4008,10052,5232,1608,2572,9418,5278,1325,2887,9489,5784,903,2787,9471,6050,492,2292,8835,3492,182,1273,4940,662,22,419,1103,29661,8447,24775,62887,6,102,4469,4577,204,1245,2999,4445,4136,3100,3641,10878,5681,1627,2873,10184,5645,1300,3338,10282,6070,846,3544,10458,5665,405,3536,9601,2614,125,2688,5430,310,12,1339,1663,30325,8772,28425,67519,7,168,9378,9555,319,2093,6631,9041,7176,6102,7643,20927,10911,3240,5453,19603,10928,2627,6226,19771,11850,1753,6329,19935,11718,903,5825,18439,6102,305,3961,10365,976,37,1759,2767,59982,17224,53196,130400
CED137,0,11,3888,3904,248,664,7292,8204,6118,4080,10744,20943,9325,1677,3875,14875,6723,836,2625,10186,6234,602,2241,9082,4764,317,1487,6571,2611,89,796,3497,830,16,422,1268,36858,8299,33372,78527,6,43,3935,3981,479,939,6048,7460,8048,4225,8353,20617,9061,1497,3914,14472,6967,805,3735,11495,5979,545,3779,10305,4310,234,2906,7450,1846,53,2198,4099,316,7,1399,1723,37002,8348,36263,81612,4,55,7825,7880,726,1602,13338,15664,14163,8303,19093,41557,18387,3176,7783,29351,13684,1639,6359,21682,12211,1157,6023,19389,9074,550,4397,14025,4461,139,2997,7595,1146,23,1821,2994,73858,16640,69637,160137
CED138,0,19,3902,3917,24,333,2615,2972,1495,1932,3438,6867,4246,1833,2377,8452,4804,1525,2781,9108,5360,1333,3282,9977,6029,933,2999,9960,3616,274,1555,5441,961,41,721,1724,26542,8207,23667,58408,0,48,3712,3767,65,499,2441,3006,2199,2301,3464,7961,4922,1852,2874,9647,5220,1520,3559,10294,5727,1277,4430,11431,5517,726,4419,10664,2757,181,3168,6105,491,18,1926,2444,26895,8424,29995,65313,0,65,7615,7679,94,828,5056,5977,3692,4232,6900,14825,9159,3689,5245,18104,10029,3043,6337,19403,11085,2606,7713,21402,11549,1658,7423,20630,6375,446,4724,11548,1459,56,2650,4159,53437,16625,53665,123725
CED139,7,78,4326,4412,108,782,2888,3783,2535,2274,3341,8151,4475,1107,2077,7664,4784,897,2401,8080,5491,788,2754,9034,5366,413,2332,8111,3064,149,1323,4536,729,20,546,1295,26559,6518,21990,55061,6,157,3998,4158,223,1125,2710,4058,3285,2310,3142,8743,4986,1098,2336,8420,5168,941,2675,8788,5653,698,3049,9404,4985,330,3005,8320,2294,96,2628,5021,381,9,1500,1886,26979,6773,25047,58799,12,236,8324,8567,330,1904,5600,7834,5818,4588,6486,16892,9459,2209,4416,16085,9948,1844,5077,16869,11143,1489,5805,18437,10345,745,5340,16426,5356,251,3950,9559,1108,27,2050,3186,53535,13287,47037,113858
CED140,0,35,4031,4065,48,427,3125,3608,1821,1851,3386,7053,4895,1346,2020,8258,5323,1189,2521,9024,5499,902,2670,9060,5263,539,2119,7918,3362,226,1423,5010,794,26,587,1402,26991,6544,21870,55403,3,63,3837,3900,120,659,2694,3469,2548,1985,2744,7272,5465,1354,2244,9067,5469,1140,3067,9675,5720,877,3607,10205,4964,432,3860,9261,2502,135,2994,5633,379,15,1806,2206,27169,6654,26857,60681,3,99,7864,7972,167,1087,5821,7072,4368,3835,6127,14325,10358,2702,4261,17322,10789,2326,5585,18703,11211,1780,6273,19264,10228,970,5982,17181,5861,355,4416,10635,1172,43,2395,3613,54158,13201,48726,116089
CED141,0,46,4263,4314,54,479,3333,3867,2087,2132,3252,7465,4674,1344,2065,8084,5135,1138,2581,8854,5383,874,2610,8862,5482,399,1966,7852,3464,178,1297,4932,816,24,566,1405,27096,6601,21937,55632,0,68,3830,3901,87,755,2705,3550,2883,2211,2796,7885,5128,1420,2336,8878,5399,1092,2934,9429,5664,783,3320,9769,5248,349,3417,9010,2697,132,2943,5770,395,14,1620,2027,27506,6821,25892,60220,4,114,8091,8213,142,1237,6041,7416,4971,4337,6044,15350,9805,2761,4403,16964,10535,2231,5515,18275,11048,1645,5930,18631,10731,744,5383,16862,6159,308,4234,10704,1212,36,2183,3433,54604,13415,47830,115849
CED142,0,43,1821,1861,89,1336,6611,8031,4002,10042,15571,29611,6331,5105,7269,18700,3671,2424,4715,10818,2922,1389,3744,8057,2230,587,2259,5077,1158,149,1004,2311,291,15,294,608,20692,21091,43291,85077,0,66,1897,1967,155,1782,6766,8707,4984,9475,14052,28505,5858,3219,6320,15396,3170,1263,4064,8487,2641,716,3576,6930,1911,269,2709,4891,777,61,1520,2356,111,3,649,766,19596,16856,41555,78006,6,110,3716,3832,240,3115,13380,16734,8980,19511,29628,58119,12184,8324,13589,34099,6846,3684,8780,19307,5562,2106,7325,14991,4138,859,4968,9967,1928,212,2530,4668,403,26,939,1369,40290,37947,84848,163075
CED143,0,3,4133,4136,34,236,3153,3427,1748,3177,3785,8712,5828,1968,2059,9854,7141,1255,1939,10335,5593,754,1812,8157,3857,402,1213,5473,2487,172,777,3438,703,22,446,1173,27389,8001,19315,54707,0,8,3870,3877,56,418,2976,3454,2540,3545,3721,9812,6618,1816,2514,10944,7297,1096,2905,11303,5241,627,2767,8638,3568,305,2557,6426,1895,80,2296,4273,312,8,1264,1585,27526,7909,24877,60311,0,11,8003,8015,88,657,6136,6874,4295,6723,7501,18520,12439,3781,4573,20797,14443,2357,4843,21641,10831,1384,4579,16797,7427,708,3770,11896,4381,255,3077,7711,1020,37,1709,2761,54918,15905,44189,115019
CED144,0,10,5082,5087,185,228,5905,6314,4131,1384,8803,14330,7406,735,4038,12181,6410,533,3296,10240,6116,426,2797,9342,4333,219,1777,6329,2567,41,1005,3616,764,9,457,1231,31915,3590,33157,68657,19,14,4772,4807,650,336,4593,5578,6093,1389,5323,12800,7693,728,3198,11617,6559,553,3648,10760,5545,364,3686,9594,3664,153,3026,6837,1593,25,2314,3929,296,0,1427,1724,32110,3565,31976,67651,19,17,9858,9898,831,568,10492,11889,10229,2773,14125,27125,15103,1459,7236,23796,12967,1089,6945,20996,11659,792,6476,18932,7999,365,4795,13164,4161,69,3322,7544,1062,15,1885,2954,64022,7156,65130,136315
CED145,0,11,2873,2881,9,225,2614,2844,1560,4397,6096,12054,4884,2459,2793,10133,5096,1326,2127,8543,3931,862,1828,6623,3233,495,1414,5142,2051,217,809,3078,606,31,403,1038,21365,10025,20952,52340,0,10,2746,2763,29,427,3015,3474,2379,4759,6958,14100,5383,1964,3295,10636,5015,1039,3001,9049,3697,546,2686,6926,3019,351,2498,5865,1508,113,2189,3810,238,10,1255,1500,21257,9219,27637,58120,0,23,5618,5641,42,651,5624,6318,3938,9158,13061,26152,10264,4422,6087,20770,10105,2362,5129,17597,7627,1407,4512,13549,6248,845,3907,11007,3551,330,2996,6884,844,40,1654,2543,42622,19243,48593,110457
CED146,0,21,7107,7136,179,259,6369,6800,4076,1146,6734,11952,9013,904,2992,12913,8290,760,2490,11548,7547,454,2384,10385,4742,196,1382,6317,2003,47,709,2764,406,4,270,688,36256,3794,30446,70497,7,34,6630,6672,506,388,5441,6335,6383,1300,5528,13216,9766,914,3230,13908,8203,680,3435,12317,6581,413,3619,10608,3703,135,2838,6679,1191,24,1817,3032,139,9,844,989,36473,3897,33381,73754,13,55,13734,13807,680,644,11809,13134,10460,2447,12268,25173,18776,1816,6225,26817,16493,1440,5925,23865,14124,861,6002,20990,8441,332,4218,12996,3194,74,2525,5797,543,9,1114,1674,72731,7695,63831,144251
CED147,5,46,4841,4888,79,556,3761,4390,2792,2343,3709,8846,5496,1305,2244,9051,5835,1185,2524,9541,6096,863,2602,9560,5914,490,1920,8319,3665,191,1224,5077,875,39,517,1425,30754,7013,23333,61100,4,74,4582,4662,146,819,3244,4210,3817,2476,3147,9442,5885,1268,2574,9723,6145,1166,3089,10396,6225,768,3491,10489,5658,387,3470,9520,2793,122,3049,5970,376,20,1492,1880,31051,7096,28134,66281,4,117,9424,9547,227,1369,7001,8601,6607,4825,6856,18285,11377,2576,4817,18770,11975,2349,5615,19936,12327,1634,6089,20045,11572,874,5389,17836,6463,312,4270,11043,1250,57,2001,3307,61802,14112,51472,127384
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
