UCL_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL115119,5,11,16,21,14,4,9,3,0,83,10,3,14,12,16,16,4,4,0,79,139,177,508,443,470,359,87,17,5,2199
UCL115120,0,4,6,12,4,7,0,0,0,33,0,7,3,3,10,10,3,0,0,34,62,78,200,261,214,235,42,8,0,1097
UCL115121,6,12,28,37,36,14,0,0,0,127,8,9,14,21,30,18,4,0,0,105,161,267,423,522,571,361,59,7,0,2374
UCL115122,0,0,0,3,0,3,0,0,0,15,0,0,0,4,3,0,0,0,0,14,48,29,51,102,149,94,29,0,0,507
UCL115123,0,0,5,5,0,0,0,0,0,19,7,0,3,0,5,5,0,0,0,21,23,17,51,106,106,85,14,3,0,412
UCL115124,0,0,3,10,12,11,0,0,0,28,0,4,8,14,16,4,0,0,0,41,39,39,119,234,252,154,30,0,0,866
UCL115125,3,3,4,4,3,0,0,0,0,19,0,0,5,3,9,4,3,0,0,29,47,58,98,148,201,162,27,0,0,742
UCL115126,3,3,3,3,7,5,4,0,0,29,0,3,7,8,9,8,4,0,0,40,36,57,137,158,219,202,54,5,0,870
UCL115127,4,13,25,3,14,6,0,0,0,67,4,14,22,21,18,12,5,3,0,95,107,226,438,428,429,306,44,11,0,1994
UCL115128,3,8,12,12,7,12,3,0,0,69,0,0,15,16,8,19,4,0,0,65,77,100,258,276,352,268,46,7,3,1391
UCL115129,0,0,5,3,3,5,0,0,0,18,3,0,0,4,3,8,0,0,0,20,37,28,99,130,178,149,29,3,0,645
UCL115130,4,0,0,6,4,3,0,0,0,24,0,0,0,10,0,6,0,0,0,21,25,40,70,101,144,153,51,6,0,584
UCL115131,9,11,21,14,14,11,8,0,0,80,0,3,13,10,17,10,3,0,0,56,115,135,293,254,382,293,80,13,0,1567
UCL115132,0,5,6,8,5,0,8,0,0,31,3,4,5,6,3,11,3,0,0,36,49,55,120,172,159,233,81,6,3,880
UCL115133,4,4,5,5,13,3,3,0,0,46,3,8,6,10,16,8,0,0,0,58,59,96,141,200,193,140,27,0,0,861
UCL115134,5,9,18,9,19,4,3,0,0,60,3,8,13,8,14,6,0,0,0,54,92,123,282,294,329,224,35,0,0,1382
UCL115135,0,7,8,9,7,3,0,0,0,40,6,0,7,0,7,13,3,0,0,37,41,55,116,139,149,190,69,9,0,769
UCL115136,0,0,4,4,3,3,0,0,0,17,0,0,4,3,0,3,0,0,0,11,11,18,49,79,77,89,11,3,0,346
UCL115137,3,3,4,0,3,3,4,0,0,16,3,0,7,0,5,12,0,0,0,28,42,49,110,122,121,112,28,6,0,586
UCL115138,0,0,3,8,3,3,0,0,0,22,0,0,4,3,4,7,0,0,0,26,31,42,97,100,175,202,34,4,0,690
UCL115139,3,3,7,4,3,12,4,0,0,30,3,0,7,12,10,7,3,0,0,40,61,78,173,201,209,173,57,8,0,961
UCL115140,0,3,3,3,7,6,0,0,0,31,0,0,3,3,6,6,4,3,3,24,38,52,118,145,232,236,59,7,3,885
UCL115141,0,3,11,0,4,0,0,0,0,20,0,0,0,0,6,0,0,0,0,11,21,24,97,77,115,116,20,6,0,480
UCL115142,0,0,11,0,8,4,3,0,0,35,3,0,3,5,4,7,0,0,3,35,61,71,167,214,252,263,57,6,7,1096
UCL115143,3,0,5,3,4,3,4,0,0,26,0,0,3,5,0,3,3,3,0,20,39,49,77,86,128,119,49,8,0,559
UCL115144,0,0,0,3,3,5,0,0,0,13,3,0,6,3,3,8,0,0,0,24,12,39,133,98,106,89,32,0,0,516
UCL115145,0,3,3,4,6,0,0,0,0,20,3,0,9,3,4,7,3,0,0,28,35,47,109,92,117,99,26,5,0,535
UCL115146,0,3,3,10,3,4,3,0,0,26,3,0,7,7,5,3,3,0,0,29,48,70,158,178,153,127,36,0,0,772
UCL115147,0,6,8,3,4,0,3,0,0,22,3,0,3,5,3,3,3,0,0,25,20,38,65,61,99,77,32,4,3,396
UCL115148,0,0,3,3,4,8,3,0,0,27,0,0,3,0,3,4,5,0,0,24,19,42,104,95,99,105,38,13,3,509
UCL115149,3,3,13,8,8,5,0,0,0,35,3,4,5,4,8,9,0,0,0,30,33,41,133,124,135,109,27,6,0,602
UCL115150,4,10,9,6,9,14,5,0,0,58,3,7,11,7,7,15,0,0,4,63,83,143,244,217,315,272,85,16,5,1374
UCL115151,0,3,0,0,0,3,0,0,0,10,0,3,0,3,4,4,3,3,0,25,22,29,39,52,86,101,21,5,0,362
UCL115152,0,3,3,3,4,4,3,0,0,20,0,0,6,6,5,3,0,0,0,26,11,31,81,71,88,91,17,0,0,396
UCL115153,10,12,17,12,3,10,0,0,0,62,3,5,8,6,11,7,7,4,3,49,65,101,243,220,200,226,74,22,5,1146
UCL115154,5,13,11,7,11,3,0,0,0,59,7,9,4,13,15,7,3,0,0,54,64,119,189,208,271,176,34,4,0,1060
UCL115155,0,4,8,10,0,0,0,0,0,22,0,4,14,8,11,5,0,0,0,38,36,64,165,198,175,74,14,0,3,733
UCL115156,3,13,18,13,18,9,4,0,0,75,0,11,16,7,10,11,0,0,0,57,91,130,290,260,381,321,53,0,0,1531
UCL115157,0,4,4,0,11,6,0,0,0,35,4,3,3,6,9,3,3,0,0,36,66,65,158,204,259,192,33,4,0,965
UCL115158,0,6,15,7,11,20,3,0,0,66,5,15,28,16,17,16,0,0,0,103,82,147,433,366,379,366,67,13,5,1858
UCL115159,0,3,3,11,3,6,0,0,0,28,0,0,6,12,8,4,0,0,0,36,52,74,104,148,183,112,22,0,0,697
UCL115160,0,0,7,4,3,4,0,0,0,19,0,3,8,6,8,7,5,0,0,26,28,49,73,102,126,85,26,3,0,496
UCL115161,0,3,0,3,0,0,0,0,0,14,0,0,7,0,8,7,0,0,0,23,29,36,92,104,113,80,16,0,0,474
UCL121001,0,0,3,0,3,0,3,0,0,10,0,3,5,6,6,5,0,0,0,30,13,19,55,75,78,65,20,3,0,326
UCL121002,0,0,0,0,3,0,0,0,0,7,0,4,4,3,0,3,0,0,0,13,3,16,45,27,48,39,14,0,0,191
UCL121003,0,0,0,3,0,0,0,0,0,11,0,3,0,4,3,0,0,0,0,8,13,14,40,34,68,66,11,5,0,246
UCL121004,0,0,3,3,4,0,0,0,0,11,0,0,0,3,3,0,3,0,0,11,12,21,24,52,64,58,17,3,0,245
UCL121005,0,0,3,3,3,5,3,0,0,22,0,0,0,4,4,5,0,0,0,21,20,24,59,51,77,60,17,0,0,302
UCL121006,0,0,4,0,0,0,0,0,0,3,0,4,3,0,0,3,0,0,0,13,9,19,31,27,57,51,5,0,0,209
UCL121007,0,3,4,3,0,0,0,0,0,13,0,0,3,3,0,4,0,0,0,12,14,33,79,94,116,95,15,0,0,453
UCL121008,0,0,0,3,3,0,3,0,0,13,0,3,3,7,4,5,0,0,0,23,12,29,41,56,77,70,25,11,0,322
UCL121009,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,11,0,13,26,18,31,27,8,0,0,122
UCL121010,0,0,7,0,3,0,0,0,0,12,0,0,0,0,0,3,0,0,0,7,20,30,39,70,65,46,10,0,0,282
UCL121011,3,0,0,0,5,0,0,0,0,9,0,0,3,0,0,0,0,0,0,7,22,20,39,46,62,32,12,0,0,237
UCL121012,0,3,3,4,9,6,0,0,0,26,0,0,0,3,3,3,3,0,0,15,37,41,52,53,154,117,20,3,0,473
UCL121013,0,3,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,6,8,18,58,43,54,45,9,0,0,240
UCL121014,0,0,0,0,10,0,0,0,0,19,0,0,3,7,5,11,0,0,0,22,19,39,36,69,105,94,29,0,0,396
UCL121015,0,0,0,0,9,3,0,0,0,14,4,0,3,6,3,4,0,0,0,21,17,17,33,36,75,60,8,4,0,248
UCL121016,0,3,4,4,6,0,0,0,0,20,0,3,0,3,7,3,0,0,0,21,20,36,74,84,71,52,3,0,0,342
UCL121017,0,3,3,3,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,11,16,16,34,62,94,82,20,0,0,324
UCL121018,0,0,0,0,5,0,0,0,0,11,0,0,0,0,4,6,0,0,0,10,18,16,31,50,85,53,12,0,0,256
UCL121019,0,0,9,3,0,0,3,0,0,17,0,0,0,0,7,4,0,0,0,15,14,16,57,58,68,49,24,4,0,290
UCL121020,0,3,0,7,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,7,14,20,37,48,67,65,13,5,0,274
UCL121021,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,7,9,17,22,28,14,0,0,93
UCL121022,3,0,0,3,3,7,0,0,0,16,0,3,0,6,4,0,3,0,0,16,17,31,40,70,86,79,20,0,0,348
UCL121023,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,3,3,0,0,10,17,18,35,48,26,39,9,0,0,188
UCL121024,0,0,5,4,9,6,0,0,0,19,3,3,0,0,5,3,0,0,0,18,17,18,52,72,88,51,16,3,0,318
UCL121025,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,12,24,24,49,66,86,108,20,0,0,377
UCL121026,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,16,18,38,57,65,54,6,0,0,256
UCL121027,0,0,4,7,8,3,0,0,0,20,0,3,0,8,3,3,0,0,0,15,34,27,60,121,132,90,14,0,0,474
UCL121028,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,12,16,8,35,41,55,55,14,0,0,222
UCL121029,5,7,4,0,3,3,0,0,0,19,0,0,0,0,5,0,0,0,0,5,13,29,54,38,48,48,8,0,0,246
UCL121030,0,3,0,0,3,0,0,0,0,10,0,0,0,0,5,0,0,0,0,12,5,10,12,17,33,24,5,0,0,104
UCL121031,3,3,3,0,5,0,0,0,0,13,0,0,8,3,3,0,0,0,0,18,15,40,74,79,92,74,9,3,0,373
UCL121032,0,0,0,0,3,3,0,0,0,13,0,3,0,0,0,5,3,0,0,14,21,23,30,65,90,107,24,0,0,369
UCL121033,0,0,0,0,3,3,0,0,0,14,0,0,0,3,0,0,0,0,0,16,10,18,31,33,55,53,23,5,3,237
UCL121034,0,0,0,3,3,0,0,0,0,12,0,0,3,0,3,0,0,0,0,11,13,30,54,83,91,59,15,0,0,347
UCL121035,0,3,6,0,0,4,0,0,0,14,3,0,0,4,8,3,0,0,0,16,23,32,71,75,102,70,14,0,0,381
UCL121036,4,0,4,0,0,7,0,0,0,16,0,0,3,3,0,0,3,0,0,7,28,22,45,95,122,82,17,0,0,417
UCL121037,0,0,0,6,0,0,0,0,0,10,3,0,0,0,4,7,0,0,0,10,17,21,41,73,80,64,13,0,0,299
UCL121038,3,0,0,0,3,0,0,0,0,6,0,3,3,0,7,3,0,0,0,13,7,16,30,34,53,42,12,0,0,190
UCL121039,0,0,0,0,0,0,0,0,0,3,4,4,0,3,4,3,0,0,0,16,8,25,32,39,30,55,9,0,0,201
UCL121040,0,0,0,3,3,0,0,0,0,10,0,0,13,0,4,13,0,0,0,30,10,7,47,56,76,44,15,0,0,250
UCL121041,0,0,3,0,4,0,0,0,0,7,0,0,0,0,3,0,3,0,0,9,34,14,24,56,94,53,18,0,0,292
UCL121042,0,0,3,0,6,0,0,0,0,7,0,0,0,0,3,3,3,3,0,9,0,11,33,26,50,30,17,9,0,177
UCL121043,0,0,0,0,0,3,3,0,0,13,0,0,0,0,3,3,0,0,0,8,14,37,44,45,55,60,19,4,0,273
UCL121044,0,0,3,7,5,0,0,0,0,17,0,3,0,0,0,0,0,0,0,9,19,25,53,79,80,62,17,0,0,336
UCL121045,0,3,0,4,0,7,0,0,0,11,0,0,0,3,3,0,0,0,0,9,11,10,23,38,50,58,12,0,0,202
UCL121046,3,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,15,19,45,58,60,36,11,3,0,247
UCL121047,0,4,0,0,3,0,0,0,0,5,0,0,0,0,0,3,4,0,0,16,24,17,30,67,72,61,18,3,0,299
UCL121048,3,3,7,4,0,4,0,0,0,18,0,3,3,3,0,0,0,0,0,21,21,26,75,72,61,55,14,0,0,331
UCL121049,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,3,8,13,25,35,45,16,5,0,152
UCL121050,0,0,0,0,3,3,3,0,0,7,0,3,0,7,3,0,3,0,0,16,17,21,40,62,89,83,40,5,0,359
UCL121051,0,4,0,3,3,3,0,0,0,19,0,0,0,0,3,0,3,3,0,11,14,23,37,47,68,62,30,9,0,290
UCL121052,0,3,3,0,0,7,3,0,0,15,0,0,3,0,0,0,0,0,0,10,12,20,54,53,61,88,15,0,0,305
UCL121053,0,3,0,6,8,0,0,0,0,12,0,3,0,0,3,5,0,0,0,18,32,47,61,77,122,111,20,9,3,472
UCL121054,0,0,3,0,3,0,0,0,0,11,3,0,0,0,0,7,3,0,0,14,18,21,58,53,65,78,18,0,0,311
UCL121055,0,3,0,4,10,5,0,0,0,23,0,3,0,0,0,5,0,0,0,11,42,32,37,90,125,59,10,0,0,400
UCL121056,0,0,0,4,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,15,10,49,66,72,65,15,0,0,297
UCL121057,0,3,5,3,3,5,0,0,0,16,0,4,0,0,3,0,0,0,0,7,26,38,53,61,81,55,7,0,0,322
UCL121058,4,5,3,3,0,4,0,0,0,20,0,0,3,3,0,0,0,0,0,13,26,35,60,71,84,79,3,0,0,354
UCL121059,0,0,3,5,12,0,3,0,0,26,3,3,6,6,8,5,4,0,0,35,53,40,74,160,193,141,43,4,0,715
UCL121060,0,0,7,7,4,6,0,0,0,14,0,3,3,0,0,0,0,0,0,7,20,17,46,41,69,52,7,0,0,244
UCL121061,0,0,0,5,3,9,0,0,0,21,0,0,3,5,4,0,0,0,0,14,38,25,59,100,127,101,29,0,0,473
UCL121062,0,3,0,5,4,3,0,0,0,17,3,0,3,8,15,4,0,0,0,30,37,34,71,115,136,90,31,3,0,518
UCL121063,0,0,0,0,3,3,0,0,0,5,0,3,0,0,9,0,0,0,0,18,11,16,22,36,80,55,4,3,0,233
UCL121064,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,8,18,6,30,36,63,64,13,8,0,235
UCL121065,0,0,0,0,0,0,0,0,0,9,0,0,0,4,6,0,0,0,0,12,10,23,45,43,75,69,33,4,0,314
UCL121066,0,0,10,8,11,5,0,0,0,30,0,0,3,0,5,3,0,0,0,21,45,23,106,114,130,138,22,8,0,580
UCL121067,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,7,24,32,21,66,96,51,0,0,0,279
UCL121068,0,0,3,0,0,0,0,0,0,5,0,0,10,0,4,0,3,0,0,19,15,16,41,54,97,58,18,3,0,293
UCL121069,3,3,3,4,0,0,0,0,0,12,0,0,3,7,0,3,0,0,0,12,10,37,59,65,52,38,11,3,3,277
UCL121070,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,6,0,0,0,11,11,16,33,53,52,58,17,0,0,236
UCL121071,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,11,17,38,49,55,70,57,13,0,0,298
UCL121072,0,0,0,0,0,3,0,0,0,6,0,3,0,0,3,0,0,0,0,10,15,19,44,20,56,40,9,0,0,205
UCL121073,0,0,3,0,0,0,0,0,0,8,0,0,4,0,3,0,0,0,0,17,21,11,75,74,68,74,14,10,0,338
UCL121074,0,4,3,3,3,0,0,0,0,16,0,0,8,0,3,4,0,0,0,13,24,24,68,57,65,36,10,0,0,278
UCL121075,0,0,4,3,3,3,0,0,0,13,0,0,3,0,3,0,0,0,0,3,17,17,61,71,95,47,14,0,0,329
UCL121076,0,3,5,6,3,0,0,0,0,23,0,0,0,3,4,0,0,0,0,10,26,49,68,66,100,43,8,3,0,353
UCL121077,0,0,0,4,4,3,0,0,0,16,0,0,0,0,3,0,0,0,0,9,27,6,23,59,59,59,11,0,0,231
UCL121078,0,0,4,3,3,0,0,0,0,12,0,0,3,3,0,3,3,0,0,16,17,22,64,106,88,62,16,0,0,386
UCL121079,0,3,0,3,0,0,0,0,0,13,0,0,0,0,3,0,3,0,0,5,15,16,30,63,68,44,5,0,0,240
UCL121080,0,0,3,0,0,5,3,0,0,10,5,0,4,7,7,3,0,0,0,22,28,19,54,71,96,112,15,4,0,405
UCL121081,0,3,0,3,3,3,0,0,0,7,0,0,4,3,0,0,0,0,0,10,21,22,64,88,95,76,30,0,0,395
UCL121082,4,4,0,3,5,3,0,0,0,17,0,0,0,11,5,4,0,0,0,21,24,28,74,109,76,65,17,0,0,379
UCL121083,0,0,0,3,0,3,0,0,0,7,0,0,6,3,3,3,0,0,0,12,18,17,72,140,83,70,12,0,0,406
UCL121084,0,5,3,6,0,3,0,0,0,20,0,0,0,0,0,4,0,0,0,6,14,23,38,70,58,53,31,0,0,298
UCL121085,0,3,0,6,3,0,0,0,0,14,0,4,0,4,3,0,0,0,0,16,21,18,32,49,58,37,9,0,0,211
UCL121086,0,0,3,0,4,0,0,0,0,9,0,0,0,0,3,0,4,0,0,5,27,31,54,64,60,28,9,0,0,278
UCL121087,0,0,3,3,7,3,0,0,0,15,0,3,3,0,3,0,0,0,0,12,22,34,69,64,115,90,19,0,0,425
UCL121088,0,3,14,0,5,0,0,0,0,20,0,0,3,0,0,0,0,0,0,8,14,22,85,62,58,38,3,3,0,294
UCL121089,0,0,4,3,13,3,3,0,0,34,0,0,3,3,9,0,0,0,0,16,41,23,52,91,117,71,12,0,0,408
UCL121090,4,0,3,0,7,0,0,0,0,13,5,0,3,3,0,3,0,0,0,15,20,23,37,44,106,66,13,3,0,308
UCL121091,3,5,4,4,4,3,0,0,0,25,3,3,11,7,6,11,0,0,0,41,24,50,122,124,125,64,15,0,0,521
UCL121092,0,0,3,3,4,0,0,0,0,12,3,4,5,3,3,0,0,0,0,17,25,34,68,101,70,41,4,0,0,345
UCL121093,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,9,6,20,16,38,46,56,7,4,0,191
UCL121094,0,0,0,3,5,3,0,0,0,8,0,3,0,0,0,0,4,0,0,9,14,18,29,49,85,62,23,5,0,281
UCL121095,0,0,0,3,3,0,0,0,0,6,0,0,0,3,4,0,0,0,0,6,9,10,33,37,46,44,13,0,0,193
UCL121096,0,0,0,3,3,4,0,0,0,10,0,0,0,3,3,6,0,0,0,8,7,17,29,50,98,65,9,0,0,275
UCL121097,0,0,0,4,10,7,5,0,0,21,0,3,3,0,9,3,0,0,0,18,30,11,39,78,120,113,33,3,0,429
UCL121098,0,0,3,0,0,4,0,0,0,9,0,0,3,3,0,0,0,0,0,5,3,14,47,43,52,38,17,0,0,210
UCL121099,0,0,0,0,7,4,0,0,0,10,0,0,0,0,3,0,0,0,0,7,15,14,80,91,99,105,16,0,0,423
UCL121100,0,3,7,7,3,3,0,0,0,30,0,3,6,0,5,4,0,0,0,23,30,37,68,121,124,75,18,3,0,489
UCL121101,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,4,0,0,0,9,8,24,48,76,66,75,20,3,0,313
UCL121102,0,0,0,3,0,0,0,0,0,7,0,0,0,3,3,4,0,0,0,12,13,27,60,73,76,86,13,0,0,344
UCL121103,0,3,5,0,3,0,0,0,0,11,3,0,0,3,3,3,0,0,0,10,20,24,33,61,65,49,5,0,0,262
UCL121104,0,0,0,0,0,0,0,0,0,4,0,0,7,3,3,0,0,0,0,9,3,15,43,38,30,40,11,0,0,176
UCL121105,0,0,0,6,0,3,0,0,0,11,0,0,0,0,4,3,3,0,0,10,16,14,42,51,49,64,16,3,0,256
UCL121106,0,0,3,9,6,0,0,0,0,16,0,0,0,0,3,3,0,0,0,9,17,23,56,62,82,78,15,3,0,343
UCL121107,0,0,3,3,7,0,0,0,0,16,0,0,0,5,3,0,0,0,0,10,19,25,54,58,85,74,7,0,0,326
UCL121108,0,0,3,0,4,0,0,0,0,14,0,0,0,0,3,3,0,0,0,5,8,8,18,56,53,51,23,3,0,223
UCL121109,0,0,3,4,3,0,0,0,0,15,0,0,3,0,4,0,0,0,0,10,18,36,66,70,64,51,16,3,0,323
UCL121110,0,3,0,0,0,7,0,0,0,11,0,0,0,0,0,3,0,0,0,11,6,19,49,46,54,58,17,3,0,256
UCL121111,0,3,8,0,3,3,0,0,0,16,3,0,8,3,0,3,3,0,4,20,17,33,79,74,80,56,18,0,4,359
UCL121112,0,0,3,0,3,3,0,0,0,11,0,0,0,0,0,3,0,0,0,10,27,8,32,52,43,41,9,4,0,217
UCL121113,0,0,0,5,5,4,0,0,0,10,0,0,0,3,3,3,0,0,0,7,24,15,40,67,78,77,11,3,0,308
UCL121114,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,8,3,5,22,24,46,70,11,0,0,184
UCL121115,6,4,3,9,3,3,0,0,0,19,0,0,3,6,8,3,0,0,0,22,39,49,48,127,146,77,6,0,0,489
UCL121116,4,0,3,0,0,0,0,0,0,11,0,0,0,3,3,6,0,0,0,10,18,7,32,51,75,48,10,0,0,244
UCL121117,3,0,5,3,8,0,0,0,0,23,0,3,0,4,0,3,0,0,0,15,33,19,43,92,106,71,12,0,0,379
UCL121118,0,0,0,3,6,0,0,0,0,13,0,0,0,0,0,0,3,0,0,6,3,10,28,28,27,33,10,0,0,134
UCL121119,0,0,8,3,0,0,0,0,0,16,0,0,0,0,3,0,3,0,0,9,15,25,58,67,55,43,10,0,0,281
UCL121120,0,0,0,0,0,0,0,0,0,4,3,0,0,5,8,0,0,0,0,16,19,25,36,56,53,30,11,3,0,227
UCL121121,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,18,19,13,48,68,70,15,0,0,241
UCL121122,0,0,3,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,22,28,37,61,66,46,9,0,0,275
UCL121123,0,0,4,3,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,14,12,25,39,46,49,58,13,0,0,238
UCL121124,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,9,4,15,28,40,44,46,8,3,0,195
UCL121125,0,0,0,3,4,5,0,0,0,17,5,3,3,8,6,3,0,0,0,28,27,38,61,91,58,50,9,0,0,339
UCL121126,4,0,8,8,7,3,0,0,0,26,0,0,3,3,9,5,0,0,0,29,50,31,97,134,130,93,16,0,0,552
UCL122001,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,10,24,26,19,4,4,0,0,95
UCL122002,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,5,6,14,11,19,21,12,3,0,87
UCL122003,0,3,0,0,5,0,0,0,0,6,0,0,3,3,0,6,0,0,0,10,10,19,25,41,40,22,5,0,0,169
UCL122004,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,4,14,22,16,34,8,0,0,103
UCL122005,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,4,5,14,17,29,29,5,0,0,102
UCL122006,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,4,0,11,22,20,11,14,0,0,80
UCL122007,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,8,4,11,24,30,31,4,0,0,119
UCL122008,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,8,3,13,32,28,38,14,8,0,0,130
UCL122009,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,11,11,34,42,21,19,6,0,0,140
UCL122010,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,14,15,22,29,45,28,0,0,0,154
UCL122011,0,3,0,0,0,0,0,0,0,5,0,3,0,0,5,5,0,0,0,13,15,11,24,26,56,43,0,0,0,174
UCL122012,0,0,0,0,0,0,0,0,0,5,0,0,3,0,6,4,0,0,0,7,4,8,17,21,25,28,7,0,0,112
UCL122013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,9,7,4,0,0,40
UCL122014,0,4,3,3,3,0,0,0,0,11,0,0,0,5,0,0,0,0,0,11,10,11,39,25,31,33,4,0,0,153
UCL122015,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,4,0,0,0,8,8,3,19,29,35,30,4,0,0,128
UCL122016,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,7,21,21,22,17,0,0,90
UCL122017,0,0,3,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,7,15,10,26,22,30,21,5,0,0,133
UCL122018,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,7,7,22,31,28,34,16,0,0,138
UCL122019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,6,20,32,17,0,0,0,80
UCL122020,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,6,3,13,18,34,29,6,0,0,122
UCL122021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,15,15,12,21,5,0,0,74
UCL122022,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,3,3,15,25,20,3,0,0,72
UCL122023,0,0,5,0,0,4,0,0,0,11,0,0,0,0,3,0,0,0,0,12,10,16,15,25,55,51,6,0,0,176
UCL122024,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,8,0,0,0,9,13,12,15,26,36,43,13,0,0,158
UCL122025,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,7,11,8,31,46,39,40,20,7,0,189
UCL122026,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,14,10,14,17,32,31,18,10,0,0,132
UCL122027,0,0,4,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,13,10,12,33,38,53,37,10,4,0,196
UCL122028,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,7,8,15,28,13,20,3,0,0,96
UCL122029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,8,8,20,22,0,0,0,56
UCL122030,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,0,0,0,8,4,9,16,23,33,28,4,4,0,114
UCL122031,0,0,0,0,3,3,0,0,0,5,0,0,0,0,3,3,0,0,0,4,0,4,8,21,21,24,5,0,0,90
UCL122032,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,23,23,52,34,4,0,0,142
UCL122033,0,3,3,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,10,13,27,49,36,27,3,0,0,162
UCL122034,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,4,13,53,52,52,24,8,0,0,202
UCL122035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,11,8,25,18,3,3,0,64
UCL122036,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,10,25,22,32,14,3,0,0,109
UCL122037,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,3,10,22,22,25,0,0,0,87
