UCL_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
UCL115037,3,0,15,4,5,3,11,0,0,45,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,13,3,4,9,4,4,0,12,8,6,52,100,205,258,112,89,31,123,58,16,978
UCL115038,8,0,5,0,4,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,3,14,42,79,91,64,57,27,19,31,10,426
UCL115039,3,0,10,9,3,3,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,10,0,3,3,3,9,7,50,81,128,105,98,47,45,42,39,16,591
UCL115040,0,0,5,6,0,0,3,3,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,3,3,0,3,3,0,5,3,24,52,100,76,72,41,25,24,39,5,432
UCL115041,3,3,12,8,3,3,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,7,3,0,0,10,3,28,48,130,77,84,54,30,25,40,6,504
UCL115042,7,0,5,3,5,0,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,4,0,3,3,3,5,7,3,35,49,101,68,74,54,27,23,38,8,443
UCL115043,0,0,16,3,0,0,0,6,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,3,8,0,13,43,91,87,59,43,23,18,43,7,420
UCL115044,0,0,13,3,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,4,3,0,3,3,3,26,56,96,119,78,49,30,25,33,8,494
UCL115045,3,0,15,8,0,0,3,4,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,11,0,3,5,7,0,3,6,5,0,29,68,199,176,124,80,39,37,61,14,800
UCL115046,0,0,13,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,27,47,49,37,21,10,19,24,0,230
UCL115047,3,3,18,3,0,6,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,4,0,13,32,95,76,64,39,30,12,36,4,383
UCL115048,3,0,5,7,3,3,4,5,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,4,0,0,4,5,0,3,17,29,41,85,33,38,21,44,30,11,312
UCL115049,4,0,8,0,0,6,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,18,34,39,31,23,14,12,27,3,198
UCL115050,0,0,3,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,3,0,3,0,3,3,0,23,40,103,88,28,42,16,36,13,5,362
UCL115051,3,0,15,3,5,4,3,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,4,0,3,0,3,4,0,21,52,83,107,70,51,28,28,41,0,461
UCL115052,0,0,24,5,4,6,0,6,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,12,5,0,4,6,3,9,3,8,0,41,48,104,132,96,54,44,43,69,7,597
UCL115053,6,7,21,15,0,8,0,0,0,59,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,9,0,3,4,3,0,0,3,0,5,17,88,394,201,176,130,69,36,54,11,1156
UCL115054,8,0,27,11,4,4,0,5,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,4,0,4,4,4,4,23,71,178,112,113,59,31,36,48,16,665
UCL115055,0,0,10,8,4,7,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,28,67,74,48,32,29,13,19,15,315
UCL115056,3,0,14,6,3,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,4,0,3,26,40,92,69,73,42,25,28,30,7,410
UCL115057,0,0,11,11,3,3,0,6,0,37,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,13,4,0,4,3,3,0,0,3,0,20,56,122,194,127,75,28,52,48,14,709
UCL115058,0,0,6,3,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,42,43,34,29,17,10,18,4,199
UCL115059,3,0,3,3,6,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,5,0,0,0,0,0,0,5,58,118,87,43,54,25,14,21,6,435
UCL115060,0,0,13,0,9,3,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,9,70,126,84,30,65,27,14,15,3,447
UCL115061,8,3,19,12,6,9,0,5,0,61,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,18,4,0,8,7,0,4,3,3,0,29,219,499,253,176,145,63,36,51,17,1467
UCL115062,7,0,11,9,7,3,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,4,5,0,5,7,6,4,41,55,105,101,116,47,33,30,40,5,522
UCL115063,3,0,21,10,6,6,6,5,0,61,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,7,4,4,3,8,0,4,0,8,36,84,125,255,113,123,43,60,61,19,890
UCL115064,4,0,11,0,0,3,3,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,4,0,16,56,86,91,61,32,32,38,37,3,438
UCL115065,9,0,16,4,10,0,0,3,0,42,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,12,0,0,0,0,3,0,0,0,0,10,104,215,84,76,115,24,11,17,16,661
UCL115066,3,0,4,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,3,3,0,17,37,53,65,25,42,15,13,26,8,275
UCL115067,3,0,11,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,3,0,6,0,14,47,86,73,51,41,14,25,41,0,379
UCL115068,6,3,15,15,3,5,8,8,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,9,0,0,6,3,3,5,8,4,8,37,59,94,222,95,67,38,81,47,23,705
UCL115069,3,0,13,4,0,3,6,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,3,5,0,18,37,73,110,58,34,20,64,35,4,426
UCL115070,0,0,15,6,0,4,7,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,3,3,4,0,17,36,84,85,71,44,36,27,32,6,412
UCL115071,5,0,12,4,3,5,3,12,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,3,3,6,3,22,53,75,78,61,40,33,30,59,8,431
UCL115072,3,0,9,4,3,0,3,10,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,3,0,3,3,30,41,67,75,54,52,21,25,61,0,400
UCL115073,3,0,13,7,0,0,4,11,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,3,3,0,0,3,3,3,0,21,54,70,81,59,39,17,34,51,4,408
UCL115074,0,0,14,4,0,4,4,12,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,6,0,22,58,112,77,69,40,36,14,45,4,467
UCL115075,3,0,15,3,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,4,0,4,3,3,3,35,66,96,92,68,57,27,43,43,7,493
UCL115076,5,3,23,9,0,8,4,5,0,54,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,6,0,0,7,0,0,3,0,10,3,27,60,103,163,76,59,46,45,59,12,619
UCL115077,0,0,5,0,3,0,3,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,19,45,43,50,31,23,3,33,42,3,264
UCL115078,0,0,5,4,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,4,0,3,0,0,20,26,50,43,40,30,17,24,26,3,258
UCL115079,3,0,13,5,3,0,4,7,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,10,4,3,4,4,3,0,28,64,85,125,59,64,29,35,47,5,521
UCL115080,0,0,7,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,11,0,21,26,38,49,40,18,25,7,40,3,237
UCL115081,12,0,18,13,3,6,0,0,0,56,0,0,0,0,0,0,0,0,0,0,7,0,0,3,5,0,0,0,0,13,4,0,3,5,5,4,7,3,3,30,96,118,141,115,65,68,35,73,19,731
UCL115082,0,0,11,0,3,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,9,0,18,35,74,83,41,44,28,20,24,8,363
UCL115083,0,0,3,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,12,34,103,46,53,49,21,19,8,6,335
UCL115084,0,0,24,11,9,6,8,14,0,63,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,8,3,4,7,6,10,3,7,12,3,53,80,142,152,174,106,51,78,100,8,904
UCL115085,0,0,6,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,15,27,43,29,15,8,15,15,3,171
UCL115086,0,0,8,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,12,28,53,33,24,14,14,22,4,201
UCL115087,4,0,9,3,0,0,0,6,0,22,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,4,3,0,3,3,9,0,19,25,95,100,58,35,24,29,40,6,411
UCL115088,0,0,7,3,9,3,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,6,56,122,75,31,55,19,9,20,3,390
UCL115089,0,0,14,3,3,3,0,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,16,43,103,85,74,48,24,18,62,6,470
UCL115090,3,0,9,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,4,0,0,0,0,0,15,33,49,41,25,20,12,4,17,3,203
UCL115091,6,3,22,8,6,13,0,11,0,65,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,11,0,0,3,0,0,0,0,3,3,17,89,197,138,93,83,42,33,59,8,754
UCL115092,3,3,17,5,0,4,4,4,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,13,3,3,5,0,6,3,3,3,0,31,59,98,128,75,62,36,43,51,12,565
UCL115093,0,0,5,0,0,0,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,0,15,26,68,30,51,20,7,10,15,0,240
UCL115094,4,0,10,13,9,3,3,5,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,3,0,14,5,28,54,104,102,107,60,37,27,59,15,556
UCL115095,3,0,14,5,0,5,0,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,3,5,9,0,27,49,144,61,74,50,21,12,59,11,487
UCL115096,7,0,21,3,3,3,0,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10,3,0,0,0,3,0,0,0,4,10,71,139,95,70,74,32,14,43,10,545
UCL115097,8,0,9,5,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,4,3,18,39,53,71,62,48,13,30,34,10,351
UCL115098,3,0,6,4,0,0,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,34,97,48,38,26,22,11,20,6,304
UCL115099,0,0,6,3,0,3,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,13,51,77,59,56,50,23,17,34,6,373
UCL115100,4,0,23,8,5,3,6,7,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,3,0,4,0,19,38,98,121,68,55,38,24,44,5,501
UCL115101,12,3,27,6,0,3,0,5,0,73,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,3,0,20,0,3,7,5,3,0,3,8,0,32,102,289,134,110,73,55,27,65,10,857
UCL115102,0,0,5,0,4,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,0,0,0,0,18,0,0,3,0,3,0,3,0,3,15,164,200,82,55,112,18,17,19,14,683
UCL115103,0,0,27,4,8,13,0,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,0,0,3,0,0,3,7,0,23,91,154,134,98,72,49,22,59,8,698
UCL115104,5,0,19,9,0,4,0,6,0,42,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,10,6,3,0,0,4,8,5,10,3,40,90,148,154,110,76,37,32,97,13,753
UCL115105,0,3,20,8,4,3,7,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,4,4,5,3,3,3,7,3,6,38,97,161,154,118,73,36,53,45,5,734
UCL115106,0,3,13,3,3,0,5,3,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,3,7,6,3,3,4,3,4,5,36,60,86,86,65,32,17,43,41,5,449
UCL115107,3,0,7,3,4,3,3,6,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,3,3,0,0,3,6,0,24,55,82,112,62,42,27,66,46,12,505
UCL115108,6,3,31,16,4,6,6,8,0,86,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,3,0,6,0,17,3,4,8,8,3,9,3,6,6,49,122,384,231,196,128,85,36,95,20,1300
UCL115109,6,0,18,12,4,7,0,3,0,49,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,11,5,3,7,5,9,8,3,5,0,39,98,267,131,142,130,62,31,64,4,936
UCL115110,0,0,6,6,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,11,22,61,47,46,23,13,9,19,7,254
UCL115111,5,0,19,8,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,0,0,0,0,0,0,3,0,10,60,97,83,60,51,13,19,25,4,413
UCL115112,6,3,17,5,9,6,0,6,0,51,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,12,3,3,9,3,0,10,5,3,0,43,158,315,220,140,135,69,71,53,3,1166
UCL115113,9,3,14,14,15,4,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,4,0,3,0,0,3,0,0,0,10,172,176,205,90,150,47,31,34,15,919
UCL115114,0,0,5,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,3,4,0,3,21,19,45,77,62,38,19,55,19,11,347
UCL115115,3,0,9,6,4,0,8,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10,0,4,4,4,3,3,10,9,3,47,46,133,101,86,54,32,60,46,10,573
UCL115116,3,0,36,6,7,9,3,7,0,70,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,4,0,0,15,3,0,0,3,0,0,7,0,10,18,121,254,246,158,152,69,64,55,19,1143
UCL115117,0,0,14,3,0,6,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,55,111,88,49,54,20,29,32,0,439
UCL115118,14,3,29,10,3,7,4,6,4,81,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,9,3,4,4,0,0,0,3,0,3,24,116,296,199,137,146,59,38,107,14,1119
UCL115119,10,0,25,18,3,7,15,9,0,93,0,0,4,0,0,0,0,0,0,7,0,0,3,0,3,3,3,0,0,17,10,7,14,5,4,3,5,18,0,66,153,316,314,117,132,63,156,120,25,1395
UCL115120,4,3,12,9,7,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,6,4,0,3,0,3,0,21,89,200,189,113,91,33,27,54,12,804
UCL115121,11,3,14,9,16,9,4,12,3,75,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,3,0,9,4,3,9,3,6,3,6,6,11,51,195,253,317,151,215,73,108,94,38,1446
UCL115122,0,0,5,4,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,10,53,108,48,40,51,20,3,15,0,346
UCL115123,0,0,12,4,0,3,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,34,57,67,34,24,25,15,24,7,289
UCL115124,8,0,15,3,0,6,0,9,0,40,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,12,0,7,6,3,3,0,0,4,3,22,75,219,101,83,57,41,11,57,7,656
UCL115125,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,10,94,237,85,62,55,32,3,13,5,588
UCL115126,8,0,19,7,3,0,4,5,3,48,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,7,3,0,0,5,4,4,21,59,94,126,92,53,38,42,41,17,564
UCL115127,5,0,22,11,6,5,6,10,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,12,8,3,17,7,9,4,11,10,5,63,109,231,268,186,143,71,89,101,21,1217
UCL115128,0,0,29,14,3,4,3,5,3,64,3,0,0,0,0,0,3,0,0,6,0,0,0,3,3,0,3,3,0,12,0,3,5,3,0,3,7,7,6,35,73,118,227,151,108,62,67,58,22,877
UCL115129,0,0,7,5,0,0,0,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,3,3,0,0,17,62,164,77,47,52,17,10,20,0,448
UCL115130,3,0,9,3,3,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,3,0,22,34,58,89,62,37,39,19,19,0,360
UCL115131,5,0,29,7,3,4,3,3,0,62,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,9,0,6,5,3,3,0,0,3,37,129,209,197,117,97,65,44,59,14,926
UCL115132,3,0,14,13,3,5,0,9,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,4,7,6,26,66,87,101,107,60,36,34,53,14,556
UCL115133,3,0,13,3,4,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,4,0,21,47,107,122,83,68,25,39,40,10,536
UCL115134,4,3,22,8,10,3,5,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,10,0,4,10,3,4,6,0,4,0,29,102,188,206,109,110,55,46,57,14,886
UCL115135,5,3,11,3,0,3,0,9,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,4,7,0,0,4,4,3,25,80,90,94,62,44,12,31,45,5,461
UCL115136,0,0,9,3,3,3,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,23,47,48,26,35,8,16,12,6,221
UCL115137,3,0,5,9,0,0,0,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,5,0,10,40,49,61,53,27,11,29,36,4,312
UCL115138,0,0,17,8,0,0,6,10,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,3,3,3,0,0,3,3,19,56,115,99,77,59,29,17,31,3,483
UCL115139,4,0,16,5,4,0,4,3,0,40,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,3,7,4,0,0,3,8,4,23,70,127,121,81,83,33,21,57,14,607
UCL115140,8,3,17,7,6,0,3,4,0,43,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,3,5,0,4,4,0,19,56,148,95,83,63,27,28,58,9,566
UCL115141,0,0,5,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,10,43,125,46,49,43,9,4,11,3,337
UCL115142,9,0,15,5,5,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,7,7,0,4,0,0,0,0,0,18,0,3,6,0,3,0,0,3,4,26,124,282,142,92,80,37,16,36,16,812
UCL115143,0,0,12,7,4,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,0,14,42,55,68,46,39,17,23,28,0,316
UCL115144,0,0,4,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,3,0,17,25,77,45,70,25,15,16,27,3,304
UCL115145,0,0,3,3,4,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,5,0,0,10,42,52,83,19,51,16,30,25,4,322
UCL115146,0,3,8,5,8,3,4,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,5,4,3,4,10,0,31,32,54,100,73,61,31,62,36,0,450
UCL115147,0,0,7,3,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,7,18,13,43,52,38,21,9,9,19,10,215
UCL115148,0,0,7,8,4,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,0,4,0,14,27,66,63,43,28,10,19,23,4,282
UCL115149,0,0,5,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,7,7,5,20,39,73,55,38,22,19,26,30,11,319
UCL115150,4,0,19,18,3,3,7,8,0,58,3,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,3,0,0,14,8,5,5,7,3,8,3,13,3,54,67,159,130,195,84,43,42,83,16,811
UCL115151,3,0,5,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,10,25,48,29,34,20,15,9,13,4,199
UCL115152,0,0,5,8,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,10,10,37,41,42,16,18,32,16,3,210
UCL115153,8,0,16,11,0,3,4,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,6,0,7,3,3,0,7,4,3,35,74,150,142,66,81,38,64,51,15,677
UCL115154,0,3,12,9,5,4,3,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,4,0,6,0,3,0,3,0,4,21,87,137,158,80,103,34,25,32,8,672
UCL115155,0,0,7,4,4,3,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,11,0,0,3,5,0,0,0,3,0,22,70,112,104,51,67,27,34,29,5,498
UCL115156,10,0,21,11,3,8,3,10,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,11,9,5,8,4,13,3,66,75,187,173,156,86,62,53,93,14,905
UCL115157,9,0,13,9,8,7,0,7,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,0,0,6,13,75,214,90,80,97,52,23,39,9,679
UCL115158,7,3,32,13,0,0,4,11,0,66,3,0,0,0,0,0,0,10,0,12,12,0,0,3,0,0,0,0,0,15,11,0,6,5,3,8,0,12,7,50,182,208,164,142,105,49,44,154,19,1073
UCL115159,0,0,13,3,7,3,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,7,4,20,48,71,94,55,54,18,33,34,5,420
UCL115160,3,0,6,3,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,16,39,61,69,41,33,19,21,21,6,302
