UCL_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
UCL115035,271,148,86,136,197,164,87,42,11,1133,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,23,3,5,8,0,7,0,0,0,0,27,271,156,92,133,196,161,84,47,8,1155
UCL115036,269,123,117,117,191,184,168,113,45,1321,0,0,0,0,0,0,0,0,0,3,0,12,5,6,4,10,3,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,3,7,10,9,0,3,62,0,12,13,3,6,11,9,4,3,64,269,132,128,123,195,193,181,121,45,1384
UCL115037,802,362,564,445,415,415,246,154,61,3477,0,0,0,3,3,0,0,0,3,9,19,22,41,22,33,53,28,3,4,232,0,0,3,3,9,24,20,10,0,69,9,5,3,9,6,8,11,3,0,55,0,0,0,0,0,4,21,6,0,36,3,4,0,4,3,3,8,0,0,28,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,49,37,49,97,91,25,8,427,36,32,52,41,51,95,91,25,10,437,840,402,616,487,471,512,341,183,75,3915
UCL115038,290,181,157,154,198,156,134,58,12,1341,0,0,0,0,0,0,0,0,0,0,15,5,4,3,4,8,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,4,3,4,8,3,0,0,44,13,8,4,3,4,8,3,0,0,43,303,186,159,160,206,166,140,61,9,1389
UCL115039,609,324,346,241,294,313,256,194,85,2673,0,0,3,0,3,3,3,3,0,13,18,5,8,19,10,17,13,3,4,98,0,0,3,4,0,3,10,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,14,25,11,23,16,3,4,127,18,6,12,31,17,30,19,3,4,137,625,332,360,274,309,340,279,199,87,2812
UCL115040,355,164,143,154,189,204,189,146,54,1596,0,0,0,0,0,0,0,0,0,7,8,8,7,4,0,5,12,0,0,43,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,7,0,10,12,0,0,50,6,6,7,7,4,10,12,0,0,56,360,173,152,160,190,211,194,150,54,1654
UCL115041,439,223,221,219,263,310,328,212,127,2344,3,0,3,0,0,0,0,0,0,6,12,13,12,15,29,21,25,10,3,139,0,0,0,3,0,17,28,14,0,62,0,3,3,0,4,4,0,0,0,18,0,3,0,0,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,13,19,22,15,38,44,65,24,3,251,17,19,24,15,38,50,65,29,3,256,456,240,252,240,304,358,388,240,131,2604
UCL115042,484,243,279,218,298,294,253,138,68,2275,0,0,0,3,0,0,0,0,0,4,11,37,17,8,15,21,4,0,3,126,0,0,0,0,3,3,8,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,37,22,8,25,23,16,0,3,147,13,35,22,13,25,23,17,3,3,155,493,286,297,229,320,320,272,143,71,2428
UCL115043,344,161,161,187,205,201,121,53,6,1443,0,0,0,0,0,0,0,0,0,0,11,8,7,7,17,12,19,3,0,89,0,0,0,0,3,5,19,18,0,41,3,0,9,4,3,8,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,12,15,9,19,24,47,25,0,172,15,12,19,9,19,24,47,25,0,176,351,172,183,201,227,219,171,77,6,1610
UCL115044,326,176,191,163,256,273,268,251,89,1996,0,0,0,0,0,4,0,3,0,11,7,9,9,3,4,5,3,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,13,12,3,10,9,3,3,0,58,7,11,12,9,12,9,3,5,0,71,332,189,199,169,261,282,278,250,96,2065
UCL115045,446,299,282,278,426,488,483,337,162,3206,0,0,0,0,0,0,0,0,0,0,16,30,20,12,17,20,19,11,0,144,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,23,32,19,16,18,21,19,14,3,172,23,32,19,18,18,24,22,14,3,172,474,330,308,299,451,508,505,350,163,3385
UCL115046,238,103,100,87,115,151,153,69,36,1050,0,0,0,0,0,0,0,0,0,0,3,10,3,3,3,0,4,0,0,24,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,5,3,3,4,0,0,38,3,10,5,5,3,3,4,0,0,36,247,114,99,87,125,156,157,71,36,1085
UCL115047,282,110,115,151,181,322,322,167,176,1825,0,0,0,0,0,0,0,0,0,0,4,5,0,7,3,18,7,5,5,53,0,0,0,0,0,0,4,6,0,17,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,3,7,3,8,7,26,18,15,5,99,3,7,3,8,7,26,18,15,5,100,287,113,121,162,190,345,337,181,183,1918
UCL115048,272,124,133,161,152,130,155,81,50,1253,0,0,0,0,0,0,0,0,0,0,12,13,8,14,7,23,3,3,0,81,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,8,15,13,19,12,7,0,93,12,13,8,15,13,22,12,7,0,94,281,139,137,178,160,149,162,87,48,1347
UCL115049,146,77,65,88,107,179,158,106,51,982,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,4,4,3,0,23,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,10,3,0,41,0,0,3,3,8,7,9,5,0,40,153,81,70,90,116,187,168,116,54,1022
UCL115050,212,120,101,128,166,179,78,24,9,1020,0,0,0,0,0,0,0,0,0,0,8,7,9,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,0,3,3,0,0,0,22,8,7,9,0,3,3,0,0,0,22,218,128,104,133,168,183,78,24,9,1045
UCL115051,364,173,157,206,232,311,277,196,95,2013,0,0,3,0,0,0,0,0,0,3,9,12,7,8,15,7,9,5,3,76,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,13,9,15,7,9,5,3,82,9,10,12,9,15,7,9,5,3,87,377,188,170,215,245,319,293,207,100,2106
UCL115052,477,250,242,287,347,455,395,239,123,2817,0,0,0,0,0,0,0,0,0,6,7,15,12,13,14,25,12,4,0,103,0,3,3,10,16,5,12,5,3,57,0,0,0,4,3,3,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,24,21,19,38,43,34,11,4,190,10,19,21,20,37,42,34,11,4,197,490,275,261,306,385,497,431,250,130,3008
UCL115053,642,892,561,372,291,174,122,134,97,3283,0,0,0,0,0,0,0,0,0,0,0,514,31,6,6,4,0,0,5,568,0,101,9,0,0,0,0,0,0,110,0,12,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,673,40,13,6,4,0,0,5,741,0,673,40,13,6,4,0,0,5,741,642,1564,602,387,292,178,118,138,98,4019
UCL115054,428,251,208,286,327,460,388,251,103,2693,0,0,0,0,0,0,0,0,0,0,14,12,15,17,15,71,90,32,4,257,0,0,0,0,4,30,91,58,5,188,12,6,18,4,5,40,27,3,0,119,0,0,0,0,0,5,17,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,11,0,0,0,0,0,0,0,0,0,0,25,19,34,19,28,152,228,98,10,612,25,22,34,19,28,152,228,100,10,616,449,274,238,308,360,612,614,355,111,3310
UCL115055,166,104,86,116,137,250,312,211,116,1502,0,0,0,0,0,0,0,0,0,3,20,5,15,0,10,12,31,19,4,119,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,19,3,13,16,42,19,4,134,20,6,23,3,13,16,42,20,3,137,185,110,106,116,154,265,353,233,121,1636
UCL115056,305,148,171,177,180,270,260,163,91,1769,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,10,0,3,37,0,3,0,0,0,9,14,0,0,27,0,0,3,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,8,3,24,18,3,3,74,6,8,8,8,3,24,18,3,3,78,314,154,172,186,180,293,282,166,99,1843
UCL115057,497,390,381,303,210,162,103,37,11,2098,0,0,0,0,0,0,0,0,0,3,10,59,47,7,11,5,3,3,0,139,0,22,8,6,3,0,3,0,0,40,4,38,36,20,3,0,0,0,0,102,0,5,10,3,3,0,0,0,0,20,0,3,5,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,5,3,3,0,0,0,0,0,12,0,3,5,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,16,140,112,47,16,8,3,3,0,338,16,140,112,48,20,8,3,3,0,343,509,535,494,343,232,167,107,38,11,2437
UCL115058,217,112,92,110,108,138,107,111,86,1095,0,0,0,0,0,0,0,0,0,0,8,10,8,5,0,4,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,5,0,4,8,0,0,41,8,10,6,3,0,8,8,0,0,42,226,124,100,114,110,152,113,113,86,1135
UCL115059,280,188,161,152,180,177,105,38,13,1285,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,4,3,0,3,0,25,0,5,7,0,3,3,0,3,0,23,276,191,169,150,189,179,106,42,13,1307
UCL115060,267,126,118,162,158,129,103,29,10,1108,0,0,0,0,0,0,0,0,0,0,4,3,4,5,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,0,0,4,0,0,28,4,3,4,5,0,0,4,0,0,28,272,128,117,175,165,136,103,29,10,1135
UCL115061,802,423,354,493,525,598,467,265,188,4130,0,0,0,0,0,0,0,0,0,3,14,24,24,25,15,33,16,3,0,150,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,14,31,22,25,15,38,19,3,0,173,14,31,22,25,15,41,19,4,0,172,814,451,378,516,541,637,489,274,189,4301
UCL115062,472,250,222,244,275,323,268,225,111,2395,0,0,0,0,5,0,0,0,0,7,11,26,13,19,14,15,12,6,5,109,0,0,0,0,0,6,3,0,0,11,3,5,0,3,3,5,8,0,0,18,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,12,18,14,25,22,8,5,142,13,26,16,18,19,22,21,13,4,150,486,280,232,261,291,345,293,237,115,2541
UCL115063,609,317,396,340,302,283,161,45,8,2454,0,0,0,0,0,0,0,0,0,0,19,4,4,8,0,10,6,3,3,54,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,10,8,4,10,11,3,3,65,26,5,10,8,4,10,11,3,3,64,632,327,398,347,303,291,166,43,11,2518
UCL115064,396,206,184,193,263,318,327,241,123,2257,0,0,0,0,0,0,0,0,0,3,6,13,17,4,16,7,3,3,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,18,9,14,7,12,8,5,93,7,9,18,9,14,7,12,8,5,98,402,219,204,204,280,326,343,245,127,2351
UCL115065,451,119,393,304,123,53,18,10,0,1475,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,4,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,10,5,0,0,40,0,3,5,0,8,10,5,0,0,40,451,122,399,305,135,61,28,9,0,1518
UCL115066,119,76,91,105,135,207,239,113,44,1126,0,0,0,0,0,0,0,0,0,0,0,12,3,5,12,7,3,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,3,5,11,7,3,3,0,46,0,9,3,5,11,7,3,3,0,46,122,81,96,109,143,215,243,116,44,1175
UCL115067,279,146,141,172,221,253,326,210,105,1848,0,0,3,0,0,0,0,0,0,10,3,6,4,12,9,19,8,3,3,64,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,5,10,8,21,8,3,3,77,3,10,13,12,8,21,6,3,3,86,277,153,149,187,232,273,335,216,108,1933
UCL115068,682,311,404,391,292,249,209,59,20,2618,0,0,0,0,0,0,0,0,0,4,19,24,23,10,14,14,7,4,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,28,12,14,18,10,4,0,122,19,20,28,10,14,18,9,4,0,125,701,336,428,396,304,265,219,67,20,2742
UCL115069,414,176,213,205,208,251,206,125,44,1830,0,0,0,0,0,0,0,0,0,0,10,5,20,12,27,17,7,8,0,111,0,0,0,0,3,0,0,0,0,3,4,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,12,5,28,16,26,17,17,10,0,128,12,5,28,16,25,17,17,10,0,127,426,181,236,217,229,269,220,130,50,1962
UCL115070,310,146,86,176,198,257,252,83,11,1514,0,0,0,0,0,0,0,0,0,0,4,11,3,3,0,0,4,0,0,31,0,0,3,0,0,0,0,0,0,5,3,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,8,6,0,3,9,0,0,42,4,13,8,6,0,8,9,0,0,44,315,151,96,183,200,260,265,84,11,1566
UCL115071,330,187,170,191,210,246,251,145,70,1800,0,0,0,0,0,0,0,0,0,0,6,11,9,11,3,14,13,3,3,72,7,0,4,6,11,7,13,8,3,53,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,7,0,0,10,0,0,0,0,0,3,0,0,0,3,3,3,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,18,15,15,20,35,32,8,5,162,15,18,15,15,22,35,32,8,5,163,348,205,183,204,228,280,283,156,73,1960
UCL115072,402,197,201,196,240,238,217,111,63,1857,0,0,0,0,0,0,0,0,0,3,11,3,11,4,10,3,3,7,0,54,0,0,3,0,0,0,0,0,0,7,0,4,6,0,0,3,0,4,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,24,4,6,9,6,11,0,79,11,8,24,4,10,9,6,8,0,80,410,207,224,201,247,246,218,119,63,1938
UCL115073,321,150,161,167,217,268,322,168,88,1853,0,0,0,0,0,0,0,0,0,4,4,9,9,8,11,15,12,4,3,71,3,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,9,10,9,10,11,9,4,3,88,8,9,11,9,10,11,15,4,3,89,330,160,169,181,230,279,338,172,86,1936
