UCL_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
UCL115066,4,4,5,0,0,18,0,3,5,5,16,0,33,0,0,3,0,0,0,0,0,0,0,0,11,4,17,0,0,3,0,11,0,11,7,13,35,44,162,20,275
UCL115067,3,23,7,10,0,48,0,0,11,12,29,7,61,0,0,0,0,3,0,5,0,0,0,3,19,0,29,0,0,0,0,11,3,14,10,12,77,51,211,22,379
UCL115068,0,17,8,12,0,47,4,9,18,22,61,7,114,0,0,0,0,0,0,4,0,0,0,7,55,0,58,0,0,0,0,23,5,28,11,8,60,87,501,44,705
UCL115069,0,27,3,13,0,49,0,3,11,19,30,3,67,0,0,0,0,0,0,0,0,0,0,0,30,3,38,0,0,0,0,6,0,7,6,3,61,54,278,25,426
UCL115070,4,16,4,7,0,41,0,4,10,19,37,4,78,0,0,0,0,3,0,4,0,0,0,3,15,0,22,0,0,0,3,12,0,14,12,15,61,69,236,23,412
UCL115071,0,25,9,12,0,49,0,3,15,18,22,3,57,0,0,0,0,5,0,6,0,0,0,3,18,0,20,0,0,0,0,10,5,10,6,6,73,62,246,34,431
UCL115072,3,9,7,9,6,39,3,0,15,14,30,3,68,0,0,0,0,0,0,0,0,0,0,3,24,0,26,0,0,3,3,10,3,17,17,8,54,51,231,38,400
UCL115073,3,19,10,7,0,44,3,0,14,20,23,3,73,0,0,0,0,4,0,4,0,0,0,6,18,0,23,0,0,0,0,4,4,11,7,6,63,79,220,33,408
UCL115074,3,23,7,6,0,52,6,5,24,22,54,6,117,0,0,0,3,4,0,11,0,0,0,3,17,0,18,0,0,0,3,8,5,12,16,12,74,85,262,26,467
UCL115075,8,28,9,11,3,65,3,3,15,17,27,0,62,0,0,0,0,3,0,6,0,0,0,3,8,3,12,0,0,3,3,11,6,21,12,11,85,72,285,27,493
UCL115076,3,19,9,9,0,48,3,3,18,31,50,6,109,0,0,0,3,0,0,4,0,0,0,12,31,0,45,0,0,0,5,19,4,34,17,10,67,91,398,35,619
UCL115077,7,21,4,3,0,35,3,0,7,8,9,0,23,0,0,0,0,0,0,3,0,0,0,0,11,0,13,0,0,0,0,0,3,4,9,7,57,35,130,28,264
UCL115078,0,3,7,3,0,16,0,0,5,15,16,5,45,0,0,0,0,5,0,5,0,0,0,0,6,0,11,0,0,0,0,5,0,11,8,4,36,45,143,25,258
UCL115079,8,20,9,9,0,40,0,5,20,17,25,3,78,0,0,0,0,6,0,3,0,0,3,5,28,0,33,0,0,4,0,13,0,13,13,18,93,69,292,29,521
UCL115080,4,13,3,0,0,17,4,3,3,13,15,3,39,0,0,0,0,0,0,5,0,0,0,0,4,0,4,0,3,0,0,10,0,14,4,8,29,33,139,18,237
UCL115081,3,31,4,19,4,66,0,3,17,5,9,3,39,3,7,32,17,57,6,114,3,0,8,5,19,0,34,0,0,3,4,20,8,36,37,20,178,102,347,49,731
UCL115082,6,17,12,11,4,61,0,0,19,13,21,0,46,0,0,0,0,0,0,0,0,0,0,3,16,0,18,0,0,0,3,9,0,11,6,11,54,64,207,18,363
UCL115083,0,21,10,10,0,46,3,4,22,9,32,4,75,0,0,0,0,4,0,3,3,0,0,0,10,0,15,0,0,0,0,3,0,3,16,9,78,58,167,12,335
UCL115084,7,24,11,24,5,86,0,4,26,46,62,0,144,0,0,0,0,5,0,5,0,0,3,0,32,0,39,0,0,3,4,9,10,22,17,16,129,135,531,70,904
UCL115085,3,13,6,7,0,30,0,0,0,4,16,3,29,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,4,0,10,3,4,24,31,114,6,171
UCL115086,0,3,4,3,0,14,7,3,0,5,18,9,35,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,12,0,11,8,3,20,23,135,14,201
UCL115087,9,17,7,8,0,48,0,8,17,20,41,3,88,0,0,0,0,0,0,0,0,0,0,0,14,0,24,0,0,0,0,3,0,9,9,16,64,64,241,14,411
UCL115088,8,26,5,6,0,65,0,3,28,19,3,0,55,0,0,0,4,3,0,6,0,0,5,3,9,0,18,0,0,3,0,3,0,14,32,17,108,73,152,11,390
UCL115089,8,21,8,10,0,52,4,6,21,30,48,7,112,0,0,0,0,6,0,7,0,0,0,3,18,0,23,0,0,0,5,7,3,11,10,14,73,78,261,28,470
UCL115090,6,20,8,3,0,46,0,0,6,5,13,0,23,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,4,0,8,3,10,38,35,105,13,203
UCL115091,14,50,21,18,4,108,3,3,52,24,66,6,162,0,0,0,0,3,0,7,0,0,4,6,29,0,37,0,0,0,3,17,6,28,26,20,158,142,384,33,754
UCL115092,6,13,10,8,0,37,0,0,20,14,37,9,85,0,0,4,3,3,0,7,0,0,3,0,28,4,35,0,0,0,0,19,0,21,10,9,84,104,328,35,565
UCL115093,5,29,14,7,3,59,3,3,18,9,10,4,47,0,0,0,0,6,0,10,0,0,0,0,6,0,7,0,0,0,0,0,0,3,16,7,57,52,85,20,240
UCL115094,4,24,4,14,3,61,7,0,22,33,56,9,125,0,0,0,0,5,0,5,0,0,0,7,24,0,35,0,0,0,3,15,9,25,12,13,73,86,322,42,556
UCL115095,5,29,10,15,0,68,12,3,24,18,38,11,105,0,0,0,0,0,0,3,4,0,4,3,13,0,17,0,0,3,4,5,3,13,22,10,107,72,234,39,487
UCL115096,9,27,8,14,3,78,7,9,32,17,25,4,89,0,0,0,0,3,0,3,0,0,3,3,23,0,39,0,0,3,0,11,0,16,24,27,122,80,271,24,545
UCL115097,3,10,10,23,0,46,3,0,8,23,33,9,79,0,0,0,0,0,0,0,0,0,3,0,16,0,22,0,0,0,0,9,0,11,10,4,44,58,220,23,351
UCL115098,11,15,0,7,0,32,10,4,23,12,11,3,65,0,0,3,3,0,0,8,0,0,4,0,11,0,16,0,0,0,3,4,3,11,18,20,67,42,142,12,304
UCL115099,4,18,7,12,0,37,0,0,20,14,24,3,66,0,0,0,0,3,0,3,0,0,0,6,12,0,21,0,0,0,3,6,3,11,9,5,68,60,207,21,373
UCL115100,3,23,4,11,0,41,6,3,32,19,37,5,109,0,0,0,0,7,0,5,0,0,0,7,19,0,26,0,0,0,0,9,4,20,17,11,85,84,273,25,501
UCL115101,16,53,17,12,6,119,27,11,69,48,39,8,200,3,4,16,8,8,0,32,0,0,8,3,28,0,39,3,0,15,7,16,6,45,63,49,254,164,290,33,857
UCL115102,12,38,12,8,0,81,11,3,31,3,18,0,65,0,0,5,3,3,0,9,0,0,0,8,11,0,15,3,7,6,3,13,0,28,94,48,184,142,196,17,683
UCL115103,7,40,9,11,0,78,10,3,29,15,53,7,115,0,0,3,4,9,0,12,3,0,0,3,32,0,36,0,0,0,0,3,3,10,25,26,140,94,370,40,698
UCL115104,13,47,16,10,0,81,0,3,40,46,51,3,144,0,0,0,3,5,0,7,0,0,3,3,28,4,32,0,0,0,3,17,8,26,19,18,134,118,398,60,753
UCL115105,17,44,20,17,3,107,3,3,27,28,62,3,123,0,0,0,0,4,0,3,0,0,7,4,41,3,49,0,0,0,0,15,9,28,21,23,131,106,427,31,734
UCL115106,4,38,4,12,0,62,0,3,17,20,33,3,66,0,0,0,0,0,0,0,0,0,0,3,15,0,23,0,0,0,0,10,3,20,9,12,107,57,233,30,449
UCL115107,7,22,10,12,0,45,0,0,15,14,26,0,56,0,0,0,0,4,0,4,0,0,3,0,15,0,22,0,0,0,3,22,3,30,11,10,76,73,317,27,505
UCL115108,23,60,28,27,5,161,24,13,99,60,70,11,276,0,3,8,7,9,0,32,0,0,10,14,47,0,66,3,0,20,11,11,7,55,76,62,344,236,521,62,1300
UCL115109,18,59,25,19,0,144,11,7,52,61,93,11,242,0,0,7,6,5,0,18,0,0,0,4,27,0,33,0,0,3,3,4,4,18,48,31,184,168,452,47,936
UCL115110,3,9,0,7,0,27,6,0,8,13,33,3,58,0,0,0,0,3,0,3,0,0,3,4,6,0,13,0,0,3,3,6,0,15,11,5,36,46,145,15,254
UCL115111,12,19,13,14,6,61,3,5,20,21,23,0,76,3,0,4,0,4,0,14,0,0,0,7,13,0,17,0,0,3,0,8,0,12,18,20,84,73,195,21,413
UCL115112,16,78,22,22,0,171,13,4,64,41,43,7,170,0,0,3,0,9,0,14,0,0,3,5,25,0,38,3,0,5,0,22,5,43,77,36,259,205,546,52,1166
UCL115113,9,36,10,13,3,95,9,3,22,22,30,0,81,0,0,0,3,5,0,11,0,0,4,8,45,0,58,0,0,6,8,19,5,37,33,22,169,185,483,34,919
UCL115114,6,13,8,5,3,32,0,0,4,13,32,7,59,0,0,0,0,0,0,3,0,0,0,0,10,0,8,0,0,0,0,9,3,19,10,3,27,59,224,27,347
UCL115115,3,39,11,18,3,81,8,0,19,19,52,10,109,0,0,0,0,3,0,6,0,0,0,5,17,3,31,0,0,0,8,6,3,17,12,10,92,73,333,49,573
UCL115116,3,56,32,24,3,145,8,12,41,28,68,3,166,3,0,3,3,17,0,28,0,0,4,10,38,7,57,0,0,5,5,27,4,49,51,19,208,216,604,46,1143
UCL115117,13,24,11,4,0,56,5,0,20,16,23,3,72,3,0,0,0,4,0,6,0,0,4,5,11,0,21,0,0,3,0,10,0,14,36,18,82,73,225,13,439
UCL115118,4,82,22,19,0,141,4,10,82,41,80,0,225,0,0,5,5,3,0,16,0,0,3,4,39,0,51,3,0,3,7,22,9,48,39,31,291,200,527,34,1119
UCL115119,13,98,14,18,7,184,4,3,53,34,49,6,148,0,0,3,10,10,0,26,0,0,0,5,52,0,59,0,0,3,9,22,7,43,54,36,309,207,706,81,1395
UCL115120,17,33,10,15,0,81,12,4,39,35,42,3,137,3,0,0,3,9,0,16,0,0,0,0,20,0,30,0,0,4,0,6,3,17,45,28,161,138,402,29,804
UCL115121,5,66,22,41,5,163,14,3,52,46,53,4,167,0,0,0,0,3,0,9,0,0,0,16,77,3,94,0,0,3,0,47,14,62,48,19,220,231,850,80,1446
UCL115122,5,23,11,5,0,55,7,3,30,12,21,5,78,0,0,0,0,4,0,4,0,0,3,0,4,0,7,0,0,4,6,6,0,9,22,18,108,59,126,12,346
UCL115123,3,13,13,9,0,37,3,0,9,10,14,5,44,0,0,6,0,0,0,6,0,0,0,0,5,0,10,0,0,0,0,6,3,12,10,3,52,49,158,17,289
UCL115124,13,39,24,7,0,101,14,6,51,28,31,3,132,0,0,5,0,4,0,11,0,0,3,3,16,0,26,0,0,7,10,10,0,33,51,25,184,125,245,23,656
UCL115125,16,39,9,3,3,97,17,3,31,14,5,0,80,0,0,6,0,3,0,12,0,0,0,0,7,0,11,0,0,8,4,9,4,21,83,35,210,95,144,21,588
UCL115126,7,27,7,11,0,45,0,0,22,16,54,5,107,0,0,0,0,0,0,3,0,0,3,5,18,0,22,0,0,3,0,9,3,14,17,16,71,74,359,29,564
UCL115127,7,41,24,27,0,117,6,7,51,60,89,10,219,0,0,0,0,12,5,15,3,0,0,3,45,0,51,0,0,3,3,26,5,43,40,24,171,200,707,79,1217
UCL115128,5,18,19,13,0,56,6,6,27,40,73,7,158,0,0,4,0,9,0,11,0,0,3,5,40,0,49,0,0,0,5,18,12,37,21,15,86,148,560,56,877
UCL115129,11,36,10,3,0,74,9,3,43,17,10,4,92,0,0,0,0,4,0,3,0,0,0,0,10,0,20,0,0,0,4,3,0,9,41,22,134,68,162,22,448
UCL115130,3,10,9,0,0,24,8,0,16,28,26,3,82,0,0,0,0,5,0,4,0,3,0,0,8,3,16,0,0,0,4,9,4,12,13,6,50,69,196,23,360
UCL115131,10,54,21,20,0,117,5,3,47,30,51,3,141,0,0,0,0,6,0,6,0,0,8,4,40,0,56,0,0,4,0,23,14,37,26,25,179,122,513,58,926
UCL115132,3,35,8,7,3,62,0,0,13,19,66,11,115,0,0,0,0,3,0,7,0,0,0,4,23,0,30,0,0,0,3,15,6,24,16,16,94,66,329,40,556
UCL115133,3,34,11,17,0,71,5,9,13,23,26,5,79,0,0,0,0,3,0,6,0,0,0,4,28,0,38,0,0,0,6,21,7,29,20,15,77,79,311,29,536
UCL115134,3,42,23,18,3,117,9,4,28,33,56,3,133,0,0,3,0,10,0,10,0,0,3,5,39,3,47,0,0,7,3,26,3,33,57,15,149,135,481,46,886
UCL115135,12,20,4,14,0,50,0,3,15,21,24,7,72,0,0,0,0,3,3,9,0,0,0,3,25,0,27,0,0,0,3,7,0,17,13,14,71,74,246,44,461
UCL115136,4,9,3,3,0,20,0,0,16,11,7,3,36,0,0,0,0,0,0,7,0,0,0,0,10,0,11,0,0,0,0,5,3,8,3,12,43,45,116,10,221
UCL115137,3,14,9,9,0,38,0,0,5,8,17,0,35,0,0,0,0,0,0,5,0,0,0,0,13,0,12,0,0,0,0,10,0,10,4,13,48,41,191,14,312
UCL115138,12,21,8,7,0,56,6,3,26,28,40,4,107,0,0,3,0,9,0,10,0,0,0,0,16,0,16,3,0,0,0,9,3,10,25,22,86,79,252,21,483
UCL115139,6,47,18,23,0,116,5,6,20,20,41,4,91,0,0,0,0,3,0,5,0,0,0,4,17,0,27,0,0,0,0,14,10,21,33,24,115,88,325,26,607
UCL115140,11,39,13,11,0,91,7,3,32,24,47,5,118,0,0,0,0,0,0,0,0,0,0,0,23,0,27,0,0,3,0,3,3,15,22,18,114,92,286,35,566
UCL115141,4,38,6,3,0,58,3,8,24,8,18,0,65,0,0,0,0,0,0,4,0,0,4,5,11,3,23,0,0,0,0,3,0,4,24,17,117,53,116,9,337
UCL115142,11,56,24,11,0,123,15,12,45,25,37,3,136,3,0,9,0,0,0,13,0,0,9,4,19,0,31,0,0,3,3,11,6,18,77,44,218,131,320,32,812
UCL115143,3,15,8,10,0,39,0,0,5,17,24,3,52,0,0,0,0,0,0,3,0,0,0,3,18,0,20,0,0,0,0,3,0,4,12,9,45,40,191,25,316
UCL115144,3,21,10,3,3,58,3,4,18,7,19,3,58,0,0,0,0,0,0,3,0,0,0,0,10,0,14,0,0,0,0,5,3,8,18,12,88,56,111,26,304
UCL115145,4,15,5,6,0,31,3,0,10,4,16,3,34,0,0,0,0,0,0,3,0,0,0,0,10,3,10,0,0,0,0,7,7,11,12,6,46,44,190,20,322
UCL115146,3,6,4,9,0,31,0,4,15,12,24,7,60,0,0,0,0,0,0,0,0,0,0,3,13,0,15,0,0,0,0,9,3,11,5,7,52,50,303,38,450
UCL115147,4,11,3,16,0,36,0,0,9,17,16,0,34,0,0,0,0,3,0,3,0,0,3,0,15,0,18,0,0,0,0,3,8,14,0,8,31,33,127,18,215
UCL115148,0,20,10,8,0,41,0,0,15,8,5,3,36,0,0,0,0,0,0,0,0,0,0,3,8,0,15,0,0,0,0,3,3,11,4,4,62,43,142,23,282
UCL115149,3,26,3,11,0,48,0,3,9,14,18,3,45,0,0,0,0,3,0,4,0,0,0,3,15,0,18,0,0,0,0,9,6,17,10,9,69,46,167,24,319
UCL115150,7,35,8,28,0,89,3,6,34,49,82,8,185,0,0,0,0,3,0,3,0,0,9,3,32,0,39,0,0,3,10,19,3,41,22,19,118,118,484,53,811
UCL115151,3,15,7,4,0,26,0,3,7,8,15,3,39,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,3,5,3,4,42,20,109,12,199
UCL115152,0,8,5,3,0,20,0,0,6,11,18,0,39,0,0,0,0,6,0,6,0,0,0,0,12,0,12,0,0,0,3,3,3,10,3,3,23,35,128,22,210
UCL115153,6,57,11,9,4,91,6,3,24,13,34,3,82,0,0,0,0,0,0,0,0,0,7,3,34,0,49,0,0,8,0,13,3,27,14,19,146,72,372,55,677
UCL115154,12,42,12,23,3,96,5,3,21,18,27,4,78,0,0,0,0,4,0,5,0,0,4,0,39,0,50,0,0,3,4,16,4,26,29,16,122,129,354,30,672
UCL115155,8,30,9,8,0,67,7,3,18,13,12,0,57,0,0,0,0,6,0,5,0,0,0,0,16,0,22,0,0,3,0,12,0,23,27,18,104,101,235,18,498
UCL115156,17,35,10,15,4,85,11,8,55,55,120,15,263,0,0,0,7,3,0,10,0,0,0,3,45,0,53,0,0,3,3,14,6,31,23,27,131,123,527,73,905
UCL115157,19,51,24,20,3,123,15,4,49,31,42,4,151,0,0,8,0,3,0,4,0,0,3,0,18,3,23,0,0,0,3,10,4,17,38,25,166,138,287,20,679
UCL115158,8,59,14,18,0,106,5,9,45,46,67,5,178,0,0,0,0,4,0,5,0,0,6,8,34,0,50,0,0,6,3,17,12,40,40,27,272,202,449,86,1073
UCL115159,3,15,5,14,0,34,0,3,22,22,37,0,77,0,0,0,0,3,0,4,0,0,0,0,23,0,24,0,0,0,4,13,0,11,8,9,53,81,250,14,420
UCL115160,3,16,3,7,0,26,0,0,8,13,19,0,50,0,0,0,0,0,0,3,0,0,0,0,12,0,10,0,0,0,3,8,5,14,8,5,45,49,176,21,302
UCL115161,0,11,0,8,0,24,0,0,10,11,14,3,38,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,7,3,16,3,5,39,31,175,14,265
UCL121001,0,10,3,3,0,18,0,0,3,6,14,0,18,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,12,6,18,3,3,23,26,131,13,192
UCL121002,0,6,0,0,0,13,0,0,11,3,10,0,29,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,9,3,9,0,0,20,14,67,9,110
UCL121003,3,11,4,4,0,29,0,0,9,6,7,0,25,0,0,0,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,4,0,11,14,11,40,32,82,3,184
UCL121004,0,9,0,7,0,18,0,0,8,4,12,0,29,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,3,0,5,0,6,32,26,85,11,153
UCL121005,0,5,3,0,0,15,0,3,6,7,10,0,33,0,0,0,0,0,0,0,0,0,0,0,17,0,16,0,0,0,0,12,0,12,14,5,32,38,105,11,205
UCL121006,3,3,0,0,0,9,0,0,9,3,12,0,25,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,8,3,8,0,3,26,20,98,11,158
UCL121007,7,13,3,13,0,37,3,0,9,12,8,0,27,0,0,3,0,8,0,16,0,0,0,0,5,0,10,0,0,0,0,6,3,7,15,11,42,41,184,8,303
UCL121008,0,10,0,5,0,17,0,0,9,6,20,3,40,0,0,0,0,4,0,3,0,0,0,0,8,0,10,0,0,0,3,6,0,11,3,3,31,25,104,17,185
UCL121009,0,10,0,6,3,23,0,0,6,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,8,36,11,65
UCL121010,0,5,0,4,0,8,0,0,3,6,4,3,22,0,0,0,0,0,0,0,0,0,3,0,6,0,7,0,0,0,0,3,0,3,0,3,16,16,108,19,165
UCL121011,3,4,3,10,0,19,3,0,3,9,24,0,46,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,3,3,3,18,24,87,8,145
UCL121012,7,14,3,4,0,27,5,0,15,15,10,0,44,0,0,0,0,0,0,0,0,0,0,5,16,0,19,0,0,0,0,5,3,13,10,11,59,55,149,23,307
UCL121013,0,24,3,6,3,35,0,0,11,10,8,3,26,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,3,5,10,0,41,25,51,19,141
UCL121014,3,15,3,0,0,35,3,0,10,6,7,0,23,0,0,0,0,3,0,6,0,0,0,5,13,0,13,0,0,3,4,9,3,12,32,12,71,51,103,10,272
UCL121015,3,3,3,3,0,14,0,0,4,9,4,3,27,0,0,0,0,0,0,0,0,0,0,3,9,0,14,0,0,3,0,6,0,7,3,9,27,24,74,9,140
UCL121016,0,3,0,4,0,7,3,0,5,5,19,0,31,0,0,0,0,3,0,3,0,0,0,3,17,0,17,0,0,0,0,6,5,12,3,3,21,43,133,13,213
UCL121017,9,22,0,8,0,36,6,5,17,11,4,3,47,0,0,0,0,0,0,0,0,0,3,3,4,0,6,0,0,0,0,3,0,3,20,16,79,45,83,4,247
UCL121018,3,10,7,3,0,31,7,8,20,12,8,0,59,0,0,3,0,0,0,3,0,0,0,0,8,0,6,0,0,4,0,3,0,3,18,13,63,28,57,5,177
UCL121019,3,13,3,3,0,31,0,3,7,3,6,0,23,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,4,0,0,8,9,8,42,20,85,6,166
UCL121020,3,17,0,6,0,32,0,0,10,9,5,4,24,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,3,0,3,0,3,34,26,93,14,170
UCL121021,0,0,0,0,0,6,0,0,0,0,5,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,11,3,45,0,61
UCL121022,4,7,8,7,0,28,0,0,6,9,23,0,45,0,0,0,0,3,0,3,0,0,0,3,5,0,9,0,0,0,0,8,0,8,3,3,26,40,128,11,212
UCL121023,0,3,0,3,0,3,0,0,3,7,18,0,20,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,3,0,0,5,15,74,9,111
UCL121024,3,12,0,6,0,29,6,4,10,6,13,3,45,0,0,8,0,0,0,5,0,0,0,0,16,0,18,0,0,3,3,4,0,16,18,10,61,30,95,11,228
UCL121025,12,32,15,9,0,77,3,0,9,11,7,0,40,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,5,14,13,70,53,103,10,263
UCL121026,4,13,7,4,0,31,0,0,15,5,14,0,38,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,7,4,5,42,28,101,3,179
UCL121027,6,23,7,11,4,52,3,3,19,9,16,3,60,0,0,0,3,0,0,4,0,0,3,0,12,0,15,0,0,3,0,7,3,9,17,15,99,54,135,18,335
UCL121028,4,12,3,4,0,18,0,0,4,4,3,0,20,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,6,0,7,12,6,33,22,75,14,157
UCL121029,0,0,0,0,0,7,0,0,4,7,3,3,19,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,3,3,0,0,5,15,84,11,127
UCL121030,4,4,0,5,0,12,0,0,3,3,12,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,6,0,4,12,9,37,3,70
UCL121031,0,9,0,7,0,18,0,0,3,12,10,0,30,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,3,4,0,24,20,119,14,189
UCL121032,3,18,6,6,4,36,3,3,15,14,18,6,59,0,0,3,0,0,0,3,0,0,0,0,9,0,7,0,0,0,0,4,0,9,4,9,57,53,135,21,281
UCL121033,4,10,8,6,0,24,0,0,3,7,11,0,24,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,3,0,6,0,6,17,21,69,11,127
UCL121034,4,17,8,0,0,37,5,3,18,3,0,0,24,0,0,10,5,21,3,38,0,0,0,3,5,0,11,0,0,0,3,3,3,11,21,8,77,50,100,11,266
UCL121035,0,3,0,8,0,11,0,3,6,14,14,0,40,0,0,0,0,0,0,0,0,0,0,3,10,0,7,0,0,0,0,7,0,12,7,8,18,39,155,12,237
UCL121036,0,15,3,3,0,22,0,7,22,11,17,0,60,0,0,0,0,0,0,4,0,0,0,3,10,0,13,0,0,0,0,3,0,4,7,7,71,40,134,6,269
UCL121037,5,20,0,3,0,37,0,0,10,5,8,0,30,0,0,0,0,4,0,3,0,0,0,0,5,0,5,3,0,0,0,0,0,3,13,9,42,40,113,3,221
UCL121038,0,3,3,3,0,11,0,0,4,5,16,3,24,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,9,0,5,0,0,4,13,81,11,112
UCL121039,3,5,0,0,0,17,3,0,4,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,4,3,9,0,3,16,4,45,19,93
UCL121040,6,7,0,4,0,17,3,0,12,4,3,0,30,0,0,3,0,0,0,5,0,0,0,3,5,0,8,0,0,6,3,8,5,25,12,8,62,33,64,13,191
UCL121041,0,17,0,12,0,34,0,0,12,5,5,0,24,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,3,0,8,10,0,53,28,87,11,191
UCL121042,0,7,4,3,0,18,0,0,3,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,6,0,3,16,12,63,10,108
UCL121043,6,22,3,0,0,34,8,0,16,8,0,3,29,0,0,0,0,0,0,3,0,0,0,6,8,0,13,0,0,0,0,0,0,3,24,13,66,36,48,14,192
UCL121044,3,22,0,3,0,41,7,0,3,3,9,0,20,0,0,0,0,0,0,5,0,0,0,0,9,0,13,0,0,0,0,3,0,4,17,8,61,31,106,7,232
UCL121045,6,7,4,0,0,17,3,0,9,7,11,0,28,0,0,0,0,0,0,0,3,0,0,3,4,0,14,0,0,0,0,3,0,3,4,6,26,21,71,4,132
UCL121046,3,7,3,3,0,14,0,3,11,9,7,0,29,0,0,0,3,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,5,16,35,26,76,8,155
UCL121047,3,22,5,3,0,38,7,0,15,8,11,0,36,0,0,0,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,10,0,13,6,5,62,47,85,9,212
UCL121048,5,6,0,4,0,15,0,3,3,4,13,0,23,0,0,0,0,0,0,0,0,0,0,3,10,0,12,0,0,0,0,3,4,12,0,10,29,22,109,10,187
UCL121049,3,3,0,3,0,16,0,0,3,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,7,4,17,11,50,11,98
UCL121050,5,5,0,4,0,22,3,3,12,7,17,0,42,0,0,3,3,4,0,6,0,0,0,3,0,0,8,0,0,0,0,5,3,7,7,6,49,43,123,16,256
UCL121051,3,0,4,12,0,25,4,3,6,9,16,4,32,0,0,0,0,0,0,0,0,0,0,0,11,3,16,0,0,0,0,4,0,3,8,3,23,28,92,19,175
UCL121052,3,9,3,9,0,30,0,0,13,4,3,0,27,0,0,0,0,5,0,3,0,0,0,3,9,0,9,0,0,0,0,4,0,4,12,13,52,40,79,8,207
UCL121053,10,27,6,3,3,60,5,3,22,11,15,0,48,0,0,0,3,4,0,3,0,0,0,4,11,0,15,0,0,0,0,7,3,11,22,17,98,62,150,18,354
UCL121054,0,6,0,7,0,15,0,0,8,7,5,3,32,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,3,3,3,29,26,92,8,164
UCL121055,3,19,3,4,0,33,3,0,17,5,6,0,33,0,0,0,0,5,0,5,0,0,0,3,18,0,17,0,0,0,3,4,0,7,16,5,62,48,130,12,276
UCL121056,7,17,0,0,0,35,4,3,18,12,13,0,48,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,5,20,16,55,28,78,10,200
