UCL_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL115146,0,11,0,13,3,4,0,0,0,34,0,9,0,0,3,0,0,0,0,13,9,0,0,7,26,6,0,4,0,55,4,11,0,24,3,3,0,0,0,41,0,0,0,0,3,0,0,0,0,9,0,3,3,5,5,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,3,0,18,20,38,11,50,47,20,0,9,0,197,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,6,67,8,0,3,38,9,0,144,8,0,7,0,0,0,8,4,0,30,0,0,4,0,0,0,0,3,0,11,0,18,0,17,4,4,6,0,0,44,3,12,0,0,3,0,0,0,0,20,11,4,0,10,23,12,3,4,0,70,3,9,0,30,7,3,3,0,0,53,0,0,0,0,3,0,0,0,0,10
UCL115147,0,11,0,9,0,0,0,0,0,29,0,11,0,4,0,0,0,0,0,18,0,0,0,3,11,0,0,4,0,26,0,3,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,7,3,28,10,29,20,4,0,8,3,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,27,0,0,3,3,4,0,47,3,0,7,0,0,0,0,3,0,19,3,4,3,0,0,0,0,4,0,15,0,10,3,14,0,0,0,0,0,31,3,17,0,6,0,0,0,0,0,29,0,3,0,3,16,4,0,3,0,28,0,3,0,11,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0
UCL115148,0,19,0,4,4,0,0,3,0,40,7,12,0,7,5,0,0,0,0,28,3,3,0,3,11,0,0,0,0,24,0,4,0,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,10,45,7,36,25,4,0,10,3,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,0,0,3,11,9,0,61,4,0,4,0,0,0,3,6,0,15,5,6,3,0,4,0,3,0,0,18,3,20,0,12,4,0,0,3,0,43,4,17,0,7,5,0,0,0,0,40,3,8,9,3,11,0,0,0,0,32,0,5,0,15,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
UCL115149,0,18,0,7,0,0,0,0,0,30,0,17,0,7,3,0,0,0,0,30,3,3,0,4,9,9,0,4,0,29,0,3,0,14,4,3,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,12,10,50,9,33,20,14,0,11,3,154,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,0,28,0,0,4,14,9,4,68,3,0,4,3,0,0,0,0,0,15,9,8,4,0,3,0,0,3,0,31,3,16,0,7,0,0,0,0,0,36,5,25,0,7,3,0,0,0,0,43,5,10,0,4,14,7,4,10,0,45,0,3,0,18,4,4,0,3,0,30,0,0,0,0,0,0,0,0,0,0
UCL115150,3,42,0,17,6,0,0,0,0,72,3,42,0,13,4,0,0,0,0,72,3,7,3,18,35,9,0,0,0,74,3,19,0,72,6,3,0,0,0,99,3,0,0,0,3,0,0,0,0,10,0,0,9,7,0,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,7,0,3,0,3,4,21,24,114,17,145,58,20,0,14,11,407,0,3,4,0,0,0,0,0,0,9,0,3,3,0,6,0,0,0,0,14,18,3,60,9,9,7,18,26,3,143,3,6,19,5,3,0,4,7,0,54,3,3,17,5,0,0,0,13,0,44,3,53,0,21,6,0,3,3,0,94,3,53,0,19,4,0,0,3,0,83,13,16,0,23,40,15,7,3,3,115,7,23,0,77,6,3,0,0,0,120,3,3,0,0,3,0,0,0,0,14
UCL115151,0,8,0,6,0,0,0,0,0,20,3,20,0,3,0,0,0,0,0,27,3,0,0,0,7,0,0,0,0,8,0,0,0,9,6,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,37,5,22,13,9,0,5,0,106,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,0,14,0,3,3,7,4,0,40,3,0,0,0,0,0,0,3,0,10,6,0,0,0,4,0,0,3,0,11,0,12,0,4,0,0,0,0,0,24,3,23,0,3,0,0,0,0,0,28,4,3,0,0,7,0,0,0,0,20,0,0,0,16,6,3,0,0,3,29,0,3,0,0,0,0,0,0,0,3
UCL115152,0,7,0,11,0,0,0,0,0,21,0,7,0,7,3,0,0,3,0,16,0,3,0,0,6,8,0,0,0,26,0,3,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,22,9,29,17,13,0,7,0,97,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,3,14,6,0,51,5,0,5,0,0,0,3,0,0,16,0,0,4,0,0,0,5,0,0,6,0,5,3,11,0,0,0,0,0,22,0,13,0,7,3,0,0,3,0,21,4,5,0,0,10,9,3,0,0,37,0,8,0,9,0,3,4,0,0,27,0,0,0,0,0,0,0,0,0,4
UCL115153,3,22,3,11,3,0,0,5,0,45,5,47,0,7,10,0,0,0,0,73,9,8,0,3,42,7,0,10,0,79,3,6,0,20,8,6,0,3,0,47,0,0,0,0,0,0,0,0,0,3,3,0,15,5,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,13,33,92,26,55,68,24,0,18,4,318,3,7,0,0,3,0,0,0,0,18,0,0,0,0,5,0,0,0,0,3,14,14,76,0,0,11,37,7,3,164,8,0,17,0,3,0,4,4,0,39,10,4,5,0,3,0,9,3,4,44,3,29,5,18,3,0,3,6,0,72,11,60,0,7,10,0,3,0,0,92,12,14,3,5,44,13,0,10,0,100,3,13,3,22,8,6,0,3,0,60,0,3,0,0,0,0,0,0,0,4
UCL115154,0,20,0,7,9,0,0,0,0,43,3,44,0,6,3,0,0,0,0,50,9,9,0,7,41,14,0,3,0,87,3,11,3,30,7,3,0,0,0,56,5,3,3,0,5,0,0,0,0,16,0,0,13,9,5,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,29,91,19,63,86,19,0,7,5,327,3,9,5,0,0,0,0,0,0,17,4,3,0,0,0,0,0,0,0,5,23,6,81,3,7,9,14,12,0,151,12,0,38,0,0,0,3,4,0,65,4,0,7,0,0,4,0,8,0,26,0,28,4,8,9,0,0,0,0,51,6,56,0,6,3,0,0,0,0,66,26,18,3,11,52,18,3,6,0,128,3,16,3,29,7,3,0,0,0,68,5,3,3,3,5,0,0,0,0,22
UCL115155,0,17,3,8,3,3,0,0,0,28,4,35,0,3,0,0,0,0,0,47,6,13,3,0,35,8,0,3,0,65,0,12,0,13,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,75,14,33,50,16,3,6,3,221,4,7,0,0,0,0,0,0,0,9,4,0,3,0,0,0,0,0,0,9,19,8,55,0,8,3,16,10,0,121,8,0,19,0,0,3,7,3,0,43,0,0,0,0,0,0,0,0,0,9,3,19,5,11,4,3,0,0,0,45,8,45,0,3,0,0,3,0,0,56,20,17,7,0,40,7,0,5,0,98,3,12,0,25,11,0,0,0,4,50,0,0,3,0,0,0,0,0,0,6
UCL115156,3,60,5,53,3,6,0,3,0,138,3,37,0,7,3,4,0,0,0,58,16,11,4,7,44,16,0,3,0,105,3,21,3,40,10,3,0,4,4,91,0,3,0,0,0,3,0,4,0,6,4,0,14,11,3,5,0,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,3,3,0,7,0,25,43,140,29,130,71,40,3,30,6,487,0,3,0,0,0,0,0,0,0,9,0,4,3,0,0,3,0,0,0,9,10,3,73,3,6,7,26,22,0,154,4,3,43,0,0,3,5,8,0,60,7,0,6,7,0,0,0,9,0,33,7,77,5,55,3,6,0,4,3,162,3,48,0,7,4,3,0,0,0,70,24,13,7,11,52,18,4,9,0,134,5,30,3,51,16,4,0,7,4,120,0,6,0,0,0,3,0,4,0,12
UCL115157,0,47,0,14,4,6,0,0,0,74,8,42,0,3,3,0,0,0,0,62,8,21,0,5,51,18,0,0,0,101,4,11,0,21,9,6,0,6,0,57,3,4,0,3,0,0,0,3,0,13,5,0,3,9,3,3,0,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,34,127,10,58,79,33,0,16,5,370,0,4,3,0,4,0,0,0,0,13,0,3,0,0,0,0,0,0,0,14,13,10,36,0,3,5,4,8,0,84,3,0,17,0,4,0,0,4,0,33,5,3,5,4,3,0,3,7,0,31,5,61,0,14,9,6,0,0,0,98,14,61,0,9,3,0,0,0,0,91,22,36,0,5,53,25,4,5,0,155,5,22,0,27,9,6,0,4,0,83,3,3,4,3,0,0,0,3,0,18
UCL115158,7,50,4,11,0,3,0,8,0,87,4,45,3,16,3,0,0,3,0,72,19,16,3,8,46,16,0,21,0,130,4,21,3,35,12,7,0,9,0,88,6,3,3,0,4,0,0,3,0,16,4,0,8,11,0,0,0,7,0,35,0,0,0,0,0,0,0,4,0,4,3,0,0,3,0,0,0,0,0,7,0,0,0,5,3,7,0,3,3,20,59,136,35,96,78,35,0,72,10,522,0,3,0,3,5,3,0,3,0,18,12,0,4,0,0,0,0,4,0,20,22,14,48,5,8,9,11,15,3,130,16,6,35,0,3,0,7,12,0,72,31,10,18,0,3,3,6,34,0,101,12,58,11,22,0,3,0,10,0,108,9,69,3,15,5,0,3,5,0,111,38,24,11,17,59,21,3,28,3,195,16,26,7,54,13,7,0,13,0,149,6,3,5,3,4,0,0,0,0,20
UCL115159,0,20,4,16,0,3,0,0,0,40,3,16,0,6,0,0,0,0,0,27,9,3,4,3,26,4,0,7,0,61,0,3,0,18,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,15,43,8,49,46,12,0,12,3,197,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,11,3,38,0,8,0,14,14,0,92,7,3,27,0,0,0,8,3,0,52,0,0,3,0,0,0,0,0,0,11,0,22,4,21,0,3,0,0,0,47,3,22,0,6,0,0,0,0,0,33,15,12,3,8,26,7,7,7,0,79,0,8,0,18,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,3
UCL115160,3,10,0,10,0,0,0,0,0,26,0,15,0,0,3,0,0,0,0,18,3,5,0,4,17,4,0,3,4,43,3,4,0,15,0,4,0,0,0,27,0,5,3,0,0,0,0,0,0,8,0,0,4,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,10,41,7,31,26,8,0,6,3,139,3,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,13,4,31,3,0,0,4,6,0,63,3,0,15,0,0,4,7,3,0,33,0,0,3,0,0,0,0,0,0,3,3,15,0,12,0,0,0,0,0,33,0,15,0,0,3,0,0,0,0,25,11,9,3,4,22,4,0,5,4,56,3,3,0,14,3,7,3,0,0,38,0,5,3,0,0,0,0,0,0,7
UCL115161,0,10,4,11,3,0,0,0,0,26,0,7,0,3,4,0,0,0,0,19,5,0,0,0,14,6,0,8,0,32,0,4,0,11,0,3,0,4,0,21,0,0,0,0,0,0,0,0,0,0,3,0,10,0,3,6,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,13,22,9,27,26,11,0,24,0,129,0,0,0,0,0,0,0,3,0,9,0,4,0,0,0,0,0,0,0,5,4,3,36,0,0,0,7,11,4,59,3,0,11,0,0,0,3,3,0,26,0,3,0,0,0,0,0,4,0,12,0,14,4,11,3,0,0,0,0,28,3,14,0,4,4,0,0,0,0,22,5,5,0,0,14,10,0,7,0,39,0,3,0,8,0,3,0,4,0,24,0,0,0,0,0,0,0,0,0,0
UCL121001,3,8,3,5,3,0,0,0,0,26,0,4,0,3,4,0,0,0,0,12,3,3,0,0,5,4,0,0,0,18,0,0,0,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,19,10,22,19,6,0,8,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,24,0,3,0,15,8,0,56,0,0,3,0,0,0,0,0,0,7,3,0,3,0,0,0,3,0,3,10,3,8,3,5,3,0,0,0,0,26,3,11,0,5,4,0,0,0,0,15,3,3,3,0,5,4,0,0,0,25,3,3,0,10,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
UCL121002,0,10,0,4,0,0,0,0,0,16,0,10,0,0,0,0,0,0,0,8,3,0,0,0,4,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,21,0,9,4,0,0,3,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,3,4,3,3,18,5,0,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,8,0,11,0,4,0,0,0,0,0,21,0,9,0,0,0,0,0,0,0,15,6,0,0,0,4,0,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL121003,0,4,0,0,0,0,0,0,0,12,3,15,0,0,4,0,0,0,0,19,0,6,3,0,3,3,0,0,0,14,0,8,0,9,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,8,14,22,7,0,4,0,90,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,3,6,3,0,3,0,3,0,25,4,0,15,0,0,0,0,0,0,23,0,0,6,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,17,3,13,3,0,4,0,0,0,0,30,0,4,3,0,3,5,0,3,0,20,3,13,0,7,0,0,0,3,0,26,4,3,0,0,0,0,0,0,0,9
UCL121004,0,11,0,3,3,0,0,0,0,22,3,3,0,5,3,0,0,0,0,12,0,0,0,0,10,0,0,0,0,19,0,4,0,4,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,4,16,19,3,0,3,0,72,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,16,0,4,0,0,5,0,30,0,0,12,0,0,0,0,0,0,9,3,3,5,0,0,0,3,3,0,14,0,13,3,3,3,0,0,0,0,26,3,4,0,5,3,0,0,0,0,14,0,0,0,0,14,0,0,0,0,24,3,4,0,6,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3
UCL121005,0,8,0,0,3,0,0,0,0,12,4,12,0,0,0,0,0,0,0,14,0,3,0,4,8,3,0,0,0,24,0,3,3,7,4,0,0,0,0,15,0,0,0,0,0,3,0,0,0,5,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,28,11,13,24,3,0,3,3,89,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,4,21,0,0,0,7,0,0,44,3,0,20,0,0,0,0,0,0,29,4,0,3,0,0,0,0,0,0,6,0,6,0,3,3,0,0,0,0,15,4,17,0,0,0,0,0,0,0,16,4,7,3,4,12,3,0,0,0,37,0,3,3,9,4,0,0,0,0,24,0,0,3,0,0,3,0,0,0,3
UCL121006,0,3,0,4,0,0,0,0,0,12,0,9,0,0,3,0,0,0,0,11,3,0,0,0,5,3,0,0,0,13,0,0,0,8,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,16,4,10,17,6,0,3,4,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,6,0,24,3,0,17,0,0,0,0,5,0,33,3,0,4,0,3,0,0,4,0,8,0,4,0,8,0,0,0,0,0,17,0,11,0,0,3,0,0,0,0,17,4,0,0,0,5,3,0,0,0,22,0,3,0,7,3,0,0,3,0,24,0,0,0,0,0,0,0,0,0,4
UCL121007,0,10,0,4,0,0,0,0,0,11,0,13,0,7,0,0,0,0,0,21,3,3,0,3,16,5,0,6,0,45,0,5,0,20,7,0,0,0,0,32,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,12,31,0,37,28,17,3,13,0,144,3,3,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,10,3,28,3,0,0,4,10,0,58,0,0,14,3,0,0,0,3,0,23,4,0,0,3,0,0,0,0,0,16,0,10,0,6,0,0,0,0,0,20,3,15,0,3,0,0,0,0,0,22,13,8,0,5,16,9,0,11,0,64,0,7,3,20,5,0,0,0,0,32,0,7,0,0,3,0,0,0,0,11
UCL121008,0,3,0,5,0,0,0,0,0,15,0,13,0,3,0,0,0,0,0,11,3,3,0,0,4,4,0,3,0,21,0,3,0,10,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,21,6,28,13,10,0,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,0,17,0,0,3,7,9,0,37,0,0,0,0,0,0,6,0,0,5,3,4,4,0,3,0,0,0,0,11,0,5,0,4,0,0,0,0,0,13,0,12,0,3,0,0,0,0,0,16,4,5,0,0,6,3,0,3,0,31,0,8,0,16,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0
UCL121009,0,0,0,3,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,12,0,17,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,3,6,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3
UCL121010,0,5,0,0,0,0,0,3,0,16,0,6,0,0,0,0,0,0,0,9,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,0,13,10,12,8,5,6,7,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,12,4,0,51,3,0,9,0,0,0,3,4,0,12,4,0,0,0,0,0,0,0,0,7,0,7,0,7,0,0,0,3,0,23,0,3,0,0,0,0,0,0,0,9,0,3,3,0,3,3,0,3,0,17,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
