UCL_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL115017,..,8,35,91,121,149,159,86,16,666,..,11,38,52,42,47,17,8,0,220,..,0,5,6,17,14,6,0,4,45,314,..,..,..,..,..,..,..,..,314,..,62,..,..,..,..,..,..,..,62,..,45,34,9,10,5,0,0,0,108,..,7,3,3,3,3,5,5,4,26,..,3,4,0,0,0,0,0,0,11,..,3,12,10,21,13,19,3,0,85,..,3,17,18,53,71,63,28,7,252,3,3,4,3,3,12,3,6,0,40,320,142,158,195,274,323,267,131,28,1832,..,3,51,116,126,168,156,59,11,689,..,15,42,42,50,39,21,4,0,204,..,4,16,48,49,17,12,17,8,162,298,..,..,..,..,..,..,..,..,298,..,56,..,..,..,..,..,..,..,56,..,27,16,8,8,8,0,0,0,60,..,4,0,0,7,10,7,3,3,33,..,0,4,0,0,0,0,0,0,10
UCL115018,..,0,58,74,87,91,66,40,16,430,..,25,39,24,20,9,7,3,0,122,..,3,3,4,9,5,3,3,0,31,296,..,..,..,..,..,..,..,..,296,..,61,..,..,..,..,..,..,..,61,..,62,13,8,19,7,0,0,0,116,..,11,0,0,4,4,3,0,0,25,..,3,3,3,4,0,0,0,0,15,..,4,8,3,3,3,3,0,0,20,..,6,19,18,29,20,30,21,8,154,6,12,11,3,7,8,5,0,0,50,306,182,145,142,172,143,118,67,30,1312,..,5,70,90,88,92,67,30,5,440,..,34,39,21,20,5,0,3,0,116,..,5,38,38,35,7,12,5,4,144,256,..,..,..,..,..,..,..,..,256,..,72,..,..,..,..,..,..,..,72,..,36,14,8,7,0,0,0,0,66,..,6,3,6,0,0,6,3,0,19,..,4,0,0,3,0,0,0,0,7
UCL115019,..,0,18,29,38,42,45,20,4,196,..,6,16,13,5,10,0,0,0,42,..,0,3,3,3,3,4,0,0,10,110,..,..,..,..,..,..,..,..,110,..,19,..,..,..,..,..,..,..,19,..,20,5,9,7,0,0,0,0,39,..,9,0,0,0,0,3,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,10,4,0,3,3,0,0,20,..,3,8,15,12,22,9,5,0,84,3,3,9,0,0,3,5,0,0,22,114,58,62,65,69,80,67,25,5,548,..,5,20,34,42,41,40,13,0,195,..,9,16,9,5,0,0,0,0,46,..,3,8,3,6,3,4,8,3,37,100,..,..,..,..,..,..,..,..,100,..,13,..,..,..,..,..,..,..,13,..,9,3,3,0,4,0,0,0,16,..,3,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0
UCL115020,..,0,32,85,130,106,134,58,9,566,..,7,15,18,27,15,5,0,0,93,..,0,0,4,14,3,0,4,0,26,238,..,..,..,..,..,..,..,..,238,..,68,..,..,..,..,..,..,..,68,..,54,17,3,14,3,0,0,0,99,..,8,0,0,0,5,0,0,0,18,..,0,0,0,0,0,0,0,0,8,..,0,3,3,3,5,8,0,3,26,..,3,3,7,14,17,30,11,3,87,3,3,4,3,0,3,7,0,3,26,239,149,73,122,204,163,185,78,19,1239,..,0,40,110,133,118,124,48,3,572,..,13,20,23,25,21,4,0,0,101,..,4,5,17,32,12,11,4,4,90,234,..,..,..,..,..,..,..,..,234,..,62,..,..,..,..,..,..,..,62,..,34,14,3,5,8,0,0,0,57,..,0,0,0,0,6,10,3,7,28,..,6,0,0,0,0,0,0,0,5
UCL115021,..,0,9,34,35,48,49,26,0,203,..,9,9,4,13,0,0,0,0,45,..,0,0,3,3,0,4,0,0,18,115,..,..,..,..,..,..,..,..,115,..,21,..,..,..,..,..,..,..,21,..,19,4,4,3,3,0,0,0,42,..,3,0,0,3,0,0,0,0,5,..,0,0,3,0,0,0,0,0,3,..,3,0,0,0,9,3,0,0,15,..,3,7,6,11,24,24,6,3,87,0,9,0,3,0,0,0,0,0,12,115,64,38,63,75,81,82,36,10,560,..,0,18,26,35,51,45,16,0,204,..,13,17,12,10,3,0,0,0,51,..,0,8,14,11,5,4,4,0,50,82,..,..,..,..,..,..,..,..,82,..,23,..,..,..,..,..,..,..,23,..,13,3,0,3,0,0,0,0,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL115022,..,0,31,26,37,41,24,15,0,172,..,14,37,17,18,15,3,0,0,93,..,0,4,0,9,9,0,3,3,27,170,..,..,..,..,..,..,..,..,170,..,15,..,..,..,..,..,..,..,15,..,29,12,6,8,3,0,0,0,52,..,6,3,0,0,4,0,0,0,17,..,0,9,0,3,0,0,0,0,14,..,0,0,0,4,0,0,0,0,5,..,3,16,11,21,21,15,3,3,94,9,8,6,4,7,4,3,3,0,42,177,76,114,64,103,88,56,22,3,704,..,0,37,31,37,41,20,11,0,175,..,19,32,20,17,9,0,0,0,93,..,7,12,25,19,10,3,8,3,82,184,..,..,..,..,..,..,..,..,184,..,22,..,..,..,..,..,..,..,22,..,19,10,4,0,3,0,0,0,34,..,14,4,3,3,9,5,0,5,43,..,0,4,0,0,0,0,0,0,6
UCL115023,..,6,43,56,76,60,30,15,3,278,..,7,18,10,9,6,0,0,0,42,..,3,0,0,4,3,0,0,0,9,161,..,..,..,..,..,..,..,..,161,..,43,..,..,..,..,..,..,..,43,..,41,19,4,3,0,0,0,0,68,..,8,0,0,0,0,0,0,0,6,..,3,0,3,0,0,0,0,0,8,..,4,0,3,4,3,0,0,0,13,..,0,0,7,15,14,5,0,3,46,0,0,4,0,0,0,0,0,0,6,160,107,82,88,112,86,38,17,8,687,..,6,48,79,66,45,37,7,0,288,..,3,21,6,7,0,3,0,0,49,..,3,3,17,12,10,3,0,0,46,178,..,..,..,..,..,..,..,..,178,..,37,..,..,..,..,..,..,..,37,..,23,9,0,0,0,0,0,0,29,..,3,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0
UCL115024,..,0,16,31,27,38,32,25,9,176,..,3,9,14,10,12,7,0,0,66,..,0,0,0,0,3,3,0,0,13,132,..,..,..,..,..,..,..,..,132,..,10,..,..,..,..,..,..,..,10,..,23,13,3,5,0,0,0,0,41,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,3,0,0,0,10,..,0,3,3,6,14,7,11,7,54,0,3,6,0,3,3,0,0,0,18,134,46,55,53,57,72,59,43,13,535,..,0,30,29,25,39,39,16,0,185,..,4,16,14,12,15,6,0,0,77,..,3,13,12,10,0,3,0,0,47,97,..,..,..,..,..,..,..,..,97,..,11,..,..,..,..,..,..,..,11,..,9,3,0,3,0,0,0,0,14,..,0,0,0,0,4,0,3,0,10,..,0,3,0,0,0,0,0,0,8
UCL115025,..,3,81,110,71,100,71,19,5,456,..,10,51,28,24,13,0,0,0,131,..,0,0,5,12,5,0,0,0,26,313,..,..,..,..,..,..,..,..,313,..,51,..,..,..,..,..,..,..,51,..,48,19,3,3,3,0,0,0,74,..,4,3,0,0,3,0,0,0,17,..,3,3,0,0,0,0,0,0,6,..,4,6,4,3,0,0,5,0,31,..,6,23,32,20,33,8,11,4,133,10,3,3,0,0,4,0,0,0,21,323,132,195,188,133,149,82,38,13,1249,..,3,106,104,70,98,64,14,3,465,..,22,61,29,20,6,0,0,0,140,..,6,33,26,30,7,3,0,5,110,323,..,..,..,..,..,..,..,..,323,..,52,..,..,..,..,..,..,..,52,..,30,15,3,3,3,0,0,0,50,..,3,0,0,0,6,0,5,0,17,..,4,0,3,0,0,0,0,0,9
UCL115026,..,3,21,57,75,85,80,72,16,402,..,4,8,10,17,13,4,0,0,57,..,0,0,3,7,9,0,0,0,17,176,..,..,..,..,..,..,..,..,176,..,57,..,..,..,..,..,..,..,57,..,32,14,4,3,0,0,0,0,55,..,0,0,0,0,8,6,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,12,3,0,3,3,0,0,20,..,0,6,5,17,22,26,9,17,100,7,5,8,9,8,4,9,5,0,44,179,104,67,93,124,141,124,91,33,952,..,0,29,68,77,94,93,47,13,417,..,6,17,10,13,15,3,0,0,61,..,8,4,27,34,9,0,3,3,88,164,..,..,..,..,..,..,..,..,164,..,41,..,..,..,..,..,..,..,41,..,22,0,0,0,0,0,0,0,30,..,0,4,0,3,0,0,0,3,14,..,0,0,0,0,0,0,0,0,3
UCL115027,..,0,8,29,30,46,32,30,7,186,..,7,12,14,9,21,6,0,0,70,..,0,0,4,4,10,0,0,0,18,85,..,..,..,..,..,..,..,..,85,..,29,..,..,..,..,..,..,..,29,..,18,14,9,10,0,0,0,0,45,..,7,0,3,3,0,4,0,0,16,..,0,0,3,3,0,3,0,0,14,..,0,9,5,10,9,10,3,0,43,..,0,3,3,18,44,30,9,5,116,0,4,3,3,0,4,0,4,0,24,92,59,47,75,94,134,82,53,15,640,..,0,18,36,38,42,30,23,3,185,..,4,12,22,11,16,4,0,0,74,..,0,13,23,25,9,8,0,3,91,100,..,..,..,..,..,..,..,..,100,..,30,..,..,..,..,..,..,..,30,..,18,3,0,3,0,3,0,0,27,..,0,0,0,3,5,0,3,3,14,..,3,0,0,0,0,3,0,0,9
UCL115028,..,0,14,8,38,46,54,25,7,190,..,3,6,5,13,3,0,0,0,34,..,0,0,3,3,0,0,0,3,9,86,..,..,..,..,..,..,..,..,86,..,27,..,..,..,..,..,..,..,27,..,11,13,6,7,7,0,0,0,38,..,0,0,0,3,3,0,0,0,8,..,0,4,0,0,0,3,0,0,11,..,0,3,0,4,3,6,0,0,18,..,0,0,5,14,16,20,16,0,64,0,0,3,7,3,4,5,0,0,22,86,46,41,36,79,75,86,39,16,504,..,0,14,16,43,46,39,21,4,190,..,10,13,10,11,0,0,0,0,34,..,4,11,6,16,3,7,0,7,53,63,..,..,..,..,..,..,..,..,63,..,14,..,..,..,..,..,..,..,14,..,9,7,0,0,0,3,0,0,19,..,0,0,0,0,3,3,0,0,10,..,4,0,0,0,0,0,0,0,4
UCL115029,..,0,22,41,65,95,167,80,10,480,..,5,10,21,23,23,17,6,3,105,..,0,0,5,10,4,0,0,0,16,182,..,..,..,..,..,..,..,..,182,..,45,..,..,..,..,..,..,..,45,..,30,14,3,3,4,0,0,0,57,..,0,0,0,3,0,0,6,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,4,0,0,13,..,0,3,6,15,24,35,22,8,111,3,7,4,5,3,9,3,0,0,30,186,88,56,76,128,154,232,113,21,1053,..,0,27,61,80,113,153,49,4,489,..,4,18,17,14,19,17,5,0,98,..,0,3,15,29,17,4,4,11,82,154,..,..,..,..,..,..,..,..,154,..,54,..,..,..,..,..,..,..,54,..,18,5,0,3,3,0,0,0,33,..,0,0,0,7,11,7,8,3,40,..,3,0,0,0,0,0,0,0,3
UCL115030,..,0,24,42,79,90,89,34,3,366,..,0,5,17,28,28,8,0,0,96,..,0,0,3,0,0,3,0,0,11,151,..,..,..,..,..,..,..,..,151,..,33,..,..,..,..,..,..,..,33,..,43,23,5,7,0,0,0,0,81,..,3,0,0,4,0,3,0,0,13,..,0,0,0,3,0,0,0,0,7,..,3,10,0,8,4,3,0,3,24,..,3,0,9,16,14,11,6,0,66,0,3,3,0,3,7,5,0,0,23,151,87,65,86,139,147,124,43,11,861,..,0,35,52,89,87,77,20,5,369,..,3,8,18,25,21,9,0,0,92,..,0,3,7,29,12,6,6,0,64,167,..,..,..,..,..,..,..,..,167,..,56,..,..,..,..,..,..,..,56,..,26,9,3,3,0,0,0,0,36,..,3,0,0,3,3,5,9,5,27,..,3,0,0,0,0,0,0,0,4
UCL115031,..,0,94,167,159,126,78,24,3,652,..,3,49,40,26,10,9,4,0,146,..,0,0,3,12,3,0,0,0,19,409,..,..,..,..,..,..,..,..,409,..,80,..,..,..,..,..,..,..,80,..,61,29,11,0,0,0,0,0,105,..,8,7,0,0,4,0,3,0,18,..,9,3,0,4,0,0,0,0,12,..,3,3,4,0,4,0,0,0,18,..,0,4,9,18,10,4,3,5,48,3,0,8,4,3,4,0,0,0,21,413,165,194,237,225,166,98,29,6,1532,..,6,114,198,166,103,60,10,4,659,..,15,51,38,34,19,4,0,0,152,..,3,10,18,24,6,5,0,3,69,348,..,..,..,..,..,..,..,..,348,..,95,..,..,..,..,..,..,..,95,..,48,10,5,3,3,0,0,0,72,..,3,3,0,3,3,3,0,4,17,..,4,0,0,0,0,0,0,0,8
UCL115032,..,0,50,87,65,58,25,12,0,292,..,3,29,20,16,3,4,0,0,75,..,0,3,4,10,3,0,0,0,22,214,..,..,..,..,..,..,..,..,214,..,31,..,..,..,..,..,..,..,31,..,52,23,3,5,0,0,0,0,86,..,3,0,3,0,4,0,0,0,12,..,3,3,3,3,0,3,0,0,19,..,0,0,0,0,4,0,0,0,4,..,0,3,10,14,9,4,3,0,40,3,3,5,3,3,0,0,0,0,20,219,104,110,123,101,81,43,13,0,806,..,0,63,83,69,46,29,3,3,297,..,16,29,16,16,8,0,0,0,77,..,3,10,19,10,4,3,0,0,51,196,..,..,..,..,..,..,..,..,196,..,47,..,..,..,..,..,..,..,47,..,41,13,3,0,0,0,0,0,55,..,3,3,0,6,3,5,3,0,24,..,4,0,0,0,0,0,0,0,8
UCL115033,..,5,70,110,106,97,88,54,10,539,..,14,35,19,23,11,3,0,0,102,..,3,3,3,4,4,0,3,0,20,344,..,..,..,..,..,..,..,..,344,..,45,..,..,..,..,..,..,..,45,..,49,13,8,3,6,0,0,0,79,..,4,9,3,0,0,0,0,0,21,..,8,3,0,4,0,0,0,0,15,..,15,10,3,6,4,3,0,0,42,..,3,17,13,13,19,13,6,5,87,15,7,13,3,3,3,0,3,0,43,356,145,169,166,167,139,116,61,16,1331,..,11,95,106,107,93,93,36,0,540,..,25,35,23,21,9,3,0,0,114,..,12,23,33,31,12,4,4,4,118,312,..,..,..,..,..,..,..,..,312,..,62,..,..,..,..,..,..,..,62,..,32,8,4,3,3,0,0,0,53,..,7,0,4,3,6,3,0,0,25,..,3,3,0,0,0,0,0,0,7
UCL115034,..,0,18,67,105,140,153,90,23,596,..,6,21,25,31,13,6,0,0,106,..,0,0,3,5,3,4,0,0,19,254,..,..,..,..,..,..,..,..,254,..,61,..,..,..,..,..,..,..,61,..,65,27,12,10,4,0,0,0,116,..,7,3,7,0,6,5,0,0,21,..,8,5,3,3,0,0,0,0,19,..,5,4,3,4,3,3,6,0,27,..,4,7,9,37,32,41,19,9,164,7,8,4,8,3,3,9,3,0,47,256,163,90,127,204,198,219,123,30,1418,..,0,29,86,115,151,154,69,5,600,..,11,33,20,31,16,3,0,0,111,..,3,13,28,25,15,8,3,3,102,196,..,..,..,..,..,..,..,..,196,..,67,..,..,..,..,..,..,..,67,..,46,20,0,0,0,0,0,0,70,..,3,3,4,4,8,3,0,3,28,..,0,0,0,0,0,0,0,0,7
UCL115035,..,0,20,46,68,65,40,19,4,257,..,0,9,9,3,7,3,0,0,34,..,0,0,0,8,0,0,0,0,8,138,..,..,..,..,..,..,..,..,138,..,44,..,..,..,..,..,..,..,44,..,29,10,0,0,3,0,0,0,46,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,4,0,3,3,3,8,6,0,18,0,3,3,0,0,0,3,0,0,10,138,78,45,56,83,78,50,20,6,555,..,0,27,57,83,59,26,17,0,261,..,0,8,12,6,3,0,0,0,33,..,0,3,9,15,3,0,3,0,33,125,..,..,..,..,..,..,..,..,125,..,43,..,..,..,..,..,..,..,43,..,17,3,0,0,0,0,0,0,22,..,0,0,0,0,0,3,0,4,7,..,0,0,0,0,0,0,0,0,3
UCL115036,..,3,17,23,34,49,58,26,5,219,..,14,6,3,10,3,3,0,0,46,..,0,0,3,3,3,0,0,0,10,132,..,..,..,..,..,..,..,..,132,..,12,..,..,..,..,..,..,..,12,..,18,12,3,3,4,0,0,0,43,..,0,0,0,0,3,3,0,0,12,..,0,0,0,0,0,0,0,0,6,..,0,4,5,6,0,0,0,0,14,..,8,3,7,14,17,17,19,11,93,0,9,0,3,3,3,0,3,0,22,132,65,56,51,82,80,80,56,12,615,..,0,27,33,42,49,45,18,0,222,..,10,10,4,15,3,5,0,0,51,..,7,10,21,23,7,5,3,3,78,123,..,..,..,..,..,..,..,..,123,..,22,..,..,..,..,..,..,..,22,..,12,0,0,0,3,0,0,0,21,..,0,0,0,3,0,3,0,3,10,..,3,0,0,0,0,0,0,0,4
UCL115037,..,5,86,116,97,112,67,32,15,526,..,24,68,30,33,20,9,3,0,188,..,0,0,4,10,9,3,0,0,27,361,..,..,..,..,..,..,..,..,361,..,48,..,..,..,..,..,..,..,48,..,49,29,6,3,3,0,0,0,91,..,15,3,3,0,3,3,0,0,28,..,7,3,4,0,3,0,0,0,13,..,3,8,7,6,8,3,0,0,25,..,18,44,41,41,51,30,14,7,243,0,17,16,6,5,3,4,3,0,57,369,177,252,216,198,214,114,55,17,1609,..,5,124,108,93,107,59,30,3,527,..,39,80,30,25,15,8,3,0,200,..,15,18,30,20,9,4,14,3,118,351,..,..,..,..,..,..,..,..,351,..,52,..,..,..,..,..,..,..,52,..,24,10,0,3,3,0,0,0,49,..,4,0,0,3,3,5,3,0,16,..,3,0,0,0,0,0,0,0,6
UCL115038,..,0,27,46,67,59,44,16,3,256,..,6,19,9,10,5,0,0,0,51,..,0,0,3,0,0,3,0,0,9,144,..,..,..,..,..,..,..,..,144,..,33,..,..,..,..,..,..,..,33,..,50,20,6,3,0,0,0,0,74,..,3,0,0,0,3,0,0,0,14,..,3,3,4,0,5,0,0,0,8,..,0,5,0,3,0,0,3,0,14,..,0,4,3,7,9,5,6,0,36,8,3,8,0,0,0,5,0,0,18,149,104,86,74,82,83,59,30,0,660,..,0,35,51,67,46,44,11,0,257,..,12,16,9,3,4,0,0,0,48,..,6,10,13,18,4,3,3,0,59,133,..,..,..,..,..,..,..,..,133,..,23,..,..,..,..,..,..,..,23,..,28,3,0,3,0,0,0,0,35,..,3,0,0,6,0,6,5,0,25,..,3,0,0,0,0,0,0,0,5
UCL115039,..,7,48,55,41,80,71,46,11,358,..,22,53,22,19,16,8,0,0,143,..,0,0,3,6,7,0,3,0,23,279,..,..,..,..,..,..,..,..,279,..,32,..,..,..,..,..,..,..,32,..,37,18,7,10,9,0,0,0,90,..,20,6,0,3,4,7,0,0,36,..,10,0,0,0,0,0,0,0,15,..,10,4,6,3,0,0,3,0,29,..,5,14,9,27,35,23,21,5,150,6,3,17,9,8,3,4,3,0,51,285,145,168,118,116,159,116,80,19,1203,..,9,62,56,64,61,60,44,3,364,..,30,53,20,15,9,8,0,0,140,..,13,39,21,25,15,10,9,9,134,286,..,..,..,..,..,..,..,..,286,..,36,..,..,..,..,..,..,..,36,..,30,12,3,5,4,0,0,0,49,..,17,3,0,3,6,3,3,3,39,..,3,0,3,0,0,0,0,0,14
UCL115040,..,0,22,44,53,65,56,30,3,278,..,21,12,9,14,6,3,0,0,64,..,0,3,9,7,3,0,0,0,20,178,..,..,..,..,..,..,..,..,178,..,35,..,..,..,..,..,..,..,35,..,17,9,10,7,0,0,0,0,42,..,6,3,0,3,3,3,3,0,18,..,3,0,0,0,0,0,0,0,6,..,0,3,3,0,3,0,0,0,14,..,0,6,4,4,12,12,7,5,55,3,3,0,0,0,0,3,3,0,17,183,78,69,75,76,94,80,52,11,722,..,3,31,41,55,60,52,34,0,276,..,17,18,14,11,3,4,0,0,71,..,3,11,14,6,5,0,3,0,55,163,..,..,..,..,..,..,..,..,163,..,33,..,..,..,..,..,..,..,33,..,20,3,0,5,0,0,0,0,28,..,4,0,0,0,5,0,3,0,18,..,0,0,0,0,0,0,0,0,0
UCL115041,..,0,24,41,51,82,104,43,18,368,..,8,21,13,17,9,10,0,0,75,..,0,4,0,3,4,4,0,0,18,202,..,..,..,..,..,..,..,..,202,..,31,..,..,..,..,..,..,..,31,..,36,21,16,6,6,0,0,0,82,..,11,0,0,3,0,4,7,0,28,..,7,0,0,0,3,0,0,0,12,..,5,5,0,4,3,0,0,0,17,..,0,19,13,22,32,20,22,10,140,7,11,4,3,5,4,6,4,0,43,208,120,99,96,111,142,152,72,26,1027,..,3,38,42,71,81,89,33,9,362,..,14,15,15,12,7,3,0,0,77,..,3,28,31,18,18,3,15,0,113,194,..,..,..,..,..,..,..,..,194,..,37,..,..,..,..,..,..,..,37,..,22,10,0,7,0,0,0,0,41,..,4,0,0,0,4,9,8,0,25,..,3,0,0,0,0,0,0,0,7
UCL115042,..,3,33,22,45,63,56,27,3,250,..,8,19,22,12,20,4,9,0,90,..,0,0,4,5,4,0,0,0,16,216,..,..,..,..,..,..,..,..,216,..,21,..,..,..,..,..,..,..,21,..,43,17,7,10,3,0,0,0,75,..,11,3,0,8,3,4,0,0,33,..,3,4,0,3,3,0,0,0,14,..,8,3,0,4,4,3,0,0,27,..,6,13,10,25,28,33,21,9,152,3,11,9,4,3,7,3,0,0,46,216,115,113,77,121,127,111,58,9,952,..,3,43,30,47,60,50,12,0,246,..,16,15,22,18,14,4,5,0,92,..,14,32,42,25,13,4,10,8,146,210,..,..,..,..,..,..,..,..,210,..,28,..,..,..,..,..,..,..,28,..,23,7,5,8,3,0,0,0,43,..,7,3,3,3,6,8,0,0,41,..,3,3,0,0,0,0,0,0,7
UCL115043,..,3,32,56,57,57,39,20,0,259,..,7,20,15,11,10,3,3,0,64,..,0,0,3,0,5,0,0,0,9,173,..,..,..,..,..,..,..,..,173,..,27,..,..,..,..,..,..,..,27,..,37,3,3,3,5,0,0,0,44,..,4,3,0,0,0,0,0,0,9,..,0,3,0,5,4,0,0,0,16,..,6,6,3,3,3,4,0,0,33,..,0,7,3,13,12,7,0,0,44,6,3,3,5,0,0,0,0,0,23,180,75,80,89,92,97,60,27,6,702,..,0,40,58,53,57,38,16,0,260,..,14,22,17,17,6,5,0,0,79,..,6,10,12,20,0,3,3,0,61,155,..,..,..,..,..,..,..,..,155,..,35,..,..,..,..,..,..,..,35,..,25,5,0,0,0,0,0,0,34,..,0,0,0,4,5,3,0,0,15,..,4,0,0,0,0,0,0,0,3
UCL115044,..,0,29,49,61,84,85,69,14,392,..,10,20,5,13,3,4,3,0,62,..,0,0,6,4,0,0,0,0,15,166,..,..,..,..,..,..,..,..,166,..,23,..,..,..,..,..,..,..,23,..,45,13,11,4,0,0,0,0,75,..,3,4,0,0,3,7,0,0,20,..,0,0,0,0,0,0,0,0,0,..,5,0,0,5,0,3,0,0,18,..,4,12,10,17,25,31,28,16,136,0,3,3,4,3,3,4,0,0,23,174,92,85,82,119,123,125,103,32,932,..,0,53,39,73,88,85,47,3,397,..,14,22,15,10,4,3,4,0,69,..,7,6,19,22,7,4,8,7,68,138,..,..,..,..,..,..,..,..,138,..,24,..,..,..,..,..,..,..,24,..,18,9,8,4,3,0,0,0,35,..,0,0,0,0,3,3,3,0,16,..,0,0,0,0,0,0,0,0,0
