UCL_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
UCL115069,655,1560,39,64,0,0,39,64,3,3,0,0,0,0,0,0,3,3,8,6,0,0,0,0,10,18,19,28,13,37,733,1684,100,..,829,1684
UCL115070,549,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,554,1521,30,..,585,1521
UCL115071,698,1588,21,26,5,16,33,44,22,30,0,0,0,0,0,0,22,30,0,7,0,0,0,0,17,36,25,42,6,12,773,1726,100,..,877,1726
UCL115072,679,1672,15,43,0,0,21,43,26,37,0,0,0,0,0,0,26,37,0,0,0,4,0,0,0,0,3,6,3,6,732,1767,108,..,839,1767
UCL115073,762,1668,27,41,0,0,27,41,0,4,0,0,0,0,0,0,0,4,0,3,3,9,0,0,11,37,23,46,9,21,820,1777,119,..,941,1777
UCL115074,1043,2244,81,135,81,156,166,296,8,10,0,3,10,6,0,0,16,19,3,3,45,64,0,0,4,4,52,73,0,0,1279,2639,342,..,1620,2639
UCL115075,801,1788,24,32,0,3,27,33,51,92,0,0,0,0,0,0,51,92,3,5,0,0,0,0,0,3,3,15,6,14,891,1941,213,..,1109,1941
UCL115076,704,2071,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,6,714,2087,72,..,787,2087
UCL115077,360,824,0,0,0,0,0,0,27,43,0,0,0,0,0,0,27,43,4,6,6,14,0,0,0,0,10,20,0,0,401,883,71,..,472,883
UCL115078,461,1063,12,9,0,0,12,9,25,26,0,0,0,0,0,0,25,26,0,0,3,5,0,0,0,0,3,8,3,6,505,1116,124,..,621,1116
UCL115079,853,1984,33,42,0,0,33,42,35,63,0,0,0,0,0,0,35,63,0,0,6,14,0,0,3,10,14,19,0,0,927,2110,120,..,1044,2110
UCL115080,616,1280,40,60,7,20,46,81,68,91,0,0,0,0,0,0,68,91,33,50,27,47,0,0,0,3,63,104,6,8,803,1566,267,..,1069,1566
UCL115081,273,784,35,92,128,301,163,392,102,285,46,122,31,75,0,0,184,483,4,8,3,0,0,0,0,3,8,16,20,37,646,1710,501,..,1150,1710
UCL115082,382,1141,15,31,0,0,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,1170,29,..,433,1170
UCL115083,466,1142,17,33,7,20,26,54,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,14,494,1210,36,..,530,1210
UCL115084,1312,3290,38,59,4,19,40,77,36,43,6,6,0,0,0,0,36,53,0,3,0,0,0,0,0,5,3,11,7,18,1404,3444,132,..,1540,3444
UCL115085,503,1036,11,12,0,0,11,12,23,24,0,0,0,0,0,0,23,24,0,0,0,0,0,0,3,0,3,7,12,19,549,1096,85,..,630,1096
UCL115086,380,939,0,3,0,3,3,6,16,41,0,0,0,0,0,0,16,41,83,123,0,0,3,6,0,0,86,131,0,0,489,1114,52,..,541,1114
UCL115087,562,1408,45,84,0,0,45,84,3,12,0,0,0,0,0,3,6,9,0,0,0,0,0,0,3,3,4,3,0,0,621,1512,66,..,682,1512
UCL115088,353,944,15,11,0,0,15,11,14,17,0,0,0,0,0,3,11,19,0,0,0,0,0,0,0,5,0,5,0,0,383,988,41,..,426,988
UCL115089,989,2258,7,12,4,3,14,17,60,82,0,0,0,0,0,0,65,83,11,14,0,3,0,0,10,17,28,38,8,23,1099,2417,87,..,1186,2417
UCL115090,331,823,3,3,0,0,3,3,23,39,0,0,0,0,0,0,23,39,0,0,0,0,0,0,0,0,3,3,67,166,425,1035,42,..,465,1035
UCL115091,969,2537,40,62,25,55,67,118,59,76,0,0,0,0,0,0,59,76,0,0,0,0,0,0,0,0,0,0,8,17,1103,2754,168,..,1268,2754
UCL115092,925,2136,37,67,42,88,81,154,18,29,3,3,0,0,8,9,29,40,0,3,6,6,0,0,10,21,17,34,0,0,1051,2365,193,..,1243,2365
UCL115093,454,974,3,0,0,0,3,0,49,78,0,0,11,18,0,0,68,97,3,3,0,0,18,50,6,10,31,64,33,52,583,1192,111,..,695,1192
UCL115094,955,2315,19,29,0,0,19,29,63,82,0,0,0,0,0,0,63,82,0,0,0,0,0,0,15,30,15,30,8,11,1065,2471,86,..,1154,2471
UCL115095,908,2022,49,68,24,47,76,115,40,65,0,0,0,0,0,0,40,65,23,33,0,0,0,0,8,16,36,47,11,24,1066,2269,76,..,1143,2269
UCL115096,820,1875,5,8,13,30,21,39,3,6,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,3,7,18,846,1940,736,..,1589,1940
UCL115097,767,1771,3,3,0,0,3,3,41,43,0,0,0,0,0,0,41,43,5,5,0,0,0,0,3,9,10,20,3,8,827,1845,91,..,916,1845
UCL115098,403,970,43,46,11,15,52,61,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,10,461,1047,64,..,524,1047
UCL115099,552,1420,18,20,0,3,19,19,38,54,0,0,0,0,0,0,38,54,8,6,0,0,0,7,4,3,15,21,3,7,620,1521,70,..,690,1521
UCL115100,901,2044,29,37,9,11,33,46,102,149,0,0,0,0,0,0,102,149,15,46,3,5,0,0,3,4,22,49,10,29,1065,2330,117,..,1189,2330
UCL115101,1081,2653,31,63,7,14,40,76,80,112,0,0,0,0,0,0,76,114,6,3,4,15,0,0,3,3,13,17,13,18,1222,2886,132,..,1350,2886
UCL115102,528,1664,6,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,1667,38,..,572,1667
UCL115103,1102,2346,152,211,41,53,191,263,86,145,30,50,0,0,0,0,122,195,33,47,41,65,0,0,0,4,80,110,4,18,1493,2928,486,..,1985,2928
UCL115104,1319,2998,36,72,0,0,36,72,57,76,7,5,0,0,0,0,63,89,5,11,0,0,0,0,3,5,3,12,9,22,1440,3194,232,..,1671,3194
UCL115105,1184,2966,22,37,0,0,22,37,56,73,0,0,5,7,0,0,61,81,0,0,0,0,0,0,3,4,3,4,14,36,1287,3124,151,..,1443,3124
UCL115106,673,1601,30,41,4,11,31,52,28,42,0,0,0,0,0,0,28,42,3,6,0,0,0,0,8,13,14,20,7,13,753,1732,130,..,882,1732
UCL115107,834,1966,8,15,0,0,8,15,35,39,9,14,0,0,0,0,41,51,0,0,0,0,0,0,0,0,0,0,58,131,948,2161,114,..,1059,2161
UCL115108,1473,3540,35,51,76,152,112,209,42,57,48,86,0,0,5,4,92,148,3,8,3,0,0,0,0,0,7,9,17,32,1703,3945,191,..,1896,3945
UCL115109,1176,2837,214,352,27,56,241,404,117,186,0,0,0,0,0,0,117,186,0,0,0,11,0,0,12,19,14,33,39,96,1587,3561,180,..,1762,3561
UCL115110,586,1327,21,41,0,0,21,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,1363,120,..,728,1363
UCL115111,464,1103,117,191,28,49,150,240,9,12,0,0,0,0,0,0,9,12,13,15,4,8,0,0,5,15,20,36,3,9,647,1407,179,..,829,1407
UCL115112,1035,2963,72,116,24,56,95,169,59,98,5,9,0,0,0,0,71,110,0,0,0,0,0,0,0,4,3,4,0,0,1201,3245,110,..,1309,3245
UCL115113,733,2307,3,8,3,3,4,15,12,30,0,0,0,0,0,0,12,30,3,10,0,0,3,4,0,0,6,15,0,7,759,2375,32,..,786,2375
UCL115114,586,1351,6,12,0,0,6,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,88,213,88,213,32,77,714,1655,62,..,782,1655
UCL115115,972,2255,15,26,0,3,14,27,65,102,0,0,0,0,0,0,65,102,4,4,0,0,0,0,4,11,8,11,0,8,1068,2405,142,..,1212,2405
UCL115116,988,2824,208,402,170,391,374,795,54,82,0,0,0,0,0,0,54,82,0,0,0,0,0,0,0,0,0,0,6,6,1417,3703,83,..,1503,3703
UCL115117,471,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,470,1218,64,..,539,1218
UCL115118,1214,3285,10,24,33,72,45,103,11,21,0,0,0,0,0,0,11,21,0,0,7,9,0,0,0,7,3,17,5,18,1284,3433,142,..,1423,3433
UCL115119,1667,4063,77,128,0,0,77,128,157,244,0,0,0,0,0,0,157,244,14,15,0,0,0,0,0,3,15,21,12,18,1924,4469,203,..,2131,4469
UCL115120,886,2107,135,203,3,6,133,205,85,125,0,3,0,0,0,0,83,127,56,71,208,311,0,0,0,0,263,384,3,12,1376,2834,238,..,1615,2834
UCL115121,1379,4324,12,21,0,0,12,21,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8,0,0,3,11,0,3,1397,4353,65,..,1464,4353
UCL115122,344,914,21,64,26,53,51,122,3,6,0,0,0,0,0,0,3,6,11,19,0,0,0,0,0,0,17,23,0,0,411,1060,13,..,418,1060
UCL115123,459,1141,3,4,0,0,3,4,0,4,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,461,1152,320,..,779,1152
UCL115124,672,1761,22,32,21,51,39,77,12,29,0,0,0,0,0,0,12,29,0,0,0,0,0,0,4,10,4,10,0,0,734,1872,127,..,861,1872
UCL115125,393,1190,10,14,18,28,28,49,12,25,9,13,0,0,0,0,25,40,0,0,0,0,0,0,0,0,0,0,0,0,438,1276,61,..,500,1276
UCL115126,1248,2596,37,63,10,11,47,73,53,75,6,7,0,0,0,0,56,82,39,60,125,204,0,0,0,3,167,271,9,17,1527,3039,749,..,2278,3039
UCL115127,1486,4180,61,106,10,12,66,122,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,7,3,8,3,7,1559,4323,92,..,1650,4323
UCL115128,1440,3599,70,102,7,15,78,125,14,27,0,0,0,0,0,4,17,35,0,0,0,0,0,0,0,0,0,0,5,10,1544,3769,187,..,1724,3769
UCL115129,498,1102,34,53,37,57,66,114,80,126,0,0,0,0,0,0,84,125,3,9,5,10,3,0,0,0,14,20,0,0,662,1360,166,..,827,1360
UCL115130,938,1913,38,76,24,59,71,129,28,46,17,23,0,0,0,0,43,68,0,0,0,0,0,0,12,21,12,21,5,6,1060,2140,247,..,1303,2140
UCL115131,1492,3496,38,62,0,0,38,62,112,143,0,0,0,0,0,0,112,143,9,9,0,0,0,0,12,24,22,34,3,3,1663,3732,235,..,1893,3732
UCL115132,1108,2361,47,62,0,0,47,62,30,39,0,0,0,0,0,0,30,39,3,8,3,4,0,0,8,16,13,25,4,5,1211,2497,187,..,1400,2497
UCL115133,520,1571,17,37,0,0,17,37,8,13,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,3,535,1620,32,..,568,1620
UCL115134,885,2597,94,156,14,21,110,173,3,8,0,0,0,0,0,0,3,8,0,0,0,0,0,0,8,13,10,18,5,5,1008,2796,50,..,1057,2796
UCL115135,850,1845,23,27,0,0,23,27,36,61,3,4,0,0,0,0,39,59,10,20,25,34,0,4,20,39,55,91,0,0,970,2022,202,..,1174,2022
UCL115136,321,734,9,21,3,4,15,23,14,22,0,0,0,0,0,0,14,22,12,21,33,55,0,0,0,0,48,75,0,0,397,853,217,..,609,853
UCL115137,523,1225,12,21,0,0,15,19,11,24,0,0,0,0,0,0,11,24,4,11,3,3,0,0,0,0,6,11,5,14,561,1290,109,..,673,1290
UCL115138,968,2003,15,19,9,18,28,40,34,46,0,0,0,0,0,0,37,42,0,0,0,0,0,0,0,0,0,0,4,7,1029,2084,654,..,1691,2084
UCL115139,896,2087,13,20,0,3,12,23,29,44,0,0,0,0,0,0,29,44,4,8,10,10,0,0,6,4,19,25,5,8,959,2182,133,..,1092,2182
UCL115140,911,2007,72,108,27,34,99,146,76,101,11,14,0,0,0,0,85,113,34,57,4,12,0,0,0,3,42,69,10,16,1141,2354,124,..,1267,2354
UCL115141,529,1194,19,39,10,12,26,53,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,11,9,0,3,569,1264,101,..,667,1264
UCL115142,1011,2258,35,55,38,60,74,118,66,114,0,0,0,0,0,0,66,114,0,0,0,0,0,3,0,0,3,4,3,3,1152,2491,927,..,2080,2491
UCL115143,548,1155,0,3,0,0,0,3,18,25,0,0,0,0,0,3,17,26,3,0,3,4,0,3,4,6,9,11,10,28,588,1222,98,..,680,1222
UCL115144,424,1171,0,0,0,0,0,0,41,48,0,0,0,0,0,0,41,48,0,0,0,0,0,0,0,0,0,0,30,79,490,1302,105,..,599,1302
UCL115145,293,900,0,0,0,9,0,9,44,59,0,0,0,0,0,0,44,59,27,36,0,0,0,0,0,0,27,36,8,10,372,1009,19,..,397,1009
UCL115146,476,1230,17,24,4,5,22,27,5,11,0,0,0,0,0,0,5,11,0,0,0,3,0,0,183,475,184,476,3,10,690,1756,41,..,736,1756
UCL115147,450,1016,5,8,0,0,5,8,15,17,0,0,0,0,0,0,15,17,3,3,0,3,0,0,0,6,9,15,3,4,477,1059,55,..,531,1059
UCL115148,535,1199,6,16,0,0,6,16,39,60,0,0,0,0,0,0,39,60,4,5,0,4,0,0,0,0,4,8,3,3,591,1280,140,..,726,1280
UCL115149,495,1312,57,77,0,0,57,77,18,30,0,0,0,0,0,0,18,30,12,12,0,0,0,0,0,0,12,16,3,3,589,1443,98,..,684,1443
UCL115150,1449,3469,81,126,0,0,81,126,36,62,0,3,0,0,0,0,39,63,3,5,0,3,3,3,137,291,140,302,10,22,1720,3977,295,..,2017,3977
UCL115151,421,897,12,13,0,0,12,13,67,92,0,0,0,0,0,0,67,92,8,18,3,3,0,3,3,3,11,29,7,16,514,1042,98,..,610,1042
UCL115152,554,1221,3,3,0,0,3,3,15,19,0,0,0,0,0,0,15,19,0,0,0,0,0,0,11,15,11,15,0,0,578,1254,84,..,659,1254
UCL115153,964,2253,9,12,0,0,9,12,45,54,0,0,0,0,0,0,45,54,0,0,0,0,0,0,6,5,6,5,26,47,1048,2373,167,..,1216,2373
UCL115154,605,1836,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,36,42,0,0,0,0,0,0,38,43,6,10,652,1886,32,..,681,1886
UCL115155,394,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,396,1312,20,..,421,1312
UCL115156,1582,3916,94,133,8,16,99,149,52,91,0,0,0,0,0,0,52,91,4,3,0,0,3,5,3,13,14,23,7,14,1759,4197,149,..,1903,4197
UCL115157,641,1709,70,157,0,3,70,162,86,157,0,0,0,0,0,0,86,157,0,0,0,0,0,0,0,0,0,0,0,3,805,2029,46,..,855,2029
UCL115158,1316,3576,189,343,130,271,315,615,34,45,30,88,0,0,0,0,64,138,25,43,96,137,3,8,0,0,123,187,23,31,1843,4544,202,..,2047,4544
UCL115159,474,1424,16,36,0,0,16,36,3,3,0,0,0,0,0,0,3,3,3,4,0,0,3,7,0,0,3,8,0,3,501,1475,50,..,548,1475
UCL115160,306,897,39,69,6,9,47,75,0,3,0,0,0,0,0,0,0,3,0,0,98,151,0,0,0,0,98,151,0,0,456,1128,51,..,502,1128
UCL115161,346,869,5,17,0,0,5,17,29,28,0,0,0,0,0,0,29,28,0,0,0,0,0,0,0,0,0,0,3,4,383,924,33,..,416,924
UCL121001,309,727,3,3,0,0,3,3,14,25,0,4,0,0,0,0,15,26,3,3,0,0,0,0,0,4,6,4,3,3,333,770,53,..,386,770
UCL121002,248,556,0,0,0,0,3,3,11,8,0,0,0,0,0,0,11,8,0,0,0,0,0,0,6,10,9,9,0,9,267,582,42,..,309,582
UCL121003,256,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,0,0,0,0,20,29,0,4,275,594,388,..,667,594
UCL121004,214,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,217,577,8,..,223,577
UCL121005,161,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,542,17,..,178,542
UCL121006,208,472,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,19,26,0,0,0,0,20,37,0,0,227,515,331,..,558,515
UCL121007,324,801,15,40,21,39,39,72,9,22,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,372,890,113,..,490,890
UCL121008,348,719,0,0,0,0,0,0,25,28,0,0,0,0,0,0,24,24,0,0,3,4,0,0,5,8,7,12,0,3,381,761,73,..,457,761
UCL121009,157,512,0,0,0,0,0,0,8,6,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,164,518,15,..,177,518
UCL121010,293,717,0,0,0,0,0,0,16,26,0,0,0,0,0,0,16,26,4,7,0,0,0,0,0,7,7,14,3,9,320,762,74,..,399,762
UCL121011,342,838,16,15,0,0,16,15,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,7,3,7,0,0,363,872,29,..,387,872
UCL121012,269,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,275,821,11,..,283,821
UCL121013,240,643,0,0,5,4,5,4,14,24,24,37,0,0,0,0,36,56,0,0,0,8,0,0,5,5,4,15,0,0,281,725,54,..,341,725
UCL121014,234,611,0,0,0,0,0,0,14,20,3,7,0,0,0,6,20,26,0,0,0,0,0,0,3,7,3,12,12,18,269,668,52,..,319,668
UCL121015,180,469,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,3,8,15,0,0,192,488,14,..,203,488
UCL121016,303,830,4,8,0,0,4,8,7,9,0,0,0,0,0,0,7,9,6,4,0,0,0,0,0,0,6,4,0,0,315,847,13,..,324,847
UCL121017,216,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,632,14,..,231,632
UCL121018,182,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,184,492,19,..,201,492
UCL121019,211,494,0,0,0,0,0,0,28,41,0,0,0,0,0,0,28,41,0,5,3,3,0,0,4,9,9,22,0,0,255,558,54,..,305,558
UCL121020,275,626,0,0,0,0,0,0,0,3,0,0,5,13,0,0,10,15,0,0,0,0,0,0,0,0,0,0,7,15,295,652,58,..,358,652
UCL121021,218,406,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,220,419,127,..,349,419
UCL121022,357,901,10,11,0,0,10,11,5,17,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,3,6,5,375,938,39,..,415,938
UCL121023,188,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,520,13,..,196,520
UCL121024,198,584,3,8,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,588,5,..,208,588
UCL121025,287,656,49,73,0,4,51,78,12,21,5,16,0,0,0,0,25,35,0,0,0,0,0,0,0,0,0,0,31,54,395,821,217,..,607,821
UCL121026,129,377,34,81,25,46,54,123,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,187,507,13,..,201,507
UCL121027,276,884,9,21,3,5,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,293,919,14,..,308,919
UCL121028,267,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,523,518,..,786,523
UCL121029,210,531,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,6,3,26,3,3,216,569,20,..,239,569
UCL121030,161,413,17,31,0,0,17,31,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,183,451,27,..,213,451
UCL121031,331,820,3,3,0,0,3,3,7,17,0,0,0,0,0,0,7,17,0,3,0,0,0,3,0,0,6,7,0,0,349,851,45,..,386,851
UCL121032,292,709,8,18,20,53,33,74,14,34,0,0,0,0,0,0,14,34,3,3,0,0,0,0,0,0,3,3,0,3,336,819,99,..,438,819
UCL121033,281,628,0,0,0,0,0,0,12,17,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,4,13,298,658,55,..,352,658
UCL121034,186,516,3,7,0,0,3,7,8,32,0,0,0,0,0,0,8,32,0,0,0,0,0,0,0,0,0,0,8,17,204,570,60,..,266,570
UCL121035,298,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,298,843,11,..,314,843
UCL121036,298,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,296,912,27,..,321,912
UCL121037,286,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,0,0,0,0,6,5,0,0,294,692,205,..,495,692
UCL121038,196,426,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,8,0,0,203,438,44,..,247,438
UCL121039,148,405,4,4,3,3,6,11,5,8,0,0,0,0,0,0,5,8,7,5,0,0,0,0,0,0,7,5,0,0,158,434,15,..,170,434
UCL121040,165,441,3,5,0,3,3,8,0,3,0,0,0,0,0,0,0,3,0,3,9,15,0,0,0,0,13,19,0,3,182,473,42,..,226,473
UCL121041,164,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,501,8,..,173,501
UCL121042,223,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,223,546,26,..,245,546
UCL121043,182,447,7,15,8,12,15,28,14,35,0,0,0,0,0,0,14,35,6,13,0,4,0,0,3,8,15,24,0,0,222,533,231,..,453,533
UCL121044,206,630,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,635,11,..,219,635
UCL121045,210,479,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,217,485,43,..,261,485
UCL121046,206,478,7,4,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,5,15,3,14,222,512,34,..,248,512
UCL121047,254,576,133,233,15,26,149,257,10,21,0,0,0,0,0,0,9,22,0,0,5,7,0,0,3,8,5,11,0,0,414,865,173,..,589,865
UCL121048,186,555,3,5,0,0,3,5,8,11,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,190,576,24,..,218,576
UCL121049,50,121,0,5,9,14,7,16,24,43,3,5,0,0,0,0,27,51,0,0,150,250,0,0,0,4,155,260,89,155,321,602,62,..,383,602
UCL121050,386,798,48,94,34,56,77,152,40,62,22,34,0,0,0,0,63,98,3,3,0,4,0,0,3,7,9,12,0,0,532,1060,891,..,1421,1060
UCL121051,355,793,15,14,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,8,34,386,847,66,..,450,847
UCL121052,201,421,57,84,33,64,97,145,50,71,7,9,0,5,0,0,61,85,3,3,3,10,0,0,0,0,10,19,6,10,366,688,257,..,628,688
UCL121053,326,872,3,6,5,8,7,12,3,7,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,3,3,3,0,0,341,898,16,..,359,898
UCL121054,281,640,0,0,0,3,0,3,25,32,0,0,0,0,0,0,25,32,3,3,0,0,0,0,0,3,8,10,3,4,316,696,73,..,392,696
UCL121055,202,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,203,726,19,..,216,726
UCL121056,225,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,0,0,0,0,20,26,0,0,245,609,23,..,262,609
UCL121057,303,791,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,306,803,24,..,326,803
UCL121058,206,662,3,3,0,0,3,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,209,669,11,..,218,669
UCL121059,495,1424,0,8,0,0,0,8,3,7,0,0,0,0,0,0,3,7,0,3,0,0,0,0,0,0,3,0,3,5,500,1440,10,..,512,1440
UCL121060,212,516,0,0,4,11,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,214,532,72,..,287,532
UCL121061,293,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,295,834,21,..,321,834
UCL121062,317,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,319,893,23,..,348,893
UCL121063,260,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,259,610,130,..,390,610
UCL121064,324,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,9,329,745,25,..,353,745
UCL121065,313,665,0,0,0,0,0,0,21,26,0,0,0,0,0,0,21,26,0,0,0,0,0,0,7,22,8,24,0,0,349,710,56,..,404,710
UCL121066,495,1224,9,25,39,72,51,104,0,4,0,0,0,0,0,0,0,4,9,14,10,16,0,5,0,0,22,36,0,0,570,1372,340,..,915,1372
UCL121067,139,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,501,6,..,148,501
UCL121068,189,481,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,193,488,62,..,258,488
UCL121069,253,642,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,5,3,0,5,261,655,32,..,294,655
UCL121070,272,578,7,14,0,5,9,18,22,24,0,0,0,0,0,0,22,24,0,0,3,4,0,0,7,11,8,23,0,3,308,646,51,..,357,646
UCL121071,241,529,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,3,241,538,64,..,308,538
