LGA_CODE_2016,C16_P_35_39_Tot_LF,C16_P_35_39_Notin_LF,C16_P_35_39_LF_NS,C16_P_35_39_Tot,C16_P_40_44_Em_FT,C16_P_40_44_Em_PT,C16_P_40_44_Em_AFW,C16_P_40_44_Em_Hrs_NS,C16_P_40_44_Em_Tot,C16_P_40_44_Unem_Look_FT,C16_P_40_44_Unem_Look_PT,C16_P_40_44_Unem_Tot,C16_P_40_44_Tot_LF,C16_P_40_44_Notin_LF,C16_P_40_44_LF_NS,C16_P_40_44_Tot,C16_P_45_49_Em_FT,C16_P_45_49_Em_PT,C16_P_45_49_Em_AFW,C16_P_45_49_Em_Hrs_NS,C16_P_45_49_Em_Tot,C16_P_45_49_Unem_Look_FT,C16_P_45_49_Unem_Look_PT,C16_P_45_49_Unem_Tot,C16_P_45_49_Tot_LF,C16_P_45_49_Notin_LF,C16_P_45_49_LF_NS,C16_P_45_49_Tot,C16_P_50_54_Em_FT,C16_P_50_54_Em_PT,C16_P_50_54_Em_AFW,C16_P_50_54_Em_Hrs_NS,C16_P_50_54_Em_Tot,C16_P_50_54_Unem_Look_FT,C16_P_50_54_Unem_Look_PT,C16_P_50_54_Unem_Tot,C16_P_50_54_Tot_LF,C16_P_50_54_Notin_LF,C16_P_50_54_LF_NS,C16_P_50_54_Tot,C16_P_55_59_Em_FT,C16_P_55_59_Em_PT,C16_P_55_59_Em_AFW,C16_P_55_59_Em_Hrs_NS,C16_P_55_59_Em_Tot,C16_P_55_59_Unem_Look_FT,C16_P_55_59_Unem_Look_PT,C16_P_55_59_Unem_Tot,C16_P_55_59_Tot_LF,C16_P_55_59_Notin_LF,C16_P_55_59_LF_NS,C16_P_55_59_Tot,C16_P_60_64_Em_FT,C16_P_60_64_Em_PT,C16_P_60_64_Em_AFW,C16_P_60_64_Em_Hrs_NS,C16_P_60_64_Em_Tot,C16_P_60_64_Unem_Look_FT,C16_P_60_64_Unem_Look_PT,C16_P_60_64_Unem_Tot,C16_P_60_64_Tot_LF,C16_P_60_64_Notin_LF,C16_P_60_64_LF_NS,C16_P_60_64_Tot,C16_P_65_69_Em_FT,C16_P_65_69_Em_PT,C16_P_65_69_Em_AFW,C16_P_65_69_Em_Hrs_NS,C16_P_65_69_Em_Tot,C16_P_65_69_Unem_Look_FT,C16_P_65_69_Unem_Look_PT,C16_P_65_69_Unem_Tot,C16_P_65_69_Tot_LF,C16_P_65_69_Notin_LF,C16_P_65_69_LF_NS,C16_P_65_69_Tot,C16_P_70_74_Em_FT,C16_P_70_74_Em_PT,C16_P_70_74_Em_AFW,C16_P_70_74_Em_Hrs_NS,C16_P_70_74_Em_Tot,C16_P_70_74_Unem_Look_FT,C16_P_70_74_Unem_Look_PT,C16_P_70_74_Unem_Tot,C16_P_70_74_Tot_LF,C16_P_70_74_Notin_LF,C16_P_70_74_LF_NS,C16_P_70_74_Tot,C16_P_75over_Emp_Wor_ft,C16_P_75ov_Em_Work_pt,C16_P_75ov_Em_Aw_fr_w,C16_P_75ov_Emp_Hou_w_ns,C16_P_75andOver_Em_Tot,C16_P_75over_Unem_Lo_ft_w,C16_P_75over_Unem_Lo_pt_w,C16_P_75over_Unemp_Tot,C16_P_75over_Tot_lab_for,C16_P_75over_N_lab_forc,C16_P_75over_LF_NS,C16_P_75over_Tot,C16_P_Tot_Em_FT,C16_P_Tot_Em_PT,C16_P_Tot_Em_AFW,C16_P_Tot_Em_Hrs_NS,C16_P_Tot_Em_Tot,C16_P_Tot_Unem_Look_FT,C16_P_Tot_Unem_Look_PT,C16_P_Tot_Unem_Tot,C16_P_T_T_labo_for,C16_P_Tot_Notin_LF,C16_P_Tot_LF_NS,C16_P_T_T
LGA16200,567,130,60,763,390,162,11,4,573,27,12,37,614,111,74,798,450,160,25,12,647,24,18,42,685,154,71,910,482,172,22,14,687,21,12,29,712,178,99,985,398,185,41,9,628,21,10,33,662,265,84,1009,235,170,26,13,442,14,14,23,465,393,84,939,120,70,20,5,211,0,0,3,214,519,92,826,46,41,5,3,98,0,0,0,98,488,96,678,23,47,4,9,79,0,0,0,79,1061,245,1388,3647,1805,261,134,5840,302,160,470,6307,4189,1162,11662
LGA16260,15518,3243,1211,19968,8501,2841,219,164,11729,401,237,641,12361,2681,829,15875,7240,2534,160,151,10084,333,165,498,10582,2354,659,13591,6828,2302,157,146,9439,322,180,499,9938,2492,616,13047,5362,2057,179,119,7716,281,176,453,8165,3195,599,11960,3109,1747,149,74,5077,187,134,326,5396,4509,502,10415,1122,991,102,34,2247,32,53,84,2328,5780,458,8568,272,474,31,24,810,3,12,16,821,5296,368,6485,117,229,18,19,381,6,9,15,390,11121,982,12496,72078,29747,2849,1914,106593,4416,3601,8019,114609,59275,10660,184550
LGA16350,11099,2137,735,13968,7615,2428,210,167,10414,278,145,420,10841,1964,680,13488,7156,2175,201,177,9708,260,124,385,10100,1907,639,12653,6634,2015,223,154,9025,258,103,358,9380,2021,685,12086,5793,2014,272,130,8212,237,127,369,8581,2771,646,11998,3466,1608,191,81,5341,166,103,274,5614,4034,581,10229,1157,835,92,45,2132,16,32,47,2177,6103,558,8838,234,295,24,23,572,4,8,15,587,4664,374,5631,55,131,17,11,220,5,3,6,226,7354,861,8444,64237,25787,2965,1867,94859,3391,2352,5743,100604,45329,8842,154775
LGA16380,2838,586,196,3620,2226,1054,72,55,3412,109,54,156,3572,688,225,4485,2377,1198,90,64,3729,116,82,197,3930,725,265,4916,2283,1282,121,47,3737,142,68,211,3945,982,303,5232,2080,1266,157,52,3552,123,91,216,3767,1574,332,5665,1097,1077,117,28,2318,108,75,181,2497,2779,328,5596,375,519,48,24,975,6,21,27,1001,4810,448,6257,105,236,27,18,389,0,9,9,399,4702,426,5527,61,114,9,24,201,3,0,4,208,8791,979,9980,16655,11321,1123,553,29655,1240,907,2151,31799,29296,4350,65441
LGA16400,2778,561,211,3547,2076,993,88,46,3206,110,69,184,3387,626,277,4295,2133,986,96,57,3274,118,46,166,3437,657,278,4376,2240,1047,114,48,3459,143,61,201,3657,883,323,4867,1742,1010,152,45,2952,105,68,164,3118,1379,314,4810,988,825,96,43,1947,80,50,128,2079,2441,345,4864,327,453,47,21,844,9,21,35,882,3911,399,5186,68,187,17,17,292,0,7,7,299,3621,369,4295,44,106,8,18,174,3,3,5,183,5541,754,6476,15925,10009,1135,533,27602,1312,833,2151,29752,23026,4266,57039
LGA16490,3112,330,263,3709,2580,709,112,55,3449,70,35,102,3557,351,277,4186,2955,754,102,52,3859,53,25,82,3941,381,303,4625,2643,621,126,51,3448,71,24,91,3537,495,295,4329,1905,634,121,43,2703,48,29,82,2786,799,270,3856,1058,496,79,24,1665,40,39,79,1742,1143,230,3113,383,310,34,12,732,10,11,26,756,1604,220,2581,86,125,19,3,232,3,7,12,246,1284,156,1683,50,63,5,12,138,0,3,3,141,2169,249,2555,20096,7595,1195,509,29389,697,534,1235,30623,11157,3285,45061
LGA16550,8966,1334,805,11109,5574,1811,204,101,7701,188,101,283,7981,1229,675,9887,4980,1705,120,79,6886,175,82,254,7143,1196,601,8940,4378,1532,148,83,6140,142,68,209,6351,1209,510,8065,3236,1396,115,65,4817,132,81,222,5034,1526,468,7033,1874,1161,106,34,3180,78,80,152,3330,2275,457,6065,759,770,66,23,1619,8,31,42,1662,3347,429,5439,230,388,33,14,662,3,17,18,680,3268,372,4325,84,202,23,23,336,3,9,11,343,7752,1050,9144,45106,19960,2078,1133,68276,1701,2348,4046,72323,38290,9081,119698
LGA16610,815,219,96,1131,531,279,31,21,858,43,28,76,933,272,126,1334,570,303,18,20,908,49,24,72,978,284,113,1375,572,371,33,23,999,39,14,57,1057,387,127,1560,515,366,29,13,923,35,18,47,972,519,109,1609,363,330,34,16,752,24,19,42,789,765,137,1695,139,147,15,14,310,6,0,10,320,1123,129,1563,54,60,3,3,117,0,0,0,116,1022,103,1244,36,42,7,12,92,0,0,0,92,1975,238,2315,4519,3216,294,231,8265,449,245,694,8955,7955,1529,18441
LGA16650,6709,1157,500,8366,3944,1511,134,96,5679,170,97,261,5941,1009,429,7382,3579,1320,103,97,5105,173,94,265,5373,1029,346,6744,3287,1121,109,105,4618,145,82,226,4845,1156,369,6369,2652,957,99,81,3787,110,86,198,3983,1435,315,5737,1482,895,84,54,2514,94,70,168,2676,2169,323,5165,576,502,65,27,1174,12,14,29,1199,3233,298,4730,135,184,15,11,343,3,3,10,355,3055,245,3653,56,113,7,15,189,3,3,3,199,7028,1141,8366,33532,16522,1541,1234,52827,1809,1691,3499,56327,29500,6155,91982
LGA16700,7588,1253,375,9214,4571,1537,111,70,6294,176,118,295,6587,1032,323,7942,4097,1471,92,83,5740,155,81,238,5974,1005,300,7285,3949,1347,92,86,5474,194,96,290,5763,1129,272,7166,3034,1271,118,67,4494,144,89,229,4720,1518,243,6480,1780,1033,93,53,2962,80,81,161,3121,2376,241,5737,693,637,52,25,1410,17,15,30,1435,3213,200,4849,183,248,23,12,467,0,12,16,477,2815,174,3467,54,161,5,21,241,4,3,7,247,7402,629,8282,37805,16824,1594,1024,57245,1849,2014,3861,61102,31833,4396,97335
LGA16900,3242,589,187,4020,2273,1134,76,46,3526,112,71,186,3710,688,195,4593,2225,1037,94,45,3401,85,61,151,3556,761,211,4530,2200,1040,135,39,3417,90,53,146,3564,935,224,4716,1753,911,139,33,2842,89,40,120,2962,1383,215,4558,868,593,81,23,1564,47,34,83,1649,2093,211,3951,209,270,27,16,524,6,17,23,544,2934,239,3714,52,76,4,12,145,3,0,6,149,2451,217,2817,18,38,5,11,74,0,0,3,72,4262,618,4956,17655,10327,1135,487,29606,1230,965,2201,31811,19983,3065,54854
LGA16950,3455,951,309,4710,2348,1343,91,53,3838,147,83,231,4065,984,333,5381,2448,1397,129,84,4055,141,75,217,4269,1136,385,5791,2656,1503,156,77,4388,140,80,223,4616,1472,423,6507,2398,1708,205,79,4391,146,105,248,4641,2454,472,7560,1312,1361,158,65,2891,104,96,201,3096,4186,510,7786,405,750,77,37,1263,3,21,30,1290,6482,603,8375,124,288,24,12,451,0,9,7,460,5652,488,6603,53,132,12,35,239,4,3,8,246,9693,1430,11373,19770,14288,1465,807,36330,1553,1036,2589,38917,38083,6328,83332
LGA17000,1146,176,99,1427,810,376,29,32,1238,46,23,67,1312,213,112,1637,877,354,47,25,1304,44,19,63,1370,223,111,1701,828,309,37,16,1197,35,17,52,1249,272,110,1630,663,285,42,12,1005,33,13,43,1046,364,111,1529,333,193,18,18,560,9,13,26,589,538,101,1222,120,108,18,4,254,4,7,6,256,666,102,1029,41,52,0,4,106,0,0,3,104,533,76,711,21,22,6,3,53,0,0,0,60,994,133,1182,6859,3333,393,242,10822,407,303,705,11525,5271,1325,18127
LGA17040,845,165,84,1090,761,283,29,19,1087,16,7,21,1112,156,103,1370,778,311,24,29,1138,20,3,22,1160,203,126,1491,830,303,40,21,1193,22,14,34,1226,204,119,1552,717,306,48,19,1085,22,13,36,1123,327,91,1546,414,278,40,15,754,18,11,33,783,451,113,1350,210,176,28,6,411,0,4,7,422,769,121,1317,101,97,11,11,220,0,0,4,222,657,79,957,60,46,9,13,130,0,0,0,129,1223,248,1598,6217,3067,352,224,9860,210,132,340,10201,5073,1480,16754
LGA17080,545,146,60,756,423,178,12,15,628,25,12,36,657,150,66,873,437,181,24,15,647,20,9,30,679,155,73,907,500,199,25,9,731,18,13,31,760,169,103,1031,488,182,43,26,738,22,12,33,767,253,96,1119,316,172,28,15,530,13,13,22,548,384,106,1039,138,110,21,7,272,0,5,5,281,641,87,1013,54,46,10,8,118,0,4,4,124,577,62,766,43,45,4,5,98,0,3,3,100,1076,241,1419,3688,1885,248,165,5991,214,123,343,6329,4343,1120,11789
LGA17100,2272,459,217,2947,1211,418,32,48,1705,69,33,96,1808,373,150,2329,1131,443,29,37,1645,48,33,75,1718,422,143,2291,1169,491,26,40,1723,41,33,80,1804,458,121,2387,964,368,43,31,1409,43,28,76,1487,559,115,2159,520,262,18,18,823,37,28,70,888,757,108,1752,212,172,19,8,408,8,14,20,421,821,67,1317,73,84,5,4,169,3,5,8,180,795,72,1040,28,60,8,9,107,0,0,0,109,2026,147,2272,12678,5981,476,476,19618,715,757,1473,21095,10648,2344,34086
LGA17150,12257,1411,566,14233,9153,3916,263,159,13484,191,148,337,13821,1488,617,15927,9133,3527,244,172,13075,204,154,360,13435,1405,563,15403,8495,3321,284,184,12282,233,123,360,12638,1736,520,14891,7456,3193,375,124,11151,187,116,305,11452,2531,560,14547,4038,2790,323,91,7235,129,135,263,7504,4739,488,12733,1465,1699,144,40,3347,19,50,71,3418,7333,447,11192,363,756,45,25,1189,6,15,29,1214,7210,364,8797,131,323,33,29,511,8,13,29,538,15532,940,17012,71713,35794,3607,1642,112765,2073,2060,4130,116890,52845,7075,176814
LGA17200,15837,1719,2358,19911,8089,1924,291,120,10423,323,143,463,10885,1381,1672,13946,6264,1514,173,110,8054,357,123,479,8538,1471,1433,11438,5031,1318,155,77,6577,254,130,388,6965,1781,1285,10025,3786,1239,135,63,5225,218,111,327,5559,2092,1160,8815,2106,1222,108,49,3487,159,96,254,3738,2614,913,7263,948,873,70,31,1920,24,42,69,1995,3481,820,6287,315,374,32,22,742,12,22,29,773,2841,553,4173,123,241,14,14,394,7,14,17,411,5022,1215,6652,81454,30695,3134,1972,117252,3449,4050,7493,124745,44945,24641,194336
LGA17310,2584,491,238,3312,1908,720,61,46,2738,83,48,130,2868,477,268,3615,2005,749,67,45,2866,93,36,132,3005,535,246,3789,1919,780,92,53,2837,76,27,104,2941,637,255,3839,1733,758,103,48,2646,71,40,113,2752,903,303,3957,1141,662,91,32,1927,68,47,116,2042,1397,300,3736,449,375,41,18,888,7,11,15,908,2231,301,3433,137,202,19,19,365,3,4,8,374,2106,243,2726,100,109,16,24,244,0,0,4,246,4132,628,5005,16519,8008,926,542,25997,1033,582,1609,27607,16171,3775,47550
LGA17350,216,44,11,277,146,88,7,7,242,10,0,10,249,56,11,316,191,93,6,3,297,3,0,8,303,57,29,385,204,104,12,10,323,13,4,21,339,82,16,439,202,64,15,8,296,6,3,10,300,108,32,443,113,83,14,8,217,6,3,6,229,169,22,417,61,46,8,4,119,0,0,0,123,290,17,430,21,24,3,4,47,0,0,0,47,273,34,356,13,15,0,3,35,0,0,0,35,586,62,686,1490,843,97,78,2514,84,41,130,2644,1994,296,4934
LGA17400,176,78,33,283,147,90,9,10,250,8,13,25,276,77,25,381,165,72,6,8,250,16,3,19,266,74,42,382,156,81,7,7,248,21,9,29,284,122,37,444,203,130,16,7,357,7,4,17,374,176,67,610,167,103,14,4,296,14,19,30,321,294,70,688,84,64,10,3,157,0,3,3,164,434,66,662,45,41,0,0,90,0,0,0,90,321,63,474,25,22,3,11,64,0,0,0,60,481,151,694,1350,838,95,74,2361,122,73,200,2558,2387,647,5591
LGA17420,9405,1450,307,11166,7452,2636,163,145,10397,202,132,333,10733,1388,347,12460,7235,2447,136,121,9933,209,120,324,10263,1274,338,11878,6561,2112,160,103,8941,192,101,293,9231,1213,358,10806,5247,1904,193,84,7422,181,91,277,7697,1829,293,9825,3170,1773,134,53,5132,102,81,175,5312,3228,253,8788,1311,1228,93,40,2679,44,43,87,2765,4895,255,7911,373,560,34,21,986,3,13,18,1001,4445,216,5667,80,250,17,14,358,3,8,10,366,6858,428,7650,52334,24664,2049,1128,80179,1807,2034,3837,84017,35752,3851,123621
LGA17550,3676,772,317,4763,2439,1468,99,74,4085,149,81,227,4312,847,340,5502,2533,1474,98,80,4186,153,85,239,4419,970,379,5771,2602,1548,114,65,4336,173,89,256,4596,1150,400,6145,2379,1647,155,78,4256,166,100,265,4526,1929,494,6942,1374,1291,147,54,2871,129,102,225,3100,3048,495,6639,469,681,71,23,1252,6,23,32,1279,4862,491,6637,103,239,17,8,372,0,23,22,394,4552,445,5392,70,138,10,26,246,4,4,8,256,9357,1501,11113,18991,14694,1263,781,35731,1521,1195,2720,38450,31653,5946,76052
LGA17620,646,104,66,817,482,188,18,17,699,22,3,29,729,114,99,938,469,193,26,3,686,19,9,29,714,116,83,910,480,190,17,14,693,18,4,24,719,149,74,938,435,192,28,16,665,12,6,21,687,214,60,956,267,162,24,9,464,15,8,24,486,319,87,895,110,109,8,4,234,0,4,4,234,502,72,810,51,56,3,3,112,0,0,0,112,463,51,621,44,45,0,8,103,0,3,3,107,922,161,1182,3968,1968,216,139,6298,207,110,320,6611,3573,1020,11207
LGA17640,256,42,30,336,240,105,8,3,355,9,0,9,365,57,23,442,268,127,12,4,414,13,6,12,426,69,33,526,316,128,18,4,466,12,8,20,487,97,77,657,275,121,16,3,410,6,6,14,425,146,54,626,189,115,11,10,321,9,6,15,334,208,44,587,121,83,11,10,222,7,5,6,230,328,42,602,70,43,0,5,114,0,0,0,114,304,49,467,56,41,4,14,107,0,0,0,110,562,69,738,2174,1141,137,83,3528,82,58,142,3668,2143,536,6346
LGA17650,245,46,17,307,184,110,6,3,301,4,3,10,314,42,27,374,212,91,5,8,318,12,3,16,335,60,29,426,223,97,10,0,329,10,4,12,342,91,32,469,208,93,16,8,326,12,6,17,342,125,30,496,131,82,11,11,235,6,6,10,245,211,40,493,56,47,3,4,112,0,3,3,116,301,22,448,31,31,0,0,65,0,0,0,61,246,30,341,26,16,3,3,52,0,0,0,52,367,41,458,1550,934,91,50,2633,89,62,145,2780,1775,331,4888
LGA17750,3036,484,202,3728,2125,788,68,36,3025,79,44,123,3147,467,200,3809,2145,749,53,47,2992,83,32,111,3108,481,224,3810,2071,713,91,29,2901,68,29,95,2999,530,212,3741,1868,760,97,35,2754,61,33,98,2858,724,208,3792,1088,638,91,30,1851,39,42,77,1935,1259,226,3422,365,403,47,20,828,4,9,14,846,1881,189,2916,115,145,21,8,290,0,7,7,295,1740,170,2209,68,104,12,20,202,0,4,5,200,3737,416,4352,19163,9114,1043,517,29834,1003,733,1732,31566,15074,3046,49690
LGA17850,108,15,12,133,80,50,0,0,127,3,3,4,135,25,24,181,109,37,0,3,145,7,0,5,151,19,17,190,131,39,0,0,177,0,0,3,178,29,15,228,96,42,3,4,152,3,4,6,160,52,20,225,91,43,8,6,144,0,3,0,150,70,25,234,63,35,3,4,108,0,0,0,108,112,27,245,37,17,3,0,62,0,0,0,62,130,28,225,17,18,3,0,41,0,0,0,40,205,74,326,882,450,47,28,1414,27,23,47,1457,797,297,2556
LGA17900,217,75,40,334,126,50,8,4,190,16,8,16,204,84,48,336,138,76,3,7,220,17,12,27,252,89,35,374,137,72,12,7,223,15,12,31,249,142,51,441,146,67,5,6,229,21,3,25,256,161,74,495,124,54,12,7,192,8,15,17,209,182,42,429,65,41,5,6,108,0,0,3,110,242,48,397,35,30,5,5,70,0,0,0,70,211,60,339,19,13,0,0,39,0,0,0,38,324,61,427,1300,614,76,73,2060,154,91,245,2306,1959,616,4885
LGA17950,109,19,16,144,80,25,0,3,114,5,3,11,118,15,8,148,95,22,0,0,122,5,0,5,127,25,22,170,114,24,0,3,134,4,3,9,148,29,19,197,116,29,6,6,154,6,0,6,159,31,24,220,61,26,6,0,90,5,0,3,89,52,15,157,37,21,5,4,61,0,0,0,62,95,19,176,15,12,0,0,28,0,3,3,31,110,10,150,16,15,3,0,38,0,0,0,39,163,33,241,805,273,44,29,1149,59,33,91,1241,696,214,2153
LGA18020,316,61,36,416,209,94,6,6,311,16,8,25,336,99,53,488,247,122,9,3,383,16,3,23,406,94,60,565,283,128,7,12,428,23,13,35,467,158,72,693,271,112,14,13,410,26,11,37,449,193,77,721,180,126,15,6,334,9,11,21,353,307,79,739,114,66,9,4,192,0,0,0,197,462,89,744,61,39,4,3,105,0,0,0,105,431,78,612,51,38,6,11,109,0,0,0,109,828,157,1093,2017,1106,124,83,3335,207,79,285,3618,3216,868,7699
LGA18050,5332,510,697,6543,2968,1059,99,68,4198,101,57,153,4349,500,492,5348,2517,911,56,46,3530,81,53,133,3664,444,439,4557,1936,709,50,23,2715,76,48,119,2837,455,343,3634,1445,657,57,24,2174,50,40,90,2267,559,289,3111,803,575,48,28,1445,47,46,94,1538,780,235,2554,465,498,21,13,997,7,21,25,1025,1259,270,2553,151,233,12,13,399,3,7,8,412,1214,189,1820,68,160,6,10,244,0,3,3,248,3206,671,4125,24966,9917,974,570,36426,730,724,1458,37888,12044,6182,56111
LGA18100,154,27,14,199,81,54,0,4,139,3,4,5,146,33,7,183,93,45,3,3,145,9,4,7,157,45,13,212,104,54,6,3,168,3,3,10,173,60,20,260,110,50,4,3,170,6,4,10,184,78,28,285,101,42,5,0,153,8,0,7,159,110,31,290,56,31,8,3,101,0,0,0,99,203,24,332,21,21,9,5,55,0,0,0,55,173,29,261,19,13,3,0,35,0,0,0,35,357,63,457,889,462,47,38,1437,50,30,79,1514,1248,282,3051
LGA18200,249,43,34,321,196,90,6,15,303,9,3,9,316,68,43,425,210,80,5,17,308,17,8,22,333,75,51,457,260,72,11,0,344,14,3,19,362,82,48,496,208,105,8,14,330,6,12,22,350,118,68,539,144,92,26,3,257,9,3,10,273,185,46,502,62,58,3,5,133,0,3,3,132,313,65,513,20,24,0,0,49,0,0,0,50,255,38,339,14,10,6,12,44,0,0,0,40,432,55,529,1692,886,109,97,2786,123,56,180,2965,1934,617,5519
LGA18230,2240,425,197,2867,1603,517,49,36,2202,74,29,108,2315,476,240,3024,1732,548,35,38,2356,80,28,112,2465,441,232,3145,1704,535,61,46,2346,62,26,84,2429,533,243,3206,1571,579,77,25,2251,56,37,96,2346,728,252,3317,920,481,81,25,1499,33,35,64,1565,1056,249,2870,393,300,36,17,746,3,6,10,754,1594,219,2573,128,154,12,11,302,3,3,5,311,1504,189,2004,82,115,5,25,224,0,3,3,232,3089,432,3743,14561,6380,758,442,22142,880,504,1381,23528,12995,3182,39702
LGA18250,5235,851,279,6364,3448,1075,86,58,4669,121,73,195,4860,857,287,6005,3003,995,56,50,4104,136,55,191,4296,809,245,5355,2578,890,74,32,3574,87,37,125,3696,803,191,4694,1922,749,48,31,2749,73,59,138,2883,911,194,3987,1107,712,45,35,1905,59,47,107,2012,1357,160,3527,490,564,30,11,1090,18,31,48,1144,1931,167,3236,127,260,26,9,414,0,6,12,424,1643,125,2190,62,144,8,9,226,0,3,3,229,4197,327,4752,24333,10471,971,533,36309,993,949,1939,38251,18627,3019,59899
LGA18350,1722,323,133,2179,1459,688,48,30,2228,39,23,61,2289,407,190,2887,1647,739,62,35,2483,37,45,79,2565,422,197,3177,1674,756,66,40,2528,46,24,65,2601,474,227,3296,1447,777,80,32,2337,40,27,68,2405,737,179,3320,917,743,63,23,1745,30,36,64,1807,1291,220,3325,416,566,50,14,1048,5,23,32,1076,2504,225,3807,143,329,13,12,498,3,12,18,511,2536,243,3293,82,176,11,18,292,4,8,6,298,4432,565,5292,12027,7630,639,345,20644,421,386,810,21449,15354,2666,39473
LGA18400,2505,373,138,3011,1982,793,72,49,2894,59,40,98,2988,406,168,3555,2092,686,62,51,2890,58,30,89,2980,356,165,3502,1789,719,63,41,2615,43,28,76,2691,413,160,3265,1580,660,107,33,2378,43,16,53,2434,607,166,3212,907,490,73,30,1500,24,28,50,1552,1074,182,2803,308,291,27,13,637,8,0,11,648,1596,144,2387,82,95,4,11,188,0,7,3,199,1306,110,1615,37,48,4,15,108,3,0,6,111,2031,316,2455,15610,7116,826,503,24054,564,439,997,25056,10649,2125,37840
LGA18450,9851,2081,519,12455,6741,3171,283,123,10319,301,186,484,10804,2026,553,13387,6676,2784,238,139,9826,309,163,475,10301,2141,585,13027,6430,2853,284,123,9691,303,139,439,10136,2691,609,13431,5202,2534,312,103,8151,246,136,388,8534,3804,634,12971,2498,1951,250,74,4770,141,129,263,5030,5683,588,11306,719,927,95,33,1773,19,38,57,1834,7920,592,10348,156,339,26,30,551,3,10,15,560,7202,571,8341,77,153,20,40,289,3,10,12,307,15327,1618,17252,52444,31062,3284,1467,88251,3344,3409,6753,95007,63180,8891,167073
LGA18500,3318,413,360,4087,2150,622,69,35,2867,56,29,87,2958,470,318,3746,1955,640,37,45,2671,72,40,112,2782,538,332,3648,1811,609,43,19,2485,61,31,91,2578,532,259,3370,1425,616,42,29,2112,52,31,77,2190,613,247,3047,1011,620,38,20,1693,29,26,49,1742,785,252,2778,630,697,45,17,1396,8,24,27,1427,1373,271,3071,282,433,31,22,762,0,13,16,774,1431,257,2464,166,338,14,17,528,3,3,5,532,3412,632,4580,19238,7624,743,403,28005,498,469,965,28974,12525,4273,45764
LGA18710,779,87,48,913,763,265,37,22,1086,13,7,24,1106,102,88,1294,790,250,41,16,1101,18,14,29,1133,113,76,1322,684,220,44,15,965,7,10,19,978,131,67,1178,541,240,31,16,826,6,10,15,840,249,78,1158,322,193,29,6,560,6,10,15,576,373,85,1036,145,144,23,3,321,0,3,3,322,553,67,943,69,61,15,5,152,0,0,0,148,448,53,654,41,44,12,15,108,0,0,0,115,705,214,1025,5119,2405,370,183,8076,106,140,242,8325,3463,958,12744
LGA19399,65,11,10,78,47,13,3,0,65,0,0,0,65,6,14,85,27,11,4,0,40,0,0,0,41,6,4,50,51,12,9,0,75,0,0,0,75,9,8,91,46,20,0,0,63,0,0,0,61,10,7,83,38,13,5,7,54,0,0,0,54,21,6,82,28,13,3,0,44,0,0,0,44,14,9,66,7,6,0,0,16,0,0,0,16,23,0,43,10,3,0,5,14,0,0,0,14,41,6,65,400,140,36,23,599,6,0,10,608,173,99,869
LGA19499,433,231,300,955,188,87,15,18,302,56,10,67,366,212,362,940,154,80,6,11,250,64,14,85,333,254,295,881,138,93,16,10,253,52,8,64,316,287,312,919,124,77,19,8,228,47,17,66,290,326,232,850,69,61,13,3,151,34,14,51,196,457,212,866,29,32,8,0,70,7,5,9,80,536,165,779,8,10,0,0,18,3,0,4,17,322,77,413,7,3,0,3,8,0,3,3,13,255,95,361,1977,1047,148,158,3331,699,245,941,4272,4062,3220,11545
LGA19799,9,0,0,9,3,4,11,0,16,0,0,0,16,3,0,21,3,3,9,0,10,0,0,0,10,4,0,16,11,3,11,0,24,0,0,0,24,7,8,35,3,0,3,3,14,0,0,0,14,13,5,35,3,9,0,0,10,0,0,0,15,21,7,42,0,3,4,0,6,0,0,0,6,40,11,63,0,0,0,0,3,0,0,0,3,32,6,46,0,0,0,0,0,0,0,0,3,36,13,55,48,25,43,4,130,3,3,4,130,185,63,374
