LGA_CODE_2016,C06_P_FoodHos_PS_15_19,C06_P_FoodHos_PS_20_24,C06_P_FoodHos_PS_25_34,C06_P_FoodHos_PS_35_44,C06_P_FoodHos_PS_45_54,C06_P_FoodHos_PS_55_64,C06_P_FoodHos_PS_65_74,C06_P_FoodHos_PS_75_84,C06_P_FoodHos_PS_85o,C06_P_Foo_hos_pers_S_Tot,C06_P_MixFld_pr_15_19,C06_P_MixFld_pr_20_24,C06_P_MixFld_pr_25_34,C06_P_MixFld_pr_35_44,C06_P_MixFld_pr_45_54,C06_P_MixFld_pr_55_64,C06_P_MixFld_pr_65_74,C06_P_MixFld_pr_75_84,C06_P_MixFld_pr_85_ov,C06_P_MixFld_pr_Tot,C06_P_FldStu_ID_15_19,C06_P_FldStu_ID_20_24,C06_P_FldStu_ID_25_34,C06_P_FldStu_ID_35_44,C06_P_FldStu_ID_45_54,C06_P_FldStu_ID_55_64,C06_P_FldStu_ID_65_74,C06_P_FldStu_ID_75_84,C06_P_FldStu_ID_85o,C06_P_FldStu_ID_Tot,C06_P_FldStu_NS_15_19,C06_P_FldStu_NS_20_24,C06_P_FldStu_NS_25_34,C06_P_FldStu_NS_35_44,C06_P_FldStu_NS_45_54,C06_P_FldStu_NS_55_64,C06_P_FldStu_NS_65_74,C06_P_FldStu_NS_75_84,C06_P_FldStu_NS_85o,C06_P_FldStu_NS_T,C06_P_Tot_15_19,C06_P_Tot_20_24,C06_P_Tot_25_34,C06_P_Tot_35_44,C06_P_Tot_45_54,C06_P_Tot_55_64,C06_P_Tot_65_74,C06_P_Tot_75_84,C06_P_Tot_85o,C06_P_T_T,C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85_ov,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85_ov,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85_ov,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85o,C11_P_Arch_building_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85o,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85o,C11_P_Healt_To,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85o,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85o,C11_P_MngtCom_T,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85o,C11_P_Soc_cult_T,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_arts_85o,C11_P_Creative_arts_Tot,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85o,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85_ov,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85o,C11_P_FldStu_ID_T,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85o,C11_P_FldStu_NS_T,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85o,C11_P_T_T
LGA14500,35,102,145,264,184,125,61,43,21,975,8,3,8,4,8,5,11,0,3,52,7,57,79,163,174,130,74,60,20,768,717,258,312,568,702,597,426,739,659,4972,890,2779,5631,11722,13132,9658,5324,3982,1544,54667,0,137,243,555,747,590,445,202,87,2997,9,66,436,737,705,237,57,3,0,2258,9,124,478,970,1524,1082,888,655,245,5976,3,106,203,384,444,342,211,118,34,1861,7,29,89,127,144,114,71,46,12,637,11,208,655,1249,1729,1224,887,603,212,6775,5,90,328,741,1151,1185,721,366,128,4708,35,768,2038,4197,4514,2868,1664,847,377,17309,32,389,979,1859,2188,1587,873,435,134,8471,26,337,534,576,551,304,159,125,38,2664,33,111,196,275,237,122,85,45,26,1119,10,0,3,4,4,10,7,5,0,41,4,44,105,188,213,153,71,51,22,848,606,250,370,609,745,588,495,683,696,5046,788,2658,6655,12478,14899,10416,6622,4191,2009,60713
LGA14550,4,14,27,34,31,25,9,9,0,145,0,0,0,0,0,0,0,0,0,0,0,3,3,11,7,4,3,0,0,36,69,26,48,76,101,104,107,122,32,685,106,133,365,606,896,570,270,194,47,3192,0,0,3,12,18,21,9,0,0,64,0,4,5,5,10,8,3,0,0,36,3,23,64,75,127,144,69,27,4,527,0,8,25,36,49,59,22,8,4,218,3,11,38,52,36,35,11,10,0,204,0,10,32,65,115,115,41,20,5,401,0,6,40,42,82,120,38,9,0,342,7,16,65,81,109,95,31,3,0,416,3,10,52,61,106,76,29,3,0,352,0,8,26,26,25,30,10,7,0,122,8,13,34,36,45,17,14,7,0,172,0,0,0,3,0,0,0,0,0,6,0,0,7,4,10,7,0,0,0,25,70,30,50,79,113,125,92,89,41,682,96,149,440,568,851,850,373,181,60,3567
LGA14600,3,12,17,31,14,6,7,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,3,5,0,0,23,50,38,52,74,54,81,69,86,40,528,75,168,379,359,389,285,168,139,51,2010,0,0,3,0,4,5,0,0,0,14,0,3,3,3,3,3,0,0,0,24,0,24,67,49,55,55,14,11,0,279,0,3,12,12,18,13,6,5,0,74,5,18,49,62,53,39,25,12,4,272,3,7,35,53,52,38,28,14,14,235,0,14,67,58,36,34,16,7,3,237,9,16,55,53,40,45,13,6,3,245,3,14,34,31,20,18,7,3,0,132,0,3,5,5,3,4,0,0,0,18,3,12,24,21,16,14,3,3,0,95,0,0,0,0,0,0,0,0,0,7,0,3,0,9,4,3,3,4,0,27,41,45,43,66,87,90,75,64,34,534,69,169,396,411,398,359,191,127,57,2185
LGA14650,142,458,868,818,537,436,186,95,27,3581,13,3,7,13,15,10,5,10,9,79,11,29,108,138,153,116,55,41,8,660,1288,677,1243,1793,1791,1818,1979,2456,961,14007,2058,4643,11914,14873,15919,12174,7621,5470,1546,76203,0,97,234,335,313,337,186,64,17,1584,35,121,334,352,239,145,37,8,0,1268,117,893,2338,3192,3883,3557,2464,1344,381,18164,63,379,1033,1195,1140,965,657,353,118,5900,25,78,271,311,260,175,98,42,4,1265,52,418,1414,1775,2154,1658,793,430,115,8814,12,164,1007,1269,1579,1829,978,428,105,7368,227,1009,2630,3107,2898,2308,1202,494,160,14026,104,510,1334,1622,1468,1089,534,196,52,6906,36,198,433,324,257,220,155,52,17,1696,139,513,961,889,642,489,278,122,26,4067,12,11,10,6,13,14,4,12,4,84,5,33,87,147,153,122,74,33,20,682,1107,571,994,1426,1657,1663,1861,2085,1092,12450,1927,4990,13076,15949,16659,14580,9326,5661,2112,84273
LGA14700,0,49,126,111,51,37,13,6,0,404,0,4,0,4,0,3,3,0,0,24,3,27,62,59,45,43,19,4,6,263,193,169,391,360,301,268,177,276,202,2344,247,1035,4059,3927,3334,2548,1163,875,424,17610,0,47,174,197,159,150,102,29,9,864,0,29,356,248,162,58,10,0,0,868,0,55,340,370,335,286,208,112,42,1753,0,25,129,132,147,92,60,42,11,635,0,20,54,27,38,23,11,3,4,182,0,47,355,432,424,307,204,126,30,1938,0,26,195,224,244,308,178,68,31,1278,18,250,1271,1402,1035,678,305,108,57,5119,8,137,566,689,565,467,225,104,22,2775,8,124,302,229,133,94,32,23,4,955,3,33,126,127,75,59,13,6,3,453,3,3,3,0,0,3,4,0,0,18,0,10,58,69,38,45,16,11,3,254,108,102,256,233,189,174,139,146,152,1504,157,905,4196,4381,3540,2739,1524,773,385,18598
LGA14750,8,32,59,42,24,18,7,3,0,189,0,0,0,0,0,0,0,0,0,3,0,0,8,5,7,0,0,0,0,32,107,43,129,134,133,131,139,96,20,933,158,256,716,800,713,502,305,162,40,3645,0,4,14,20,18,9,12,0,0,72,0,3,11,8,15,7,3,0,0,45,9,57,127,142,183,139,54,18,0,732,3,13,21,31,35,23,17,9,0,149,6,11,32,48,44,25,23,5,3,196,0,6,31,69,58,45,31,20,3,263,3,15,77,87,76,53,22,14,0,355,10,44,110,127,129,101,38,15,3,564,8,14,61,62,51,26,6,3,0,242,0,3,13,12,4,4,0,0,0,34,14,29,66,61,34,16,8,4,0,222,0,0,0,0,0,0,0,0,0,3,0,3,6,10,6,7,5,0,0,31,101,63,120,119,132,108,122,103,46,915,148,267,688,792,789,559,337,195,51,3836
LGA14850,71,127,218,169,119,97,37,22,4,854,0,4,4,3,0,3,0,0,0,20,3,15,44,52,57,32,14,13,0,224,320,174,313,425,419,318,357,408,218,2954,537,1159,2739,3540,4128,2568,1269,816,327,17078,0,16,51,82,108,110,41,17,4,438,13,30,67,72,73,40,10,3,0,310,16,114,289,384,573,484,290,152,28,2341,10,79,153,190,258,247,129,50,17,1131,15,54,138,185,170,127,37,11,4,740,10,91,305,460,631,485,179,72,22,2259,0,51,245,314,441,530,201,77,14,1873,53,208,516,632,641,488,197,76,17,2823,27,110,326,497,559,435,150,43,3,2155,10,55,186,201,226,153,52,16,4,902,23,138,270,199,167,114,55,23,4,989,3,3,3,3,4,3,0,0,0,20,0,12,32,49,51,52,26,9,3,217,274,173,245,332,425,339,313,283,138,2529,469,1132,2830,3610,4326,3609,1674,832,260,18731
LGA14870,22,58,97,72,50,40,23,3,0,370,0,0,0,0,0,0,0,0,0,3,0,3,16,20,27,10,4,0,0,80,164,106,297,308,288,318,254,240,63,2030,271,459,1245,1550,1586,1225,683,431,100,7551,0,8,9,17,21,21,13,5,0,95,3,9,19,22,21,12,9,0,0,102,14,109,247,428,432,385,238,103,21,1981,4,30,58,69,99,80,39,18,4,401,4,12,40,43,60,30,18,6,3,219,9,40,98,122,168,147,54,29,12,680,0,11,64,103,106,143,76,26,7,535,10,91,163,196,224,175,87,26,14,983,11,48,112,117,124,119,48,16,5,613,0,6,21,27,32,25,19,3,0,136,20,54,115,95,85,46,40,17,0,461,0,3,0,3,0,3,0,0,0,12,3,0,10,16,20,4,3,5,0,68,160,130,247,249,313,292,247,227,91,1954,239,560,1205,1511,1700,1487,901,484,155,8234
LGA14900,103,389,811,722,373,227,70,28,5,2733,9,20,21,30,23,23,9,6,0,146,18,63,185,223,158,63,46,10,0,757,1835,1357,2735,3055,2475,1858,1454,1068,327,16161,2466,5694,15016,14880,10570,6209,3015,1644,411,59910,7,154,380,443,332,164,47,13,5,1548,39,274,1069,706,317,93,14,0,0,2518,86,601,2230,2903,2988,1894,886,343,80,12002,54,326,864,852,689,396,234,87,21,3517,14,54,154,134,145,89,20,11,0,630,39,346,1170,1269,925,508,163,76,11,4505,7,266,1049,1080,828,585,239,79,7,4142,228,1323,4190,3750,2564,1280,341,120,25,13824,127,685,1618,1360,1044,537,136,46,9,5565,22,281,521,333,190,97,43,3,3,1494,95,425,966,858,515,274,116,27,14,3285,13,11,23,12,26,20,8,3,0,118,8,52,172,227,185,96,37,14,4,802,1620,1164,2489,2345,2434,1945,1531,964,348,14847,2359,5955,16891,16271,13188,7978,3821,1798,530,68793
LGA14920,7,14,27,24,21,11,10,0,0,112,0,0,0,0,0,0,0,0,0,3,0,3,8,8,14,5,0,0,0,37,73,22,76,113,84,122,122,130,48,790,103,144,371,518,498,453,285,191,69,2630,0,0,0,3,6,9,6,0,0,31,0,0,5,5,3,6,0,0,0,20,4,38,51,69,88,84,55,21,8,421,0,7,27,21,30,19,16,10,0,135,0,12,40,52,39,39,19,5,0,216,3,12,34,42,68,65,44,7,4,276,0,3,42,31,48,36,19,9,0,193,8,19,68,75,73,68,39,13,3,369,3,11,32,36,41,34,17,5,0,187,0,3,4,7,3,7,4,3,0,37,4,18,29,31,31,19,10,4,0,135,0,0,0,0,0,0,0,0,0,7,0,0,0,9,10,8,0,0,0,23,55,25,39,74,96,97,85,79,33,574,81,155,376,455,539,482,320,159,50,2614
LGA14950,0,3,16,17,5,7,3,0,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,4,0,0,12,19,7,10,30,20,35,38,31,16,202,29,57,175,248,259,179,118,57,23,1148,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,3,4,30,32,48,27,23,10,3,180,4,3,3,12,16,11,4,5,0,57,3,9,29,36,43,23,14,8,0,164,0,3,13,25,39,29,22,7,3,141,0,5,13,14,27,25,10,3,0,86,0,11,27,46,44,26,7,0,0,166,3,6,11,24,22,18,9,0,0,95,0,0,0,3,0,3,3,0,0,14,0,0,12,12,10,8,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,7,26,4,11,18,30,29,33,25,13,192,36,37,153,225,281,205,127,66,25,1163
LGA15050,65,194,380,253,154,111,36,23,4,1228,3,0,3,0,4,3,3,0,0,18,4,6,42,57,47,27,18,0,4,212,471,255,512,625,633,577,543,608,266,4482,804,1826,4874,5009,4857,3042,1626,1101,383,23516,0,25,109,132,118,93,24,10,0,516,13,44,147,94,90,50,17,3,0,446,42,472,1302,1388,1395,1027,527,207,63,6434,19,128,292,304,274,235,153,60,18,1485,16,34,118,150,89,66,25,10,3,517,17,138,505,613,647,458,213,72,23,2687,0,63,328,495,457,470,183,87,27,2115,103,376,1120,1246,983,593,266,82,40,4799,37,166,574,530,446,289,102,49,8,2194,18,66,150,107,69,54,28,20,0,511,58,235,475,392,210,142,68,22,0,1607,3,0,0,0,3,0,0,0,0,13,3,15,40,50,42,37,21,15,7,224,455,269,501,601,608,567,536,516,206,4265,782,2030,5675,6117,5428,4077,2153,1151,402,27817
LGA15240,61,173,374,364,280,269,136,64,13,1737,4,0,0,3,6,4,7,6,5,41,5,9,36,49,60,42,36,31,9,271,616,260,483,714,864,929,1239,1403,646,7158,955,1418,3602,5351,6526,5817,4424,3048,940,32083,0,5,41,83,81,119,98,35,10,479,18,45,78,77,86,71,26,6,0,404,43,183,491,808,1178,1400,1338,717,174,6328,23,93,251,459,572,584,492,228,35,2743,25,61,165,268,277,192,113,46,5,1151,23,141,379,675,993,846,525,227,65,3866,0,45,245,377,597,892,494,202,45,2900,76,254,618,885,1108,1154,804,310,94,5304,58,170,450,572,615,541,285,88,16,2792,8,32,91,123,140,155,95,41,6,686,64,186,373,425,352,301,207,85,14,1998,10,0,4,0,10,8,12,6,0,52,6,14,37,63,64,63,52,31,15,332,575,268,430,683,828,1075,1309,1442,792,7408,933,1502,3651,5491,6891,7398,5848,3448,1270,36441
LGA15270,16,50,110,84,72,52,23,10,4,428,0,0,3,3,0,0,0,0,0,9,0,6,15,13,15,19,7,6,0,72,167,67,135,246,240,299,304,237,68,1753,260,414,1206,1627,1600,1409,866,473,122,7970,0,4,30,26,35,24,26,7,3,156,0,10,18,25,14,13,3,0,0,86,15,123,289,386,366,334,226,90,28,1862,8,46,108,121,98,76,48,39,9,547,0,26,88,113,127,79,53,19,3,523,3,17,93,177,192,157,95,51,21,810,0,27,112,154,136,175,88,33,9,737,18,53,200,284,275,220,99,46,12,1213,12,45,126,141,136,112,44,22,0,644,7,12,27,39,32,32,25,6,3,187,14,58,118,110,81,53,37,12,3,483,0,3,0,0,0,0,3,0,0,6,0,3,9,15,25,10,4,3,3,76,185,86,171,277,234,280,301,229,104,1881,266,522,1393,1875,1759,1579,1058,557,200,9205
LGA15300,7,17,53,45,32,16,5,0,4,177,0,0,0,0,0,3,3,0,0,7,0,3,6,10,7,4,3,0,0,43,141,96,246,298,247,246,179,105,29,1595,203,340,1122,1096,880,621,351,151,46,4818,0,0,3,12,12,4,3,0,0,39,0,10,9,6,7,3,3,0,0,33,9,62,155,130,158,103,52,21,3,692,12,20,35,43,57,44,25,9,0,235,8,27,91,100,66,51,24,10,0,370,3,16,55,56,95,69,31,9,3,340,0,21,93,115,68,62,25,5,5,393,15,65,183,185,154,70,25,3,3,701,6,32,111,109,86,52,13,3,0,416,3,4,21,14,13,6,4,0,0,66,8,43,56,50,34,19,11,5,0,225,0,5,3,3,3,0,0,0,0,8,0,4,8,6,9,3,7,0,0,36,141,108,201,218,216,181,175,119,31,1390,203,410,1017,1051,972,670,385,196,45,4942
LGA15350,5,26,131,90,57,48,14,14,7,382,0,0,0,0,3,0,3,0,0,15,3,15,52,51,48,47,35,26,8,284,173,138,331,341,308,351,196,241,181,2257,217,719,3195,3489,3049,2653,1246,912,411,15887,0,25,96,108,128,100,81,20,11,572,0,7,144,143,88,46,9,0,0,436,5,16,141,203,211,174,160,80,38,1021,0,23,85,107,131,79,77,28,6,539,0,8,36,25,17,22,15,14,5,147,0,42,211,231,271,279,215,136,76,1456,0,11,109,149,160,235,157,82,26,925,3,206,954,1387,1074,707,397,145,87,4963,3,91,474,647,711,549,325,133,51,2976,7,88,281,231,199,115,50,29,8,1006,13,30,108,92,53,35,16,13,4,366,0,0,3,3,0,3,0,0,3,16,0,12,50,61,55,46,29,14,13,275,126,129,362,357,292,277,219,170,146,2078,156,700,3046,3734,3388,2668,1744,865,481,16772
LGA15520,8,26,46,67,45,24,16,5,0,242,0,0,0,0,0,0,0,4,0,11,0,0,4,7,3,0,4,3,0,29,102,35,69,111,122,149,214,223,51,1071,125,204,578,776,739,559,477,334,72,3873,0,3,11,8,9,9,3,0,0,44,0,3,10,6,3,3,0,0,0,24,7,37,70,100,135,116,109,49,15,638,8,19,37,49,44,52,38,13,6,261,4,24,68,74,91,46,14,8,3,336,3,11,51,67,100,88,50,26,8,411,0,13,55,64,79,51,57,18,3,341,3,34,79,124,92,83,37,10,4,470,3,14,51,70,62,56,24,4,0,283,0,6,17,9,13,7,8,0,0,53,6,26,63,61,50,38,26,7,0,285,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,3,8,0,3,30,77,30,60,92,114,160,200,175,46,957,118,219,572,736,805,719,577,312,93,4143
LGA15560,0,9,11,18,7,12,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,0,8,35,21,29,38,45,54,45,32,19,316,50,104,239,266,229,202,106,60,24,1278,0,0,0,3,0,3,0,0,0,11,0,0,3,0,0,0,0,0,0,6,0,21,36,42,42,23,20,6,0,193,0,7,8,10,18,6,7,0,0,56,0,14,25,32,32,18,6,4,0,138,3,8,17,28,27,24,17,0,0,111,0,9,12,29,25,23,12,0,3,109,3,9,30,43,31,25,14,0,0,153,0,8,18,15,14,19,7,0,0,85,0,0,7,4,0,5,0,0,0,17,3,14,17,11,9,5,0,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,18,19,26,26,63,54,55,50,8,324,32,104,200,253,265,214,132,64,16,1282
LGA15650,18,38,72,46,38,10,9,0,0,237,0,0,0,0,0,0,0,0,0,3,0,0,14,12,13,10,0,0,0,49,151,105,242,260,186,184,162,106,48,1444,226,452,1208,1337,1006,673,330,177,66,5475,0,9,23,17,12,11,3,5,0,84,0,9,21,14,7,4,0,0,0,52,15,164,393,400,388,207,93,32,8,1712,3,14,51,56,49,44,19,13,3,248,5,22,66,53,37,21,16,4,0,226,6,21,83,94,111,84,44,13,3,460,0,12,70,73,83,60,19,5,0,330,33,106,214,181,149,106,38,12,5,837,10,38,85,76,70,36,14,4,0,337,3,6,36,24,15,6,3,0,0,89,7,46,89,71,38,31,9,5,3,292,0,0,0,3,0,3,0,0,0,10,0,3,7,21,18,6,0,3,0,56,154,134,246,286,238,166,134,115,38,1506,235,579,1386,1356,1218,794,386,209,57,6227
LGA15700,15,43,55,70,90,53,19,14,4,368,0,0,0,0,0,0,0,0,0,5,0,6,4,10,22,16,10,6,4,69,144,57,113,192,227,209,286,348,138,1716,208,285,666,1100,1568,1215,887,671,201,6804,0,0,4,18,23,24,20,9,0,96,0,8,11,20,29,27,10,3,0,102,17,46,96,135,243,295,250,126,50,1257,9,18,48,73,154,131,97,34,14,579,3,15,28,60,47,56,19,9,4,234,10,23,58,111,188,191,102,42,13,725,3,7,47,104,178,207,126,35,12,710,16,48,140,163,236,187,137,57,15,1005,7,22,84,148,210,175,66,29,9,755,3,10,29,25,51,28,35,16,0,192,10,35,85,90,88,84,35,18,12,445,0,3,3,3,0,0,0,0,0,8,0,0,15,15,14,10,13,3,0,72,130,64,90,145,195,230,277,273,131,1534,206,299,730,1111,1660,1648,1172,649,255,7721
LGA15750,9,14,50,41,22,19,6,4,0,172,0,0,0,3,0,0,0,0,0,3,3,3,3,4,5,3,0,3,0,28,110,55,108,165,168,158,177,147,33,1118,150,285,822,932,828,605,367,225,58,4277,0,3,13,18,24,12,9,0,0,74,0,6,8,7,12,7,0,3,0,42,13,60,153,164,187,135,82,17,6,820,4,14,42,31,25,30,24,4,0,173,7,25,87,82,74,49,27,14,0,367,3,17,54,91,106,95,34,21,4,433,0,20,68,83,63,65,29,14,3,347,10,41,142,157,143,81,32,14,0,609,4,28,84,86,65,41,12,0,0,326,0,4,11,9,6,10,3,3,3,52,8,27,51,59,39,21,9,3,0,219,0,0,3,0,0,0,0,0,0,4,3,0,7,6,14,6,3,0,0,49,105,52,109,152,161,147,160,138,62,1084,156,292,848,945,929,692,421,226,85,4591
LGA15800,0,20,21,14,11,8,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,15,43,20,52,53,73,78,108,134,50,605,64,126,337,317,378,311,205,184,66,1987,0,0,9,9,10,4,0,0,0,34,0,0,4,7,4,7,4,0,0,19,0,21,52,48,55,47,38,14,0,276,0,7,19,15,22,28,16,14,0,118,3,9,25,34,29,27,5,0,0,137,0,3,37,40,46,37,29,14,3,207,0,3,33,31,36,44,24,12,3,187,0,15,57,63,62,35,14,4,3,253,3,17,28,31,29,22,10,3,0,145,0,0,3,9,9,3,3,0,0,26,0,10,27,17,18,5,10,0,0,86,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,3,0,0,0,11,43,27,50,75,91,95,102,119,57,643,59,110,347,370,418,349,244,180,66,2146
LGA15850,5,14,22,24,10,13,0,0,0,96,0,0,0,3,0,0,0,0,0,3,0,0,7,6,0,0,0,0,0,15,43,23,51,66,79,63,84,56,27,488,66,142,397,428,424,295,197,108,32,2078,0,0,0,5,4,3,0,0,0,24,0,3,0,3,4,0,0,0,0,19,3,23,42,79,72,58,42,17,0,327,3,4,15,21,24,19,13,3,0,103,3,14,44,66,44,35,25,5,4,241,0,13,29,28,55,41,28,20,4,219,0,6,43,59,36,41,9,6,0,209,3,18,67,78,49,53,21,4,0,294,4,8,39,39,39,38,5,4,0,182,0,0,7,8,3,3,0,0,0,22,4,11,20,21,17,12,4,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,4,3,0,29,62,12,53,52,72,79,85,74,29,522,88,117,363,460,425,393,239,136,46,2258
LGA15900,124,523,898,580,356,227,122,71,21,2920,4,14,5,8,9,5,10,3,3,68,9,49,150,139,106,82,38,22,3,603,1024,1052,1437,1535,1615,1368,1541,2033,841,12445,1590,5894,13727,12433,11767,7698,4685,3988,1303,63074,7,180,535,455,360,284,129,54,13,2017,33,175,589,321,186,89,23,3,0,1426,39,825,2584,2340,2446,2076,1250,703,240,12496,37,384,904,756,752,495,334,214,51,3923,13,76,317,274,160,79,49,17,4,993,34,528,1925,1883,1764,1164,546,280,90,8217,14,226,1115,1137,1211,1289,541,270,69,5868,168,1091,2984,2549,2073,1438,590,254,81,11231,76,624,1791,1600,1407,1086,437,162,37,7219,36,416,905,462,332,190,88,33,11,2481,88,418,944,715,462,266,152,94,27,3177,7,23,12,8,9,7,3,10,3,69,11,63,125,141,152,93,46,27,9,666,714,844,1409,1291,1445,1228,1320,1517,1086,10858,1284,5875,16138,13942,12753,9783,5516,3643,1717,70654
LGA15950,24,118,400,216,106,83,30,10,8,1007,6,6,0,0,3,0,6,0,0,27,3,37,181,145,88,79,48,21,11,614,248,588,1868,1098,829,812,550,565,308,6862,341,2858,13856,8167,5541,5023,2458,1506,622,40368,0,86,562,387,274,201,145,54,15,1726,3,68,952,625,280,112,23,3,0,2076,8,100,979,670,491,416,326,141,64,3203,3,55,379,250,172,192,118,51,10,1240,0,23,130,84,51,29,29,15,0,364,3,133,884,568,470,477,394,208,72,3204,0,64,495,362,301,519,328,134,34,2238,16,689,4612,3154,1746,1333,720,212,70,12553,12,305,2206,1577,1005,990,544,198,62,6898,10,258,1270,630,314,232,92,44,12,2862,15,103,398,264,144,97,50,9,10,1098,3,3,9,8,3,3,4,0,0,32,3,38,188,145,95,81,60,20,8,639,203,360,1522,1059,729,624,484,361,265,5606,282,2289,14585,9786,6087,5311,3322,1445,632,43742
