LGA_CODE_2016,C06_0_14_SEO,C06_0_14_SOL_SE_Vw_w,C06_0_14_SOL_SE_Nw_Na,C06_0_14_SOL_SE_P_E_n,C06_0_14_SOL_SE_T,C06_0_14_LPE_NS,C06_0_14_T,C06_15_24_SEO,C06_15_24_SOL_SE_Vw_w,C06_15_24_SOL_SE_Nw_N,C06_15_24_SOL_SE_P_E_n,C06_15_24_S_ot_l_SE_T,C06_15_24_LPE_NS,C06_15_24_T,C06_25_34_SEO,C06_25_34_SOL_SE_Vw_w,C06_25_34_SOL_SE_Na,C06_25_34_SOL_SE_P_E_n,C06_25_34_SOL_SE_To,C06_25_34_LPE_NS,C06_25_34_T,C06_35_44_SEO,C06_35_44_SOL_SE_Vw_w,C06_35_44_SOL_SE_Na,C06_35_44_SOL_SE_P_E_n,C06_35_44_SOL_SE_To,C06_35_44_LPE_NS,C06_35_44_T,C06_45_54_SEO,C06_45_54_SOL_SE_Vw_w,C06_45_54_SOL_SE_Na,C06_45_54_SOL_SE_P_E_n,C06_45_54_SOL_SE_To,C06_45_54_LPE_NS,C06_45_54_T,C06_55_64_SEO,C06_55_64_SOL_SE_Vw_w,C06_55_64_SOL_SE_Na,C06_55_64_SOL_SE_P_E_n,C06_55_64_SOL_SE_To,C06_55_64_LPE_NS,C06_55_64_T,C06_65_74_SEO,C06_65_74_SOL_SE_Vw_w,C06_65_74_SOL_SE_Na,C06_65_74_SOL_SE_P_E_n,C06_65_74_SOL_SE_To,C06_65_74_LPE_NS,C06_65_74_T,C06_75_84_SEO,C06_75_84_SOL_SE_Vw_w,C06_75_84_SOL_SE_Na,C06_75_84_SOL_SE_P_E_n,C06_75_84_SOL_SE_To,C06_75_84_LPE_NS,C06_75_84_T,C06_85ov_SEO,C06_85o_SOL_SE_Vw_w,C06_85o_SOL_SE_Na,C06_85o_SOL_SE_P_E_n,C06_85o_SOL_SE_To,C06_85o_LPE_NS,C06_85o_T,C06_T_SEO,C06_To_SOL_SE_Vw_w,C06_To_SOL_SE_Nw_Na,C06_To_SOL_SE_P_E_n,C06_T_SOL_SE_T,C06_T_LPE_NS,C06_T_T,C11_0_14_SEO,C11_0_14_SOL_SE_Vw_w,C11_0_14_SOL_SE_Nw_Na,C11_0_14_SOL_SE_P_E_n,C11_0_14_SOL_SE_T,C11_0_14_LPE_NS,C11_0_14_T,C11_15_24_SEO,C11_15_24_SOL_SE_Vw_w,C11_15_24_SOL_SE_Nw_N,C11_15_24_SOL_SE_P_E_n,C11_15_24_S_ot_l_SE_T,C11_15_24_LPE_NS,C11_15_24_T,C11_25_34_SEO,C11_25_34_SOL_SE_Vw_w,C11_25_34_SOL_SE_Na,C11_25_34_SOL_SE_P_E_n,C11_25_34_SOL_SE_To,C11_25_34_LPE_NS,C11_25_34_T,C11_35_44_SEO,C11_35_44_SOL_SE_Vw_w,C11_35_44_SOL_SE_Na,C11_35_44_SOL_SE_P_E_n,C11_35_44_SOL_SE_To,C11_35_44_LPE_NS,C11_35_44_T,C11_45_54_SEO,C11_45_54_SOL_SE_Vw_w,C11_45_54_SOL_SE_Na,C11_45_54_SOL_SE_P_E_n,C11_45_54_SOL_SE_To,C11_45_54_LPE_NS,C11_45_54_T,C11_55_64_SEO,C11_55_64_SOL_SE_Vw_w,C11_55_64_SOL_SE_Na,C11_55_64_SOL_SE_P_E_n,C11_55_64_SOL_SE_To,C11_55_64_LPE_NS,C11_55_64_T,C11_65_74_SEO,C11_65_74_SOL_SE_Vw_w,C11_65_74_SOL_SE_Na,C11_65_74_SOL_SE_P_E_n,C11_65_74_SOL_SE_To,C11_65_74_LPE_NS,C11_65_74_T,C11_75_84_SEO,C11_75_84_SOL_SE_Vw_w,C11_75_84_SOL_SE_Na,C11_75_84_SOL_SE_P_E_n,C11_75_84_SOL_SE_To,C11_75_84_LPE_NS,C11_75_84_T,C11_85ov_SEO,C11_85o_SOL_SE_Vw_w,C11_85o_SOL_SE_Na,C11_85o_SOL_SE_P_E_n,C11_85o_SOL_SE_To,C11_85o_LPE_NS,C11_85o_T,C11_T_SEO,C11_To_SOL_SE_Vw_w,C11_To_SOL_SE_Nw_Na,C11_To_SOL_SE_P_E_n,C11_T_SOL_SE_T,C11_T_LPE_NS,C11_T_T,C16_0_14_SEO,C16_0_14_SOL_SE_Vw_w,C16_0_14_SOL_SE_Nw_Na,C16_0_14_SOL_SE_P_E_n,C16_0_14_SOL_SE_T,C16_0_14_LPE_NS,C16_0_14_T,C16_15_24_SEO,C16_15_24_SOL_SE_Vw_w,C16_15_24_SOL_SE_Nw_N,C16_15_24_SOL_SE_P_E_n,C16_15_24_S_ot_l_SE_T,C16_15_24_LPE_NS,C16_15_24_T,C16_25_34_SEO,C16_25_34_SOL_SE_Vw_w,C16_25_34_SOL_SE_Na,C16_25_34_SOL_SE_P_E_n,C16_25_34_SOL_SE_To,C16_25_34_LPE_NS,C16_25_34_T,C16_35_44_SEO,C16_35_44_SOL_SE_Vw_w,C16_35_44_SOL_SE_Na,C16_35_44_SOL_SE_P_E_n,C16_35_44_SOL_SE_To,C16_35_44_LPE_NS,C16_35_44_T,C16_45_54_SEO,C16_45_54_SOL_SE_Vw_w,C16_45_54_SOL_SE_Na,C16_45_54_SOL_SE_P_E_n,C16_45_54_SOL_SE_To,C16_45_54_LPE_NS,C16_45_54_T,C16_55_64_SEO,C16_55_64_SOL_SE_Vw_w,C16_55_64_SOL_SE_Na,C16_55_64_SOL_SE_P_E_n,C16_55_64_SOL_SE_To,C16_55_64_LPE_NS,C16_55_64_T,C16_65_74_SEO,C16_65_74_SOL_SE_Vw_w,C16_65_74_SOL_SE_Na,C16_65_74_SOL_SE_P_E_n,C16_65_74_SOL_SE_To,C16_65_74_LPE_NS,C16_65_74_T,C16_75_84_SEO,C16_75_84_SOL_SE_Vw_w,C16_75_84_SOL_SE_Na,C16_75_84_SOL_SE_P_E_n,C16_75_84_SOL_SE_To,C16_75_84_LPE_NS,C16_75_84_T,C16_85o_SEO,C16_85o_SOL_SE_Vw_w,C16_85o_SOL_SE_Na,C16_85o_SOL_SE_P_E_n
LGA14200,3283,25,6,5,35,106,3423,1667,15,5,0,26,49,1740,1530,21,9,3,38,45,1612,1888,35,4,5,42,68,2002,1934,25,3,0,24,57,2012,1873,26,6,0,34,50,1961,1410,29,8,0,34,37,1482,838,20,4,0,17,47,905,336,8,0,0,3,28,373,14755,207,39,12,259,496,15505,3266,57,11,0,69,88,3420,1732,23,5,0,34,49,1816,1488,50,23,0,75,50,1610,1842,49,15,0,66,51,1953,2039,38,6,0,42,62,2144,1936,34,0,0,34,63,2032,1623,35,5,0,35,60,1721,932,23,0,4,24,48,1006,345,3,3,0,10,9,364,15197,309,70,9,388,494,16077,2981,95,14,7,113,240,3332,1730,64,9,0,69,141,1939,1484,69,21,7,99,131,1710,1537,81,12,3,89,128,1754,1835,62,12,0,70,151,2064,1965,44,0,0,43,188,2192,1729,28,3,0,35,159,1921,1038,28,3,0,28,99,1165,359,8,0,0
LGA14300,1084,8,0,3,9,65,1158,539,8,0,0,8,179,731,486,7,0,0,7,314,807,604,8,0,0,10,223,833,707,7,0,0,13,103,822,648,11,0,0,11,32,686,374,3,0,0,3,13,393,236,6,0,0,6,4,249,79,0,0,0,0,3,83,4764,62,3,3,68,946,5777,1083,12,5,3,19,33,1132,558,4,0,0,3,159,721,463,14,3,0,17,262,739,587,9,3,3,15,230,831,701,11,0,0,7,117,828,697,5,3,0,7,72,774,442,5,0,0,5,45,495,233,5,0,0,5,21,257,78,0,0,0,0,16,96,4840,66,14,6,81,959,5879,1002,17,3,0,25,92,1124,541,15,16,0,29,159,728,463,39,49,0,96,312,870,507,16,4,0,20,321,851,648,9,4,0,15,173,840,708,7,0,0,10,145,862,544,3,0,0,3,80,624,240,6,0,0,4,37,279,101,0,0,0
LGA14350,5358,70,11,11,92,247,5694,2636,29,3,0,37,208,2881,2199,35,3,0,34,266,2499,3175,71,3,0,81,229,3480,3926,76,9,0,90,195,4213,3570,68,3,4,71,156,3799,2450,57,3,0,63,116,2623,1574,29,3,0,31,131,1738,396,11,3,0,11,48,461,25283,446,46,17,508,1592,27385,5170,71,25,7,102,198,5468,2776,43,4,0,50,208,3037,2069,59,3,0,66,264,2390,2764,75,11,0,87,240,3090,3787,109,4,0,115,236,4142,4153,67,9,0,79,184,4419,2921,64,3,3,66,134,3119,1595,51,0,0,53,98,1742,604,54,5,0,54,56,716,25854,591,61,11,669,1615,28134,4503,58,24,0,90,376,4967,2633,48,12,3,65,294,2988,2137,101,20,0,122,420,2675,2437,109,5,0,114,341,2892,3250,94,12,0,106,365,3719,4229,97,11,6,110,386,4723,3605,78,3,0,83,351,4042,1740,38,7,0,44,213,1997,720,20,3,0
LGA14400,3396,72,15,9,88,105,3584,2315,62,0,0,61,67,2444,1423,36,5,0,45,36,1506,2268,79,7,0,84,59,2414,2942,109,3,0,106,79,3127,2162,83,10,0,95,78,2341,1573,74,13,0,79,61,1709,1218,50,12,0,64,69,1346,459,17,6,0,22,35,515,17742,571,73,7,654,586,18983,3342,92,14,7,113,53,3505,2280,48,0,0,51,54,2389,1432,73,10,0,83,58,1571,2211,96,5,0,101,41,2352,2816,129,4,0,137,97,3046,2791,103,13,0,117,92,2999,1981,71,7,0,85,54,2122,1246,65,5,0,69,53,1379,557,20,6,0,25,33,614,18667,704,70,15,786,539,19985,3308,121,21,7,146,159,3610,2128,59,4,0,69,116,2310,1649,97,4,3,105,101,1853,2085,128,12,4,145,115,2350,2526,128,13,0,139,160,2828,3133,142,12,0,150,188,3466,2543,99,10,0,109,190,2846,1289,68,6,0,75,128,1498,550,26,6,0
LGA14500,17434,2423,408,103,2928,551,20909,11306,2518,83,13,2607,317,14230,4937,1623,86,12,1729,181,6841,10546,2711,252,13,2970,329,13846,12212,2879,399,9,3286,383,15881,10001,1792,318,7,2117,301,12423,6385,870,231,6,1103,181,7672,5589,466,186,3,656,274,6521,2210,144,81,3,220,339,2771,80614,15416,2027,172,17613,2858,101082,18047,3049,704,65,3810,656,22510,11596,2912,110,23,3044,421,15064,4836,2622,119,22,2768,269,7867,9997,3516,338,21,3873,450,14319,12802,3743,443,24,4207,459,17464,9860,2345,449,9,2799,388,13040,7282,1204,350,3,1557,264,9100,5299,625,246,11,881,262,6433,2887,240,118,10,367,224,3482,82608,20258,2872,182,23307,3382,109299,17153,4802,1254,101,6145,567,23864,11857,3386,170,13,3571,499,15929,5111,3972,210,19,4203,350,9662,8611,5523,498,24,6043,428,15085,12710,4514,714,17,5251,556,18515,9392,2848,908,16,3775,378,13543,7773,1680,678,14,2372,377,10518,5348,852,345,12,1211,344,6907,3119,284,137,6
LGA14550,1902,36,16,5,57,59,2025,925,14,0,0,18,29,977,663,18,3,0,22,19,706,1160,33,4,0,35,27,1228,1567,54,0,0,54,33,1652,1179,33,0,3,30,48,1254,693,18,0,0,18,28,742,472,5,0,0,9,27,511,148,0,0,0,0,7,159,8726,216,19,6,245,285,9257,1635,39,7,0,46,74,1759,895,20,0,0,23,38,957,680,22,0,0,26,34,731,946,38,6,0,41,40,1026,1431,36,0,0,37,64,1537,1504,40,0,4,47,69,1620,817,20,0,0,20,41,874,493,8,0,0,12,26,523,183,5,0,0,3,13,205,8575,228,20,7,247,398,9227,1304,39,11,3,47,118,1460,747,17,0,0,17,64,831,562,25,3,0,28,43,633,745,42,0,0,42,71,855,1177,36,3,0,36,141,1358,1547,40,0,0,43,154,1747,1087,26,0,0,22,109,1217,514,17,3,0,16,67,594,199,12,0,0
LGA14600,1396,11,3,3,18,64,1479,730,4,0,0,10,25,762,689,12,0,0,12,20,718,756,19,0,0,17,25,793,901,14,0,0,14,18,928,751,9,0,0,9,25,786,630,8,0,0,8,17,645,394,4,0,0,4,22,417,127,3,0,0,3,3,135,6362,78,4,3,82,224,6672,1318,15,3,0,22,39,1378,673,3,0,0,4,31,707,688,11,0,0,14,21,722,678,27,0,0,27,29,737,807,13,0,0,15,28,842,826,7,0,0,12,40,871,590,6,0,0,6,26,624,396,6,0,0,6,28,432,149,0,0,0,0,15,160,6116,98,4,0,107,252,6477,1169,27,3,0,35,146,1352,589,9,3,0,14,69,668,632,36,6,0,41,70,738,543,36,3,0,32,74,654,614,10,0,0,10,86,708,734,3,0,0,7,70,814,548,10,3,0,8,91,651,393,0,0,0,0,55,447,149,0,0,0
LGA14650,33908,614,169,70,851,1119,35875,21828,585,33,4,623,710,23156,18167,547,40,9,597,574,19336,23116,866,57,0,918,722,24755,24519,888,89,7,988,793,26297,21331,853,84,3,943,692,22966,14450,555,112,9,684,567,15702,10188,491,113,7,608,630,11435,3100,110,49,5,160,360,3617,170605,5509,746,119,6376,6162,183142,33167,846,225,48,1121,885,35172,22413,664,45,10,720,658,23790,18068,986,55,9,1049,517,19629,22564,1000,65,4,1066,664,24293,24496,977,93,13,1081,747,26322,23268,893,97,17,1009,683,24953,16823,621,98,8,727,582,18136,10763,442,114,4,563,566,11894,4160,192,71,3,269,390,4815,175718,6614,867,123,7603,5688,189005,33597,1097,309,45,1450,1069,36114,21608,677,65,11,753,748,23111,19577,1240,92,14,1346,814,21737,21329,1385,103,12,1493,802,23628,23884,1122,91,14,1224,982,26085,23955,985,115,15,1110,1036,26105,20260,840,91,13,942,1072,22286,11199,492,113,19,623,809,12635,4697,230,68,3
LGA14700,4377,680,151,38,870,311,5547,2818,617,37,0,653,216,3683,3433,1058,54,3,1114,327,4870,3456,943,93,14,1042,265,4765,3115,757,89,11,852,208,4181,2624,498,57,4,557,184,3370,1328,252,103,6,363,91,1783,1163,158,65,5,229,87,1478,613,63,28,0,95,47,756,22916,5019,669,86,5769,1738,30427,4824,754,220,19,998,143,5969,2764,641,24,7,670,109,3543,3125,1503,41,9,1556,197,4877,3670,1166,64,4,1239,170,5080,3257,838,89,3,936,104,4300,2644,659,69,4,738,123,3508,1681,317,90,3,410,83,2176,982,150,101,3,256,62,1295,608,61,38,0,96,52,765,23563,6093,754,55,6897,1047,31510,5058,979,380,39,1397,217,6671,2943,796,46,3,846,143,3938,3505,2292,98,10,2402,368,6278,3673,1792,117,12,1920,281,5876,3423,960,108,11,1076,169,4673,2625,717,174,4,893,162,3682,2030,461,107,7,574,107,2708,1062,219,110,3,326,62,1453,574,97,57,0
LGA14750,2462,75,12,7,95,138,2691,1385,48,0,0,48,60,1489,1093,68,4,0,76,73,1237,1297,129,13,0,142,71,1512,1310,90,9,0,96,70,1474,1009,88,9,0,96,60,1163,739,72,19,3,86,47,883,423,40,27,0,58,22,508,139,4,3,0,13,8,155,9849,600,102,11,709,553,11109,2401,59,22,0,84,127,2609,1470,45,0,3,52,83,1607,918,66,6,3,80,77,1075,1217,91,7,3,97,70,1383,1351,113,6,0,118,64,1535,1059,70,4,0,77,53,1188,760,85,18,0,100,54,913,453,36,17,0,57,35,540,141,12,10,0,23,26,191,9770,576,90,9,676,590,11039,2033,75,22,0,101,167,2297,1367,61,3,3,64,103,1536,947,139,17,0,148,93,1197,1007,106,17,3,125,93,1224,1228,102,26,3,127,126,1481,1180,87,9,0,96,128,1409,876,77,9,0,89,112,1074,546,51,24,0,76,83,708,185,12,12,0
LGA14850,8099,170,55,22,245,277,8619,5569,192,13,4,210,199,5983,4229,197,9,0,210,151,4586,5405,224,12,4,237,214,5860,6209,234,14,5,249,221,6676,4414,159,8,0,166,155,4741,2601,128,20,3,153,136,2892,1792,85,38,3,126,116,2033,736,25,12,0,34,50,822,39053,1410,187,45,1638,1515,42209,7776,233,78,12,328,316,8417,5165,218,18,0,239,236,5637,3983,201,22,8,226,158,4373,4993,248,17,3,266,188,5455,6120,255,18,7,282,230,6626,5587,225,8,3,233,173,5997,3063,119,7,3,130,91,3290,1893,113,34,4,149,76,2114,772,39,19,0,57,36,863,39356,1645,224,43,1907,1502,42764,6921,275,80,3,359,430,7708,4595,181,11,0,196,445,5235,3753,251,30,3,287,365,4395,4439,315,21,5,342,347,5124,5394,274,25,9,305,427,6124,5895,236,19,0,260,541,6691,3897,187,16,0,203,331,4429,1946,110,15,4,129,198,2270,927,54,19,6
LGA14870,3629,36,14,10,51,175,3860,2173,32,17,0,48,125,2345,1885,51,8,3,59,208,2159,2475,61,8,3,73,203,2752,2635,84,10,0,97,173,2906,2492,79,14,0,102,113,2704,1546,49,3,4,54,71,1679,957,29,3,0,28,59,1042,295,6,3,0,12,17,316,18085,428,76,17,524,1148,19760,3496,70,18,0,88,187,3773,2186,48,0,0,52,143,2381,1721,70,7,0,78,180,1975,2226,85,3,0,90,181,2497,2744,85,13,0,99,183,3026,2607,87,13,0,100,147,2856,1950,79,10,0,85,74,2116,1032,35,7,0,45,80,1154,334,13,0,0,11,37,386,18290,573,69,6,648,1221,20162,3138,84,28,4,122,340,3593,2000,49,3,4,54,241,2292,1783,91,6,3,104,371,2256,1919,106,12,0,123,301,2345,2431,104,8,0,115,314,2865,2667,91,14,3,107,313,3091,2342,100,16,0,119,290,2751,1191,39,0,0,47,147,1382,434,7,5,0
LGA14900,21325,12766,2962,623,16349,3258,40922,11538,10385,379,154,10918,1424,23874,11167,10969,1118,108,12202,1518,24883,11450,11254,1979,121,13353,1532,26345,8802,8210,2617,104,10933,1184,20914,6618,4602,1956,72,6634,851,14105,3886,1968,1623,37,3628,509,8023,2139,849,1032,27,1899,334,4376,600,149,316,3,476,89,1163,77518,61153,13980,1251,76383,10700,164601,21751,14271,3313,437,18019,2481,42250,12661,11757,482,109,12352,1199,26210,10439,13183,1148,110,14442,1509,26388,11042,12834,1810,129,14777,1204,27021,9725,11083,2679,106,13867,1160,24752,6940,6493,2636,86,9214,874,17037,4357,2825,1952,58,4827,561,9749,2390,1120,1282,27,2428,367,5182,748,240,411,24,674,143,1559,80046,73807,15723,1080,90603,9498,180141,23619,15772,3565,402,19738,2942,46300,13798,13213,601,95,13915,1724,29436,11192,14937,1477,116,16530,2039,29760,10217,15283,2173,161,17615,1857,29691,9923,12631,2871,132,15632,1583,27132,7213,8522,3557,112,12199,1272,20680,4972,4186,2551,71,6811,823,12609,2627,1585,1675,44,3303,499,6433,946,450,668,13
LGA14920,1384,14,7,0,19,115,1517,694,3,0,0,3,35,736,653,4,0,0,4,46,700,920,18,4,0,22,52,997,1041,6,0,0,6,47,1101,1036,17,3,0,20,50,1104,685,13,5,0,16,55,754,435,3,0,0,3,45,480,131,0,0,0,3,17,151,6977,82,13,0,95,465,7537,1382,16,3,0,22,50,1458,739,4,0,0,5,34,774,657,15,0,0,15,19,694,838,12,0,0,13,33,887,990,15,3,0,22,48,1057,1048,11,3,0,10,48,1104,803,9,5,0,19,30,852,463,7,0,0,7,23,488,156,4,0,0,4,4,171,7067,100,19,0,115,297,7479,1317,14,0,0,16,113,1441,684,3,0,0,3,65,757,683,20,0,0,20,66,773,752,12,0,0,12,58,820,893,18,0,0,17,91,1005,1050,11,0,0,17,122,1188,879,15,0,0,12,85,976,477,9,0,0,10,59,543,176,0,0,0
LGA14950,696,5,0,0,4,6,712,297,3,0,0,3,5,298,275,5,0,0,6,3,278,430,8,3,0,10,7,440,460,3,0,0,3,4,469,423,6,0,0,8,7,443,267,0,0,0,0,6,279,174,3,0,0,3,11,184,71,0,0,0,0,3,72,3087,29,10,0,38,54,3182,605,7,3,0,10,24,631,259,5,0,0,5,18,286,219,4,0,0,7,4,223,356,3,0,0,6,10,375,419,9,0,0,9,21,450,414,5,0,0,5,10,430,301,5,0,0,5,8,317,189,0,0,0,0,9,202,88,0,0,0,0,3,91,2860,37,6,0,45,99,2996,590,4,3,0,13,38,642,269,0,0,0,0,30,302,231,8,0,0,6,19,253,282,6,4,0,6,17,304,382,11,0,0,13,36,429,440,4,0,0,4,37,484,341,3,0,0,3,30,372,195,0,0,0,3,31,231,83,0,0,0
LGA15050,13405,191,48,45,279,528,14212,7952,149,11,14,174,306,8428,7679,166,16,3,185,268,8142,8264,224,17,5,246,267,8783,8019,226,30,0,254,309,8587,6098,141,23,3,169,233,6497,3522,83,20,0,107,157,3785,2298,127,32,3,164,176,2639,693,30,17,3,48,67,815,57939,1334,219,74,1631,2313,61883,13988,275,73,19,365,477,14828,8472,201,22,0,223,342,9041,7975,358,30,3,389,281,8649,8855,350,25,7,386,334,9573,8495,283,34,3,322,306,9122,7262,193,31,0,225,222,7708,4404,105,21,3,132,177,4710,2544,82,20,4,105,149,2793,919,52,23,0,77,51,1053,62917,1906,284,39,2225,2335,67479,15593,463,159,17,644,668,16900,9077,277,19,8,300,378,9744,9492,519,55,6,581,506,10574,9135,542,24,11,578,477,10183,9028,430,43,6,482,466,9977,8129,248,55,4,303,410,8843,6014,149,27,3,174,360,6554,2893,82,17,3,100,256,3253,1040,54,16,0
LGA15240,14408,182,59,29,269,535,15208,7888,95,11,0,102,276,8273,6051,121,8,3,140,237,6431,9317,242,19,0,263,302,9880,11086,240,22,0,263,357,11715,11728,231,16,4,251,349,12330,9563,230,19,0,250,334,10147,6182,128,15,5,151,370,6704,1757,29,5,0,38,228,2026,77994,1502,178,42,1723,2991,82707,13804,245,65,13,319,629,14750,7855,98,13,4,115,336,8305,5724,160,14,5,184,256,6163,8383,257,30,3,293,343,9020,11043,282,25,5,310,404,11760,12696,306,26,3,339,536,13571,11408,276,24,3,306,454,12170,6779,184,19,3,203,405,7385,2297,77,12,3,88,341,2723,79991,1890,223,44,2157,3695,85848,12803,295,53,20,368,762,13937,7566,131,9,4,151,518,8235,6039,239,26,8,270,396,6705,7384,364,25,8,397,478,8264,10311,296,30,7,332,718,11361,13307,334,28,0,362,943,14612,13958,354,25,10,386,1065,15411,7450,221,16,6,243,672,8365,2832,82,11,0
LGA15270,4166,63,21,8,96,166,4429,2153,24,0,0,28,85,2268,1889,53,4,0,61,65,2018,2769,84,7,0,97,127,2986,2710,84,12,3,99,127,2939,2744,72,15,0,82,151,2980,1753,56,12,3,78,114,1943,1027,40,10,0,46,62,1133,349,17,0,0,15,18,394,19567,491,83,22,596,921,21088,4232,74,18,0,89,207,4529,2339,30,5,0,35,124,2509,1998,68,9,0,76,105,2180,2691,100,14,0,114,169,2971,2891,94,8,4,107,127,3123,2743,74,8,0,80,132,2955,2153,62,9,3,77,102,2332,1119,54,17,0,67,75,1262,407,17,3,0,22,34,462,20579,573,87,12,668,1074,22320,4373,86,10,3,98,427,4900,2163,36,3,0,35,233,2430,2336,78,11,3,92,253,2677,2384,102,15,0,118,254,2756,2978,97,12,3,111,326,3410,2746,77,5,0,87,336,3164,2438,69,3,0,76,309,2823,1215,51,11,0,66,149,1425,418,21,7,0
LGA15300,3126,34,11,9,57,279,3459,1473,20,0,0,18,117,1615,1790,30,3,0,33,147,1977,1889,40,8,0,52,146,2083,1660,57,10,0,65,137,1862,1341,33,8,0,43,142,1527,774,19,7,3,28,87,892,371,8,7,0,18,54,441,106,3,0,0,3,8,121,12531,252,62,14,318,1127,13973,2822,44,22,0,66,258,3148,1522,28,5,0,32,136,1691,1482,75,3,0,79,148,1704,1684,42,5,0,46,144,1871,1658,43,6,0,52,122,1827,1347,40,6,3,53,115,1510,913,19,0,0,17,90,1021,432,11,4,0,21,47,499,144,3,0,0,3,10,167,12001,303,56,9,367,1060,13428,2443,88,16,0,114,332,2884,1308,37,3,0,39,176,1530,1351,89,11,0,100,189,1640,1342,100,7,0,107,194,1642,1559,41,8,0,52,213,1823,1377,43,3,3,50,183,1606,1028,42,3,0,50,156,1224,521,10,3,0,14,92,631,146,6,3,0
LGA15350,3889,292,104,26,420,263,4568,2149,220,5,0,226,187,2564,2965,511,23,3,537,289,3787,3307,577,35,3,616,279,4195,3092,328,31,0,360,248,3699,2932,232,25,3,263,241,3431,1490,143,28,4,170,115,1781,1223,121,19,0,142,90,1454,647,47,10,3,53,65,761,21684,2464,277,42,2778,1769,26237,4173,456,105,13,568,274,5019,2239,290,10,3,306,176,2720,2484,635,30,6,668,323,3479,3268,725,26,3,755,297,4319,3258,498,21,11,530,225,4016,2793,274,34,3,309,222,3324,2042,183,25,3,213,141,2395,1127,107,24,3,130,82,1341,716,58,8,0,67,54,839,22097,3233,288,42,3559,1801,27452,4027,552,139,14,703,279,5014,2328,331,11,8,351,182,2858,2280,819,28,0,850,275,3407,2901,860,40,8,911,278,4088,3385,588,38,6,633,255,4273,2754,356,49,5,414,226,3390,2533,241,39,0,288,185,3000,1267,127,35,0,162,114,1542,727,68,18,0
LGA15520,1969,24,4,7,31,84,2089,969,12,0,0,19,58,1043,889,26,7,0,37,52,980,1322,40,7,0,47,51,1415,1490,34,9,0,36,66,1599,1414,23,3,0,25,80,1519,1096,26,7,0,28,73,1196,676,18,3,0,20,66,763,156,4,0,0,4,21,179,9987,196,41,6,243,549,10782,1748,26,11,4,46,87,1880,1024,25,3,0,25,43,1096,814,31,5,0,40,36,883,1153,46,4,0,46,56,1251,1441,34,3,0,36,68,1536,1592,19,3,0,24,76,1697,1383,27,0,0,26,64,1482,779,16,3,0,14,58,850,225,11,0,0,11,19,252,10151,226,39,4,270,500,10918,1823,30,12,3,48,119,1996,944,25,0,0,25,67,1036,928,69,4,0,77,84,1089,991,45,8,0,51,73,1112,1368,33,0,0,37,90,1496,1624,26,4,0,30,164,1822,1620,25,0,0,28,137,1784,879,14,0,0,15,100,994,304,3,3,0
LGA15560,895,13,3,5,24,35,953,430,0,0,0,0,19,454,419,17,0,0,21,12,457,547,8,0,0,10,29,581,559,11,0,0,12,20,594,475,19,0,0,18,16,509,311,12,0,0,13,16,336,185,4,3,0,10,3,193,55,0,0,0,3,5,66,3882,90,20,6,110,157,4145,743,18,3,0,16,40,800,405,9,0,0,9,20,441,323,17,4,0,16,17,353,418,15,4,0,16,21,456,548,12,0,0,14,26,585,445,15,0,0,15,24,478,333,13,0,0,10,23,367,190,3,0,0,4,17,212,55,0,0,0,0,0,58,3455,99,18,0,118,182,3753,674,16,0,0,20,92,789,373,6,3,0,14,41,429,366,24,0,0,27,40,436,369,20,4,0,23,58,448,465,18,3,0,18,51,542,477,12,0,0,12,51,535,327,6,0,0,10,41,373,195,11,0,0,6,15,220,62,0,0,0
LGA15650,3443,37,13,5,52,197,3690,1891,24,6,0,26,136,2060,1841,37,11,0,43,190,2075,2050,55,10,3,60,181,2296,1858,31,7,0,40,107,2008,1458,23,0,0,26,78,1557,815,14,3,0,18,36,874,460,10,0,0,11,29,499,160,3,0,0,3,13,171,13980,219,45,14,281,976,15236,3274,77,21,3,98,231,3603,1960,46,3,0,46,185,2193,1943,98,5,0,110,190,2242,1933,91,9,0,99,193,2222,1956,55,6,0,59,157,2178,1554,29,4,0,33,94,1680,900,11,0,0,10,47,962,494,12,0,0,12,41,548,154,3,0,0,3,15,173,14163,413,52,9,475,1153,15793,3274,106,26,9,135,216,3626,1773,56,3,0,59,126,1959,1918,111,3,0,117,237,2272,1760,118,6,0,130,191,2077,1990,84,3,0,87,194,2267,1610,38,9,0,41,151,1801,1138,23,3,0,28,101,1265,540,16,0,0,20,62,617,180,0,0,0
