LGA_CODE_2016,C16_CFNC_1F1P_1000_1499,C16_CFNC_1F1P_1500_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000m,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_T,C16_CFNC_1E1A_N,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_299,C16_CFNC_1E1A_300_399,C16_CFNC_1E1A_400_499,C16_CFNC_1E1A_500_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_999,C16_CFNC_1E1A_1000_1499,C16_CFNC_1E1A_1500_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000m,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_T,C16_CFNC_1F1NW_N,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_299,C16_CFNC_1F1NW_300_399,C16_CFNC_1F1NW_400_499,C16_CFNC_1F1NW_500_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_999,C16_CFNC_1F1NW_1000_1499,C16_CFNC_1F1NW_1500_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000m,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_N,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_299,C16_CFNC_1P1NW_300_399,C16_CFNC_1P1NW_400_499,C16_CFNC_1P1NW_500_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_999,C16_CFNC_1P1NW_1000_1499,C16_CFNC_1P1NW_1500_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000_mr,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_N,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_299,C16_CFNC_1A1NW_300_399,C16_CFNC_1A1NW_400_499,C16_CFNC_1A1NW_500_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_999,C16_CFNC_1A1NW_1000_1499,C16_CFNC_1A1NW_1500_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000m,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_T,C16_CFNC_BA_N,C16_CFNC_BA_1_149,C16_CFNC_BA_150_299,C16_CFNC_BA_300_399,C16_CFNC_BA_400_499,C16_CFNC_BA_500_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_999,C16_CFNC_BA_1000_1499,C16_CFNC_BA_1500_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000m,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_N,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_299,C16_CFNC_BNW_300_399,C16_CFNC_BNW_400_499,C16_CFNC_BNW_500_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_999,C16_CFNC_BNW_1000_1499,C16_CFNC_BNW_1500_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000m,C16_CFNC_BNW_Ns,C16_CFNC_BNW_T,C16_CFNC_LFns_N,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_299,C16_CFNC_LFns_300_399,C16_CFNC_LFns_400_499,C16_CFNC_LFns_500_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_999,C16_CFNC_LFns_1000_1499,C16_CFNC_LFns_1500_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000mo,C16_CFNC_LFns_Ns,C16_CFNC_LFns_T,C16_CFNC_T_N,C16_CFNC_T_1_149,C16_CFNC_T_150_299,C16_CFNC_T_300_399,C16_CFNC_T_400_499,C16_CFNC_T_500_649,C16_CFNC_T_650_799,C16_CFNC_T_800_999,C16_CFNC_T_1000_1499,C16_CFNC_T_1500_1999,C16_CFNC_T_2000_2499,C16_CFNC_T_2500_2999,C16_CFNC_T_3000_3999,C16_CFNC_T_4000m,C16_CFNC_T_Ns,C16_CFNC_T_T,C16_CF_BFT_N,C16_CF_BFT_1_149,C16_CF_BFT_150_299,C16_CF_BFT_300_399,C16_CF_BFT_400_499,C16_CF_BFT_500_649,C16_CF_BFT_650_799,C16_CF_BFT_800_999,C16_CF_BFT_1000_1499,C16_CF_BFT_1500_1999,C16_CF_BFT_2000_2499,C16_CF_BFT_2500_2999,C16_CF_BFT_3000_3999,C16_CF_BFT_4000_mr,C16_CF_BFT_Ns,C16_CF_BFT_Tot,C16_CF_BPT_N,C16_CF_BPT_1_149,C16_CF_BPT_150_299,C16_CF_BPT_300_399,C16_CF_BPT_400_499,C16_CF_BPT_500_649,C16_CF_BPT_650_799,C16_CF_BPT_800_999,C16_CF_BPT_1000_1499,C16_CF_BPT_1500_1999,C16_CF_BPT_2000_2499,C16_CF_BPT_2500_2999,C16_CF_BPT_3000_3999,C16_CF_BPT_4000_mr,C16_CF_BPT_Ns,C16_CF_BPT_Tot,C16_CF_1F1P_N,C16_CF_1F1P_1_149,C16_CF_1F1P_150_299,C16_CF_1F1P_300_399,C16_CF_1F1P_400_499,C16_CF_1F1P_500_649,C16_CF_1F1P_650_799,C16_CF_1F1P_800_999,C16_CF_1F1P_1000_1499,C16_CF_1F1P_1500_1999,C16_CF_1F1P_2000_2499,C16_CF_1F1P_2500_2999,C16_CF_1F1P_3000_3999,C16_CF_1F1P_4000mo,C16_CF_1F1P_Ns,C16_CF_1F1P_T,C16_CF_1E1A_N,C16_CF_1E1A_1_149,C16_CF_1E1A_150_299,C16_CF_1E1A_300_399,C16_CF_1E1A_400_499,C16_CF_1E1A_500_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_999,C16_CF_1E1A_1000_1499,C16_CF_1E1A_1500_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000_mr,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot
LGA14600,21,16,22,5,3,12,0,98,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,21,0,0,4,0,3,0,0,5,17,4,10,0,0,0,3,49,0,0,0,0,0,8,10,4,13,0,3,0,0,0,0,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,12,12,0,3,0,26,5,81,12,29,3,7,0,0,0,19,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,42,17,5,8,3,36,13,99,44,130,63,79,29,22,23,78,657,3,0,0,0,0,0,0,0,12,22,21,21,14,8,20,122,0,0,0,0,0,0,4,0,3,3,0,0,0,0,3,15,0,0,0,0,0,0,3,3,41,35,34,18,15,8,18,180,0,0,0,0,0,0,0,0,3,5,3,3,0,4,4,25
LGA14650,512,578,511,336,244,185,31,2496,0,0,0,0,3,0,7,12,47,51,91,48,42,23,16,345,0,0,3,8,12,31,59,157,471,362,277,104,123,84,30,1728,3,12,25,23,63,104,209,249,433,185,78,59,35,36,35,1539,0,0,0,3,3,6,20,30,68,42,34,17,8,6,10,238,0,0,0,0,0,0,3,5,19,20,24,9,17,3,18,117,189,121,91,67,815,331,3160,1273,2346,561,314,106,87,90,438,9972,0,3,0,0,9,0,45,12,37,8,9,4,0,0,1052,1184,204,143,129,101,932,507,3592,1880,4417,2370,2315,1434,1214,786,1695,21711,5,0,0,0,3,3,11,17,134,354,746,837,1188,853,433,4589,0,0,3,0,5,4,20,49,190,174,141,96,77,53,72,892,7,3,6,3,3,9,26,72,714,1417,1553,1445,1256,937,464,7920,0,0,0,0,3,4,11,13,118,164,208,189,211,127,68,1111
LGA14700,47,75,68,55,74,90,5,420,0,0,0,0,0,0,0,3,0,6,18,4,14,18,3,71,0,0,0,0,0,4,7,10,70,73,76,27,56,80,3,406,0,4,3,6,0,9,20,23,41,30,23,24,18,44,0,244,0,0,0,0,0,0,0,0,7,0,5,4,0,3,0,19,0,0,0,0,0,0,3,0,0,0,0,3,6,7,3,31,45,20,9,6,33,19,83,66,157,82,80,50,35,75,32,790,0,0,0,0,0,0,0,0,3,0,0,0,0,0,219,222,48,22,11,4,44,35,125,117,381,359,503,432,612,784,283,3760,0,0,0,0,0,0,3,0,17,22,81,97,211,737,89,1257,0,0,0,0,0,0,3,3,18,13,13,16,14,44,15,149,0,0,0,0,0,0,3,11,47,81,108,136,214,698,81,1378,0,0,0,0,0,0,0,3,5,9,20,30,41,88,8,202
LGA14750,65,33,29,15,15,8,3,172,0,0,0,0,0,0,3,4,3,0,9,5,0,0,0,27,0,0,0,0,3,6,8,19,28,16,13,3,3,0,6,102,0,0,0,0,8,3,14,10,10,3,3,0,0,0,0,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,5,4,3,0,0,3,12,15,3,0,3,45,7,118,44,81,12,8,3,4,4,33,380,0,0,0,0,4,0,3,0,3,0,0,0,0,0,46,58,18,6,9,3,64,18,164,79,233,153,146,62,51,19,99,1116,0,0,0,0,0,0,0,5,23,39,58,51,55,28,37,295,0,0,0,0,0,3,0,0,5,5,6,3,0,0,7,31,0,0,0,0,0,3,4,13,45,67,83,54,28,19,19,337,0,0,0,0,0,0,0,0,10,12,12,8,8,3,8,63
LGA14850,209,171,112,54,40,32,13,676,0,0,0,0,0,0,0,7,28,16,15,8,3,3,3,88,3,0,0,0,3,15,33,62,112,74,47,13,14,17,16,410,0,0,3,0,23,44,64,88,70,39,24,6,7,7,7,385,0,0,0,0,5,4,8,7,20,12,4,0,3,0,3,55,0,0,0,0,0,0,0,0,12,0,5,3,3,0,3,36,25,21,17,14,143,72,466,183,308,75,35,13,11,13,62,1448,0,0,0,0,0,0,9,6,4,0,0,0,0,0,227,253,34,28,26,13,191,137,631,417,972,600,456,204,162,119,354,4346,0,0,0,0,0,3,0,9,72,127,202,144,167,93,70,892,0,0,0,0,0,3,12,21,73,66,30,14,6,4,22,260,0,0,0,0,3,4,6,20,215,306,240,161,117,62,70,1204,0,0,0,0,0,3,0,3,30,39,26,17,16,11,15,164
LGA14870,50,58,61,35,15,16,4,250,0,0,0,0,0,0,0,3,8,3,9,0,3,6,3,43,0,0,0,0,4,5,13,25,71,35,33,6,13,3,3,220,0,5,3,3,6,16,31,24,39,12,8,4,0,0,4,159,0,0,3,0,0,0,3,5,3,4,4,0,0,3,3,31,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,18,22,20,9,8,100,37,311,125,185,29,21,7,3,5,69,957,3,0,3,0,0,0,4,4,3,0,0,0,0,3,101,128,25,27,15,15,119,71,377,213,424,213,225,94,104,69,200,2200,0,0,0,0,0,0,3,0,23,25,46,51,93,72,41,360,0,0,3,0,0,0,4,3,15,20,7,7,7,0,9,75,0,0,0,0,0,0,0,10,77,115,119,97,69,78,51,621,0,0,0,0,0,0,0,3,21,16,4,19,13,12,4,92
LGA14900,297,270,246,129,91,52,18,1180,0,0,0,3,0,3,0,3,35,40,47,32,30,9,11,214,3,3,4,6,15,56,116,246,488,311,179,54,63,27,49,1621,6,11,27,17,33,69,119,93,162,57,27,12,10,7,27,667,5,0,0,0,6,11,19,13,35,18,9,6,4,3,16,156,0,0,0,0,0,0,4,5,13,9,21,12,9,5,20,106,372,173,81,79,631,191,1382,339,546,109,57,20,17,26,213,4228,6,0,0,0,8,8,22,9,13,7,3,3,0,0,584,666,395,195,118,110,719,345,1718,800,1889,1258,1423,892,809,373,1002,12021,6,3,0,3,4,3,5,25,227,609,1249,1236,1578,1224,426,6599,0,0,3,0,13,11,35,57,221,157,138,65,70,58,65,899,0,3,3,6,3,14,34,91,717,1157,1179,956,844,642,358,5995,0,0,0,0,0,4,7,8,93,116,183,184,186,116,68,977
LGA14920,35,31,23,18,7,7,3,135,0,0,0,0,0,0,3,3,3,0,3,3,0,0,3,23,0,0,0,0,0,3,4,13,26,11,7,3,0,0,4,77,0,0,5,0,3,4,12,6,17,4,0,3,0,0,3,55,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,13,3,0,3,0,31,19,125,31,54,4,3,4,0,7,19,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,65,14,0,15,0,40,30,154,66,191,96,77,45,31,29,94,887,0,0,0,0,0,0,3,5,17,14,30,23,30,16,31,152,0,0,0,0,0,0,0,0,11,5,3,0,0,0,0,21,0,0,0,0,0,0,3,4,38,34,32,26,21,12,25,199,0,0,0,0,0,0,0,0,6,8,5,3,0,0,0,26
LGA14950,17,14,13,9,6,9,3,65,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,0,0,5,6,5,3,3,0,0,0,36,0,0,0,0,0,3,0,6,4,3,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,15,3,44,16,18,3,3,3,0,3,4,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,3,6,3,0,21,9,51,34,77,51,29,19,12,20,36,365,0,0,0,0,0,0,3,0,3,5,16,11,8,5,5,69,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,9,0,0,0,0,0,0,0,3,15,28,23,13,8,6,15,116,0,0,0,0,0,0,0,0,5,4,0,0,3,0,3,18
LGA15050,211,271,227,130,67,62,9,1027,0,0,0,0,4,0,0,5,32,28,26,26,21,10,6,164,0,3,6,0,3,7,35,73,183,188,127,32,44,19,15,731,3,3,5,7,29,33,78,105,113,57,17,10,9,7,13,494,0,0,0,3,0,0,8,12,25,14,10,14,4,0,9,95,0,0,0,0,3,0,0,3,8,10,0,5,3,4,9,48,60,43,25,17,277,124,922,369,582,127,52,13,18,19,118,2768,0,0,0,0,4,3,8,3,11,0,3,3,0,0,373,404,66,58,37,33,327,186,1088,620,1360,971,936,556,455,267,587,7558,3,0,0,0,3,0,3,3,58,169,331,351,509,405,174,2022,0,0,0,0,3,7,3,12,68,76,44,23,24,16,21,308,0,4,0,3,0,5,13,27,319,578,597,606,416,350,203,3121,0,0,0,0,0,3,3,6,48,55,96,72,74,55,21,439
LGA15240,327,292,169,125,62,57,17,1149,0,0,0,0,4,4,15,12,51,46,28,11,9,10,9,195,0,0,5,3,15,27,53,106,259,131,75,32,27,17,33,796,6,6,20,14,58,110,192,185,213,58,31,24,10,19,32,965,0,0,3,3,3,12,22,18,38,18,15,3,6,6,11,157,0,0,0,0,8,4,8,8,18,16,10,3,4,3,10,98,133,106,59,55,709,268,2445,809,1463,272,187,75,39,59,354,7009,4,4,0,0,9,0,32,11,15,7,0,0,3,0,649,742,165,125,94,74,847,454,2888,1301,2779,1162,800,431,303,246,1142,12817,4,6,0,0,0,7,14,15,119,201,241,189,210,100,160,1261,4,0,0,0,7,5,13,35,129,73,58,22,17,13,38,423,0,0,0,0,9,8,17,39,407,476,338,272,138,84,171,1970,0,0,0,0,0,0,8,14,57,72,46,39,23,18,30,318
LGA15270,88,79,56,47,24,37,12,398,0,0,0,0,0,0,0,3,6,4,6,9,6,4,7,43,0,0,0,0,3,11,17,27,58,34,37,10,13,15,15,246,0,0,3,4,14,15,21,29,41,9,10,6,3,0,6,161,0,0,0,0,0,0,4,0,3,5,9,0,0,0,0,20,0,0,0,0,0,0,0,3,3,3,0,0,6,0,3,26,18,22,3,7,116,28,315,94,146,35,27,8,4,9,61,904,3,0,0,0,3,3,3,0,0,0,0,0,0,0,134,160,36,26,14,15,153,68,406,206,476,267,240,146,136,130,251,2573,0,0,0,0,0,0,4,4,28,53,56,51,100,69,57,430,0,0,0,0,3,0,3,3,22,16,15,7,9,5,18,101,3,0,0,0,3,6,11,13,103,120,136,143,98,102,73,799,0,0,0,0,0,0,0,0,9,14,15,25,23,14,7,110
LGA15300,44,41,43,15,19,7,4,186,0,0,0,0,0,0,0,0,11,4,0,3,4,3,3,35,0,0,0,0,0,3,13,20,29,20,11,3,4,7,4,108,0,0,0,0,0,3,13,6,17,6,11,0,0,0,4,60,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,4,6,3,0,3,3,3,25,5,7,3,3,43,7,80,22,44,13,10,0,0,3,25,267,0,0,0,0,0,0,6,3,0,0,0,0,0,3,69,85,17,8,8,3,49,15,122,74,212,164,150,82,65,63,133,1178,0,3,0,0,0,0,3,3,27,25,73,54,54,32,63,339,0,0,0,0,0,0,0,3,11,3,8,0,0,0,4,33,0,0,0,0,0,0,0,5,50,76,78,36,36,31,44,360,0,0,0,0,0,0,0,3,5,16,9,10,12,4,7,57
LGA15350,35,31,44,49,39,136,3,355,0,0,0,0,0,0,0,0,3,3,8,5,9,19,3,49,0,0,3,0,3,0,4,15,27,31,57,18,64,119,3,331,0,0,3,0,9,3,5,21,42,28,31,12,36,93,0,291,0,0,0,0,0,0,0,0,3,3,7,0,8,9,0,30,0,0,0,0,0,0,0,0,0,0,4,0,4,6,5,21,19,5,0,0,17,19,47,43,120,84,80,74,72,156,21,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,226,23,14,9,3,30,25,64,93,279,236,355,292,449,975,276,3114,0,0,0,0,0,0,0,3,10,9,31,34,77,540,54,760,0,0,0,0,0,0,0,3,11,3,6,6,8,43,24,109,0,0,0,0,0,0,0,0,26,34,50,60,84,594,66,921,0,0,0,0,0,0,0,0,0,0,10,9,21,82,9,129
LGA15520,57,42,39,15,6,5,5,201,0,0,0,0,0,0,0,0,6,9,8,3,3,4,0,38,3,0,0,0,3,7,7,16,38,23,13,4,3,0,5,118,0,6,0,3,5,13,25,9,21,10,10,0,0,0,8,111,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,24,0,0,0,0,0,0,3,0,9,5,0,0,0,0,0,19,19,9,8,4,80,25,213,72,120,15,18,9,0,6,45,640,0,0,0,0,4,0,3,3,4,0,0,0,0,0,89,108,32,21,7,11,102,56,280,131,340,175,158,73,46,38,166,1631,0,0,0,0,3,0,3,10,29,44,49,54,38,26,35,292,0,0,0,0,0,0,4,0,17,10,6,7,3,0,4,50,3,0,0,0,0,3,5,10,73,75,73,48,32,23,29,374,0,0,0,0,0,0,0,0,7,9,6,5,7,5,3,52
LGA15560,15,17,7,11,3,3,0,69,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,3,5,6,11,3,0,0,3,0,30,0,0,0,0,0,0,6,0,12,3,0,0,0,0,3,24,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,0,0,0,10,4,36,7,15,8,0,3,0,3,11,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,3,3,4,0,21,8,54,20,82,62,38,32,13,13,43,394,0,0,0,0,0,0,0,4,11,20,14,17,15,12,28,110,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,16,0,0,0,0,0,0,0,6,26,27,19,12,9,4,18,120,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,18
LGA15650,57,47,44,31,19,17,7,222,0,0,0,0,0,0,0,0,4,6,9,12,4,3,4,39,0,0,0,3,0,6,7,19,31,26,29,4,10,4,8,157,0,0,3,3,7,9,13,16,17,11,3,3,5,0,5,96,0,0,0,0,0,0,3,3,4,4,7,0,3,0,3,28,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,27,16,4,6,52,22,135,54,96,20,13,3,5,0,29,474,0,0,0,0,0,0,0,0,4,0,0,0,0,0,84,97,30,15,13,13,69,33,172,113,254,175,167,125,124,79,153,1524,0,0,0,0,0,0,0,4,14,29,52,41,79,75,37,331,0,0,0,0,0,4,0,0,13,14,12,9,4,4,0,55,0,0,0,0,0,0,5,6,36,88,99,112,76,58,50,525,0,0,0,0,0,0,0,0,6,9,14,15,14,18,5,83
LGA15700,79,50,34,26,8,14,7,237,0,0,0,0,0,0,0,0,13,10,9,6,4,3,0,45,0,0,0,0,3,3,10,24,47,29,18,10,13,6,4,165,0,5,3,3,11,19,36,42,50,15,10,0,6,3,3,214,0,0,0,0,4,0,4,10,12,3,4,0,0,0,0,38,0,0,0,0,0,0,0,0,4,0,5,4,3,0,0,20,33,28,11,9,117,58,486,151,237,41,26,12,0,3,61,1276,0,0,0,0,3,0,11,0,7,0,0,0,0,0,132,154,34,34,17,15,148,92,587,252,539,219,156,80,49,46,212,2476,0,0,0,0,3,0,0,3,20,40,61,36,46,24,23,259,0,0,0,0,0,3,3,10,28,26,13,3,5,0,13,100,3,0,0,0,0,4,4,7,77,75,85,38,28,10,34,364,0,0,0,0,0,0,3,0,12,15,9,12,8,6,6,67
LGA15750,49,52,34,22,17,11,4,210,0,0,0,0,0,0,0,0,11,12,8,0,5,3,3,38,0,0,0,0,4,3,11,13,25,32,17,6,13,10,5,135,0,0,3,4,7,3,16,12,20,4,3,0,3,0,3,84,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,5,3,3,3,0,4,3,24,12,10,3,4,59,21,124,41,66,11,11,4,3,3,27,395,0,0,0,0,0,0,0,4,3,3,0,0,0,0,74,88,18,10,10,6,72,28,169,102,240,173,169,89,93,51,133,1363,3,0,0,0,0,3,0,3,25,42,56,63,59,43,53,343,0,0,0,0,0,0,0,0,4,11,5,6,3,0,3,38,0,0,0,0,0,0,3,11,66,105,64,52,45,37,39,441,0,0,0,0,0,0,0,0,11,17,20,5,12,4,5,66
LGA15800,32,21,17,4,3,6,0,96,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,15,0,0,0,0,3,0,4,9,11,10,3,3,0,0,3,48,0,0,0,0,0,0,0,4,9,3,0,0,0,0,0,21,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,5,3,3,0,34,9,68,16,37,8,4,0,0,0,17,212,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39,48,6,3,3,0,42,20,82,38,147,66,61,28,22,22,77,605,0,0,0,0,0,0,0,0,13,16,33,24,24,9,15,137,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,15,0,0,0,0,0,0,0,8,31,37,39,21,12,3,27,174,0,0,0,0,0,0,0,0,5,6,3,3,5,0,0,28
LGA15850,21,24,18,6,12,7,3,95,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,4,8,11,13,11,5,4,0,0,4,68,0,0,0,0,4,3,8,8,12,0,4,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,8,3,11,4,3,18,12,83,12,38,6,6,0,0,0,14,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,48,8,11,5,5,29,16,106,52,120,79,81,35,32,13,83,687,0,0,0,0,0,0,0,3,17,16,36,22,25,23,25,164,0,0,0,0,0,0,0,0,6,5,3,0,0,0,7,22,0,0,0,0,0,3,0,3,28,40,21,30,12,14,14,164,0,0,0,0,0,0,0,3,3,3,3,7,9,3,3,32
LGA15900,376,494,431,262,193,186,34,2042,0,0,0,0,0,3,13,6,46,41,58,40,50,26,9,299,0,0,4,3,5,23,55,143,347,261,244,89,98,72,36,1382,8,6,22,23,47,83,138,155,255,104,67,42,38,32,19,1038,4,0,0,0,3,5,14,17,39,27,18,9,10,3,7,158,0,0,0,0,0,0,4,0,7,11,14,21,8,10,4,84,141,61,53,29,441,189,1541,581,1134,309,177,64,64,78,196,5066,0,3,0,3,6,0,22,4,12,3,8,0,4,3,896,955,155,77,82,60,534,331,1857,1045,2584,1750,1921,1296,1218,870,1239,15018,0,0,0,0,0,3,6,11,87,210,470,516,812,749,272,3145,0,0,0,0,0,3,10,35,134,125,108,68,73,68,44,670,4,0,0,0,7,6,14,48,438,830,972,1040,997,873,271,5499,0,0,0,0,4,0,3,12,56,104,148,144,165,113,55,816
LGA15950,106,134,184,160,154,355,20,1132,0,0,0,0,0,0,0,3,8,17,23,21,35,49,16,174,3,0,0,0,3,17,15,30,118,126,154,62,182,232,17,955,0,0,6,7,5,21,16,25,85,65,63,29,45,105,6,489,0,0,0,0,0,7,0,0,5,3,4,11,3,15,3,58,4,0,0,0,0,0,0,0,0,0,15,8,13,17,5,67,67,19,11,5,67,21,114,90,216,149,142,105,90,169,36,1303,0,0,0,0,0,0,0,3,3,0,0,0,0,3,664,684,76,25,20,14,86,71,177,175,675,680,1133,1019,1727,2745,831,9460,3,0,0,0,0,0,6,0,17,16,73,94,289,928,75,1495,0,0,0,0,0,0,3,9,15,14,18,14,24,59,23,186,4,0,0,0,0,0,4,6,51,74,142,186,254,758,72,1542,0,0,0,0,0,0,3,0,8,13,39,33,110,199,15,420
LGA15990,376,553,555,453,366,571,49,3024,0,0,0,0,0,0,8,8,42,66,71,52,66,94,34,444,3,0,3,0,3,23,62,115,334,323,294,146,273,311,45,1928,11,10,31,16,71,98,139,190,421,251,195,95,90,161,45,1827,0,0,0,0,3,4,9,10,37,22,25,12,7,17,7,167,0,0,0,0,0,0,3,3,17,16,25,21,27,31,21,168,287,127,76,35,498,191,1141,772,1867,744,541,296,262,396,315,7550,5,3,0,0,10,0,22,6,25,9,9,3,3,5,1482,1582,313,154,120,56,613,351,1490,1254,3708,2662,3002,2218,2680,3532,2154,24315,13,8,3,0,3,0,11,12,164,324,676,814,1711,3638,694,8082,0,3,3,0,3,7,14,48,161,179,193,167,211,243,124,1361,13,7,3,0,0,9,25,82,568,1069,1492,1806,2085,4412,830,12399,0,0,0,0,3,3,8,9,61,97,134,230,338,493,102,1487
LGA16100,21,31,19,10,0,4,0,92,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,11,0,0,0,0,0,0,8,6,19,17,11,0,0,3,5,72,0,0,0,0,3,0,3,7,17,0,6,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,4,3,3,0,17,4,81,16,41,9,3,0,0,3,7,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,8,3,7,0,35,10,96,34,139,90,67,39,27,17,52,632,0,0,0,0,0,0,0,0,9,10,22,20,26,20,22,133,0,0,0,0,0,0,0,3,10,3,4,0,0,0,0,27,0,0,0,0,0,0,0,0,24,39,27,13,16,7,18,150,0,0,0,0,0,0,0,0,4,6,4,0,5,0,0,18
LGA16150,144,130,90,75,48,49,8,562,0,0,0,0,0,0,0,4,11,15,16,11,8,3,3,84,0,0,0,0,6,11,25,55,106,73,42,16,17,18,9,381,4,3,3,3,10,33,46,29,73,28,19,4,9,3,5,271,0,0,0,0,0,3,4,3,9,6,10,0,6,0,3,53,0,0,0,0,0,0,0,0,7,4,11,0,3,0,0,31,32,28,13,4,152,48,382,152,278,57,47,17,17,15,68,1318,0,0,0,0,0,0,7,0,4,0,5,3,0,0,191,214,44,37,23,11,182,97,490,271,755,491,460,280,251,202,316,3904,0,0,0,0,5,0,0,4,47,103,197,192,255,204,86,1080,0,0,0,0,0,3,0,4,33,35,19,6,3,4,6,134,3,0,0,0,0,0,4,16,163,265,281,216,179,172,104,1411,0,0,0,0,0,0,3,8,17,32,46,36,44,26,12,220
