LGA_CODE_2016,C11_CF_LFns_N,C11_CF_LFns_1_149,C11_CF_LFns_150_299,C11_CF_LFns_300_399,C11_CF_LFns_400_499,C11_CF_LFns_500_649,C11_CF_LFns_650_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000_more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_149,C11_C_f_c_T_Fi_150_299,C11_C_f_c_T_Fi_300_399,C11_C_f_c_T_Fi_400_499,C11_C_f_c_T_Fi_500_649,C11_CF_c_T_Fi_650_799,C11_CF_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_3999,C11_CF_c_T_Fi_4000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_149,C11_1PF_F_150_299,C11_1PF_F_300_399,C11_1PF_F_400_499,C11_1PF_F_500_649,C11_1PF_F_650_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_149,C11_1PF_P_150_299,C11_1PF_P_300_399,C11_1PF_P_400_499,C11_1PF_P_500_649,C11_1PF_P_650_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_149,C11_1PF_A_150_299,C11_1PF_A_300_399,C11_1PF_A_400_499,C11_1PF_A_500_649,C11_1PF_A_650_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_149,C11_1PF_U_150_299,C11_1PF_U_300_399,C11_1PF_U_400_499,C11_1PF_U_500_649,C11_1PF_U_650_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_299,C11_1PF_N_lf_Fi_300_399,C11_1PF_N_lf_Fi_400_499,C11_1PF_N_lf_Fi_500_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_149,C11_1PF_LFns_150_299,C11_1PF_LFns_300_399,C11_1PF_LFns_400_499,C11_1PF_LFns_500_649,C11_1PF_lf_ns_Fi_650_799,C11_1PF_LFns_800_999,C11_1PF_LFns_1000_1499,C11_1PF_LFns_1500_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_lf_ns_Fi_3000_3999,C11_1PF_LFns_4000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_149,C11_1PF_TFI_150_299,C11_1PF_TFI_300_399,C11_1PF_TFI_400_499,C11_1PF_TFI_500_649,C11_1PF_T_Fi_650_799,C11_1PF_T_Fi_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_T_Fi_3000_3999,C11_1PF_TFI_4000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_149,C11_TFI_150_299,C11_TFI_300_399,C11_TFI_400_499,C11_TFI_500_649,C11_TFI_650_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_3999,C11_TFI_4000_more,C11_TFI_Ns,C11_T_T,C16_CFNC_BF_N,C16_CFNC_BF_1_149,C16_CFNC_BF_150_299,C16_CFNC_BF_300_399,C16_CFNC_BF_400_499,C16_CFNC_BF_500_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_999,C16_CFNC_BF_1000_1499,C16_CFNC_BF_1500_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999,C16_CFNC_BF_4000_mr,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_N,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_299,C16_CFNC_BPT_300_399,C16_CFNC_BPT_400_499,C16_CFNC_BPT_500_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_999,C16_CFNC_BPT_1000_1499,C16_CFNC_BPT_1500_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000mo,C16_CFNC_BPT_Ns,C16_CFNC_BPT_T,C16_CFNC_1F1P_N,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_299,C16_CFNC_1F1P_300_399,C16_CFNC_1F1P_400_499,C16_CFNC_1F1P_500_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_999
LGA14600,0,0,0,0,0,0,0,0,3,0,0,0,0,0,46,45,12,3,10,10,5,22,49,53,131,121,63,43,28,13,125,699,0,0,0,3,3,0,9,6,12,4,0,0,0,0,10,48,0,0,5,3,4,0,11,15,3,0,0,0,0,0,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,17,0,0,16,32,17,9,20,9,9,5,0,0,0,0,32,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,5,3,22,42,31,14,39,30,31,8,3,3,0,0,57,280,44,7,59,58,47,172,161,184,269,204,114,61,51,31,256,1724,0,0,0,0,0,0,3,10,25,34,40,25,13,9,8,160,0,0,0,0,4,0,0,3,10,0,0,0,0,0,3,27,0,3,0,0,0,0,0,7
LGA14650,0,0,0,0,0,3,9,7,16,8,5,3,0,0,1291,1345,58,17,77,49,110,358,561,906,3337,3770,3172,2659,2868,1064,3248,22260,5,0,9,17,52,27,225,276,673,471,171,164,64,17,291,2471,3,15,45,112,369,92,441,292,342,119,58,23,7,0,202,2125,5,3,7,14,31,3,44,37,36,26,9,9,6,0,52,272,8,9,47,54,93,26,37,23,30,11,4,0,0,0,42,400,56,44,217,370,650,280,610,371,529,159,69,35,12,8,376,3777,3,0,0,3,5,3,3,6,10,3,0,0,0,0,111,158,75,82,326,569,1203,439,1360,1011,1614,783,317,231,90,22,1088,9203,307,123,806,785,1515,4672,4132,4388,8067,6756,5372,4009,4164,1479,6014,52587,0,0,3,0,8,0,10,13,236,454,899,717,640,318,53,3357,0,3,5,0,20,24,55,73,245,107,79,44,31,39,14,738,0,0,3,0,6,10,28,56
LGA14700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,245,18,11,11,8,10,29,47,59,228,306,316,754,917,914,531,4158,0,0,0,0,7,0,15,26,80,73,21,83,21,3,52,383,0,3,3,10,27,0,33,18,26,30,15,16,3,0,31,227,0,0,0,0,0,0,3,3,0,4,4,4,0,0,3,27,3,0,3,7,0,0,3,0,3,0,0,3,0,0,0,28,24,3,12,15,19,16,17,26,36,24,19,16,8,3,40,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,32,13,19,29,50,27,65,75,151,137,62,121,36,10,129,945,92,25,53,57,75,195,215,322,732,742,750,1209,1507,1331,901,8208,0,0,0,0,0,3,0,0,25,73,211,245,392,432,9,1392,0,0,0,0,0,0,7,7,36,19,17,17,13,37,3,157,0,0,0,0,0,0,0,4
LGA14750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,74,12,3,9,7,7,39,55,82,277,198,156,84,69,18,180,1207,0,3,0,0,3,6,20,20,27,21,3,7,0,0,15,130,0,0,3,3,14,3,14,11,13,0,3,0,0,0,11,89,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,9,0,3,3,10,10,3,0,0,0,0,0,0,0,0,3,24,3,3,12,29,38,8,38,18,25,8,4,4,0,0,8,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,5,7,26,46,74,20,76,57,62,29,13,7,0,0,56,467,32,12,65,55,89,249,234,256,500,370,251,128,113,23,320,2700,3,0,0,0,3,0,6,0,35,71,73,23,29,12,3,260,0,0,0,0,3,0,4,6,10,3,0,5,4,0,3,38,0,0,0,0,0,0,3,3
LGA14850,0,0,0,0,0,0,0,3,0,0,0,0,0,0,231,238,12,10,36,14,31,158,221,337,1037,750,502,307,278,84,541,4326,0,4,3,5,27,7,74,88,153,96,25,15,6,0,63,558,0,5,11,42,138,43,114,92,82,15,7,3,0,0,44,594,0,3,0,8,3,4,8,4,11,3,0,0,0,0,13,59,0,7,11,35,48,22,9,5,3,0,0,4,0,0,12,159,16,4,61,104,202,86,153,102,118,26,3,3,6,0,94,979,0,0,0,0,0,0,3,0,3,0,0,0,0,0,29,37,21,23,85,197,422,155,355,296,362,134,43,28,5,0,246,2379,69,38,213,258,533,1031,1025,1194,2240,1425,897,468,427,126,1131,11072,9,3,0,0,9,0,17,17,108,156,181,96,77,36,18,726,0,0,3,0,11,5,18,32,98,58,29,7,6,12,0,272,0,0,4,0,3,0,11,22
LGA14870,0,0,0,0,0,0,3,0,3,0,0,0,0,0,107,115,7,0,10,11,15,63,72,109,314,309,216,268,266,71,296,2041,0,3,0,3,11,3,22,29,48,30,8,7,3,4,30,190,0,5,13,9,46,9,32,24,18,8,4,3,0,0,12,176,0,0,0,0,8,0,3,8,3,0,0,0,0,0,0,24,0,0,8,7,13,5,6,3,0,0,0,0,0,0,7,52,7,3,40,58,86,39,80,50,49,21,9,0,0,0,46,491,4,0,0,0,0,0,0,0,3,0,0,0,0,0,12,23,11,9,62,82,159,54,145,101,125,58,18,7,5,3,103,961,35,19,128,116,208,599,402,472,730,588,391,399,416,108,607,5214,3,0,0,0,6,3,0,4,25,50,78,41,60,33,3,317,0,0,0,0,5,0,11,4,27,17,7,3,0,3,3,81,4,0,0,0,0,4,4,10
LGA14900,4,3,6,9,4,14,20,13,51,19,14,8,4,0,1212,1376,188,83,264,174,275,959,1259,1669,4688,4066,3526,2488,2447,992,3330,26420,7,9,4,11,55,25,222,255,583,335,211,141,77,18,220,2186,3,14,55,71,210,51,213,162,219,89,46,29,14,3,136,1318,3,3,3,3,17,0,17,26,43,27,13,8,4,0,43,213,24,16,53,71,82,38,34,31,44,15,6,9,0,4,43,466,101,71,328,412,585,282,500,328,579,231,122,72,42,13,404,4074,4,0,4,3,0,0,9,7,17,4,0,0,0,0,182,234,135,116,453,574,951,398,985,805,1492,705,402,255,134,37,1025,8478,559,244,1047,878,1401,3328,3080,3496,7720,6012,5234,3306,3171,1199,5284,45955,3,0,0,0,3,3,13,13,199,390,804,614,568,232,51,2893,0,3,0,0,14,10,26,38,88,42,29,16,12,3,12,296,0,0,0,0,3,3,16,39
LGA14920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,50,3,0,3,11,6,29,35,66,165,115,71,51,29,13,139,747,0,0,0,0,0,0,14,8,17,3,0,5,0,0,8,64,0,0,3,7,17,3,12,8,10,0,0,0,0,0,4,64,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,11,0,0,3,3,7,0,3,0,0,0,0,0,0,0,0,25,5,0,19,22,36,9,35,12,24,0,3,0,0,0,18,183,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,5,3,24,30,61,21,64,33,47,10,6,5,3,0,38,349,16,8,50,52,78,262,208,221,355,222,117,91,69,23,267,2037,4,0,0,0,3,0,0,3,28,25,38,16,16,13,3,155,0,0,3,0,0,3,5,0,20,12,5,0,0,0,0,51,0,0,0,0,0,0,4,7
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,3,0,0,3,5,18,26,35,83,47,29,11,18,7,69,351,0,0,0,0,0,0,0,3,7,4,3,0,0,0,3,19,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,8,3,7,4,9,0,0,0,3,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,3,11,11,15,6,3,0,3,0,6,92,11,4,21,23,23,88,71,97,155,89,53,22,27,12,111,802,0,0,0,0,0,0,3,3,20,14,8,4,9,4,3,66,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,18,0,0,0,0,0,0,3,3
LGA15050,0,0,0,0,3,0,4,3,8,6,0,0,0,0,441,462,14,13,22,16,27,110,170,368,1297,1450,1269,1203,1149,439,1074,8621,0,0,0,3,21,12,82,103,226,153,62,75,27,6,86,848,0,4,18,42,131,49,140,91,99,36,7,3,5,0,63,694,5,0,0,0,5,0,12,7,18,8,4,3,0,0,12,74,0,7,19,37,39,13,24,9,5,5,0,0,0,0,12,168,16,14,86,149,227,84,225,135,160,50,17,15,0,7,135,1330,0,0,0,3,3,6,0,3,0,3,0,0,0,0,50,75,25,22,128,237,427,158,474,352,518,256,98,97,34,14,360,3197,95,50,242,290,505,1373,1241,1398,2746,2535,2065,1759,1647,573,1980,18492,0,5,0,3,3,5,5,6,105,250,451,302,287,123,27,1570,0,0,0,0,4,3,20,28,94,37,17,17,12,14,7,252,0,0,0,0,5,4,13,26
LGA15240,0,0,0,0,3,3,3,3,10,6,0,3,0,0,502,545,32,18,63,47,73,353,432,687,1772,1187,787,403,340,100,1190,7489,3,3,6,6,43,16,107,89,180,88,27,22,3,0,87,694,0,16,23,67,205,64,214,119,90,36,3,4,3,0,98,933,0,3,3,4,12,5,11,6,15,3,0,0,0,0,23,97,3,10,34,65,84,23,24,23,10,0,0,3,0,0,33,311,24,32,113,218,384,190,382,200,178,45,14,6,3,0,219,2018,5,0,0,0,0,0,7,0,4,0,0,0,0,0,48,67,43,66,179,370,732,295,752,436,481,171,37,37,12,3,507,4118,210,103,582,563,973,3655,2795,2858,4026,2281,1386,746,643,209,2748,23779,5,0,3,0,14,4,29,18,174,259,236,138,137,71,25,1125,4,4,4,3,14,20,65,83,210,76,44,21,11,13,12,574,3,4,0,3,9,7,33,40
LGA15270,0,0,0,0,0,3,0,0,3,0,0,0,0,0,157,160,6,3,11,19,16,86,97,150,411,374,264,277,230,71,399,2408,0,0,0,0,14,0,25,23,53,33,3,11,5,0,16,201,0,5,10,21,39,8,43,25,29,6,3,3,0,0,10,211,0,0,0,3,3,0,4,3,3,0,0,0,0,0,6,21,0,3,3,10,7,0,8,0,0,0,0,0,0,0,7,45,3,7,24,65,79,17,76,36,31,12,0,4,0,0,58,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,3,13,40,103,150,31,149,94,115,49,13,16,5,0,117,908,45,28,117,156,203,631,472,545,869,657,471,425,383,115,787,5901,3,3,3,0,9,0,18,8,72,73,88,60,71,56,6,463,8,3,0,0,6,4,16,17,50,18,13,5,4,3,3,147,3,4,0,0,9,9,7,19
LGA15300,0,0,0,0,0,0,0,4,4,0,0,0,0,0,79,92,8,3,11,8,15,35,66,109,271,204,156,107,99,53,243,1387,0,0,5,0,8,7,17,21,33,10,10,3,0,3,23,141,0,0,0,6,20,5,25,15,18,4,0,0,0,0,10,109,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,11,0,3,5,5,11,0,0,5,0,0,0,0,0,0,11,40,5,0,31,51,59,18,34,28,24,11,0,0,0,3,48,310,0,0,3,0,0,0,3,0,0,0,0,0,0,0,25,39,8,4,40,62,97,42,88,63,80,23,16,9,0,5,117,651,44,13,94,71,129,232,225,297,550,387,299,159,188,84,485,3256,6,3,0,0,6,0,4,5,50,70,80,54,40,25,15,359,0,0,0,0,4,0,10,4,13,6,3,0,0,0,0,43,3,0,0,0,3,0,0,5
LGA15350,3,0,0,0,0,0,0,0,0,0,0,0,0,0,255,265,20,5,14,6,8,11,20,38,113,148,140,724,604,852,533,3241,0,0,0,0,0,0,10,14,52,44,12,97,18,5,35,282,0,0,4,0,22,0,15,14,31,30,10,31,3,3,15,183,0,0,0,0,3,0,0,0,8,3,0,3,0,0,0,21,0,0,3,0,0,0,4,3,4,0,0,4,0,0,0,28,13,6,6,5,26,15,16,18,33,23,9,26,13,3,30,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,18,12,14,12,51,20,46,49,122,99,42,166,31,5,85,769,78,26,45,25,66,90,122,223,504,506,466,1255,1246,1420,860,6940,0,0,0,0,0,0,3,0,18,40,108,112,204,394,14,887,0,0,0,0,0,4,5,13,25,14,13,17,13,51,3,154,0,0,0,0,0,0,0,0
LGA15520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,72,7,0,13,5,5,29,53,80,227,174,121,70,70,11,202,1063,3,4,0,0,9,0,14,15,23,17,4,0,0,0,17,98,0,0,0,6,14,0,20,8,6,3,0,0,0,0,13,71,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,13,0,0,3,5,6,0,0,0,0,0,0,0,0,0,3,17,6,0,12,16,27,3,13,9,17,5,3,0,0,0,20,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,4,5,19,28,57,7,45,34,43,18,3,3,0,0,56,328,47,13,67,52,96,373,279,334,507,335,210,118,108,38,401,2978,6,3,0,0,9,5,6,10,49,56,73,41,24,16,6,306,0,0,0,0,0,0,3,7,25,6,3,4,3,3,0,61,3,3,0,0,0,3,9,17
LGA15560,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20,17,0,0,6,4,12,9,16,36,93,80,38,15,11,4,78,410,0,0,0,0,0,0,6,10,14,3,3,0,0,0,0,38,0,0,0,0,10,0,5,3,3,0,0,0,0,0,5,31,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,15,0,11,3,3,0,0,0,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,29,5,21,23,16,3,3,0,4,0,16,140,25,0,14,20,46,88,83,110,173,136,72,35,22,5,136,969,5,0,0,0,3,0,3,0,20,17,29,9,11,7,3,100,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,3,5
LGA15650,0,0,0,0,0,0,0,0,4,0,0,0,0,0,82,81,6,3,5,0,5,36,48,56,243,236,202,342,278,103,223,1790,0,0,0,0,3,3,16,27,47,21,10,22,7,3,26,182,0,0,8,15,23,9,27,20,11,6,4,8,0,0,14,141,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,16,0,4,8,9,13,0,4,3,0,0,0,0,0,0,3,41,3,6,23,31,54,16,45,17,31,6,0,4,0,0,26,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,3,11,33,56,99,25,91,65,91,33,17,28,4,3,85,662,22,23,66,67,118,259,254,229,522,440,369,519,446,169,434,3936,0,0,0,0,0,0,3,6,33,51,59,67,72,44,13,358,0,0,0,0,0,0,7,10,14,8,4,3,3,3,0,45,0,0,0,0,0,0,3,8
LGA15700,0,0,0,0,0,0,3,0,5,0,0,0,0,0,98,104,9,3,15,9,19,82,105,157,403,231,137,60,45,25,230,1538,0,0,4,7,8,3,22,23,29,22,0,0,0,0,16,137,0,0,6,19,47,21,45,33,20,8,0,0,0,0,30,221,0,0,0,4,4,0,3,7,0,0,0,0,0,0,4,24,0,3,5,16,21,9,9,3,0,0,0,0,0,0,12,83,0,5,35,60,111,55,74,49,45,9,3,0,0,3,60,510,0,0,0,0,0,0,3,4,0,0,0,0,0,0,18,24,3,4,59,104,192,88,152,113,102,35,8,5,5,4,132,992,35,17,143,148,248,838,617,653,846,445,230,103,84,51,578,5034,0,4,0,0,3,4,8,4,34,50,47,24,12,13,5,203,0,3,0,0,3,3,17,11,53,19,7,3,0,4,3,134,0,0,0,0,0,0,6,17
LGA15750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,13,0,10,3,10,36,53,95,257,239,179,127,98,43,268,1434,3,0,3,3,8,4,17,14,34,14,5,7,0,0,15,133,0,0,6,8,20,12,13,14,9,3,0,0,0,0,13,84,0,0,0,0,3,3,0,3,3,3,0,0,0,0,8,21,0,0,6,11,8,3,4,0,0,0,0,0,0,0,3,42,3,4,22,26,46,11,30,16,23,9,3,0,0,0,29,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,6,7,31,45,82,32,71,48,68,32,6,6,0,0,82,527,51,12,72,69,114,310,234,301,576,423,319,196,154,61,504,3390,0,0,0,0,0,0,3,14,40,46,82,54,49,20,10,321,0,0,0,0,0,0,4,8,17,5,11,0,6,0,0,56,0,0,0,0,0,0,6,9
LGA15800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,50,7,0,11,0,9,15,25,48,133,103,83,26,25,9,117,608,0,0,0,4,0,0,10,12,13,7,3,0,0,0,8,61,0,0,0,6,9,0,11,8,3,0,0,0,0,0,4,47,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,7,4,3,0,0,0,0,0,0,0,0,3,26,0,3,12,17,27,4,24,15,9,3,0,3,0,0,12,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,3,14,28,42,7,45,35,21,7,3,4,0,0,37,265,13,9,56,33,58,164,142,149,254,169,130,45,46,15,206,1485,0,0,0,0,3,3,3,3,35,17,29,16,13,13,4,135,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,14,0,0,0,0,3,0,3,3
LGA15850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,54,7,7,3,7,3,14,27,37,135,106,79,47,46,14,140,666,0,0,0,3,0,0,14,12,30,4,3,0,0,0,13,83,0,0,0,4,13,0,7,12,5,0,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,6,3,9,0,4,0,3,0,0,0,0,0,0,36,7,0,6,22,34,12,22,17,14,7,0,0,0,0,21,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,4,15,33,66,18,50,39,57,12,4,0,0,0,45,351,22,10,40,60,79,135,149,176,299,196,127,69,62,19,259,1714,0,0,0,0,0,0,0,10,27,25,34,25,22,10,5,160,0,0,0,0,0,3,0,0,7,3,7,0,0,0,0,27,0,0,0,0,0,0,3,8
LGA15900,0,0,0,0,0,3,5,4,13,5,3,0,0,0,854,890,36,16,53,40,95,245,365,616,2135,2457,2274,2027,2140,885,1993,15366,7,3,8,9,40,17,155,230,507,359,164,156,54,3,241,1969,3,8,43,79,263,69,323,194,238,85,34,16,15,3,153,1535,0,0,6,5,21,7,23,17,54,23,9,10,3,0,40,212,16,12,38,64,66,19,32,18,24,9,3,0,0,0,24,316,57,23,162,278,431,206,437,288,448,140,60,18,16,0,294,2869,3,0,3,0,3,3,5,7,15,3,3,0,0,0,91,128,84,49,258,432,828,329,979,741,1280,619,275,201,90,8,847,7023,228,78,533,600,1039,2818,2479,2803,5531,4806,4210,3230,3409,1335,3997,37100,0,0,0,0,3,0,10,15,159,406,848,733,719,429,32,3360,0,0,4,0,14,18,59,63,204,93,62,42,36,33,12,636,3,0,0,0,0,4,9,46
LGA15950,0,0,0,0,0,0,0,0,0,0,0,3,0,0,323,333,27,7,23,7,14,26,55,81,293,334,307,946,1021,1067,609,4825,3,3,0,7,9,3,23,28,117,121,33,198,59,16,75,703,0,0,9,7,17,8,23,23,70,40,12,20,14,3,36,279,0,0,0,0,0,0,0,0,6,3,3,8,0,0,12,44,6,0,0,6,4,3,8,3,9,0,0,5,0,0,4,57,32,12,16,31,27,12,34,43,56,31,26,24,16,3,52,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,45,17,24,49,63,25,86,98,261,196,80,256,95,22,191,1498,138,36,97,81,124,219,316,477,1254,1333,1428,2259,3073,2797,1581,15209,0,0,0,0,0,0,4,11,45,141,495,596,1163,1711,63,4229,0,0,0,0,5,6,17,13,87,51,51,28,33,79,3,378,0,0,0,0,3,0,5,7
LGA15990,0,0,0,0,0,0,3,9,12,8,12,15,3,3,1806,1874,120,48,94,82,101,204,419,768,2745,3478,3479,5815,6212,4187,4426,32172,7,10,18,19,45,19,136,230,629,524,233,480,163,35,388,2937,8,25,45,77,230,62,278,242,396,188,78,68,32,8,243,1974,3,3,5,9,9,0,28,17,35,18,13,12,6,0,42,185,7,18,23,21,36,10,23,26,26,12,4,7,3,0,30,241,86,36,103,124,202,137,241,234,429,196,96,81,49,20,272,2306,0,0,0,0,0,3,0,0,13,0,0,0,0,0,71,98,104,90,193,248,525,229,708,751,1524,940,422,648,253,63,1047,7755,476,180,579,479,803,2117,2473,3647,7553,7059,6794,8477,9440,6124,7481,63681,3,0,0,0,7,3,3,12,201,501,1143,1041,1514,1808,123,6376,0,3,4,0,18,16,72,106,384,178,140,95,77,134,24,1245,4,0,4,0,3,4,20,45
LGA16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,42,0,0,0,0,3,16,15,47,117,108,76,46,49,10,87,571,0,0,0,0,3,0,4,9,11,6,0,3,0,0,0,42,0,0,0,4,8,0,0,9,3,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,3,3,4,3,0,0,0,0,0,0,0,0,19,3,0,5,12,14,0,19,4,6,3,0,0,0,0,11,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,12,19,28,4,27,24,24,14,8,3,0,0,23,182,16,3,23,27,38,112,92,142,247,196,125,68,69,26,170,1357,0,0,0,0,4,0,3,0,23,19,32,20,24,9,3,135,0,0,0,0,0,0,0,10,10,5,4,0,0,0,0,28,0,0,0,0,3,0,0,3
LGA16150,0,0,0,0,0,0,3,0,3,3,0,0,3,0,293,308,13,6,22,16,7,74,92,144,703,753,568,507,495,208,586,4191,7,0,5,4,21,8,49,67,151,103,21,25,8,3,66,531,0,3,12,24,66,13,71,40,66,12,0,3,0,0,35,342,0,0,0,0,5,0,3,5,17,9,0,0,3,0,5,56,0,5,15,13,18,9,13,11,4,0,0,0,0,0,10,92,5,15,61,78,140,45,95,61,75,27,14,12,0,0,91,723,0,0,0,3,0,0,4,0,3,0,0,0,0,0,36,44,13,22,92,126,257,65,237,191,318,145,38,36,15,3,240,1799,59,37,162,171,294,703,618,695,1531,1282,1017,756,784,314,1151,9560,0,0,0,0,0,0,8,0,84,149,202,155,135,102,13,843,0,3,3,0,3,0,15,17,46,20,26,0,9,13,7,155,3,4,0,0,0,0,4,13
