LGA_CODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
LGA14350,2065,3614,1367,1193,604,320,9157,154,80,21,10,0,0,260,14,12,0,3,0,0,30,162,87,24,8,0,3,290,341,143,24,16,0,0,524,9,16,3,0,0,0,25,3,0,0,0,0,0,3,3,0,0,0,0,0,3,361,161,23,16,0,0,559,111,64,10,0,5,0,194,21,12,3,4,0,0,45,14,14,3,8,3,0,43,148,95,19,9,10,0,285,0,0,0,0,0,0,0,2736,3956,1442,1228,616,320,10292,2390,3755,1366,1026,553,372,9466,184,151,50,45,19,13,467,24,17,3,5,3,6,55,207,172,48,52,25,17,522,266,102,35,5,3,3,417,20,8,0,4,0,0,31,0,0,0,0,0,0,0,4,0,0,0,0,0,9,288,111,32,5,3,3,449,86,35,5,5,3,0,132,11,7,4,6,0,0,23,6,6,0,0,0,0,13,100,42,6,6,3,3,168,0,3,0,0
LGA14400,983,2029,892,1116,522,172,5720,50,70,20,11,0,4,156,93,104,22,16,7,0,251,148,170,44,32,9,3,404,257,143,37,17,7,0,456,29,18,5,0,0,0,53,74,48,0,0,0,0,120,5,0,0,0,0,0,7,363,206,47,17,7,0,643,14,9,0,0,0,0,33,0,0,0,0,0,0,0,8,6,3,0,0,0,21,21,22,8,0,0,0,48,0,0,0,0,0,0,0,1518,2428,990,1169,536,173,6818,986,2342,950,1069,522,166,6030,106,100,25,19,8,0,252,133,195,44,28,9,3,410,238,299,68,44,15,3,665,188,91,15,10,3,0,314,80,60,8,7,0,0,150,108,60,0,0,0,0,166,18,4,0,0,0,0,25,389,219,25,17,4,0,655,11,8,0,0,0,0,23,0,0,0,0,0,0,0,22,4,8,0,0,0,45,29,19,11,0,0,0,62,0,3,0,0
LGA14500,3203,8082,4822,7437,3544,1135,28226,87,97,22,19,3,0,225,216,284,121,96,19,7,744,307,378,145,115,23,7,969,927,586,158,67,15,7,1760,614,415,130,77,12,3,1246,284,263,67,48,7,0,669,21,16,3,10,7,3,60,1846,1278,365,200,41,13,3740,0,0,0,3,4,0,6,0,0,0,0,0,0,0,9,10,5,0,0,0,29,14,13,3,4,4,0,39,0,6,8,3,0,0,18,5371,9761,5334,7752,3611,1155,32995,3133,7952,4940,7526,3587,1208,28354,194,176,28,36,4,0,444,296,444,152,149,32,7,1079,493,614,185,180,36,5,1520,766,589,145,85,13,3,1599,641,494,192,106,20,8,1457,734,1093,509,338,60,6,2737,17,10,9,3,0,0,37,2159,2186,852,529,89,23,5832,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,10,0,0,0,0,15,9,10,0,0,0,0,19,20,7,13,9
LGA14550,868,1273,425,397,236,145,3338,3,0,0,3,0,0,10,0,0,0,0,0,0,0,3,0,0,3,0,0,10,62,16,3,3,0,0,91,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,26,3,3,0,0,101,19,9,0,7,0,0,36,12,9,0,3,0,0,23,3,16,0,8,4,0,28,35,36,0,18,3,0,91,0,0,0,0,0,0,0,971,1332,430,414,238,148,3536,963,1320,465,365,215,118,3450,9,3,3,0,0,0,20,9,4,0,0,0,0,14,21,7,3,0,0,0,32,34,16,9,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,14,8,0,0,0,64,20,4,0,0,0,0,31,4,3,0,0,0,0,13,11,0,0,0,0,0,12,41,11,0,0,0,0,54,0,0,0,0
LGA14600,568,897,273,271,173,108,2295,23,25,15,7,9,4,81,0,0,0,0,0,0,0,23,25,15,7,9,4,81,49,8,3,4,3,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,57,12,3,4,3,4,78,7,0,0,0,0,0,13,0,0,0,0,0,0,3,10,5,0,0,0,0,20,18,10,0,0,0,0,31,0,0,0,0,0,0,0,671,943,290,283,187,116,2480,620,874,336,290,175,81,2374,28,11,0,0,0,0,34,0,0,0,0,0,0,0,28,11,0,0,0,0,34,36,10,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,0,0,0,0,47,12,0,0,0,0,0,16,3,0,0,0,0,0,0,3,3,0,0,0,0,3,12,4,0,0,0,0,18,0,3,0,0
LGA14650,10898,21054,9910,10705,4591,1663,58818,1763,1289,247,116,53,20,3490,431,441,142,92,36,14,1147,2199,1726,384,210,85,31,4630,1668,761,161,76,19,11,2697,23,21,4,0,0,0,56,71,66,9,0,0,0,153,78,33,7,3,3,4,131,1842,889,185,79,24,10,3031,494,258,25,17,3,3,801,10,6,0,0,0,0,18,40,31,9,7,0,0,97,548,295,39,29,9,4,915,22,17,0,3,3,0,44,15508,23972,10521,11015,4716,1714,67444,11652,22115,10237,10713,4475,1776,60961,2050,1311,267,126,48,21,3824,436,497,195,107,36,20,1289,2491,1811,458,234,86,38,5118,1982,867,173,76,26,13,3132,116,82,17,3,0,0,219,117,124,25,9,3,0,288,56,30,12,3,0,0,101,2269,1105,227,98,26,13,3743,347,187,26,8,5,4,582,5,0,0,0,0,0,7,51,35,11,9,0,4,111,404,226,45,15,4,10,701,14,10,3,0
LGA14700,841,1657,1057,1439,664,188,5856,82,75,42,10,9,0,219,101,161,76,52,11,3,411,185,239,116,63,20,3,621,438,289,61,37,9,3,837,802,606,196,88,16,5,1714,879,995,291,104,28,3,2302,14,4,3,5,0,0,25,2130,1901,557,233,47,9,4880,0,3,0,0,0,0,3,0,0,0,0,0,0,0,39,6,3,3,3,0,58,39,9,4,3,3,0,61,24,0,0,0,0,0,24,3221,3809,1740,1738,738,204,11443,779,1650,1004,1554,731,201,5918,80,71,21,23,4,0,205,118,188,88,88,17,4,506,199,261,112,113,17,4,707,443,353,128,68,13,4,1013,865,841,316,134,21,8,2191,697,822,310,98,27,10,1961,11,7,3,0,0,0,21,2017,2024,757,300,64,20,5183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,4,3,0,0,36,19,7,4,3,0,0,32,15,7,5,8
LGA14750,729,1137,506,566,317,136,3385,41,23,5,3,0,0,78,0,3,0,0,0,0,3,41,22,5,3,3,0,83,163,81,15,12,0,3,279,11,3,0,0,0,0,15,27,3,0,0,0,0,30,3,0,0,0,0,0,6,205,88,17,18,3,3,334,22,3,4,0,3,0,38,3,3,4,0,0,0,12,3,3,0,3,0,0,11,26,11,3,5,3,0,53,0,0,0,0,0,0,0,1004,1259,537,590,323,142,3856,752,1145,555,495,276,140,3373,86,34,10,0,3,0,136,22,3,0,0,0,0,24,105,36,15,4,3,0,162,123,65,15,9,4,3,212,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,127,65,15,9,4,3,214,11,3,0,0,0,0,23,0,3,0,0,0,0,3,7,8,3,0,0,0,15,19,10,3,0,0,0,35,0,0,0,0
LGA14850,2774,4922,2202,2114,997,436,13447,269,157,34,19,7,3,489,52,65,15,14,3,0,149,320,217,55,29,15,0,643,702,388,128,45,12,5,1271,65,16,4,0,0,0,81,11,9,3,0,0,0,22,18,7,3,3,0,0,35,799,412,135,49,10,5,1412,191,64,14,9,4,4,281,44,5,3,0,0,0,61,21,27,4,0,0,0,53,261,96,22,11,5,5,399,0,0,0,0,0,0,0,4151,5650,2418,2202,1031,449,15902,3019,5197,2183,2091,933,451,13875,383,187,57,23,10,0,656,118,83,30,16,3,0,251,499,270,88,42,8,0,907,613,302,85,37,6,0,1044,56,17,3,0,0,0,75,34,5,4,0,0,0,47,40,9,5,0,0,0,50,739,338,95,42,5,0,1220,168,46,13,3,3,3,237,20,3,3,4,0,0,27,34,16,4,3,0,0,68,227,68,20,9,8,5,328,3,7,0,0
LGA14870,1758,2403,1002,1009,442,177,6792,164,84,30,12,3,5,298,34,15,0,3,5,0,51,196,96,33,18,6,4,353,143,40,11,7,0,0,203,15,3,3,3,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,6,158,44,15,9,0,0,228,19,6,0,0,0,0,28,0,0,0,0,0,0,7,9,7,3,3,3,0,24,32,16,4,3,4,0,60,3,3,3,0,0,0,8,2148,2566,1050,1039,452,186,7436,1924,2588,961,974,427,172,7048,234,116,31,9,8,7,395,11,8,3,0,0,0,25,241,123,29,9,8,5,422,136,28,6,8,4,0,187,26,7,0,0,0,0,36,0,0,0,0,0,0,0,3,3,0,0,0,0,5,170,41,6,8,5,0,229,22,5,0,0,0,0,31,6,0,0,0,0,0,6,18,12,3,7,3,0,40,52,16,3,7,4,0,81,3,3,0,0
LGA14900,4121,9252,7315,9460,5025,3150,38314,581,571,306,307,142,51,1961,643,812,574,498,199,158,2868,1224,1382,884,800,338,211,4833,949,373,214,150,62,16,1767,916,609,360,274,77,26,2260,567,521,352,287,94,21,1841,12,4,4,3,0,0,24,2440,1512,935,718,232,60,5892,86,30,14,7,3,3,138,3,3,0,3,0,0,14,5,16,4,3,4,3,37,97,44,18,12,6,5,192,0,6,4,0,0,3,13,7879,12191,9148,10996,5604,3424,49249,4489,9280,7609,9865,5350,3755,40344,700,606,375,382,168,107,2336,787,1027,753,790,416,255,4017,1489,1634,1127,1166,579,356,6355,821,272,171,104,62,26,1461,1025,762,447,335,96,39,2712,695,740,511,408,145,48,2546,16,21,5,4,3,0,44,2557,1797,1135,849,305,118,6764,30,14,3,3,0,0,48,7,0,0,0,0,0,4,11,11,11,3,0,0,35,46,21,12,3,0,3,89,17,6,9,8
LGA14920,746,1057,353,363,172,71,2757,3,3,4,0,0,0,14,0,0,0,0,0,0,0,3,3,4,0,0,0,14,56,12,5,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,12,5,0,0,0,75,3,4,3,5,4,0,15,6,0,0,0,0,0,6,10,5,4,3,0,0,21,13,10,8,4,3,0,37,0,0,0,0,0,0,0,818,1081,368,369,180,67,2888,760,1116,380,324,178,65,2825,29,8,5,0,0,0,41,0,0,0,0,0,0,3,26,10,5,0,0,0,42,38,8,5,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,5,0,0,0,54,5,5,0,0,0,0,9,0,0,0,0,0,0,3,4,6,5,0,0,0,10,5,14,3,0,0,0,23,0,0,0,3
LGA14950,268,428,153,154,96,58,1150,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,11,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,3,0,0,18,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,8,0,0,0,0,0,0,0,295,427,155,151,96,58,1186,284,421,149,117,85,44,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,8,3,4,3,0,0,0,11,6,0,0,0
LGA15050,3252,6569,3481,3840,1590,700,19443,328,279,122,68,22,10,822,65,61,11,8,0,0,144,390,341,138,77,22,10,973,781,345,80,32,18,3,1255,0,0,0,3,0,0,4,0,0,0,0,0,0,0,14,0,5,0,0,0,19,792,348,81,31,18,3,1276,51,13,8,6,0,0,76,3,0,0,0,3,0,3,17,3,5,0,3,0,35,66,23,12,6,5,0,116,0,0,0,0,0,0,5,4510,7279,3715,3958,1631,722,21812,3636,7215,3817,4040,1746,805,21263,595,420,110,53,16,5,1202,129,103,33,11,9,0,284,727,522,142,66,21,6,1484,714,308,95,36,13,8,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,17,728,317,95,32,13,5,1187,55,13,6,4,0,0,83,0,0,0,0,0,0,0,34,26,5,0,0,0,74,93,42,15,8,0,0,158,4,0,0,0
LGA15240,5803,11591,3794,3421,1735,775,27118,1034,884,172,79,18,6,2194,92,125,26,20,3,3,260,1123,1002,198,101,22,9,2461,1165,476,107,42,10,4,1798,142,99,10,3,0,0,250,125,81,7,6,0,0,220,21,8,7,0,0,0,36,1453,664,126,48,12,4,2310,364,225,30,21,12,6,665,24,11,9,9,3,0,62,50,49,21,13,4,4,134,444,288,59,39,16,11,858,0,3,0,0,0,0,4,8824,13551,4175,3608,1788,797,32743,6520,12243,3724,3305,1624,796,28214,1225,908,151,70,17,6,2377,203,226,74,36,14,7,550,1422,1127,225,108,30,15,2926,1256,495,118,29,6,0,1907,151,107,25,6,0,0,290,168,117,14,11,0,0,315,29,11,7,0,3,0,42,1601,729,160,47,10,3,2559,320,209,21,8,9,0,564,14,11,3,4,3,0,33,54,53,19,6,3,0,140,392,274,36,19,13,3,740,8,13,10,0
LGA15270,1682,2774,1058,979,528,241,7258,152,70,27,8,3,0,261,3,3,0,0,0,0,6,154,76,27,8,3,0,266,182,49,7,12,0,0,255,11,8,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,64,8,14,0,0,280,86,32,3,4,0,0,125,3,3,0,0,0,0,6,14,15,3,3,4,3,47,104,45,15,7,4,0,178,0,3,0,0,0,0,10,2143,2965,1105,1005,538,246,7994,1801,2917,1104,995,552,238,7616,165,86,31,15,0,4,305,0,0,0,0,0,0,0,165,86,31,15,0,4,305,205,68,10,0,0,0,291,9,0,0,0,0,0,9,0,0,0,0,0,0,0,5,4,0,0,0,0,6,214,68,10,0,0,0,297,67,18,4,3,0,0,94,7,3,3,0,0,0,14,13,14,5,0,0,0,36,92,37,12,0,3,0,143,0,3,0,0
LGA15300,804,1355,693,655,384,200,4104,21,10,0,3,0,0,33,13,8,0,3,0,0,23,35,16,4,3,0,0,61,213,109,26,5,3,3,360,0,0,0,0,0,0,3,21,8,7,0,0,0,38,0,0,0,0,0,0,0,235,116,30,6,3,3,404,29,22,0,3,0,0,60,0,0,0,0,0,0,0,11,4,0,0,0,0,17,45,25,3,3,0,0,77,0,8,4,3,0,0,16,1123,1523,732,678,395,207,4654,982,1362,619,590,309,214,4074,42,37,9,14,4,0,110,13,3,0,3,0,0,20,51,39,11,18,4,0,130,241,97,29,7,4,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,97,29,9,4,0,380,34,14,0,0,0,0,53,0,0,0,0,0,0,0,4,4,4,0,0,0,17,41,19,4,0,0,0,68,0,3,0,0
LGA15350,525,1202,676,1026,538,146,4111,161,234,136,109,26,0,660,144,200,88,61,16,3,508,299,428,226,170,38,9,1168,462,398,129,50,6,3,1061,1116,768,160,43,4,0,2085,1023,682,120,43,5,3,1878,19,11,3,0,0,0,35,2615,1865,413,132,24,7,5056,0,0,0,0,0,0,3,0,0,0,0,0,0,3,35,30,9,8,0,0,79,35,33,5,13,0,0,85,3,3,0,0,0,0,5,3479,3526,1329,1345,600,159,10436,535,1169,699,1047,580,145,4176,167,218,104,130,25,5,644,178,281,92,107,33,3,703,347,504,194,234,60,13,1346,469,512,163,71,10,3,1233,1075,752,198,75,16,0,2118,953,631,153,61,6,0,1807,0,3,0,0,0,0,3,2502,1893,508,209,35,6,5159,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,10,6,3,0,0,0,0,10,21,18,5,6
LGA15520,747,1478,474,504,261,91,3554,43,31,0,0,0,0,78,0,5,0,0,0,0,7,40,35,6,4,0,0,87,140,71,10,0,3,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,148,71,10,0,3,0,232,43,32,3,5,0,0,85,7,0,0,0,0,0,9,3,6,0,0,3,0,14,54,40,4,5,3,0,101,0,0,0,0,0,0,0,986,1618,498,517,264,90,3972,876,1643,456,458,249,80,3762,20,3,4,0,0,0,31,3,3,0,0,0,0,6,23,9,5,0,0,0,37,201,87,11,9,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,203,86,11,9,0,0,310,39,24,3,3,0,0,69,3,0,0,0,0,0,3,3,9,0,4,3,0,22,43,33,3,8,3,0,89,5,10,3,0
LGA15560,313,543,179,200,134,46,1420,8,4,0,3,0,0,11,0,0,0,0,0,0,0,8,4,0,3,0,0,14,35,14,10,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,14,10,0,0,0,61,17,7,0,3,0,0,20,5,0,0,0,0,0,6,3,0,0,0,0,0,3,20,10,0,3,0,0,32,0,0,0,0,0,0,0,377,567,194,206,137,46,1525,317,489,152,179,113,45,1296,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,7,35,13,7,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,13,7,0,0,0,54,10,0,0,0,0,0,17,3,0,0,0,0,0,3,3,0,0,0,0,0,7,13,0,0,0,0,0,23,0,3,0,0
LGA15650,911,1607,769,791,461,166,4713,50,60,13,16,12,4,156,0,0,0,0,0,0,3,52,64,13,16,12,4,160,224,84,23,19,4,0,346,8,3,3,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,5,233,96,20,19,3,0,363,32,15,8,3,0,0,56,0,0,0,0,0,0,3,0,4,0,0,0,0,3,32,16,9,3,0,0,62,3,3,0,0,0,0,4,1230,1788,815,823,476,172,5303,1040,1720,761,800,434,173,4923,103,46,17,5,0,0,176,19,17,0,4,0,0,42,121,62,19,14,3,0,215,207,71,25,10,3,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,206,71,25,10,3,0,317,32,10,3,0,0,0,42,0,0,0,0,0,0,0,5,0,0,0,0,0,12,37,12,4,0,3,0,58,11,5,0,0
LGA15700,1438,2425,851,734,313,196,5953,131,65,13,5,4,0,208,19,17,9,0,0,0,46,149,77,16,6,3,0,254,252,117,32,12,0,0,421,31,17,0,0,0,0,52,25,27,0,0,0,0,51,32,13,0,3,0,0,44,339,170,37,19,4,0,569,209,117,4,0,0,0,337,11,4,3,5,0,0,20,13,4,4,3,0,0,31,228,126,18,9,0,3,381,7,0,0,0,0,0,8,2157,2805,918,767,324,198,7166,1730,2698,828,716,371,213,6553,167,89,14,7,0,3,285,33,20,3,0,0,0,67,200,113,17,9,3,3,347,301,120,19,3,3,0,450,25,13,0,0,0,0,37,17,21,5,0,0,0,47,3,0,0,0,0,0,6,346,155,29,9,3,0,533,88,30,0,3,0,0,120,3,4,0,0,0,0,11,22,13,4,7,0,0,50,112,51,7,10,0,0,183,0,0,0,0
LGA15750,916,1542,672,703,356,122,4302,7,6,0,0,0,0,19,0,0,0,3,0,0,8,14,4,3,4,0,3,25,283,99,20,10,3,3,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,281,99,20,14,3,3,421,32,12,8,3,0,0,50,7,0,4,3,0,0,12,3,6,4,0,0,0,18,43,18,13,5,0,0,81,0,0,0,0,0,0,0,1254,1662,713,724,358,124,4833,951,1574,615,639,343,151,4274,9,15,4,0,0,0,29,3,3,0,0,0,0,3,15,18,3,0,0,0,37,265,86,19,5,3,3,385,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,271,87,19,8,3,3,388,33,17,3,0,0,0,49,3,0,0,0,0,0,6,5,3,0,0,0,0,13,42,23,5,3,0,0,70,3,8,3,0
LGA15800,574,750,307,306,132,73,2141,27,9,0,0,0,0,38,4,0,0,0,0,0,3,32,6,0,0,0,0,42,63,15,4,0,0,0,86,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,15,4,0,0,0,91,4,6,0,0,0,0,15,0,0,0,0,0,0,0,10,10,0,3,0,0,18,13,14,0,3,3,0,33,0,0,0,0,0,0,0,683,786,313,312,136,73,2301,610,727,276,264,141,81,2100,18,6,0,0,0,0,30,0,0,0,0,0,0,8,23,6,0,3,0,0,30,68,20,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,71,20,0,0,0,0,91,15,0,0,0,0,0,18,0,0,0,0,0,0,0,0,7,0,0,0,0,7,15,6,0,0,0,0,23,0,0,0,0
