LGA_CODE_2016,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_CF_T,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650_749_CF_NC,C06_650_749_CF_Cu15DS_,C06_650_749_CF_CU15_NDS,C06_650_749_CF_NCU15_DS,C06_650_749_CF_NDCO,C06_650_749_CF_T,C06_750_849_CF_NC,C06_750_849_CF_Cu15DS_,C06_750_849_CF_CU15_NDS,C06_750_849_CF_NCU15_DS,C06_750_849_CF_NDCO,C06_750_849_CF_T,C06_850_949_CF_NC,C06_850_949_CF_Cu15DS_,C06_850_949_CF_CU15_NDS,C06_850_949_CF_NCU15_DS,C06_850_949_CF_NDCO,C06_850_949_CF_T,C06_950over_CF_NC,C06_950ov_CF_Cu15DS_,C06_950ov_CF_CU15_NDS,C06_950ov_CF_NCU15_DS,C06_950ov_CF_NDCO,C06_950ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tota_Coup_fam_Tota,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_Coup_fam_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Co_fam_To,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_CF_T,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_CF_T,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_CF_T,C11_950over_CF_NC,C11_950ov_CF_Cu15DS_,C11_950ov_CF_CU15_NDS,C11_950ov_CF_NCU15_DS,C11_950ov_CF_NDCO,C11_950ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_T,C16_0_74_CF_NC,C16_0_74_CF_Cu15DS_,C16_0_74_CF_CU15_NDS,C16_0_74_CF_NCU15_DS,C16_0_74_CF_NDCO,C16_0_74_CF_T,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_
LGA14900,105,21,103,8,22,267,74,3,27,0,10,112,494,74,411,46,64,1087,489,86,752,58,123,1511,295,71,401,50,109,928,473,157,862,100,148,1741,332,131,502,69,111,1148,77,42,130,26,45,317,11,6,19,0,0,37,3,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,15,3,19,4,4,46,61,17,83,14,34,211,2428,618,3323,387,669,7423,103,18,104,14,14,258,14,0,7,0,6,29,276,16,75,20,46,435,155,41,161,34,33,421,155,46,238,29,37,503,309,71,435,50,84,941,511,145,842,113,178,1793,555,280,1140,196,246,2418,243,134,421,104,101,1005,33,28,87,17,30,191,3,3,10,4,7,32,0,0,7,0,3,10,0,0,0,0,0,5,7,5,12,0,4,31,72,22,106,31,31,266,2457,825,3643,620,806,8344,134,13,100,11,22,282,13,0
LGA14920,40,7,48,5,0,102,14,0,17,0,5,45,41,3,46,3,6,107,12,0,28,4,0,47,3,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,16,0,0,26,127,24,167,17,19,351,38,8,34,5,4,88,8,0,5,0,0,11,31,0,15,0,3,57,42,4,37,3,4,91,12,3,12,0,0,36,12,3,25,3,0,45,11,0,13,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,13,3,12,6,0,24,170,28,155,16,13,384,34,3,40,3,8,90,0,3
LGA14950,13,0,24,0,3,39,7,0,0,0,0,6,7,0,11,0,0,18,3,0,0,3,0,14,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,38,7,42,4,3,91,11,0,16,0,0,28,4,0,0,0,0,3,5,0,3,0,0,11,7,0,3,0,0,9,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,36,6,0,79,12,0,17,0,0,23,0,0
LGA15050,44,3,28,6,7,94,39,0,6,4,0,52,181,16,122,12,16,343,211,32,257,18,60,579,115,12,169,12,16,321,171,31,280,14,17,511,86,23,197,16,9,335,0,7,11,0,0,30,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,4,21,0,24,0,4,53,875,129,1111,86,134,2328,39,9,27,6,3,79,12,0,3,0,0,15,100,5,40,13,3,162,109,8,94,6,16,237,84,14,95,16,25,228,164,24,173,20,21,405,304,49,348,24,57,777,171,55,381,31,35,669,31,12,71,3,7,130,0,0,8,0,3,13,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,27,3,24,3,6,62,1047,173,1264,111,189,2783,31,0,16,0,3,56,11,0
LGA15240,151,9,104,10,17,297,45,0,37,3,9,91,327,28,136,9,42,538,424,43,359,30,48,901,161,27,204,13,29,438,177,44,268,21,34,541,39,18,90,4,15,166,7,0,6,0,0,18,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,11,50,5,21,7,9,92,1390,185,1224,94,207,3099,129,18,75,12,14,244,21,0,4,0,3,30,153,10,52,7,23,239,321,30,142,18,29,533,176,21,127,23,31,383,299,57,326,29,39,750,259,55,364,36,48,755,80,21,129,21,17,269,4,0,13,3,0,25,3,0,7,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,18,46,4,36,5,9,102,1499,224,1279,147,201,3349,103,11,69,9,20,208,8,0
LGA15270,54,5,58,5,8,135,12,0,8,0,0,20,84,11,63,10,6,181,83,15,118,4,14,223,33,7,53,3,4,103,33,12,48,0,0,94,11,0,26,3,0,43,0,0,3,0,0,5,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,7,4,16,6,0,35,322,50,396,32,40,847,53,0,47,0,5,116,3,0,0,0,0,6,32,3,19,0,0,56,59,8,34,9,12,119,40,16,42,7,10,112,57,13,79,5,9,157,78,13,88,4,7,183,30,15,72,11,3,129,13,3,16,0,0,26,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,22,4,20,0,4,49,389,70,422,40,47,968,49,8,44,3,3,102,0,0
LGA15300,81,15,146,6,3,254,8,0,15,0,4,29,72,9,108,3,23,216,50,3,58,0,4,118,25,3,29,0,7,62,24,4,28,3,3,59,13,0,13,0,0,24,4,0,8,0,3,12,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,8,20,0,19,3,3,52,303,39,432,21,51,841,75,10,97,11,9,201,5,0,3,0,0,9,57,21,76,3,14,170,54,12,62,3,11,147,23,3,17,4,6,55,47,4,52,3,3,107,22,4,19,0,0,46,3,3,13,0,0,19,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,20,0,0,37,303,66,364,31,48,803,60,10,62,12,12,161,13,0
LGA15350,15,0,9,3,0,34,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,17,14,0,0,0,0,17,91,0,12,0,0,103,268,3,49,3,9,326,247,0,78,8,3,341,124,8,73,3,7,217,62,0,76,5,0,149,36,5,60,6,0,104,13,0,43,4,0,63,3,0,34,3,0,49,35,25,168,20,0,247,8,3,19,0,0,29,939,45,631,59,28,1696,17,3,15,3,3,39,0,0,0,0,0,4,4,0,0,0,0,7,3,0,0,0,0,4,4,0,0,0,0,5,13,0,3,0,0,20,40,0,11,0,0,57,282,3,57,3,3,352,221,0,95,3,9,335,117,3,63,4,3,191,85,3,62,5,4,151,44,0,65,4,10,118,25,6,59,0,4,99,38,39,273,33,7,391,13,8,18,0,0,38,909,68,721,52,42,1791,15,4,12,8,0,37,0,0
LGA15520,70,10,46,11,13,141,14,0,3,0,0,25,39,3,20,5,5,70,34,0,31,4,8,75,26,3,14,0,0,42,22,0,27,0,4,56,3,0,8,0,0,14,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,7,0,0,17,230,21,164,14,26,449,63,10,31,3,3,114,7,0,0,0,0,10,30,0,15,0,3,48,40,3,18,0,7,69,27,0,14,0,0,39,38,3,30,0,6,66,14,5,28,0,3,51,6,4,14,3,0,24,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,8,0,0,15,233,17,161,8,20,445,55,11,37,5,0,102,0,0
LGA15560,55,3,38,3,3,100,9,0,11,0,0,23,34,0,24,0,3,64,13,3,11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,23,117,13,92,3,7,241,22,3,25,0,0,56,7,0,4,0,0,9,20,5,13,0,0,35,16,0,10,0,7,33,3,0,4,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,0,0,18,81,14,62,7,12,170,30,5,23,3,3,59,5,0
LGA15650,51,10,41,5,3,104,5,0,6,0,0,20,64,3,51,0,10,137,79,15,103,6,17,213,30,5,37,4,3,76,20,4,56,3,4,89,16,3,32,3,0,48,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,14,3,12,0,0,30,289,42,338,16,44,737,35,4,20,3,4,67,4,0,0,0,0,4,26,0,8,0,3,36,36,5,37,4,3,82,36,6,43,3,4,95,48,3,54,6,11,124,59,6,87,3,10,168,61,15,123,7,4,205,7,0,15,3,0,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,15,0,0,30,327,51,407,26,48,855,38,3,22,4,3,73,0,0
LGA15700,38,0,22,0,5,69,27,0,16,0,0,37,67,0,37,6,7,115,89,8,73,11,11,197,39,3,59,3,4,109,8,8,50,3,0,79,0,0,14,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,4,0,19,286,25,279,30,33,648,27,0,22,0,0,53,7,0,4,0,0,15,69,3,20,6,5,99,51,7,25,3,5,86,41,4,37,0,3,92,57,7,57,3,9,125,44,13,69,3,3,135,13,3,16,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,3,0,15,309,44,253,22,31,656,23,0,20,0,0,44,0,0
LGA15750,66,7,75,0,11,164,21,0,9,0,0,29,66,14,66,6,10,160,41,13,42,6,6,109,17,3,34,0,3,51,12,0,14,0,0,30,4,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,12,0,7,33,238,46,265,17,33,601,57,6,39,7,9,122,7,4,4,0,0,20,57,3,28,4,5,89,53,3,52,4,11,119,29,3,27,0,0,55,18,7,33,0,7,59,16,4,34,0,0,56,11,4,21,0,0,41,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,18,0,12,0,0,29,253,35,265,26,28,601,52,6,48,3,5,119,0,0
LGA15800,28,0,14,0,0,47,4,0,8,0,0,10,35,3,37,0,3,77,9,0,10,0,3,23,0,0,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,8,80,6,82,3,11,180,19,8,12,0,0,37,3,0,4,0,0,3,24,0,6,0,4,32,22,11,15,0,3,49,8,0,3,0,3,11,3,0,3,0,0,11,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,79,14,53,3,8,168,12,0,15,0,0,30,0,0
LGA15850,36,4,19,5,0,71,3,0,11,3,0,14,35,4,35,0,5,78,19,3,43,3,3,65,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,10,107,17,118,9,9,258,22,3,23,0,0,45,3,0,0,0,0,3,35,0,13,0,3,52,21,4,31,3,3,58,6,3,22,0,4,29,11,3,3,0,0,18,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,4,0,0,14,108,16,104,9,6,236,27,3,20,0,3,48,3,0
LGA15900,119,7,42,7,8,192,48,0,13,0,3,64,353,18,122,5,25,530,604,52,391,34,78,1152,510,31,359,16,48,967,659,51,535,36,65,1345,317,25,259,23,31,658,140,25,119,18,10,320,23,4,31,0,3,60,8,0,14,4,0,29,3,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,7,0,12,0,4,24,51,4,32,4,3,98,2867,220,1931,159,278,5458,103,8,50,7,6,167,17,0,6,0,3,30,186,5,47,9,6,249,198,13,90,12,18,329,212,13,97,12,6,343,519,28,307,24,43,924,1075,68,705,53,80,1975,698,61,603,42,45,1456,193,24,171,14,25,419,75,13,68,9,7,169,19,4,21,3,3,51,9,3,15,0,0,29,10,0,11,3,0,16,12,3,13,3,0,42,106,8,42,5,14,175,3439,251,2244,185,255,6376,81,6,28,8,6,136,15,0
LGA15950,68,0,32,8,3,115,16,0,0,0,0,16,41,0,8,0,0,41,53,0,12,3,0,66,60,0,7,3,3,73,341,0,32,3,6,383,1035,5,142,12,5,1198,1221,3,295,19,19,1558,569,8,222,18,17,842,267,4,148,16,22,464,118,3,100,11,7,239,76,7,54,9,3,154,30,3,33,5,3,77,72,15,76,17,3,188,58,3,16,3,6,81,4026,53,1173,132,108,5493,63,4,24,5,3,98,5,0,0,0,0,4,40,0,0,0,0,35,23,0,7,0,0,32,35,0,3,0,0,44,42,0,8,0,3,59,225,0,36,0,8,267,1038,5,187,14,11,1260,1227,9,302,20,31,1580,787,7,231,15,21,1059,406,11,207,12,23,658,222,9,165,14,11,412,119,8,104,10,9,253,174,16,207,53,10,467,74,3,45,3,3,131,4480,71,1536,161,130,6370,63,6,40,6,0,119,0,0
LGA15990,158,20,142,14,12,352,33,0,3,0,0,36,153,7,39,0,0,209,103,9,69,6,4,198,116,8,49,4,4,188,515,18,192,25,29,773,1387,33,572,43,68,2107,1373,84,891,78,122,2546,673,97,746,78,98,1699,278,57,454,49,43,877,101,28,241,22,25,413,47,20,126,15,4,212,30,28,57,14,3,133,49,22,161,14,10,259,92,8,67,14,17,201,5115,437,3822,378,453,10210,161,14,158,21,16,371,17,0,3,0,0,16,104,0,5,0,0,114,57,8,28,3,3,95,69,5,47,3,3,127,80,9,50,12,6,161,383,16,153,21,20,591,1469,43,679,57,50,2296,1346,62,777,72,81,2333,754,67,663,80,84,1652,444,70,615,71,56,1254,252,70,456,41,36,852,124,42,272,44,22,503,183,112,569,75,37,970,120,11,104,18,16,262,5539,529,4569,512,444,11590,149,10,105,17,14,303,13,0
LGA16100,10,0,20,0,0,34,3,0,0,0,0,6,4,0,11,0,8,28,26,8,29,3,0,63,7,6,15,0,0,30,3,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,6,0,0,14,67,10,95,8,7,188,18,0,21,0,0,37,3,0,3,0,0,3,7,0,9,0,0,21,15,0,14,0,3,31,13,0,14,0,3,37,12,0,16,3,3,37,3,0,11,3,0,19,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,76,10,92,4,7,193,17,3,10,0,0,32,3,0
LGA16150,28,7,22,3,4,66,21,0,11,0,3,35,96,4,86,3,6,198,190,20,180,8,32,429,92,16,112,6,11,240,103,24,151,12,7,291,45,17,58,3,3,129,9,3,23,3,0,41,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,17,0,20,0,0,34,601,85,663,50,70,1476,30,3,16,0,3,50,10,0,0,0,0,12,43,3,26,0,4,72,94,15,95,8,20,233,68,8,52,6,6,154,148,14,129,11,17,323,141,21,219,18,21,425,93,33,173,15,11,318,14,8,54,7,3,87,3,3,10,0,0,13,0,0,0,0,0,6,4,0,3,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,19,0,21,0,0,44,674,110,804,64,99,1750,21,3,19,0,3,40,7,0
LGA16200,40,6,34,3,5,98,23,3,9,0,3,40,70,4,63,3,3,145,61,4,82,8,7,161,15,4,16,3,0,45,3,0,16,0,3,20,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,9,0,0,22,223,34,237,18,28,540,36,3,42,3,4,85,3,0,4,0,0,14,42,5,20,3,10,83,47,10,65,5,3,126,21,0,32,3,3,52,40,3,37,3,3,87,19,3,35,0,3,55,6,3,15,3,0,20,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,5,0,0,17,223,30,251,21,23,554,21,6,31,0,0,60,3,0
LGA16260,172,20,102,24,10,331,80,3,11,0,0,99,304,40,118,33,42,538,439,46,340,35,44,902,615,54,479,45,31,1224,1228,97,969,108,80,2487,1154,144,1099,135,134,2669,468,89,534,106,66,1263,90,17,124,31,19,282,8,12,36,9,4,66,5,3,11,0,3,27,7,0,3,0,0,14,0,0,0,0,0,3,24,9,16,4,0,58,101,21,73,9,25,231,4702,544,3923,552,468,10187,134,19,119,17,18,303,21,0,11,3,0,36,246,12,56,23,27,354,164,19,92,25,27,327,118,11,115,13,18,285,254,22,174,39,25,509,1206,66,1088,90,80,2528,2316,212,2183,190,177,5079,855,130,942,146,128,2203,263,51,345,75,59,789,67,22,108,24,22,247,25,8,41,18,9,108,8,3,16,0,0,29,16,3,19,3,0,47,148,17,123,22,23,327,5846,591,5438,682,605,13161,168,18,115,12,15,337,27,3
LGA16350,99,16,77,9,13,211,33,0,23,0,0,61,274,15,132,7,26,465,365,56,374,22,70,887,449,56,560,38,80,1197,782,115,1086,88,153,2220,199,68,398,38,72,782,54,16,104,18,22,224,6,9,15,5,3,44,0,0,7,0,4,11,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,9,0,10,4,0,21,56,8,61,8,11,147,2334,369,2848,243,462,6254,94,18,83,8,10,210,26,0,11,0,3,40,138,4,28,0,14,186,139,25,112,11,16,297,153,27,162,12,18,377,332,45,323,27,72,799,859,131,1043,95,176,2311,545,181,870,96,128,1811,80,39,182,26,47,378,29,23,37,8,18,110,10,10,6,0,3,28,3,4,9,0,0,19,0,3,0,0,0,5,6,4,12,0,0,17,73,18,82,16,24,210,2495,528,2955,303,530,6803,64,9,75,6,9,161,5,0
LGA16380,99,9,33,5,5,153,48,4,10,0,3,70,160,8,48,7,11,241,305,18,160,10,22,528,179,20,176,20,23,424,267,54,397,28,32,775,112,35,194,20,19,383,24,11,37,7,3,83,0,0,6,0,0,10,0,0,3,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,8,27,3,18,5,3,50,1238,167,1087,109,130,2732,80,0,43,7,3,132,9,3,7,0,0,24,104,3,8,6,9,129,146,8,46,9,18,225,119,12,65,5,16,212,258,23,208,23,27,534,316,59,411,31,39,860,191,73,371,34,33,696,37,21,64,7,3,138,6,3,11,0,3,24,3,0,9,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,0,12,43,3,22,3,7,85,1316,203,1269,131,160,3083,73,7,33,3,11,123,9,0
LGA16400,82,3,34,4,10,132,38,6,25,0,0,66,177,26,235,12,16,478,260,34,302,12,54,663,147,25,189,7,16,381,191,24,247,23,30,519,93,34,170,15,16,321,15,15,42,3,3,74,0,0,0,0,0,6,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,10,22,11,37,0,3,79,1033,182,1290,86,150,2735,63,3,39,0,8,112,11,0,3,0,0,16,77,6,31,3,16,134,122,18,101,10,13,264,167,14,164,9,21,378,213,43,252,22,47,562,299,52,370,35,45,797,160,50,266,31,25,535,33,13,67,0,4,125,7,0,18,4,3,30,6,0,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,15,39,4,36,3,3,91,1204,207,1376,112,183,3081,34,0,35,5,8,80,5,0
LGA16490,63,3,42,3,3,115,18,0,6,0,3,23,105,8,83,13,3,214,187,15,257,11,19,490,81,3,105,11,23,223,136,9,112,11,16,282,154,12,161,19,18,359,70,17,102,9,11,208,13,6,37,5,3,57,3,3,4,0,0,12,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,16,0,21,4,0,44,858,82,929,87,98,2046,59,9,42,3,4,116,9,0,4,0,0,10,34,3,19,4,4,69,73,4,46,3,4,128,72,6,61,3,0,145,137,13,142,11,11,314,218,22,204,13,23,484,244,16,236,11,30,543,76,27,120,15,18,253,30,6,68,7,9,118,6,5,28,0,3,45,8,0,9,0,0,16,0,0,0,0,0,0,0,0,5,0,0,6,23,3,26,3,8,62,991,117,1019,78,109,2315,43,3,29,5,7,87,9,0
