LGA_CODE_2016,C06_OO_DS_Sep_house,C06_OO_DS_SemiDRTHT,C06_OO_DS_FUA,C06_OO_DS_OD,C06_OO_DS_NS_,C06_Owned_Outright_Tot,C06_OWM_DS_Sep_house,C06_OWM_DS_SemiDRTHT,C06_OWM_DS_FUA,C06_OWM_DS_OD,C06_OWM_DS_NS_,C06_Owned_with_mortgage_Tot,C06_R_REA_DS_Sep_house,C06_R_REA_DS_SemiDRTHT,C06_R_REA_DS_FUA,C06_R_REA_DS_OD,C06_R_REA_DS_NS_,C06_R_Real_Estate_Agent_Tot,C06_R_STHA_DS_Sep_house,C06_R_STHA_DS_SemiDRTHT,C06_R_STHA_DS_FUA,C06_R_STHA_DS_OD,C06_R_STHA_DS_NS_,C06_R_ST_House_Auth_Tot,C06_R_PNISH_DS_Sep_house,C06_R_PNISH_DS_SemiDRTHT,C06_R_PNISH_DS_FUA,C06_R_PNISH_DS_OD,C06_R_PNISH_DS_NS_,C06_R_Psn_NI_SameHsehld_Tot,C06_R_HCCCG_DS_Sep_house,C06_R_HCCCG_DS_SemiDRTHT,C06_R_HCCCG_DS_FUA,C06_R_HCCCG_DS_OD,C06_R_HCCCG_DS_NS_,C06_R_HCCCG_Tot,C06_R_OLT_DS_Sep_house,C06_R_OLT_DS_SemiDRTHT,C06_R_OLT_DS_FUA,C06_R_OLT_DS_OD,C06_R_OLT_DS_NS_,C06_R_Oth_Llord_Type_Tot,C06_R_LT_NS_DS_Sep_house,C06_R_LT_NS_DS_SemiDRTHT,C06_R_LT_NS_DS_FUA,C06_R_LT_NS_DS_OD,C06_R_LT_NS_DS_NS_,C06_R_Llord_Type_NS_T,C06_R_Tot_DS_Sep_house,C06_R_Tot_DS_SemiDRTHT,C06_R_Tot_DS_FUA,C06_R_Tot_DS_OD,C06_R_Tot_DS_NS_,C06_R_T_T,C06_OTT_DS_Sep_house,C06_OTT_DS_SemiDRTHT,C06_OTT_DS_FUA,C06_OTT_DS_OD,C06_OTT_DS_NS_,C06_OTT_Tot,C06_TT_NS_DS_Sep_house,C06_TT_NS_DS_SemiDRTHT,C06_TT_NS_DS_FUA,C06_TT_NS_DS_OD,C06_TT_NS_DS_NS_,C06_TT_NS_T,C06_Tot_DS_Sep_house,C06_Tot_DS_SemiDRTHT,C06_Tot_DS_FUA,C06_Tot_DS_OD,C06_Tot_DS_NS_,C06_T_T,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_FUA,C11_OO_DS_OD,C11_OO_DS_NS_,C11_OO_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_FUA,C11_OWM_DS_OD,C11_OWM_DS_NS_,C11_OWM_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_FUA,C11_R_REA_DS_OD,C11_R_REA_DS_NS_,C11_R_REA_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_FUA,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS_,C11_R_STHA_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemiDRTHT,C11_R_PNISH_DS_FUA,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS_,C11_R_PNISH_Tot,C11_R_HCCCG_DS_Sep_house,C11_R_HCCCG_DS_SemiDRTHT,C11_R_HCCCG_DS_FUA,C11_R_HCCCG_DS_OD,C11_R_HCCCG_DS_NS_,C11_R_HCCCG_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemiDRTHT,C11_R_OLT_DS_FUA,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS_,C11_R_OLT_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemiDRTHT,C11_R_LT_NS_DS_FUA,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS_,C11_R_LT_NS_T,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemiDRTHT,C11_R_Tot_DS_FUA,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS_,C11_R_T_T,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_FUA,C11_OTT_DS_OD,C11_OTT_DS_NS_,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_FUA,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS_,C11_TT_NS_T,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_FUA,C11_Tot_DS_OD,C11_Tot_DS_NS_,C11_T_T,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_FUA,C16_OO_DS_OD,C16_OO_DS_NS_,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_FUA,C16_OWM_DS_OD,C16_OWM_DS_NS_,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_FUA,C16_R_REA_DS_OD,C16_R_REA_DS_NS_,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_FUA,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS_,C16_R_STHA_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemiDRTHT,C16_R_PNISH_DS_FUA,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS_,C16_R_PNISH_Tot,C16_R_HCCCG_DS_Sep_house,C16_R_HCCCG_DS_SemiDRTHT,C16_R_HCCCG_DS_FUA,C16_R_HCCCG_DS_OD,C16_R_HCCCG_DS_NS_,C16_R_HCCCG_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemiDRTHT,C16_R_OLT_DS_FUA,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS_,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemiDRTHT,C16_R_LT_NS_DS_FUA,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS_,C16_R_LT_NS_T,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_FUA,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS_,C16_R_T_T,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT
LGA14350,4224,77,115,283,0,4699,2673,27,30,43,0,2771,921,94,322,9,0,1344,278,27,56,0,0,360,543,21,74,21,0,667,132,13,23,3,0,173,70,11,13,76,0,165,95,4,13,15,0,127,2028,178,498,123,0,2833,61,5,3,4,0,75,507,23,70,62,0,660,9501,303,717,508,0,11034,4256,169,69,218,0,4719,2738,97,23,15,4,2877,1133,157,275,8,0,1568,313,40,38,0,0,394,583,40,41,18,0,687,117,22,17,0,0,151,70,3,19,76,0,161,87,3,11,3,0,103,2304,262,398,102,0,3069,55,0,0,5,0,69,502,40,49,54,0,643,9854,573,549,394,8,11376,4346,113,99,153,72,4781,2799,30,31,15,27,2902,1050,170,214,15,12,1467,238,44,50,0,0,333,656,27,27,11,15,737,72,19,17,0,0,106,58,12,8,39,13,127,84,3,4,3,4,102,2166,268,329,68,47,2872,55,7
LGA14400,2824,159,183,25,0,3190,1918,76,46,3,0,2043,524,122,171,20,0,841,38,5,6,0,0,51,261,26,49,0,0,341,11,3,27,0,0,40,32,0,9,15,0,57,31,0,6,0,0,32,892,160,267,38,0,1360,19,0,106,4,0,131,234,26,71,16,0,346,5897,417,667,87,0,7068,2872,247,194,46,0,3361,2097,146,40,5,0,2291,572,174,156,24,0,927,33,17,16,0,0,61,300,59,57,8,0,420,10,4,40,0,0,58,28,0,8,26,0,64,33,4,12,0,0,39,977,254,288,58,0,1579,30,0,94,3,0,130,207,29,53,21,0,310,6190,679,680,129,3,7678,3014,353,195,41,41,3650,2121,231,50,9,3,2418,500,226,159,8,5,908,36,17,19,0,0,76,282,47,48,11,3,383,9,0,32,0,0,41,29,0,7,35,6,84,30,4,9,0,0,42,889,302,271,58,15,1532,21,3
LGA14500,14248,514,1692,5,8,16472,10842,203,567,4,7,11624,1801,138,771,14,0,2725,27,0,0,0,0,28,677,58,244,13,0,992,29,6,92,0,0,132,93,10,18,0,0,123,111,12,30,0,0,149,2746,221,1164,26,3,4157,118,16,200,0,0,331,903,41,274,3,0,1220,28853,990,3896,37,18,33792,13781,740,1989,9,10,16534,11379,306,1416,6,10,13115,1982,231,1597,3,10,3827,22,0,11,0,0,29,728,82,398,3,12,1222,33,23,97,0,4,159,56,11,38,3,0,106,84,4,44,0,0,129,2898,353,2184,13,29,5475,110,72,174,0,0,351,899,108,444,4,4,1457,29074,1574,6208,25,53,36941,12956,917,2427,3,19,16309,12008,300,2225,6,12,14544,2042,193,2801,10,14,5064,18,0,11,0,0,29,706,48,500,7,11,1269,40,11,104,0,3,164,67,7,70,4,6,156,77,10,33,0,0,129,2955,279,3518,16,47,6810,143,23
LGA14550,1612,3,21,41,0,1679,958,0,0,29,0,987,190,0,46,0,0,238,39,0,5,0,0,45,281,0,14,14,0,316,45,0,3,0,0,44,44,0,0,7,0,55,66,0,0,3,0,66,664,3,73,24,0,763,42,0,0,0,0,40,156,0,8,7,0,175,3436,10,105,102,0,3647,1659,3,10,33,0,1706,997,0,0,8,0,1012,239,14,31,0,0,288,40,4,0,0,0,47,299,3,9,11,0,320,47,0,9,0,0,55,49,0,0,5,0,53,47,0,0,3,0,46,716,26,49,17,0,802,28,0,3,3,0,29,186,5,3,10,0,211,3587,36,69,73,0,3762,1587,3,11,39,10,1656,955,3,0,14,7,976,244,10,38,9,3,300,44,3,0,0,0,41,316,3,5,9,3,332,13,0,3,0,0,20,33,5,0,3,0,45,63,0,0,0,0,60,710,15,49,22,5,802,42,0
LGA14600,1106,44,6,20,0,1173,517,18,3,4,0,545,103,0,14,3,0,127,114,0,7,0,0,125,183,8,10,3,0,213,36,8,8,0,0,53,96,0,18,3,0,118,70,3,6,0,0,82,602,21,67,12,0,708,30,0,4,0,0,31,114,0,12,3,0,130,2367,82,91,42,0,2584,1076,0,0,30,0,1107,573,0,0,6,0,582,104,0,15,0,0,124,100,3,11,0,0,114,212,10,7,0,0,233,47,3,5,0,0,64,109,11,3,6,0,132,69,0,3,0,0,73,649,34,47,13,0,736,27,0,0,0,0,31,141,3,7,9,0,159,2462,37,57,54,3,2610,886,3,0,9,30,934,485,0,0,3,23,507,109,0,17,0,5,123,96,0,3,0,0,99,229,0,14,4,11,252,54,3,4,0,0,60,78,3,12,5,5,106,30,0,3,0,0,35,592,5,58,14,19,689,22,0
LGA14650,23927,1519,728,601,4,26781,22375,503,234,35,6,23148,5402,948,1014,42,7,7413,2278,752,350,0,0,3386,2538,264,305,39,3,3150,137,82,70,0,18,304,299,22,28,150,5,502,349,36,43,11,0,441,11013,2111,1803,242,31,15198,301,292,163,20,0,776,2675,353,281,101,0,3415,60293,4775,3204,1008,43,69322,24162,1800,800,406,11,27179,24054,592,311,27,8,24999,5886,1080,1101,56,8,8130,2038,754,667,0,0,3459,2911,340,291,34,3,3577,158,86,176,0,0,423,287,81,30,165,3,563,232,19,34,9,0,297,11508,2355,2303,272,17,16453,245,191,184,10,0,625,2268,327,323,134,0,3051,62241,5263,3919,839,35,72301,24253,2523,612,349,28,27761,25136,816,238,34,33,26260,6662,1596,868,61,39,9229,1807,884,527,6,4,3226,2709,428,180,33,20,3364,132,174,109,5,3,419,202,68,22,146,15,447,207,29,12,5,0,248,11719,3180,1717,248,80,16937,333,343
LGA14700,2745,230,996,5,0,3975,2202,188,1249,8,0,3648,490,122,1905,3,3,2527,59,4,152,3,3,228,179,62,379,9,0,625,3,0,37,18,15,71,44,4,22,3,0,71,36,3,33,0,3,77,815,195,2528,37,18,3602,20,5,54,5,3,92,284,36,533,5,3,864,6063,656,5365,65,24,12177,2740,215,1040,0,0,3995,2282,219,1497,3,0,3998,516,151,1886,20,4,2574,78,25,96,0,0,204,198,80,421,9,0,697,9,0,68,0,0,76,12,3,29,0,26,73,27,4,26,0,3,55,837,268,2519,25,35,3685,20,6,81,0,4,111,182,42,325,3,0,549,6053,738,5459,38,42,12337,2683,227,1154,3,3,4072,2271,232,1932,0,5,4436,487,136,3047,7,11,3695,12,78,73,0,0,164,165,46,470,0,13,692,8,3,81,0,0,97,10,4,36,0,25,73,22,5,26,0,3,59,702,278,3744,7,53,4778,24,9
LGA14750,1359,20,61,19,0,1459,1214,8,25,6,0,1255,254,34,140,3,0,435,160,3,17,0,0,182,213,12,45,6,0,274,3,0,14,0,0,20,48,0,9,17,0,73,35,3,4,9,0,53,719,49,234,31,0,1042,26,4,0,3,0,38,221,7,36,0,0,266,3536,88,365,71,0,4050,1304,33,42,19,0,1394,1204,12,25,6,0,1244,337,62,100,3,0,503,118,8,0,0,0,128,226,25,21,3,0,274,7,11,0,0,0,22,59,3,16,13,0,90,43,0,11,0,0,51,787,116,150,19,0,1070,18,0,7,0,0,24,227,16,58,9,0,312,3534,176,280,49,5,4037,1287,38,27,22,10,1396,1155,11,18,3,10,1199,369,90,99,0,7,565,97,9,3,0,0,112,242,26,37,0,3,308,4,7,4,0,0,13,48,3,10,12,3,78,44,0,4,0,0,48,806,136,164,18,16,1131,23,0
LGA14850,5363,129,161,140,0,5795,4753,83,113,34,0,4983,1230,190,662,29,0,2109,319,49,155,3,0,531,1176,69,210,25,0,1485,97,53,14,0,0,168,88,3,28,131,0,253,122,13,25,13,0,168,3038,369,1097,204,0,4705,104,42,14,10,0,161,580,35,133,70,0,822,13839,660,1514,451,0,16470,5501,170,135,120,8,5938,5068,109,114,27,5,5317,1282,325,573,28,0,2211,292,95,138,3,0,536,1215,103,150,47,0,1514,81,33,26,0,0,136,93,16,27,99,0,228,106,8,10,11,0,131,3071,579,924,184,0,4755,98,16,16,5,0,134,560,82,96,78,0,813,14299,960,1275,414,11,16958,5304,294,63,188,34,5875,4788,167,49,73,19,5095,1376,572,370,15,11,2339,232,155,77,0,0,469,1142,149,99,32,16,1436,60,102,29,0,0,193,80,18,13,66,4,183,74,17,10,10,0,110,2962,1006,587,127,39,4728,100,30
LGA14870,3073,92,18,19,6,3208,2099,34,6,11,0,2152,581,115,118,3,0,813,356,33,42,0,0,438,391,34,21,9,0,456,12,19,7,0,0,35,55,3,3,18,0,78,58,4,6,4,0,66,1452,197,196,33,0,1883,43,19,0,4,0,67,384,26,25,12,0,443,7052,362,245,80,10,7746,3022,105,11,16,0,3151,2386,37,7,4,0,2441,615,154,105,19,0,887,328,38,55,0,0,415,383,36,29,6,0,458,9,4,4,0,0,21,61,8,0,4,3,70,60,3,4,0,0,64,1445,237,201,36,6,1925,43,22,0,0,0,66,418,33,34,49,0,530,7309,436,253,108,12,8117,3002,115,6,164,30,3318,2139,33,3,122,26,2320,667,222,61,15,4,969,296,88,27,0,0,417,365,20,21,18,5,437,8,8,3,0,0,28,37,0,4,17,0,65,40,3,3,6,0,46,1421,343,118,54,10,1954,60,19
LGA14900,10759,676,463,46,0,11942,17784,1567,1039,23,10,20419,3826,1290,2410,14,4,7544,2194,701,1178,0,0,4081,1383,177,232,13,0,1803,128,76,81,0,0,284,896,75,86,13,3,1068,270,42,70,0,0,386,8693,2358,4062,43,5,15161,128,74,31,3,0,237,2876,521,993,96,3,4485,40240,5197,6586,206,15,52248,11423,940,554,29,8,12953,18797,2374,1320,9,10,22509,4338,1414,2642,14,6,8411,2018,810,1411,0,4,4237,1594,272,269,12,3,2151,107,93,150,0,3,350,806,77,72,18,6,979,199,35,60,3,0,298,9061,2699,4601,48,23,16429,203,65,31,0,3,298,2488,585,1187,15,5,4280,41968,6663,7694,95,48,56471,12768,721,650,25,31,14193,20265,2009,1211,29,49,23566,5513,1741,3654,34,37,10973,1832,967,1331,3,22,4151,1650,250,316,5,19,2246,96,103,145,0,13,354,737,94,83,11,15,942,200,22,50,4,18,298,10030,3174,5586,57,126,18970,261,61
LGA14920,1324,3,11,12,0,1347,641,3,5,9,0,654,132,0,32,7,0,168,64,0,9,0,0,75,273,4,9,7,0,292,45,3,7,0,0,54,105,3,0,0,0,114,62,0,0,0,0,68,687,7,53,12,0,764,39,0,10,0,0,45,220,0,4,5,0,227,2912,14,80,38,0,3042,1252,5,10,6,0,1276,718,3,0,9,3,733,228,16,17,3,0,271,52,8,3,0,0,60,282,6,10,4,0,306,26,4,3,0,0,40,119,0,5,0,3,129,62,0,0,4,0,63,774,39,45,6,6,869,28,0,0,0,0,30,134,0,0,9,0,143,2913,45,55,25,13,3048,1190,4,3,15,4,1216,717,0,3,4,0,727,265,6,36,0,0,311,49,3,16,0,0,65,263,0,5,8,0,280,35,0,4,0,0,45,116,0,3,4,0,125,40,0,6,0,0,40,770,10,72,8,0,864,37,0
LGA14950,592,0,0,4,0,595,357,0,0,0,0,359,21,0,4,0,0,28,9,0,3,0,0,14,90,0,6,0,0,98,3,6,0,0,0,6,20,0,0,0,0,21,26,0,0,0,0,27,169,6,17,0,0,188,15,0,0,0,0,15,43,0,0,3,0,48,1171,6,20,9,0,1208,546,0,0,6,0,544,344,0,0,5,0,349,22,0,4,0,0,28,5,0,0,0,0,4,96,0,4,0,0,99,10,0,0,0,3,14,23,0,5,0,0,34,9,0,0,0,0,9,174,0,10,0,3,186,7,0,0,0,0,7,60,0,0,0,0,65,1127,0,9,11,6,1158,535,0,0,4,0,541,337,0,0,3,4,345,39,0,4,0,0,49,3,0,5,0,0,12,94,0,6,4,0,100,5,6,0,0,0,9,17,0,0,4,0,20,13,0,0,0,0,15,173,6,21,6,0,204,17,0
LGA15050,6650,243,164,28,0,7088,8227,181,109,12,3,8528,2057,288,614,15,3,2981,1054,83,179,0,0,1322,642,53,102,16,3,816,40,29,29,0,0,103,202,4,8,50,0,258,112,10,21,0,0,146,4107,472,956,81,3,5624,82,42,7,0,0,135,933,82,106,15,0,1135,20011,1018,1347,132,5,22512,6979,312,126,37,0,7460,9289,207,94,21,0,9612,2472,552,549,34,0,3602,1000,194,194,0,0,1392,830,106,84,16,0,1029,33,27,34,0,0,94,243,18,21,44,3,323,74,5,9,3,0,89,4641,898,889,92,3,6529,83,27,41,0,0,149,799,116,127,46,0,1087,21796,1558,1280,199,4,24835,7290,432,35,27,143,7930,10169,256,29,19,27,10506,3732,1061,342,19,20,5165,908,320,115,3,3,1352,918,145,29,4,4,1106,33,30,25,0,6,91,259,18,11,23,11,321,65,18,4,0,3,90,5906,1593,524,57,41,8121,92,110
LGA15240,13378,1074,499,656,3,15609,7840,232,125,67,0,8263,2644,553,1130,41,0,4367,535,128,215,3,0,880,1523,173,257,54,0,2014,167,70,41,15,0,290,222,24,44,133,0,415,250,22,36,34,0,351,5344,967,1727,275,3,8318,208,112,38,19,0,381,1164,181,236,143,0,1723,27945,2574,2622,1151,4,34296,13527,1173,570,538,5,15808,8223,263,159,60,6,8711,3190,757,1220,48,8,5232,476,155,232,0,0,865,1617,213,232,52,5,2117,162,99,59,0,0,325,217,37,46,153,4,454,185,28,26,26,0,266,5849,1290,1823,275,20,9260,223,97,24,21,0,366,1447,231,301,174,0,2151,29266,3057,2871,1069,36,36302,14478,1469,478,581,103,17109,8322,284,156,54,48,8865,3307,864,1199,70,47,5482,433,185,223,5,5,855,1586,205,178,44,18,2027,110,111,79,0,0,307,173,36,29,118,16,375,213,22,20,11,0,264,5821,1427,1733,246,86,9314,332,148
LGA15270,3289,58,53,74,3,3478,2198,23,9,18,3,2249,751,111,146,11,3,1020,230,25,26,0,0,287,378,20,16,14,0,436,33,4,0,0,0,44,118,4,3,80,0,209,109,6,4,4,0,119,1614,179,203,112,4,2107,56,0,7,4,0,67,475,30,33,33,0,570,7618,286,303,242,9,8460,3261,65,46,60,0,3436,2414,33,8,15,0,2471,874,150,149,11,0,1191,212,18,49,0,0,278,470,20,16,10,0,516,28,3,6,0,0,31,128,3,4,44,0,181,97,0,9,3,0,109,1805,193,233,69,0,2308,57,3,0,0,0,60,464,46,48,91,0,654,8003,344,337,241,4,8928,3187,46,59,62,29,3381,2623,28,17,14,16,2700,1153,172,100,10,7,1438,180,34,30,0,0,243,494,23,18,3,7,548,17,8,10,0,0,36,91,4,0,19,8,124,80,7,0,6,3,94,2020,251,155,43,24,2486,55,3
LGA15300,1380,19,26,141,4,1566,1125,11,21,7,7,1169,332,11,196,5,0,544,281,4,55,0,0,335,293,0,19,10,3,328,108,0,28,0,0,142,311,0,40,34,0,387,145,0,12,3,0,158,1473,23,336,61,3,1888,59,7,3,4,0,74,432,12,93,29,0,561,4476,61,479,238,16,5267,1346,20,8,114,4,1497,1137,12,8,10,0,1165,388,40,201,0,0,635,217,49,69,0,0,335,296,9,21,7,0,331,143,4,16,0,0,173,318,0,36,36,0,396,114,0,6,3,0,119,1482,98,355,50,3,1982,46,0,0,7,0,57,366,41,73,32,0,513,4375,171,449,206,6,5219,1190,71,27,98,26,1414,1031,54,18,6,11,1115,415,51,195,3,0,662,222,6,84,0,0,310,280,16,29,6,3,338,124,9,23,0,0,156,261,15,26,29,17,341,93,7,4,4,3,106,1390,104,360,42,25,1921,52,9
LGA15350,2084,471,1304,11,0,3873,1429,359,835,16,0,2638,354,228,2138,37,0,2757,3,0,52,0,0,50,170,98,543,17,3,831,0,0,26,0,0,34,12,3,16,4,0,35,14,6,35,3,0,59,551,340,2809,58,3,3761,19,3,48,0,0,70,249,89,570,22,0,933,4339,1263,5569,109,5,11283,2147,520,1300,4,14,3990,1418,416,1004,0,10,2852,363,274,2137,3,11,2791,0,24,17,0,0,45,181,86,509,3,4,787,6,5,47,0,0,56,12,0,11,0,0,29,18,3,41,0,0,57,573,398,2770,8,22,3766,23,9,59,0,0,96,245,83,611,5,3,946,4404,1428,5748,16,52,11651,2038,581,1418,6,8,4050,1377,462,1092,3,12,2942,288,205,2421,28,5,2938,0,0,39,0,0,41,126,72,509,13,0,714,4,0,42,0,0,48,9,0,18,4,0,24,20,0,40,0,3,57,436,279,3060,38,8,3823,18,3
LGA15520,1560,30,41,90,0,1714,1125,6,12,13,0,1161,227,17,86,0,0,332,18,0,3,0,0,19,270,5,45,5,0,324,39,5,5,0,0,47,125,4,14,36,0,178,88,3,8,7,0,106,764,30,164,49,0,1010,36,22,15,5,0,77,238,19,42,17,0,323,3729,106,269,178,0,4281,1726,11,112,65,3,1924,1111,4,16,7,4,1137,313,11,112,0,3,442,16,0,3,0,0,27,263,8,31,15,0,315,45,0,8,0,0,51,108,0,4,28,0,148,61,0,3,3,0,66,811,24,162,51,8,1050,65,0,15,3,0,78,245,3,39,29,0,319,3962,38,336,158,17,4509,1836,70,48,96,9,2055,1227,17,19,13,3,1278,323,33,109,4,3,480,11,0,3,0,0,18,247,11,23,15,9,302,31,4,16,0,0,50,97,11,6,39,0,155,55,0,0,3,0,55,764,57,162,60,14,1059,38,23
LGA15560,587,0,5,14,0,611,376,0,0,4,0,378,54,10,10,3,0,78,22,0,3,0,0,21,145,5,17,3,0,166,24,0,16,0,0,39,117,0,6,14,0,130,53,0,0,0,0,57,415,9,54,12,0,497,39,0,0,0,0,39,62,0,3,20,0,83,1473,12,62,55,0,1603,531,0,0,9,0,543,364,0,0,3,0,368,74,0,13,0,0,89,17,0,0,0,0,18,143,0,18,6,0,166,13,0,16,0,0,27,75,0,0,4,0,88,40,0,3,0,0,45,358,4,47,15,0,426,15,0,0,0,0,16,88,0,3,4,0,98,1355,7,62,33,4,1456,490,0,3,10,0,511,333,0,0,4,0,340,60,0,16,0,0,77,15,0,3,0,0,23,167,0,17,4,0,192,7,0,9,0,0,20,99,0,13,8,3,125,37,0,0,5,0,44,400,0,57,21,5,479,15,0
LGA15650,1543,30,38,31,3,1652,1639,33,18,6,0,1702,593,55,231,7,0,885,316,19,22,0,0,357,257,11,16,0,0,284,20,3,4,0,0,24,114,4,3,36,0,155,77,0,3,0,0,86,1378,92,287,45,0,1796,39,0,9,3,0,46,313,17,64,44,8,449,4915,168,419,128,10,5640,1460,38,13,35,3,1545,1807,14,31,7,0,1862,839,111,191,3,13,1155,240,26,41,0,0,306,269,9,24,0,0,303,45,7,8,0,0,71,132,3,11,56,0,200,61,0,7,3,0,69,1590,147,282,69,15,2099,27,10,3,0,0,46,322,30,47,45,0,445,5208,245,367,154,19,5995,1428,57,9,16,9,1522,1770,31,6,3,10,1808,1131,342,28,0,11,1506,187,87,3,0,0,273,270,23,7,0,0,301,21,16,0,0,0,41,82,6,0,0,6,105,54,6,0,0,0,63,1751,482,34,4,17,2288,26,9
LGA15700,2929,62,127,331,3,3453,1661,18,33,29,0,1740,530,60,222,9,0,822,154,69,58,0,0,276,359,19,53,23,0,457,71,7,38,0,7,116,45,0,9,74,0,130,62,6,16,4,0,90,1222,161,389,116,7,1893,39,10,9,5,0,65,340,13,49,30,0,434,6186,262,607,518,8,7588,3144,101,101,126,0,3467,1794,35,18,21,0,1867,617,109,222,12,0,965,239,13,57,0,0,309,417,21,51,11,0,496,49,19,36,0,0,101,55,13,7,26,0,104,64,8,4,3,0,82,1441,179,382,56,0,2061,47,12,11,0,0,65,325,47,54,101,0,527,6752,369,570,303,0,7992,3120,58,100,372,14,3665,1788,25,20,17,7,1858,651,103,227,12,8,1005,204,14,48,0,0,266,436,24,36,24,5,521,55,37,13,0,0,110,56,6,9,67,7,144,51,4,3,0,0,67,1455,189,337,106,21,2106,55,9
LGA15750,1743,0,14,61,3,1816,1345,4,13,21,0,1379,186,10,143,0,0,344,193,0,43,0,0,239,363,7,96,11,0,471,33,0,50,0,0,81,183,0,31,14,0,232,110,0,6,3,0,124,1070,21,369,28,0,1485,44,0,11,0,0,58,232,7,47,21,0,299,4432,31,448,130,0,5038,1722,5,20,69,5,1820,1331,0,10,5,7,1353,215,23,165,0,0,401,168,0,62,0,0,227,385,3,84,13,0,483,27,3,10,0,0,42,197,0,31,34,0,273,82,3,10,4,0,107,1079,33,359,52,3,1529,45,0,9,0,0,60,279,3,39,44,0,369,4460,44,433,178,13,5126,1571,6,10,66,0,1654,1304,7,7,17,8,1335,294,101,96,0,3,495,130,8,36,0,0,178,429,21,46,11,4,508,30,4,22,0,0,49,187,3,17,22,8,234,65,3,4,3,0,81,1130,141,226,36,15,1542,30,6
LGA15800,989,11,11,25,0,1029,635,0,0,5,0,651,104,8,24,0,0,140,70,3,14,0,0,83,183,9,28,7,0,218,6,0,6,0,0,18,56,0,4,12,0,73,37,0,3,0,0,45,454,23,75,21,0,573,17,0,0,3,0,17,100,6,8,12,0,128,2197,45,100,56,0,2399,893,9,16,15,0,930,644,8,4,0,3,661,124,7,35,0,0,165,49,4,5,0,0,52,207,7,12,3,0,228,9,0,4,0,0,14,56,0,15,5,0,76,27,3,3,0,0,33,464,20,72,8,4,566,22,0,0,0,0,22,155,3,21,33,0,214,2188,34,106,63,8,2391,865,11,10,13,3,900,608,4,0,0,0,611,166,16,40,0,0,219,42,0,3,0,0,50,195,3,8,0,3,210,7,0,0,0,0,9,48,5,3,7,3,62,22,0,0,0,0,26,481,22,56,10,6,567,12,0
