LGA_CODE_2016,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_SDRTHT1S_FH_CF_no_ch,C06_SDRTHT1S_FH_CF_w_ch,C06_SDRTHT1S_FH_One_PFam,C06_SDRTHT1S_FH_oth_fa,C06_SDRTHT1S_FH_Tot,C06_SDRTHT1S_LP_H,C06_SDRTHT1S_GH,C06_SDRTHT1S_OH,C06_SDRTHT1S_Tot,C06_SDRTHT2S_FH_CF_no_ch,C06_SDRTHT2S_FH_CF_w_ch,C06_SDRTHT2S_FH_One_PFam,C06_SDRTHT2S_FH_oth_fa,C06_SDRTHT2S_FH_Tot,C06_SDRTHT2S_LP_H,C06_SDRTHT2S_GH,C06_SDRTHT2S_OH,C06_SDRTHT2S_Tot,C06_SDRTHT_FH_CF_no_ch,C06_SDRTHT_FH_CF_w_ch,C06_SDRTHT_FH_One_PFam,C06_SDRTHT_FH_oth_fa,C06_SDRTHT_FH_Tot,C06_SDRTHT_LP_H,C06_SDRTHT_GH,C06_SDRTHT_OH,C06_SDRTHT_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch
LGA14350,2904,2485,1403,98,6888,2065,204,345,9501,50,14,36,0,100,154,13,6,275,8,5,3,0,20,14,0,4,35,53,18,39,0,119,162,15,13,303,80,16,59,4,169,341,17,128,650,8,0,4,0,10,9,3,33,58,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,4,87,16,67,9,180,361,20,156,717,58,8,15,3,81,111,3,211,410,9,3,10,0,20,21,0,6,45,20,8,3,0,29,14,0,10,51,83,22,22,4,131,148,3,227,508,0,0,0,0,0,0,0,0,0,3131,2551,1534,110,7317,2736,242,743,11034,2990,2260,1472,104,6825,2390,256,382,9854,112,92,56,4,268,184,11,46,512,13,5,6,0,30,24,0,5,64,127,99,64,4,299,207,11,50,573,53,16,64,3,139,266,13,77,489,3,0,3,0,10,20,0,22,47,0,0,0,0,0,0,0,0,0,0,0
LGA14400,1748,2328,525,38,4640,983,99,174,5897,57,29,18,0,98,50,3,6,156,86,34,31,0,146,93,11,7,254,142,63,48,0,245,148,11,11,417,111,29,47,3,196,257,6,19,479,19,0,6,4,30,29,0,9,63,48,0,0,0,48,74,0,0,120,0,0,3,0,3,5,0,0,8,169,30,60,7,265,363,12,28,667,9,3,0,0,13,14,0,37,64,0,0,0,0,0,0,0,0,0,0,0,10,0,13,8,0,3,19,14,3,10,0,23,21,0,34,87,0,0,0,0,0,0,0,0,0,2077,2420,637,45,5178,1518,118,252,7068,2069,2289,567,30,4958,986,83,158,6190,75,41,28,0,138,106,5,4,259,152,52,56,4,266,133,11,12,420,222,90,82,5,404,238,24,10,679,75,14,31,3,120,188,3,20,328,41,11,15,3,70,80,3,4,154,58,0,0,0,60,108,0,5,170,3,3
LGA14500,7085,15241,2185,234,24743,3203,283,623,28853,83,35,9,0,137,87,8,3,232,243,181,86,3,514,216,8,16,756,322,216,100,9,649,307,14,24,990,483,178,119,20,798,927,35,64,1825,295,162,125,19,599,614,38,48,1296,197,92,50,13,360,284,31,39,707,8,20,7,0,30,21,5,4,67,982,451,296,58,1784,1846,105,153,3896,3,3,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,7,3,3,0,14,9,0,3,34,10,11,4,0,22,14,0,3,37,7,8,3,0,14,0,0,0,18,8404,15925,2588,291,27220,5371,407,800,33792,6994,15495,2204,241,24923,3133,296,719,29074,148,55,25,8,233,194,12,7,454,373,264,118,9,759,296,18,42,1125,528,317,147,15,995,493,30,53,1574,494,185,109,15,800,766,36,88,1683,371,235,134,25,763,641,50,72,1528,832,730,310,52,1925,734,80,218,2954,13,5
LGA14550,1032,918,403,37,2388,868,79,98,3436,0,4,0,0,6,3,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,10,13,4,13,0,24,62,0,5,92,3,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,15,0,28,64,0,5,105,3,10,3,0,10,19,0,5,45,7,6,3,0,18,12,0,3,31,14,9,3,0,25,3,0,0,31,20,23,11,0,53,35,3,13,102,0,0,0,0,0,0,0,0,0,1068,944,422,42,2477,971,85,115,3647,1067,883,417,32,2399,963,85,144,3587,0,0,3,0,4,9,0,3,21,3,0,0,0,3,9,0,0,14,0,0,7,0,7,21,0,3,36,10,3,13,3,29,34,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14600,755,674,224,25,1673,568,49,73,2367,19,29,4,0,52,23,0,0,82,0,0,0,0,0,0,0,0,0,19,29,4,0,52,23,0,0,82,9,3,11,3,21,49,0,13,83,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,6,8,3,11,3,25,57,0,9,91,0,0,0,0,0,7,0,8,21,0,0,0,0,3,0,0,0,3,5,0,0,0,11,10,0,0,19,10,3,0,0,14,18,0,12,42,0,0,0,0,0,0,0,0,0,790,706,242,24,1763,671,46,97,2584,722,693,250,40,1710,620,44,90,2462,5,0,3,0,8,28,0,5,37,0,0,0,0,0,0,0,0,0,5,0,3,0,8,28,0,5,37,4,0,4,0,9,36,3,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14650,17144,21663,7375,514,46698,10898,1226,1475,60293,923,246,429,25,1624,1763,95,105,3587,272,144,234,11,659,431,53,42,1186,1197,384,667,39,2289,2199,148,138,4775,531,131,256,20,937,1668,85,131,2824,15,3,8,0,27,23,0,3,58,56,6,8,0,73,71,8,35,186,21,10,16,0,48,78,3,4,138,623,156,293,22,1088,1842,102,178,3204,218,34,36,7,293,494,17,81,877,6,4,0,0,11,10,0,0,19,23,13,16,0,52,40,7,7,100,246,46,57,6,352,548,25,88,1008,15,5,0,0,22,22,0,0,43,19223,22251,8390,577,50441,15508,1494,1882,69322,18179,21415,7751,583,47922,11652,1383,1276,62241,947,257,455,33,1693,2050,83,100,3926,321,194,252,14,788,436,62,50,1341,1264,453,709,52,2479,2491,145,150,5263,618,144,304,26,1084,1982,74,113,3243,64,10,19,0,96,116,8,25,247,99,31,17,3,151,117,15,30,311,13,8
LGA14700,1382,2965,454,77,4877,841,138,210,6063,52,43,24,3,128,82,9,13,230,120,115,44,12,283,101,24,18,427,174,152,66,13,407,185,35,33,656,183,90,55,19,341,438,60,59,892,424,220,109,24,773,802,133,156,1872,691,313,163,65,1223,879,204,264,2565,6,4,3,0,12,14,0,0,30,1301,628,328,106,2359,2130,394,482,5365,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,7,0,0,11,39,0,4,56,5,6,0,0,18,39,0,4,65,0,0,0,3,3,24,0,0,24,2867,3751,846,193,7661,3221,565,731,12177,1404,3103,464,68,5035,779,102,132,6053,49,42,17,0,112,80,13,10,213,139,166,54,3,365,118,25,26,530,187,208,71,7,476,199,33,32,738,217,159,93,22,489,443,80,23,1039,603,354,153,32,1145,865,183,101,2291,582,295,137,53,1066,697,199,154,2111,3,4
LGA14750,932,1252,383,34,2600,729,59,143,3536,10,14,9,0,28,41,3,3,84,3,0,0,0,3,0,0,0,3,13,10,9,0,33,41,3,3,88,49,24,30,3,105,163,10,25,304,0,0,0,0,3,11,0,3,21,0,0,3,0,7,27,0,0,27,0,0,3,0,4,3,0,3,8,50,27,34,5,117,205,10,34,365,8,6,0,0,12,22,0,15,48,3,3,0,0,8,3,0,0,12,3,3,0,0,4,3,0,0,11,8,10,0,0,25,26,0,17,71,0,0,0,0,0,0,0,0,0,1002,1301,430,40,2777,1004,71,194,4050,933,1159,423,33,2548,752,66,164,3534,22,15,8,0,52,86,3,13,149,0,0,0,0,3,22,0,0,26,29,18,9,0,53,105,7,15,176,34,14,22,3,75,123,17,54,269,0,0,0,0,0,0,0,9,9,0,0,0,0,0,4,0,0,3,0,0
LGA14850,3731,4317,1880,131,10069,2774,602,395,13839,85,38,57,3,184,269,36,15,507,39,20,18,3,76,52,23,4,154,126,56,75,7,265,320,58,19,660,176,89,162,22,447,702,118,82,1351,8,3,6,0,12,65,5,14,97,3,0,4,0,8,11,3,0,22,3,0,3,0,10,18,3,6,42,187,94,181,21,485,799,135,103,1514,34,16,29,0,88,191,6,44,328,5,3,0,0,14,44,0,8,65,18,3,4,0,24,21,6,0,56,51,23,40,0,121,261,19,50,451,0,0,0,0,0,0,0,0,0,4101,4497,2174,162,10936,4151,813,569,16470,3899,4168,1992,133,10195,3019,667,422,14299,95,37,89,10,231,383,45,39,695,40,19,42,10,110,118,25,14,262,134,60,133,15,342,499,66,54,960,155,55,145,12,363,613,68,53,1096,11,0,6,0,14,56,3,4,81,6,0,3,0,11,34,0,0,46,9,0
LGA14870,1949,2105,774,74,4902,1758,131,260,7052,46,26,45,3,122,164,14,8,312,4,4,12,0,19,34,7,3,54,53,29,59,3,146,196,13,14,362,22,8,21,3,53,143,7,11,215,0,3,3,0,7,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,23,16,21,3,61,158,7,17,245,3,0,3,0,6,19,0,17,45,0,0,0,0,3,0,0,0,9,5,11,3,0,16,9,0,0,24,6,13,3,0,26,32,0,19,80,0,3,0,0,3,3,0,0,10,2033,2161,860,81,5133,2148,157,307,7746,2062,1986,843,84,4973,1924,155,256,7309,65,16,54,4,151,234,18,6,406,0,0,10,0,13,11,0,7,35,71,21,62,7,160,241,15,12,436,14,12,18,0,46,136,0,23,204,0,3,5,0,10,26,3,7,46,0,0,0,0,0,0,0,0,0,0,0
LGA14900,7351,20615,5248,412,33626,4121,573,1924,40240,402,638,284,26,1348,581,29,144,2107,498,1012,598,42,2147,643,86,220,3093,902,1643,881,67,3492,1224,117,362,5197,199,314,234,28,775,949,51,214,1984,323,567,324,44,1255,916,87,279,2541,305,579,280,42,1202,567,74,196,2036,0,11,3,0,10,12,0,3,25,830,1465,844,107,3238,2440,212,693,6586,16,16,0,0,41,86,16,13,151,3,3,0,0,6,3,0,0,13,3,16,11,0,26,5,0,0,42,29,35,8,3,75,97,19,14,206,4,6,3,0,16,0,0,3,15,9111,23769,6980,588,40447,7879,918,2995,52248,7443,21618,5777,434,35274,4489,584,1624,41968,419,744,397,27,1595,700,41,124,2459,701,1692,689,44,3119,787,117,182,4203,1121,2438,1087,66,4707,1489,155,312,6663,165,235,190,9,597,821,40,217,1684,447,662,433,44,1585,1025,100,293,3010,448,868,399,43,1760,695,95,411,2956,13,5
LGA14920,868,767,294,30,1961,746,52,152,2912,0,3,0,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,14,4,3,4,0,16,56,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,16,56,0,0,80,3,10,0,0,10,3,0,0,15,0,0,0,0,0,6,0,0,7,3,8,0,0,8,10,0,0,22,5,18,0,0,22,13,0,3,38,0,0,0,0,0,0,0,0,0,882,794,304,28,2011,818,56,158,3042,912,726,321,33,1994,760,73,91,2913,3,0,4,0,13,29,0,0,40,0,0,0,0,0,0,0,0,3,7,0,4,0,12,26,0,0,45,4,5,0,0,8,38,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14950,367,403,89,6,863,268,13,20,1171,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,4,0,0,3,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,11,0,0,20,0,0,0,0,0,4,0,0,6,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,366,410,93,6,874,295,13,22,1208,355,341,87,8,795,284,23,26,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15050,5302,7761,2603,168,15837,3252,349,569,20011,198,159,106,12,475,328,25,32,860,31,15,31,0,74,65,9,12,164,229,177,134,8,545,390,34,46,1018,185,70,151,15,420,781,52,66,1318,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,7,14,0,5,24,185,75,153,15,430,792,52,71,1347,8,3,9,0,26,51,0,6,82,0,4,0,0,3,3,0,0,3,3,12,5,0,18,17,3,5,40,9,14,18,0,44,66,3,14,132,0,0,0,0,3,0,0,0,5,5731,8032,2911,191,16862,4510,436,694,22512,5925,8321,2749,190,17185,3636,444,540,21796,274,107,156,15,553,595,57,50,1249,51,31,45,3,134,129,24,19,303,324,141,198,17,680,727,74,69,1558,190,85,128,8,415,714,47,87,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15240,9918,7504,3107,198,20724,5803,589,828,27945,703,164,212,16,1093,1034,67,67,2257,93,27,45,0,170,92,4,50,312,804,187,252,17,1261,1123,73,116,2574,281,75,200,13,563,1165,72,166,1962,64,10,27,0,97,142,14,37,289,60,5,15,7,83,125,10,110,323,3,4,8,0,18,21,0,3,47,409,92,249,17,768,1453,94,311,2622,186,46,49,0,276,364,22,274,939,10,25,4,0,35,24,0,10,75,39,31,11,0,83,50,0,11,147,227,95,62,0,388,444,21,296,1151,3,0,0,0,3,0,0,0,4,11356,7885,3670,237,23149,8824,777,1551,34296,10417,7069,3338,217,21032,6520,657,1050,29266,707,136,236,14,1089,1225,62,82,2456,154,76,88,8,329,203,23,52,606,860,208,328,21,1415,1422,86,138,3057,294,66,207,13,581,1256,73,155,2060,62,17,41,3,121,151,21,48,341,80,16,27,3,124,168,18,110,425,8,4
LGA15270,2317,2294,742,67,5419,1682,162,359,7618,44,21,34,3,99,152,11,22,283,0,0,0,0,3,3,0,0,6,44,21,35,4,103,154,11,22,286,32,12,16,4,65,182,5,24,274,5,3,9,0,13,11,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,16,23,4,76,198,6,20,303,19,4,10,0,35,86,10,49,174,0,0,0,0,0,3,0,0,11,15,13,3,3,28,14,5,7,56,33,14,11,3,65,104,14,59,242,4,0,0,0,3,0,0,0,9,2432,2345,809,76,5666,2143,193,464,8460,2421,2350,792,64,5635,1801,181,394,8003,46,35,35,0,124,165,22,40,344,0,0,0,0,0,0,0,0,0,46,35,35,0,124,165,22,40,344,28,9,32,5,73,205,10,34,321,0,0,0,0,0,9,0,3,9,0,0,0,0,0,0,0,0,0,0,0
LGA15300,1059,1498,558,51,3165,804,126,370,4476,8,6,0,0,9,21,3,0,36,3,3,3,0,14,13,0,3,26,11,7,3,0,21,35,3,7,61,56,21,31,12,125,213,26,63,428,0,0,0,0,0,0,0,7,5,3,3,3,0,19,21,0,5,45,0,0,0,0,0,0,0,0,3,66,31,38,10,142,235,29,76,479,17,7,0,0,21,29,0,154,212,0,0,0,0,0,0,0,3,3,7,0,0,0,9,11,0,0,20,16,10,0,0,31,45,4,161,238,8,3,0,0,10,0,0,0,16,1159,1548,600,63,3369,1123,160,613,5267,1107,1316,526,53,3001,982,93,302,4375,16,14,29,9,65,42,3,36,144,5,3,3,0,10,13,3,9,29,25,22,28,9,74,51,3,39,171,44,24,48,7,122,241,15,72,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15350,1039,2176,289,35,3538,525,52,225,4339,185,224,70,3,480,161,21,50,708,173,147,33,0,344,144,23,42,554,354,367,102,3,832,299,43,92,1263,291,155,81,9,538,462,51,86,1143,550,148,126,23,851,1116,117,211,2303,539,138,68,20,764,1023,95,213,2091,6,3,0,0,10,19,3,0,33,1391,450,276,57,2172,2615,269,507,5569,0,3,0,0,4,0,0,3,6,0,0,0,0,0,0,0,0,3,20,12,7,3,40,35,9,18,97,20,18,7,3,43,35,7,22,109,0,0,0,0,3,3,0,0,5,2807,3007,677,95,6582,3479,374,850,11283,1030,2217,314,38,3593,535,49,226,4404,162,231,67,5,462,167,20,33,679,244,204,63,3,508,178,17,51,748,398,435,124,6,967,347,38,80,1428,402,193,99,8,699,469,65,149,1384,554,215,132,23,931,1075,106,267,2389,480,171,86,28,762,953,90,174,1978,4,0
LGA15520,1281,1141,274,40,2738,747,66,177,3729,24,4,3,3,37,43,0,20,96,3,3,0,0,3,0,0,7,14,28,7,3,3,39,40,0,22,106,51,5,18,3,77,140,7,38,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,51,5,18,3,77,148,7,38,269,26,9,3,0,37,43,5,71,153,0,0,0,0,0,7,0,0,12,4,3,0,0,7,3,0,0,14,32,13,3,0,51,54,5,72,178,0,0,0,0,0,0,0,0,0,1398,1168,295,46,2905,986,82,308,4281,1459,1028,307,22,2817,876,76,199,3962,10,5,0,0,12,20,0,0,31,0,0,0,0,0,3,3,4,10,6,5,0,0,11,23,3,7,38,70,12,13,0,97,201,3,27,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15560,467,481,124,11,1082,313,26,49,1473,6,3,0,0,5,8,0,0,15,0,0,0,0,0,0,0,0,0,6,3,0,0,5,8,0,0,12,6,7,5,3,17,35,0,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,3,17,35,0,5,62,4,3,0,0,3,17,3,14,37,0,0,0,0,0,5,0,8,14,0,0,0,0,0,3,0,0,3,8,3,0,0,6,20,3,21,55,0,0,0,0,0,0,0,0,0,481,494,132,12,1114,377,32,75,1603,399,408,132,19,949,317,24,60,1355,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,8,4,7,0,14,35,0,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15650,1288,1753,586,33,3661,911,133,204,4915,43,40,14,3,98,50,14,12,170,0,0,0,0,0,0,0,0,3,43,40,14,3,99,52,14,12,168,44,25,37,4,112,224,17,50,399,0,0,3,0,3,8,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,54,28,39,4,118,233,17,51,419,10,4,0,0,18,32,0,69,121,0,0,0,0,0,0,0,3,6,4,0,0,0,3,0,0,0,3,11,9,0,0,25,32,0,70,128,3,0,0,0,3,3,0,5,10,1403,1828,639,43,3910,1230,161,341,5640,1357,1729,597,57,3737,1040,148,282,5208,27,16,19,3,59,103,5,24,197,8,4,0,3,20,19,5,9,54,36,21,21,4,81,121,14,31,245,44,30,16,4,94,207,14,47,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15700,2014,1507,794,61,4378,1438,144,230,6186,51,7,20,0,76,131,3,10,220,4,7,12,0,21,19,0,0,46,64,16,27,0,98,149,4,6,262,76,23,57,4,153,252,15,18,440,10,0,5,0,13,31,4,5,55,21,0,3,0,24,25,0,16,62,12,0,0,0,13,32,0,3,51,112,27,72,4,209,339,21,43,607,107,11,4,0,117,209,7,128,463,3,3,3,0,12,11,0,3,21,5,9,3,0,19,13,0,4,30,120,23,12,0,150,228,7,135,518,0,3,0,0,4,7,0,0,8,2300,1570,899,66,4836,2157,176,419,7588,2227,1473,867,68,4631,1730,191,199,6752,62,14,32,0,113,167,0,14,300,14,3,6,0,29,33,3,10,75,76,17,39,3,142,200,6,19,369,67,11,39,4,121,301,29,27,477,8,3,0,0,11,25,0,0,37,19,3,6,0,26,17,3,3,48,0,0
LGA15750,1277,1487,484,47,3298,916,91,135,4432,0,3,4,0,9,7,0,3,19,3,0,3,0,4,0,0,0,8,4,3,8,0,15,14,0,3,31,50,15,48,9,120,283,19,25,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,52,16,48,9,119,281,19,25,448,8,0,3,0,16,32,0,50,100,0,7,0,0,10,7,0,0,10,3,5,0,0,12,3,0,0,18,19,16,3,0,38,43,3,53,130,0,0,0,0,0,0,0,0,0,1354,1522,537,56,3471,1254,109,206,5038,1320,1407,463,39,3236,951,91,185,4460,5,0,8,0,15,9,4,6,37,3,0,0,0,4,3,0,0,3,9,3,8,0,21,15,4,6,44,41,13,41,4,98,265,14,48,426,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA15800,616,642,246,24,1534,574,34,56,2197,3,0,0,3,10,27,0,0,38,0,0,0,0,0,4,0,0,7,3,0,0,3,11,32,0,0,45,12,3,4,0,23,63,3,5,94,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,0,23,66,3,7,100,4,0,0,0,6,4,0,28,38,0,0,0,0,0,0,0,0,0,5,5,0,0,11,10,4,0,18,9,5,0,0,17,13,3,28,56,0,0,0,0,0,0,0,0,0,642,653,260,32,1584,683,36,95,2399,583,600,238,28,1451,610,38,89,2188,0,0,4,0,3,18,0,0,31,0,3,0,0,3,0,0,0,8,0,3,4,0,6,23,0,0,34,8,0,5,0,16,68,0,22,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
