LGA_CODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
LGA12850,6,4,52,8738,13233,10571,11233,6742,5321,55836,5006,9237,7495,8497,5521,5453,41207,505,443,289,239,106,90,1677,858,1248,1163,1240,693,519,5715,1360,1691,1460,1473,797,613,7390,1080,676,419,348,137,91,2747,807,920,584,413,146,54,2940,497,661,436,321,102,47,2063,36,27,23,12,3,0,109,2418,2286,1458,1103,402,193,7856,58,13,0,0,0,0,79,10,5,10,3,6,0,34,67,80,64,52,47,39,346,138,97,70,59,55,39,460,79,69,57,42,12,14,271,9002,13388,10533,11169,6778,6310,57190
LGA12870,3,0,10,1394,2004,527,549,265,122,4858,1156,1748,532,491,248,96,4270,115,62,6,3,0,0,186,0,0,0,0,0,0,0,114,67,6,3,0,0,187,175,82,16,4,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,82,16,4,0,0,277,44,34,0,0,0,0,71,0,0,0,0,0,0,0,3,3,0,3,0,0,11,45,33,3,3,0,0,86,8,10,3,0,0,0,26,1492,1944,553,502,253,102,4843
LGA12900,0,0,5,1078,1320,422,391,251,103,3562,808,1215,422,378,238,102,3171,82,21,5,0,5,0,113,0,6,0,0,0,0,6,82,27,5,0,5,0,115,111,23,0,0,0,0,135,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,23,0,0,0,0,139,15,8,0,0,0,0,22,3,5,0,0,0,0,13,8,10,3,0,0,0,26,22,24,5,0,0,0,61,10,3,0,4,0,0,15,1034,1286,440,384,240,109,3496
LGA12930,0,0,23,9750,13758,9073,8805,3676,1835,46893,3649,6977,4730,6053,2952,1848,26208,872,626,304,304,95,54,2266,644,892,664,747,281,198,3423,1517,1519,967,1054,379,245,5690,751,578,385,218,87,32,2044,1310,1680,1160,818,248,119,5335,1936,2755,2118,1397,456,236,8905,20,22,6,10,3,0,61,4014,5031,3673,2440,785,393,16341,0,3,3,0,0,0,7,0,0,0,0,0,0,3,77,67,45,41,13,10,260,86,74,47,41,18,11,276,64,48,23,20,4,3,163,9325,13646,9443,9617,4144,2501,48676
LGA12950,0,0,0,457,620,226,197,115,41,1650,421,587,181,169,113,42,1519,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,6,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,0,0,0,0,43,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,3,4,3,0,0,16,463,604,183,170,110,43,1587
LGA13010,0,0,7,1071,1370,406,341,199,74,3465,980,1261,386,301,177,63,3174,27,5,0,0,0,0,33,3,0,0,0,0,0,3,27,5,0,0,0,0,36,95,19,5,3,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,19,5,3,0,0,128,13,5,3,0,0,0,23,0,0,0,0,0,0,5,0,4,0,0,0,0,7,19,11,3,0,0,0,34,28,22,10,3,3,0,57,1147,1320,400,313,182,67,3427
LGA13310,3,0,27,3036,3743,1524,1284,589,281,10457,2355,3519,1456,1286,605,328,9550,448,187,52,25,8,7,739,64,30,17,3,4,0,124,513,220,66,32,16,6,860,201,55,14,8,0,0,285,55,16,3,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,261,67,20,8,0,0,361,43,15,7,3,0,0,59,0,6,3,3,3,0,17,21,8,0,0,0,0,40,66,26,9,8,3,0,115,19,18,13,4,3,3,59,3208,3851,1569,1339,632,343,10945
LGA13340,0,0,4,916,1334,495,463,258,140,3611,859,1354,447,484,269,144,3563,32,7,3,3,0,0,46,0,0,0,0,0,0,0,32,7,3,3,0,0,46,32,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,34,3,5,0,0,3,0,10,0,0,0,0,0,0,4,3,7,0,0,3,3,12,5,12,0,0,5,3,26,13,5,0,0,6,6,30,948,1381,455,487,281,147,3699
LGA13450,0,0,0,2061,2784,1213,1269,774,359,8454,1374,2404,1060,1239,681,330,7096,213,111,34,28,8,3,398,0,3,3,3,0,0,12,214,118,33,34,5,3,406,360,226,105,68,32,8,810,9,3,3,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,7,377,235,110,76,32,11,834,33,6,3,3,0,0,45,8,3,0,0,0,0,12,4,10,0,0,3,0,27,46,21,7,8,4,0,88,22,13,7,10,8,4,64,2027,2793,1222,1361,735,351,8487
LGA13510,0,0,3,1278,1709,532,447,269,120,4356,1112,1647,496,436,240,116,4043,95,29,5,0,0,0,125,17,3,0,0,0,0,20,111,31,8,0,0,0,150,73,18,6,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,18,6,0,0,0,89,3,6,0,0,0,0,11,0,0,0,0,0,0,0,23,4,0,3,0,0,39,24,16,0,4,0,0,52,11,6,6,5,0,0,26,1333,1714,511,446,246,115,4358
LGA13550,0,0,3,1233,1566,638,600,303,150,4488,986,1442,632,596,277,138,4060,68,42,15,6,3,0,125,23,10,0,0,0,0,32,84,51,16,6,3,0,158,133,44,5,3,0,0,188,11,4,3,0,0,0,18,28,6,0,3,0,0,38,0,0,0,0,0,0,0,176,54,11,10,0,0,248,16,3,3,0,0,0,17,0,0,0,0,0,0,0,10,3,0,0,0,3,17,21,7,3,0,0,4,34,9,12,3,0,0,0,33,1277,1556,659,606,281,142,4527
LGA13660,0,0,0,607,771,235,230,122,50,2019,532,778,220,197,126,44,1892,19,7,0,3,0,0,19,0,0,0,0,0,0,0,19,7,0,3,0,0,19,23,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,26,16,11,0,0,0,0,30,3,3,0,0,0,0,8,0,0,0,0,0,0,4,14,16,0,0,0,0,38,3,3,0,0,0,0,7,590,799,228,200,125,46,1987
LGA13800,0,0,14,4261,6419,3590,3696,1866,1014,20845,2924,5638,3298,3581,1830,1029,18306,813,457,209,109,45,15,1653,199,170,88,53,23,5,542,1018,632,296,166,71,17,2191,242,111,31,12,5,7,403,42,27,4,5,0,0,75,0,0,0,0,0,0,3,3,0,0,0,0,0,8,287,135,41,20,5,7,491,74,14,7,0,0,0,99,5,3,3,0,3,0,17,19,14,4,3,3,0,37,98,29,15,4,9,3,154,65,60,22,12,6,10,172,4389,6497,3671,3776,1920,1061,21307
LGA13850,0,0,0,364,402,163,133,67,42,1164,294,385,133,104,65,27,995,17,5,0,0,0,0,24,0,0,0,0,0,0,0,17,12,0,0,0,0,27,28,19,3,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,3,3,0,0,51,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,14,4,0,0,4,0,0,9,346,412,138,109,66,25,1097
LGA13910,0,0,9,2045,2513,861,856,453,254,6974,1684,2448,827,763,412,209,6350,189,86,21,10,6,3,312,3,0,0,0,0,0,3,191,86,21,10,6,3,318,212,66,20,7,3,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,66,20,7,3,0,307,16,5,0,0,0,0,19,3,3,0,0,0,0,8,8,11,3,6,0,0,23,23,22,6,3,0,0,54,26,16,0,4,3,3,54,2134,2637,872,795,428,215,7075
LGA14000,0,0,32,8226,13430,8431,10110,4186,1574,45959,3982,9453,6440,8985,3903,1712,34488,513,307,95,102,32,16,1066,716,845,620,640,152,54,3033,1229,1148,718,746,182,70,4099,763,377,139,99,19,3,1396,1212,1117,642,327,81,24,3400,838,1048,770,517,98,25,3293,25,10,10,3,0,0,46,2836,2544,1556,941,196,55,8129,31,24,5,7,3,0,70,0,0,0,0,0,0,0,18,22,8,13,4,4,63,48,41,11,15,5,4,132,65,43,22,12,10,4,159,8167,13243,8753,10702,4294,1852,47010
LGA14100,0,0,0,1164,1374,666,773,372,135,4488,367,751,465,710,385,127,2810,22,33,8,12,4,0,90,166,257,116,81,20,8,640,186,286,128,93,29,8,724,193,108,32,22,4,0,359,138,95,30,8,4,0,278,221,114,21,9,0,0,368,0,0,0,0,0,0,0,550,321,91,38,11,0,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,3,0,0,0,8,5,3,4,6,5,0,24,1110,1363,689,852,421,137,4573
LGA14170,3,0,122,19242,23439,11321,8774,2698,1119,66588,2793,4999,3451,3851,1414,739,17252,2729,4306,2474,2207,563,146,12424,1905,3439,2112,1998,540,163,10159,4633,7745,4579,4208,1101,308,22580,3787,3266,1266,603,160,64,9142,4318,4115,1582,766,204,56,11039,2659,2687,905,411,95,28,6793,139,145,49,26,7,7,374,10896,10207,3801,1810,465,154,27340,3,3,0,0,0,0,9,0,4,0,0,0,0,5,296,375,191,97,40,23,1024,299,384,194,101,40,23,1030,329,138,54,48,12,11,590,18946,23476,12082,10020,3035,1238,68796
LGA14200,0,0,3,1673,2222,856,733,388,208,6081,1311,2116,776,669,365,182,5422,82,49,10,3,7,0,145,15,10,4,0,0,0,26,96,57,12,3,7,0,170,257,60,20,15,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,60,20,15,0,0,356,32,8,0,0,0,0,45,0,0,0,0,0,0,3,3,5,0,3,0,0,20,39,19,3,3,0,0,61,26,36,11,14,14,9,103,1728,2282,824,707,381,188,6113
LGA14300,0,0,13,504,666,256,243,136,80,1887,466,654,265,223,140,75,1822,26,4,3,4,0,0,36,0,0,0,0,0,0,4,22,7,4,4,0,0,43,29,4,0,0,0,0,33,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,0,0,40,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,6,0,0,0,0,9,527,668,276,232,143,72,1922
LGA14350,0,0,9,2988,4083,1463,1090,590,396,10616,2445,3736,1391,1055,552,362,9539,243,99,21,3,0,0,372,41,5,5,3,0,0,56,284,108,26,6,0,0,430,236,104,26,10,7,3,381,17,16,3,0,0,0,34,10,3,0,0,0,0,13,3,3,0,0,0,0,5,265,123,26,8,7,7,429,56,25,0,0,0,0,80,5,3,0,0,0,0,10,12,7,6,0,0,0,26,68,31,8,5,0,0,119,54,44,15,10,4,4,136,3111,4042,1474,1092,562,370,10651
LGA14400,0,0,3,1645,2873,1053,1132,542,166,7412,962,2398,925,1064,510,202,6065,80,100,31,18,6,0,237,215,296,88,42,9,5,652,293,389,122,58,13,3,885,214,111,27,14,3,0,379,39,33,4,0,0,0,81,116,72,0,0,0,0,192,0,0,0,0,0,0,0,373,219,37,15,3,0,655,8,9,3,5,3,0,29,0,0,0,0,0,0,0,5,8,4,4,3,0,25,15,20,9,6,5,0,54,17,35,3,3,6,0,65,1665,3065,1090,1153,541,206,7719
LGA14500,4,0,48,5814,10770,5996,8245,3717,1244,35778,2926,7462,4912,8004,3639,1335,28271,128,121,21,15,8,3,294,395,475,156,169,59,3,1257,522,600,181,184,64,7,1556,707,513,142,97,22,9,1486,621,559,241,130,34,4,1591,1331,2037,1220,700,144,31,5464,0,0,0,0,0,0,3,2656,3111,1608,925,195,46,8538,0,3,0,0,0,0,3,0,0,0,0,0,0,0,8,5,0,0,0,3,22,8,7,0,7,0,3,21,35,24,11,0,10,4,84,6152,11199,6715,9115,3901,1389,38476
LGA14550,0,0,0,1059,1350,479,367,222,119,3604,1027,1333,414,306,187,85,3351,13,4,0,0,0,0,18,4,0,0,0,0,0,4,17,4,0,0,0,0,18,40,17,6,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,17,6,0,0,0,63,27,6,0,0,0,0,29,5,0,0,0,0,0,8,15,7,0,0,0,0,24,39,19,0,4,0,0,62,12,9,4,0,0,0,26,1142,1382,425,310,186,88,3525
LGA14600,0,0,3,699,899,342,290,175,86,2474,561,732,264,251,153,70,2037,3,3,0,0,0,0,12,0,0,0,0,0,0,0,9,3,0,0,0,0,13,47,8,4,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,4,0,0,0,65,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,3,0,0,0,16,7,3,9,0,0,0,20,20,26,13,9,5,3,70,644,770,293,260,157,80,2206
LGA14650,0,0,31,16828,25264,10967,11059,4588,1840,70560,11826,22349,10713,11162,4465,1873,62390,2769,1711,313,127,44,17,4977,900,758,267,134,52,20,2129,3663,2467,585,259,89,41,7106,1285,567,123,56,17,7,2053,154,90,14,7,0,0,260,198,183,32,18,0,0,427,20,13,6,3,0,0,45,1652,849,171,88,20,7,2788,356,122,19,6,3,4,510,4,13,0,3,0,0,21,37,36,13,12,3,6,100,398,171,30,22,9,3,630,66,54,23,8,3,9,162,17610,25894,11515,11541,4579,1935,73075
LGA14700,3,0,41,3025,3947,1887,1982,822,228,11881,675,1571,1004,1548,707,212,5717,49,60,43,50,10,3,205,191,156,89,83,17,7,542,234,216,129,137,31,8,749,423,310,131,73,11,6,961,940,977,466,227,44,9,2660,1093,1441,525,207,37,18,3320,10,16,3,9,0,0,43,2470,2748,1124,516,92,34,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,0,0,19,6,6,3,3,0,0,19,29,13,8,11,0,3,59,3407,4554,2265,2213,833,255,13534
LGA14750,0,0,5,1005,1261,587,516,279,144,3788,785,1243,499,472,256,127,3380,118,43,10,12,0,0,175,16,0,4,0,0,0,21,134,42,11,12,0,0,197,127,48,16,12,3,0,207,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,51,18,12,3,0,214,20,3,0,0,0,0,20,4,0,0,0,0,0,4,3,4,4,0,0,0,8,25,3,4,0,0,0,35,15,7,3,9,3,3,37,1092,1349,534,496,268,126,3868
LGA14850,0,0,11,4488,5877,2390,2179,958,458,16342,3148,4962,2126,1885,874,412,13407,662,305,79,27,11,3,1079,250,143,38,19,7,0,464,909,445,125,44,17,5,1541,397,176,71,14,6,3,665,58,29,4,0,0,0,86,0,0,0,0,0,0,0,3,0,0,0,0,0,3,453,205,70,19,10,3,754,161,36,8,5,0,0,216,20,5,4,0,4,0,40,25,58,22,20,20,4,143,206,106,31,27,24,4,399,37,28,14,8,4,0,91,4754,5740,2368,1978,929,427,16195
LGA14870,0,0,6,2394,2775,1003,996,441,181,7785,1985,2433,951,864,361,170,6766,298,101,33,20,3,0,454,52,28,8,0,0,0,83,348,131,41,22,3,0,538,75,30,6,8,0,0,117,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,31,6,8,0,0,134,29,0,0,0,0,4,33,0,0,0,0,0,0,8,81,119,42,38,26,6,311,112,120,42,37,27,11,353,23,32,4,6,0,3,72,2561,2742,1044,929,398,186,7862
LGA14900,0,0,47,8596,12741,9897,11896,6234,4235,53596,4780,9496,8298,10820,6243,4761,44395,450,328,153,151,65,42,1193,1100,1226,1005,974,450,215,4964,1547,1557,1159,1124,518,255,6159,828,353,178,115,39,18,1523,1340,1058,716,513,161,48,3839,504,751,508,376,139,72,2345,20,21,11,8,3,0,65,2699,2177,1411,1012,346,142,7775,30,3,0,0,0,0,35,7,0,0,0,0,3,9,25,17,14,9,8,3,80,54,23,14,11,14,4,125,127,134,21,18,13,14,325,9208,13382,10904,12991,7137,5173,58786
LGA14920,0,0,6,832,1152,390,330,178,65,2948,792,1054,353,334,169,72,2772,4,8,0,0,0,0,13,0,0,0,0,0,0,0,4,12,0,0,0,0,16,61,10,8,0,3,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,10,8,0,3,0,88,7,3,0,0,0,0,5,0,0,0,0,0,0,3,10,10,0,3,0,0,20,15,8,0,3,0,0,24,5,4,3,0,0,0,7,875,1092,364,334,171,72,2916
LGA14950,0,0,6,302,425,155,117,85,48,1127,285,423,118,148,66,45,1085,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,21,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,11,6,3,0,0,0,0,14,0,3,0,0,3,0,9,313,425,120,150,74,41,1129
LGA15050,0,0,4,5185,8097,4064,4143,1784,823,24096,3953,8195,4311,4492,1981,905,23848,946,650,190,85,23,15,1904,316,143,45,16,7,0,533,1259,793,238,108,32,15,2435,402,126,23,14,0,0,569,0,0,0,0,0,0,0,22,11,3,0,0,0,32,0,0,0,0,0,0,3,424,136,26,14,0,0,607,31,6,3,0,0,0,43,3,5,0,0,0,0,11,13,19,11,8,0,0,54,53,29,15,11,3,0,108,256,93,14,5,3,0,381,5948,9242,4605,4632,2018,921,27374
LGA15240,0,0,29,9946,14388,4158,3477,1679,818,34461,7095,12782,3889,3297,1560,792,29413,1586,1072,180,67,18,6,2926,187,221,50,29,9,3,507,1777,1296,230,92,30,7,3437,1017,405,112,42,7,7,1590,229,122,32,6,0,0,392,191,174,34,15,0,0,410,3,0,0,0,0,0,7,1434,699,178,67,11,10,2392,326,194,35,12,4,0,568,20,11,3,0,0,0,36,56,52,12,13,3,3,132,395,254,50,23,4,3,738,98,99,23,24,3,3,254,10798,15130,4368,3503,1611,823,36233
LGA15270,0,0,4,2273,3116,1160,1023,551,245,8361,2058,2945,1147,1080,538,241,8005,199,79,33,11,3,3,319,9,3,4,0,0,0,17,208,77,38,9,3,3,337,139,45,15,8,4,0,211,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,45,15,8,4,0,219,67,14,3,3,0,0,87,3,4,0,0,3,0,9,9,14,0,4,0,0,27,78,27,3,9,3,0,129,32,20,7,4,6,0,78,2531,3121,1218,1106,548,242,8768
LGA15300,0,0,7,1313,1525,665,628,318,220,4662,909,1283,615,520,277,165,3758,83,68,27,24,14,3,222,8,4,3,0,0,0,17,90,71,29,29,14,4,244,286,108,31,4,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,290,115,30,4,0,0,441,36,8,0,0,0,0,48,3,0,0,0,0,0,3,7,17,0,0,5,0,35,45,27,0,0,5,0,85,8,6,3,3,0,0,20,1339,1497,681,563,294,174,4545
LGA15350,4,0,46,3405,3585,1411,1499,680,162,10741,462,1038,679,1029,538,147,3901,141,228,146,172,28,4,719,120,247,107,107,34,8,620,257,482,255,273,66,13,1337,549,570,195,113,27,6,1468,1138,1007,307,144,19,3,2611,796,584,134,51,10,0,1579,11,17,6,3,0,0,43,2491,2183,647,312,60,9,5699,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,20,5,4,5,0,45,17,18,5,4,5,0,53,11,3,3,8,0,0,33,3242,3729,1591,1625,671,169,11022
LGA15520,0,0,17,1150,1783,476,473,253,84,4221,964,1649,478,466,251,92,3897,104,59,0,4,0,0,173,5,4,0,0,0,0,7,113,61,0,3,0,0,177,158,69,9,3,0,4,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,69,9,3,0,4,243,47,34,0,0,0,0,84,0,3,0,0,0,0,4,6,17,3,8,3,0,35,50,52,8,5,3,0,116,15,6,0,6,0,0,30,1292,1841,494,489,257,95,4470
LGA15560,0,0,4,380,509,163,183,115,43,1379,323,451,183,159,96,45,1260,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,9,6,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,9,6,0,0,0,60,3,3,0,0,0,0,9,0,0,0,0,0,0,0,9,3,0,0,0,0,10,12,8,0,0,0,3,23,0,5,0,0,0,0,6,381,478,192,155,96,48,1361
LGA15650,0,0,20,1416,1869,810,821,442,171,5532,1121,1761,828,807,371,169,5060,260,107,39,9,8,0,424,99,34,11,5,5,0,154,356,138,51,21,11,0,576,41,6,3,0,0,0,49,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6,6,0,0,0,58,12,0,4,0,0,0,14,0,0,0,0,0,0,3,0,3,0,0,0,0,3,15,3,3,0,0,0,21,10,19,7,7,0,0,48,1543,1930,901,836,381,166,5764
LGA15700,0,0,0,2384,3017,879,737,375,221,7616,1777,2627,849,694,370,198,6519,148,68,12,9,6,0,238,14,20,3,3,0,0,47,166,89,16,6,6,0,283,252,107,24,6,5,0,395,24,18,3,0,0,0,50,14,11,0,0,0,0,24,0,0,0,0,0,0,0,291,134,28,9,11,0,472,185,119,8,3,0,0,315,8,5,0,0,0,0,10,18,17,4,5,0,0,39,210,137,11,9,0,0,369,18,11,4,0,3,0,38,2450,3001,913,722,391,205,7684
LGA15750,0,0,15,1277,1709,645,647,344,157,4783,939,1541,579,586,318,149,4122,99,24,3,6,3,0,139,9,12,0,0,0,0,25,105,36,7,3,3,0,157,174,51,14,3,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,51,14,3,0,0,248,36,5,0,0,0,0,48,5,0,0,0,0,0,3,3,5,3,0,0,0,19,48,12,3,3,0,0,69,11,10,3,7,3,0,30,1277,1648,611,606,325,154,4625
LGA15800,0,0,8,715,762,286,270,145,81,2243,599,730,258,239,134,60,2015,24,9,6,0,3,0,38,0,0,0,0,0,0,0,24,9,6,0,3,0,38,46,8,4,3,0,0,61,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,8,4,3,0,0,69,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,16,3,10,3,0,0,0,15,684,759,267,249,135,59,2148
LGA15850,0,0,3,691,862,325,292,167,118,2452,546,814,294,247,168,91,2162,19,10,0,0,0,0,27,0,0,0,0,0,0,0,19,11,0,0,0,0,30,64,16,3,0,0,0,84,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,68,20,3,0,0,0,90,4,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,7,8,0,0,0,0,0,10,16,4,0,3,4,0,22,655,845,306,251,172,91,2318
LGA15900,0,0,84,17267,20213,9077,7690,3055,1145,58451,9098,14429,7625,7448,2910,1124,42634,2038,1328,393,203,73,29,4062,1783,1912,822,436,152,58,5154,3817,3241,1212,642,222,81,9215,2189,938,258,98,27,11,3515,1207,692,164,54,8,5,2142,853,766,165,45,6,0,1830,89,50,9,7,3,4,152,4336,2449,594,203,45,19,7644,11,16,6,0,0,3,37,3,4,0,0,0,0,13,72,48,29,14,3,0,165,91,70,29,15,3,4,213,144,80,24,17,0,6,271,17490,20264,9485,8324,3188,1230,59974
