LGA_CODE_2016,C06_Budh_0_14_yrs,C06_Budh_15_24,C06_Budh_25_34,C06_Budh_35_44,C06_Budh_45_54,C06_Budh_55_64,C06_Budh_65_74,C06_Budh_75_84,C06_Budh_85ov,C06_Budh_Tot,C06_C_Ang_0_14,C06_C_Ang_15_24,C06_C_Ang_25_34,C06_C_Ang_35_44,C06_C_Ang_45_54,C06_C_Ang_55_64,C06_C_Ang_65_74,C06_C_Ang_75_84,C06_C_Ang_85ov,C06_C_Ang_Tot,C06_C_As_Apo_0_14,C06_C_As_Apo_15_24,C06_C_As_Apo_25_34,C06_C_As_Apo_35_44,C06_C_As_Apo_45_54,C06_C_As_Apo_55_64,C06_C_As_Apo_65_74,C06_C_As_Apo_75_84,C06_C_As_Apo_85ov,C06_C_As_Apo_Tot,C06_C_Bap_0_14,C06_C_Bap_15_24,C06_C_Bap_25_34,C06_C_Bap_35_44,C06_C_Bap_45_54,C06_C_Bap_55_64,C06_C_Bap_65_74,C06_C_Bap_75_84,C06_C_Bap_85ov,C06_C_Bap_Tot,C06_C_Breth_0_14,C06_C_Breth_15_24,C06_C_Breth_25_34,C06_C_Breth_35_44,C06_C_Breth_45_54,C06_C_Breth_55_64,C06_C_Breth_65_74,C06_C_Breth_75_84,C06_C_Breth_85ov,C06_C_Breth_Tot,C06_C_Cath_0_14,C06_C_Cath_15_24,C06_C_Cath_25_34,C06_C_Cath_35_44,C06_C_Cath_45_54,C06_C_Cath_55_64,C06_C_Cath_65_74,C06_C_Cath_75_84,C06_C_Cath_85ov,C06_C_Cath_Tot,C06_C_Ch_Chr_0_14,C06_C_Ch_Chr_15_24,C06_C_Ch_Chr_25_34,C06_C_Ch_Chr_35_44,C06_C_Ch_Chr_45_54,C06_C_Ch_Chr_55_64,C06_C_Ch_Chr_65_74,C06_C_Ch_Chr_75_84,C06_C_Ch_Chr_85ov,C06_C_Ch_Chr_Tot,C06_C_E_Orth_0_14,C06_C_E_Orth_15_24,C06_C_E_Orth_25_34,C06_C_E_Orth_35_44,C06_C_E_Orth_45_54,C06_C_E_Orth_55_64,C06_C_E_Orth_65_74,C06_C_E_Orth_75_84,C06_C_E_Orth_85ov,C06_C_E_Orth_Tot,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_La_Da_Sai_0_14,C06_C_La_Da_Sai_15_24,C06_C_La_Da_Sai_25_34,C06_C_La_Da_Sai_35_44,C06_C_La_Da_Sai_45_54,C06_C_La_Da_Sai_55_64,C06_C_La_Da_Sai_65_74,C06_C_La_Da_Sai_75_84,C06_C_La_Da_Sai_85ov,C06_C_La_Da_Sai_Tot,C06_C_Luth_0_14,C06_C_Luth_15_24,C06_C_Luth_25_34,C06_C_Luth_35_44,C06_C_Luth_45_54,C06_C_Luth_55_64,C06_C_Luth_65_74,C06_C_Luth_75_84,C06_C_Luth_85ov,C06_C_Luth_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_Tot,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Se_da_Adv_0_14,C06_C_Se_da_Adv_15_24,C06_C_Se_da_Adv_25_34,C06_C_Se_da_Adv_35_44,C06_C_Se_da_Adv_45_54,C06_C_Se_da_Adv_55_64,C06_C_Se_da_Adv_65_74,C06_C_Se_da_Adv_75_84,C06_C_Se_da_Adv_85ov,C06_C_Se_da_Adv_Tot,C06_C_Uni_Ch_0_14,C06_C_Uni_Ch_15_24,C06_C_Uni_Ch_25_34,C06_C_Uni_Ch_35_44,C06_C_Uni_Ch_45_54,C06_C_Uni_Ch_55_64,C06_C_Uni_Ch_65_74,C06_C_Uni_Ch_75_84,C06_C_Uni_Ch_85ov,C06_C_Uni_Ch_Tot,C06_C_Chi_nfd_0_14,C06_C_Chi_nfd_15_24,C06_C_Chi_nfd_25_34,C06_C_Chi_nfd_35_44,C06_C_Chi_nfd_45_54,C06_C_Chi_nfd_55_64,C06_C_Chi_nfd_65_74,C06_C_Chi_nfd_75_84,C06_C_Chi_nfd_85ov,C06_C_Chi_nfd_Tot,C06_C_Oth_Chr_0_14,C06_C_Oth_Chr_15_24,C06_C_Oth_Chr_25_34,C06_C_Oth_Chr_35_44,C06_C_Oth_Chr_45_54,C06_C_Oth_Chr_55_64,C06_C_Oth_Chr_65_74,C06_C_Oth_Chr_75_84,C06_C_Oth_Chr_85ov,C06_C_Oth_Chr_Tot
LGA12730,0,5,0,0,3,0,0,0,0,14,326,158,207,299,334,300,249,178,47,2089,0,0,0,0,0,0,0,0,0,0,39,22,22,35,24,25,10,10,3,183,0,0,0,0,0,0,0,0,0,0,592,287,264,329,338,274,234,134,40,2478,0,0,0,0,3,0,0,0,0,7,5,3,0,3,5,7,4,0,0,30,0,3,6,0,7,3,0,3,0,22,0,0,0,0,0,0,0,0,0,6,5,6,4,10,8,9,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,14,10,0,0,7,0,0,0,0,0,20,46,37,51,63,108,78,70,57,15,527,19,7,5,3,10,6,4,3,0,62,0,0,0,0,0,0,0,0,0,0,202,130,96,144,224,143,148,120,32,1245,20,9,4,12,18,6,0,6,0,75,0,0,0,0,0,0,0,0,0,0
LGA12750,29,21,24,32,61,50,8,3,0,232,1322,697,663,1067,1528,1927,1490,1162,386,10239,0,0,0,0,0,0,0,0,0,0,67,35,27,39,60,81,59,39,6,410,0,0,0,0,3,0,0,0,0,3,1496,909,622,1092,1247,1265,1079,556,143,8406,4,0,0,3,4,5,6,3,0,31,32,12,26,34,25,56,38,9,3,236,36,22,19,38,39,40,26,17,0,242,15,0,0,4,3,6,0,0,0,32,19,12,14,28,43,57,74,55,6,310,0,0,0,0,0,3,3,0,0,8,6,0,7,3,4,16,4,5,0,41,63,34,28,25,48,35,26,9,0,278,82,55,63,141,244,292,289,217,97,1475,26,11,12,12,15,22,10,8,0,109,36,4,15,3,14,7,9,4,4,89,256,120,89,186,245,326,257,240,72,1789,105,57,31,59,88,77,34,18,8,471,3,0,0,3,3,5,8,7,0,33
LGA12850,8916,5620,5806,7098,6539,2979,1488,1051,327,39809,1515,1454,1095,1466,1918,1670,1165,932,264,11474,986,783,706,755,744,501,360,174,26,5028,554,379,323,335,393,226,134,84,26,2448,11,0,3,6,3,9,0,3,7,40,13116,9677,7847,8734,8618,7012,4924,2823,630,63382,19,20,7,16,21,19,8,10,3,125,1945,1710,1655,1557,1679,1576,1003,462,149,11742,159,121,88,106,97,95,50,31,4,755,264,131,102,96,75,31,28,8,5,751,34,28,27,38,68,94,107,80,22,503,217,166,117,142,141,97,92,44,3,1024,149,99,72,82,79,40,28,28,10,582,379,237,182,183,175,107,43,11,8,1328,101,135,103,154,219,215,209,140,36,1323,22,27,16,18,27,26,19,16,3,179,130,90,70,85,79,66,42,21,10,582,358,298,169,220,290,195,137,100,34,1799,502,400,314,282,268,187,87,50,13,2101,34,31,10,25,28,18,11,10,6,165
LGA12870,0,3,5,5,3,3,0,0,0,26,466,262,273,366,496,496,417,298,73,3142,0,0,0,0,0,0,0,0,0,0,35,15,20,20,15,13,14,0,4,134,0,0,0,0,0,0,0,0,0,0,852,419,341,496,502,478,395,243,51,3768,0,0,0,3,0,0,3,4,0,13,7,3,4,4,3,3,0,0,0,18,11,3,3,3,3,3,0,0,0,27,0,0,0,0,6,0,0,0,0,10,22,18,9,16,25,22,13,12,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,11,6,3,6,4,0,0,0,49,136,60,66,115,144,178,214,151,50,1104,0,0,0,0,0,4,8,3,0,23,0,0,3,0,0,0,3,0,0,9,138,77,60,129,142,145,118,89,22,917,7,7,6,7,13,18,11,4,0,69,0,0,0,0,0,0,4,0,0,3
LGA12900,0,3,3,3,10,3,0,0,0,17,475,254,285,399,395,416,333,212,74,2843,0,0,0,0,0,0,0,0,0,0,21,9,15,13,15,14,8,3,3,103,4,0,3,0,0,0,0,0,0,9,895,481,365,416,431,385,299,129,46,3453,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,0,15,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,13,8,13,7,9,6,4,3,73,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,3,0,0,11,43,28,37,71,90,92,48,37,14,466,13,16,9,13,5,8,3,0,3,71,0,0,0,0,0,3,0,0,0,9,118,67,60,92,78,85,68,81,16,674,41,11,13,16,14,6,3,3,0,116,0,0,0,0,0,0,0,0,0,3
LGA12930,659,730,856,1059,970,479,300,131,45,5225,2348,1889,1820,2174,2644,2598,1852,2154,1106,18592,0,0,3,0,0,0,0,0,0,3,451,316,306,375,373,261,187,166,56,2499,19,21,4,7,16,9,7,16,6,111,6541,4222,4164,4738,4319,3537,2532,1878,639,32587,9,19,6,12,17,13,6,8,10,112,3240,1702,2229,2764,1710,1583,1119,488,87,14931,51,33,81,49,45,39,24,13,8,355,61,37,39,41,20,23,13,3,0,237,35,19,46,43,47,55,66,41,5,364,279,216,190,180,183,127,83,28,7,1286,60,50,51,64,51,41,33,15,5,372,217,158,152,182,131,83,50,21,3,1003,293,208,284,387,484,417,304,431,207,3008,58,35,26,41,45,52,38,28,13,339,20,20,14,24,11,17,6,8,3,122,536,519,343,438,611,514,366,488,250,4074,303,287,256,257,215,124,68,38,11,1569,52,49,45,25,43,29,20,18,3,302
LGA12950,0,0,3,3,3,0,0,0,0,9,276,121,113,165,183,180,164,87,32,1319,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,6,0,3,0,25,0,0,0,0,0,0,0,0,0,0,288,136,86,136,147,133,81,61,19,1079,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,4,0,0,0,5,11,0,3,9,5,6,3,0,0,37,3,0,0,0,0,0,0,0,0,3,4,8,8,8,14,11,11,9,5,84,0,0,0,0,0,0,0,0,0,0,19,0,8,3,7,3,3,3,0,48,47,25,12,21,21,20,13,5,0,159,69,42,46,79,86,75,64,61,14,543,0,0,0,0,3,3,0,0,0,12,0,0,0,3,0,0,0,0,0,13,42,43,24,46,58,55,32,31,13,338,9,0,3,8,0,4,3,0,0,28,0,0,0,0,0,0,0,0,0,3
LGA13010,4,0,8,0,4,3,0,0,0,32,615,297,300,384,436,487,410,259,98,3280,0,0,0,0,0,0,0,0,0,0,31,7,8,19,20,23,14,12,4,131,0,0,0,0,0,0,0,0,0,0,469,212,185,245,260,263,174,102,42,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,12,3,3,0,8,3,3,7,5,0,32,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,13,4,9,0,47,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,16,25,10,9,9,14,10,6,0,0,84,36,31,33,63,66,89,66,27,21,434,18,7,7,10,18,6,0,0,0,68,0,0,3,0,3,3,3,3,0,16,77,51,38,72,100,124,95,71,38,672,32,11,10,14,23,13,7,10,4,127,0,0,0,0,0,0,0,0,0,7
LGA13310,11,20,8,26,19,20,3,4,0,104,1516,964,916,1173,1236,1123,823,561,190,8497,0,0,0,0,0,0,0,0,0,0,57,56,34,36,33,42,22,21,3,307,65,18,22,24,5,4,7,0,0,144,1768,1145,937,1182,1132,940,661,435,103,8298,6,0,3,0,0,0,3,0,0,16,16,28,25,25,28,23,26,11,0,183,11,6,0,11,5,11,13,8,3,68,0,0,4,0,0,5,0,0,0,15,11,7,6,20,20,15,14,11,0,104,4,0,0,7,3,0,0,0,0,15,0,0,0,3,3,7,3,0,0,19,27,26,18,25,14,15,7,0,0,139,54,41,51,98,144,170,95,84,27,755,10,16,0,10,13,15,9,4,0,87,9,0,8,0,8,8,3,10,0,53,257,149,129,195,226,218,178,116,44,1515,77,44,27,34,51,26,11,7,0,277,0,0,0,0,8,3,4,0,0,12
LGA13340,6,5,3,5,3,0,0,0,0,24,389,188,175,322,365,358,211,152,45,2200,0,0,0,0,0,0,0,0,0,0,25,5,11,14,18,23,10,0,4,110,0,0,0,0,0,0,0,0,0,0,565,303,211,302,312,267,146,92,26,2225,7,0,3,0,0,9,3,0,0,20,7,4,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,10,269,127,106,149,153,161,124,85,30,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,58,36,18,35,24,22,4,3,0,197,60,29,35,80,113,125,74,71,25,613,6,5,0,3,3,3,3,0,0,16,0,0,7,4,8,9,4,4,0,36,155,104,46,118,151,134,80,61,29,878,49,30,15,27,21,19,11,3,0,174,0,0,0,0,6,0,0,0,0,16
LGA13450,20,11,19,19,16,8,0,0,0,92,836,516,519,601,573,464,261,241,73,4092,0,0,0,0,0,0,0,0,0,4,14,15,22,24,19,15,14,3,3,117,23,17,10,6,0,3,0,0,3,66,2582,1433,1272,1591,1340,984,947,622,142,10909,0,0,0,0,0,0,0,0,0,4,10,9,9,8,8,0,0,5,0,47,24,18,17,16,22,19,13,3,0,130,20,9,10,7,10,0,3,0,0,64,32,22,12,25,21,12,6,4,3,138,0,0,0,0,0,0,0,0,0,6,20,16,7,10,9,9,0,0,0,72,74,35,33,43,37,26,7,7,4,255,103,66,80,105,151,137,108,85,28,870,13,8,8,8,14,6,3,0,0,56,60,28,15,20,21,9,3,0,0,157,359,228,234,266,234,163,114,107,26,1739,67,30,41,24,34,22,4,0,0,225,8,10,0,8,0,0,0,0,0,19
LGA13510,0,0,7,8,8,5,0,3,0,31,693,404,356,495,595,638,479,330,104,4096,0,0,0,0,0,0,0,0,0,0,28,18,10,19,28,17,10,6,3,141,0,0,0,0,0,0,0,0,0,0,982,411,363,523,489,419,352,231,64,3840,0,0,0,0,0,0,0,0,0,0,12,3,3,3,4,3,3,0,0,33,7,10,9,5,7,3,3,3,0,47,5,0,5,0,0,4,0,0,0,11,0,0,8,6,8,4,5,4,0,37,0,0,0,0,0,0,0,0,0,0,9,5,0,3,6,0,0,0,0,29,10,0,3,4,8,3,3,3,0,38,23,23,26,45,69,78,54,36,14,366,4,5,3,4,5,10,5,4,0,41,0,0,0,0,0,0,5,3,0,13,116,50,42,94,89,108,92,74,25,690,31,14,14,10,11,6,3,7,4,99,0,0,0,0,0,0,0,0,0,3
LGA13550,9,3,5,3,4,3,0,0,0,27,844,460,379,602,672,596,459,283,90,4383,0,0,0,0,0,0,0,0,0,0,33,20,15,22,22,18,16,10,4,164,0,0,0,0,0,0,0,0,0,0,765,410,300,407,426,342,282,162,37,3132,0,0,0,0,0,0,0,0,0,3,6,3,3,4,0,3,0,0,0,27,12,0,0,3,5,0,0,3,3,26,0,0,0,0,0,0,0,0,0,0,16,7,8,17,10,8,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,9,6,15,11,3,3,0,79,67,36,50,90,136,124,93,79,19,700,16,3,8,7,11,12,7,3,4,71,8,5,5,4,3,4,5,4,3,39,100,59,59,89,99,90,87,57,19,648,31,10,18,11,19,13,11,4,0,118,0,0,0,0,3,4,0,0,0,8
LGA13660,0,0,0,0,0,3,0,0,0,5,418,184,211,328,335,378,297,172,63,2397,0,0,0,0,0,0,0,0,0,0,3,4,0,9,3,5,3,0,0,27,0,0,0,0,0,0,0,0,0,0,269,107,142,176,130,132,107,49,16,1128,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,15,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,0,9,8,3,3,3,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,3,3,0,0,0,3,0,0,0,9,43,18,24,67,63,83,62,45,12,420,10,11,3,7,4,10,8,5,0,52,0,0,0,3,3,0,3,0,3,21,51,35,28,35,32,36,20,19,5,270,20,7,13,6,4,13,3,3,0,70,0,0,0,0,0,0,0,3,0,3
LGA13800,35,33,38,51,79,39,16,5,0,284,3508,2289,2165,2911,2779,2122,1229,776,313,18082,0,0,0,0,0,0,0,0,0,0,234,157,114,149,140,117,57,41,7,1020,47,22,19,25,17,15,11,11,0,160,4313,2519,2144,2669,2111,1527,736,412,109,16549,17,10,13,16,14,10,21,9,3,121,91,60,89,95,94,70,61,19,8,594,80,44,49,48,36,31,27,7,3,325,52,36,26,33,21,15,7,3,0,190,36,30,20,55,47,44,45,31,4,311,0,0,0,0,0,0,0,0,0,4,26,10,7,13,14,8,3,3,3,85,189,150,112,108,116,56,24,11,0,765,175,140,188,274,375,307,182,132,37,1811,34,28,23,26,29,24,15,5,3,184,33,23,25,26,23,27,4,7,6,176,636,454,293,388,447,368,205,146,64,3004,220,145,102,138,99,78,31,16,3,837,19,11,6,20,10,7,3,5,0,87
LGA13850,0,4,0,3,3,0,0,0,0,11,166,84,109,138,183,172,103,55,27,1052,0,0,0,0,0,0,0,0,0,0,10,0,3,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,373,149,109,178,147,103,100,41,12,1218,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,3,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,34,16,20,50,53,41,39,19,5,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,21,22,32,17,26,16,8,175,3,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
LGA13910,4,7,3,16,3,6,0,0,0,47,1042,543,560,745,785,849,610,426,164,5718,0,0,0,0,0,0,0,0,0,0,21,24,14,21,25,22,7,5,3,144,20,17,9,13,8,11,3,3,3,80,1638,760,700,865,815,782,583,383,116,6635,0,0,0,0,0,0,0,0,0,3,16,3,7,9,11,5,4,0,0,54,4,5,0,3,13,5,3,0,0,42,0,0,0,0,3,0,0,0,0,3,5,13,15,6,15,17,8,8,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,12,25,6,3,9,9,11,6,3,0,62,73,49,56,85,111,119,94,64,23,667,19,3,12,7,19,8,0,3,0,74,11,3,3,3,6,3,3,3,0,39,178,112,95,126,158,170,127,96,32,1090,40,30,9,26,41,26,16,3,6,187,0,0,0,0,3,3,0,0,0,11
LGA14000,498,443,396,652,732,349,145,63,17,3298,5129,3324,2695,4157,4352,3902,2268,2220,1231,29267,0,0,0,3,3,3,0,0,0,8,849,622,386,615,615,426,230,154,66,3962,32,28,23,20,21,20,36,33,44,272,7683,4969,3547,5007,4672,3371,1890,1286,440,32873,54,44,32,47,50,55,21,26,11,341,307,189,207,289,198,163,130,62,23,1573,62,39,29,58,55,28,24,6,6,307,60,64,38,34,44,27,16,6,3,294,86,48,56,119,97,133,110,76,20,752,64,51,44,40,68,34,27,9,0,342,79,76,35,64,79,55,23,16,8,434,589,334,264,369,347,178,68,27,3,2185,596,473,346,631,736,619,437,419,184,4447,45,21,20,37,36,31,18,11,11,225,164,117,158,130,158,155,79,90,20,1077,1565,1146,654,1033,1201,1080,726,596,306,8316,537,391,278,368,377,243,104,57,40,2387,48,29,32,37,54,45,17,12,9,283
LGA14100,23,30,47,34,31,25,24,5,6,225,458,254,160,348,413,381,258,243,118,2630,0,3,0,0,0,0,0,0,0,4,0,4,8,6,7,15,9,3,0,61,0,0,0,0,0,0,0,0,0,0,1146,928,384,650,576,461,296,287,124,4846,0,3,0,0,3,3,0,0,0,15,95,63,49,74,74,58,53,28,0,488,0,3,3,4,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,6,12,3,3,16,9,9,8,3,5,78,9,3,4,4,3,3,0,3,0,33,8,0,3,10,7,3,0,5,0,31,11,4,3,13,3,5,0,0,0,45,29,31,32,52,67,62,38,51,22,381,0,0,0,0,0,0,3,0,0,7,0,3,0,0,3,3,0,0,0,13,58,58,27,49,57,65,42,36,17,420,24,10,9,14,12,14,12,3,3,107,4,0,0,4,0,0,3,0,0,19
LGA14170,840,841,1402,1343,1228,580,277,143,34,6695,2097,1445,3439,3709,2672,2220,1071,1001,580,18237,5,0,5,4,6,0,0,0,3,30,168,176,277,219,159,108,74,29,36,1236,0,3,7,3,3,4,3,3,0,23,7044,4671,8463,7997,5635,4496,3516,2570,860,45242,9,9,17,15,10,8,6,3,5,94,1008,603,1353,1535,867,1288,1665,797,108,9217,50,37,77,48,50,32,28,9,3,346,43,33,41,29,20,4,10,0,0,181,44,55,140,150,120,89,58,33,13,707,36,35,59,31,30,54,32,20,0,301,48,47,84,63,59,29,23,17,5,378,141,147,212,140,105,61,33,9,0,851,271,223,515,617,502,369,199,172,118,2989,10,20,31,12,42,40,15,8,16,186,16,34,41,34,12,17,9,12,3,167,499,338,652,634,495,380,158,132,102,3380,213,174,336,243,188,118,51,20,14,1349,13,13,39,36,42,26,11,5,0,180
LGA14200,5,4,5,8,11,0,3,0,0,38,964,497,524,685,747,735,596,382,136,5278,0,0,0,0,0,0,0,0,0,0,7,7,8,7,5,15,5,0,3,63,0,0,0,0,0,0,0,0,0,0,896,444,359,524,406,437,366,175,83,3693,7,4,4,0,6,6,0,11,3,54,0,0,0,0,0,3,5,0,0,16,10,3,9,9,5,16,10,9,0,79,3,0,0,3,0,0,0,0,0,6,11,3,6,5,12,11,9,0,3,52,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,13,71,50,20,33,31,22,17,9,6,250,139,95,98,171,213,218,169,122,58,1278,84,36,40,29,31,34,17,7,0,266,12,3,7,14,12,13,4,10,0,80,159,91,76,120,146,143,113,62,31,938,84,33,41,35,20,37,18,10,3,288,3,0,0,3,0,3,0,0,0,8
LGA14300,0,6,0,4,0,0,0,0,0,14,309,137,161,210,228,233,156,91,25,1553,0,0,0,0,0,0,0,0,0,0,25,9,14,14,12,17,10,0,0,97,0,0,0,0,0,0,0,0,0,0,439,202,187,236,221,229,116,76,28,1739,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,3,5,5,0,5,10,5,4,0,0,39,5,3,3,3,3,0,0,0,0,19,0,0,0,0,0,6,0,0,0,6,0,0,4,0,0,3,0,0,0,7,32,37,15,30,71,52,38,32,9,305,0,0,0,0,3,3,6,0,0,15,0,0,0,0,0,0,0,0,0,7,52,42,31,32,65,39,27,36,10,332,0,0,3,3,0,6,0,0,0,22,0,4,0,0,3,0,0,0,0,9
LGA14350,15,12,13,19,43,10,3,0,0,128,1168,596,615,938,1195,1252,976,686,171,7596,0,0,0,0,0,0,0,0,0,0,57,15,16,36,40,33,31,17,3,237,0,0,0,0,0,0,0,0,0,0,1645,800,638,890,1006,896,627,360,97,6953,4,0,4,0,7,4,3,0,0,22,7,4,3,11,6,5,8,0,0,51,40,32,28,31,27,25,19,16,4,227,3,0,0,8,4,3,3,0,0,26,8,4,3,11,16,15,17,7,0,81,0,0,0,0,0,0,0,0,0,0,12,9,3,4,8,6,0,3,0,43,68,44,14,32,51,30,17,7,0,264,91,45,53,118,177,200,158,100,32,970,24,18,21,30,48,26,26,11,3,217,159,75,46,75,66,35,14,22,0,488,387,205,145,265,360,439,270,244,68,2376,90,33,25,54,45,25,25,8,0,303,5,0,0,0,3,3,3,0,0,14
LGA14400,10,12,14,26,17,14,0,0,0,97,791,556,408,672,928,710,585,522,208,5379,0,0,0,0,0,0,0,0,0,0,43,27,16,34,42,46,29,21,7,259,0,0,0,0,0,0,0,7,0,6,1195,762,388,726,808,578,449,279,88,5280,0,0,0,0,3,0,0,0,0,7,36,20,9,31,42,27,22,13,0,199,31,24,15,11,23,9,4,11,3,127,0,3,0,3,0,3,0,0,0,16,17,12,7,18,15,14,12,9,4,102,3,0,0,3,0,0,0,0,0,3,0,3,0,4,3,3,4,0,0,17,31,26,9,15,20,11,9,0,0,125,75,99,58,87,175,122,104,113,34,867,4,5,0,6,6,10,10,3,3,45,3,0,0,5,0,0,0,0,0,13,258,159,74,162,207,184,166,154,68,1436,54,53,26,34,41,27,12,3,8,259,0,0,3,0,3,4,3,4,0,22
LGA14500,248,279,218,390,454,313,128,59,25,2127,5318,3496,1478,3365,4033,3619,2522,2408,1149,27396,3,0,0,3,0,0,0,0,0,3,165,137,95,160,184,135,69,64,28,1051,7,10,0,4,3,9,10,3,0,41,5707,3060,1466,3312,3164,2338,1503,1012,350,21901,16,9,11,10,20,17,14,14,0,113,271,117,84,219,168,120,104,58,16,1155,8,3,9,9,11,15,10,0,3,76,21,7,7,10,5,3,4,0,0,66,99,53,30,96,101,110,92,62,22,665,63,31,21,51,40,24,15,6,0,249,62,53,34,31,50,30,24,10,8,289,269,121,111,189,115,63,22,9,3,894,517,365,188,504,640,509,427,454,188,3785,31,15,11,9,13,17,4,7,0,106,46,98,95,47,50,40,30,24,10,437,1490,1105,347,816,1106,1052,801,774,314,7807,291,200,122,190,209,137,77,66,25,1315,17,18,19,13,25,27,8,19,4,156
LGA14550,17,12,8,15,54,37,0,4,0,142,421,190,158,284,354,319,205,163,65,2157,0,0,0,0,0,0,0,0,0,0,9,7,6,5,12,4,7,11,0,63,0,3,0,0,4,0,0,0,0,8,444,210,143,255,314,244,171,115,23,1924,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,4,3,0,12,25,8,9,14,10,13,8,3,0,79,0,0,0,0,3,0,0,0,0,3,8,0,3,3,9,12,3,3,0,40,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,90,36,24,28,36,20,9,0,3,247,61,33,39,84,103,95,77,61,16,569,10,0,0,0,10,0,0,0,0,23,10,6,4,4,5,6,11,4,0,62,143,97,44,107,128,127,114,72,26,865,35,18,7,13,32,27,9,4,3,148,5,0,0,4,9,6,4,0,0,37
