LGA_CODE_2016,C06_SH_0b_NPFH_2,C06_SH_0b_NPFH_3,C06_SH_0b_NPFH_4,C06_SH_0b_NPFH_5,C06_SH_0b_NPFH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPFH_2,C06_SH_1b_NPFH_3,C06_SH_1b_NPFH_4,C06_SH_1b_NPFH_5,C06_SH_1b_NPFH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPFH_2,C06_SH_2b_NPFH_3,C06_SH_2b_NPFH_4,C06_SH_2b_NPFH_5,C06_SH_2b_NPFH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPFH_2,C06_SH_3b_NPFH_3,C06_SH_3b_NPFH_4,C06_SH_3b_NPFH_5,C06_SH_3b_NPFH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPFH_2,C06_SH_4mb_NPFH_3,C06_SH_4mb_NPFH_4,C06_SH_4mb_NPFH_5,C06_SH_4mb_NPFH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPFH_2,C06_SH_NB_NS_NPFH_3,C06_SH_NB_NS_NPFH_4,C06_SH_NB_NS_NPFH_5,C06_SH_NB_NS_NPFH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPFH_2,C06_SH_Tot_NPFH_3,C06_SH_Tot_NPFH_4,C06_SH_Tot_NPFH_5,C06_SH_Tot_NPFH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPFH_2,C06_SDRTHT_0b_NPFH_3,C06_SDRTHT_0b_NPFH_4,C06_SDRTHT_0b_NPFH_5,C06_SDRTHT_0b_NPFH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPFH_2,C06_SDRTHT_1b_NPFH_3,C06_SDRTHT_1b_NPFH_4,C06_SDRTHT_1b_NPFH_5,C06_SDRTHT_1b_NPFH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPFH_2,C06_SDRTHT_2b_NPFH_3,C06_SDRTHT_2b_NPFH_4,C06_SDRTHT_2b_NPFH_5,C06_SDRTHT_2b_NPFH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPFH_2,C06_SDRTHT_3b_NPFH_3,C06_SDRTHT_3b_NPFH_4,C06_SDRTHT_3b_NPFH_5,C06_SDRTHT_3b_NPFH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPFH_2,C06_SDRTHT_4mb_NPFH_3,C06_SDRTHT_4mb_NPFH_4,C06_SDRTHT_4mb_NPFH_5,C06_SDRTHT_4mb_NPFH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPFH_2,C06_SDRTHT_NB_NS_NPFH_3,C06_SDRTHT_NB_NS_NPFH_4,C06_SDRTHT_NB_NS_NPFH_5,C06_SDRTHT_NB_NS_NPFH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPFH_2,C06_SDRTHT_Tot_NPFH_3,C06_SDRTHT_Tot_NPFH_4,C06_SDRTHT_Tot_NPFH_5,C06_SDRTHT_Tot_NPFH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPFH_2,C06_FUA_0b_NPFH_3,C06_FUA_0b_NPFH_4,C06_FUA_0b_NPFH_5,C06_FUA_0b_NPFH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPFH_2,C06_FUA_1b_NPFH_3,C06_FUA_1b_NPFH_4,C06_FUA_1b_NPFH_5,C06_FUA_1b_NPFH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPFH_2,C06_FUA_2b_NPFH_3,C06_FUA_2b_NPFH_4,C06_FUA_2b_NPFH_5,C06_FUA_2b_NPFH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPFH_2,C06_FUA_3b_NPFH_3,C06_FUA_3b_NPFH_4,C06_FUA_3b_NPFH_5,C06_FUA_3b_NPFH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPFH_2,C06_FUA_4mb_NPFH_3,C06_FUA_4mb_NPFH_4,C06_FUA_4mb_NPFH_5,C06_FUA_4mb_NPFH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPFH_2,C06_FUA_NB_NS_NPFH_3,C06_FUA_NB_NS_NPFH_4,C06_FUA_NB_NS_NPFH_5,C06_FUA_NB_NS_NPFH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPFH_2,C06_FUA_Tot_NPFH_3,C06_FUA_Tot_NPFH_4,C06_FUA_Tot_NPFH_5,C06_FUA_Tot_NPFH_6_mor,C06_FUA_T_T,C06_OD_0b_NPFH_2,C06_OD_0b_NPFH_3,C06_OD_0b_NPFH_4,C06_OD_0b_NPFH_5,C06_OD_0b_NPFH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPFH_2,C06_OD_1b_NPFH_3,C06_OD_1b_NPFH_4,C06_OD_1b_NPFH_5,C06_OD_1b_NPFH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPFH_2,C06_OD_2b_NPFH_3,C06_OD_2b_NPFH_4,C06_OD_2b_NPFH_5,C06_OD_2b_NPFH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPFH_2,C06_OD_3b_NPFH_3,C06_OD_3b_NPFH_4,C06_OD_3b_NPFH_5,C06_OD_3b_NPFH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPFH_2,C06_OD_4mb_NPFH_3,C06_OD_4mb_NPFH_4,C06_OD_4mb_NPFH_5,C06_OD_4mb_NPFH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPFH_2,C06_OD_NB_NS_NPFH_3,C06_OD_NB_NS_NPFH_4,C06_OD_NB_NS_NPFH_5,C06_OD_NB_NS_NPFH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPFH_2,C06_OD_Tot_NPFH_3,C06_OD_Tot_NPFH_4,C06_OD_Tot_NPFH_5,C06_OD_Tot_NPFH_6_mor,C06_OD_T_T,C06_DS_NS_NPFH_2,C06_DS_NS_NPFH_3,C06_DS_NS_NPFH_4,C06_DS_NS_NPFH_5,C06_DS_NS_NPFH_6_mor,C06_DS_NS_T,C06_Tot_NPFH_2,C06_Tot_NPFH_3,C06_Tot_NPFH_4,C06_Tot_NPFH_5,C06_Tot_NPFH_6_mor,C06_T_T,C11_SH_0b_NPFH_2,C11_SH_0b_NPFH_3,C11_SH_0b_NPFH_4,C11_SH_0b_NPFH_5,C11_SH_0b_NPFH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3
LGA12380,5,10,8,8,17,40,79,19,14,3,0,121,1874,889,636,221,100,3719,5316,3733,3834,1907,1260,16051,1610,1663,2470,1935,1926,9607,166,116,97,91,106,572,9061,6422,7054,4156,3415,30112,5,4,3,0,3,15,67,0,0,0,0,77,579,246,150,45,19,1033,575,598,595,260,176,2205,79,116,150,104,132,588,26,17,24,9,16,82,1332,981,916,417,349,3995,27,8,4,0,0,51,139,34,3,0,0,182,2631,1792,1075,317,123,5939,329,355,372,204,145,1404,8,18,25,22,12,84,74,64,44,23,18,227,3210,2280,1530,567,301,7881,0,0,0,0,0,0,8,0,0,0,0,6,10,12,13,0,0,37,21,10,12,3,7,52,11,6,10,6,14,40,0,0,0,3,0,3,44,27,36,14,21,143,15,15,7,9,7,56,13663,9726,9549,5175,4080,42194,14,6,13,14,13,68,95,39,31,5,17,183,1498,748,554,227,123,3150,4916,3600
LGA12700,0,0,4,0,0,7,15,4,0,0,0,24,157,48,25,10,0,233,552,223,220,72,20,1092,262,129,172,130,74,762,23,9,0,3,3,36,1014,414,423,217,89,2161,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,3,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,9,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,3,0,4,0,0,4,3,0,0,0,0,9,0,0,0,6,0,4,0,0,0,0,0,0,11,0,10,3,0,28,0,0,0,0,0,3,1040,418,438,223,91,2210,4,0,0,0,0,8,26,3,0,0,0,30,167,57,28,6,3,261,599,234
LGA12730,0,0,0,0,0,0,6,0,0,0,0,6,117,12,16,3,0,146,646,280,203,88,26,1240,300,163,203,141,58,870,19,10,0,3,0,33,1091,467,418,238,83,2295,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,0,48,11,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,51,8,0,0,0,61,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,6,3,4,0,0,10,0,0,0,0,0,4,6,0,0,0,0,6,20,4,4,3,0,24,0,0,0,0,0,0,1171,481,419,240,85,2405,0,0,0,0,0,0,5,0,0,0,0,5,121,24,11,0,0,146,647,240
LGA12750,9,3,0,0,0,11,84,8,4,7,0,103,773,169,75,21,3,1047,2650,851,683,213,77,4474,1356,518,612,386,228,3095,76,17,15,3,3,115,4952,1560,1394,629,308,8838,0,0,0,0,0,0,12,0,0,0,0,11,126,26,14,0,0,168,170,33,24,7,3,235,33,10,11,3,3,53,8,0,0,0,0,12,350,70,49,10,10,478,0,0,0,0,0,0,15,0,0,0,0,16,110,25,5,0,0,137,80,17,9,0,4,113,7,10,3,0,0,19,3,3,0,0,0,3,220,51,16,6,3,297,5,0,0,0,0,7,31,0,0,0,0,34,55,6,3,0,0,73,23,0,5,8,3,40,3,5,7,5,0,19,8,0,0,0,0,4,129,21,14,11,3,180,0,0,0,0,0,0,5648,1701,1470,654,322,9797,7,0,0,0,0,8,63,6,8,0,0,77,697,156,60,17,7,933,2703,811
LGA12850,16,17,8,11,7,62,92,24,13,11,0,137,1022,512,329,131,47,2041,5417,4387,4576,2198,1290,17866,2316,2688,4086,3044,2643,14779,240,169,189,122,119,838,9101,7804,9198,5509,4112,35726,7,3,0,0,4,11,75,8,3,0,0,85,419,239,144,52,10,863,668,771,759,344,200,2742,89,134,183,149,137,693,36,46,35,20,14,147,1291,1190,1124,573,359,4536,10,4,0,0,0,14,171,22,9,3,0,206,1274,898,577,151,48,2953,164,194,211,108,64,735,10,11,16,17,15,67,51,43,35,12,3,145,1677,1170,858,287,127,4124,0,0,0,0,0,0,8,0,0,0,0,10,14,5,13,0,0,40,3,9,3,4,0,21,5,6,4,0,0,16,0,3,0,0,0,3,36,27,17,7,0,92,6,9,4,0,3,20,12113,10195,11205,6374,4606,44495,20,23,18,16,20,93,82,34,20,6,8,151,923,452,318,124,57,1883,5119,4074
LGA12870,0,0,0,0,0,0,14,3,0,0,0,14,242,41,5,5,0,300,992,324,282,98,30,1732,366,203,225,198,84,1085,35,9,4,0,0,49,1653,579,516,305,122,3170,0,0,0,0,0,0,0,0,0,0,0,0,31,7,3,0,0,38,7,3,3,0,0,15,0,0,0,0,0,7,0,0,0,0,0,0,41,10,6,0,0,55,0,0,0,0,0,0,3,0,0,0,0,3,59,11,3,0,0,77,22,4,4,0,0,31,0,0,0,0,0,3,0,0,0,0,0,0,91,16,8,0,0,110,3,0,0,0,0,4,9,0,0,0,0,9,16,0,0,0,0,16,10,6,0,4,0,23,0,0,3,0,0,7,3,0,0,0,0,4,43,5,3,0,0,58,0,0,0,0,0,0,1826,608,537,308,118,3396,0,0,0,0,0,0,17,3,0,0,0,25,229,40,12,0,3,280,1007,279
LGA12900,0,0,0,0,0,0,8,4,3,0,0,14,156,31,16,3,0,207,635,274,216,100,16,1250,291,160,174,152,82,863,17,7,5,0,3,36,1114,480,408,257,101,2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,7,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,42,5,0,0,0,49,3,0,0,0,0,6,0,0,3,0,0,5,0,0,0,0,0,0,50,5,3,0,0,60,0,4,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,6,0,0,0,0,10,0,3,0,0,0,5,0,0,0,0,0,0,18,5,3,0,0,25,0,0,0,0,0,3,1190,499,419,257,107,2467,0,0,0,0,0,0,6,0,0,0,0,10,138,22,14,6,0,190,635,224
LGA12930,6,3,4,0,0,18,54,12,0,0,4,73,1448,571,314,81,18,2434,3920,2470,2801,835,304,10328,1871,1697,2773,1831,964,9135,149,49,40,18,24,280,7444,4804,5933,2766,1318,22262,5,0,0,0,0,4,39,11,0,0,0,43,381,171,77,21,3,654,700,466,429,119,45,1755,93,91,126,67,39,424,23,9,3,7,0,44,1243,751,633,208,89,2927,14,4,0,0,0,18,220,38,9,0,0,268,2704,1616,714,159,48,5241,553,588,582,174,76,1968,33,29,33,19,7,120,56,32,17,8,5,112,3573,2312,1354,354,138,7737,0,0,0,0,0,0,3,0,0,0,0,3,15,14,9,0,0,41,8,11,8,0,3,28,3,0,7,5,0,14,0,0,0,0,0,0,32,19,22,7,3,84,7,3,5,0,4,16,12295,7884,7955,3340,1557,33029,9,3,4,0,3,23,59,7,6,5,3,88,1239,501,323,67,29,2158,3599,2463
LGA12950,0,0,0,0,0,0,8,0,0,0,0,8,92,25,10,3,3,128,293,102,92,43,18,542,172,95,96,79,41,487,7,0,3,0,0,17,578,228,198,123,55,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,6,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,0,9,3,0,0,0,0,3,15,3,0,0,0,14,0,0,0,0,0,0,598,233,198,127,55,1220,0,0,0,0,0,0,7,0,0,0,0,7,96,22,6,3,0,131,273,117
LGA13010,0,0,0,0,0,0,27,0,0,0,0,26,178,46,17,3,5,253,695,216,195,60,32,1195,296,140,149,135,52,767,14,5,0,0,3,27,1206,410,359,203,94,2267,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,11,4,3,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,21,5,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,0,0,13,3,3,3,0,0,11,1241,419,375,204,95,2327,3,0,0,0,0,3,26,0,0,0,0,32,171,35,18,5,0,228,707,212
LGA13310,0,0,0,0,0,4,34,8,0,0,0,40,427,98,32,9,0,564,1627,692,575,204,34,3131,826,478,624,376,182,2487,41,17,6,5,6,73,2958,1300,1235,597,220,6304,0,0,0,0,0,0,3,0,0,0,0,3,64,20,0,0,0,82,85,27,20,4,3,137,15,10,15,6,3,44,3,0,0,0,0,3,162,56,37,10,7,266,0,0,0,0,0,0,8,0,0,0,0,8,61,9,3,0,0,73,12,7,0,0,0,18,0,0,0,0,0,8,3,0,0,0,0,3,90,10,3,3,0,108,3,0,0,0,0,3,10,0,0,0,0,9,8,5,0,0,0,15,4,3,3,0,0,14,3,0,0,3,0,5,0,0,0,0,0,0,34,10,5,3,0,50,3,0,4,0,0,6,3243,1370,1290,610,225,6743,3,3,0,0,0,6,40,7,4,0,0,50,415,98,35,6,4,561,1758,722
LGA13340,0,0,0,0,0,0,15,0,0,0,0,13,141,34,15,3,3,191,729,262,229,92,33,1341,381,186,205,162,109,1041,24,0,3,0,0,30,1295,483,447,256,138,2618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,3,0,0,7,0,0,0,0,0,0,3,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,11,3,0,0,0,0,6,0,0,0,0,0,0,17,3,0,5,0,24,0,0,0,0,0,0,1324,484,454,260,140,2675,0,0,0,0,0,0,14,0,0,0,0,18,158,38,13,4,0,216,651,251
LGA13450,3,0,0,0,0,6,15,0,0,0,0,17,238,57,31,10,4,338,1220,606,585,277,116,2801,656,395,550,420,236,2257,63,14,10,8,12,102,2187,1071,1172,721,370,5518,0,0,0,0,0,0,0,0,0,0,0,0,26,4,7,5,0,42,44,23,11,10,0,80,4,0,0,3,3,15,0,0,0,0,0,0,75,31,14,13,4,140,0,0,0,0,0,0,11,4,0,0,0,12,116,40,27,11,10,197,54,33,20,7,9,112,3,4,7,0,3,16,11,4,3,0,3,17,194,86,56,14,21,363,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,6,3,0,0,0,9,0,0,3,3,0,5,0,0,0,0,0,0,13,4,5,3,0,25,0,0,0,0,0,0,2471,1195,1250,754,392,6050,3,0,0,0,3,7,22,3,0,3,0,25,216,64,57,11,8,351,1297,553
LGA13510,0,0,0,0,0,3,12,0,3,0,0,15,196,54,22,6,0,280,803,288,247,98,35,1469,425,200,236,184,92,1135,28,3,3,5,3,42,1466,547,503,291,132,2946,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,4,0,3,0,0,14,0,0,0,3,0,6,0,0,0,0,0,0,22,0,3,3,0,30,0,0,0,0,0,0,3,0,0,0,0,3,17,5,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,4,0,0,26,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,5,3,3,0,0,7,0,3,0,0,0,10,0,0,0,0,0,0,13,3,3,3,0,24,0,0,0,0,0,0,1519,558,518,300,134,3027,3,3,0,0,0,4,12,0,0,0,0,10,209,33,17,0,0,253,868,277
LGA13550,0,0,0,0,0,5,17,3,3,3,0,24,215,46,30,5,0,302,728,328,286,111,43,1500,391,195,239,179,101,1110,22,3,4,3,4,32,1377,573,561,309,146,2965,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,5,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,3,33,6,0,0,0,42,5,0,0,4,0,6,0,0,0,0,3,5,3,3,0,0,0,6,43,12,0,3,3,60,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,17,0,3,0,0,24,4,0,0,0,0,7,1453,587,571,309,151,3076,5,0,0,0,0,5,18,0,0,0,0,19,168,38,22,6,0,230,738,336
LGA13660,6,0,0,0,0,7,19,0,0,0,0,20,139,31,9,7,5,193,399,123,123,43,12,699,219,99,104,70,53,539,16,4,5,3,0,30,793,255,239,124,65,1484,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,7,3,0,0,0,0,5,0,0,0,0,0,0,12,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,3,22,0,3,0,0,29,0,0,0,0,0,0,829,256,244,131,66,1528,0,0,0,0,0,0,13,0,3,0,0,20,138,29,5,5,0,176,341,113
LGA13800,4,5,6,0,0,15,56,9,12,6,0,83,454,151,90,29,12,739,2823,1609,1540,505,145,6617,1627,1251,1892,1308,715,6786,68,28,24,12,11,138,5023,3055,3566,1851,884,14385,0,0,0,0,0,3,10,0,0,0,0,13,161,27,14,3,0,196,269,158,95,20,6,540,11,12,25,11,14,72,9,0,0,0,0,8,460,201,133,37,19,838,0,0,0,0,0,0,21,0,0,0,0,24,102,28,4,0,0,137,53,21,14,5,0,97,4,7,4,0,0,16,8,0,0,0,0,5,183,55,25,6,0,270,3,0,0,0,0,3,14,3,0,0,0,15,25,4,6,0,0,37,6,4,3,4,0,13,7,3,0,3,0,12,3,0,0,0,0,4,54,11,14,10,7,88,3,3,0,0,0,3,5716,3322,3731,1901,910,15584,10,3,8,3,0,24,75,13,10,8,3,108,476,166,73,23,10,743,2697,1576
LGA13850,0,0,0,0,0,0,4,0,0,0,0,4,63,27,3,0,0,89,174,87,80,30,10,386,106,60,65,61,42,329,4,3,0,0,3,8,352,173,149,85,54,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,15,11,0,0,0,26,0,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,3,25,7,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,385,186,153,92,54,869,0,0,0,0,0,0,0,0,0,0,0,0,62,15,5,0,3,87,191,74
LGA13910,8,0,0,0,0,10,30,6,3,3,0,42,299,75,29,9,7,422,1123,448,362,153,55,2150,652,333,408,320,184,1894,32,8,6,0,0,50,2156,866,813,488,244,4564,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,23,16,10,6,3,0,31,3,3,7,4,0,16,0,0,0,0,0,0,41,14,13,3,3,77,0,0,0,0,0,0,0,0,0,0,0,0,40,15,6,0,0,56,12,3,3,0,0,16,0,0,0,3,0,9,0,0,0,0,0,0,56,15,7,3,0,85,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,9,3,0,5,0,3,9,0,0,3,3,0,11,0,0,0,0,0,0,22,0,5,3,3,32,0,0,0,0,0,0,2270,902,838,493,250,4759,5,0,0,0,0,5,20,4,3,3,0,32,279,81,29,6,4,393,1184,403
LGA14000,10,3,0,0,0,14,92,15,0,3,3,107,805,269,143,23,8,1244,4173,2533,2672,663,169,10210,4131,3437,5599,3058,1239,17458,90,34,28,17,7,178,9296,6281,8439,3767,1423,29207,4,0,0,0,0,3,25,5,3,0,0,30,226,49,25,0,0,304,773,499,403,80,20,1783,79,72,111,36,15,319,16,8,8,5,0,29,1119,632,554,126,36,2472,17,0,3,0,0,20,253,30,4,0,0,287,1435,703,341,54,14,2538,190,147,142,33,18,538,22,10,14,17,4,75,26,15,4,3,0,46,1945,903,510,110,36,3503,0,0,0,0,0,0,8,0,0,0,0,8,9,3,3,3,0,17,13,12,12,0,0,46,9,8,15,4,3,41,0,0,0,0,0,0,41,26,31,11,7,109,0,0,0,0,0,3,12411,7842,9527,4018,1497,35294,3,7,8,0,0,11,83,21,9,4,0,112,748,264,155,26,10,1203,4060,2505
LGA14100,3,0,0,0,0,3,12,3,0,0,0,12,133,35,18,3,4,190,344,199,229,56,13,848,285,216,384,246,102,1229,10,3,3,0,0,20,783,456,634,303,116,2300,0,0,0,0,0,0,12,0,0,0,0,12,39,7,3,0,0,47,118,64,43,13,0,236,28,11,15,9,0,59,0,0,0,0,0,3,193,82,51,21,3,350,3,0,0,0,0,3,31,3,3,0,0,40,178,38,17,0,3,240,64,26,13,10,0,114,5,0,0,4,0,13,4,0,0,0,0,6,288,65,36,13,3,405,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,5,4,7,3,0,23,1274,618,734,342,127,3095,0,0,0,0,0,4,9,0,0,0,0,10,107,31,16,3,0,162,351,199
LGA14170,6,5,10,0,0,17,146,17,4,6,0,173,2376,885,400,68,19,3747,3298,2431,2250,617,216,8810,927,944,1325,806,532,4534,113,45,25,20,17,224,6868,4321,4012,1520,789,17512,9,0,0,4,0,11,314,33,7,0,0,348,2922,1023,391,57,13,4413,2012,1372,1084,226,59,4752,244,236,378,153,61,1073,56,12,8,3,3,86,5564,2682,1870,443,139,10695,82,13,3,0,0,98,1209,107,23,3,0,1340,4263,1717,697,168,30,6867,501,381,255,88,29,1255,37,25,35,21,18,141,88,37,21,12,3,165,6180,2269,1036,288,85,9854,6,0,0,0,0,3,45,0,0,0,0,49,112,40,32,4,0,191,18,34,27,10,7,103,6,9,4,7,9,36,7,3,0,0,0,12,193,86,64,27,14,386,10,3,4,0,3,23,18809,9366,6986,2268,1033,38465,15,4,0,3,0,21,180,26,14,3,3,231,1968,810,449,63,17,3317,3283,2384
LGA14200,5,3,0,0,0,11,28,3,0,0,0,30,303,66,29,12,6,418,1029,425,343,146,43,1986,538,244,308,243,131,1465,23,14,8,3,3,53,1927,752,691,406,180,3960,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,3,3,0,0,9,3,3,3,3,0,7,0,0,0,0,0,0,17,4,4,3,0,26,0,0,0,0,0,0,15,0,0,0,0,19,36,7,5,0,0,50,8,0,3,0,0,11,3,3,0,0,0,3,0,0,0,0,0,0,60,13,6,0,0,85,0,0,0,0,0,0,11,0,0,0,0,11,3,3,3,0,0,13,12,8,4,5,0,26,3,3,3,0,0,8,0,0,0,0,0,0,30,7,9,6,0,59,0,0,0,0,0,0,2033,778,719,418,188,4137,0,3,0,0,0,6,39,8,4,3,0,53,299,51,32,21,4,404,1017,463
LGA14300,0,0,0,0,0,0,4,3,0,0,0,7,97,27,12,3,0,139,354,128,121,55,25,679,161,85,119,84,48,496,8,0,0,4,4,16,620,241,256,142,71,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,242,256,146,71,1346,0,0,0,0,0,0,7,0,0,0,0,7,77,16,11,3,0,109,339,130
LGA14350,10,0,0,0,0,22,72,6,10,0,0,89,607,184,77,26,15,903,1984,752,652,267,98,3752,696,399,433,298,202,2028,60,18,18,10,6,104,3424,1360,1184,600,320,6888,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,0,0,44,31,12,6,3,3,56,3,4,0,0,0,12,3,0,0,0,0,0,80,24,8,0,3,119,0,0,0,0,0,0,8,0,0,0,0,8,105,19,3,0,0,126,20,3,3,0,0,33,4,3,3,0,0,8,0,0,0,0,0,0,141,23,16,0,0,180,10,0,0,0,0,10,16,5,0,3,0,20,37,7,3,0,0,48,24,7,3,0,0,33,3,0,4,6,0,18,3,0,0,0,0,3,89,19,9,10,0,131,0,0,0,0,0,0,3739,1431,1225,615,320,7317,8,3,0,0,0,16,60,8,3,3,0,79,608,131,70,31,11,853,1975,801
