LGA_CODE_2016,C06_CF_BPT_1000_1499,C06_CF_BPT_1500_1999,C06_CF_BPT_2000_2499,C06_CF_BPT_2500_2999,C06_CF_BPT_3000_3999,C06_CF_BPT_4000m,C06_CF_BPT_Ns,C06_CF_BPT_T,C06_CF_1F1P_N,C06_CF_1F1P_1_149,C06_CF_1F1P_150_299,C06_CF_1F1P_300_399,C06_CF_1F1P_400_499,C06_CF_1F1P_500_649,C06_CF_1F1P_650_799,C06_CF_1F1P_800_999,C06_CF_1F1P_1000_1499,C06_CF_1F1P_1500_1999,C06_CF_1F1P_2000_2499,C06_CF_1F1P_2500_2999,C06_CF_1F1P_3000_3999,C06_CF_1F1P_4000m,C06_CF_1F1P_Ns,C06_CF_1F1P_T,C06_CF_1E1A_N,C06_CF_1E1A_1_149,C06_CF_1E1A_150_299,C06_CF_1E1A_300_399,C06_CF_1E1A_400_499,C06_CF_1E1A_500_649,C06_CF_1E1A_650_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000_3999,C06_CF_1E1A_4000_mr,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_149,C06_CF_1F1NW_150_299,C06_CF_1F1NW_300_399,C06_CF_1F1NW_400_499,C06_CF_1F1NW_500_649,C06_CF_1F1NW_650_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000_3999,C06_CF_1F1NW_4000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_Tot,C06_CF_1P1NW_N,C06_CF_1P1NW_1_149,C06_CF_1P1NW_150_299,C06_CF_1P1NW_300_399,C06_CF_1P1NW_400_499,C06_CF_1P1NW_500_649,C06_CF_1P1NW_650_799,C06_CF_1P1NW_800_999,C06_CF_1P1NW_1000_1499,C06_CF_1P1NW_1500_1999,C06_CF_1P1NW_2000_2499,C06_CF_1P1NW_2500_2999,C06_CF_1P1NW_3000_3999,C06_CF_1P1NW_4000_mr,C06_CF_1P1NW_Ns,C06_CF_1P1NW_T,C06_CF_1A1NW_N,C06_CF_1A1NW_1_149,C06_CF_1A1NW_150_299,C06_CF_1A1NW_300_399,C06_CF_1A1NW_400_499,C06_CF_1A1NW_500_649,C06_CF_1A1NW_650_799,C06_CF_1A1NW_800_999,C06_CF_1A1NW_1000_1499,C06_CF_1A1NW_1500_1999,C06_CF_1A1NW_2000_2499,C06_CF_1A1NW_2500_2999,C06_CF_1A1NW_3000_3999,C06_CF_1A1NW_4000m,C06_CF_1A1NW_Ns,C06_CF_1A1NW_T,C06_CF_BA_N,C06_CF_BA_1_149,C06_CF_BA_150_299,C06_CF_BA_300_399,C06_CF_BA_400_499,C06_CF_BA_500_649,C06_CF_BA_650_799,C06_CF_BA_800_999,C06_CF_BA_1000_1499,C06_CF_BA_1500_1999,C06_CF_BA_2000_2499,C06_CF_BA_2500_2999,C06_CF_BA_3000_3999,C06_CF_BA_4000_more,C06_CF_BA_Ns,C06_fc_BA_Tot,C06_CF_BNW_N,C06_CF_BNW_1_149,C06_CF_BNW_150_299,C06_CF_BNW_300_399,C06_CF_BNW_400_499,C06_CF_BNW_500_649,C06_CF_BNW_650_799,C06_CF_BNW_800_999,C06_CF_BNW_1000_1499,C06_CF_BNW_1500_1999,C06_CF_BNW_2000_2499,C06_CF_BNW_2500_2999,C06_CF_BNW_3000_3999,C06_CF_BNW_4000_more,C06_CF_BNW_Ns,C06_CF_BNW_Tot,C06_CF_LFns_N,C06_CF_LFns_1_149,C06_CF_LFns_150_299,C06_CF_LFns_300_399,C06_CF_LFns_400_499,C06_CF_LFns_500_649,C06_CF_LFns_650_799,C06_CF_LFns_800_999,C06_CF_LFns_1000_1499,C06_CF_LFns_1500_1999,C06_CF_LFns_2000_2499,C06_CF_LFns_2500_2999,C06_CF_LFns_3000_3999,C06_CF_LFns_4000_more,C06_CF_LFns_Ns,C06_CF_LFns_Tot,C06_CF_Tot_N,C06_CF_Tot_1_149,C06_CF_Tot_150_299,C06_CF_Tot_300_399,C06_CF_Tot_400_499,C06_CF_Tot_500_649,C06_CF_Tot_650_799,C06_CF_Tot_800_999,C06_CF_Tot_1000_1499,C06_CF_Tot_1500_1999,C06_CF_Tot_2000_2499,C06_CF_Tot_2500_2999,C06_CF_Tot_3000_3999,C06_CF_Tot_4000_more,C06_CF_TFI_Ns,C06_CF_T_T,C06_1PF_F_N,C06_1PF_F_1_149,C06_1PF_F_150_299,C06_1PF_F_300_399,C06_1PF_F_400_499,C06_1PF_F_500_649,C06_1PF_F_650_799,C06_1PF_F_800_999,C06_1PF_F_1000_1499,C06_1PF_F_1500_1999,C06_1PF_F_2000_2499,C06_1PF_F_2500_2999,C06_1PF_F_3000_3999,C06_1PF_F_4000_more,C06_1PF_F_Ns,C06_1PF_F_T,C06_1PF_P_N,C06_1PF_P_1_149,C06_1PF_P_150_299,C06_1PF_P_300_399,C06_1PF_P_400_499,C06_1PF_P_500_649,C06_1PF_P_650_799,C06_1PF_P_800_999,C06_1PF_P_1000_1499,C06_1PF_P_1500_1999,C06_1PF_P_2000_2499,C06_1PF_P_2500_2999,C06_1PF_P_3000_3999,C06_1PF_P_4000_more,C06_1PF_P_Ns,C06_1PF_P_T,C06_1PF_A_N,C06_1PF_A_1_149,C06_1PF_A_150_299,C06_1PF_A_300_399,C06_1PF_A_400_499,C06_1PF_A_500_649,C06_1PF_A_650_799,C06_1PF_A_800_999,C06_1PF_A_1000_1499,C06_1PF_A_1500_1999,C06_1PF_A_2000_2499,C06_1PF_A_2500_2999,C06_1PF_A_3000_3999,C06_1PF_A_4000_more,C06_1PF_A_Ns,C06_1PF_A_T
LGA14600,5,3,0,0,0,0,4,15,0,3,3,3,0,9,13,22,69,28,16,5,3,3,20,198,0,0,0,0,0,0,0,3,11,5,3,0,0,0,7,28,0,3,3,4,0,20,17,26,46,8,3,0,0,4,11,140,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,14,4,0,0,3,11,18,3,7,14,3,0,0,0,0,12,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,40,10,7,12,5,23,68,39,69,198,73,42,16,11,13,136,709,0,0,0,3,0,3,3,5,11,0,0,0,0,0,7,33,0,0,3,7,0,26,9,3,4,0,0,0,0,0,3,46,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8
LGA14650,254,113,85,43,33,13,75,793,6,9,5,3,7,60,114,260,2049,1803,1009,545,459,98,582,7019,3,0,4,0,3,16,27,28,256,221,184,105,63,16,126,1045,11,6,0,7,7,140,316,510,1485,704,193,399,129,19,417,4344,0,5,15,15,38,159,115,142,242,127,38,19,11,5,121,1062,0,0,0,10,4,23,35,50,122,45,15,24,8,0,61,406,0,0,7,0,0,5,10,14,60,49,41,21,29,3,28,252,13,30,50,37,201,416,196,285,429,198,59,21,18,4,316,2263,0,3,0,0,3,9,8,12,30,18,8,8,4,0,1199,1304,39,67,84,92,291,916,870,1419,5500,4085,2449,1712,1168,321,3376,22395,3,8,3,26,5,168,251,267,563,215,70,50,18,3,224,1871,0,8,40,254,22,593,311,184,235,57,16,18,0,0,195,1931,0,0,3,16,5,54,31,26,37,17,3,0,0,0,43,246
LGA14700,14,19,13,6,13,3,19,108,4,0,0,0,0,5,8,7,85,117,121,192,330,133,86,1084,0,0,0,0,0,0,4,3,10,15,28,33,48,33,17,191,0,0,3,5,0,15,27,34,105,85,18,335,94,51,86,841,0,0,3,9,0,12,4,10,17,4,11,13,16,9,12,127,4,0,0,0,0,3,4,0,4,0,3,17,8,0,5,52,0,0,0,0,0,0,0,0,0,0,3,3,11,6,10,36,6,0,3,6,8,12,6,11,24,18,19,18,10,8,31,194,0,0,0,0,0,0,0,0,3,0,3,3,0,3,254,271,16,8,9,16,15,61,55,73,315,319,314,733,720,487,623,3766,0,0,0,0,0,14,19,27,89,47,25,49,20,3,39,342,0,0,4,10,0,41,33,17,47,11,9,10,5,0,19,203,0,0,0,0,0,0,0,0,4,5,3,0,3,0,7,23
LGA14750,12,3,3,0,0,0,4,31,3,0,0,0,0,10,10,33,151,83,35,20,15,7,42,411,0,0,0,0,3,0,3,3,27,12,4,3,4,0,6,75,0,0,0,3,3,20,27,35,77,33,5,10,3,0,24,235,3,0,0,3,0,13,0,5,7,3,4,0,0,0,3,45,0,0,0,0,0,4,0,0,8,5,0,0,0,0,4,23,0,0,0,0,0,4,0,3,7,6,3,0,0,0,3,24,0,0,5,4,11,25,4,11,19,5,3,0,0,0,11,103,0,0,0,0,0,3,0,0,3,0,0,0,0,0,55,64,10,8,9,10,17,81,49,108,378,199,121,74,35,12,199,1307,0,0,0,5,0,12,21,11,25,0,0,4,3,0,10,106,0,0,4,17,0,30,12,12,4,0,3,0,0,0,7,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
LGA14850,93,35,7,6,4,3,17,258,0,0,0,0,5,26,39,88,482,252,133,52,47,7,119,1258,0,0,0,0,4,9,6,14,46,25,20,7,3,0,24,171,0,0,3,3,4,59,110,153,279,81,19,18,17,0,48,802,0,0,8,8,24,74,35,52,62,13,4,3,0,0,27,299,0,3,0,3,0,10,14,14,24,11,0,0,0,0,13,90,0,0,0,3,0,0,0,0,12,5,5,3,5,0,8,47,4,8,16,4,70,102,38,59,72,20,12,3,0,0,54,469,0,0,0,0,0,6,3,3,3,3,0,0,0,0,202,222,12,16,35,31,110,333,280,451,1354,687,327,161,106,27,602,4529,0,0,3,18,0,69,80,74,142,27,9,11,0,0,40,471,0,3,22,79,7,172,88,40,61,13,3,4,0,0,44,532,0,0,3,4,0,10,6,6,5,0,0,0,0,0,5,36
LGA14870,16,9,4,0,3,0,0,62,0,0,3,0,3,15,12,28,164,180,104,56,41,4,57,660,0,0,0,0,0,0,0,9,16,17,11,8,3,0,10,85,4,0,0,5,3,17,45,61,147,74,18,41,11,0,53,480,0,0,0,3,7,19,7,11,12,9,3,0,0,0,9,92,0,0,3,0,0,3,4,5,8,3,3,0,0,0,3,42,0,0,0,0,0,0,0,0,3,3,0,9,3,0,6,21,0,4,14,3,35,53,27,22,42,18,5,0,0,4,25,241,0,0,0,0,0,3,0,0,3,4,0,3,0,0,106,122,13,13,20,10,45,124,110,150,470,393,214,171,95,21,316,2169,0,0,3,0,0,21,19,17,43,19,3,5,0,0,14,155,0,4,8,28,7,54,16,11,17,3,0,0,0,0,8,168,0,0,0,0,0,9,4,0,3,0,0,0,0,0,3,24
LGA14900,163,94,55,23,19,10,66,585,10,6,11,3,8,76,84,218,1417,1132,671,345,297,63,360,4719,4,0,0,0,0,16,22,31,233,195,150,87,64,16,97,922,26,26,24,59,25,340,583,715,1796,680,272,360,119,18,469,5497,5,25,47,55,55,260,136,138,261,89,49,24,17,9,154,1319,6,10,8,13,11,65,43,67,122,44,20,8,6,0,125,548,0,0,0,0,3,16,4,21,61,52,47,25,24,9,63,325,61,80,93,103,409,427,235,328,559,297,118,60,32,13,434,3261,4,8,4,0,15,21,23,26,64,19,10,11,9,3,1226,1446,150,167,194,256,558,1313,1180,1641,5763,3859,2543,1595,1076,335,3506,24143,6,3,3,31,9,154,238,251,576,238,107,53,18,7,212,1921,4,9,52,129,13,288,145,82,136,50,22,9,4,0,100,1048,0,4,8,16,0,31,16,19,28,13,7,9,3,0,39,187
LGA14920,7,3,0,0,0,0,4,19,0,0,0,3,0,8,3,25,70,39,18,9,4,4,32,222,0,0,0,0,0,0,3,8,11,3,3,0,3,0,8,37,0,0,0,3,0,13,26,30,66,10,3,0,0,0,16,167,0,0,0,0,3,9,5,4,8,3,0,0,0,0,9,43,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,3,3,10,19,13,6,10,3,0,0,0,0,10,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,62,3,3,8,10,19,67,59,80,220,81,45,20,19,3,158,798,0,0,0,0,0,9,16,5,13,0,0,0,0,0,11,59,0,0,6,9,0,19,4,3,4,0,0,0,0,0,3,58,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,10
LGA14950,4,0,0,0,0,0,0,12,0,0,0,0,0,3,3,10,45,15,16,3,4,3,12,111,0,0,0,0,0,3,0,0,7,3,3,0,0,0,3,17,0,0,3,0,0,9,9,12,20,7,0,0,0,0,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,6,3,0,3,5,0,0,0,0,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,9,3,3,4,11,24,27,38,105,46,35,9,8,4,82,411,0,0,0,0,0,6,3,4,5,3,0,0,0,0,0,24,0,0,3,4,0,5,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA15050,64,46,23,23,11,0,12,216,0,4,0,4,5,22,36,106,717,664,369,201,153,24,187,2491,0,0,0,0,0,7,7,17,97,84,70,35,27,6,46,398,3,3,0,4,4,50,128,205,645,313,91,177,49,11,133,1806,3,3,5,5,14,52,43,46,95,38,7,9,3,0,37,368,0,0,0,0,4,10,14,17,48,26,3,15,3,0,23,161,0,0,0,0,0,0,0,3,12,17,13,10,7,5,15,80,4,15,25,21,69,141,42,84,126,52,24,3,0,0,79,687,0,0,0,0,0,3,3,3,11,9,0,0,0,0,401,440,9,29,32,34,95,307,296,520,2064,1549,867,686,407,99,1084,8088,3,0,6,15,0,69,71,99,213,91,20,12,3,0,85,695,0,7,18,106,3,177,108,59,88,21,4,3,0,0,61,659,0,0,3,8,0,18,9,3,11,7,0,0,0,0,7,65
LGA15240,118,59,18,12,10,3,51,422,4,4,5,7,11,77,83,158,789,416,157,68,44,13,181,2021,0,0,0,3,3,19,17,24,105,59,34,17,7,3,36,327,3,7,7,9,13,99,180,260,529,122,26,41,13,3,137,1435,0,4,7,21,25,138,106,78,110,18,6,0,3,0,63,587,3,0,3,3,3,19,23,26,43,13,0,3,0,0,19,164,0,0,0,0,0,3,5,7,23,19,11,6,0,0,10,85,11,12,30,25,147,274,100,143,136,45,12,4,3,0,149,1096,3,0,0,0,3,3,3,13,13,3,3,0,0,0,437,487,31,29,70,85,223,716,552,799,2216,1067,451,234,150,43,1261,7931,0,7,10,13,0,76,82,102,158,40,17,11,0,0,88,614,3,7,34,142,16,327,107,62,76,9,0,4,0,0,89,871,0,0,10,8,0,23,7,5,11,0,0,0,0,0,18,82
LGA15270,19,9,5,0,0,0,14,81,0,0,3,4,0,12,32,38,207,157,66,43,28,5,54,646,0,0,0,0,0,4,4,6,30,12,9,4,0,0,12,95,0,0,3,5,7,46,72,61,139,51,16,34,11,0,46,493,0,0,3,6,10,20,11,16,30,7,3,0,0,0,10,119,0,0,0,0,0,0,4,7,16,6,0,0,0,0,8,44,0,0,0,0,0,4,0,0,6,6,5,3,0,0,5,23,0,8,3,5,53,62,33,30,29,9,4,0,0,0,41,281,0,0,0,0,0,0,0,0,3,0,0,0,0,0,143,151,12,16,11,22,79,172,164,181,589,363,146,124,59,16,390,2354,3,0,0,7,0,23,17,20,43,8,0,5,3,0,14,148,0,4,11,35,3,66,22,16,12,3,0,0,0,0,18,192,0,0,3,3,0,7,0,0,0,0,0,0,0,0,4,14
LGA15300,13,5,3,3,0,0,3,40,0,0,0,3,0,4,13,20,136,92,41,13,27,6,42,400,3,0,0,0,0,3,3,5,22,23,4,3,4,4,13,86,0,0,0,3,0,19,40,46,95,26,6,10,3,3,40,292,0,3,0,9,7,8,8,5,11,0,0,0,0,0,9,51,0,0,0,0,0,3,5,4,9,4,0,0,0,0,4,33,0,0,0,0,0,0,0,3,0,3,7,0,0,0,8,22,0,0,10,3,15,26,11,21,11,3,3,0,0,0,28,136,0,0,0,0,0,0,0,0,3,3,0,0,0,0,104,115,19,3,11,22,29,73,81,123,409,236,122,65,48,24,310,1565,0,0,3,3,0,13,27,19,28,9,3,0,0,3,21,124,0,3,3,15,3,25,12,11,10,0,4,0,0,0,9,98,0,0,0,0,0,4,0,0,3,0,0,0,0,0,7,20
LGA15350,9,10,0,5,19,18,19,87,0,0,0,0,0,4,5,3,37,66,40,109,245,149,75,735,0,0,0,0,0,0,3,0,6,4,10,21,29,23,12,113,0,0,0,0,0,0,10,14,56,54,30,446,123,113,79,926,0,0,0,0,0,9,3,8,9,16,9,30,19,19,18,134,0,0,0,0,0,0,0,0,5,0,4,20,3,6,15,56,0,0,0,0,0,0,0,0,3,0,8,3,6,18,6,45,9,3,0,0,0,3,5,3,16,18,9,16,9,25,25,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,266,13,4,3,4,9,22,27,31,155,188,147,688,561,599,567,3009,0,0,0,0,3,12,19,16,46,45,8,51,10,3,42,247,0,0,3,15,0,24,21,15,30,14,3,17,3,0,26,167,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,19
LGA15520,12,8,0,0,3,0,0,32,3,0,0,4,4,16,10,38,150,74,19,10,9,6,35,386,0,0,0,0,0,3,7,7,15,11,4,5,0,0,6,60,0,0,0,6,6,17,28,41,63,26,0,15,0,0,20,229,0,3,3,0,3,7,5,10,8,4,0,0,0,0,4,37,0,0,0,0,0,0,3,3,3,0,0,0,0,0,4,10,0,0,0,0,0,0,0,3,10,3,0,3,0,0,5,27,0,0,0,0,0,16,6,10,8,0,0,0,0,0,13,57,0,0,0,0,0,0,0,0,3,0,0,0,0,0,42,52,11,8,5,11,19,84,63,115,342,178,50,53,27,14,184,1169,0,0,0,0,0,7,16,9,23,8,0,4,0,0,9,77,0,0,3,18,0,24,11,5,5,0,0,0,0,0,5,80,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5
LGA15560,3,6,0,0,0,0,0,14,0,0,0,3,3,3,11,17,53,19,7,3,4,0,22,148,0,0,0,0,0,4,3,0,5,0,0,0,0,0,8,26,0,0,0,0,0,9,14,23,30,7,3,0,0,0,12,95,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,0,3,3,0,0,3,0,0,7,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,3,3,3,4,3,27,39,42,148,49,31,14,12,0,99,497,3,0,0,0,0,3,6,10,5,3,3,3,0,0,3,39,0,0,0,9,0,5,3,4,3,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA15650,8,12,8,3,3,0,4,40,0,0,0,3,0,6,4,16,133,127,84,79,54,13,57,573,0,0,0,0,0,3,0,3,17,25,10,20,8,3,9,93,0,0,0,3,0,8,28,52,137,94,21,73,12,7,28,466,0,0,0,0,3,10,3,3,11,7,3,3,0,0,12,53,0,0,0,0,0,4,0,5,16,9,0,9,0,0,7,48,0,0,0,0,0,0,0,0,3,8,4,3,0,0,3,21,0,0,10,6,7,21,11,11,13,7,0,4,0,0,17,104,0,0,0,3,0,0,0,0,3,0,0,0,0,0,105,114,3,5,11,14,19,53,45,111,379,336,186,226,133,28,291,1838,0,0,0,4,0,15,16,17,35,17,8,3,3,0,13,129,0,0,9,22,0,38,21,15,15,0,0,3,0,0,14,129,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,16
LGA15700,32,0,0,0,0,0,6,81,0,0,0,3,3,19,16,33,155,56,19,4,6,0,36,362,0,0,0,0,0,3,3,3,21,12,3,0,3,0,9,52,0,3,3,0,6,23,58,41,83,12,4,4,0,0,26,252,0,0,5,7,4,40,21,27,21,5,3,3,0,0,14,140,0,0,0,3,4,3,3,6,6,3,0,0,0,0,3,32,0,0,0,0,0,0,0,3,10,3,0,0,0,0,3,18,6,5,14,3,54,69,27,25,41,4,0,0,0,3,31,281,0,0,3,0,0,0,0,4,0,0,0,0,0,0,92,103,8,16,26,25,77,180,145,169,434,130,61,34,24,6,250,1583,0,0,0,3,0,20,29,13,27,7,3,4,0,0,14,116,0,0,15,34,3,63,28,17,15,0,0,0,0,0,25,210,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,22
LGA15750,12,6,3,3,0,0,7,45,3,3,0,4,3,15,11,31,145,99,36,18,7,4,48,432,0,0,0,0,0,3,0,0,26,7,10,3,3,3,9,64,3,0,0,3,0,22,39,44,105,23,9,17,3,0,28,292,0,0,0,0,0,16,3,13,12,4,0,0,0,0,11,58,0,0,0,0,0,7,3,6,8,3,3,0,0,0,5,38,0,0,0,0,3,3,0,3,7,7,0,3,0,0,7,30,0,3,4,3,11,22,15,16,16,7,0,0,0,0,27,124,0,0,0,0,0,0,3,0,4,0,0,0,0,0,132,145,9,10,9,19,22,94,78,123,411,236,104,68,24,12,313,1528,0,0,0,4,0,14,19,9,33,7,3,3,0,0,12,107,0,7,9,13,3,35,10,3,7,3,0,0,0,0,11,107,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,16
LGA15800,4,4,3,0,0,0,0,20,0,0,0,0,0,9,4,9,78,32,12,3,7,4,24,193,0,0,0,0,0,0,4,0,9,5,3,0,0,0,7,35,0,0,0,3,0,9,13,21,34,13,0,0,0,0,8,101,0,0,0,0,0,10,4,4,8,5,0,0,0,0,3,33,0,0,0,0,0,3,4,6,0,3,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,7,3,7,8,0,0,0,0,0,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,55,6,3,7,7,9,49,34,62,190,96,40,20,15,7,122,660,0,0,0,3,0,11,12,15,14,3,0,0,0,0,3,55,0,3,3,9,0,14,10,3,6,0,0,0,0,0,4,52,0,0,0,0,0,7,0,3,0,0,0,0,0,0,4,10
LGA15850,7,4,3,0,0,0,3,29,0,0,0,0,0,12,12,19,77,41,16,4,5,0,30,215,0,0,0,0,0,0,0,0,9,4,0,3,0,0,3,26,0,0,0,0,0,14,13,19,44,12,3,4,0,0,16,125,0,0,0,4,0,3,3,7,11,0,0,0,0,0,5,31,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,7,0,0,3,3,14,11,13,5,5,3,0,0,0,0,9,70,0,0,0,0,0,4,0,0,0,0,0,0,0,0,56,67,3,10,5,7,21,53,49,73,193,89,41,25,19,3,163,756,0,0,0,7,0,16,14,9,11,3,0,0,0,0,14,71,0,0,0,8,0,22,3,3,7,0,0,0,0,0,8,52,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,11
LGA15900,165,96,47,31,30,7,47,534,5,4,0,0,3,30,52,163,1243,1103,670,384,396,87,409,4554,3,0,5,0,0,12,12,16,198,184,137,85,70,8,62,789,3,6,7,7,9,83,195,328,961,413,130,315,62,18,242,2774,0,4,12,15,30,91,77,77,152,60,30,24,11,4,67,662,0,0,0,3,4,21,19,31,76,35,9,20,6,5,43,267,0,0,0,0,0,4,5,3,27,32,29,16,9,3,22,154,19,23,18,16,178,234,132,193,280,108,41,19,15,6,173,1444,0,0,0,0,0,9,0,11,21,8,3,0,4,0,816,872,32,46,45,55,234,531,522,885,3441,2505,1603,1222,866,265,2188,14446,8,3,9,28,4,126,218,218,560,196,45,52,12,0,225,1704,0,19,37,194,17,450,256,122,176,41,8,8,4,0,159,1488,0,8,3,11,0,19,24,17,22,14,3,7,0,0,34,164
LGA15950,18,9,7,9,15,15,12,113,0,4,3,3,3,11,3,16,74,100,98,172,308,160,81,1037,0,0,0,0,0,3,0,0,17,18,14,42,69,58,13,235,3,0,4,0,0,15,25,25,113,101,32,439,101,60,69,996,0,6,3,3,0,9,8,13,14,20,15,20,15,15,16,155,0,0,0,0,0,4,3,3,10,3,4,23,3,4,3,59,0,0,0,0,0,0,0,0,5,7,3,4,8,10,3,33,12,0,8,0,5,14,10,6,40,25,9,16,16,8,26,208,0,0,0,0,0,3,0,3,3,0,0,0,0,0,318,333,28,14,21,8,11,54,62,75,328,343,268,805,742,615,620,3995,4,0,3,3,0,17,25,50,161,83,41,126,44,11,102,678,0,3,0,13,3,36,25,24,48,28,10,10,14,0,39,260,0,0,0,0,0,6,0,3,3,6,0,3,0,0,3,31
LGA15990,281,183,137,107,107,58,141,1185,24,7,7,9,4,79,90,218,1490,1737,1300,1559,1954,575,935,9997,0,0,3,3,3,13,14,36,184,179,208,195,286,114,138,1381,12,23,8,16,5,110,221,275,1116,711,231,2004,442,179,482,5833,3,3,12,18,11,81,68,78,210,167,98,136,70,35,145,1143,3,0,0,3,0,12,19,16,77,45,12,91,28,12,82,408,3,5,0,0,0,9,6,17,48,43,44,42,55,30,63,367,31,21,13,18,47,96,52,121,291,245,111,106,78,57,270,1555,0,0,0,0,0,11,7,7,26,19,9,20,4,8,1722,1829,93,73,55,80,99,480,529,882,4241,3980,3038,4988,4118,1839,4670,29162,11,4,3,29,7,124,209,260,688,373,163,231,88,13,372,2570,3,19,51,153,8,405,265,177,348,127,49,40,19,3,235,1898,0,0,0,12,0,25,15,20,44,29,13,12,5,0,46,234
LGA16100,0,0,0,0,0,0,0,9,0,0,0,0,0,7,3,13,72,37,36,14,3,0,10,196,0,0,0,0,0,0,0,0,9,6,5,0,3,0,3,27,0,0,0,0,3,3,18,17,45,20,3,8,3,0,16,140,0,0,0,0,0,6,3,0,6,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,12,0,0,3,3,4,6,0,4,3,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,42,44,7,0,5,4,9,31,25,45,160,117,62,39,19,5,102,620,0,0,0,0,0,6,3,4,4,0,0,0,0,0,10,33,0,0,0,4,0,12,0,0,0,3,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
LGA16150,31,21,7,10,3,3,13,121,0,0,0,4,0,14,24,64,382,310,176,76,92,19,89,1251,0,0,0,0,0,0,3,12,57,47,33,14,9,5,16,193,0,3,0,4,5,24,61,109,260,106,22,53,6,3,49,710,0,0,6,5,3,37,14,24,46,12,3,3,0,0,4,157,0,0,0,0,3,0,8,10,17,4,0,0,0,0,7,54,0,0,0,0,0,0,0,0,16,13,9,10,3,3,8,59,0,13,9,7,47,53,31,40,37,22,10,3,0,0,39,295,0,0,3,0,3,3,3,0,3,0,5,0,3,0,239,262,3,17,19,21,64,148,149,285,1005,721,434,296,209,64,551,3979,0,3,0,0,0,44,61,71,126,38,7,10,3,0,50,408,3,3,10,42,3,102,58,36,42,9,0,0,0,0,27,341,0,0,0,3,0,11,3,6,6,0,0,0,0,0,4,41
