CED_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
CED121,18,4,0,0,5053,5080,168,13,6,0,4595,4781,3481,205,165,7,5634,9496,5299,500,630,23,3003,9460,5907,543,1388,74,2219,10133,6466,505,1559,199,1165,9883,5702,305,1074,422,452,7954,2742,96,356,562,158,3921,709,28,76,528,48,1392,30493,2201,5254,1823,22330,62093,10,10,0,0,4722,4738,338,34,9,3,4030,4410,4245,386,259,20,4609,9512,5687,624,875,75,2420,9685,6080,661,1717,239,1543,10238,6401,466,1951,600,706,10119,5038,228,1305,1333,308,8216,2027,61,413,1988,136,4630,416,10,99,1887,76,2487,30230,2464,6624,6158,18557,64043,30,16,0,3,9774,9821,503,43,12,3,8624,9194,7724,588,430,29,10243,19012,10987,1118,1508,97,5430,19146,11985,1203,3102,316,3760,20372,12861,963,3507,803,1868,20001,10742,531,2380,1758,761,16168,4768,155,777,2555,298,8549,1128,39,177,2420,129,3882,60727,4663,11878,7981,40884,126136
CED122,19,3,0,0,5249,5270,180,5,7,8,9127,9336,4445,120,192,21,12173,16957,7614,321,588,12,4493,13026,6352,398,1049,55,2712,10567,4760,359,1148,116,1604,7988,3609,272,844,224,804,5748,2279,124,337,361,332,3427,693,24,67,363,105,1250,29953,1633,4237,1158,36598,73581,25,4,0,3,5016,5045,298,9,13,10,8597,8927,5452,186,322,16,10718,16691,7759,413,909,60,4061,13200,6163,547,1515,199,2349,10768,4575,424,1644,474,1320,8432,3259,260,1248,1072,686,6525,1586,72,437,1720,320,4135,338,18,163,1546,204,2269,29450,1931,6249,5098,33254,75989,47,5,0,7,10258,10316,483,19,21,19,17723,18261,9899,306,513,35,22887,33643,15373,733,1491,70,8554,26232,12518,944,2563,256,5063,21337,9332,781,2794,591,2924,16421,6864,529,2090,1295,1486,12274,3867,196,772,2080,649,7566,1028,47,228,1911,305,3521,59406,3564,10488,6259,69857,149570
CED123,17,4,3,0,5573,5595,231,12,8,7,5653,5910,4988,238,212,4,7262,12710,7066,541,774,29,3310,11717,6129,582,1283,67,2046,10103,5744,478,1329,207,959,8709,4352,302,806,355,313,6127,1697,71,224,352,89,2437,350,16,33,288,27,710,30577,2242,4678,1304,25236,64029,14,0,4,0,5231,5249,473,35,3,6,5372,5893,6140,462,392,29,6371,13383,7119,728,1118,84,2862,11911,6120,700,1891,251,1535,10501,5717,520,1833,647,666,9383,3592,276,1158,1140,223,6385,1156,58,383,1385,88,3064,170,7,76,1094,45,1394,30499,2785,6859,4637,22398,67169,27,3,9,0,10806,10850,708,50,9,9,11025,11809,11126,698,599,30,13629,26094,14180,1270,1896,113,6177,23635,12244,1286,3175,318,3577,20599,11461,997,3159,847,1629,18094,7947,577,1966,1503,529,12518,2851,131,609,1733,178,5505,526,22,109,1379,76,2105,61067,5027,11535,5939,47628,131195
CED124,8,0,4,0,4182,4199,89,10,3,5,2790,2896,1715,122,80,7,3354,5277,3736,325,436,17,2224,6728,5170,539,1236,87,2213,9243,6940,602,1931,245,1409,11128,8192,500,1745,541,576,11555,4152,161,653,790,212,5973,1092,35,112,663,61,1956,31093,2297,6203,2350,17011,58951,0,4,0,0,4011,4015,176,25,6,3,2594,2810,2394,222,159,8,3048,5834,4222,490,688,56,1987,7449,5809,626,1733,238,1571,9979,7531,567,2142,718,887,11849,7413,343,1706,1632,381,11480,3088,100,552,2434,151,6317,529,18,122,2137,62,2860,31167,2391,7108,7229,14692,62589,9,3,3,0,8194,8215,264,36,8,13,5381,5700,4109,341,241,12,6399,11111,7964,808,1123,77,4206,14176,10976,1168,2967,321,3782,19225,14475,1167,4070,966,2300,22976,15607,841,3455,2171,960,23034,7236,261,1202,3224,362,12290,1619,51,229,2797,116,4814,62263,4687,13304,9579,31708,121542
CED125,17,3,3,4,5685,5710,223,21,4,4,5553,5807,4909,247,206,12,6546,11919,6862,520,651,30,2882,10954,6378,507,1083,69,1620,9659,6304,470,1177,163,714,8839,4231,277,692,292,288,5784,1541,65,185,290,68,2146,279,9,23,175,20,508,30747,2121,4029,1046,23378,61321,23,3,0,0,5347,5375,526,53,17,7,5208,5807,6477,438,356,27,5618,12916,6909,730,961,78,2642,11312,6320,716,1582,251,1405,10275,5953,541,1799,707,619,9613,3397,287,1054,1087,225,6052,958,64,277,1153,60,2509,156,5,46,706,21,933,30712,2834,6085,4010,21140,64792,35,4,3,0,11040,11084,749,68,21,10,10765,11615,11386,688,559,40,12156,24833,13772,1251,1610,104,5523,22262,12697,1218,2666,323,3019,19928,12252,1008,2975,877,1332,18450,7632,566,1744,1378,517,11839,2500,128,463,1441,129,4663,430,20,62,888,41,1445,61464,4957,10117,5060,44521,126110
CED126,7,3,0,0,4629,4648,83,0,8,0,3864,3955,2572,76,88,4,4464,7203,7002,224,451,20,2247,9948,7511,393,1036,42,1635,10622,6117,308,1120,106,943,8608,5259,194,824,272,428,6978,3073,74,293,424,154,4023,884,16,83,559,41,1587,32512,1294,3905,1432,18410,57557,10,0,0,0,4211,4228,167,3,3,3,3385,3559,3581,104,157,7,3768,7613,7748,344,702,36,1980,10802,7655,481,1599,176,1453,11359,5970,357,1720,400,745,9187,4889,194,1343,1022,339,7786,2154,55,542,1826,122,4701,503,19,203,2192,106,3011,32672,1552,6262,5654,16104,62246,23,3,0,0,8844,8871,252,6,5,3,7249,7513,6148,177,245,17,8227,14813,14748,567,1150,52,4232,20754,15167,870,2637,220,3081,21976,12092,664,2836,510,1689,17794,10147,389,2164,1292,767,14760,5223,128,841,2250,273,8722,1385,34,281,2750,149,4599,65181,2847,10166,7091,34508,119796
CED127,9,0,0,0,4801,4815,155,4,5,4,3930,4094,2730,97,133,8,4395,7362,5253,305,531,24,2458,8574,6229,457,1130,67,1979,9859,6327,383,1348,152,1225,9436,4893,254,981,332,626,7097,2097,104,290,359,207,3054,462,19,52,337,54,926,28165,1622,4463,1280,19679,55213,9,0,0,0,4524,4536,253,9,5,3,3653,3923,3540,193,186,12,3719,7652,5720,419,856,45,2177,9216,6570,575,1645,188,1695,10670,6096,476,1985,499,1092,10151,4306,262,1543,1124,507,7748,1452,97,512,1405,227,3688,251,7,128,1255,75,1717,28189,2041,6865,4537,17660,59296,16,0,0,3,9326,9351,409,17,13,8,7581,8018,6267,290,318,26,8107,15014,10976,723,1389,68,4636,17789,12799,1031,2769,261,3676,20530,12426,857,3332,656,2315,19585,9197,519,2529,1458,1135,14838,3547,200,803,1764,430,6747,715,35,180,1594,125,2641,56355,3663,11328,5825,37339,114511
CED128,16,0,5,0,5503,5522,319,10,11,7,5944,6285,5115,256,234,15,6667,12296,7356,502,682,30,2640,11207,6998,544,1067,73,1627,10310,6467,454,1077,159,915,9075,4539,268,646,289,321,6066,2158,86,209,363,130,2949,551,22,29,284,32,934,33535,2148,3961,1221,23779,64641,43,6,4,3,5219,5270,790,28,34,8,4964,5823,6766,456,474,40,4923,12664,7413,705,1029,93,2007,11248,6885,710,1604,314,1286,10812,5972,470,1460,815,704,9421,3695,253,763,1325,274,6306,1402,63,247,1697,103,3515,267,16,69,1204,41,1592,33228,2715,5680,5494,19527,66645,58,6,8,3,10719,10787,1113,44,39,13,10907,12107,11881,716,711,58,11593,24954,14772,1207,1714,120,4644,22459,13887,1262,2673,391,2920,21122,12442,922,2537,978,1618,18494,8236,525,1407,1615,595,12374,3556,147,455,2063,233,6462,818,40,98,1492,80,2522,66760,4858,9642,6715,43309,131291
CED129,14,0,0,0,5267,5278,76,3,0,0,4603,4686,3543,62,100,0,4337,8044,9303,248,370,18,1555,11497,8672,284,724,52,831,10567,6846,215,649,91,368,8169,5241,155,421,207,152,6176,2203,62,126,331,47,2765,489,7,19,289,22,822,36378,1040,2411,990,17179,57999,15,0,0,0,5077,5099,143,3,5,3,4117,4266,5075,127,178,7,3473,8856,10187,397,709,49,1348,12692,8477,415,1180,149,743,10969,6588,276,1178,416,419,8889,4633,134,781,1065,187,6802,1486,29,227,1266,63,3065,239,6,54,1043,32,1379,36836,1383,4322,3998,15472,62013,28,0,3,0,10343,10379,222,5,9,3,8717,8954,8613,188,283,7,7811,16898,19487,639,1082,68,2900,24184,17148,700,1902,206,1578,21531,13428,494,1826,508,792,17049,9870,293,1199,1269,341,12973,3687,88,345,1592,111,5830,725,17,76,1332,54,2203,73211,2422,6734,4987,32652,120008
CED130,17,5,7,3,5082,5112,152,17,5,6,4250,4431,2880,183,127,15,5070,8273,4705,386,522,26,2630,8271,5616,530,1165,57,2163,9530,6397,559,1627,226,1460,10273,5872,351,1244,477,692,8637,3102,129,368,626,248,4469,729,19,63,443,65,1327,29478,2171,5115,1889,21661,60318,11,3,0,0,4872,4893,291,29,9,8,4159,4493,3612,316,227,25,4492,8675,5131,508,718,86,2438,8881,6026,670,1563,214,1688,10162,6566,588,1871,612,990,10628,5204,271,1264,1563,366,8661,2257,74,421,2323,198,5279,366,12,97,1888,108,2464,29469,2478,6175,6717,19310,64141,29,5,5,4,9958,10006,442,45,15,12,8405,8919,6492,497,355,40,9568,16951,9839,899,1241,119,5060,17156,11648,1208,2730,273,3847,19694,12965,1142,3498,839,2454,20899,11077,619,2509,2037,1062,17303,5356,204,786,2955,441,9745,1097,31,155,2333,171,3784,58943,4645,11289,8599,40974,124455
CED131,9,0,5,0,4486,4501,134,14,8,0,6635,6801,3412,178,164,14,8188,11952,5414,416,605,32,3336,9795,5218,502,1255,77,2560,9619,5175,431,1511,179,1559,8862,3914,226,1041,303,585,6069,2004,66,363,462,232,3133,683,10,66,498,56,1316,25959,1856,5005,1568,27642,62033,8,0,0,0,4300,4310,257,21,3,5,6472,6765,4225,215,253,18,6784,11502,5740,514,939,67,2860,10121,5397,638,1750,217,1931,9942,4956,441,2136,535,1085,9162,3449,184,1340,1066,421,6464,1560,41,494,1793,178,4070,398,16,131,2003,94,2647,25992,2069,7060,5713,24128,64966,14,0,4,4,8784,8805,394,35,14,5,13112,13563,7633,395,417,36,14977,23451,11150,927,1545,99,6191,19916,10622,1138,3009,300,4491,19552,10129,873,3653,716,2651,18016,7366,414,2377,1369,1007,12538,3568,109,849,2256,411,7197,1080,28,201,2498,153,3958,51951,3923,12061,7288,51776,127000
CED132,8,0,0,4,4254,4274,92,6,5,0,4087,4183,4938,104,157,9,8705,13909,8529,289,621,12,3636,13084,6900,404,915,50,1863,10135,5333,271,1048,117,1117,7883,4256,192,770,202,625,6044,2096,58,290,255,246,2941,715,25,62,399,91,1288,32864,1350,3865,1039,24629,63743,15,0,3,0,3343,3361,234,7,3,3,4422,4663,6192,169,285,10,8698,15345,8869,382,974,57,3727,14008,7016,443,1515,130,1910,11017,5316,319,1715,378,1233,8953,3791,203,1298,879,659,6833,1438,69,504,1345,373,3729,392,15,167,1655,228,2459,33255,1605,6461,4453,24601,70382,23,0,4,4,7602,7635,326,10,9,3,8507,8855,11122,274,437,18,17401,29260,17394,669,1594,69,7366,27089,13913,850,2434,175,3779,21153,10649,588,2758,494,2350,16834,8049,396,2071,1081,1280,12884,3532,126,790,1601,625,6673,1115,33,231,2057,323,3750,66115,2949,10324,5495,49236,134124
CED133,5,0,0,0,4979,4986,134,15,3,4,3576,3728,2198,154,117,18,4525,7007,4192,347,510,26,3224,8307,5475,579,1410,91,2919,10470,7089,715,2335,250,2196,12586,6667,489,1680,486,785,10100,3400,157,533,647,258,4996,930,37,80,545,76,1665,30082,2484,6682,2058,22537,63841,20,0,0,0,4768,4790,240,39,4,3,3263,3545,2895,282,183,11,4000,7369,4681,570,835,64,2981,9131,5951,689,2033,285,2310,11271,7421,713,2603,747,1316,12797,5858,317,1701,1458,464,9797,2533,92,503,2283,190,5608,460,17,136,2108,109,2833,30069,2709,8007,6959,19399,67136,25,5,7,0,9748,9777,372,48,8,9,6835,7277,5090,432,298,25,8522,14375,8871,917,1349,94,6209,17437,11428,1265,3449,376,5227,21741,14515,1423,4943,993,3519,25385,12529,803,3376,1944,1252,19895,5933,251,1043,2930,444,10599,1389,53,217,2656,189,4499,60147,5194,14687,9020,41940,130979
CED134,14,3,3,4,4486,4515,168,7,4,3,4115,4305,2985,208,128,14,5622,8946,4677,398,479,18,2941,8511,5398,561,1197,91,2785,10031,6234,577,1587,226,1837,10460,5168,413,1237,516,741,8064,2705,137,406,666,324,4247,686,16,74,475,47,1300,28035,2323,5112,2010,22897,60377,7,0,0,5,4202,4215,298,26,9,5,3946,4279,3863,309,189,30,5377,9769,4872,479,606,54,2816,8831,5793,635,1360,248,2156,10189,6127,543,1594,633,1072,9969,4446,292,1019,1505,371,7639,2019,82,345,2286,144,4871,358,11,85,1706,74,2228,27776,2376,5214,6476,20153,61996,17,4,3,7,8690,8727,464,37,10,4,8064,8586,6843,515,317,47,10998,18720,9547,877,1084,73,5758,17344,11184,1195,2559,344,4939,20224,12367,1119,3179,858,2909,20434,9610,706,2257,2018,1110,15701,4724,218,751,2951,474,9117,1042,32,156,2177,123,3535,55810,4699,10327,8483,43051,122377
CED135,28,0,0,0,4884,4915,395,8,8,4,6484,6904,10916,234,334,17,9069,20570,11627,402,708,22,2935,15695,6750,460,1076,62,1853,10195,5571,400,1183,110,1096,8361,3665,228,696,236,466,5289,2006,89,266,375,182,2914,578,13,53,351,36,1034,41534,1831,4316,1189,27003,75881,40,3,3,0,4300,4351,1015,36,26,3,4800,5872,13459,383,499,24,6101,20470,9571,562,1037,106,2373,13647,6442,570,1645,268,1540,10467,5268,418,1568,734,846,8838,3077,191,886,1109,389,5653,1393,65,300,1559,125,3438,248,11,84,1300,64,1708,40518,2236,6051,5097,20540,74448,73,4,3,0,9186,9264,1408,49,28,4,11282,12775,24377,621,837,37,15166,41038,21198,963,1744,131,5302,29341,13195,1025,2720,337,3391,20671,10839,813,2752,843,1949,17198,6739,417,1588,1347,854,10944,3399,153,563,1929,309,6357,826,19,132,1654,106,2743,82051,4071,10367,6287,47545,150329
CED136,7,0,3,3,4867,4879,160,17,3,4,4308,4493,3313,279,180,11,5376,9159,5246,510,635,30,2959,9385,5645,588,1367,76,2035,9704,6146,436,1540,224,1040,9389,5942,288,1188,438,422,8274,2887,85,370,533,139,4013,621,14,61,396,40,1134,29967,2216,5340,1722,21192,60428,11,5,3,0,4589,4604,299,23,8,0,4230,4570,4298,408,289,29,4746,9761,5521,591,994,71,2409,9590,5906,699,1916,214,1439,10168,6279,509,2049,628,657,10119,5394,246,1432,1407,272,8743,2059,57,451,1957,108,4627,328,13,94,1569,51,2056,30082,2555,7233,5869,18493,64233,10,5,8,3,9454,9483,458,40,17,5,8543,9056,7606,691,466,35,10124,18921,10767,1104,1630,102,5371,18972,11553,1283,3278,288,3468,19874,12422,941,3593,853,1694,19513,11330,528,2615,1841,695,17015,4943,140,820,2489,248,8638,950,25,152,1972,93,3193,60050,4765,12576,7590,39688,124668
CED137,18,4,0,0,4386,4410,352,7,9,7,7771,8147,8308,200,302,3,11769,20579,9107,357,644,9,3252,13363,7187,376,972,52,1765,10354,6115,322,1048,112,1029,8621,4204,187,613,202,473,5687,2366,84,192,341,238,3220,793,31,52,411,68,1351,38453,1556,3834,1141,30760,75739,29,3,0,0,4450,4490,713,23,11,0,7038,7792,9550,246,450,15,9331,19585,8743,432,999,60,2881,13114,7396,523,1722,183,1631,11456,5982,361,1566,534,1020,9453,3730,196,859,979,430,6195,1680,64,293,1652,249,3938,324,10,108,1708,138,2296,38145,1856,6015,5127,27171,78308,50,7,3,0,8839,8898,1067,32,22,11,14806,15934,17857,441,749,22,21099,40163,17848,791,1642,71,6128,26475,14585,895,2693,235,3396,21809,12092,682,2611,640,2053,18076,7934,380,1477,1182,901,11880,4046,142,487,1989,493,7162,1124,40,158,2116,209,3644,76600,3415,9848,6264,57930,154050
CED138,12,3,0,0,4200,4211,58,3,3,4,3173,3238,1904,106,94,5,4740,6847,4371,330,505,13,3249,8464,5116,524,1367,56,2760,9824,6316,588,2219,221,1932,11275,6229,414,1781,436,743,9600,3432,138,600,683,252,5099,1154,38,150,748,82,2173,28586,2145,6713,2173,21130,60746,15,3,0,0,3976,4000,133,26,5,3,2888,3058,2693,165,173,7,4381,7423,4911,539,924,59,3134,9558,5591,729,2086,230,2466,11099,6589,674,2976,656,1522,12426,5463,328,2076,1444,456,9761,2634,90,739,2385,164,6017,581,21,215,2484,88,3391,28610,2579,9203,7265,19079,66735,27,5,3,3,8177,8212,192,29,8,8,6065,6301,4596,267,271,16,9118,14273,9277,872,1427,72,6378,18028,10707,1257,3451,283,5228,20930,12908,1262,5197,873,3459,23705,11690,738,3859,1878,1196,19363,6065,228,1337,3067,420,11113,1739,61,366,3234,168,5565,57200,4720,15914,9440,40206,127476
CED139,15,0,9,0,5114,5133,185,8,10,5,4601,4810,3112,185,104,3,5295,8697,5167,374,522,11,2655,8732,5911,565,1124,79,2046,9717,6598,521,1491,191,1286,10080,5763,343,1149,401,634,8292,3027,116,414,628,257,4446,829,25,53,540,80,1535,30604,2136,4877,1861,21956,61443,9,0,0,9,4868,4886,304,32,3,3,4363,4707,3800,276,179,15,4622,8904,5432,502,726,72,2095,8835,6185,656,1449,228,1457,9977,6494,505,1642,610,810,10065,5087,271,1101,1442,343,8245,2410,80,360,2291,191,5333,395,19,93,2061,133,2703,30112,2357,5558,6739,18882,63652,27,3,10,4,9975,10014,485,45,15,6,8956,9515,6909,459,285,24,9921,17599,10598,882,1249,87,4750,17561,12096,1215,2578,310,3499,19692,13096,1024,3129,805,2098,20150,10847,612,2256,1845,977,16545,5437,199,771,2917,446,9775,1222,51,147,2599,217,4237,60720,4490,10442,8603,40840,125092
CED140,4,6,4,0,4222,4235,73,9,9,0,3814,3908,2386,116,120,5,4779,7410,5061,397,499,29,2513,8498,5505,508,1265,59,2059,9390,5760,450,1510,161,1213,9097,5302,348,1272,387,552,7858,2923,108,426,543,222,4226,949,31,102,638,67,1786,27957,1967,5203,1834,19443,56400,9,0,0,0,4136,4141,154,17,3,4,3408,3591,3196,193,170,17,4029,7600,5420,507,786,46,2208,8962,5849,677,1816,211,1615,10172,5789,519,2206,578,984,10077,4822,297,1798,1334,441,8694,2277,88,693,2159,184,5400,542,20,198,2095,105,2960,28058,2325,7673,6436,17103,61599,9,4,5,4,8356,8376,225,29,8,8,7224,7499,5578,309,290,23,8813,15008,10479,898,1279,78,4720,17459,11352,1181,3080,268,3669,19553,11546,974,3714,738,2205,19177,10123,644,3067,1722,985,16549,5201,200,1118,2701,402,9626,1494,47,302,2731,176,4747,56016,4291,12873,8274,36552,117999
CED141,7,0,3,3,4607,4625,78,6,3,4,4043,4141,2648,130,115,3,4679,7581,4906,344,547,19,2412,8222,5561,520,1272,57,2021,9430,6040,415,1487,183,1042,9165,5732,267,1012,420,390,7818,3221,119,402,625,128,4500,805,17,69,536,31,1463,29003,1826,4912,1849,19354,56937,3,4,0,0,4252,4255,183,13,7,3,3652,3869,3494,232,186,22,4018,7956,5151,544,850,49,2174,8773,5914,657,1709,186,1526,9997,6123,500,1938,594,724,9887,5419,261,1480,1409,290,8857,2383,77,572,2159,118,5316,425,10,106,1778,55,2373,29105,2303,6859,6204,16812,61273,7,4,9,3,8857,8882,266,23,14,5,7696,8006,6143,365,302,24,8698,15533,10058,890,1395,75,4585,17000,11469,1175,2983,243,3547,19421,12170,917,3431,777,1766,19055,11149,527,2494,1826,679,16678,5608,195,979,2786,250,9814,1236,32,176,2313,86,3838,58104,4129,11768,8052,36163,118216
CED142,27,0,0,5,3719,3752,368,32,18,10,12671,13100,7089,285,472,20,26392,34256,6677,432,1051,39,10014,18214,3759,454,1449,59,6005,11727,3003,401,1474,109,3053,8038,2179,257,1013,170,1400,5012,1045,84,352,187,454,2128,294,21,39,141,104,599,24441,1971,5865,737,63818,96831,29,3,3,10,4518,4554,657,27,25,3,14473,15181,7972,346,631,38,23175,32168,5797,386,1187,48,6715,14139,3569,359,1588,131,3100,8744,2965,351,1787,394,1599,7099,1820,230,1205,693,655,4599,740,54,429,878,198,2301,90,9,85,593,83,856,23640,1764,6941,2791,54507,89643,47,3,5,13,8235,8310,1026,57,37,16,27147,28283,15060,635,1106,53,49565,66424,12480,816,2236,91,16725,32353,7330,818,3035,186,9105,20469,5969,752,3262,507,4653,15144,4002,482,2220,861,2056,9616,1785,138,785,1069,655,4433,380,30,118,736,189,1456,48076,3734,12806,3530,118322,186472
CED143,5,3,0,0,3811,3815,65,3,0,3,3438,3509,2939,85,118,9,6827,9983,7468,269,589,16,3393,11731,7050,368,1056,40,1817,10334,5169,267,1045,84,960,7526,3997,148,789,201,528,5660,2108,51,276,265,187,2890,768,21,80,373,58,1299,29571,1215,3955,980,21024,56742,11,3,0,0,3683,3696,108,4,8,0,3350,3476,4062,138,199,7,6979,11385,7993,332,863,46,3278,12514,7188,445,1579,123,1775,11111,4837,320,1585,308,1011,8058,3573,185,1304,891,510,6449,1555,51,473,1319,258,3649,396,6,179,1503,152,2238,29714,1478,6190,4202,21000,62578,18,3,3,0,7490,7518,175,3,10,4,6789,6981,6997,227,321,14,13813,21365,15458,605,1455,57,6673,24241,14236,812,2634,164,3593,21450,10006,587,2629,392,1971,15582,7562,330,2086,1087,1035,12107,3659,102,755,1582,440,6545,1162,27,259,1873,218,3536,59283,2698,10148,5181,42022,119324
CED144,27,3,3,0,5590,5622,405,19,8,3,6308,6744,6738,243,279,18,7809,15081,8599,397,611,22,2496,12130,7391,455,1135,51,1716,10752,5936,400,1142,117,1040,8639,4049,279,676,220,544,5765,2440,109,241,399,227,3415,766,26,47,393,87,1317,36340,1931,4152,1222,25814,69464,69,8,3,9,5186,5266,1306,41,26,4,4935,6313,8394,465,461,31,5059,14407,8199,578,1034,79,1980,11874,7170,640,1733,250,1394,11195,5358,487,1607,685,872,9013,3224,245,772,1180,450,5862,1633,71,315,1850,212,4079,354,11,86,1559,109,2117,35700,2549,6047,5646,20193,70134,96,9,5,12,10773,10896,1712,60,40,7,11237,13064,15128,707,742,49,12869,29494,16803,969,1650,102,4477,24001,14559,1097,2874,301,3111,21946,11295,890,2746,803,1914,17647,7268,523,1451,1396,989,11626,4071,179,561,2242,441,7494,1117,34,130,1954,200,3434,72046,4475,10200,6869,46007,139594
CED145,5,0,3,0,2871,2875,39,5,0,4,3646,3690,2842,65,170,7,11159,14238,6145,238,614,18,4933,11945,5208,343,939,40,2595,9128,3973,247,958,99,1463,6733,3512,181,796,171,890,5542,1872,87,317,219,392,2891,753,15,84,408,160,1427,24343,1171,3881,969,28108,58467,7,0,0,5,2882,2893,104,3,3,0,4175,4282,4013,131,294,14,12175,16623,6516,326,859,48,4512,12260,5242,343,1308,119,2330,9343,3909,303,1472,316,1285,7284,3156,173,1331,846,697,6206,1330,70,560,1398,348,3708,353,9,189,1750,193,2492,24633,1352,6018,4494,28598,65092,16,0,4,5,5752,5772,141,6,3,4,7816,7972,6854,195,467,15,23332,30859,12660,565,1477,68,9439,24204,10445,687,2246,164,4930,18477,7887,547,2434,415,2746,14023,6670,347,2130,1015,1590,11753,3199,150,884,1621,738,6598,1109,30,266,2155,354,3919,48972,2520,9901,5458,56702,123563
