CED_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
CED124,4,3,0,0,3,0,10,207,3,64,55,32,4,0,0,3,0,0,3,0,0,0,7,178,0,3,3,3,3,3,11,3,0,0,0,0,0,0,0,36,0,0,0,0,4,9,16,7,0,4,3,0,4,6,0,53,0,3,4,8,10,0,0,0,0,0,0,0,0,0,0,31,0,0,21,24,20,5,8,3,4,5,0,0,0,3,3,102,3,65,29,21,7,0,0,0,0,0,0,0,0,0,4,138,0,212,144,60,38,10,20,6,0,0,0,0,3,0,12,502,23,28,83,290,402,240,187,76,22,14,13,4,21,8,84,1489,0,0,0,3,0,0,0,5,0,0,6,0,0,0,0,17,0,0,0,9,58,97,59,61,14,18,23,13,14,3,26,408,0,21,13,3,18,10,4,4,3,0,0,0,0,0,4,84,0,0,3,9,0,5,0,3,0,0,0,0,0,0,0,32
CED125,21,22,6,11,4,12,20,378,0,134,232,253,48,15,10,8,0,0,0,5,3,4,40,754,0,10,8,0,0,12,26,4,3,9,0,0,0,3,0,74,0,0,0,0,12,29,39,32,6,4,3,3,6,8,4,146,0,8,27,269,209,247,163,79,6,17,14,7,8,7,39,1112,0,0,19,42,61,109,57,51,9,8,7,8,17,6,7,387,3,133,138,71,31,16,0,11,3,0,0,0,0,0,16,412,3,66,100,25,34,6,11,4,0,0,0,0,0,0,10,259,7,8,26,150,467,737,1159,504,148,135,203,109,118,57,203,4024,0,0,0,6,22,150,254,206,40,40,47,48,83,31,24,951,0,0,0,63,355,1278,812,489,69,103,87,91,86,42,81,3561,0,12,19,11,184,108,40,21,0,5,0,5,0,0,8,424,0,0,0,25,15,21,23,12,0,7,3,0,3,8,0,120
CED126,23,17,21,13,7,0,19,612,11,234,394,356,34,44,46,29,3,10,21,16,15,4,53,1268,0,3,11,21,39,106,109,59,15,3,6,4,6,18,16,422,0,0,0,5,55,115,101,56,8,13,12,12,18,13,10,402,0,3,14,36,37,21,18,3,6,0,0,0,0,0,3,147,4,9,25,53,65,77,57,19,4,0,6,10,4,0,11,331,0,21,18,17,4,0,3,8,0,0,0,0,0,0,10,81,0,239,141,63,51,36,79,34,11,15,8,25,9,6,31,753,28,37,148,383,586,557,744,313,70,59,44,42,37,32,98,3190,0,0,0,0,3,5,3,3,4,0,0,7,0,0,3,41,0,3,3,38,79,246,235,176,23,51,25,55,34,30,27,1034,0,10,12,11,79,58,41,25,6,7,3,3,3,3,9,279,3,3,18,31,20,37,67,43,3,3,3,9,11,3,6,265
CED127,10,5,8,0,4,0,16,462,4,85,108,96,14,8,7,9,0,0,0,0,0,0,22,360,0,3,5,10,13,33,24,20,3,0,0,6,0,0,7,123,0,0,0,0,13,39,26,17,0,3,0,0,13,9,5,134,0,8,12,34,17,24,22,7,0,0,4,0,0,0,3,132,0,0,26,67,60,45,22,8,3,3,3,0,4,8,11,263,4,165,168,120,45,20,9,8,0,0,0,0,0,0,21,553,0,180,199,61,51,23,30,14,9,3,3,9,3,0,13,603,10,18,80,255,508,404,384,126,27,37,3,9,20,7,60,1951,0,0,0,10,8,4,14,4,0,0,0,0,0,0,3,47,0,0,0,19,67,145,79,82,13,15,21,30,17,14,11,520,0,8,21,28,70,57,23,3,3,0,0,0,0,0,5,219,0,0,13,20,11,10,22,4,0,3,0,0,3,5,3,100
CED128,7,12,0,4,3,0,9,284,17,417,955,551,92,42,27,14,8,0,10,7,4,3,89,2229,0,0,0,0,5,3,17,5,3,0,0,3,0,3,0,54,0,0,0,4,47,50,83,42,10,11,0,7,9,0,8,256,3,24,144,1142,860,1224,916,412,80,50,64,82,65,40,212,5313,0,0,7,20,69,122,58,46,5,14,10,10,12,7,13,392,7,556,666,305,90,22,16,12,0,0,3,0,0,0,67,1742,0,43,60,25,7,11,3,3,0,0,3,0,0,0,3,158,6,8,18,75,251,462,812,455,104,127,81,100,81,46,129,2751,0,0,3,7,42,98,162,228,60,106,154,107,131,81,24,1205,0,0,7,68,431,1236,690,427,78,114,73,82,80,54,87,3424,0,49,27,22,130,84,24,10,0,0,5,3,0,0,14,362,0,0,3,3,14,23,25,20,0,5,0,0,0,0,7,103
CED129,39,41,38,12,21,10,9,559,14,212,309,205,42,16,26,19,0,3,10,13,12,7,56,939,0,5,0,8,19,31,59,25,3,12,13,5,7,3,4,191,0,0,3,16,146,625,817,601,104,96,75,52,41,31,41,2638,0,23,77,221,161,196,86,32,5,0,3,3,5,7,27,849,0,0,24,115,286,464,268,227,33,41,40,44,30,17,22,1615,3,157,133,65,35,18,6,3,0,0,3,0,0,0,7,434,0,97,76,29,17,20,23,20,0,4,0,4,12,3,8,311,3,16,56,154,353,403,615,272,51,71,44,52,35,32,65,2220,0,0,0,16,52,130,215,92,31,48,17,27,41,31,10,707,0,3,15,113,461,950,468,277,40,28,40,47,57,31,62,2581,0,28,18,19,168,134,45,16,4,3,11,0,5,0,9,454,0,0,11,37,74,114,123,121,15,24,23,21,19,13,12,594
CED130,16,13,9,0,0,6,3,200,0,38,39,21,6,4,0,3,0,0,0,0,0,0,18,132,0,0,0,0,0,4,25,9,8,3,0,3,3,0,9,71,0,0,0,0,6,8,14,17,3,11,5,15,63,47,41,223,0,4,0,6,4,7,0,3,3,0,0,0,0,0,4,29,3,3,15,15,11,11,12,20,3,0,3,3,5,11,5,122,0,13,9,5,3,0,0,0,0,0,0,0,0,0,0,40,0,109,75,23,12,11,20,6,0,3,0,0,0,0,9,269,8,19,50,178,309,218,201,122,47,31,28,22,14,12,60,1323,0,0,0,0,0,0,13,21,5,3,5,3,9,9,3,77,0,0,0,3,38,93,57,166,23,103,117,114,109,31,44,898,0,3,4,0,15,5,5,0,0,0,8,0,0,0,0,41,0,0,8,12,9,4,14,14,4,3,7,4,10,3,4,90
CED131,19,20,14,5,8,0,6,297,3,162,294,86,14,9,16,7,0,6,6,6,3,0,49,656,0,3,3,4,3,24,21,14,9,6,3,3,7,12,7,122,0,0,0,0,22,37,85,102,36,32,22,12,17,23,23,402,0,0,0,8,3,3,11,3,0,0,0,0,0,0,0,33,0,3,16,46,53,44,51,67,15,11,24,13,36,40,7,425,0,6,16,4,4,0,0,3,0,0,0,0,0,0,3,41,0,76,41,17,17,16,7,3,0,0,9,4,9,0,9,208,5,14,59,159,374,262,306,158,45,58,25,33,17,23,76,1619,0,0,0,3,5,3,34,36,8,21,44,39,32,11,13,248,0,0,4,10,113,184,107,125,30,50,39,49,45,23,24,799,0,50,36,23,69,42,12,12,0,0,3,3,8,0,13,269,0,0,4,18,19,12,13,8,0,8,11,30,33,18,6,175
CED132,78,44,34,32,24,13,17,963,28,165,272,150,30,25,55,63,29,30,38,40,44,17,42,1020,0,4,14,34,126,407,516,299,80,108,126,141,197,107,113,2265,0,0,0,32,130,300,555,484,66,65,102,73,109,88,85,2088,0,19,29,148,70,39,27,19,6,0,3,0,0,0,15,371,3,4,40,143,396,425,314,206,46,28,48,39,47,44,29,1824,0,21,14,18,11,4,3,3,0,0,0,0,0,4,0,71,0,78,51,28,30,20,50,46,14,9,7,17,28,8,11,389,13,31,118,344,582,583,860,413,150,144,102,90,97,72,98,3703,0,0,0,8,9,29,31,34,9,15,15,26,45,16,6,244,3,0,11,52,165,335,253,283,90,79,94,103,129,85,44,1721,9,31,32,26,123,55,70,61,14,23,21,32,27,12,17,547,3,3,23,67,138,131,157,107,27,23,36,53,47,30,30,880
CED133,7,10,3,0,0,3,3,212,12,113,73,30,11,10,14,3,0,0,7,0,4,0,9,282,0,3,0,4,3,6,33,17,3,15,0,0,4,0,5,99,0,0,0,0,5,11,16,14,0,5,0,5,8,8,12,85,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,10,0,4,17,33,12,11,17,16,0,0,4,0,0,3,9,132,0,21,30,4,0,0,0,0,0,0,0,0,0,0,5,66,0,159,124,62,50,11,32,19,0,0,0,0,7,0,11,487,14,21,80,325,553,339,248,120,41,22,16,15,8,12,104,1920,0,0,0,0,0,3,5,8,3,3,13,0,0,8,0,45,0,0,0,11,51,111,102,108,23,26,22,31,25,12,27,556,3,9,5,5,19,10,3,3,0,0,0,0,0,0,3,57,0,0,5,14,7,3,3,0,0,0,0,3,0,0,0,42
CED134,11,15,4,6,3,0,0,133,3,36,31,21,4,0,0,0,0,0,0,8,0,7,9,121,0,0,0,3,0,0,6,3,0,0,0,0,8,3,9,31,0,0,0,0,0,7,11,24,3,3,4,3,11,9,9,80,0,4,10,7,6,3,0,4,0,0,0,0,0,0,3,44,0,0,3,7,14,13,5,15,3,0,0,0,0,3,7,78,0,29,3,7,0,0,0,0,0,0,0,0,0,0,5,43,0,79,51,19,12,4,10,3,3,3,0,3,0,0,3,192,3,9,34,123,189,178,198,106,39,46,18,22,19,3,43,1032,0,0,0,0,3,0,7,41,17,10,5,8,16,8,5,124,0,0,0,4,36,77,69,124,34,54,69,60,40,10,27,621,0,4,7,0,10,3,0,3,0,3,0,0,0,0,3,30,0,0,4,4,4,7,8,4,0,0,0,0,0,0,0,32
CED135,3,16,13,8,4,4,12,268,3,95,243,185,28,14,10,30,0,6,15,17,17,3,31,707,0,3,0,4,15,39,98,47,21,7,10,13,20,6,24,314,0,0,0,32,256,834,1330,815,106,114,101,116,113,59,119,3997,9,101,315,1276,965,1048,782,318,63,52,60,53,45,32,215,5337,0,0,12,92,167,304,243,237,34,46,51,53,45,29,32,1345,3,154,139,60,23,0,0,0,0,0,0,0,0,0,28,403,0,59,48,13,8,12,11,12,0,0,0,0,0,3,16,184,5,7,27,101,310,410,694,371,131,141,104,76,77,43,120,2612,0,0,0,11,30,127,267,340,105,197,218,289,248,166,46,2048,0,0,10,81,330,915,662,626,141,184,209,192,155,131,80,3715,0,24,12,17,130,89,35,24,0,9,7,4,8,3,22,387,0,3,7,22,34,70,95,75,17,7,14,14,11,15,10,402
CED136,8,7,9,6,0,0,4,193,3,53,71,42,10,5,6,3,0,0,4,0,0,0,10,193,0,0,0,3,3,6,16,7,0,0,0,3,0,0,0,42,0,0,0,0,9,11,8,28,5,10,4,3,3,3,6,98,0,0,0,10,4,3,0,0,0,0,0,0,0,0,0,20,0,0,29,64,59,23,17,14,3,3,3,0,4,3,11,232,0,47,48,13,3,0,0,0,0,0,0,0,0,0,5,116,0,156,115,44,20,3,18,10,0,0,0,0,0,0,3,366,13,15,60,200,366,279,280,164,62,49,16,26,21,26,69,1647,0,0,0,7,8,3,27,13,6,3,7,3,4,0,0,82,0,0,0,7,91,160,101,107,33,34,41,41,33,3,24,671,0,50,15,7,27,11,8,6,0,0,0,0,0,0,3,130,0,3,3,16,3,3,7,7,3,0,0,0,0,0,0,47
CED137,69,64,38,20,22,7,31,819,32,833,1989,1155,148,73,80,73,13,50,61,70,46,15,171,4801,0,0,3,4,30,68,115,72,9,25,25,29,31,18,29,456,0,0,0,54,605,1303,2642,2162,420,523,565,532,634,388,480,10322,0,51,146,434,248,204,99,57,19,13,8,16,17,8,84,1401,0,6,41,93,292,358,252,194,30,54,65,45,89,40,67,1621,3,77,55,37,10,3,3,0,0,0,0,0,0,0,10,193,0,29,31,8,14,9,25,16,3,4,3,9,0,3,6,164,10,19,50,170,365,326,574,271,79,95,57,50,50,27,107,2254,0,0,0,10,32,66,134,104,30,55,54,76,85,43,20,702,0,4,3,46,227,558,314,293,87,83,128,116,133,76,84,2159,0,34,31,21,99,68,40,37,5,3,8,12,9,0,16,381,0,3,8,34,78,80,120,86,20,16,18,37,29,20,14,551
CED138,9,11,12,0,3,3,19,321,6,93,81,33,18,13,27,24,11,10,10,19,12,4,36,393,0,11,6,8,13,52,101,77,14,17,11,13,19,18,17,362,0,0,0,0,5,11,12,18,6,0,3,3,7,12,0,84,0,0,3,5,3,3,0,0,0,0,0,0,0,0,3,25,0,4,21,41,27,22,15,9,0,0,3,0,0,0,15,153,0,62,29,8,0,7,3,0,0,0,0,0,0,0,7,111,0,190,133,34,49,27,50,19,3,4,8,0,0,4,34,559,17,23,124,415,862,686,741,384,72,97,49,57,46,30,184,3789,0,0,3,3,0,0,9,6,0,0,0,0,0,0,0,26,0,0,3,12,80,107,94,94,33,31,14,43,29,20,48,612,0,12,17,4,26,16,10,7,3,0,3,3,4,0,6,109,3,0,6,21,13,7,11,4,3,3,3,0,3,0,6,87
CED139,11,24,3,0,0,3,3,152,3,32,50,22,8,0,0,0,0,0,0,3,3,3,13,145,0,9,0,3,0,0,17,3,4,0,0,0,0,0,0,29,0,0,0,0,10,9,13,22,3,9,0,3,15,3,13,92,0,5,0,13,15,14,16,7,3,0,0,0,0,6,14,98,0,0,14,24,13,19,24,17,7,4,3,6,5,8,16,159,0,19,6,4,6,0,0,0,0,0,0,0,0,0,3,45,0,130,83,18,17,5,22,0,3,0,0,0,0,0,7,294,8,16,47,126,195,184,187,88,32,31,18,22,10,5,68,1041,0,0,0,0,3,5,26,27,8,9,3,8,11,0,7,116,0,0,0,0,34,62,59,151,38,86,82,110,68,21,39,742,0,21,0,3,8,3,0,5,0,5,0,0,0,0,5,46,0,0,5,7,4,0,4,11,3,0,3,0,0,0,3,52
CED140,15,11,5,9,0,5,14,516,6,101,130,72,12,3,7,10,6,7,3,3,0,0,19,389,0,3,3,6,10,35,62,27,5,7,8,3,3,0,4,180,0,0,0,4,21,56,124,104,12,4,8,12,16,9,3,376,0,12,5,25,9,13,5,7,0,0,0,0,0,0,6,82,0,0,21,28,39,41,27,14,3,5,5,3,7,0,9,205,0,92,69,35,7,7,3,0,0,0,0,0,0,0,3,219,6,161,99,55,37,25,19,27,0,0,0,10,0,0,12,457,14,34,86,317,640,474,506,172,35,40,24,21,20,19,103,2507,0,0,3,4,0,5,5,10,4,3,3,4,6,3,8,58,0,0,11,28,106,214,134,117,7,27,49,29,28,12,33,786,0,18,12,7,60,37,22,17,6,0,5,0,3,0,3,196,0,0,9,18,16,7,30,15,0,3,6,3,3,5,3,117
CED141,6,19,6,0,0,0,6,248,8,80,126,70,11,9,5,16,0,0,0,0,0,0,21,345,0,0,3,5,9,3,19,8,0,0,4,5,0,6,3,59,0,0,0,3,6,21,21,29,0,3,10,4,8,3,3,109,0,4,6,11,7,3,0,0,0,0,0,0,0,0,0,33,0,0,14,51,63,28,19,30,5,5,10,6,12,0,8,248,0,72,46,27,5,0,3,0,0,0,0,0,0,0,4,159,0,168,101,28,13,3,18,6,0,0,3,0,3,0,14,363,8,23,59,190,392,289,297,116,53,29,12,20,11,8,69,1571,0,0,0,0,4,0,7,5,0,0,0,3,0,0,0,33,0,0,3,9,57,131,65,70,18,15,16,22,20,18,21,472,0,38,12,12,32,17,3,3,0,0,0,0,0,0,11,139,4,0,6,17,7,4,10,5,0,0,0,0,0,0,3,59
CED142,180,206,139,114,132,73,38,1842,0,61,101,98,35,31,85,177,79,131,191,216,219,115,97,1624,0,0,3,11,43,185,332,206,52,94,115,112,170,175,170,1668,0,0,0,15,117,241,529,597,161,204,232,280,346,412,333,3466,0,13,33,125,57,63,32,14,3,3,11,7,8,9,18,411,0,0,37,104,263,395,442,312,63,86,130,128,174,116,78,2332,0,43,48,19,9,0,5,3,0,0,0,0,3,0,0,132,0,36,28,19,26,24,59,56,23,25,28,48,62,43,27,501,4,22,79,296,682,763,1131,644,196,238,226,225,258,166,159,5073,0,0,0,0,7,26,27,30,17,10,17,27,39,26,6,228,0,0,4,50,196,499,230,204,71,78,70,83,103,109,51,1747,0,9,20,22,107,87,87,64,19,25,19,39,38,29,7,577,3,0,15,40,94,131,236,158,38,43,61,102,110,90,39,1170
CED143,57,45,43,43,26,29,15,1051,6,168,329,209,36,31,61,84,36,43,45,57,45,25,63,1233,3,0,8,34,59,137,239,116,41,26,34,31,30,23,24,821,0,0,0,7,65,113,116,91,17,13,22,12,24,18,9,518,3,3,18,31,31,22,8,5,0,0,0,0,5,4,4,135,5,0,28,63,138,95,65,46,13,10,6,15,6,3,10,505,0,14,11,6,9,0,4,0,0,0,0,0,0,0,3,41,0,96,57,41,49,28,90,65,28,27,31,47,27,23,13,617,28,43,144,347,669,625,986,502,133,125,122,94,103,65,102,4085,0,0,0,4,3,11,4,13,6,13,5,3,7,0,0,69,0,0,3,32,123,192,146,147,43,22,34,37,41,29,24,859,0,14,21,12,94,52,28,42,12,10,17,22,12,6,8,358,3,6,13,43,51,44,102,59,27,13,19,14,27,13,9,440
CED144,25,18,4,10,9,3,13,399,6,387,1040,818,95,50,62,39,6,13,27,36,21,5,98,2705,0,3,0,3,12,37,57,40,11,3,9,5,13,11,10,210,3,0,0,47,451,829,1129,518,71,111,85,108,140,54,142,3673,8,100,494,2692,2177,2252,1361,655,112,92,137,109,116,38,416,10769,0,0,15,50,140,220,191,128,38,55,101,92,126,68,96,1312,0,68,67,35,12,0,4,5,0,0,0,0,0,0,10,196,0,19,20,14,3,7,4,3,0,0,0,0,0,0,3,73,3,6,26,88,230,339,592,278,63,65,56,63,54,25,109,1991,0,0,0,13,44,222,549,642,196,283,268,400,406,204,83,3308,0,0,5,55,265,714,503,359,86,106,88,94,97,49,81,2515,0,31,20,24,84,43,23,20,3,4,3,5,0,0,14,277,0,0,3,20,38,60,58,34,3,7,3,14,6,22,10,279
CED145,166,126,138,109,125,59,34,1750,11,137,214,105,47,49,86,153,65,94,139,128,84,51,55,1416,3,0,5,29,43,98,158,74,23,28,27,34,9,21,24,573,0,0,0,6,37,66,83,68,20,3,14,13,15,22,14,362,0,11,11,57,31,26,19,7,3,0,4,3,3,0,6,184,3,3,22,75,128,114,72,36,7,5,12,9,16,9,15,516,0,50,26,13,7,6,0,0,0,0,0,0,0,0,3,110,5,53,40,20,16,22,40,55,24,15,21,28,31,16,14,400,18,36,96,335,607,590,832,536,186,151,148,137,121,99,131,4026,0,0,0,9,5,3,12,10,3,0,0,3,5,0,0,53,0,0,7,26,73,136,123,160,36,43,51,51,49,31,32,830,31,138,110,19,115,62,61,42,15,16,21,12,16,13,24,698,0,4,48,56,73,70,89,74,10,18,23,21,26,14,25,554
CED146,4,3,0,0,0,0,5,141,8,394,771,612,139,54,63,16,13,9,17,14,7,3,90,2216,0,0,0,0,3,7,13,14,0,0,3,0,3,0,4,54,0,0,0,0,16,29,48,19,0,6,0,3,0,0,3,129,0,10,44,568,716,856,666,292,56,32,39,61,39,19,126,3526,0,0,7,21,72,137,76,60,8,7,5,4,10,3,6,416,0,150,205,122,48,10,3,0,0,0,0,0,0,0,18,561,0,27,57,13,5,3,8,3,0,0,3,0,0,0,0,123,0,3,19,60,297,578,977,438,104,112,110,114,113,51,181,3165,0,0,0,6,32,171,346,262,40,34,32,50,45,24,23,1065,0,0,4,63,447,1677,726,377,70,44,51,54,56,27,76,3671,0,17,20,22,219,189,40,17,0,3,0,0,5,0,8,533,0,0,4,11,15,34,22,18,7,3,0,0,3,3,4,122
CED147,7,20,3,0,3,0,13,306,4,161,417,230,38,14,14,13,0,8,3,3,3,0,43,960,0,0,0,6,8,7,10,7,3,3,0,0,3,5,0,60,0,0,0,3,5,23,31,21,4,0,7,0,4,4,15,118,0,5,10,72,57,70,26,30,6,0,3,4,0,0,12,299,0,0,13,17,13,19,20,19,0,7,6,3,12,0,11,131,0,134,195,71,16,0,0,5,0,0,0,0,0,0,21,452,0,278,175,43,25,15,6,6,0,3,0,7,0,0,25,580,12,26,82,213,341,293,280,145,29,33,27,13,14,15,69,1583,0,0,0,5,7,3,10,7,10,0,3,5,3,0,0,58,0,0,0,22,133,202,114,107,14,14,23,25,23,15,28,723,0,24,31,18,94,41,11,8,0,3,0,0,0,0,5,237,0,3,6,14,4,6,13,13,0,3,0,4,5,3,5,87
CED194,0,0,3,0,4,14,7,45,0,3,6,3,3,0,0,0,0,3,0,7,7,6,8,49,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,12,0,0,0,0,0,0,4,5,0,4,0,3,9,3,8,39,0,0,3,8,8,7,7,5,0,0,0,0,0,0,3,33,0,0,0,0,5,3,7,8,0,0,0,0,4,4,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,6,3,0,0,0,3,0,0,0,0,4,8,3,48,0,0,4,15,51,42,56,30,3,6,0,4,14,3,84,324,0,0,0,0,0,0,0,0,0,0,0,3,4,23,0,32,0,0,0,0,5,21,4,3,0,3,3,3,14,16,12,89,0,0,0,0,4,3,0,0,0,0,0,0,3,0,4,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13
CED197,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
