CED_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
CED137,47,217,677,417,335,220,56,15,10,1992,1345,4122,13287,9116,8006,5049,1131,118,21,42191,6,21,43,25,39,33,9,0,3,179,0,6,58,29,29,16,3,0,0,142,48,190,1145,983,882,638,140,18,0,4055,4,26,143,143,103,84,12,0,0,508,116,518,1758,1456,1196,690,173,26,3,5924,34,192,1075,929,767,475,123,16,0,3612,553,1367,2602,1410,1165,789,207,32,3,8132,771,1434,2436,1034,789,496,110,14,3,7087,25,161,862,727,832,644,121,12,0,3381,53,168,870,761,467,212,33,3,0,2570,27,371,2945,2244,1249,528,107,10,5,7486,32,183,851,510,411,234,77,24,5,2328,87,811,4057,2614,1663,999,322,37,4,10588,45,318,1158,732,705,426,93,11,0,3481,56,323,1185,995,931,686,153,9,0,4342,204,587,1639,1367,1349,1156,319,23,0,6641,128,695,3033,2201,2020,1627,539,67,11,10328,103,221,441,281,192,128,34,9,0,1397
CED138,72,75,217,296,284,232,69,21,10,1279,1815,2034,4860,6603,7750,6341,1204,124,22,30758,55,83,200,268,394,443,261,85,15,1806,4,11,124,111,79,68,10,0,0,401,144,212,534,542,619,468,109,15,0,2642,3,21,92,122,129,124,9,0,0,502,225,512,1299,1534,1420,1110,212,18,3,6324,23,65,164,251,292,245,59,8,0,1098,1101,805,1106,1122,1343,1119,268,26,0,6885,1254,863,1233,1119,988,829,198,15,3,6499,44,93,229,385,572,580,194,19,0,2123,26,44,97,172,179,134,49,0,0,699,10,32,155,266,275,184,54,11,0,986,23,69,174,292,297,311,89,11,4,1275,31,135,544,862,867,618,237,28,0,3331,44,125,374,577,674,537,137,18,3,2484,12,86,408,747,981,673,109,4,0,3022,50,176,825,1425,1622,1408,244,19,0,5767,86,388,1333,1982,2737,2657,419,28,0,9631,80,114,179,267,247,181,65,7,3,1147
CED139,57,64,153,143,200,165,54,30,16,874,2116,3054,5975,6309,7175,5505,1383,253,41,31814,238,470,990,1312,1732,1851,1190,440,62,8284,13,65,299,276,219,109,16,3,0,1002,277,492,1042,935,793,550,119,13,3,4222,5,50,132,174,203,142,14,0,0,724,301,606,1015,928,892,728,154,16,4,4645,68,167,326,333,399,305,81,13,0,1690,1152,935,1233,1135,1194,983,224,31,4,6894,1128,742,764,529,605,499,142,11,5,4424,44,143,426,551,835,792,256,25,0,3081,20,58,112,88,97,65,8,0,0,462,22,82,235,227,259,155,27,7,0,1017,24,66,123,123,150,119,37,13,0,648,56,188,522,557,485,380,149,14,0,2347,41,113,277,367,418,394,96,13,5,1728,225,448,1192,1135,1284,793,136,4,0,5227,92,353,1138,1497,1593,1264,241,26,3,6208,165,697,1785,1812,2216,1873,327,18,0,8889,76,78,94,94,86,80,31,8,0,549
CED140,57,72,149,201,213,172,66,15,5,945,2017,2528,5338,6352,7455,5551,1147,89,16,30477,17,48,74,89,138,101,65,24,5,575,7,8,52,64,64,40,7,3,0,242,106,267,553,748,864,595,109,16,0,3253,3,23,113,126,148,122,26,0,0,558,297,690,1508,1528,1486,959,176,14,3,6653,29,82,251,418,422,251,74,12,0,1542,891,960,1134,1018,1144,987,245,31,4,6417,1413,819,767,581,598,366,80,12,3,4637,30,69,240,402,648,600,150,13,0,2148,68,95,255,368,380,218,48,6,0,1452,13,115,454,694,657,398,81,13,0,2427,31,87,209,259,303,206,80,11,0,1192,50,255,760,1118,1015,710,265,28,3,4210,61,169,356,514,591,439,136,9,0,2279,37,148,659,1031,1128,839,121,8,0,3975,86,283,989,1129,1339,1175,213,20,0,5238,138,575,1823,2032,2638,2228,482,24,4,9947,107,131,200,215,188,132,48,11,0,1043
CED141,46,84,141,149,177,134,49,12,0,800,2072,2722,5760,6463,7316,5010,792,55,8,30200,10,14,32,44,44,39,13,0,0,196,11,51,356,349,369,166,16,0,0,1323,141,281,713,868,1075,722,92,5,0,3892,7,45,175,250,280,209,15,0,0,981,388,801,1579,1557,1511,903,142,18,0,6907,31,108,232,320,349,251,44,3,0,1340,981,1066,1208,1027,1260,871,196,16,0,6629,1514,847,683,498,490,342,84,5,0,4458,22,73,352,514,714,645,137,19,0,2470,61,77,128,116,128,83,18,0,0,606,17,114,525,550,567,321,33,9,0,2135,26,73,160,214,196,158,57,5,0,881,63,202,747,825,733,518,165,15,3,3271,57,145,399,446,521,392,65,5,0,2041,18,162,687,1044,1142,671,80,7,0,3810,116,286,941,1303,1410,1185,192,15,0,5437,161,715,1999,2190,2748,2043,310,24,3,10196,117,105,131,139,125,93,39,3,0,751
CED142,45,331,1039,408,236,133,44,10,3,2260,1123,6625,23220,10413,5777,3596,981,101,19,51857,3,29,71,19,23,19,13,4,0,188,5,7,95,48,17,21,5,0,0,202,32,240,1112,675,394,237,52,12,0,2747,0,25,207,126,70,41,7,0,0,476,31,407,2045,859,520,246,70,8,3,4193,20,202,1163,646,378,210,66,8,0,2701,369,1601,3319,1414,757,477,160,8,4,8110,674,3286,6460,2003,853,448,99,16,6,13836,22,246,1124,819,693,405,90,6,0,3407,36,445,2520,1461,746,320,59,13,0,5594,32,538,4451,2878,1279,418,104,15,5,9712,12,183,981,498,335,183,98,21,0,2309,74,1441,9044,4171,2059,1132,362,62,4,18349,47,500,2240,1058,538,314,77,8,0,4779,65,508,2406,1499,1160,713,141,9,7,6511,192,768,2894,1897,1337,1084,320,23,3,8525,55,710,3773,1969,1357,1005,361,37,0,9274,72,374,1244,704,452,270,86,8,0,3216
CED143,42,100,357,392,356,163,76,25,9,1516,1398,2695,9208,9393,8378,4972,1563,189,26,37819,0,14,38,31,43,37,30,8,0,208,0,0,48,56,48,26,6,3,0,187,59,139,588,720,640,409,129,22,0,2719,4,19,94,138,115,47,15,0,0,440,113,404,1361,1314,981,574,176,23,0,4948,26,132,571,826,683,336,107,18,3,2699,655,836,1281,979,1038,697,250,36,5,5769,843,858,1253,703,495,325,75,4,0,4554,22,73,347,453,574,413,127,12,0,2026,75,167,808,1019,726,318,81,12,3,3216,12,187,1680,2838,2106,810,228,40,9,7914,33,136,524,548,528,288,143,43,7,2251,86,552,3193,3729,2990,1693,675,97,16,13025,38,178,732,778,667,345,142,19,3,2887,31,137,667,825,798,595,161,18,0,3231,223,392,1211,1389,1390,1120,370,45,5,6148,116,466,1660,1621,1780,1535,559,70,4,7814,117,169,396,371,317,191,52,23,3,1625
CED144,48,182,444,349,382,207,25,8,3,1647,1295,3520,8111,6692,6461,3681,624,53,9,30455,0,7,38,25,24,25,7,0,0,125,0,0,21,8,11,4,0,0,0,43,50,260,858,886,1030,766,143,10,0,4004,3,21,86,103,83,49,7,0,0,349,251,696,1706,1536,1323,717,116,11,0,6361,32,138,569,587,502,322,46,3,0,2188,644,1447,2168,1306,1150,692,123,17,0,7541,853,968,1702,970,781,507,82,6,0,5873,50,280,1144,1278,1365,905,165,10,0,5194,32,132,442,395,258,130,24,5,0,1398,29,329,1240,959,642,265,47,0,0,3511,25,104,328,284,198,115,42,13,0,1103,61,465,1563,1220,797,393,101,21,0,4621,53,247,869,743,687,506,77,3,0,3193,26,198,773,915,848,530,107,11,0,3415,142,522,1290,1130,1063,683,174,15,0,5018,122,733,2149,1839,1743,1186,262,22,3,8070,75,167,259,159,157,75,22,4,0,920
CED145,51,114,594,398,279,174,102,22,3,1739,787,2958,13161,9062,6569,4347,1805,246,46,38977,3,17,55,24,34,29,26,9,0,200,0,3,38,34,27,15,12,3,0,128,25,87,560,480,371,287,118,27,5,1955,0,19,101,101,52,21,11,0,0,299,47,367,1518,946,655,328,125,35,3,4029,12,95,641,598,395,280,138,31,3,2193,357,730,1511,1060,784,570,296,60,11,5376,372,907,1915,907,560,270,114,33,3,5084,10,99,519,429,430,326,142,22,3,1975,32,195,1379,1206,737,330,99,21,0,4003,11,288,2551,2552,1582,645,222,64,23,7936,24,180,723,621,515,326,192,45,15,2642,60,719,5129,3726,2450,1399,758,108,7,14353,18,224,1187,825,489,323,143,28,4,3239,20,168,878,742,635,514,170,15,0,3155,149,359,1501,1333,1168,1090,432,41,4,6078,62,358,2023,1659,1607,1459,737,104,15,8016,57,198,686,529,393,246,92,25,7,2228
CED146,98,219,350,409,395,211,47,5,0,1730,1762,3845,7282,7372,6984,3853,537,28,5,31673,3,25,66,142,174,123,36,3,0,581,0,11,19,23,23,13,0,0,0,84,148,414,1115,1648,2100,1369,178,11,0,6981,6,34,130,162,161,82,13,0,0,598,342,852,1728,1570,1488,859,168,11,5,7016,60,171,611,727,719,366,53,9,0,2711,789,1400,1456,1461,1379,712,116,7,0,7313,1161,741,646,549,548,325,41,3,0,4008,76,379,1135,1446,1536,976,160,14,0,5715,32,121,292,268,198,90,9,0,0,1003,49,349,1117,938,570,246,35,0,0,3306,33,130,255,218,163,92,23,0,0,914,67,498,999,817,547,278,52,8,0,3269,75,241,500,553,565,387,78,7,0,2413,45,235,915,977,914,543,85,3,0,3709,99,486,1132,1046,978,645,105,5,0,4499,149,753,1819,1890,1807,1204,217,6,4,7839,68,146,172,117,99,52,16,0,0,671
CED147,61,80,154,202,208,132,53,19,3,913,2134,2880,5890,6710,7275,4843,915,107,15,30781,36,41,83,105,146,133,112,31,6,700,0,49,321,390,281,166,23,0,0,1233,112,315,710,954,1380,862,106,13,0,4445,6,42,147,195,183,137,8,0,0,727,418,796,1524,1490,1398,893,153,17,0,6691,26,104,253,361,336,233,57,11,5,1381,1023,1025,1447,1391,1431,890,213,25,3,7440,1455,860,787,606,632,432,103,8,0,4889,42,141,503,724,907,749,180,14,3,3268,46,58,144,145,111,63,16,6,0,586,17,137,469,545,454,251,76,13,4,1966,32,111,220,239,202,145,62,5,0,1020,71,213,602,693,624,453,177,32,0,2865,62,179,427,545,608,477,106,12,0,2414,37,179,842,1099,1086,612,76,9,0,3937,114,342,936,1171,1325,1098,218,20,0,5227,175,727,1780,1987,2397,1842,308,27,3,9244,112,110,140,146,148,102,41,7,4,810
CED194,3,7,20,15,12,11,0,0,0,72,44,243,451,183,185,151,28,0,0,1291,5,41,58,13,11,10,3,0,0,143,0,0,17,15,5,0,0,0,0,35,7,24,59,36,29,20,0,0,0,173,0,3,8,7,9,3,0,0,0,30,7,59,125,89,65,43,9,0,0,389,0,5,20,20,4,11,3,0,0,63,3,47,76,39,40,22,4,0,0,223,27,108,152,25,24,32,5,0,0,389,0,10,49,44,36,32,6,0,0,175,0,8,18,16,9,7,5,0,0,62,0,10,34,24,22,3,3,0,0,92,0,8,22,6,4,4,3,0,0,51,0,25,84,51,27,22,8,0,0,222,3,18,53,34,20,20,0,0,0,155,33,42,54,37,19,20,3,0,0,207,4,25,46,30,41,24,10,0,0,185,5,20,84,48,62,47,7,0,0,272,5,20,41,21,12,6,3,0,0,107
CED197,0,0,0,3,0,3,0,0,0,7,3,3,17,13,17,11,11,0,0,72,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,4,0,0,0,0,16,3,0,3,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,0,3,7,8,3,3,0,0,18,0,0,0,0,0,0,0,0,0,3
