CED_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
CED123,0,3,3,16,17,18,20,3,3,89,0,0,3,22,3,6,3,0,0,33,6,8,17,93,16,9,0,3,0,154,0,4,0,14,17,58,86,44,19,237,17,132,234,625,254,203,78,23,6,1572,0,4,0,19,23,33,40,15,9,146,4,23,46,123,28,21,8,3,3,259,0,3,0,21,8,4,3,0,0,43,10,53,117,690,337,298,117,29,23,1674,0,6,0,45,16,34,35,19,23,187,0,4,10,52,75,134,102,59,26,457,0,12,6,24,14,21,3,6,0,86,0,11,31,111,59,54,27,24,0,312,0,0,0,5,21,31,20,19,6,102,3,24,11,129,58,47,22,14,8,320,0,0,3,36,5,11,0,0,0,56,0,14,25,117,56,21,8,0,0,246,0,0,0,3,14,12,17,8,3,52,0,0,3,20,16,12,6,4,0,61,0,6,16,57,26,20,13,4,4,139
CED124,0,0,0,4,0,3,7,0,0,15,0,0,3,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,12,0,0,0,7,7,38,107,39,15,223,0,22,23,147,114,196,164,58,21,753,0,3,0,4,10,8,20,5,7,51,0,0,0,3,0,0,0,0,0,9,0,0,0,7,13,18,4,3,0,48,0,8,19,106,75,79,33,5,3,335,0,0,0,10,0,12,8,7,3,50,0,3,3,12,37,60,94,45,16,279,0,0,0,3,3,5,0,0,0,23,0,6,15,32,32,26,48,6,4,172,0,0,0,0,0,0,11,9,0,19,0,0,0,8,7,3,0,3,0,19,0,0,0,0,0,0,0,0,0,6,0,17,4,40,21,17,4,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,9,31,29,33,35,3,0,168
CED125,0,4,7,58,48,60,39,13,7,239,0,3,0,15,10,3,0,3,0,35,0,12,32,258,13,26,4,0,0,346,0,0,0,8,10,34,39,20,11,122,26,253,431,783,306,186,85,36,4,2111,0,0,0,12,22,24,37,13,4,109,9,41,41,239,58,32,4,0,3,429,0,0,9,20,16,4,0,0,0,57,10,87,154,777,468,375,159,46,16,2087,0,0,3,71,33,61,41,13,12,228,0,3,6,46,63,122,107,54,9,416,0,0,3,21,11,19,7,0,0,59,4,11,42,159,91,92,74,21,3,499,0,0,0,11,27,24,16,17,3,96,5,19,24,114,44,32,20,12,3,284,0,0,7,34,4,12,0,0,0,56,5,8,25,173,82,39,25,0,0,350,0,0,0,25,29,24,15,3,0,94,0,0,5,16,5,3,3,0,0,32,4,18,20,47,23,12,18,5,0,139
CED126,0,0,0,4,8,7,3,0,0,27,0,0,0,3,3,9,0,0,0,12,3,4,41,121,5,3,0,0,0,177,3,10,19,54,42,51,86,80,55,405,8,51,103,469,349,306,167,58,42,1559,0,0,5,18,24,13,15,14,4,87,0,0,0,7,3,0,8,0,0,16,0,0,0,12,26,18,3,3,0,75,4,18,55,280,152,110,32,13,3,663,0,0,3,64,26,32,22,5,13,168,0,12,24,118,93,78,91,65,27,510,3,10,17,30,29,23,3,4,0,123,0,69,86,324,214,125,74,44,16,950,0,0,3,27,32,39,37,39,19,194,0,0,0,17,11,11,8,4,0,51,0,3,5,26,4,3,3,0,0,41,3,9,30,154,76,38,3,7,0,320,0,0,0,4,5,6,3,0,0,20,0,0,0,15,16,15,10,4,3,60,13,47,61,183,114,84,53,15,0,575
CED127,0,0,0,4,4,10,4,0,3,26,0,0,0,0,0,3,0,6,0,14,0,0,0,9,0,0,0,0,0,6,0,4,11,26,38,63,88,53,29,304,3,31,56,274,262,233,135,46,12,1046,0,0,0,9,20,15,24,11,4,86,0,0,0,10,6,3,0,0,0,23,0,0,0,11,26,20,3,3,0,64,0,17,33,134,81,76,32,6,3,384,0,0,3,37,14,40,23,12,3,129,0,11,7,41,61,94,101,53,17,378,0,3,11,10,7,10,6,7,0,56,0,19,30,99,59,39,40,13,5,295,0,0,0,5,11,17,10,4,0,50,0,0,3,10,9,4,3,6,0,42,0,3,0,15,8,0,0,0,0,28,4,7,8,77,20,17,9,0,0,148,0,0,0,9,5,6,5,8,0,41,0,0,0,4,3,3,0,0,0,13,5,21,16,73,63,73,62,15,6,336
CED128,0,0,0,23,15,33,23,14,8,119,0,8,19,69,46,25,20,4,4,189,0,3,31,140,8,7,0,0,0,183,0,0,5,7,0,18,22,19,12,81,17,170,265,503,181,117,51,26,6,1332,0,4,0,3,11,17,16,7,0,55,11,63,62,260,39,34,15,9,0,487,0,0,0,6,7,3,0,0,0,22,7,71,132,735,425,377,172,40,25,1987,0,0,0,37,20,52,26,33,29,201,0,0,0,19,33,52,40,22,10,184,0,3,3,13,9,7,8,0,0,46,0,5,19,54,46,35,28,4,0,188,0,0,3,18,31,38,38,25,9,161,0,14,29,154,65,86,43,16,14,419,0,0,4,35,5,17,4,0,0,68,3,22,43,193,59,38,13,3,0,365,0,0,4,31,16,22,49,8,3,139,16,13,33,185,143,83,60,16,4,547,3,11,14,33,6,11,7,0,0,83
CED129,0,0,0,12,29,19,22,4,0,92,0,0,0,44,24,15,22,3,0,109,0,0,16,55,13,4,0,0,0,87,0,5,10,12,10,16,50,31,13,150,20,105,136,292,209,196,90,20,3,1070,0,0,0,8,6,18,20,8,0,66,6,30,31,168,54,37,12,5,3,352,0,0,3,18,14,9,3,0,0,52,5,41,77,502,318,304,167,24,26,1462,0,6,3,79,48,70,34,15,12,263,0,18,11,42,43,53,59,26,13,268,13,45,42,73,61,44,32,7,3,321,14,99,176,393,229,131,59,37,6,1139,0,0,0,7,19,9,13,10,3,65,10,52,68,390,299,214,100,53,21,1197,4,4,10,110,32,50,25,3,0,235,3,11,26,133,43,25,8,0,3,241,0,0,0,3,4,11,3,3,0,21,0,3,4,53,48,14,9,12,0,141,14,84,143,114,54,29,13,3,0,454
CED130,0,0,0,0,0,4,0,0,0,4,0,0,3,22,3,0,0,0,0,28,0,0,26,87,4,0,0,0,0,117,0,0,3,10,7,33,41,22,14,131,6,28,46,170,138,129,103,37,16,670,0,0,0,8,3,3,5,3,0,22,0,3,0,17,0,0,0,0,0,20,0,0,0,17,20,8,3,0,0,48,10,48,73,230,81,76,29,0,0,540,0,0,0,3,0,7,0,0,6,19,0,9,6,18,22,37,37,33,14,178,0,8,8,10,10,13,6,5,0,53,0,17,30,59,42,24,17,3,0,182,0,0,0,0,3,0,0,0,0,3,3,7,4,35,4,4,3,0,0,63,6,0,15,70,0,3,0,0,0,97,0,8,7,43,10,6,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,19,28,72,32,42,30,13,3,236
CED131,0,0,6,5,4,3,3,3,0,16,0,0,3,14,0,3,0,0,0,23,0,7,10,29,3,0,0,0,0,46,0,4,3,16,15,17,39,13,13,105,4,34,84,270,172,149,60,33,5,817,0,0,0,7,4,4,7,4,0,30,4,9,3,44,0,0,5,0,0,66,0,0,9,28,14,11,0,0,0,68,4,34,39,201,117,113,47,18,0,572,0,0,0,26,19,24,22,32,31,160,0,10,4,48,24,66,62,31,23,270,3,4,38,33,9,5,5,3,0,106,3,15,34,94,35,27,4,7,0,226,0,0,0,3,22,21,23,23,3,83,0,9,16,61,18,6,5,3,0,120,3,3,10,45,4,3,0,0,0,66,0,6,23,93,29,16,0,0,0,182,0,0,3,21,53,84,81,67,19,323,0,0,0,3,0,0,0,0,0,13,7,28,43,139,34,27,17,3,4,315
CED132,0,0,0,29,12,7,0,0,0,55,0,0,3,12,5,3,3,4,0,41,3,15,82,250,3,4,3,0,0,359,7,13,9,49,14,17,32,18,7,171,21,77,135,666,365,313,185,63,33,1860,0,0,0,25,14,14,9,3,0,73,5,6,3,71,13,5,6,0,0,116,0,3,0,41,41,34,13,30,10,171,16,43,81,556,168,110,74,19,10,1066,3,3,13,154,24,57,29,18,13,309,0,9,6,106,68,58,46,31,16,331,22,59,49,172,62,49,45,21,3,479,11,23,62,423,164,141,87,46,35,979,0,0,0,16,10,19,9,3,3,60,0,0,12,118,49,23,24,12,10,247,5,10,53,376,67,70,33,3,0,621,3,26,45,451,80,44,17,0,0,663,0,0,3,16,16,8,10,17,0,70,0,3,0,41,18,12,4,11,3,101,39,124,95,352,147,102,40,16,7,937
CED133,0,0,0,3,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,9,0,0,5,23,32,48,84,41,8,240,8,29,51,202,202,273,184,54,25,1029,0,0,0,3,5,6,9,4,3,36,0,3,0,13,3,4,0,0,0,21,0,3,3,15,34,25,3,3,0,92,10,26,22,166,116,89,41,5,0,466,0,0,0,4,3,3,8,7,4,38,0,10,0,15,33,54,83,33,16,244,0,0,0,10,8,3,3,0,0,24,0,15,16,60,35,40,24,12,9,216,0,0,0,0,0,3,0,3,0,13,3,3,0,14,6,3,0,0,0,36,0,3,15,54,3,0,0,0,0,77,3,9,4,49,38,16,3,0,0,124,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,12,17,65,30,47,38,12,7,227
CED134,0,0,0,0,3,0,0,0,0,7,0,0,0,3,4,0,0,0,0,8,0,6,15,94,3,0,0,0,0,123,0,0,0,12,3,28,30,18,3,98,3,21,41,167,103,104,59,24,7,526,0,3,0,9,3,8,5,3,0,23,3,8,3,29,4,0,0,0,0,50,0,4,3,16,12,6,0,0,0,44,7,31,41,176,75,58,26,9,3,426,0,0,0,3,0,6,4,0,3,19,0,4,3,7,17,30,25,13,0,108,0,3,0,7,0,5,8,3,0,22,3,18,29,62,26,17,7,12,3,172,0,0,0,0,4,4,12,7,0,23,4,10,11,44,21,4,4,3,0,96,0,0,3,12,0,0,0,0,0,22,0,8,0,38,16,11,0,0,0,71,0,0,0,0,3,4,3,0,0,5,0,0,0,3,0,0,0,0,0,4,3,10,3,37,13,24,20,9,5,126
CED135,0,4,20,41,17,17,18,6,8,125,0,4,16,74,35,32,22,5,4,193,3,30,205,782,46,27,3,0,0,1102,0,3,3,6,4,8,18,15,13,74,22,142,207,453,198,147,63,19,17,1270,0,0,3,10,7,3,4,0,0,36,32,87,87,455,50,31,7,4,0,750,0,0,8,18,9,10,7,0,0,47,17,100,177,1008,361,324,170,43,29,2223,0,0,5,57,30,62,33,23,19,220,0,4,0,21,19,19,40,19,19,140,3,27,21,80,28,43,15,9,0,228,3,3,27,94,45,38,19,7,7,246,0,0,0,18,20,21,16,6,0,81,21,86,118,718,325,211,140,88,20,1721,0,7,42,171,43,45,14,0,0,315,3,12,37,245,49,45,11,3,3,409,0,0,0,7,10,5,8,4,3,34,0,3,26,150,147,97,71,20,3,520,14,47,22,75,13,16,8,0,4,202
CED136,0,0,0,4,3,8,5,0,3,30,0,0,0,0,0,0,0,0,0,3,0,3,3,12,0,0,0,0,0,19,0,0,3,9,7,32,86,42,15,188,10,37,50,225,163,152,124,36,9,807,0,0,0,3,8,11,11,12,3,46,0,0,0,11,8,3,4,0,0,30,0,3,4,11,11,9,4,0,0,36,3,36,16,166,127,86,41,8,3,490,0,0,0,11,5,15,12,10,20,71,0,6,3,30,40,65,84,45,20,295,0,0,0,11,5,9,4,0,0,31,0,17,26,92,50,22,20,8,3,247,0,0,0,5,3,3,3,3,5,19,0,0,0,20,0,3,0,0,0,22,0,5,14,66,0,0,0,0,0,84,5,10,17,73,29,19,0,0,0,147,0,0,0,0,5,3,4,0,0,13,0,0,0,4,3,4,3,0,0,14,7,15,20,68,31,22,16,0,0,177
CED137,0,0,0,31,8,21,6,4,3,73,0,0,28,59,52,36,13,12,7,209,6,28,423,851,21,14,9,0,0,1360,0,4,6,18,11,12,14,0,5,69,12,64,120,391,195,176,97,31,5,1081,0,0,3,20,11,4,13,6,3,59,10,29,29,135,27,19,7,0,0,263,0,0,3,21,17,12,12,0,6,74,9,39,77,685,186,184,84,19,13,1300,0,0,4,81,18,51,30,28,21,222,3,3,6,52,29,32,35,23,10,187,10,34,49,108,26,44,32,10,3,320,6,17,35,160,74,46,25,15,4,384,0,0,3,13,13,20,14,13,7,80,4,23,61,320,212,191,113,77,62,1049,10,12,65,357,46,51,28,3,0,572,0,18,65,456,60,38,11,4,0,647,0,0,0,11,13,10,6,3,0,50,0,0,3,82,78,55,39,15,7,291,21,48,39,104,38,25,27,5,4,319
CED138,0,0,0,4,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,11,0,4,3,34,29,49,96,49,25,286,3,86,106,501,385,410,290,138,55,1978,0,0,0,6,6,7,19,7,3,62,0,0,0,0,3,0,0,0,0,10,0,0,3,43,32,23,7,3,0,117,4,27,26,168,97,94,36,12,3,469,0,0,0,31,4,13,9,8,8,69,0,9,6,47,42,72,101,75,43,396,3,3,0,16,15,8,9,3,0,49,0,12,21,97,66,56,45,20,10,321,0,0,0,3,3,3,16,6,0,37,0,3,0,11,9,8,4,3,0,33,0,0,0,22,5,0,3,0,0,32,0,11,23,113,42,30,7,0,0,226,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,3,0,0,0,13,6,20,33,119,87,90,53,16,3,423
CED139,0,0,0,0,0,3,0,0,0,4,0,10,6,42,4,0,0,0,0,63,0,5,4,24,4,3,0,0,0,40,0,0,3,7,9,34,63,26,8,149,3,12,46,127,109,116,55,14,13,490,0,0,0,0,3,3,9,9,0,31,3,13,6,28,3,0,3,0,0,53,0,6,8,13,9,8,3,0,0,53,14,53,35,170,71,56,32,3,0,423,0,0,0,3,3,0,4,8,6,21,3,3,10,10,31,27,53,19,10,154,0,0,7,10,3,6,0,0,0,30,0,23,21,58,35,19,16,4,0,174,0,0,0,3,4,6,3,8,3,24,0,5,3,37,9,6,3,0,0,65,0,0,13,51,4,0,0,0,0,70,0,3,7,30,20,0,3,0,0,64,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,15,44,23,23,19,3,0,131
CED140,0,0,0,6,4,10,8,0,0,33,0,0,0,4,4,0,3,4,0,20,0,3,0,20,0,3,0,0,0,25,0,6,6,23,22,38,76,46,17,233,9,43,59,332,260,285,180,67,34,1271,0,4,0,10,18,13,20,14,3,77,0,3,0,9,0,7,0,0,0,23,0,0,6,24,25,24,7,4,0,98,0,16,36,199,115,128,52,6,9,564,0,0,0,32,16,21,15,10,7,101,0,23,12,47,76,70,103,75,37,451,0,6,7,12,20,13,4,0,0,62,0,20,56,146,110,83,61,34,5,516,0,0,0,0,6,10,9,4,3,32,0,0,3,19,7,14,10,6,0,62,0,4,3,28,7,8,0,0,0,50,3,7,19,130,51,21,0,3,0,234,0,0,0,0,0,4,0,0,0,8,0,0,0,8,8,3,0,0,0,26,3,37,31,93,61,40,33,3,4,301
CED141,0,0,0,0,0,3,7,0,0,13,0,0,0,3,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0,6,0,4,0,14,6,24,85,29,18,182,5,25,50,231,167,129,90,49,20,775,0,0,0,3,3,7,19,8,3,43,0,3,0,5,3,0,0,0,0,15,0,0,3,16,4,16,0,3,0,39,3,18,29,135,76,76,23,7,3,365,0,0,0,13,8,19,22,10,26,94,0,7,7,26,45,68,104,61,24,340,0,0,3,7,7,7,5,3,0,41,0,11,22,56,45,38,20,7,0,204,0,0,0,0,11,9,8,6,3,34,0,0,0,12,5,5,11,3,0,35,0,0,0,3,0,3,0,0,0,11,3,4,7,81,17,9,4,0,0,131,0,0,0,6,20,33,30,24,6,121,0,0,0,3,3,4,0,0,0,8,0,31,22,51,28,35,18,3,0,181
CED142,0,0,0,25,5,7,3,3,3,50,0,0,37,33,10,4,9,0,0,95,4,0,19,71,5,0,0,0,0,100,3,5,33,109,19,18,15,16,0,217,7,20,242,1058,385,310,130,54,9,2217,0,0,10,67,13,11,5,0,0,108,0,0,12,37,4,3,0,0,0,60,0,0,12,32,24,13,7,7,0,95,0,13,89,577,106,113,51,13,3,961,0,0,14,177,20,49,28,15,4,310,4,0,32,214,47,52,30,15,9,400,5,7,164,319,40,43,20,4,3,607,3,0,60,286,54,55,32,11,0,494,0,0,0,19,14,27,7,10,3,81,0,0,25,105,13,7,12,3,0,163,4,6,122,570,48,41,13,0,0,804,22,20,482,3287,163,75,17,3,0,4066,0,0,3,25,7,13,12,9,0,74,0,3,9,75,34,21,12,9,3,169,30,37,262,669,104,69,47,7,0,1226
CED143,0,0,0,12,10,4,3,0,0,35,0,0,0,7,0,4,0,0,0,9,0,7,27,124,3,3,0,0,0,161,5,15,9,101,63,34,39,25,18,313,9,70,129,783,444,332,184,80,34,2066,0,0,4,47,19,11,24,6,3,119,0,0,4,10,4,7,0,0,0,22,0,0,3,22,51,18,9,7,0,110,4,15,34,263,92,101,35,9,3,557,0,0,3,117,21,34,13,12,13,220,0,31,10,179,122,87,77,53,17,583,9,54,36,62,47,30,12,4,3,256,19,65,58,523,201,142,86,36,14,1147,0,0,0,15,13,21,8,15,5,81,0,0,0,44,19,17,12,8,3,102,3,7,6,63,22,21,11,0,0,134,4,11,18,217,59,36,3,0,0,360,0,0,3,13,8,7,5,0,0,43,0,8,0,34,21,12,13,3,8,90,34,157,110,455,203,93,57,14,0,1127
CED144,0,0,11,29,28,38,45,26,16,186,3,28,66,152,51,27,7,8,0,343,7,46,298,817,33,25,0,0,0,1227,0,0,0,5,4,4,11,5,0,38,22,98,155,334,151,110,59,14,3,947,0,0,0,8,0,0,8,0,0,18,58,158,122,679,103,29,8,3,3,1157,0,0,0,13,15,5,4,8,4,59,10,51,111,639,304,267,142,29,11,1568,0,0,4,42,26,20,27,19,21,156,0,0,3,11,12,9,22,14,12,78,0,13,24,51,18,32,17,7,6,164,0,3,10,50,30,13,16,11,0,144,0,0,0,3,10,8,16,15,3,56,0,12,17,111,56,78,49,24,17,366,3,0,20,97,30,27,11,0,4,187,4,11,52,290,59,58,19,0,0,494,0,0,0,24,38,29,26,21,3,138,0,3,3,61,46,28,19,11,5,170,4,17,24,52,20,3,9,3,0,133
CED145,0,0,7,17,6,14,3,0,0,44,0,0,0,5,0,3,4,3,6,24,0,0,0,23,0,0,0,0,0,34,3,5,10,97,21,12,33,10,17,208,7,53,134,954,384,280,193,74,30,2105,0,0,7,55,15,7,10,8,0,107,0,0,0,11,5,3,0,0,0,25,0,0,8,26,18,13,4,7,3,74,3,18,50,268,97,67,30,3,3,543,0,0,7,139,23,44,70,36,92,412,0,7,16,158,33,36,45,28,12,337,20,60,36,84,30,38,28,18,7,320,4,39,181,887,520,461,302,201,62,2654,0,0,0,10,15,12,15,8,4,69,0,0,3,28,18,9,6,5,4,78,4,4,10,61,18,14,7,0,0,104,8,9,28,199,39,22,16,0,0,323,0,0,0,13,7,3,0,0,0,32,0,0,0,30,12,0,8,8,3,68,40,130,113,580,143,88,55,17,10,1155
CED146,0,0,3,33,38,38,47,14,9,194,0,0,4,9,12,14,4,0,3,43,3,28,26,208,14,17,6,0,0,297,0,0,0,3,0,10,23,8,8,62,51,240,371,637,184,110,40,15,8,1651,0,0,0,3,3,15,8,3,0,29,7,61,69,271,75,18,9,3,0,511,0,0,4,4,9,8,4,0,0,27,5,49,145,718,484,475,178,36,26,2123,0,0,4,71,46,92,49,31,9,304,0,3,0,9,24,38,45,23,9,150,0,3,4,16,9,13,8,3,0,59,0,3,14,53,52,37,32,5,3,203,0,0,5,74,62,83,58,39,14,331,0,5,19,70,55,45,20,9,9,230,0,0,5,27,14,6,3,0,0,47,0,3,30,247,63,52,18,5,0,420,0,0,13,117,109,106,81,18,5,453,0,14,19,112,80,32,19,3,0,286,0,28,33,36,11,7,9,0,0,115
CED147,0,0,0,3,0,6,0,3,0,16,0,0,0,3,3,0,0,0,0,6,0,5,8,52,0,4,0,0,0,66,0,0,3,10,16,57,103,73,47,304,8,36,48,213,170,165,122,53,16,828,0,0,0,4,7,16,17,13,3,68,0,3,3,9,4,0,3,0,0,27,0,0,0,18,14,16,0,4,0,54,5,14,40,180,101,119,57,13,4,533,0,0,0,27,10,32,31,23,17,140,0,10,3,26,122,159,160,139,48,654,0,9,9,12,9,12,3,0,0,53,0,18,23,69,31,29,48,13,3,229,0,0,0,8,21,23,29,28,9,113,0,0,5,19,9,6,3,3,3,48,0,4,5,24,11,5,3,3,0,52,4,14,13,86,33,18,7,0,0,170,0,3,7,99,170,224,181,80,20,797,0,0,3,39,37,20,28,6,4,128,7,8,26,59,37,28,25,8,3,188
CED194,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,10,4,0,0,0,0,0,14,0,0,3,5,0,4,6,0,0,18,4,6,9,44,23,28,24,0,0,136,0,0,3,3,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,8,0,0,0,4,0,3,0,0,0,10,0,0,4,24,5,11,0,3,0,52,0,0,3,4,0,0,0,0,0,10,0,0,3,7,0,5,3,3,0,25,0,0,0,3,3,0,0,0,0,9,3,3,0,14,0,6,9,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,27,0,0,0,0,0,38,0,0,10,13,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,5,9,13,5,6,0,0,0,37
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
