CED_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
CED122,5,13,77,232,72,80,31,17,3,527,0,7,0,53,21,9,9,7,3,100,0,3,9,40,14,7,4,3,0,83,55,144,462,2492,780,773,754,406,183,6039,275,454,940,2286,764,685,566,373,284,6630,4781,8236,13969,29888,10768,8432,6525,4135,2269,89009,0,0,4,24,10,7,3,0,0,51,8574,13984,13714,25118,10278,7325,4680,2732,1561,87960,17,62,166,858,228,140,33,8,0,1521,0,0,3,42,17,34,13,18,0,141,0,6,22,39,29,19,5,5,0,127,13,25,45,308,62,37,23,3,0,520,6,8,21,244,113,124,161,54,14,755,54,140,6216,3827,820,662,403,303,124,12552,0,0,0,30,48,54,94,96,23,345,0,7,12,74,59,139,294,232,86,904,61,289,397,2865,1252,708,571,253,127,6528,0,11,36,195,131,100,66,21,4,561,28,124,110,565,145,49,34,9,10,1078,5,26,67,363,109,58,109,67,39,842
CED123,0,14,19,111,33,10,3,3,0,198,0,0,0,5,21,16,16,8,0,71,4,12,16,65,12,8,0,3,0,119,11,89,201,742,381,299,264,115,67,2172,312,471,611,1497,663,622,511,288,111,5093,6056,11210,11144,25294,10501,9383,6385,3064,1394,84430,0,15,37,120,33,18,15,8,0,233,11699,20351,18989,35393,13427,10994,6651,2595,1164,121261,0,19,28,197,26,17,11,0,0,297,0,0,5,41,34,29,20,15,3,140,0,3,4,36,17,7,3,0,0,68,0,9,11,55,32,26,13,3,0,146,0,0,0,47,31,39,33,27,3,189,5,43,74,488,187,150,81,45,13,1072,0,3,7,44,77,114,111,85,12,446,3,20,31,115,73,109,86,41,7,487,20,134,137,769,1135,1237,1187,587,199,5412,0,21,70,370,210,155,70,26,6,937,0,4,7,19,13,16,11,7,4,83,4,5,14,76,65,112,281,120,48,720
CED124,0,0,0,14,4,6,3,0,0,27,0,0,0,5,4,7,17,12,5,54,0,0,11,8,4,9,3,0,0,34,4,13,19,81,87,96,116,74,32,515,159,437,433,969,812,975,1056,682,421,5941,3306,8319,6828,13281,9979,11849,11480,6317,2860,74208,0,0,0,0,0,0,0,0,0,3,6476,15864,12705,21648,15804,18563,17335,9158,3537,121087,0,0,0,16,3,4,0,0,0,25,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,4,3,0,0,18,0,6,14,43,30,31,18,8,4,160,0,0,0,5,12,11,15,7,0,49,3,5,6,55,35,35,16,10,4,173,0,0,0,0,6,19,22,17,3,66,0,0,0,15,5,13,34,10,0,75,9,61,81,317,673,910,1561,858,284,4750,0,0,3,14,10,11,16,3,0,56,0,8,3,9,15,22,12,8,3,80,0,4,10,41,54,85,222,110,34,564
CED125,0,8,26,190,68,67,15,7,3,394,0,0,0,7,8,22,13,3,0,62,0,11,23,38,14,3,5,0,0,100,22,133,199,1200,833,613,393,169,55,3613,328,571,648,1502,632,681,486,226,154,5224,6037,11410,11180,24225,10275,9613,6052,2509,933,82244,0,8,43,140,44,30,16,6,0,293,11464,20264,17877,28446,10377,9939,5716,2068,676,106826,21,102,180,1273,363,155,15,6,0,2118,0,0,8,101,62,48,18,13,0,249,0,7,27,196,57,76,25,3,3,401,6,11,17,51,25,9,3,3,3,132,0,7,10,212,182,156,201,39,7,821,13,35,91,507,271,244,119,63,21,1358,0,0,10,60,67,94,121,72,10,430,9,47,35,208,95,105,109,36,10,654,20,98,86,510,866,1036,994,487,136,4223,4,53,152,1024,525,341,177,53,9,2333,0,0,3,30,16,15,14,14,0,88,0,6,28,57,66,96,162,74,13,498
CED126,0,0,15,71,32,17,8,0,0,149,0,0,5,47,27,27,15,7,4,134,0,0,6,42,17,14,5,0,3,91,26,102,144,1218,485,319,268,146,66,2776,162,326,319,878,517,496,506,379,319,3905,4257,9590,7787,18416,11359,9187,7786,4701,3011,76091,0,0,3,13,3,14,6,0,0,39,8217,17296,13015,22106,13128,10892,8781,5201,2923,101567,0,0,0,42,9,0,0,0,0,54,0,0,5,42,26,30,15,9,3,131,3,3,0,15,11,3,0,0,0,35,8,38,36,204,128,91,37,20,12,573,0,3,4,48,35,29,34,17,3,181,5,43,284,701,466,326,136,88,29,2078,0,0,14,56,72,101,126,101,27,497,0,0,3,21,19,40,74,42,16,212,90,755,632,2368,2407,1539,1669,875,452,10792,0,3,12,62,31,42,26,12,0,179,3,48,49,139,80,40,31,12,7,407,6,61,72,230,219,132,212,134,41,1107
CED127,0,0,29,46,13,13,4,0,0,108,0,0,0,13,28,18,28,12,8,109,0,0,0,3,10,10,3,0,0,27,5,27,45,262,200,195,221,104,52,1103,165,338,421,860,651,618,557,315,131,4058,4056,9031,8455,16867,10670,10151,7748,3688,1717,72392,0,0,0,4,3,0,0,0,0,9,7918,17394,15666,27083,15224,13982,9401,4174,1694,112533,0,0,0,4,0,0,0,0,0,9,0,0,0,7,0,7,4,8,0,23,0,0,6,24,7,3,7,0,0,44,0,16,7,83,54,52,29,9,0,255,0,3,3,34,37,19,26,8,0,135,0,14,43,161,86,68,50,27,9,460,0,0,3,6,26,44,34,25,4,154,0,5,0,0,3,23,37,5,5,83,17,141,164,795,1398,1554,1589,775,310,6738,0,0,5,39,43,32,20,4,3,155,3,0,9,36,32,28,27,7,7,145,3,11,4,85,120,136,299,142,56,852
CED128,6,42,160,1248,779,700,260,131,39,3362,0,0,0,3,3,12,0,0,0,23,0,6,3,12,6,4,0,0,0,34,51,272,425,1537,902,689,536,334,117,4862,291,520,534,1404,665,588,439,281,158,4879,5882,10943,11093,23910,10812,9421,6306,3515,1592,83470,14,78,551,1035,251,145,43,18,3,2136,10872,18171,15491,20531,7275,6133,3518,1662,828,84486,0,6,20,149,23,10,0,0,0,209,0,0,32,222,127,133,48,33,8,614,5,21,89,559,307,308,176,64,23,1548,0,8,14,46,21,8,0,0,0,94,0,9,26,211,180,178,207,80,23,907,11,63,253,1207,659,563,288,160,79,3287,0,0,17,90,164,237,236,196,34,965,3,46,44,206,102,156,123,71,13,757,3,25,34,202,329,471,436,159,85,1740,4,22,96,660,342,312,144,61,14,1651,0,7,6,18,13,12,8,8,9,89,0,3,25,55,39,51,150,74,34,438
CED129,0,9,12,134,76,71,21,5,0,325,0,3,0,10,10,14,6,9,6,50,0,0,10,39,31,10,6,0,0,106,23,141,182,747,409,319,240,139,57,2249,106,235,207,676,326,278,276,155,73,2333,4960,11377,9364,21553,10969,8889,6802,3065,1379,78347,0,4,28,172,96,69,32,17,0,421,9430,19879,14780,20929,10281,7754,6615,2932,1230,93824,0,11,20,126,69,52,22,3,0,306,0,0,3,31,33,14,6,10,0,90,0,0,4,42,23,14,0,0,0,89,0,21,51,114,49,37,16,3,3,296,0,0,9,64,76,50,47,9,0,264,92,289,388,3809,1402,1202,621,248,105,8172,0,0,4,30,98,80,99,72,9,395,0,30,28,150,109,143,122,48,24,643,40,300,351,882,1013,732,746,440,137,4653,0,0,41,321,233,159,77,35,6,862,0,5,10,44,21,23,9,4,3,118,0,15,48,98,71,64,176,64,28,565
CED130,3,7,14,61,10,3,0,0,0,100,0,5,0,7,5,3,6,6,4,33,0,0,9,8,14,5,0,0,0,46,16,68,51,217,97,68,56,32,8,609,333,674,776,1568,972,1116,945,724,398,7503,4546,10109,9386,17557,10162,10628,8661,5279,2464,78795,0,0,3,3,0,0,0,0,0,4,8527,18420,16293,27332,16045,17002,13640,7607,2918,127797,0,12,3,80,5,7,3,0,0,104,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8,0,6,14,47,25,26,20,6,4,151,0,0,0,3,10,3,0,0,0,14,3,12,165,195,62,37,21,3,3,503,0,0,0,0,12,3,3,9,0,28,0,0,0,11,0,3,7,0,0,28,6,55,83,264,417,525,687,365,100,2501,4,11,4,50,23,11,3,3,0,112,0,5,9,23,10,13,15,3,0,77,3,3,20,44,43,57,109,67,25,368
CED131,7,17,30,110,25,27,5,0,0,215,0,0,6,8,12,19,14,0,6,64,0,5,31,30,4,13,0,0,0,82,40,103,164,536,153,111,119,79,61,1367,117,212,432,902,428,467,385,324,242,3522,4251,8252,11069,21618,9942,9162,6464,4070,2647,77466,33,42,55,108,12,5,0,0,0,256,8435,15299,18778,34025,15701,14409,9492,5206,2935,124285,4,7,16,104,18,10,0,0,0,158,0,0,3,31,20,36,32,14,0,148,4,3,9,17,7,3,0,0,3,46,5,24,34,146,59,35,17,3,0,333,0,0,8,36,11,8,6,0,0,74,18,27,629,722,139,67,45,17,23,1697,0,0,6,14,42,36,36,36,9,181,0,10,5,25,7,9,18,8,4,89,25,181,187,746,581,581,492,246,137,3182,0,4,9,56,32,22,5,8,0,137,0,7,10,56,20,7,3,5,4,119,0,14,24,93,58,62,254,51,32,582
CED132,0,0,40,219,61,36,24,11,3,402,0,3,6,34,20,7,12,0,5,103,0,3,3,41,25,21,5,0,0,99,38,152,191,1710,410,331,309,219,158,3519,217,327,433,1893,576,533,433,269,230,4913,4875,8472,8029,29355,11017,8953,6833,3729,2459,83725,0,0,0,15,13,15,4,6,0,49,8642,13776,11241,25075,10474,8504,6457,3306,2064,89533,3,6,17,115,25,14,0,0,0,181,0,0,0,23,10,12,9,7,0,63,0,4,9,28,10,4,5,0,0,57,8,42,41,305,106,89,48,8,10,653,0,9,4,91,36,26,26,16,0,209,86,352,1127,3734,1397,1018,610,413,150,8884,0,3,3,31,49,54,97,95,27,364,5,8,5,43,45,58,90,58,51,364,125,551,360,2723,1582,1051,991,423,204,8009,0,0,9,137,65,61,26,15,3,328,5,34,55,342,81,32,44,15,5,608,3,9,31,297,100,72,151,54,46,772
CED133,0,3,10,32,10,5,0,0,0,53,0,0,0,6,6,15,15,7,0,49,0,0,4,6,6,10,8,0,0,42,10,35,41,171,92,121,108,41,19,640,262,554,636,1384,1028,1160,914,598,305,6839,4061,9496,8331,16496,11271,12797,9797,5608,2833,80694,0,0,7,17,10,0,0,0,0,30,7779,18080,15088,26093,17398,20056,15118,8111,3497,131224,0,0,0,29,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,8,0,3,0,9,0,0,0,0,0,11,0,12,16,61,42,37,42,10,0,227,0,0,0,6,11,10,4,3,0,37,9,10,23,57,39,25,15,8,0,186,0,0,0,3,3,7,12,3,0,29,0,0,0,8,3,5,20,3,3,45,9,83,74,415,697,936,1078,558,223,4086,0,3,8,23,15,21,13,3,0,90,0,4,7,22,25,26,22,11,0,123,3,7,14,70,81,155,202,96,22,636
CED134,0,0,3,36,3,0,0,0,0,44,0,0,0,6,4,0,5,0,0,20,0,7,11,28,11,4,4,0,0,62,4,21,21,105,43,55,39,31,14,340,444,777,763,1939,1200,1155,986,688,330,8278,5312,10070,8493,18602,10189,9969,7639,4871,2228,77385,0,0,0,3,0,0,0,0,0,4,9759,18565,15258,29247,16585,16754,12346,7230,2796,128536,5,6,9,61,8,3,0,0,0,94,0,0,0,0,3,5,3,3,0,18,0,0,3,4,3,0,0,0,0,13,0,7,10,39,15,11,11,0,3,89,0,0,0,8,4,3,0,0,0,20,3,16,15,143,56,21,13,4,6,284,0,0,0,0,4,8,18,17,0,50,3,4,0,20,3,4,3,0,0,46,7,24,42,209,239,310,381,166,62,1435,0,9,12,58,26,24,10,0,0,137,0,0,5,12,7,3,9,4,0,43,0,0,16,51,33,53,102,47,16,316
CED135,5,6,45,307,203,202,80,29,18,888,0,0,0,12,3,3,4,3,0,23,0,12,16,65,10,8,0,0,0,107,63,220,298,1357,516,384,304,159,72,3377,434,539,584,2319,723,602,432,292,197,6128,7304,10169,10224,34118,10467,8838,5653,3438,1708,91916,15,61,386,951,206,174,110,17,11,1936,11922,14974,11804,17118,6162,5104,3583,2293,1293,74254,20,50,104,756,122,64,16,4,0,1134,0,0,15,88,53,63,33,18,0,275,0,0,22,78,45,22,9,5,0,183,16,20,26,86,27,15,7,4,3,204,0,10,16,92,70,78,63,36,5,372,111,336,1336,6144,2781,2259,1024,708,186,14883,0,3,12,37,52,73,89,86,9,362,17,33,32,175,66,92,70,45,15,537,23,86,90,366,347,421,338,236,95,1989,0,26,75,549,268,279,134,49,15,1391,0,4,5,53,13,16,12,6,8,118,3,15,24,82,46,23,86,43,22,346
CED136,0,0,11,30,7,4,0,0,0,59,0,0,6,13,29,18,19,11,0,101,0,8,10,39,9,5,3,0,0,78,0,14,25,169,88,92,118,38,21,568,222,446,462,1130,658,771,781,571,346,5387,5071,9901,9176,19353,10168,10119,8743,4627,2056,79208,0,0,6,0,0,0,0,0,0,13,9763,19081,16881,32203,16142,15683,12600,6243,2210,130811,0,0,0,40,0,3,0,0,0,45,0,0,0,0,5,7,7,3,0,22,0,3,0,17,0,0,0,0,0,19,4,18,17,69,44,19,26,12,0,205,0,0,0,15,8,13,14,6,0,61,3,11,15,115,70,42,17,15,3,292,0,0,0,3,18,24,20,35,3,104,0,0,6,7,4,15,17,6,3,57,16,149,135,471,696,785,1110,560,190,4103,0,9,10,52,27,15,10,9,3,137,0,0,0,17,9,6,16,8,0,63,3,5,3,52,47,102,325,78,38,644
CED137,0,22,173,621,366,316,151,61,23,1741,0,0,3,12,5,7,5,0,3,35,0,0,3,33,9,9,0,0,0,57,41,129,208,1242,426,318,269,189,110,2935,306,409,727,2312,688,573,415,280,196,5899,5154,8256,12280,32698,11456,9453,6195,3938,2296,91718,4,3,39,83,11,9,4,0,0,152,9095,13229,12282,21733,8850,6668,4127,2010,1311,79306,0,6,49,248,40,22,3,0,0,372,0,3,3,47,15,17,15,18,3,122,0,0,16,87,47,35,12,7,7,212,7,13,26,154,38,18,14,3,3,272,3,8,11,91,70,52,59,18,4,315,134,358,4612,10181,2862,2580,996,670,308,22696,0,0,3,35,61,69,122,161,21,467,4,19,20,168,85,157,126,78,31,694,44,156,153,1031,668,476,373,165,88,3149,0,11,24,217,122,94,61,29,8,562,0,18,10,115,33,16,23,7,3,220,3,6,28,133,51,52,123,35,22,462
CED138,0,4,0,33,6,0,0,0,3,48,0,4,5,15,17,21,18,17,10,97,0,0,3,15,19,10,3,3,0,53,13,47,59,432,187,160,139,81,40,1164,252,603,520,1512,1075,1211,987,677,491,7337,3778,8634,7058,16981,11099,12426,9761,6017,3391,79145,0,0,0,0,0,0,0,0,0,3,7133,15517,12470,23994,15190,17404,13327,7410,3717,116175,0,0,0,3,4,0,0,0,0,6,0,0,0,3,3,7,0,0,0,11,0,4,3,3,0,0,0,0,0,10,8,18,24,177,74,74,44,20,6,436,0,3,3,22,18,18,7,7,0,71,3,15,45,106,51,39,18,14,4,294,0,0,0,5,3,12,17,13,0,48,0,0,0,3,3,7,13,6,7,50,34,217,196,886,1171,1241,1617,1188,498,7041,0,3,3,45,21,33,15,11,5,145,4,10,16,121,41,38,38,13,12,285,3,23,26,131,127,162,249,115,48,878
CED139,0,5,3,26,10,7,0,0,0,55,0,0,0,3,7,3,7,0,3,29,0,3,10,23,13,6,3,0,0,53,7,41,52,200,54,70,76,34,20,546,255,569,679,1362,896,932,853,641,354,6550,4688,10282,9593,17736,9977,10065,8245,5333,2703,78628,0,5,19,54,8,3,0,0,0,98,9046,19050,17317,28949,16295,16716,13226,7803,3388,131789,5,14,3,67,3,9,0,0,0,94,0,0,3,4,0,9,3,3,0,22,0,0,3,7,3,0,3,0,0,21,3,12,12,45,22,14,12,0,3,119,0,3,0,6,3,8,8,0,0,32,5,23,46,206,70,51,24,9,6,441,0,0,0,0,6,16,15,12,4,52,0,22,6,43,19,7,8,0,0,114,8,62,62,236,368,431,536,305,122,2128,0,4,19,40,18,19,8,3,0,104,0,0,0,16,9,3,10,3,0,48,0,0,5,29,28,48,111,46,29,304
CED140,0,3,6,46,24,11,3,0,0,97,0,4,0,25,19,25,20,13,8,119,0,3,7,29,17,8,7,0,0,66,9,57,42,401,230,179,191,121,53,1280,174,346,377,950,611,604,639,551,489,4741,3882,8322,7736,16566,10172,10077,8694,5400,2960,73802,0,0,3,3,0,0,0,0,0,7,7555,15233,13919,24573,14021,13733,11110,6304,3029,109472,0,3,3,25,8,0,0,0,0,38,0,0,0,10,7,7,7,8,0,33,0,0,0,13,3,4,5,0,0,29,3,20,34,112,66,57,28,12,7,344,0,0,0,30,37,16,50,14,9,159,3,42,45,328,159,147,115,52,18,906,0,0,3,12,22,34,29,29,3,129,0,5,3,19,19,38,55,31,14,187,49,371,333,1258,1415,1412,1600,1005,433,7886,0,3,0,66,40,35,28,12,3,189,0,6,5,55,31,24,21,12,4,158,3,21,18,84,74,86,178,76,52,591
CED141,0,0,7,28,12,4,0,0,0,54,0,0,8,8,15,18,21,8,10,79,0,0,3,25,4,5,0,0,0,34,5,40,23,193,118,96,126,71,47,707,135,280,283,756,498,536,583,461,235,3763,4039,8618,8122,16722,9997,9887,8857,5316,2373,73937,0,0,0,0,0,0,0,3,0,4,8075,16700,15630,27995,16126,15629,12679,7321,2837,123000,0,3,0,12,7,0,3,0,0,21,0,0,0,3,10,4,9,4,0,27,0,0,0,18,4,0,3,0,0,28,0,8,7,71,37,25,19,0,0,170,0,0,0,20,22,16,21,3,0,77,5,15,33,131,59,52,45,16,9,359,0,0,0,6,17,21,13,32,3,94,0,0,0,8,8,11,22,12,5,64,22,170,119,504,648,756,903,646,222,3983,0,3,3,19,26,23,12,9,4,91,0,7,3,25,11,13,11,0,0,64,0,12,11,57,46,74,315,82,64,648
CED142,3,12,233,493,116,182,89,34,17,1172,0,0,8,63,11,9,4,3,0,106,0,0,3,22,6,5,0,0,0,43,41,80,730,3257,449,390,369,267,97,5671,358,299,2227,5317,1030,897,571,328,142,11175,3403,3431,19741,46303,8744,7099,4599,2301,856,96474,0,0,0,22,0,3,0,0,0,33,5637,5316,10519,34996,9329,6797,3949,1492,508,78540,5,0,69,181,12,7,9,0,0,277,0,5,5,79,23,23,6,8,0,155,0,0,21,53,5,13,11,3,0,105,3,6,148,670,122,60,19,9,0,1038,0,0,17,264,53,30,34,10,3,414,57,181,10181,6655,1104,938,536,443,138,20239,0,0,10,66,28,28,34,34,4,206,0,5,15,69,40,45,39,18,15,241,39,99,826,4970,1282,818,549,212,39,8832,3,4,25,181,63,64,42,11,5,395,7,14,289,1279,99,39,27,9,7,1763,3,3,155,619,135,71,136,33,8,1170
CED143,0,3,23,88,28,12,15,5,0,172,3,7,13,78,53,13,21,12,7,209,0,0,8,37,20,22,13,0,0,103,46,200,220,2055,521,260,232,116,82,3723,223,395,394,1562,642,505,414,281,226,4640,4483,9228,7169,23891,11111,8058,6449,3649,2238,76296,0,0,7,14,4,11,5,0,0,37,8117,14958,10730,22756,11424,8967,7020,3843,2192,90021,0,0,4,48,6,3,0,0,0,67,0,0,3,27,20,19,3,0,0,82,0,5,0,10,3,4,3,0,0,27,6,45,50,386,187,94,48,12,4,844,0,16,11,105,32,21,20,9,3,221,16,96,251,841,457,347,166,101,48,2321,0,4,0,39,41,53,52,61,23,285,0,0,0,26,14,35,66,35,27,197,167,1144,696,4643,2613,1466,1215,623,244,12807,0,0,5,55,43,43,20,14,4,186,14,87,67,564,143,57,28,14,6,980,15,42,75,467,198,95,177,74,45,1184
CED144,8,48,275,971,669,642,209,105,49,2979,0,0,0,3,0,0,3,0,0,12,0,0,7,17,3,0,0,0,0,25,61,245,386,1700,853,661,480,307,121,4821,354,554,665,1632,748,603,455,339,197,5552,6084,10983,11582,26285,11195,9013,5862,4079,2117,87194,4,3,22,53,23,12,7,0,0,128,10967,18419,14996,18439,6213,3716,2277,1497,1081,77605,125,335,620,4222,535,243,29,5,0,6112,0,0,5,38,22,22,14,18,0,118,0,0,15,65,44,49,34,8,0,218,6,10,10,54,19,9,3,5,0,116,0,3,13,69,54,48,56,13,4,267,48,229,1324,3999,2544,2250,885,675,334,12285,0,0,3,12,32,54,93,97,25,312,37,58,43,355,174,221,180,92,37,1198,14,37,49,305,237,199,211,90,83,1226,0,19,72,376,275,286,149,55,5,1225,3,0,8,48,34,24,15,9,4,133,0,5,15,52,44,25,75,30,23,270
CED145,0,3,13,99,30,11,11,0,0,159,6,0,4,92,18,7,6,5,0,133,0,0,3,27,35,14,14,6,4,99,43,124,402,2628,580,616,765,432,367,5958,324,464,644,3094,871,712,649,519,435,7704,3968,7030,7180,28877,9343,7284,6206,3708,2492,76100,0,0,0,4,0,0,0,0,0,5,7028,11452,9061,25572,9406,7198,5313,2763,1563,79363,3,0,4,44,6,0,0,0,0,63,0,0,0,28,9,8,3,4,0,50,0,0,3,9,3,0,0,0,0,23,5,18,33,441,98,68,26,20,0,713,5,4,40,332,37,24,30,7,0,489,25,104,268,551,300,186,158,94,53,1731,0,3,0,24,17,23,15,25,11,129,0,0,0,29,15,58,81,67,34,282,94,535,576,4842,1540,868,799,407,178,9844,0,3,6,59,33,33,22,13,3,179,13,38,134,895,121,60,78,41,25,1399,3,20,43,493,160,75,186,105,112,1195
CED146,11,44,198,1668,883,738,201,87,34,3875,0,0,0,7,3,4,3,3,0,14,0,29,59,79,25,8,0,0,0,208,33,219,386,1757,1311,1087,631,284,93,5802,348,803,724,1573,814,658,486,363,263,6036,6017,13074,12481,24926,11725,9143,5233,2842,1156,86593,0,0,37,94,26,19,13,0,0,189,11345,22431,18512,19606,7067,4802,2485,1513,463,88229,17,85,126,902,232,124,16,3,0,1508,0,4,55,324,197,144,72,38,0,831,3,13,112,806,461,433,146,43,14,2032,0,18,23,35,19,8,5,3,0,105,3,7,23,309,329,274,205,56,16,1220,6,35,127,704,455,355,186,102,43,2019,0,0,42,267,222,263,214,133,27,1173,5,58,50,260,163,183,98,51,20,890,9,62,43,205,314,352,305,187,51,1525,4,108,397,2408,1408,1071,385,150,28,5952,0,0,10,28,19,16,3,9,3,84,0,5,37,58,46,41,143,42,35,402
CED147,0,4,9,71,24,43,11,3,0,167,0,3,4,13,56,28,49,38,14,203,0,3,0,23,10,10,3,0,0,40,13,41,58,292,280,374,288,234,122,1705,184,413,438,985,664,708,686,470,194,4730,4418,9771,9199,18044,10470,10111,8767,5331,2240,78347,0,0,0,0,0,0,0,0,0,4,8649,18416,16723,28731,14240,12603,9758,5352,2076,116546,0,0,4,23,8,3,0,0,0,43,0,0,7,42,32,27,22,13,4,149,0,3,0,22,12,6,3,0,0,45,0,10,13,59,38,40,19,11,3,192,0,0,9,60,90,52,99,45,8,355,3,13,133,148,60,35,29,12,9,445,0,0,5,25,50,58,75,110,14,340,0,9,0,33,11,21,34,7,7,123,23,134,146,597,1544,1630,1909,1275,410,7661,0,0,3,47,18,28,18,6,0,121,0,0,8,14,33,26,25,7,3,117,0,3,9,46,78,231,352,232,103,1052
CED194,0,0,11,16,3,3,3,0,0,31,0,0,3,3,3,0,3,0,0,11,0,0,0,0,0,7,0,0,0,7,7,9,28,70,28,15,3,3,0,168,19,25,162,324,113,111,82,20,4,864,149,200,848,1720,646,732,477,120,48,4939,0,0,4,3,0,0,0,0,0,4,252,278,956,2451,1096,1080,718,148,42,7028,0,0,7,8,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,10,0,0,17,13,3,0,3,0,0,34,0,0,0,19,4,5,3,0,0,25,0,8,98,83,13,11,3,0,3,225,0,0,0,3,5,3,0,0,0,10,0,0,0,12,3,3,0,0,0,23,4,4,106,115,69,73,93,21,3,501,0,0,7,10,6,0,0,0,0,22,0,6,22,36,3,0,0,0,0,69,0,0,20,21,14,9,9,9,0,78
