CED_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
CED129,33069,18824,16253,23611,20985,16477,12376,5559,2108,149264,10,7,3,5,7,8,3,13,0,63,266,368,507,269,285,238,305,174,96,2504,4,6,51,27,38,34,15,8,4,191,9,12,22,34,31,40,36,7,0,188,3,3,10,4,6,10,4,0,0,42,3,3,6,10,3,3,6,0,0,39,0,3,0,0,4,0,5,3,0,17,4,0,0,3,0,0,0,0,0,5,0,3,8,3,10,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,284,405,595,354,379,330,378,189,101,3007,298,415,602,363,385,334,381,200,101,3069,33363,19242,16851,23973,21373,16818,12752,5756,2211,152335
CED130,28684,17223,15766,16294,18600,19377,15824,9090,3584,144449,70,75,50,31,35,32,32,21,12,356,805,1671,986,663,697,889,755,386,135,6994,8,42,50,27,38,103,121,27,0,418,90,152,140,95,165,178,163,30,5,1025,4,13,23,3,18,38,34,20,0,151,0,5,7,13,7,19,11,3,4,70,0,3,3,10,9,19,22,7,0,76,5,4,7,6,3,0,0,0,0,30,6,10,16,14,3,7,8,9,0,78,0,0,0,0,0,0,0,0,0,0,924,1902,1242,822,941,1257,1124,476,146,8833,992,1980,1287,855,976,1292,1154,497,156,9191,29677,19197,17055,17149,19579,20668,16977,9591,3743,153636
CED131,25294,20973,21808,18912,18504,16924,11803,6838,3777,144840,23,41,23,24,14,19,18,17,8,185,554,1180,1082,761,728,724,535,346,200,6117,0,21,28,46,57,42,23,3,0,227,17,40,50,50,64,56,41,8,3,327,3,3,8,10,15,16,13,3,0,78,3,8,13,19,11,19,11,3,0,96,0,3,0,3,4,12,12,6,0,35,0,3,9,0,4,3,0,0,0,23,0,8,5,3,9,20,11,0,0,52,0,0,0,0,0,0,0,0,0,0,579,1261,1208,897,895,889,651,367,200,6951,602,1304,1235,918,905,903,666,390,209,7131,25900,22278,23043,19834,19413,17824,12473,7225,3984,151974
CED132,26870,15825,27987,26167,20281,15995,12161,6281,3543,155105,15,19,14,10,16,18,14,13,5,110,430,567,914,623,594,603,574,341,253,4887,16,23,73,86,83,82,43,5,5,411,20,30,66,94,92,79,68,10,0,456,4,5,9,28,28,14,8,7,0,103,3,7,37,33,20,40,17,3,3,166,0,3,4,4,7,11,6,4,0,43,0,3,0,7,4,4,0,0,0,14,0,16,8,21,15,19,20,3,0,107,0,0,0,0,0,0,0,0,0,0,468,649,1119,883,843,856,726,373,259,6185,485,671,1135,889,858,871,737,390,261,6302,27349,16498,29121,27055,21137,16869,12902,6667,3800,161404
CED133,27353,15852,13416,16583,20615,23797,18488,10079,4274,150473,62,55,39,37,38,39,37,30,7,347,652,928,816,587,733,1107,1111,493,176,6613,30,29,50,40,53,255,634,247,29,1366,151,197,294,190,227,351,236,71,14,1739,7,9,12,3,19,51,77,16,4,205,8,6,18,9,12,23,24,3,0,98,3,3,0,0,15,28,43,12,0,108,0,5,3,3,0,3,0,0,0,18,3,4,3,3,5,33,61,18,0,134,0,0,0,0,0,8,0,0,0,10,853,1184,1199,843,1069,1859,2192,859,230,10284,917,1237,1239,886,1104,1897,2230,889,236,10632,28269,17098,14655,17467,21724,25691,20716,10967,4515,161106
CED134,30210,15400,17333,16289,18849,18953,14430,8517,3293,143271,97,68,58,48,51,58,41,38,10,487,814,1366,1379,987,1289,1418,1202,521,160,9136,36,47,102,79,129,349,564,172,7,1493,104,106,162,142,185,243,221,31,9,1203,14,32,55,49,78,132,233,49,8,648,8,8,9,32,24,43,84,8,0,220,0,5,3,5,20,28,68,17,0,141,0,5,5,4,4,9,0,0,0,29,4,18,14,14,23,30,16,7,0,122,0,0,0,0,0,0,0,0,0,0,982,1579,1727,1320,1755,2245,2403,799,186,12994,1079,1652,1788,1370,1811,2306,2446,842,198,13479,31288,17045,19121,17660,20659,21263,16869,9356,3488,156750
CED135,35516,21416,39916,28607,20142,16655,10513,6084,2599,181451,57,44,46,34,14,18,15,4,0,228,700,702,1158,847,653,559,390,296,191,5492,11,45,112,148,165,69,17,8,3,574,8,21,64,75,110,47,12,9,0,348,3,10,24,18,40,33,8,3,0,142,4,13,44,23,42,20,9,0,0,157,0,0,0,8,9,6,3,0,0,32,4,3,6,7,0,4,0,0,0,24,3,12,17,26,14,6,5,3,0,92,0,0,0,0,0,0,0,0,0,0,732,816,1432,1149,1035,745,443,326,196,6874,791,854,1472,1185,1048,770,458,328,197,7095,36310,22275,41389,29792,21184,17422,10973,6417,2793,188554
CED136,30138,17343,17739,18038,18896,18295,15762,8149,3035,147384,31,34,21,25,17,25,14,26,6,202,636,926,836,551,594,668,570,337,125,5246,10,10,35,27,28,66,114,38,7,339,27,44,72,50,80,72,41,4,3,389,0,7,9,3,8,26,23,6,0,84,3,5,10,11,12,12,20,4,0,71,4,0,7,6,6,23,8,3,0,45,0,6,3,3,0,0,0,0,0,20,7,6,13,19,12,18,12,9,0,104,0,0,0,0,0,0,0,0,0,0,692,1005,975,670,741,877,799,405,133,6299,725,1038,1002,692,760,902,808,429,142,6501,30859,18376,18737,18723,19656,19200,16573,8581,3174,153888
CED137,26879,24012,38718,25647,21147,17367,11373,6803,3444,175388,16,5,36,21,17,13,11,11,6,132,336,650,895,556,506,450,362,301,197,4245,3,49,49,70,58,31,26,5,3,294,3,52,40,44,41,41,20,4,0,247,0,12,14,19,32,15,9,0,0,95,4,16,27,29,25,19,12,3,0,131,0,3,8,0,0,8,7,3,0,27,0,0,3,0,0,0,0,0,0,5,3,62,32,14,13,16,11,0,0,147,0,0,0,0,0,0,0,0,0,0,344,839,1070,723,672,586,437,316,201,5194,357,852,1111,747,689,594,449,323,212,5329,27234,24859,39825,26394,21831,17961,11822,7125,3657,180715
CED138,24766,13657,13233,17083,19810,22083,18070,10551,5294,144564,37,26,31,16,29,41,36,26,16,255,458,615,708,593,692,961,1045,470,197,5741,102,62,117,144,151,384,811,330,60,2154,219,353,364,324,367,489,426,117,28,2689,27,7,14,14,40,67,157,78,12,422,13,16,19,14,16,36,30,9,3,156,3,5,9,10,28,57,105,54,16,277,6,7,8,6,3,3,8,0,0,43,3,8,8,10,14,35,47,17,5,141,0,0,0,0,0,0,0,0,0,0,835,1080,1251,1116,1307,2032,2618,1075,318,11624,874,1106,1285,1126,1339,2076,2650,1100,329,11879,25643,14765,14522,18215,21151,24160,20721,11647,5622,156446
CED139,29835,17795,16461,16632,18667,18755,15068,9104,3986,146295,47,70,36,23,35,38,35,20,15,317,611,1733,989,674,635,738,533,297,184,6397,24,286,137,85,99,117,187,41,8,994,33,231,126,82,60,79,65,16,0,704,12,59,38,28,19,33,46,9,0,238,6,36,24,15,16,18,15,3,0,135,5,30,10,9,10,17,9,8,0,103,3,24,10,3,8,0,0,4,0,45,16,80,44,32,36,33,22,8,0,274,0,0,0,0,0,0,0,0,0,0,715,2476,1387,921,881,1041,888,380,197,8881,762,2542,1420,947,912,1076,918,403,208,9198,30596,20338,17884,17576,19583,19837,15992,9504,4192,155498
CED140,24470,15031,14169,16697,18697,18111,15431,9086,4497,136189,16,24,9,18,28,18,17,20,13,162,504,690,709,497,495,611,477,291,203,4475,15,23,29,29,27,25,43,4,0,194,21,20,30,35,34,33,36,10,0,220,14,0,7,20,8,8,8,3,0,71,3,6,13,17,23,26,5,0,0,95,5,5,0,3,4,12,4,0,0,32,0,0,0,0,5,0,4,0,0,18,12,9,7,11,8,6,4,3,0,68,0,0,0,0,0,0,4,0,0,4,581,752,805,608,609,718,584,323,207,5186,597,776,812,628,633,739,606,339,212,5344,25063,15814,14981,17325,19332,18851,16034,9421,4716,141536
CED141,25561,15953,14522,16166,18429,17877,15489,9334,3662,136992,27,37,20,17,23,23,22,21,10,193,537,686,682,489,479,456,398,237,135,4091,8,5,15,11,13,20,14,4,0,90,6,18,14,22,29,52,23,19,0,187,3,0,3,0,0,8,7,0,0,25,0,3,3,5,12,8,3,3,3,37,0,0,0,0,0,0,13,4,0,16,3,0,0,0,0,0,0,0,0,12,9,4,8,3,0,8,5,3,0,37,0,0,0,0,0,0,0,0,0,0,564,723,719,530,543,553,468,259,144,4501,592,752,737,553,565,576,491,284,147,4691,26147,16705,15261,16718,18994,18453,15978,9620,3812,141685
CED142,13378,35085,63416,31012,19405,14382,9083,4165,1352,191270,7,144,79,26,30,16,15,9,5,324,387,2525,3206,1913,2021,1619,1051,485,219,13425,51,311,982,1333,1400,708,230,42,5,5059,104,374,713,707,884,554,263,66,4,3674,16,82,191,193,228,185,132,35,0,1058,123,166,293,305,351,203,82,29,0,1563,0,12,45,50,66,85,42,9,0,317,3,34,35,20,35,22,5,0,0,154,13,96,185,170,180,99,62,22,3,826,0,3,0,0,4,0,0,0,0,3,706,3616,5653,4689,5164,3475,1860,691,229,26078,708,3758,5730,4715,5193,3489,1874,697,231,26401,14088,38841,69140,35728,24593,17869,10955,4866,1580,217667
CED143,27395,13828,20299,23291,20606,14703,11306,6165,3355,140941,5,14,20,9,10,13,5,9,5,93,405,411,620,454,390,355,325,181,94,3230,0,18,19,47,27,33,20,5,0,175,13,35,41,44,57,43,43,24,3,304,0,3,9,3,14,3,6,6,0,61,3,14,19,11,17,16,10,4,0,100,0,0,5,3,3,9,11,0,0,38,3,0,5,7,0,3,3,0,0,21,0,4,7,14,6,17,8,3,3,65,0,0,0,0,0,0,0,0,0,0,429,490,730,593,510,483,427,222,105,3992,437,504,754,603,519,489,436,229,108,4083,27827,14335,21049,23894,21124,15195,11738,6392,3462,145023
CED144,34676,23357,28577,23344,21401,17152,11247,7218,3259,170233,54,34,43,25,22,25,23,16,5,244,416,461,774,454,391,358,213,172,79,3315,11,8,9,10,6,4,7,3,3,59,0,8,20,8,18,12,12,8,0,84,4,3,9,6,0,4,3,0,3,37,0,0,0,4,0,0,0,0,0,13,0,0,0,5,6,4,0,0,0,16,0,3,0,0,0,3,0,0,0,11,0,10,6,4,4,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0,427,491,820,498,433,395,229,177,85,3565,479,519,865,528,456,420,250,192,84,3812,35158,23884,29448,23874,21853,17571,11500,7412,3347,174044
CED145,21793,12881,29289,23173,17662,13384,11197,6281,3729,139393,15,18,21,9,13,11,11,10,4,110,414,611,903,509,490,457,357,224,128,4098,10,36,92,81,62,30,53,20,3,394,13,37,66,59,63,51,45,17,7,353,9,7,16,17,15,16,23,8,0,104,3,10,41,22,22,30,25,5,3,169,0,8,3,0,3,12,21,3,3,48,0,4,3,8,0,0,0,0,0,19,12,17,20,21,17,20,25,12,0,145,0,0,0,0,0,0,0,0,0,0,461,729,1147,721,679,618,543,292,141,5329,478,752,1173,727,692,630,551,295,145,5443,22275,13630,30462,23900,18358,14015,11745,6577,3877,144832
CED146,38498,24948,22621,23586,22698,17621,9987,4950,1725,166635,48,35,23,19,25,13,17,8,7,189,545,547,709,487,404,295,202,146,51,3389,6,4,30,14,16,11,9,3,0,107,10,21,14,13,18,22,9,9,3,106,0,6,0,9,3,7,0,0,0,24,0,0,0,7,7,4,0,0,0,18,0,0,0,0,0,0,3,0,0,8,3,0,0,0,0,0,0,0,0,4,0,0,7,0,4,3,3,0,0,16,0,0,0,0,0,0,0,4,0,4,560,586,759,535,451,347,226,162,57,3681,608,615,786,548,469,363,240,171,57,3869,39099,25563,23408,24140,23173,17986,10232,5118,1790,170496
CED147,28362,17622,15749,17586,19354,18213,15745,9310,3479,145408,30,35,26,19,10,26,31,27,8,214,550,751,681,477,444,492,369,244,139,4142,8,17,38,13,20,24,41,8,3,170,12,9,24,26,29,27,26,12,0,165,4,3,0,3,0,5,0,4,0,21,4,3,8,10,6,10,11,6,0,54,0,0,0,0,3,8,9,3,0,23,0,0,3,0,0,0,0,0,0,10,4,5,6,5,11,12,3,3,0,48,0,0,0,0,0,0,0,0,0,0,582,793,763,528,515,575,456,277,140,4622,613,827,781,551,522,601,484,297,151,4834,28973,18450,16526,18134,19876,18811,16227,9604,3632,150240
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,37,25,32,32,49,73,108,39,10,409,0,0,0,0,0,0,0,0,0,0,209,126,125,165,232,377,429,194,39,1894,42,25,27,45,76,109,118,41,4,474,3,5,8,8,5,18,17,7,3,82,28,7,14,18,18,34,40,17,3,180,4,6,9,8,6,21,8,5,0,72,12,8,4,14,8,23,20,17,0,94,0,3,8,0,3,3,0,3,0,17,11,3,11,6,5,3,9,9,0,62,0,0,0,0,0,0,0,0,0,0,304,187,208,265,353,575,642,294,46,2869,304,187,208,265,353,575,642,294,46,2869,342,211,237,290,404,649,753,335,56,3279
