SAL_CODE_2021,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL12569,0,0,0,0,6
SAL12570,16,3,3,0,57
SAL12571,0,0,0,0,0
SAL12572,4,8,3,0,24
SAL12573,40,12,0,0,818
SAL12574,173,114,46,12,1211
SAL12575,10,9,0,0,35
SAL12576,7,3,3,0,39
SAL12577,25,13,5,0,89
SAL12578,1095,538,190,37,5447
SAL12579,100,108,120,93,728
SAL12580,17,7,3,0,98
SAL12581,47,55,20,4,260
SAL12582,45,43,17,3,228
SAL12583,16,8,4,0,59
SAL12584,1240,854,314,113,7124
SAL12585,115,79,84,60,850
SAL12586,428,416,218,81,2145
SAL12587,30,18,6,0,87
SAL12588,0,0,0,0,0
SAL12589,4,6,0,0,27
SAL12590,51,52,24,0,273
SAL12591,6,0,0,0,13
SAL12592,0,0,0,0,3
SAL12593,0,0,0,0,9
SAL12594,0,0,0,0,9
SAL12595,0,3,0,0,15
SAL12596,139,135,49,29,784
SAL12597,11,9,6,0,58
SAL12598,11,0,0,0,33
SAL12599,1650,856,381,123,14331
SAL12600,377,225,127,78,3034
SAL12601,18,13,6,0,111
SAL12602,0,0,0,0,7
SAL12603,332,205,60,25,2076
SAL12604,3,7,0,0,28
SAL12605,17,5,8,0,80
SAL12606,0,0,0,0,9
SAL12607,0,0,0,0,11
SAL12608,5,5,5,0,26
SAL12609,77,42,11,0,351
SAL12610,47,35,17,3,203
SAL12611,16,14,8,3,122
SAL12612,10,4,7,0,32
SAL12613,181,109,59,21,802
SAL12614,111,80,33,16,544
SAL12615,0,7,0,0,36
SAL12616,4,4,0,0,21
SAL12617,13,14,0,0,73
SAL12618,235,118,34,4,2823
SAL12619,3,4,0,0,10
SAL12620,11,13,0,0,47
SAL12621,0,0,0,0,15
SAL12622,8,7,6,0,35
SAL12623,9,13,0,0,79
SAL12624,17,9,6,0,55
SAL12625,4,0,4,0,4
SAL12626,3,0,0,0,7
SAL12627,19,13,3,0,48
SAL12628,185,87,50,19,1062
SAL12629,42,30,16,0,177
SAL12630,208,146,82,16,1288
SAL12631,99,82,18,7,616
SAL12632,0,5,0,0,10
SAL12633,50,76,30,9,277
SAL12634,127,117,46,6,745
SAL12635,0,0,0,0,24
SAL12636,285,209,116,16,1871
SAL12637,14,4,0,0,32
SAL12638,0,4,0,0,30
SAL12639,5,5,3,0,20
SAL12640,318,285,139,18,1999
SAL12641,205,212,90,49,964
SAL12642,10,10,3,3,49
SAL12643,5,4,5,0,28
SAL12644,457,210,64,4,2578
SAL12645,22,6,3,0,60
SAL12646,0,0,0,0,3
SAL12647,24,15,9,0,103
SAL12648,5,5,0,0,19
SAL12649,46,29,15,0,305
SAL12650,96,90,50,12,486
SAL12651,29,35,7,0,125
SAL12652,18,11,4,0,104
SAL12653,777,477,186,54,6135
SAL12654,24,29,25,0,170
SAL12655,56,86,25,0,295
SAL12656,1179,910,644,414,9819
SAL12657,0,5,0,0,20
SAL12658,78,64,25,8,435
SAL12659,5,7,5,0,30
SAL12660,33,21,11,0,141
SAL12661,30,10,7,0,884
SAL12662,19,13,5,0,135
SAL12663,53,57,20,3,243
SAL12664,581,598,388,142,3460
SAL12665,538,527,302,92,3297
SAL12666,68,61,22,0,327
SAL12667,15,6,8,4,46
SAL12668,28,29,13,8,140
SAL12669,0,0,0,0,4
SAL12670,16,28,0,0,56
SAL12671,31,32,6,3,162
SAL12672,0,0,0,0,9
SAL12673,0,0,0,0,7
SAL12674,4,8,0,0,13
SAL12675,3,6,0,0,16
SAL12676,20,7,0,0,60
SAL12677,15,17,3,0,49
SAL12678,5,3,0,0,16
SAL12679,5,9,3,0,32
SAL12680,148,136,69,22,662
SAL12681,292,361,169,47,1480
SAL12682,236,159,92,44,1245
SAL12683,1115,942,582,257,6293
SAL12684,6,0,0,0,23
SAL12685,22,14,4,0,108
SAL12686,0,0,0,0,3
SAL12687,14,26,8,0,80
SAL12688,0,5,0,0,22
SAL12689,19,15,0,0,74
SAL12690,14,0,0,0,32
SAL12691,0,0,3,0,13
SAL12692,0,5,0,0,17
SAL12693,12,9,10,0,59
SAL12694,21,17,3,0,87
SAL12695,11,9,0,0,39
SAL12696,46,44,29,7,291
SAL12697,397,215,149,64,2471
SAL12698,17,13,10,0,104
SAL12699,19,9,3,0,78
SAL12700,0,0,0,0,0
SAL12701,0,0,0,0,17
SAL12702,3,5,0,0,20
SAL12703,0,0,0,0,4
SAL12704,0,0,0,0,0
SAL12705,0,0,0,0,4
SAL12706,0,0,0,0,6
SAL12707,3,5,6,0,10
SAL12708,11,16,4,0,74
SAL12709,68,46,11,0,303
SAL12710,105,79,35,20,571
SAL12711,3,0,0,0,6
SAL12712,9,3,3,0,39
SAL12713,0,0,0,0,0
SAL12714,203,172,50,3,1100
SAL12715,53,37,16,3,228
SAL12716,3,0,0,0,16
SAL12717,5,0,4,0,15
SAL12718,20,16,0,0,60
SAL12719,0,0,0,0,0
SAL12720,26,10,11,3,115
SAL12721,194,146,48,10,1403
SAL12722,4,0,0,0,13
SAL12723,569,380,209,34,5186
SAL12724,9,5,0,0,20
SAL12725,49,52,11,8,240
SAL12726,10,10,0,0,75
SAL12727,17,4,7,0,37
SAL12728,19,8,7,5,54
SAL12729,3,0,3,0,6
SAL12730,8,0,3,0,35
SAL12731,10,4,4,0,25
SAL12732,3,5,0,0,25
SAL12733,658,463,202,74,4260
SAL12734,260,295,296,157,1914
SAL12735,82,93,42,7,544
SAL12736,6,0,0,0,25
SAL12737,17,10,0,0,62
SAL12738,145,200,143,29,910
SAL12739,790,498,213,126,5934
SAL12740,132,81,33,4,1272
SAL12741,34,28,0,0,123
SAL12742,31,31,18,0,161
SAL12743,51,43,21,5,260
SAL12744,11,8,0,0,39
SAL12745,513,411,196,85,2238
SAL12746,154,170,47,15,692
SAL12747,0,0,0,0,0
SAL12748,7,10,4,0,58
SAL12749,3194,2449,1620,583,18400
SAL12750,829,787,478,160,4940
SAL12751,3,0,0,0,12
SAL12752,117,79,27,3,387
SAL12753,18,11,0,0,62
SAL12754,38,30,20,9,224
SAL12755,0,5,4,0,23
SAL12756,789,357,109,20,5381
SAL12757,0,0,0,0,3
SAL12758,8,11,9,0,57
SAL12759,244,212,124,79,1689
SAL12760,57,32,7,0,165
SAL12761,819,425,187,36,4405
SAL12762,0,0,0,0,4
SAL12763,4,3,0,0,6
SAL12764,9,6,3,0,18
SAL12765,0,3,5,0,26
SAL12766,5,0,0,0,8
SAL12767,876,498,172,46,7167
SAL12768,25,22,3,0,91
SAL12769,32,27,5,0,146
SAL12770,4,0,0,0,7
SAL12771,22,10,0,0,70
SAL12772,33,31,7,0,164
SAL12773,6,0,0,0,16
SAL12774,0,0,0,0,7
SAL12775,0,6,0,0,6
SAL12776,63,52,20,0,365
SAL12777,277,175,132,94,1794
SAL12778,4,7,0,0,15
SAL12779,175,125,43,15,961
SAL12780,124,81,28,4,589
SAL12781,0,0,0,0,9
SAL12782,5,3,4,0,28
SAL12783,187,108,63,7,999
SAL12784,10,3,0,0,27
SAL12785,73,41,19,5,528
SAL12786,0,0,0,0,0
SAL12787,7,7,4,0,35
SAL12788,0,0,0,0,0
SAL12789,23,10,0,0,59
SAL12790,16,10,4,4,43
SAL12791,5,11,0,0,25
SAL12792,14,11,3,0,76
SAL12793,176,105,48,43,898
SAL12794,14,11,0,0,59
SAL12795,140,95,65,16,800
SAL12796,528,313,153,50,3740
SAL12797,45,35,17,3,243
SAL12798,3,3,0,0,27
SAL12799,280,244,146,4,1679
SAL12800,6,3,0,0,14
SAL12801,13,4,0,0,55
SAL12802,126,67,16,3,748
SAL12803,10,6,0,0,18
SAL12804,0,4,0,0,13
SAL12805,4,4,3,0,36
SAL12806,20,12,9,0,55
SAL12807,110,54,28,6,577
SAL12808,116,107,48,7,572
SAL12809,16,17,7,0,65
SAL12810,54,27,15,0,216
SAL12811,32,17,12,0,101
SAL12812,342,289,180,59,2167
SAL12813,0,0,0,0,3
SAL12814,22,21,7,0,96
SAL12815,18,17,14,0,65
SAL12816,11,4,3,0,40
SAL12817,14,7,3,4,57
SAL12818,3,5,0,0,27
SAL12819,26,6,4,5,90
SAL12820,3,3,3,0,29
SAL12821,11,0,0,0,47
SAL12822,6,7,0,0,29
SAL12823,762,551,348,126,5461
SAL12824,80,72,23,3,392
SAL12825,168,117,62,12,986
SAL12826,7,3,0,0,31
SAL12827,0,0,0,0,6
SAL12828,13,0,0,0,42
SAL12829,0,0,0,0,10
SAL12830,11,4,3,6,45
SAL12831,9,14,5,0,78
SAL12832,6,9,3,0,41
SAL12833,70,65,5,5,344
SAL12834,16,3,0,0,63
SAL12835,4,0,0,0,16
SAL12836,22,13,6,0,50
SAL12837,50,36,15,0,280
SAL12838,17,7,4,0,71
SAL12839,416,376,130,35,2286
SAL12840,71,73,23,0,331
SAL12841,191,241,144,28,1220
SAL12842,3,11,4,0,23
SAL12843,30,23,6,5,127
SAL12844,0,0,5,0,7
SAL12845,0,0,0,0,0
SAL12846,9,12,4,0,69
SAL12847,12,8,3,0,47
SAL12848,5,9,0,0,43
SAL12849,4,3,0,0,22
SAL12850,3,12,0,0,29
SAL12851,29,10,3,0,126
SAL12852,21,9,0,0,57
SAL12853,0,0,0,0,0
SAL12854,34,14,16,4,237
SAL12855,0,0,0,0,0
SAL12856,0,0,0,0,0
SAL12857,6,9,0,0,20
SAL12858,5,4,0,0,31
SAL12859,6,4,0,0,31
SAL12860,17,22,0,0,60
SAL12861,26,15,6,0,148
SAL12862,0,0,0,0,10
SAL12863,32,10,10,6,136
SAL12864,0,0,0,0,0
SAL12865,98,109,30,3,532
SAL12866,31,25,4,0,91
SAL12867,0,0,0,0,0
SAL12868,0,0,0,0,10
SAL12869,41,28,12,0,178
SAL12870,3,0,3,0,30
SAL12871,368,217,71,11,1985
SAL12872,0,0,0,0,5
SAL12873,14,12,11,0,55
SAL12874,5,9,9,0,42
SAL12875,105,101,45,22,486
SAL12876,3,0,0,0,14
SAL12877,669,555,321,214,3811
SAL12878,29,8,0,0,155
SAL12879,767,453,194,60,5313
SAL12880,0,0,0,0,18
SAL12881,12,13,4,0,70
SAL12882,0,4,4,0,15
SAL12883,0,0,0,0,0
SAL12884,25,14,9,0,113
SAL12885,0,0,0,0,0
SAL12886,43,32,17,3,189
SAL12887,4,8,3,0,41
SAL12888,164,170,29,10,781
SAL12889,9,16,11,0,53
SAL12890,12,11,6,0,49
SAL12891,18,13,5,0,50
SAL12892,4,0,0,0,19
SAL12893,15,5,5,0,53
SAL12894,33,44,16,3,122
SAL12895,0,0,0,0,0
SAL12896,146,113,47,9,615
SAL12897,0,0,0,0,0
SAL12898,655,681,409,140,3166
SAL12899,6,4,0,0,27
SAL12900,122,77,20,7,592
SAL12901,14,15,11,0,104
SAL12902,24,22,7,0,131
SAL12903,23,14,12,0,87
SAL12904,7,5,0,0,25
SAL12905,719,499,170,35,4283
SAL12906,209,145,61,20,1459
SAL12907,486,246,90,21,3174
SAL12908,548,370,120,33,3753
SAL12909,300,412,147,50,1467
SAL12910,0,3,0,0,10
SAL12911,709,654,522,408,5147
SAL12912,554,338,170,57,3192
SAL12913,9,4,0,0,36
SAL12914,3,0,0,0,9
SAL12915,313,240,134,55,1781
SAL12916,0,0,0,0,4
SAL12917,17,6,6,3,61
SAL12918,190,183,85,21,846
SAL12919,558,343,268,127,3510
SAL12920,329,254,154,58,2037
SAL12921,366,216,129,49,2595
SAL12922,48,12,18,0,212
SAL12923,42,24,12,5,159
SAL12924,4,7,0,0,42
SAL12925,12,8,0,0,69
SAL12926,40,39,28,4,181
SAL12927,3,0,0,0,9
SAL12928,3,3,3,0,34
SAL12929,63,36,28,0,218
SAL12930,0,0,4,0,4
SAL12931,38,46,14,0,235
SAL12932,711,697,318,64,3357
SAL12933,33,37,10,7,166
SAL12934,4,3,0,0,27
SAL12935,81,51,21,5,367
SAL12936,23,14,3,0,111
SAL12937,0,4,0,0,8
SAL12938,23,21,9,0,79
SAL12939,7,0,4,0,33
SAL12940,10,10,4,0,25
SAL12941,47,37,12,0,169
SAL12942,20,13,6,3,87
SAL12943,857,669,375,166,7157
SAL12944,0,0,0,0,0
SAL12945,7,6,7,0,56
SAL12946,29,19,8,0,112
SAL12947,45,27,3,0,296
SAL12948,41,48,16,0,231
SAL12949,4,11,0,0,20
SAL12950,23,19,3,0,118
SAL12951,983,680,311,131,5897
SAL12952,278,210,94,20,1489
SAL12953,8,5,6,0,33
SAL12954,10,8,9,0,61
SAL12955,8,0,3,0,16
SAL12956,0,0,0,0,4
SAL12957,30,26,14,0,124
SAL12958,467,347,142,25,2787
SAL12959,144,97,60,16,699
SAL12960,133,120,94,39,1003
SAL12961,57,44,17,3,221
SAL12962,432,273,92,12,3197
SAL12963,0,0,0,0,4
SAL12964,0,0,0,0,0
SAL12965,1283,871,432,100,5894
SAL12966,64,70,28,0,304
SAL12967,0,0,0,0,13
SAL12968,0,0,0,0,6
SAL12969,1138,556,154,38,10386
SAL12970,225,165,54,12,1376
SAL12971,12,19,11,0,75
SAL12972,12,0,4,0,38
SAL12973,0,0,0,0,0
SAL12974,241,197,50,12,967
SAL12975,36,32,11,0,161
SAL12976,5,4,0,0,17
SAL12977,22,24,5,5,973
SAL12978,44,36,10,0,171
SAL12979,9,0,0,0,36
SAL12980,0,3,0,0,12
SAL12981,3,0,0,0,6
SAL12982,9,10,0,0,27
SAL12983,133,119,47,21,624
SAL12984,261,205,90,68,1518
SAL12985,110,76,28,10,480
SAL12986,521,336,227,126,3088
SAL12987,507,286,151,46,2934
SAL12988,9,6,11,0,59
SAL12989,77,77,32,9,328
SAL12990,310,202,44,14,1366
SAL12991,313,193,85,24,2025
SAL12992,70,72,35,9,384
SAL12993,132,147,225,154,1241
SAL12994,657,399,161,52,5846
SAL12995,11,10,14,0,102
SAL12996,0,0,0,0,0
SAL12997,74,57,24,0,462
SAL12998,429,217,99,26,2330
SAL12999,20,27,10,5,94
SAL13000,588,336,221,68,2780
SAL13001,338,213,83,15,2147
SAL13002,175,196,93,36,793
SAL13003,837,460,157,86,9251
SAL13004,187,145,74,24,1828
SAL13005,56,49,20,5,357
SAL13006,69,53,28,19,314
SAL13007,248,162,80,39,1823
SAL13008,78,121,46,7,382
SAL13009,582,385,156,39,3309
SAL13010,488,372,213,71,2987
SAL13011,875,514,236,119,7000
SAL13012,385,377,235,78,3118
SAL13013,798,608,340,62,5241
SAL13014,129,67,18,0,1216
SAL13015,1201,726,318,154,8593
SAL13016,46,57,6,0,230
SAL13017,193,139,84,91,1626
SAL13018,22,10,9,0,110
SAL13019,304,142,49,16,2807
SAL13020,715,509,354,120,6721
SAL13021,361,300,313,168,3260
SAL13022,27,21,8,0,120
SAL13023,390,351,473,424,2631
SAL13024,62,30,12,5,289
SAL13025,209,198,108,28,1215
SAL13026,363,228,113,48,2348
SAL13027,159,136,37,3,1395
SAL13028,8,7,0,0,59
SAL13029,7,0,9,0,34
SAL13030,6,6,3,0,39
SAL13031,11,8,0,0,31
SAL13032,729,519,298,174,3812
SAL13033,785,584,414,162,6285
SAL13034,147,80,58,16,583
SAL13035,6,15,5,0,32
SAL13036,306,327,213,133,3003
SAL13037,24,14,5,0,58
SAL13038,3,0,0,0,22
SAL13039,698,583,359,194,4585
SAL13040,178,86,30,3,1458
SAL13041,10,4,3,0,36
SAL13042,81,37,15,0,355
SAL13043,10,6,7,0,79
SAL13044,0,3,0,0,8
SAL13045,0,6,0,0,16
SAL13046,14,10,0,0,67
SAL13047,4,7,0,0,18
SAL13048,4,4,0,0,16
SAL13049,14,14,11,0,74
SAL13050,27,31,6,0,130
SAL13051,12,8,0,0,56
SAL13052,38,18,3,0,118
SAL13053,103,74,25,9,404
SAL13054,69,45,26,5,246
SAL13055,0,0,0,0,0
SAL13056,0,0,0,0,0
SAL13057,0,0,0,0,5
SAL13058,9,4,5,0,50
SAL13059,61,25,5,0,151
SAL13060,133,69,58,28,796
SAL13061,0,3,0,0,11
SAL13062,4,3,5,0,19
SAL13063,68,64,10,0,361
SAL13064,597,432,180,55,3329
SAL13065,149,104,36,8,940
SAL13066,23,26,6,0,125
SAL13067,16,13,19,10,82
SAL13068,18,3,4,0,63
SAL13069,533,228,58,12,3133
SAL13070,34,17,10,3,143
SAL13071,173,137,50,16,964
SAL13072,17,12,0,0,77
SAL13073,31,14,15,0,95
SAL13074,572,342,186,114,3166
SAL13075,1167,859,379,140,6236
SAL13076,0,0,0,0,3
SAL13077,0,3,0,0,20
SAL13078,13,6,0,0,26
SAL13079,262,244,128,36,1492
SAL13080,16,6,7,0,47
SAL13081,630,501,174,42,3383
SAL13082,22,14,0,0,78
SAL13083,7,11,3,3,28
SAL13084,453,530,243,98,2632
SAL13085,10,8,5,0,33
SAL13086,81,70,24,0,505
SAL13087,3,0,0,0,24
SAL13088,111,61,31,12,976
SAL13089,29,24,11,3,128
SAL13090,4,0,0,0,3
SAL13091,8,0,3,0,11
SAL13092,253,151,79,24,1652
SAL13093,3,4,0,0,20
SAL13094,0,0,0,0,0
SAL13095,0,0,0,0,0
SAL13096,68,82,30,3,304
SAL13097,9,0,0,0,16
SAL13098,3,4,4,0,26
SAL13099,8,0,0,0,26
SAL13100,0,8,0,0,19
SAL13101,8,3,0,0,52
SAL13102,490,257,97,37,7995
SAL13103,2799,2225,1156,453,20003
SAL13104,3,0,0,0,29
SAL13105,119,73,27,3,665
SAL13106,171,82,48,9,796
SAL13107,63,49,39,14,300
SAL13108,4,4,0,0,19
SAL13109,3,6,5,0,15
SAL13110,9,5,9,0,62
SAL13111,3,5,5,3,43
SAL13112,55,19,9,0,232
SAL13113,24,9,6,0,126
SAL13114,423,200,86,20,2117
SAL13115,3,8,0,0,23
SAL13116,10,4,0,0,44
SAL13117,16,25,40,21,147
SAL13118,0,3,0,0,13
SAL13119,0,0,0,0,3
SAL13120,31,28,10,0,150
SAL13121,184,110,34,12,1779
SAL13122,208,167,88,38,1630
SAL13123,505,393,147,36,3067
SAL13124,9,7,4,0,41
SAL13125,0,3,0,0,23
SAL13126,1124,822,486,169,9060
SAL13127,4,0,0,0,3
SAL13128,3,0,0,0,8
SAL13129,0,0,0,0,14
SAL13130,9,10,0,0,38
SAL13131,1122,643,281,153,6923
SAL13132,309,188,168,149,1904
SAL13133,0,0,0,0,5
SAL13134,0,0,0,0,8
SAL13135,7,0,0,0,9
SAL13136,399,198,100,28,1987
SAL13137,4,4,0,0,19
SAL13138,0,0,0,0,0
SAL13139,0,4,0,0,14
SAL13140,0,0,0,0,9
SAL13141,4,3,0,0,23
SAL13142,56,30,16,0,230
SAL13143,244,269,168,28,1100
SAL13144,13,12,3,0,59
SAL13145,11,15,5,7,59
SAL13146,8,13,0,0,56
SAL13147,66,39,10,3,241
SAL13148,9,3,0,0,25
SAL13149,15,9,0,0,56
SAL13150,5,5,0,0,42
SAL13151,104,72,48,25,470
SAL13152,92,95,32,6,406
SAL13153,53,43,18,4,209
SAL13154,5,0,0,0,13
SAL13155,1029,529,240,100,6406
SAL13156,0,0,0,0,8
SAL13157,4,0,0,0,48
SAL13158,10,6,4,0,46
SAL13159,0,0,0,0,4
SAL13160,0,0,0,0,0
SAL13161,0,0,0,0,4
SAL13162,793,538,282,107,4873
SAL13163,30,14,3,0,79
SAL13164,244,96,33,3,2567
SAL13165,25,18,10,0,128
SAL13166,28,14,10,0,109
SAL13167,1150,697,260,83,19998
SAL13168,10,3,0,0,30
SAL13169,9,4,0,0,27
SAL13170,95,75,26,0,521
SAL13171,36,54,29,6,162
SAL13172,0,0,0,0,3
SAL13173,72,50,10,0,513
SAL13174,5,9,11,0,31
SAL13175,9,6,0,0,62
SAL13176,9,0,0,0,14
SAL13177,115,74,32,19,501
SAL13178,5,5,0,0,26
SAL13179,866,616,422,365,6247
SAL13180,214,154,116,37,1310
SAL13181,33,23,5,0,126
SAL13182,87,112,69,16,377
SAL13183,22,15,9,0,137
SAL13184,0,0,0,0,0
SAL13185,24,18,6,0,136
SAL13186,5,11,3,0,21
SAL13187,15,8,6,4,40
SAL13188,71,61,14,3,430
SAL13189,90,71,45,5,434
SAL13190,6,3,3,0,42
SAL13191,19,12,8,0,68
SAL13192,348,200,103,77,2949
SAL13193,464,301,165,142,4241
SAL13194,890,580,325,106,4699
SAL13195,1022,745,505,337,9412
SAL13196,42,38,9,8,147
SAL13197,1026,633,259,130,7041
SAL13198,7,0,0,0,12
SAL13199,10,4,0,0,69
SAL13200,0,0,0,0,3
SAL13201,69,42,24,0,309
SAL13202,626,382,128,31,5324
SAL13203,59,44,10,0,340
SAL13204,76,27,12,0,273
SAL13205,67,51,23,5,363
SAL13206,10,3,0,3,43
SAL13207,25,20,8,0,134
SAL13208,14,13,0,0,62
SAL13209,29,6,5,0,94
SAL13210,18,12,5,0,103
SAL13211,525,348,137,40,3265
SAL13212,485,301,110,25,2717
SAL13213,0,0,0,0,4
SAL13214,25,17,11,0,160
SAL13215,5,0,0,0,5
SAL13216,44,35,3,0,187
SAL13217,15,7,0,0,71
SAL13218,0,0,0,0,0
SAL13219,32,17,11,4,169
SAL13220,0,0,0,0,0
SAL13221,0,0,0,0,0
SAL13222,9,0,0,0,21
SAL13223,66,55,26,7,212
SAL13224,0,0,0,0,5
SAL13225,0,0,0,0,3
SAL13226,0,0,0,0,3
SAL13227,0,0,0,0,17
SAL13228,3,3,0,0,46
SAL13229,3,3,0,0,21
SAL13230,7,5,0,0,35
SAL13231,3,3,0,0,35
SAL13232,9,0,0,0,22
SAL13233,9,0,0,0,19
SAL13234,0,0,0,0,0
SAL13235,4,7,3,0,32
SAL13236,19,14,3,0,54
SAL13237,3,0,0,0,30
SAL13238,275,177,70,8,1825
SAL13239,6,0,0,0,38
SAL13240,14,6,0,0,70
SAL13241,60,23,10,0,304
SAL13242,718,351,95,45,4569
SAL13243,388,257,203,127,2145
SAL13244,231,208,103,42,1244
SAL13245,154,171,93,23,871
SAL13246,0,0,0,0,0
SAL13247,0,7,0,0,4
SAL13248,187,166,64,5,687
SAL13249,8,9,5,0,41
SAL13250,3,0,0,0,6
SAL13251,12,5,4,0,43
SAL13252,18,9,3,0,76
SAL13253,6,5,4,0,25
SAL13254,24,9,0,0,128
SAL13255,0,0,0,0,0
SAL13256,125,88,38,18,649
SAL13257,405,232,73,53,2341
SAL13258,4267,4018,2433,1074,24955
SAL13259,0,0,0,0,0
SAL13260,0,0,0,0,0
SAL13261,4,11,0,0,35
SAL13262,223,193,76,12,1125
SAL13263,31,24,6,0,92
SAL13264,32,31,6,4,164
SAL13265,31,39,11,6,116
SAL13266,9,8,4,4,52
SAL13267,75,43,6,0,762
SAL13268,629,440,173,47,5878
SAL13269,592,496,244,107,3673
SAL13270,183,160,91,13,1286
SAL13271,15,3,3,0,53
SAL13272,1039,401,159,144,6739
SAL13273,47,52,26,4,205
SAL13274,0,0,0,0,0
SAL13275,3,5,0,0,20
SAL13276,163,95,38,11,753
SAL13277,20,4,5,0,83
SAL13278,385,287,103,8,2583
SAL13279,0,0,0,0,4
SAL13280,3,7,4,0,25
SAL13281,4,6,0,0,27
SAL13282,0,0,0,0,0
SAL13283,3,0,0,0,23
SAL13284,10,5,0,0,34
SAL13285,41,32,9,0,146
SAL13286,952,480,238,69,8423
SAL13287,0,0,0,0,4
SAL13288,6,6,0,0,55
SAL13289,12,10,4,0,46
SAL13290,503,318,113,41,2363
SAL13291,20,15,6,0,97
SAL13292,8,6,11,0,61
SAL13293,5,4,5,0,17
SAL13294,1380,901,411,155,7215
SAL13295,8,5,4,0,32
SAL13296,16,10,0,0,60
SAL13297,998,825,301,65,9146
SAL13298,39,38,7,0,165
SAL13299,1754,1125,319,67,14355
SAL13300,12,7,7,5,57
SAL13301,4,0,0,0,19
SAL13302,0,9,0,0,29
SAL13303,8,10,4,0,59
SAL13304,470,287,148,95,3465
SAL13305,266,135,59,18,2359
SAL13306,253,111,39,4,1547
SAL13307,292,207,98,25,1883
SAL13308,5,6,4,0,24
SAL13309,308,170,64,19,2389
SAL13310,29,29,9,4,171
SAL13311,0,0,0,0,7
SAL13312,0,0,0,0,5
SAL13313,17,28,14,0,115
SAL13314,240,248,134,44,1542
SAL13315,86,45,8,0,314
SAL13316,453,288,58,11,2627
SAL13317,74,82,30,3,564
SAL13318,90,75,31,0,376
SAL13319,12,6,4,0,39
SAL13320,87,60,27,7,387
SAL13321,24,11,12,4,94
SAL13322,108,81,29,17,620
SAL13323,144,104,75,25,910
SAL13324,12,11,3,0,70
SAL13325,2123,1431,843,591,19229
SAL13326,0,5,3,0,21
SAL13327,3,0,0,0,14
SAL13328,186,221,106,11,1406
SAL13329,16,7,0,0,84
SAL13330,5,3,0,0,30
SAL13331,19,9,8,0,69
SAL13332,202,227,82,21,1116
SAL13333,10,8,0,0,38
SAL13334,40,25,30,32,182
SAL13335,0,0,0,0,0
SAL13336,15,12,5,0,76
SAL13337,5,0,0,0,6
SAL13338,137,108,38,3,1019
SAL13339,8,4,0,0,42
SAL13340,906,619,293,83,5539
SAL13341,126,73,23,8,597
SAL13342,126,123,39,5,485
SAL13343,0,0,0,0,0
SAL13344,0,0,3,0,18
SAL13345,0,0,0,0,0
SAL13346,20,19,3,0,109
SAL13347,54,59,17,4,239
SAL13348,3,0,0,0,3
SAL13349,46,38,17,5,225
SAL13350,23,13,6,5,135
SAL13351,9,8,0,0,35
SAL13352,999,623,294,94,9211
SAL13353,370,305,198,134,2082
SAL13354,0,6,0,0,16
SAL13355,15,9,7,0,83
SAL13356,11,3,3,0,55
SAL13357,6,3,0,0,21
SAL13358,287,168,65,21,2068
SAL13359,58,37,17,6,407
SAL13360,13,10,0,0,37
SAL13361,22,12,4,4,73
SAL13362,0,0,0,0,14
SAL13363,5,8,0,0,47
SAL13364,95,102,51,11,767
SAL13365,26,6,4,0,74
SAL13366,91,81,15,3,381
SAL13367,32,13,0,0,102
SAL13368,6,8,0,0,21
SAL13369,993,625,341,277,7280
SAL13370,146,78,23,7,1023
SAL13371,4,3,0,0,24
SAL13372,516,336,111,41,8353
SAL13373,0,0,0,0,14
SAL13374,5,5,0,0,24
SAL13375,385,308,260,198,2917
SAL13376,111,108,39,7,509
SAL13377,0,5,0,0,33
SAL13378,23,7,0,0,50
SAL13379,27,14,0,0,92
SAL13380,7,3,0,0,19
SAL13381,10,10,4,0,22
SAL13382,39,42,18,0,179
SAL13383,388,238,91,20,4123
SAL13384,0,0,0,0,7
SAL13385,363,249,122,32,1806
SAL13386,830,528,312,106,6017
SAL13387,0,0,0,0,10
SAL13388,4,14,3,0,32
SAL13389,244,218,83,15,1192
SAL13390,143,93,24,9,521
SAL13391,8,4,0,0,32
SAL13392,20,19,4,0,80
SAL13393,49,25,7,0,153
SAL13394,791,500,216,92,9009
SAL13395,28,21,4,5,100
SAL13396,13,9,0,0,44
SAL13397,6,0,3,0,13
SAL13398,4,4,0,0,10
SAL13399,3,0,0,0,14
SAL13400,3,3,0,0,35
SAL13401,7,6,3,0,31
SAL13402,9,6,4,0,37
SAL13403,27,13,5,0,130
SAL13404,12,3,5,0,21
SAL13405,37,36,10,0,172
SAL13406,149,105,28,9,755
SAL13407,19,20,3,0,78
SAL13408,7,13,7,0,40
SAL13409,0,0,0,0,0
SAL13410,1102,706,333,352,7820
SAL13411,247,109,93,39,3207
SAL13412,864,711,488,241,6303
SAL13413,11,8,5,0,55
SAL13414,5,3,0,0,23
SAL13415,58,53,9,0,263
SAL13416,12,4,7,0,28
SAL13417,9,0,0,0,11
SAL13418,15,10,0,0,34
SAL13419,673,367,142,43,8723
SAL13420,12,5,0,0,48
SAL13421,39,37,14,3,143
SAL13422,168,87,15,6,2429
SAL13423,778,402,217,111,5600
SAL13424,491,286,91,16,3130
SAL13425,0,0,0,0,9
