SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL12498,0,0,0,3,0,7,16,13,5,48,0,0,0,0,0,0,0,5,3,9,11,8,29,20,16,12,16,11,3,126,132,238,427,462,531,383,285,182,59,2687
SAL12499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SAL12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,10,4,0,0,36
SAL12502,0,0,0,3,0,11,29,13,8,77,0,0,0,0,3,0,0,0,0,7,3,7,16,13,7,16,18,22,3,110,36,88,188,192,216,320,294,132,45,1521
SAL12503,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,21,7,16,28,13,8,6,112
SAL12504,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,14,6,14,18,17,32,49,35,8,0,170
SAL12505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,8,13,4,0,0,45
SAL12506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,15,0,0,0,4,3,12,10,0,0,35
SAL12507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,8
SAL12508,0,0,0,0,4,3,4,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,5,24,18,33,83,75,113,130,86,53,22,610
SAL12509,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,7,16,3,15,32,31,16,5,4,124
SAL12510,0,0,0,0,0,0,12,6,3,15,0,0,0,0,0,0,0,0,0,0,5,0,8,9,3,4,3,0,0,37,29,31,51,82,97,76,73,31,9,470
SAL12511,3,0,26,16,36,76,161,261,196,778,0,5,17,9,14,28,55,78,36,241,47,71,267,235,195,158,198,191,185,1552,585,1761,4853,4712,4067,3389,2686,1876,926,24853
SAL12512,0,0,0,0,0,0,10,4,5,17,0,0,0,0,0,0,0,0,0,0,3,34,118,71,26,23,21,8,0,310,18,69,165,117,98,117,77,31,4,685
SAL12513,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,4,19,9,12,54,43,52,43,46,16,7,267
SAL12514,4,0,12,17,48,150,308,397,193,1130,0,3,20,12,43,115,133,187,94,610,29,112,298,206,172,161,127,128,63,1299,429,1605,5840,4468,3632,2747,1937,1262,515,22430
SAL12515,0,0,7,11,15,29,55,36,8,169,0,3,3,15,13,12,9,10,3,62,27,36,135,141,50,41,38,17,0,489,277,598,2702,3591,1147,700,580,223,30,9841
SAL12516,0,0,4,6,11,17,89,72,81,282,0,0,5,7,15,24,9,19,19,111,23,41,101,64,64,48,51,54,42,491,209,858,2015,1948,1490,1329,1148,740,484,10213
SAL12517,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,9,29,18,25,25,8,0,131
SAL12518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,6,5,3,0,32
SAL12519,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,7,3,13,0,0,0,51
SAL12520,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,7,18,16,20,27,15,21,10,0,136
SAL12521,0,0,0,0,0,5,0,4,0,14,0,0,0,0,0,0,0,0,0,3,4,0,11,4,9,0,0,0,0,28,12,22,27,55,52,57,33,17,4,273
SAL12522,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,14,12,22,30,34,47,77,77,24,12,327
SAL12523,0,0,4,0,13,11,14,11,4,55,0,0,0,0,0,0,0,5,0,12,6,7,38,19,0,21,15,8,8,124,34,57,213,181,165,182,146,76,24,1076
SAL12524,6,3,10,12,14,36,50,38,25,192,0,0,7,8,4,9,11,4,4,50,18,11,25,43,27,32,25,16,7,218,264,538,1012,985,1104,990,667,280,82,5924
SAL12525,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,6,0,0,15,0,3,10,5,12,18,14,0,0,74
SAL12526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,15,20,14,11,6,5,72
SAL12527,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,12,13,23,13,31,19,10,3,131
SAL12528,0,0,0,6,4,3,6,11,4,25,0,0,0,0,0,0,0,0,0,0,0,5,9,7,4,11,6,3,0,47,22,121,268,248,206,244,169,67,18,1373
SAL12529,3,5,27,18,15,54,113,121,60,419,0,11,44,15,18,21,39,50,19,221,32,211,506,192,59,78,71,47,22,1222,363,2874,7399,3250,1787,1387,920,522,189,18696
SAL12530,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,4,3,0,23,32,49,65,116,162,157,136,40,14,771
SAL12531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,9,12,3,0,0,33
SAL12532,0,0,0,0,6,14,22,16,13,73,0,0,0,0,0,0,0,0,0,0,7,0,7,20,10,15,12,12,14,92,22,26,75,103,135,155,157,106,30,810
SAL12533,0,0,0,0,0,0,3,0,5,9,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,3,17,4,0,11,14,20,29,23,11,9,125
SAL12534,0,0,3,10,15,35,98,91,47,304,0,0,3,4,4,13,8,15,16,68,22,30,73,74,87,66,76,67,27,519,261,553,1050,1315,1458,1289,992,606,228,7749
SAL12535,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,0,0,17,0,4,13,13,15,22,14,0,0,82
SAL12536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,7,11,17,13,14,0,4,62
SAL12537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,5,3,7,12,11,9,9,6,0,68
SAL12538,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,11,13,3,6,0,0,32
SAL12539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,9,10,5,0,44
SAL12540,0,6,22,12,27,42,93,67,50,316,0,4,0,7,12,14,7,6,8,61,22,52,85,69,58,60,74,54,56,523,182,698,1970,1430,1116,1114,833,440,249,8039
SAL12541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3
SAL12542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,7,4,17,0,6,0,43
SAL12543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,3,8,6,0,0,24
SAL12544,0,0,0,0,5,9,14,12,10,48,0,0,0,0,0,0,0,0,3,7,0,0,10,4,3,11,6,4,4,39,34,123,370,299,176,205,139,72,56,1467
SAL12545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12546,0,5,0,5,5,6,15,10,12,55,0,0,0,3,0,0,0,0,0,6,6,7,36,20,12,9,19,4,0,119,41,183,385,270,239,196,159,93,33,1589
SAL12547,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,4,0,0,0,19,4,10,21,22,22,28,5,3,0,110
SAL12548,0,0,4,0,5,6,5,0,6,21,0,0,3,0,0,3,4,3,0,15,5,4,32,18,10,11,3,0,3,86,31,115,569,406,146,97,53,23,15,1465
SAL12549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,4,0,4,0,13
SAL12550,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,6,9,22,39,39,36,21,12,4,200
SAL12551,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,14,4,7,7,19,31,25,15,9,0,111
SAL12552,0,0,3,5,0,5,11,14,0,41,0,0,0,0,0,0,3,0,0,9,5,6,18,22,11,3,10,8,0,87,74,147,396,373,318,281,169,86,19,1861
SAL12553,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,11,10,29,34,49,40,34,14,3,225
SAL12554,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,11,0,11,39,17,28,24,25,17,0,165
SAL12555,0,0,0,0,4,4,6,5,5,16,0,0,0,0,0,0,0,0,0,0,3,0,4,8,10,5,9,0,0,39,22,23,78,99,119,135,117,31,10,631
SAL12556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,14,4,3,12,9,23,7,20,4,0,85
SAL12557,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,7,0,5,7,16,16,14,17,17,9,98,34,110,460,335,304,343,280,185,28,2095
SAL12558,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,4,8,10,9,12,9,0,0,50
SAL12559,0,0,0,0,0,0,6,6,0,16,0,0,0,0,0,0,0,0,0,0,3,4,0,3,8,4,0,0,0,38,13,19,26,33,63,58,41,23,0,274
SAL12560,0,0,0,5,3,13,17,7,6,45,0,0,8,7,7,4,7,0,0,28,0,11,57,55,14,11,11,5,3,171,47,315,1649,1131,461,381,275,130,26,4409
SAL12561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,13,3,4,0,9,12,3,12,3,0,53
SAL12563,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,19,14,22,60,62,73,106,93,49,15,505
SAL12564,4,5,16,16,16,36,68,33,18,208,0,0,0,0,0,3,5,5,0,9,16,29,41,42,38,37,34,43,8,293,308,583,1229,1460,1490,1319,1018,478,82,7952
SAL12565,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,9,4,3,18,15,19,22,14,9,3,111
SAL12566,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,13,12,20,30,46,66,68,42,15,0,296
SAL12567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,9,5,6,6,10,31,36,19,10,0,112
SAL12568,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,19,4,7,8,15,20,47,29,15,0,145
SAL12569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,4,4,0,0,0,0,0,12
SAL12570,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,6,0,4,10,10,17,30,8,4,6,90
SAL12571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL12572,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,4,4,5,6,8,0,35
SAL12573,0,0,0,0,0,5,0,0,0,7,0,0,0,3,0,0,0,0,0,6,3,0,4,10,0,6,0,0,0,25,16,62,343,367,95,64,26,3,0,979
SAL12574,0,0,0,0,0,0,11,13,0,30,0,0,0,0,4,0,4,0,0,7,0,4,19,10,3,8,6,0,5,62,36,145,298,329,274,237,161,81,25,1582
SAL12575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,7,8,12,4,0,50
SAL12576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,6,5,5,8,14,14,12,3,0,67
SAL12577,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,3,7,3,21,28,32,15,11,0,132
SAL12578,0,0,0,3,5,19,39,50,24,139,0,0,3,11,5,5,7,4,4,37,15,6,34,31,29,27,26,19,11,189,294,708,1179,1290,1495,1542,901,415,107,7932
SAL12579,0,0,0,0,0,5,5,14,0,29,0,0,0,0,0,0,0,0,0,0,7,7,8,5,8,13,13,48,77,179,31,68,77,105,122,131,162,206,121,1028
SAL12580,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,5,0,0,27,14,18,26,31,23,35,18,9,7,173
SAL12581,0,0,0,4,6,5,25,10,4,47,0,0,0,0,0,0,0,0,0,3,3,0,0,5,11,7,17,11,0,53,17,12,57,69,69,87,98,49,10,472
SAL12582,0,0,0,0,4,8,13,14,8,43,0,0,0,0,0,0,0,0,0,5,6,6,7,9,13,21,27,11,3,108,23,26,60,43,74,87,95,47,10,457
SAL12583,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,4,0,19,0,11,29,6,17,24,10,14,0,101
SAL12584,0,0,3,7,5,15,28,37,30,119,0,0,0,6,0,5,3,7,6,24,23,30,59,43,50,37,49,26,22,337,272,932,1634,1461,1640,1567,1159,512,215,9399
SAL12585,0,0,0,0,0,3,3,0,3,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,3,3,11,31,63,38,63,100,207,224,138,102,112,75,1067
SAL12586,3,5,0,0,4,12,31,51,31,139,0,0,0,0,0,3,7,0,0,8,3,17,29,16,28,39,50,33,19,243,55,158,409,329,427,640,661,430,174,3295
SAL12587,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,9,4,4,4,18,17,34,23,6,0,111
SAL12588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,9,6,0,0,36
SAL12590,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,14,6,20,35,53,76,61,81,49,3,378
SAL12591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,3,5,0,0,19
SAL12592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,12
SAL12593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,14
SAL12594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9
SAL12595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,6,0,0,24
SAL12596,0,0,0,3,5,9,33,29,20,96,0,0,0,0,0,0,0,0,0,11,5,5,22,21,24,42,28,11,7,162,42,82,178,192,212,248,244,131,69,1410
SAL12597,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,16,4,5,12,12,12,19,28,7,0,104
SAL12598,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,12,4,9,11,9,4,0,56
SAL12599,4,30,147,175,206,257,332,253,105,1499,3,30,186,218,201,198,184,141,73,1234,172,257,672,537,341,304,182,114,46,2629,854,2479,6071,4806,3570,3251,2095,1128,402,24665
SAL12600,0,6,23,36,35,42,72,79,67,362,0,0,30,32,46,38,22,13,9,190,36,42,130,110,65,46,38,39,28,537,200,482,1073,983,819,725,538,341,228,5386
SAL12601,0,0,0,0,0,8,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,33,26,26,42,32,22,7,201
SAL12602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SAL12603,3,6,8,0,11,31,48,28,7,143,0,0,0,3,3,0,3,0,0,23,19,18,41,33,18,34,21,11,9,207,156,349,739,596,574,579,429,167,56,3646
SAL12604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,4,0,9,3,7,10,8,17,0,0,50
SAL12605,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,11,10,3,21,12,12,22,7,11,0,94
SAL12606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,14
SAL12607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,4,3,4,0,0,0,12
SAL12608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,0,0,0,3,6,4,11,8,0,36
SAL12609,0,0,0,0,0,6,5,4,0,10,0,0,0,0,0,0,0,0,0,3,0,4,14,9,7,15,0,0,0,49,17,25,75,109,79,108,45,22,4,477
SAL12610,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,8,11,18,58,40,68,53,29,4,295
SAL12611,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,15,6,12,18,36,45,33,26,16,3,200
SAL12612,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,15,12,7,3,48
SAL12613,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,10,0,6,0,0,23,23,83,62,143,229,216,129,76,33,986
SAL12614,0,0,0,0,0,0,0,11,4,25,0,0,0,0,0,0,0,0,0,7,0,5,3,0,0,6,0,0,0,18,36,76,98,80,150,144,124,76,24,810
SAL12615,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,14,17,9,13,8,0,57
SAL12616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,10,5,5,0,36
SAL12617,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,13,0,4,13,23,21,24,21,3,0,104
SAL12618,0,3,13,31,31,33,44,22,4,171,0,0,8,6,30,38,23,15,12,139,20,23,55,59,41,35,17,6,4,257,192,375,1017,1408,790,465,269,87,25,4635
SAL12619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,4,0,0,17
SAL12620,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,4,12,4,0,3,10,17,12,11,9,0,70
SAL12621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,10,0,0,0,22
SAL12622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,12,3,7,8,11,9,0,42
SAL12623,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,4,0,0,17,9,4,14,11,39,21,16,4,0,113
SAL12624,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,10,9,8,13,25,24,3,0,94
SAL12625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3
SAL12626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,0,12
SAL12627,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,5,8,7,12,34,21,7,0,96
SAL12628,5,0,18,17,36,62,52,35,7,237,0,0,0,15,23,29,26,14,5,115,26,22,54,39,54,54,24,26,11,304,133,249,413,372,409,443,259,160,46,2488
SAL12629,0,0,0,0,4,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,14,11,17,39,34,51,60,50,25,6,283
SAL12630,0,0,0,0,0,0,3,3,0,16,0,0,0,0,0,4,0,0,0,10,4,12,23,17,10,16,10,8,0,98,25,109,332,272,240,254,205,111,25,1580
SAL12631,0,0,4,0,4,13,13,8,9,42,0,0,0,0,0,0,0,0,0,0,11,6,9,12,9,13,13,3,0,81,46,77,143,192,168,163,138,36,17,974
SAL12632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,6,6,3,0,0,12
SAL12633,0,0,0,0,0,5,3,11,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,3,12,8,16,8,0,51,8,9,29,37,53,76,139,81,10,455
SAL12634,0,0,0,0,0,0,8,8,6,26,0,0,0,0,0,0,0,0,0,3,8,3,10,9,20,12,20,12,0,94,24,40,108,161,211,178,163,70,17,971
SAL12635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,11,14,5,3,0,0,0,45
SAL12636,0,0,4,0,5,7,31,26,10,88,0,0,3,0,0,6,3,7,0,23,4,6,13,19,10,11,15,21,0,94,116,228,456,520,550,417,439,269,43,3041
SAL12637,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,6,21,11,0,0,56
SAL12638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,7,11,0,12,0,0,44
SAL12639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,9,0,29
SAL12640,0,0,0,0,0,0,8,4,3,11,0,0,4,0,0,0,0,4,0,9,0,9,39,20,25,38,25,24,4,186,13,102,532,415,316,371,331,205,37,2318
SAL12641,0,0,0,0,0,6,23,18,26,68,0,0,0,0,0,0,0,0,0,3,5,4,6,4,11,25,20,15,8,103,23,52,118,170,188,273,333,180,132,1464
SAL12642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,14,5,0,8,13,11,9,9,6,3,70
SAL12643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,15,5,5,3,0,50
SAL12644,0,0,3,13,24,31,42,27,6,146,0,4,3,3,19,16,13,4,4,69,21,18,36,34,35,27,22,7,6,199,170,410,791,766,766,807,428,154,24,4316
SAL12645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,14,24,16,5,0,72
SAL12646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,7
SAL12647,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,4,8,15,14,38,44,24,15,4,161
SAL12648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,15,6,5,4,4,0,40
SAL12649,0,0,0,0,0,4,6,6,3,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,25,52,95,88,94,87,54,30,7,525
SAL12650,0,0,0,0,0,0,4,4,4,11,0,0,0,0,0,0,0,0,0,0,5,5,0,5,10,6,13,6,0,54,20,32,40,105,86,127,134,80,24,651
SAL12651,0,0,0,0,0,7,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,23,4,0,9,26,16,40,55,15,4,183
