SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL11139,47,1669,674,250,1437,0.9,1210,2.6
SAL11140,44,1084,1874,280,7000,0.6,4999,2.6
SAL11141,44,1300,716,256,1792,0.8,1312,2.4
SAL11142,51,2275,756,480,2125,0.9,1687,2.4
SAL11143,38,688,762,300,1874,0.9,1625,3.2
SAL11144,39,1929,826,440,2145,0.9,1893,2.9
SAL11145,45,2193,691,460,1843,0.8,1800,2.8
SAL11146,56,1300,654,280,1518,0.7,1093,2
SAL11147,54,1768,633,350,1514,0.7,1247,2.2
SAL11148,44,1000,623,220,1515,0.8,1173,2.5
SAL11149,51,1571,484,190,1406,0.8,1042,2.5
SAL11150,30,2400,1281,370,3125,1.4,3125,3.8
SAL11151,57,0,466,0,1625,0.7,1374,2
SAL11152,53,2851,1083,240,2999,0.8,2250,2.7
SAL11153,51,0,1187,0,2750,0.8,1699,3.3
SAL11154,48,1733,700,174,2124,0.9,1437,2.4
SAL11155,37,2167,897,610,2231,0.8,2170,3
SAL11156,20,2600,575,300,3249,1.1,3250,5.5
SAL11157,38,2167,922,530,2383,0.8,2386,3.1
SAL11158,59,0,1399,190,2750,0.6,2750,2
SAL11159,58,650,450,50,1083,0.9,497,1.6
SAL11160,44,945,595,220,1465,0.8,1184,2.5
SAL11161,60,1625,417,0,749,0.9,1125,2.2
SAL11162,46,1387,640,350,1536,0.7,1305,2.5
SAL11163,38,1517,687,120,2249,0.8,1875,3
SAL11164,60,1380,721,365,1562,0.6,1337,1.9
SAL11165,54,1083,685,270,1781,0.7,1333,2.1
SAL11166,27,0,1062,0,2249,0.8,2249,3.3
SAL11167,40,1863,927,180,1839,0.7,1765,2.5
SAL11168,40,3775,1260,705,4420,0.9,3870,3
SAL11169,39,217,575,0,2250,1.3,1649,3.2
SAL11170,40,1000,700,290,1625,0.8,1403,2.6
SAL11171,42,1083,802,200,1912,0.8,1589,2.5
SAL11172,55,2384,466,150,2499,0.6,762,2
SAL11173,41,1517,748,270,1812,0.7,1553,2.5
SAL11174,0,0,0,0,0,0,0,0
SAL11175,52,2572,818,375,2312,0.8,2178,3
SAL11176,32,2167,971,450,2331,0.8,2170,3
SAL11177,61,1820,632,313,1480,0.7,1197,2
SAL11178,46,2448,1292,420,2714,0.8,2449,2.4
SAL11179,38,1083,815,250,1937,0.8,1875,2.9
SAL11180,53,2150,691,0,1875,0.8,1375,2.5
SAL11181,58,0,900,0,7000,0.8,4249,2.5
SAL11182,52,1625,756,150,1625,1.1,1458,2.6
SAL11183,43,2250,866,0,2083,0.8,1749,2.6
SAL11184,64,6000,487,0,1125,0.7,949,2
SAL11185,35,200,450,155,1812,0.7,1375,2.5
SAL11186,56,3033,450,130,1187,0.9,651,1.8
SAL11187,49,1950,587,368,1499,0.7,1166,1.8
SAL11188,60,807,359,210,724,0.8,474,2.3
SAL11189,49,2015,1033,225,2156,0.7,1875,2.6
SAL11190,59,2455,642,500,1850,0.7,1227,2.1
SAL11191,48,1192,818,250,1800,0.9,1375,2.4
SAL11192,59,1408,564,330,1430,0.7,1092,2.1
SAL11193,74,0,575,0,900,1,900,2
SAL11194,36,2694,1050,200,2166,0.6,1812,2.2
SAL11195,48,1300,817,300,1687,0.8,1531,2.6
SAL11196,50,1408,814,380,2305,0.7,2181,2.6
SAL11197,39,3000,810,380,2125,0.9,2625,3.5
SAL11198,35,0,749,0,1937,0.8,1958,3
SAL11199,41,1083,420,0,1124,0.8,900,2.6
SAL11200,56,2134,936,420,2625,0.8,1857,2.2
SAL11201,50,1415,900,250,2356,0.7,1910,2.4
SAL11202,32,2925,1624,0,3499,0.7,2750,3
SAL11203,39,1880,686,400,1774,0.8,1475,2.5
SAL11204,52,2400,610,335,1593,0.8,1285,2.6
SAL11205,29,1517,850,325,2374,0.8,2125,3.1
SAL11206,55,979,441,220,1104,0.8,845,2.2
SAL11207,49,884,470,178,1073,0.8,823,2.2
SAL11208,62,1387,615,0,1375,0.7,1160,1.8
SAL11209,48,2059,725,250,900,0.9,899,2.4
SAL11210,45,1326,933,488,2416,1,2624,3.2
SAL11211,47,1000,490,300,1286,1,949,2.3
SAL11212,49,3900,1799,825,4620,0.8,3219,1.9
SAL11213,37,2964,1535,550,3913,1.1,2279,1.7
SAL11214,35,1621,796,333,1899,0.7,1786,2.3
SAL11215,27,3200,780,650,3263,0.9,2392,2.3
SAL11216,44,1083,736,200,1690,0.7,1312,2.3
SAL11217,61,3900,1031,0,2250,0.7,1937,2.1
SAL11218,36,2442,870,200,2299,0.9,2049,2.6
SAL11219,41,2600,1018,270,2750,0.8,2449,2.6
SAL11220,44,2167,976,425,2557,0.7,2327,2.9
SAL11221,45,3250,1046,1000,3351,0.8,3254,3.1
SAL11222,44,1668,665,0,1312,0.9,1125,2.6
SAL11223,48,2167,699,420,1909,0.8,1380,2.4
SAL11224,55,3467,2468,1450,4985,0.8,4708,2.1
SAL11225,56,650,715,60,1562,0.7,1281,2.1
SAL11226,35,2102,753,400,1985,0.9,1846,2.9
SAL11227,59,759,687,395,1312,0.8,1624,2.6
SAL11228,54,0,450,0,900,1.2,749,1.5
SAL11229,36,2457,1065,550,2460,1.1,2106,2.3
SAL11230,26,0,3250,0,4750,1,4750,4
SAL11231,54,1300,488,280,1187,0.7,1071,2.5
SAL11232,44,1040,425,0,1312,1.3,1087,3
SAL11233,56,715,456,200,1125,0.8,763,2
SAL11234,47,1230,561,280,1699,0.9,1125,2.4
SAL11235,53,859,473,150,1286,0.7,785,2.1
SAL11236,45,1004,555,200,1210,0.8,1054,2.5
SAL11237,33,2784,981,548,2593,0.8,2448,3.2
SAL11238,61,1529,629,385,1480,0.7,1323,2.3
SAL11239,47,1083,695,230,1701,0.7,1221,2.2
SAL11240,43,2902,970,600,2901,0.8,2683,2.9
SAL11241,41,2974,879,650,2612,0.9,2424,3.1
SAL11242,42,2500,855,600,2750,0.9,2579,3.1
SAL11243,43,1650,721,280,2005,0.7,1427,2.4
SAL11244,40,5000,1187,550,2499,1,1937,2.5
SAL11245,46,1079,425,183,1833,0.8,899,2.3
SAL11246,0,0,0,0,0,0,0,0
SAL11247,64,1647,459,0,1312,0.8,1125,1.9
SAL11248,63,0,687,0,1437,0.9,1416,1.9
SAL11249,53,2167,466,0,450,0.7,466,2
SAL11250,35,1733,556,350,1558,0.9,1467,3
SAL11251,30,2500,1125,360,3125,0.7,3124,2.9
SAL11252,39,5500,974,250,1874,0.7,1375,3.1
SAL11253,50,1658,700,400,1526,0.7,1331,2.4
SAL11254,52,1859,350,0,1500,1.2,225,1.7
SAL11255,51,0,406,20,1062,1,420,1.4
SAL11256,67,0,537,0,900,0.5,575,1.3
SAL11257,55,889,586,150,1375,0.8,1104,2
SAL11258,53,1517,480,0,1125,0.7,1042,2.5
SAL11259,41,742,537,0,1312,0.9,1312,3.2
SAL11260,0,0,0,0,0,0,0,0
SAL11261,52,1170,489,225,1375,0.8,1312,2.6
SAL11262,48,1200,756,140,1874,0.8,1687,3
SAL11263,32,1500,575,385,1343,1,1125,2.9
SAL11264,42,1717,725,250,2083,0.8,1583,2.7
SAL11265,55,1424,762,190,1874,0.9,1187,2.2
SAL11266,60,4008,450,210,1437,0.6,624,1.8
SAL11267,45,2084,949,0,1625,1,1625,3
SAL11268,41,4000,1215,800,3865,0.8,3542,3.2
SAL11269,44,2383,996,451,2176,0.9,1708,2.1
SAL11270,54,845,662,380,1875,0.9,1208,2.5
SAL11271,47,2167,734,420,1968,0.7,1488,2.4
SAL11272,54,2600,752,300,2218,0.8,2094,2.7
SAL11273,39,0,575,335,1375,0.9,1375,2.8
SAL11274,51,1225,528,330,1472,0.8,1164,2.5
SAL11275,55,867,512,360,1312,0.9,1062,2.4
SAL11276,68,1538,531,216,1266,0.7,876,2
SAL11277,36,2100,647,350,1770,0.9,1582,2.9
SAL11278,42,2947,806,500,2770,0.8,2833,3.1
SAL11279,51,1744,726,380,1674,0.7,1401,2.3
SAL11280,56,1300,560,300,1271,0.7,925,2
SAL11281,61,1083,695,290,1233,0.7,1156,2
SAL11282,53,1950,612,260,1774,0.8,1625,2.4
SAL11283,39,3000,1662,720,4250,0.9,3077,2.1
SAL11284,43,1517,511,290,1406,0.8,1160,2.6
SAL11285,42,2368,861,446,2407,0.8,2250,3.1
SAL11286,41,4333,1404,798,4572,0.8,3877,3
SAL11287,46,1733,969,185,2833,0.7,2583,2.6
SAL11288,38,1692,714,370,1635,0.8,1433,2.7
SAL11289,72,945,478,171,813,0.7,691,1.6
SAL11290,56,2100,669,300,1625,0.7,1562,2.6
SAL11291,0,0,0,0,0,0,0,0
SAL11292,57,604,436,300,966,0.9,698,1.8
SAL11293,54,635,454,180,1062,0.9,687,2.1
SAL11294,50,5000,900,50,1375,0.7,1416,2.6
SAL11295,52,961,537,240,1208,0.6,1125,2.4
SAL11296,42,3200,1388,600,3506,0.9,2776,2.3
SAL11297,39,2850,966,0,2750,1,2374,3.3
SAL11298,54,1400,850,300,2062,0.7,1875,2.1
SAL11299,35,1582,876,310,2047,0.8,1690,2.5
SAL11300,51,1036,477,240,1406,0.8,1124,2.3
SAL11301,49,1984,671,315,1792,0.7,1343,2.5
SAL11302,51,2139,942,300,2562,0.9,2249,2.6
SAL11303,39,2324,1075,420,2925,0.8,2487,2.7
SAL11304,43,6134,1223,625,4374,0.8,4250,3.2
SAL11305,53,1300,734,560,2071,0.9,2150,2.9
SAL11306,38,2500,1157,470,2774,1,2095,2.2
SAL11307,59,1820,657,380,1800,0.8,1771,2.4
SAL11308,42,1500,824,290,2250,0.7,1687,2.5
SAL11309,57,3900,866,231,2750,0.8,2583,2.4
SAL11310,47,600,487,0,1375,0.7,1125,2.7
SAL11311,0,0,0,0,0,0,0,0
SAL11312,47,2167,702,350,1899,0.8,1949,2.7
SAL11313,63,1600,529,370,1192,0.7,947,2
SAL11314,51,925,509,400,1531,0.7,1375,2.5
SAL11315,37,2500,764,428,2188,0.9,1962,2.8
SAL11316,38,2672,726,428,2137,0.9,1835,2.8
SAL11317,56,910,656,150,1656,0.8,1228,2.4
SAL11318,48,867,416,175,850,1,492,2
SAL11319,51,1083,585,200,1439,0.7,985,2.2
SAL11320,37,1517,630,250,1375,1,1624,3.3
SAL11321,50,1950,720,343,1541,0.8,1406,2.6
SAL11322,11,1500,1749,0,3250,1.2,3250,5
SAL11323,52,1300,582,300,1351,0.7,1045,2.2
SAL11324,41,1918,758,260,2058,0.8,1805,2.8
SAL11325,52,1517,900,380,3625,0.6,1499,2.3
SAL11326,41,2234,877,420,2340,0.7,2214,2.7
SAL11327,42,1665,661,300,959,1,933,2.1
SAL11328,42,1869,749,350,1989,0.8,1510,2.6
SAL11329,42,2167,845,355,2510,0.8,2236,2.9
SAL11330,63,0,474,0,2499,0.8,1375,1.7
SAL11331,45,3033,909,600,2877,0.8,2489,3
SAL11332,0,0,0,0,0,0,0,0
SAL11333,47,1800,904,300,2111,0.8,1949,2.7
SAL11334,43,2232,885,450,2071,0.8,1850,2.6
SAL11335,47,1517,778,320,1983,0.7,1696,2.5
SAL11336,58,2284,695,240,1374,0.7,939,2.2
SAL11337,46,2210,924,430,2374,0.9,2062,2.6
SAL11338,59,0,820,190,2150,0.8,1812,2.1
SAL11339,44,2600,833,0,2299,0.7,2250,3.2
SAL11340,30,0,474,230,725,2,725,2
SAL11341,53,1600,503,300,1392,0.7,1149,2.5
SAL11342,53,1072,640,313,1224,0.8,1300,2.5
SAL11343,37,2974,939,400,2437,0.8,2250,3.3
SAL11344,36,1907,728,400,1905,0.9,1785,3
SAL11345,50,1573,675,310,1781,0.7,1421,2.6
SAL11346,44,2817,837,570,2486,0.9,2164,2.8
SAL11347,40,1560,858,280,2150,0.7,1508,2.2
SAL11348,48,1800,814,460,1926,0.7,1554,2.3
SAL11349,33,1733,907,380,2324,0.8,2024,2.7
SAL11350,44,1700,848,325,2062,0.9,1625,2.7
SAL11351,39,2167,840,361,2179,0.8,1518,2.3
SAL11352,44,2000,759,380,2037,0.8,1330,2.1
SAL11353,43,1517,613,280,1767,0.8,1375,2.5
SAL11354,41,2500,789,375,2368,0.8,1829,2.6
SAL11355,37,2167,1056,497,2758,0.8,2349,2.7
SAL11356,54,3402,900,400,2416,0.8,2125,2.6
SAL11357,41,1252,635,300,1422,0.7,1116,2.2
SAL11358,43,3900,905,1000,3053,0.7,3005,3.2
SAL11359,38,2600,949,500,2695,0.8,2757,3.4
SAL11360,43,4000,1132,990,3898,0.8,3457,3.1
SAL11361,39,1430,670,310,1717,0.8,1236,2.3
SAL11362,56,575,782,300,1937,0.8,1325,2.1
SAL11363,40,1733,744,330,1947,0.8,1422,2.3
SAL11364,43,3346,1114,735,3545,0.8,3240,3
SAL11365,42,2167,896,400,2307,0.8,2250,3
SAL11366,40,1616,915,325,2140,0.7,1711,2.3
SAL11367,40,1300,746,300,1593,0.8,1452,2.3
SAL11368,44,1733,727,350,1674,0.8,1550,2.6
SAL11369,32,1950,683,400,1958,1,1861,3.3
SAL11370,31,2760,1113,650,2565,1.1,2232,2.4
SAL11371,40,2167,631,380,1784,1,1300,2.4
SAL11372,39,2730,760,450,2177,1,1945,2.8
SAL11373,47,1430,584,390,1625,0.7,1449,2.6
SAL11374,38,2600,836,450,2218,0.9,2261,3.3
SAL11375,55,1083,609,220,1416,0.9,1270,2.4
SAL11376,58,1304,575,88,1187,0.6,1312,2
SAL11377,50,0,900,310,1875,0.6,1875,2
SAL11378,53,1517,577,270,1352,0.7,1025,2.2
SAL11379,58,1121,570,300,1375,0.8,1028,2
SAL11380,39,2167,538,450,1805,0.9,1817,3.4
SAL11381,55,1015,483,150,1437,0.7,900,2.3
SAL11382,39,3000,1510,600,3756,1,2321,1.9
SAL11383,48,0,1187,200,2625,0.9,2583,3.1
SAL11384,39,1733,713,360,1800,0.8,1435,2.4
SAL11385,55,1699,599,348,1708,0.7,1174,2.3
SAL11386,31,2800,1008,550,2619,0.9,2562,3.4
SAL11387,0,0,0,0,0,0,0,0
SAL11388,47,3080,824,200,900,0.7,900,1.7
SAL11389,34,1805,941,415,2212,0.8,2054,2.9
SAL11390,68,0,225,250,0,0.8,500,2
SAL11391,60,596,469,200,1145,0.9,642,1.9
SAL11392,41,3586,1046,750,3177,0.9,3052,3.2
SAL11393,32,1250,700,0,949,0.8,449,3.3
SAL11394,34,2383,955,480,2452,0.8,2150,2.8
SAL11395,41,2475,843,385,2549,0.8,2550,3.1
SAL11396,45,2167,900,495,2536,0.7,2227,2.7
SAL11397,42,1842,712,380,2019,0.8,1567,2.5
SAL11398,43,2582,1676,500,4147,1,2116,1.5
SAL11399,51,1541,731,400,1731,0.7,1583,2.4
SAL11400,31,2513,822,560,2388,0.9,2413,3.8
SAL11401,35,1798,723,400,1818,0.8,1697,3
SAL11402,53,1700,721,400,1593,0.7,1437,2.5
SAL11403,47,1286,666,243,1426,1,1375,2.7
SAL11404,47,1083,460,350,824,0.7,730,2.1
SAL11405,38,1725,900,155,1875,0.9,1875,3.3
SAL11406,42,0,687,100,2374,0.8,1999,2.5
SAL11407,41,4250,991,0,2125,0.7,1446,2.1
SAL11408,44,2370,875,428,2472,0.7,2269,3.1
SAL11409,43,867,579,250,1375,0.8,1145,2.4
SAL11410,51,2167,784,100,1924,0.7,1843,2.8
SAL11411,33,964,305,255,1406,0.7,1199,2.3
SAL11412,48,2058,873,400,2100,0.8,1978,2.8
SAL11413,50,2400,1020,500,2687,0.8,1958,2.2
SAL11414,41,1950,811,463,1911,0.8,1813,2.7
SAL11415,39,1686,860,250,2166,0.7,1708,2.5
SAL11416,32,1618,562,320,1414,1,1238,2.9
SAL11417,58,840,463,150,1066,0.8,748,1.9
SAL11418,42,2165,755,410,2100,0.8,1884,2.7
SAL11419,48,1613,669,520,1656,0.8,1428,2.7
SAL11420,38,2167,978,440,2616,0.8,2398,2.9
SAL11421,41,2200,880,420,2341,0.8,1877,2.6
SAL11422,51,2600,1194,250,2812,0.7,2687,2.7
SAL11423,0,0,0,0,0,0,0,0
SAL11424,41,2276,764,450,2155,0.9,1742,2.6
SAL11425,39,2600,946,500,2602,0.8,2303,2.9
SAL11426,36,1600,767,400,1795,0.8,1653,2.5
SAL11427,57,1961,725,0,1812,0.6,1687,2.5
SAL11428,35,2994,1245,500,3186,1,2309,2.2
SAL11429,37,0,634,160,1291,0.8,1562,2.9
SAL11430,0,0,0,0,0,0,0,0
SAL11431,36,2600,946,500,2445,1.1,2243,2.8
SAL11432,60,2167,679,140,2068,0.7,1981,2.5
SAL11433,34,0,850,0,1937,1,1937,3.4
SAL11434,41,0,1224,1,2749,1,2249,3.8
SAL11435,40,0,966,150,2166,0.7,1937,2.5
SAL11436,61,2146,607,380,1552,0.7,1010,2.1
SAL11437,41,2500,980,485,2904,0.9,2819,3.2
SAL11438,37,2600,812,420,2317,0.9,1993,2.8
SAL11439,49,1517,652,370,1575,0.7,1407,2.3
SAL11440,43,2450,1374,215,1812,0.6,1833,2.2
SAL11441,37,2167,906,450,2397,0.8,2349,3.2
SAL11442,34,2800,1704,620,3766,1.1,3020,2
SAL11443,38,1930,919,450,2562,1,2791,3.3
SAL11444,36,1842,820,400,2019,0.8,1851,2.9
SAL11445,0,0,0,0,0,0,0,0
SAL11446,47,1963,1014,600,2062,0.8,1874,2.7
SAL11447,34,1667,916,380,2256,0.8,1920,2.6
SAL11448,54,1950,636,390,1521,0.7,1077,1.9
SAL11449,39,2058,942,270,2437,0.7,2333,3
SAL11450,27,0,0,0,0,0,0,0
SAL11451,46,1842,581,320,1437,0.8,1202,2.5
SAL11452,48,342,511,125,1624,0.7,825,2.4
SAL11453,54,0,524,70,2249,0.7,1125,2
SAL11454,47,2167,861,235,2312,0.7,1812,2.5
SAL11455,40,1073,530,168,1624,0.9,900,2.6
SAL11456,59,1800,687,0,1749,0.5,849,1.6
SAL11457,50,1192,699,210,1625,0.7,1245,2.3
SAL11458,46,1733,771,325,2437,0.8,2250,2.9
SAL11459,43,1300,711,200,1562,0.8,1288,2.6
SAL11460,49,3159,1059,178,3071,0.7,2299,2.7
SAL11461,47,1100,502,300,1261,0.9,1075,2.4
SAL11462,45,1083,554,255,1231,0.9,979,2.6
SAL11463,48,1679,571,300,1264,0.9,1012,2.4
SAL11464,47,1986,855,455,2159,0.8,1944,2.5
SAL11465,39,600,574,350,2749,0.8,2374,3.4
SAL11466,56,1300,468,0,1075,1,1075,2.4
SAL11467,48,1690,666,320,2017,0.8,1875,2.8
SAL11468,38,1733,850,600,1958,0.7,1625,2.7
SAL11469,36,0,991,200,2250,1,2250,3.4
SAL11470,50,1950,1089,350,2963,0.8,2583,2.7
SAL11471,36,1083,741,250,1801,0.9,1612,2.8
SAL11472,52,1642,638,321,1455,0.8,1086,2.1
SAL11473,46,2600,1140,300,2718,0.7,2374,2.7
SAL11474,34,2550,913,300,1699,1,1339,2.1
SAL11475,40,2059,614,460,1607,0.9,1666,3.4
SAL11476,62,758,442,100,1125,0.9,493,1.5
SAL11477,42,3049,958,600,2557,1,2553,3
SAL11478,53,2383,873,400,2273,0.7,1914,2.5
SAL11479,58,1733,510,420,1306,0.8,1005,2.3
SAL11480,40,1733,454,365,1246,1.1,1092,2.9
SAL11481,37,1900,459,300,1369,1.1,1212,3.2
SAL11482,38,2167,431,450,1349,1.1,1285,3.4
SAL11483,36,2000,476,440,1450,1,1428,3.4
SAL11484,38,195,624,200,1125,0.9,1374,3.1
SAL11485,39,3467,1491,720,4187,0.9,3251,2.4
SAL11486,49,1658,554,300,1383,0.7,1348,2.6
SAL11487,38,2167,674,390,1872,0.9,1407,2.4
SAL11488,31,1300,833,428,2624,0.7,1375,2.7
SAL11489,46,1192,739,250,1375,1,2062,2.9
SAL11490,49,2199,647,350,1722,0.7,1508,2.7
SAL11491,60,1950,850,300,2083,0.6,1930,2.4
SAL11492,29,1990,824,245,1125,0.9,1125,3.7
SAL11493,30,2167,912,440,2137,0.7,2015,2.6
SAL11494,38,2008,887,450,2450,0.8,2234,2.8
SAL11495,57,1625,524,270,1187,0.9,1187,2.7
SAL11496,51,2384,575,350,1937,0.8,1375,2.4
SAL11497,64,1792,1187,280,3250,0.6,2374,1.6
SAL11498,47,1777,700,310,1720,0.7,1343,2.3
SAL11499,40,2077,933,420,2391,0.8,2152,2.7
SAL11500,54,1105,628,295,2125,0.8,1718,2.2
SAL11501,42,1408,745,350,1825,0.8,1718,2.9
SAL11502,47,2253,797,450,2215,0.8,1910,2.5
SAL11503,45,1734,700,368,1814,0.8,1375,2.4
SAL11504,43,2299,735,510,2104,0.7,1435,2.4
SAL11505,45,2383,924,340,2374,0.6,2750,2.4
SAL11506,62,867,725,0,1274,0.7,900,1.4
SAL11507,48,2100,575,575,1708,0.9,1625,2.3
SAL11508,50,1625,712,275,1937,0.9,1625,2.8
SAL11509,58,1107,599,330,1424,0.7,1271,2
SAL11510,45,2167,595,190,1841,0.9,1107,2.3
SAL11511,50,2600,805,450,2200,0.8,2024,2.8
SAL11512,46,1833,769,350,1825,0.9,1784,2.7
SAL11513,42,2600,687,350,1875,0.9,1624,2.7
SAL11514,44,1645,610,330,1562,0.9,1485,2.8
SAL11515,43,1175,621,400,1874,0.8,1562,2.8
SAL11516,40,3500,1016,455,2874,0.8,2562,3.1
SAL11517,42,618,485,100,1406,0.8,1541,3
SAL11518,40,2229,815,430,2427,0.8,2042,2.8
SAL11519,54,2167,385,200,900,1,762,2.2
SAL11520,53,1517,437,180,1687,0.9,1625,2.8
SAL11521,63,1733,573,390,1303,0.7,1114,2.1
SAL11522,46,2350,794,400,1978,0.9,1614,2.6
SAL11523,51,953,636,175,1456,0.7,1066,2.2
SAL11524,51,1600,662,380,1625,0.7,1375,2.5
SAL11525,59,3331,887,350,2083,0.6,1875,2.2
SAL11526,50,1509,502,300,1222,0.8,1016,2.2
SAL11527,59,975,492,250,1375,0.7,739,1.9
SAL11528,43,2167,824,360,2625,0.8,1874,2.9
SAL11529,51,2167,787,430,1989,0.7,1755,2.4
SAL11530,46,1775,450,0,2124,0.8,1624,2.6
SAL11531,33,1200,1292,0,2750,0.8,2750,3.3
SAL11532,50,2400,953,440,2750,0.7,2250,2.4
SAL11533,41,3000,1079,570,2943,0.9,2328,2.5
SAL11534,49,2500,274,0,874,1.2,900,3.7
SAL11535,64,250,866,235,1875,0.6,1625,1.6
SAL11536,32,2217,1019,510,2636,0.8,2545,3.2
SAL11537,36,2167,822,490,2294,0.8,2103,2.9
SAL11538,40,2123,885,405,2426,0.8,2128,2.8
SAL11539,42,1257,706,230,1641,0.7,1221,2.3
SAL11540,52,1875,1100,450,3249,0.9,2666,2.5
SAL11541,45,2000,1187,0,3250,1,2749,2.3
SAL11542,54,1127,589,340,1524,0.7,1333,2.7
SAL11543,52,2500,900,0,2250,0.7,1875,2.3
SAL11544,40,4300,756,345,2166,0.8,1625,2.3
SAL11545,39,3467,919,210,2625,0.9,2583,3.5
SAL11546,48,2167,1017,288,3250,0.7,3166,2.9
SAL11547,25,1300,932,310,2031,0.8,1788,2.8
SAL11548,0,0,0,0,0,0,0,0
SAL11549,34,3033,1469,590,3664,1.1,2437,2.1
SAL11550,43,2174,891,325,2750,0.8,2343,2.9
SAL11551,43,3250,936,650,3125,0.9,2507,2.9
SAL11552,44,2171,819,470,2206,0.8,1758,2.6
SAL11553,57,1733,581,340,1353,0.7,1009,2.1
SAL11554,58,646,466,0,933,0.8,849,2
SAL11555,49,1885,706,0,2187,0.8,2062,2.7
SAL11556,58,2167,766,260,1937,0.7,1325,2
SAL11557,46,2500,851,500,2932,0.8,2903,3.2
SAL11558,0,0,0,0,0,0,0,0
SAL11559,23,0,1542,350,4750,0.9,4625,3.5
SAL11560,31,0,724,65,1625,1.1,1625,4.3
SAL11561,60,2687,978,570,2250,0.7,2166,2.4
SAL11562,0,0,0,0,0,0,0,0
SAL11563,48,1600,606,231,1578,0.8,1392,2.7
SAL11564,49,1339,565,330,1324,0.8,1114,2.4
SAL11565,0,0,0,0,0,0,0,0
SAL11566,0,0,0,0,0,0,0,0
SAL11567,37,2167,877,463,2291,0.8,2143,2.9
SAL11568,39,2709,450,220,1625,1.2,619,2.2
SAL11569,49,1428,675,0,1999,0.8,1999,2.9
SAL11570,18,1864,887,0,2124,0.9,1625,4
SAL11571,40,3467,1038,800,3302,0.8,3109,3.2
SAL11572,37,3055,1355,600,3390,1,2726,2.5
SAL11573,44,2347,734,288,2041,0.8,1812,2.7
SAL11574,48,1567,820,40,1875,0.7,1562,2.4
SAL11575,40,2179,732,290,2049,0.8,1292,2.6
SAL11576,61,0,724,0,1375,0.6,575,1.3
SAL11577,55,1355,700,200,1687,0.8,1375,2.3
SAL11578,69,1873,548,300,1211,0.8,1062,2.1
SAL11579,42,1750,661,220,1437,0.6,1312,2.4
SAL11580,32,3200,1345,600,3192,0.8,3219,3.4
SAL11581,50,2253,900,280,1916,0.7,1625,2.3
SAL11582,37,300,1125,300,2874,0.7,2374,2.4
SAL11583,29,2167,1583,360,3312,0.8,3200,3
SAL11584,44,1047,679,200,1583,0.7,1111,2.3
SAL11585,43,2542,774,100,1687,0.7,1375,2.6
SAL11586,46,2600,875,495,2724,0.8,2295,2.8
SAL11587,57,2167,758,225,2208,0.8,1958,2.4
SAL11588,37,2344,525,350,1375,1,1375,3
SAL11589,48,867,623,200,1660,0.8,1175,2.4
SAL11590,44,604,829,240,2107,0.7,1343,2.4
SAL11591,41,2066,942,465,2639,0.8,2361,2.9
SAL11592,50,1567,743,75,1874,0.7,1312,2.4
SAL11593,44,1610,933,250,2416,1.1,2374,3
SAL11594,62,1019,487,0,749,1.1,900,2.6
SAL11595,40,2167,725,266,1937,0.7,1624,2.6
SAL11596,36,1798,712,305,2312,0.9,2071,2.9
SAL11597,42,1733,810,180,2343,0.8,2094,2.6
SAL11598,35,1705,611,300,1479,0.8,1232,2.5
SAL11599,73,780,350,0,725,1,1125,3
SAL11600,0,0,0,0,0,0,0,0
SAL11601,47,2184,1054,460,2750,0.7,2437,2.8
SAL11602,49,867,899,180,1749,0.9,1749,2.6
SAL11603,50,1365,631,290,1464,0.7,1158,2.2
SAL11604,58,5600,262,0,725,0.6,850,1.8
SAL11605,36,2500,650,520,1927,0.9,1785,3.2
SAL11606,48,1539,873,290,2272,0.8,2125,2.8
SAL11607,36,2000,942,423,2445,0.8,2005,2.3
SAL11608,51,1690,578,330,1571,0.9,1212,2.1
SAL11609,41,1625,762,250,2034,0.8,1819,2.9
SAL11610,46,2167,802,500,2291,0.8,1899,2.6
SAL11611,56,1759,905,480,2163,0.7,1919,2.2
SAL11612,42,1321,777,300,1803,0.7,1416,2.5
SAL11613,62,1311,387,315,949,0.6,849,1.8
SAL11614,55,1733,450,235,1624,0.7,900,2.3
SAL11615,35,0,850,300,1958,0.7,1875,2.7
SAL11616,43,1425,596,280,1749,0.9,1187,2.6
SAL11617,60,1950,379,0,1024,0.9,575,1.9
SAL11618,39,0,3250,15,0,0.3,3250,1
SAL11619,38,1101,754,100,1937,0.9,1812,3.1
SAL11620,43,1700,489,250,1687,0.8,949,3
SAL11621,74,495,471,265,1007,0.6,758,1.6
SAL11622,45,1250,557,250,1365,0.8,1151,2.5
SAL11623,47,1062,606,200,1328,0.7,1083,2.2
SAL11624,37,8000,1208,113,2333,0.8,2333,3
SAL11625,0,0,0,0,0,0,0,0
SAL11626,57,2600,959,170,1687,0.6,1604,2.1
SAL11627,49,1374,850,0,1833,0.8,1624,2.7
SAL11628,30,1950,947,430,2159,0.8,1986,2.8
SAL11629,47,0,900,185,2250,0.5,900,1.7
SAL11630,45,1820,884,290,1937,0.8,1771,2.8
