SSC_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SSC13815,0,0,0,0,6,5,0,3,4,0,0,0,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,15,12
SSC13816,4,0,7,12,12,25,0,0,3,4,3,4,12,19,34,7,7,16,0,7,8,0,0,0,14,9,26,0,0,3,0,0,3,0,0,0,0,4,5,0,0,0,5,7,11,0,0,0,3,0,6,0,0,0,0,8,8,0,0,0,4,10,18,0,0,0,0,0,0,0,0,0,0,0,0,8,19,30,54,64,115
SSC13817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13818,28,22,52,96,85,179,15,12,29,9,7,11,115,110,219,55,68,131,3,10,8,8,11,12,67,85,151,0,4,6,3,8,12,7,9,14,16,21,38,0,0,0,28,49,71,7,13,19,3,10,15,8,3,13,10,20,28,0,0,0,28,55,79,4,3,10,4,5,15,0,0,0,9,12,22,213,245,458,479,579,1052
SSC13819,11,20,26,27,35,61,6,10,24,0,0,7,37,53,86,34,31,62,5,5,14,3,0,3,36,35,74,0,0,3,0,8,8,6,7,10,3,5,7,0,0,0,9,21,27,3,8,13,0,3,10,0,3,4,7,7,8,0,0,0,9,27,35,0,0,0,0,0,0,0,0,0,0,0,0,49,61,111,158,203,361
SSC13820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13822,0,0,0,0,3,3,3,0,4,0,0,0,3,6,7,0,3,3,0,3,3,0,0,0,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,10,15,21
SSC13823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3
SSC13824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13825,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,10
SSC13826,19,4,23,32,23,55,4,4,8,9,7,13,49,35,79,13,13,27,3,9,9,19,19,39,33,43,73,3,3,6,7,5,9,10,3,16,11,20,32,0,0,0,25,35,61,36,69,105,33,27,60,13,13,26,28,34,60,0,0,0,111,141,248,0,3,3,4,5,7,0,0,0,4,7,9,69,51,118,307,305,610
SSC13827,10,7,14,22,28,46,10,3,13,0,4,4,33,37,71,15,16,26,5,8,16,11,7,13,28,31,53,0,0,0,0,3,3,3,0,3,4,4,11,0,0,0,8,7,20,17,21,31,5,6,12,3,0,8,9,18,29,0,0,0,33,48,80,0,0,0,0,4,4,0,0,0,0,4,4,28,29,53,142,155,293
SSC13828,4,3,7,5,5,9,3,3,4,0,0,0,4,11,16,3,3,7,3,3,5,0,0,3,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,21,32,62
SSC13829,0,0,0,0,5,8,0,0,5,0,0,0,4,8,11,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,9,17,26
SSC13830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC13831,35,24,58,102,105,206,16,21,38,12,17,33,134,146,283,59,59,115,15,28,41,17,14,26,87,98,183,4,6,7,0,3,3,20,9,23,4,13,16,0,0,0,28,28,51,15,17,33,3,7,9,0,0,0,3,17,18,0,0,0,15,40,63,0,0,0,3,9,8,0,0,0,3,9,8,78,77,149,380,414,793
SSC13832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13833,0,0,0,0,0,0,0,0,3,0,0,3,3,3,7,3,3,5,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,15,21
SSC13834,8,5,5,14,17,25,0,0,0,5,0,9,16,16,33,0,3,3,0,0,0,0,3,7,3,3,5,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,10,29,50,43,93
SSC13835,191,165,362,550,484,1033,146,147,294,109,87,193,802,719,1518,205,183,390,106,111,215,70,51,126,385,344,731,15,6,23,5,16,24,24,9,32,30,45,79,3,0,3,76,79,159,135,151,288,39,45,88,21,26,47,71,95,161,3,0,4,265,314,584,11,15,23,14,41,54,0,0,0,27,54,83,226,241,469,1974,1923,3901
SSC13836,3,0,3,0,3,4,4,0,3,0,0,0,9,6,8,0,0,0,0,0,3,6,0,3,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,35
SSC13837,0,0,0,4,3,5,0,0,0,0,0,0,4,0,7,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,10,7,19
SSC13838,7,13,18,20,40,62,11,6,18,3,5,10,35,54,87,22,27,45,10,7,13,12,4,21,46,31,75,0,0,0,0,0,0,3,3,3,3,7,9,0,0,0,8,13,21,0,3,3,0,0,0,0,0,0,0,8,11,0,0,0,3,15,13,3,3,4,0,3,4,0,0,0,3,3,11,50,68,120,157,192,346
SSC13839,0,0,0,7,4,8,0,0,0,0,0,0,3,4,12,0,0,4,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,10,21
SSC13840,0,0,0,3,0,3,0,0,0,3,3,6,10,3,16,0,0,0,3,3,3,6,0,3,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,18,3,0,4,0,0,0,7,9,14,0,0,0,17,20,40,0,0,0,4,3,6,0,0,0,5,3,10,137,109,247,174,144,318
SSC13841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13842,3,3,11,5,13,18,5,3,12,0,3,4,15,14,33,6,10,17,4,0,4,0,0,0,10,12,20,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,7,8,3,3,3,0,0,0,4,0,6,0,3,3,0,0,0,8,8,15,0,0,3,0,0,0,0,0,0,3,0,5,14,16,30,56,59,116
SSC13843,0,0,0,7,4,7,0,3,3,0,0,0,3,6,13,8,4,5,5,0,5,0,0,0,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,21,17,33
SSC13844,0,0,0,3,0,3,3,0,3,0,0,0,4,0,9,0,0,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,7,19
SSC13845,6,7,15,12,11,19,4,6,12,5,0,6,20,18,37,7,5,15,13,8,26,7,3,6,26,17,42,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,5,3,9,3,4,11,0,0,0,0,3,3,3,8,7,0,0,0,12,11,22,0,0,0,0,0,0,0,0,0,0,0,0,19,15,27,81,70,153
SSC13846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC13847,37,45,83,143,136,284,32,26,60,19,21,34,193,185,378,85,98,178,20,13,33,18,31,47,120,138,261,11,8,15,0,0,3,24,11,38,13,17,27,0,4,8,47,40,88,17,25,40,7,16,24,4,5,10,3,15,18,0,0,0,29,63,85,0,0,0,0,14,13,0,0,0,3,17,14,122,137,262,555,628,1181
SSC13848,59,58,121,252,194,448,55,54,112,20,12,33,325,257,590,130,123,255,66,75,146,22,21,39,218,220,443,3,8,9,0,10,10,14,9,25,14,15,28,0,0,0,37,36,71,52,66,120,29,40,66,4,8,13,27,58,85,0,0,0,109,171,284,3,0,12,8,16,25,0,0,0,14,20,35,139,144,287,908,913,1822
SSC13849,3,6,10,10,5,13,0,3,3,3,5,10,12,17,24,11,12,18,0,4,4,0,0,0,13,12,26,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,4,4,17,22,36,44,64,111
SSC13850,100,104,198,331,326,650,50,54,108,48,35,79,426,413,841,214,182,403,68,81,149,67,57,122,352,316,672,6,6,15,7,8,10,36,9,47,16,38,55,0,0,0,66,62,132,129,140,270,26,36,58,18,22,42,38,63,101,0,0,0,209,260,469,10,4,17,10,26,39,0,0,0,26,34,61,170,168,346,1358,1362,2716
SSC13851,88,93,183,266,260,521,121,123,243,42,43,84,426,422,850,220,190,415,68,73,144,46,55,100,338,320,654,11,9,18,6,6,9,37,32,74,31,46,80,0,0,0,87,95,180,37,67,109,18,33,49,13,20,25,37,54,89,0,0,0,104,167,272,5,4,12,9,15,27,0,0,0,14,17,36,137,135,272,1196,1251,2443
SSC13852,4,13,16,8,13,20,17,13,34,0,4,4,26,28,52,5,3,8,8,9,15,6,0,6,17,12,30,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,7,10,0,0,0,0,0,0,0,7,7,0,8,9,0,0,0,5,9,12,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,65,72,138
SSC13853,0,0,0,0,0,0,0,3,3,0,0,0,6,3,11,5,0,7,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,9,23
SSC13854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,11
SSC13855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,3,3,12
SSC13856,122,113,234,242,218,457,96,107,202,101,128,222,435,445,881,154,149,302,82,83,163,88,65,157,321,303,618,7,11,16,3,14,18,38,23,59,31,51,78,0,0,0,77,90,171,102,237,335,20,33,56,10,20,27,44,82,119,0,0,0,174,370,543,11,5,19,18,40,61,0,0,3,32,49,74,198,194,395,1356,1567,2924
SSC13857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC13858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13859,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11
SSC13860,0,0,4,8,4,6,0,0,0,0,0,0,8,4,6,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,20,18,37
SSC13861,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,27,15,20,36
SSC13862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13863,20,29,43,57,61,118,11,6,16,0,3,6,68,71,133,33,27,55,8,4,12,6,0,4,47,36,81,3,5,11,8,7,11,7,3,6,6,12,22,0,0,0,25,26,52,18,16,39,13,27,38,4,3,8,16,31,45,0,0,0,54,79,128,0,0,0,3,6,8,0,0,0,4,9,9,69,58,123,283,291,573
SSC13864,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,3,5,3,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,10,23
SSC13865,0,0,0,0,3,3,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,3,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,10,8,22
SSC13866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13867,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,4,12,19
SSC13868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
SSC13869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13870,0,0,3,0,6,3,6,0,6,0,0,3,9,9,13,0,0,0,0,0,0,5,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,16,16,32
SSC13871,0,0,0,11,0,9,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,15,8,21
SSC13872,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,6,6,11
SSC13873,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,7,21,18,17,34
SSC13874,9,3,16,40,26,62,5,0,6,0,0,0,42,33,72,22,36,60,0,0,0,0,0,3,26,34,59,0,3,4,0,0,0,3,0,3,3,5,10,0,0,0,7,4,14,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,4,0,0,0,0,3,3,0,0,0,0,0,0,46,52,95,133,135,270
SSC13875,22,29,50,95,66,169,9,10,18,4,13,18,114,90,208,59,66,123,12,8,23,13,18,35,82,94,178,0,6,6,0,0,0,15,6,22,9,10,18,0,0,0,23,23,46,16,22,37,3,11,16,0,6,8,12,18,22,0,0,0,30,54,82,0,3,3,8,4,9,0,0,0,8,7,12,71,68,135,344,361,708
SSC13876,9,12,25,41,29,71,4,0,4,0,0,5,47,33,80,27,32,59,13,9,19,3,4,4,41,47,86,4,0,4,0,5,6,4,0,3,4,9,8,0,0,0,13,14,27,3,0,3,0,0,0,0,0,0,0,3,10,0,0,0,4,12,11,0,0,0,3,0,3,0,0,0,3,3,10,40,56,97,158,171,329
SSC13877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC13878,4,7,19,27,25,47,12,3,15,11,6,18,47,32,81,9,9,15,24,10,32,0,4,5,38,26,55,0,3,3,0,0,0,3,0,3,3,3,9,0,0,0,7,12,13,0,0,3,0,3,3,0,0,0,4,10,10,0,0,0,5,15,25,0,0,0,0,0,3,0,0,0,0,0,3,44,48,91,147,135,283
SSC13879,3,8,11,14,9,26,3,8,11,0,3,5,21,19,40,3,9,15,3,3,3,8,6,9,14,16,33,0,0,0,0,0,0,5,0,5,0,3,3,0,0,0,8,3,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,3,4,10,10,18,55,54,111
SSC13880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13881,0,0,0,0,0,3,0,0,0,3,4,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,8
SSC13882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13883,0,0,3,8,3,10,10,7,13,0,0,0,18,12,28,0,3,6,3,3,3,0,3,3,7,5,13,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,23,35,36,69
SSC13884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,29,0,0,0,3,0,3,0,0,0,0,0,0,14,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,0,3,22,19,35
SSC13886,24,27,49,68,72,138,23,26,48,3,4,10,96,103,193,32,25,55,15,10,27,3,11,15,49,51,96,0,0,0,0,3,3,4,0,4,13,10,23,0,0,0,18,13,33,3,5,7,3,0,6,0,0,4,3,13,17,0,0,0,12,18,30,0,0,3,0,3,3,0,0,0,0,5,5,116,134,246,315,345,659
SSC13887,35,19,56,87,100,188,32,35,68,26,17,38,143,144,294,51,71,123,34,33,67,7,11,12,87,117,197,4,7,14,15,18,33,14,9,22,14,29,44,0,0,0,51,58,111,19,21,42,11,12,20,0,8,3,9,20,30,0,0,0,47,52,101,3,4,9,4,9,17,0,0,0,7,20,28,137,147,280,504,557,1063
