SSC_CODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SSC12070,0,0,0,3,0,0,3,35,3,39
SSC12071,62,17,83,1303,535,55,1894,4251,477,6623
SSC12072,0,0,4,111,34,0,154,241,59,453
SSC12073,34,3,45,669,332,17,1016,1641,90,2742
SSC12074,47,9,53,1209,318,57,1583,2995,388,4970
SSC12075,0,0,0,7,0,0,7,26,0,28
SSC12076,17,4,22,146,89,7,238,801,152,1186
SSC12077,95,23,129,1082,512,78,1671,4447,607,6728
SSC12078,0,0,0,3,4,0,8,34,4,45
SSC12079,13,3,19,468,159,18,653,1454,92,2194
SSC12080,3,4,9,151,63,10,226,385,43,655
SSC12081,0,0,0,0,0,0,0,8,3,7
SSC12082,0,0,0,10,4,0,15,16,3,37
SSC12083,0,0,3,28,15,3,42,57,23,122
SSC12084,0,0,0,20,13,0,35,56,0,92
SSC12085,88,9,93,453,227,23,707,2258,114,3076
SSC12086,0,0,0,25,3,0,26,81,32,144
SSC12087,3,0,3,27,14,0,33,82,10,132
SSC12088,139,4,147,6078,1562,154,7799,12532,830,21164
SSC12089,17,0,18,2588,424,84,3091,3941,343,7372
SSC12090,134,62,204,1652,563,61,2284,3965,579,6817
SSC12091,0,0,3,34,16,4,56,72,13,138
SSC12092,0,0,0,38,20,3,64,131,8,203
SSC12093,0,0,0,15,11,0,28,51,12,90
SSC12094,38,26,61,273,127,8,409,1231,235,1874
SSC12095,6,0,6,43,23,4,71,257,65,398
SSC12096,10,4,15,173,62,17,249,540,108,898
SSC12097,0,0,0,3,0,0,3,22,3,36
SSC12098,0,0,0,0,0,0,0,6,0,5
SSC12099,197,38,243,1480,476,31,1990,10449,1079,13524
SSC12100,71,3,75,852,406,28,1286,2626,147,4059
SSC12101,11,0,16,105,54,8,161,408,27,595
SSC12102,0,0,0,25,9,0,33,86,21,136
SSC12103,5,0,5,14,15,4,29,56,8,100
SSC12104,0,0,0,0,3,0,3,6,3,10
SSC12105,0,0,0,0,0,0,0,8,0,10
SSC12106,0,0,0,0,0,0,0,6,0,15
SSC12107,0,0,0,4,0,0,4,7,0,11
SSC12108,0,0,0,5,0,0,10,26,3,36
SSC12109,18,11,25,116,92,0,208,601,124,941
SSC12110,0,0,0,0,0,0,0,3,0,3
SSC12111,7,0,9,42,7,0,45,183,29,258
SSC12112,0,0,0,0,0,0,0,0,0,3
SSC12113,0,0,3,6,4,0,12,16,0,23
SSC12114,0,0,0,3,5,0,9,13,3,24
SSC12115,0,0,0,12,8,0,15,91,14,125
SSC12116,221,83,309,971,576,41,1591,3816,470,5876
SSC12117,88,16,99,865,405,43,1316,2519,195,4031
SSC12118,3,0,3,118,90,10,212,437,52,700
SSC12119,27,7,37,71,44,7,117,487,84,694
SSC12120,0,0,0,0,6,0,9,20,3,31
SSC12121,0,0,0,6,4,0,11,34,0,44
SSC12122,0,0,0,33,23,0,56,150,14,220
SSC12123,0,0,0,16,3,0,18,51,12,87
SSC12124,0,0,0,8,6,0,20,28,4,54
SSC12125,18,7,27,237,162,14,417,687,55,1158
SSC12126,0,0,0,8,6,0,12,16,6,35
SSC12127,0,0,0,8,3,0,10,39,10,63
SSC12128,3,0,3,35,8,4,50,159,14,221
SSC12129,342,57,404,2080,591,52,2722,5444,392,8556
SSC12130,99,9,111,906,277,44,1228,2078,107,3411
SSC12131,130,99,227,1231,495,41,1765,3436,571,5773
SSC12132,3,0,4,23,13,0,38,84,21,144
SSC12133,9,3,13,64,40,0,109,245,40,385
SSC12134,15,3,13,140,67,4,209,385,13,615
SSC12135,0,0,0,0,0,0,0,0,0,0
SSC12136,0,0,0,4,4,0,6,18,0,23
SSC12137,0,0,3,106,47,10,170,358,14,544
SSC12138,0,0,0,8,4,0,13,9,0,28
SSC12139,0,0,0,18,3,0,23,80,8,115
SSC12140,8,0,8,30,13,4,39,176,16,233
SSC12141,417,68,483,1073,465,53,1587,3945,368,5894
SSC12142,24,10,34,54,72,0,122,462,55,643
SSC12143,0,0,0,15,4,0,15,61,8,79
SSC12144,0,0,0,3,0,0,3,11,5,12
SSC12145,13,0,11,270,88,9,368,788,99,1256
SSC12146,0,0,4,29,12,0,40,85,5,135
SSC12147,0,0,0,0,0,0,0,0,0,0
SSC12148,0,0,0,9,3,0,8,21,4,35
SSC12149,139,8,152,1739,696,72,2504,4655,274,7432
SSC12150,25,0,23,723,200,24,951,1586,105,2644
SSC12151,0,0,0,13,16,0,32,54,5,94
SSC12152,0,0,0,0,0,0,0,8,3,12
SSC12153,13,0,16,81,39,3,126,312,14,456
SSC12154,203,84,287,1172,460,59,1691,3880,617,6189
SSC12155,0,3,3,30,14,0,43,87,10,138
SSC12156,221,24,250,1750,561,53,2366,10516,843,13733
SSC12157,0,0,0,0,0,0,0,3,3,5
SSC12158,321,33,359,1961,622,57,2636,6964,604,10202
SSC12159,0,0,0,5,0,0,9,16,0,30
SSC12160,0,0,0,15,9,0,20,46,0,75
SSC12161,0,0,3,26,9,0,33,99,11,143
SSC12162,0,0,0,0,0,0,0,4,0,4
SSC12163,120,17,142,1550,529,64,2143,4579,648,7369
SSC12164,11,0,11,157,70,10,236,517,80,828
SSC12165,5,0,8,19,16,0,41,179,21,237
SSC12166,0,0,0,8,3,0,11,32,3,49
SSC12167,0,0,0,0,0,0,0,0,0,0
SSC12168,0,0,0,0,0,0,3,10,5,21
SSC12169,0,3,3,3,0,0,3,16,11,33
SSC12170,0,0,0,8,4,0,8,18,244,273
SSC12171,5,3,7,126,52,0,181,339,32,554
SSC12172,381,38,423,1679,617,59,2356,4738,386,7481
SSC12173,72,10,89,317,210,9,536,2632,376,3549
SSC12174,9,3,12,79,34,5,121,225,32,378
SSC12175,0,0,0,0,0,0,0,0,0,0
SSC12176,0,0,0,7,3,0,10,26,5,38
SSC12177,0,0,0,8,3,0,7,26,3,40
SSC12178,4,0,9,28,10,0,47,103,20,171
SSC12179,0,0,0,4,0,0,9,15,0,24
SSC12180,0,0,0,0,0,0,0,0,0,0
SSC12181,228,35,275,2621,536,42,3197,8679,826,12696
SSC12182,45,5,54,347,141,3,488,1058,95,1640
SSC12183,0,0,0,15,0,0,14,26,11,54
SSC12184,0,0,0,3,0,0,3,7,0,9
SSC12185,17,0,14,133,75,3,217,485,33,736
SSC12186,3,0,10,6,3,0,7,19,3,34
SSC12187,24,11,36,575,292,38,901,1786,194,2883
SSC12188,4,0,4,58,18,8,80,156,18,251
SSC12189,0,0,0,3,0,0,3,7,8,15
SSC12190,0,0,0,0,0,0,0,0,0,0
SSC12191,3,0,3,22,14,3,36,121,11,171
SSC12192,4,0,10,41,14,3,54,246,54,360
SSC12193,109,18,132,1146,507,52,1710,3634,401,5747
SSC12194,22,3,25,389,118,11,513,1016,125,1654
SSC12195,3,0,3,46,32,6,85,177,30,290
SSC12196,0,0,0,4,3,0,8,53,5,68
SSC12197,21,5,32,403,163,13,578,1262,168,2011
SSC12198,0,0,0,0,0,0,0,0,0,0
SSC12199,3,0,5,62,18,0,80,289,139,511
SSC12200,102,13,120,774,278,31,1076,1909,138,3122
SSC12201,37,4,40,220,74,13,303,504,46,855
SSC12202,0,0,7,56,36,0,92,188,46,326
SSC12203,0,0,0,4,4,0,11,34,0,43
SSC12204,3,0,3,18,13,0,34,112,8,157
SSC12205,0,0,0,0,0,0,0,3,4,7
SSC12206,10,0,10,98,51,0,146,314,52,511
SSC12207,0,0,0,0,0,0,0,5,0,12
SSC12208,0,0,0,9,5,0,16,45,3,63
SSC12209,9,0,9,88,31,6,122,302,75,504
SSC12210,0,0,0,12,3,0,13,41,4,66
SSC12211,0,0,0,37,13,0,47,97,11,151
SSC12212,0,0,0,17,10,3,29,91,13,129
SSC12213,0,0,0,25,8,0,29,52,3,86
SSC12214,0,0,0,7,0,0,7,32,3,35
SSC12215,10,0,10,140,69,5,212,432,45,690
SSC12216,15,0,12,449,135,21,610,979,110,1698
SSC12217,17,0,24,219,85,4,310,907,108,1326
SSC12218,53,5,54,476,226,24,723,1597,200,2526
SSC12219,12,0,15,224,75,8,307,680,106,1095
SSC12220,12,0,12,111,34,3,145,364,35,546
SSC12221,141,69,211,881,432,39,1352,3086,517,4961
SSC12222,0,0,0,16,5,0,19,42,3,70
SSC12223,0,0,0,0,0,0,0,17,0,16
SSC12224,0,0,0,8,0,0,9,13,8,32
SSC12225,0,0,0,15,3,0,18,20,0,37
SSC12226,13,3,18,140,54,4,194,485,73,758
SSC12227,24,3,22,188,51,0,236,569,42,844
SSC12228,3,0,7,9,7,0,22,81,15,115
SSC12229,88,39,130,258,128,21,402,1147,267,1822
SSC12230,8,0,8,49,28,0,81,228,31,344
SSC12231,0,3,9,16,5,0,24,81,16,127
SSC12232,0,0,0,20,6,0,25,70,3,101
SSC12233,3,0,3,48,33,3,86,168,24,278
SSC12234,0,0,0,18,13,3,32,54,4,87
SSC12235,0,0,0,60,22,0,82,193,16,290
SSC12236,3,0,3,4,0,0,10,38,0,43
SSC12237,0,0,0,19,12,3,37,111,33,175
SSC12238,67,14,85,1030,521,44,1593,3056,280,4927
SSC12239,0,0,0,23,7,0,38,134,36,204
SSC12240,0,0,0,3,0,0,3,4,0,10
SSC12241,0,0,0,0,0,0,0,0,3,6
SSC12242,38,4,46,198,87,14,294,682,174,1145
SSC12243,48,16,62,487,213,17,713,2009,184,2901
SSC12244,11,5,21,25,37,3,66,296,35,403
SSC12245,0,0,0,4,3,0,4,23,0,28
SSC12246,0,0,0,20,11,0,28,43,11,84
SSC12247,132,89,223,409,263,14,692,1997,389,3075
SSC12248,84,6,92,593,239,15,844,2037,210,3096
SSC12249,0,0,0,8,3,3,17,25,0,44
SSC12250,78,9,88,420,194,19,633,1816,221,2672
SSC12251,0,0,5,62,30,0,90,221,23,341
SSC12252,0,0,0,0,0,0,0,0,0,0
SSC12253,82,24,108,713,384,28,1132,2915,356,4400
SSC12254,11,3,15,95,40,3,143,353,41,535
SSC12255,3,0,9,149,62,4,213,425,66,705
SSC12256,8,3,14,251,139,11,400,730,41,1171
SSC12257,196,92,287,3256,455,48,3757,7858,1121,12734
SSC12258,7,0,7,70,32,0,105,214,32,350
SSC12259,32,18,43,134,71,9,214,706,84,1007
SSC12260,0,0,0,18,0,0,24,27,8,62
SSC12261,103,24,127,1199,395,44,1633,3968,574,6182
SSC12262,0,0,0,23,3,0,24,39,10,68
SSC12263,3,0,3,70,21,3,92,165,31,288
SSC12264,87,18,112,863,346,35,1246,2527,201,3974
SSC12265,0,0,0,6,3,0,10,10,0,17
SSC12266,289,28,313,2113,492,59,2665,5659,454,8781
SSC12267,242,17,262,2070,469,61,2600,6303,560,9471
SSC12268,40,6,47,582,110,21,721,1211,87,2014
SSC12269,0,0,0,3,6,0,6,30,5,37
SSC12270,0,0,3,45,23,0,75,153,19,244
SSC12271,0,0,0,0,0,0,3,32,10,43
SSC12272,0,0,0,0,0,0,0,10,0,14
SSC12273,9,0,9,77,39,0,118,325,38,484
SSC12274,0,0,0,0,0,0,0,0,0,3
SSC12275,26,8,33,348,125,11,483,1446,174,2107
SSC12276,9,8,13,162,92,8,260,454,66,780
SSC12277,0,0,0,5,0,0,4,21,7,33
SSC12278,25,36,62,377,141,14,531,817,115,1468
SSC12279,3,0,0,48,23,3,78,175,43,296
SSC12280,0,0,0,15,7,0,24,14,6,44
SSC12281,0,0,0,12,3,0,16,45,7,74
SSC12282,0,0,0,3,0,0,4,17,0,15
SSC12283,160,32,195,140,109,6,254,1361,196,1815
SSC12284,0,0,0,0,0,0,3,7,3,16
SSC12285,16,6,20,76,61,4,143,633,92,871
SSC12286,0,0,0,3,4,0,13,10,0,22
SSC12287,252,49,306,1766,858,80,2698,6560,1035,10299
SSC12288,13,4,18,109,65,3,183,610,104,900
SSC12289,38,5,44,429,149,17,591,1401,142,2135
SSC12290,0,0,0,19,12,0,37,56,36,134
SSC12291,0,0,0,26,12,3,43,62,4,113
SSC12292,0,0,0,0,0,0,0,0,0,3
SSC12293,180,30,215,1259,547,42,1849,4278,779,6907
SSC12294,0,0,0,9,0,0,11,32,12,55
SSC12295,0,0,0,40,11,0,57,125,23,200
SSC12296,3,0,3,28,14,0,39,63,17,127
SSC12297,211,20,231,2823,528,87,3444,7384,958,11782
SSC12298,0,0,0,0,0,0,0,5,4,6
SSC12299,0,0,0,7,9,0,17,21,8,53
SSC12300,38,6,45,333,169,21,518,1463,208,2187
SSC12301,0,0,0,0,0,0,0,0,0,0
SSC12302,0,0,0,13,3,0,16,20,4,46
SSC12303,91,17,107,1204,411,61,1670,3122,361,5149
SSC12304,34,0,33,476,241,25,734,1140,106,1984
SSC12305,31,0,38,580,206,17,805,1685,274,2762
SSC12306,0,0,0,4,0,0,4,9,3,17
SSC12307,19,3,24,587,250,20,860,2204,526,3600
SSC12308,75,14,93,1613,643,50,2308,4996,553,7867
SSC12309,175,17,190,555,234,39,828,2914,326,4074
SSC12310,0,0,0,5,4,0,10,16,5,33
SSC12311,0,0,0,4,0,0,7,20,0,32
SSC12312,0,0,0,25,14,3,37,60,19,122
SSC12313,61,17,79,441,122,7,572,1926,251,2756
SSC12314,0,0,0,23,16,4,38,82,3,119
SSC12315,10,0,10,472,78,7,554,1079,126,1761
SSC12316,232,18,258,2688,735,53,3481,12014,1255,16747
SSC12317,0,0,0,0,0,0,0,0,0,0
SSC12318,4,0,5,75,28,0,101,186,55,350
SSC12319,0,0,5,49,17,0,66,152,29,244
SSC12320,25,6,39,222,84,11,319,1301,321,1938
SSC12321,10,0,10,71,27,4,105,395,49,549
SSC12322,19,0,24,262,105,10,376,700,35,1112
SSC12323,4,0,4,23,11,4,39,107,28,177
SSC12324,0,0,0,0,0,0,0,18,6,29
SSC12325,150,9,166,1492,305,78,1877,3658,460,5997
SSC12326,0,0,0,0,0,0,0,3,0,5
SSC12327,0,0,0,8,10,0,16,73,9,97
SSC12328,3,0,5,67,27,3,103,135,32,267
SSC12329,0,0,0,0,0,0,0,9,0,13
SSC12330,0,0,0,18,8,3,27,57,6,90
SSC12331,0,0,0,5,3,0,8,25,0,38
SSC12332,0,0,0,0,0,0,0,0,3,8
SSC12333,3,0,4,31,16,0,48,123,18,189
SSC12334,3,0,3,10,4,0,12,31,0,45
SSC12335,3,0,3,79,33,3,116,286,21,416
SSC12336,3,4,4,38,20,0,57,125,11,195
SSC12337,0,0,0,0,0,0,0,13,3,20
SSC12338,0,0,0,4,3,0,3,3,0,12
SSC12339,236,21,261,1962,543,45,2541,4904,357,7801
SSC12340,0,0,0,12,0,0,17,18,0,36
SSC12341,3,0,7,65,14,0,78,190,15,281
SSC12342,0,0,0,0,0,0,0,3,0,5
SSC12343,138,14,152,968,372,55,1397,2498,180,4076
SSC12344,96,25,121,486,182,21,693,1988,354,3037
SSC12345,54,11,64,342,121,23,487,1151,130,1772
SSC12346,3,0,3,11,13,0,23,86,11,116
SSC12347,152,41,192,640,348,29,1018,2946,456,4417
SSC12348,0,0,0,4,0,0,10,20,3,35
SSC12349,107,69,175,696,262,25,978,2219,485,3682
SSC12350,0,0,0,24,7,3,34,49,5,82
SSC12351,4,0,4,25,11,3,39,98,3,140
SSC12352,3,0,3,74,24,0,96,289,41,429
SSC12353,0,0,0,8,0,0,8,5,0,16
SSC12354,0,0,0,14,8,0,26,30,31,80
SSC12355,0,0,0,0,0,0,0,4,0,4
SSC12356,0,0,0,29,5,0,32,64,3,104
SSC12357,0,0,0,4,3,0,10,28,0,43
SSC12358,0,0,0,0,0,0,0,26,4,27
SSC12359,0,0,0,4,5,0,9,27,12,52
SSC12360,23,3,28,123,45,8,180,443,42,665
SSC12361,308,65,378,3969,825,65,4860,13436,3094,21391
SSC12362,13,0,19,473,179,14,665,956,76,1699
SSC12363,6,6,12,266,94,7,363,779,136,1278
SSC12364,3,0,3,24,6,0,25,61,11,98
SSC12365,0,0,3,178,50,11,237,344,33,619
SSC12366,0,0,0,0,5,0,10,26,0,37
SSC12367,3,0,3,78,30,5,113,155,18,285
SSC12368,13,0,16,111,73,9,188,432,41,657
SSC12369,37,12,50,149,74,11,231,543,94,872
SSC12370,0,0,0,3,0,0,10,27,10,41
SSC12371,72,11,79,806,310,54,1167,1914,124,3206
SSC12372,4,0,3,19,3,0,29,142,37,207
SSC12373,0,0,0,20,9,0,32,77,4,113
SSC12374,0,0,0,11,4,0,8,49,11,69
SSC12375,23,3,33,601,241,31,869,1962,303,3136
SSC12376,10,6,15,201,82,6,288,834,77,1197
SSC12377,3,0,3,23,5,0,25,57,16,99
SSC12378,149,54,209,968,383,50,1401,3351,529,5282
SSC12379,0,0,0,0,0,0,6,18,3,29
SSC12380,0,0,0,0,0,0,0,0,0,0
SSC12381,3,0,3,28,24,5,55,107,13,172
SSC12382,0,0,0,7,0,0,7,12,7,30
SSC12383,0,0,0,0,0,0,0,9,5,17
SSC12384,0,0,0,5,4,0,12,39,0,61
SSC12385,39,4,41,396,154,10,560,1026,66,1653
SSC12386,9,0,12,96,32,8,133,243,28,402
SSC12387,12,0,10,54,17,5,78,211,38,327
SSC12388,0,0,0,8,3,0,6,7,0,18
SSC12389,32,9,34,243,108,7,359,650,67,1074
SSC12390,3,0,3,29,21,3,52,158,19,234
SSC12391,0,0,0,12,8,0,15,28,15,57
SSC12392,0,0,0,10,3,0,17,20,9,40
SSC12393,0,0,0,0,0,0,0,7,4,9
SSC12394,0,0,0,3,0,0,3,33,4,43
SSC12395,3,0,3,125,49,4,181,307,20,503
SSC12396,7,0,7,80,35,0,116,250,36,409
SSC12397,0,0,0,15,6,0,23,59,49,135
SSC12398,0,0,3,40,14,0,53,179,60,298
SSC12399,0,0,0,3,0,0,6,17,6,32
SSC12400,0,0,0,0,0,0,0,4,0,4
SSC12401,6,0,6,56,33,0,91,224,19,331
SSC12402,0,0,0,15,8,0,26,106,15,146
SSC12403,0,0,0,3,0,0,3,14,3,23
SSC12404,0,0,0,3,0,0,0,23,3,29
SSC12405,0,0,0,4,0,0,4,18,0,16
SSC12406,0,0,0,7,0,0,6,18,0,22
SSC12407,0,0,0,6,3,0,10,22,4,37
SSC12408,0,0,0,40,19,0,63,148,16,221
SSC12409,0,0,0,6,4,0,7,42,12,64
SSC12410,0,0,0,7,0,0,13,64,11,96
SSC12411,0,0,0,0,0,0,0,6,0,6
SSC12412,3,0,3,94,31,0,124,290,61,481
SSC12413,3,0,4,22,12,0,31,62,6,100
SSC12414,0,0,0,17,8,3,22,45,8,76
SSC12415,3,0,3,8,5,0,11,42,11,71
SSC12416,0,0,0,11,4,0,13,32,16,62
SSC12417,0,0,0,0,0,0,0,0,0,0
SSC12418,0,0,3,51,26,0,83,150,21,248
SSC12419,14,3,21,339,87,12,439,845,117,1402
SSC12420,0,0,0,16,9,0,27,110,21,154
SSC12421,142,23,169,936,415,24,1378,3057,199,4629
SSC12422,102,24,127,1339,393,26,1762,4564,752,7073
SSC12423,0,0,0,32,16,0,51,86,20,154
SSC12424,0,0,0,9,3,0,16,53,3,71
SSC12425,0,0,0,4,0,0,9,8,0,15
SSC12426,11,0,11,55,31,3,84,191,21,298
SSC12427,6,0,6,28,17,0,51,125,13,185
SSC12428,0,0,0,5,0,3,8,8,3,14
SSC12429,0,0,0,3,0,0,3,6,0,10
SSC12430,108,54,159,333,138,14,484,1349,288,2122
SSC12431,172,22,189,241,165,15,414,1619,272,2305
SSC12432,21,0,23,200,160,9,362,661,55,1080
SSC12433,93,23,121,2232,672,59,2966,6638,984,10585
SSC12434,16,0,23,677,263,37,975,1507,76,2552
SSC12435,4,0,4,244,88,10,342,668,58,1069
SSC12436,0,0,0,0,0,0,0,0,0,0
SSC12437,126,35,167,1026,228,15,1272,5411,600,7280
SSC12438,0,0,0,0,0,0,0,0,0,0
SSC12439,0,0,0,0,0,0,0,4,0,4
SSC12440,0,0,0,4,0,0,4,14,0,20
SSC12441,0,0,0,14,30,0,48,128,10,184
SSC12442,0,0,0,0,3,0,5,14,0,22
SSC12443,0,0,0,88,37,5,136,264,11,419
SSC12444,0,0,3,18,5,0,30,67,11,106
SSC12445,3,0,3,97,37,3,131,257,85,468
SSC12446,0,0,0,6,7,0,14,52,3,70
SSC12447,0,0,0,10,3,0,10,22,8,44
SSC12448,0,0,0,36,14,0,53,71,25,143
SSC12449,93,9,102,232,119,10,359,1079,172,1609
SSC12450,0,0,0,0,0,0,0,18,8,18
SSC12451,0,0,0,28,10,3,42,45,12,103
SSC12452,6,0,4,39,9,0,54,129,22,203
SSC12453,72,52,126,562,272,19,863,1985,1933,4783
SSC12454,0,0,0,0,0,0,3,11,3,14
SSC12455,11,0,18,131,49,8,187,488,81,753
SSC12456,0,0,0,9,0,0,9,15,3,29
SSC12457,0,0,0,16,8,0,17,106,12,139
SSC12458,0,0,0,0,0,0,0,10,0,10
SSC12459,0,0,3,17,3,0,23,43,19,86
SSC12460,7,0,12,49,18,0,65,221,30,313
SSC12461,33,0,38,244,92,13,349,1122,162,1629
SSC12462,0,0,0,19,3,0,23,68,11,99
SSC12463,0,0,0,3,0,0,3,9,0,17
SSC12464,0,0,0,16,10,0,26,31,3,56
SSC12465,0,0,0,78,21,10,102,209,26,343
SSC12466,0,0,0,9,6,0,13,35,0,48
SSC12467,10,0,7,47,8,4,57,198,40,299
SSC12468,50,7,60,526,189,18,736,1436,174,2349
SSC12469,0,0,0,9,3,0,13,18,8,36
SSC12470,7,0,7,45,16,0,68,134,45,249
SSC12471,0,0,0,0,0,0,3,26,7,37
SSC12472,9,0,9,117,35,3,159,383,38,578
SSC12473,11,3,16,124,42,0,169,357,83,612
SSC12474,65,20,88,310,127,25,459,1319,313,2094
SSC12475,236,132,367,2178,852,56,3091,9270,1447,13809
SSC12476,130,75,208,1225,270,44,1536,3009,424,4971
SSC12477,39,4,42,392,206,20,614,1275,122,2013
SSC12478,8,0,13,13,9,3,19,172,36,225
SSC12479,0,0,0,10,4,0,16,36,164,213
SSC12480,0,0,0,10,5,0,13,42,0,62
SSC12481,0,0,0,51,22,0,79,129,21,228
SSC12482,3,0,8,60,42,3,108,310,51,469
SSC12483,0,0,0,11,0,0,12,31,11,52
SSC12484,9,0,9,216,103,9,325,570,60,953
SSC12485,190,39,228,1228,450,33,1715,4117,367,6192
SSC12486,0,0,0,16,19,0,35,45,4,89
SSC12487,3,0,4,51,14,0,69,97,9,171
SSC12488,37,36,66,690,204,32,927,1671,264,2866
SSC12489,0,0,0,3,0,0,3,3,0,9
SSC12490,0,0,0,0,0,0,0,0,0,0
SSC12491,0,0,0,9,3,0,10,17,11,39
SSC12492,39,10,53,251,169,14,434,992,112,1529
SSC12493,0,0,0,16,9,0,22,67,7,99
SSC12494,0,0,0,21,16,3,38,116,29,177
SSC12495,0,0,0,14,0,0,11,34,13,56
SSC12496,0,0,0,0,0,0,0,10,6,16
SSC12497,0,0,0,0,0,0,0,3,0,3
SSC12498,14,3,22,126,61,4,197,402,31,625
SSC12499,3,0,3,24,5,0,32,68,14,114
SSC12500,3,0,3,106,25,3,142,289,52,482
SSC12501,734,98,855,4799,1561,133,6487,17263,1963,25716
SSC12502,0,0,0,75,49,3,130,235,454,826
SSC12503,6,0,5,58,30,4,94,168,26,288
SSC12504,484,38,538,3736,1189,148,5077,15821,1913,22811
SSC12505,4,0,9,133,57,3,193,541,116,850
SSC12506,466,117,581,2005,573,49,2626,8217,614,11462
SSC12507,0,0,0,27,15,0,42,63,7,112
SSC12508,0,0,0,4,3,0,5,34,7,37
SSC12509,0,0,0,13,3,0,20,26,3,39
SSC12510,0,0,0,20,3,3,29,91,20,136
SSC12511,3,0,3,62,26,7,90,172,36,304
SSC12512,3,8,9,49,34,3,84,187,38,317
SSC12513,6,6,12,182,85,15,279,551,96,921
SSC12514,46,6,55,1468,583,63,2116,3691,248,6053
SSC12515,0,0,0,4,4,0,11,43,0,49
SSC12516,3,0,3,10,3,0,19,30,4,56
SSC12517,5,0,5,34,9,4,44,88,23,158
SSC12518,24,4,31,222,97,10,336,832,54,1220
SSC12519,126,13,139,2063,523,43,2629,9210,970,12811
SSC12520,9,0,14,191,68,9,260,471,42,769
SSC12521,0,0,0,17,0,0,17,17,4,40
SSC12522,16,3,24,117,59,3,186,516,77,779
SSC12523,3,3,3,15,9,0,26,85,31,142
SSC12524,199,32,236,1615,549,56,2220,5192,655,8061
SSC12525,0,0,0,18,0,0,18,44,11,65
SSC12526,0,0,0,24,4,0,32,45,8,89
SSC12527,0,0,0,17,6,0,27,37,10,63
SSC12528,0,0,0,7,0,0,8,15,4,30
SSC12529,0,0,0,13,0,0,11,25,4,39
SSC12530,144,69,218,1387,561,67,2011,5212,642,7867
SSC12531,0,0,0,0,0,0,0,7,0,7
SSC12532,0,0,0,0,0,0,0,13,3,12
SSC12533,0,0,0,8,3,0,10,10,8,29
SSC12534,65,5,67,249,100,11,353,995,94,1445
SSC12535,0,0,0,0,0,0,0,0,0,0
SSC12536,30,3,34,304,98,15,414,1052,97,1566
SSC12537,3,0,3,29,5,0,29,63,20,111
SSC12538,4,0,4,128,30,3,160,388,55,604
SSC12539,0,0,0,4,0,0,4,8,0,12
SSC12540,0,0,0,53,11,0,70,114,9,191
SSC12541,0,0,0,18,13,0,27,86,8,124
SSC12542,14,4,17,516,152,22,688,1202,90,1974
SSC12543,0,0,0,62,25,0,93,153,17,263
SSC12544,3,0,3,42,14,0,59,113,14,191
SSC12545,10,0,10,90,37,0,130,261,31,417
SSC12546,0,3,3,18,10,4,31,41,13,77
SSC12547,26,3,30,211,131,5,345,1514,226,2088
SSC12548,0,0,0,5,4,0,11,32,3,46
SSC12549,0,0,4,61,23,0,83,136,18,240
SSC12550,16,0,16,684,143,7,837,2900,139,3874
SSC12551,0,0,0,0,0,0,0,0,0,0
SSC12552,0,0,0,4,0,0,5,29,3,33
SSC12553,9,0,6,73,47,4,125,377,32,541
SSC12554,38,7,43,1862,671,81,2611,4095,582,7284
SSC12555,0,0,0,20,14,0,34,52,6,97
SSC12556,3,0,3,54,25,0,76,221,28,329
SSC12557,0,0,0,30,6,0,36,70,20,122
SSC12558,0,0,3,19,4,0,23,101,17,132
SSC12559,0,0,0,0,0,0,0,4,0,4
SSC12560,6,0,6,7,16,0,25,62,6,94
SSC12561,0,0,0,0,0,0,0,0,0,0
SSC12562,0,0,0,7,0,3,7,27,10,42
SSC12563,25,0,24,316,87,14,420,744,45,1216
SSC12564,0,0,0,10,6,0,16,31,3,51
SSC12565,0,0,0,19,0,0,20,37,3,65
SSC12566,0,0,0,24,9,0,30,69,16,114
SSC12567,70,11,90,1903,662,56,2624,5247,353,8223
SSC12568,76,3,81,148,67,6,226,717,60,999
SSC12569,3,0,6,36,19,3,58,133,17,200
SSC12570,11,0,11,76,29,3,110,300,36,448
SSC12571,8,0,10,54,19,0,70,289,98,458
SSC12572,0,0,0,33,10,0,48,79,16,139
SSC12573,191,51,247,1768,833,62,2661,5905,512,9083
SSC12574,26,36,66,294,82,11,382,588,103,1080
SSC12575,124,58,178,366,226,5,592,2209,353,3159
SSC12576,0,0,0,13,9,0,19,61,0,81
SSC12577,0,0,0,0,0,0,0,0,0,0
SSC12578,0,0,0,3,0,0,3,23,3,29
SSC12579,3,5,7,77,42,4,118,236,28,379
SSC12580,0,0,0,0,0,3,3,5,7,22
SSC12581,0,0,0,3,0,0,3,3,0,9
SSC12582,0,0,0,3,3,0,8,8,0,14
SSC12583,0,0,0,4,4,0,10,8,0,18
SSC12584,0,0,0,5,8,0,14,9,0,25
SSC12585,42,15,59,275,104,8,389,847,174,1412
SSC12586,0,0,0,19,0,0,21,60,9,91
SSC12587,0,0,3,17,9,0,26,66,10,100
