SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC13943,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,3,..,6,19
SSC13944,25,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,68,10,..,31,68
SSC13945,143,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,144,328,17,..,165,328
SSC13946,46,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,47,150,8,..,50,150
SSC13947,90,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,252,10,..,97,252
SSC13948,33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,100,4,..,37,100
SSC13949,18,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,49,24,..,49,49
SSC13950,252,687,28,54,59,138,88,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,12,355,897,35,..,387,897
SSC13951,397,1077,3,5,5,10,8,12,16,18,0,0,0,0,0,0,16,18,34,52,0,0,0,5,0,3,39,58,6,19,459,1189,50,..,514,1189
SSC13952,26,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,62,12,..,43,62
SSC13953,29,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,67,10,..,40,67
SSC13954,157,364,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,158,369,64,..,220,369
SSC13955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC13956,100,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,101,273,4,..,102,273
SSC13957,84,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,90,210,40,..,124,210
SSC13958,178,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,184,510,10,..,185,510
SSC13959,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,48,6,..,30,48
SSC13960,45,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,46,113,4,..,46,113
SSC13961,681,1571,15,22,0,0,19,20,11,24,0,0,0,0,0,0,11,24,4,11,3,3,0,0,0,0,6,11,5,14,728,1635,122,..,846,1635
SSC13962,1507,4399,214,348,23,59,239,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1754,4818,155,..,1905,4818
SSC13963,63,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,3,4,0,0,61,170,17,..,81,170
SSC13964,142,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,149,371,11,..,158,371
SSC13965,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,4,..,12,31
SSC13966,2122,5152,79,101,24,36,106,134,113,155,0,0,0,0,0,0,113,155,0,9,0,0,0,0,0,0,3,5,15,21,2350,5472,273,..,2628,5472
SSC13967,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,3,..,22,49
SSC13968,30,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,62,0,..,30,62
SSC13969,1462,3232,593,960,109,216,703,1181,205,318,125,208,204,345,0,0,539,870,31,41,9,19,0,0,12,21,50,79,25,38,2784,5400,606,..,3392,5400
SSC13970,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,13,..,28,32
SSC13971,76,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,8,0,0,80,173,16,..,95,173
SSC13972,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,..,6,12
SSC13973,1067,2461,74,123,71,121,146,248,56,93,0,0,0,0,0,0,56,93,0,0,0,0,0,0,0,0,0,0,0,0,1277,2805,276,..,1551,2805
SSC13974,38,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,77,23,..,64,77
SSC13975,48,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,144,8,..,58,144
SSC13976,49,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,141,4,..,57,141
SSC13977,32,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,66,33,..,68,66
SSC13978,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,..,14,9
SSC13979,968,2003,15,19,9,18,28,40,34,46,0,0,0,0,0,0,37,42,0,0,0,0,0,0,0,0,0,0,4,7,1029,2084,654,..,1691,2084
SSC13980,2980,9371,17,40,142,330,153,368,171,289,307,537,407,900,0,0,883,1728,0,0,0,0,0,0,0,3,0,3,6,10,4023,11476,298,..,4324,11476
SSC13981,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,63,4,..,33,63
SSC13982,390,1340,31,108,29,126,60,231,19,25,0,0,296,831,0,0,310,859,0,0,0,0,0,0,0,0,0,0,4,10,771,2443,57,..,824,2443
SSC13983,1173,2980,41,77,0,0,41,77,18,30,0,4,0,0,0,0,20,37,3,4,0,0,0,0,5,11,11,19,3,16,1249,3126,162,..,1409,3126
SSC13984,1207,3073,606,1060,368,673,975,1734,448,730,426,740,562,1002,3,7,1435,2477,0,0,10,15,0,3,9,15,15,30,18,41,3651,7355,730,..,4375,7355
SSC13985,1567,3873,603,1138,383,874,988,2009,218,355,202,331,73,122,0,0,493,812,124,176,92,145,0,0,3,3,223,327,15,21,3276,7041,280,..,3560,7041
SSC13986,1361,3274,303,575,227,465,531,1042,349,654,194,369,18,40,0,0,565,1065,38,53,76,109,0,3,4,20,123,183,11,20,2587,5585,245,..,2831,5585
SSC13987,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,5,..,18,29
SSC13988,28,59,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,35,59,0,7,0,3,0,0,41,67,0,0,66,132,3,..,74,132
SSC13989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC13990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC13991,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,9,..,20,37
SSC13992,30,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,72,9,..,33,72
SSC13993,50,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,14,61,137,25,..,80,137
SSC13994,178,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,178,483,15,..,193,483
SSC13995,36,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,81,6,..,50,81
SSC13996,47,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,49,112,4,..,48,112
SSC13997,57,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0,8,17,0,3,71,155,8,..,80,155
SSC13998,42,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,88,8,..,48,88
SSC13999,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,3,..,10,22
SSC14000,238,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,7,3,6,244,607,16,..,257,607
SSC14001,71,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,70,183,12,..,89,183
SSC14002,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,42,10,..,26,42
SSC14003,2219,5313,155,241,153,252,306,492,70,109,0,0,0,0,0,0,67,106,11,20,106,147,0,0,0,10,118,176,17,29,2729,6116,488,..,3221,6116
SSC14004,265,655,14,16,4,11,16,25,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,6,7,6,3,9,294,698,34,..,321,698
SSC14005,73,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,182,10,..,84,182
SSC14006,5,10,25,86,209,566,234,654,85,213,399,948,2099,5236,0,0,2587,6392,0,0,0,0,0,0,0,3,0,3,30,74,2855,7134,240,..,3096,7134
SSC14007,4866,12931,663,1157,227,477,892,1635,415,654,13,13,0,0,9,12,439,688,4,10,151,252,0,0,3,12,160,266,25,30,6375,15548,909,..,7284,15548
SSC14008,1595,4169,196,297,95,199,288,498,140,203,0,0,0,0,0,0,147,203,0,0,0,0,0,3,18,38,19,42,4,17,2051,4929,122,..,2173,4929
SSC14009,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,3,..,15,31
SSC14010,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,15,..,18,13
SSC14011,203,463,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,4,13,209,478,45,..,257,478
SSC14012,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,0,..,9,25
SSC14013,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,..,8,12
SSC14014,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,13,28,3,..,18,28
SSC14015,100,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,101,238,18,..,119,238
SSC14016,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,..,12,7
SSC14017,17,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,14,54,8,..,27,54
SSC14018,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,53,8,..,32,53
SSC14019,33,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,68,10,..,43,68
SSC14020,44,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,11,13,3,0,50,133,12,..,60,133
SSC14021,68,163,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,4,0,0,0,7,0,0,7,11,4,6,79,186,5,..,83,186
SSC14022,50,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,137,9,..,60,137
SSC14023,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,..,3,6
SSC14024,25,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,92,3,..,28,92
SSC14025,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42,0,..,17,42
SSC14026,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,3,..,17,27
SSC14027,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,..,13,8
SSC14028,32,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,100,5,..,41,100
SSC14029,51,136,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,58,146,12,..,71,146
SSC14030,44,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,48,98,54,..,101,98
SSC14031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC14032,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,..,3,6
SSC14033,210,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,521,31,..,237,521
SSC14034,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,9,..,15,20
SSC14035,91,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,5,10,0,3,98,181,11,..,109,181
SSC14036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC14037,46,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,50,108,13,..,59,108
SSC14038,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,8,..,11,15
SSC14039,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,3,..,16,28
SSC14040,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,..,3,9
SSC14041,255,714,0,3,0,0,0,3,5,10,0,0,0,0,0,0,5,10,0,0,0,11,0,0,0,0,0,11,3,4,268,737,28,..,288,737
SSC14042,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,40,7,..,21,40
SSC14043,41,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,135,4,..,46,135
SSC14044,28,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,63,5,..,33,63
SSC14045,48,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,51,122,4,..,54,122
SSC14046,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,41,7,..,22,41
SSC14047,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,..,9,7
SSC14048,25,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,58,5,..,28,58
SSC14049,41,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,107,3,..,46,107
SSC14050,86,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,206,7,..,92,206
SSC14051,1018,2404,13,20,0,3,12,23,29,44,0,0,0,0,0,0,29,44,4,8,10,10,0,0,6,4,19,25,5,8,1089,2504,139,..,1224,2504
SSC14052,134,302,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,135,306,64,..,206,306
SSC14053,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,..,4,14
SSC14054,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,..,7,16
SSC14055,317,844,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,314,848,16,..,330,848
SSC14056,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,6,..,10,13
SSC14057,118,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,120,248,26,..,147,248
SSC14058,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,0,..,7,27
SSC14059,40,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,97,8,..,42,97
SSC14060,68,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,67,177,11,..,85,177
SSC14061,1018,2281,94,179,31,56,126,240,76,101,11,14,0,0,0,0,85,113,34,57,4,12,0,0,0,3,42,69,9,23,1288,2727,137,..,1424,2727
SSC14062,62,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,163,10,..,71,163
SSC14063,211,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,218,626,31,..,241,626
SSC14064,149,355,13,17,21,39,32,61,5,9,0,0,0,0,0,0,5,9,0,9,0,0,0,0,0,0,3,4,0,11,194,440,51,..,243,440
SSC14065,1744,4959,137,225,81,142,218,367,9,22,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,3,0,3,5,16,1983,5369,169,..,2145,5369
SSC14066,52,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,134,9,..,60,134
SSC14067,308,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,7,309,859,31,..,340,859
SSC14068,529,1194,19,39,10,12,26,53,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,11,9,0,3,569,1264,101,..,667,1264
SSC14069,402,1135,4,12,11,24,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,417,1173,18,..,438,1173
SSC14070,30,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,90,3,..,29,90
SSC14071,1549,4906,77,212,201,579,276,788,397,963,575,1253,276,544,0,0,1248,2759,0,3,0,0,0,0,47,116,53,116,9,41,3143,8611,423,..,3565,8611
SSC14072,77,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,203,5,..,76,203
SSC14073,109,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,5,8,0,0,114,266,4,..,120,266
SSC14074,1301,4252,24,33,104,349,126,378,177,333,140,242,0,0,3,18,325,591,3,3,0,0,0,0,9,33,12,38,5,10,1770,5275,121,..,1894,5275
SSC14075,1215,2770,35,55,38,60,74,118,66,114,0,0,0,0,0,0,66,114,0,0,0,0,0,3,0,0,3,4,3,3,1361,3002,963,..,2317,3002
SSC14076,274,862,76,81,0,7,77,82,9,11,0,0,0,0,0,0,9,11,0,0,34,49,0,0,0,3,36,49,10,18,404,1028,27,..,427,1028
SSC14077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC14078,21,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,56,5,..,31,56
SSC14079,452,1541,0,0,35,85,35,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,1627,8,..,494,1627
SSC14080,904,2651,33,65,15,41,48,105,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,959,2770,80,..,1031,2770
SSC14081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC14082,71,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,76,155,28,..,105,155
SSC14083,1696,3915,393,665,159,285,558,952,645,985,77,97,35,40,3,10,753,1135,0,0,0,3,0,0,41,83,45,86,10,26,3068,6114,548,..,3611,6114
SSC14084,87,197,0,0,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,204,79,..,173,204
SSC14085,4157,13169,48,110,256,584,309,694,252,446,143,273,580,1246,0,0,970,1964,0,0,0,0,0,0,0,0,0,0,18,44,5457,15873,396,..,5853,15873
SSC14086,275,834,11,30,161,271,170,299,107,168,263,530,1493,3857,0,0,1859,4551,0,0,0,0,0,0,7,16,7,16,0,3,2316,5701,153,..,2464,5701
SSC14087,32,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,82,8,..,40,82
SSC14088,42,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,126,0,..,41,126
SSC14089,1164,4021,61,181,117,396,176,575,3,18,0,0,0,0,0,3,9,28,0,0,0,0,0,7,0,0,0,7,0,6,1353,4628,43,..,1398,4628
SSC14090,129,283,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,284,42,..,170,284
SSC14091,27,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,71,11,..,37,71
SSC14092,61,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,141,10,..,76,141
SSC14093,926,2142,3,12,0,0,3,12,23,26,0,0,0,0,3,4,24,36,3,0,3,4,3,4,4,6,9,14,14,36,976,2230,200,..,1173,2230
SSC14094,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,46,0,..,26,46
SSC14095,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,..,13,25
SSC14096,587,1618,0,0,0,0,0,0,41,48,0,0,0,0,0,0,41,48,0,3,0,4,26,33,0,0,24,37,30,83,678,1787,203,..,885,1787
SSC14097,288,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,3,0,297,728,27,..,323,728
SSC14098,162,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,3,169,368,31,..,193,368
SSC14099,225,607,13,20,3,0,11,26,10,21,0,0,0,0,0,0,10,21,0,0,0,0,0,0,0,0,0,4,0,7,252,662,23,..,277,662
SSC14100,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,..,3,9
SSC14101,439,1398,0,0,0,9,0,9,44,59,0,0,0,0,0,0,44,59,27,36,0,0,0,6,0,0,31,41,9,16,523,1513,28,..,557,1513
SSC14102,245,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,3,9,8,15,252,479,95,..,354,479
SSC14103,186,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,184,445,15,..,196,445
SSC14104,303,963,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,13,0,0,0,0,0,4,0,0,0,4,0,0,302,981,9,..,318,981
SSC14105,39,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,103,3,..,42,103
SSC14106,24,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,76,8,..,31,76
SSC14107,35,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,92,4,..,38,92
SSC14108,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,4,..,18,30
