SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC13906,13,0,0,3,0,17,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,37,0,0,3,0,39
SSC13907,1193,97,16,0,3,1310,1097,467,145,0,10,1721,406,264,195,0,14,881,31,194,18,0,0,247,126,27,30,0,3,184,6,16,0,0,0,26,6,3,5,0,0,19,9,9,0,0,0,14,586,520,249,0,21,1371,7,3,3,0,0,10,86,18,12,0,3,128,2983,1104,424,5,36,4542
SSC13908,11,0,0,0,0,11,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SSC13909,8,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,19
SSC13910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC13911,50,0,0,0,0,50,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,15,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,91,0,0,0,0,91
SSC13912,533,135,48,10,0,725,552,64,24,0,0,633,204,120,133,0,4,466,195,17,0,0,0,217,88,30,18,0,0,133,6,30,0,0,0,39,4,3,0,6,0,13,12,0,0,0,0,7,511,204,156,6,7,888,64,52,17,0,0,137,35,34,19,0,3,83,1689,482,267,20,9,2466
SSC13913,11,0,0,0,0,11,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,22
SSC13914,24,0,0,0,0,24,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,60,0,0,0,0,60
SSC13915,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18
SSC13916,42,30,7,17,3,105,28,5,0,0,0,36,11,34,18,3,0,68,0,0,0,0,0,0,13,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,23,40,22,8,3,95,3,0,0,0,0,3,6,0,0,0,0,12,111,78,28,30,8,248
SSC13917,7,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC13918,651,98,30,0,0,772,485,39,9,0,0,522,238,84,35,0,5,366,208,47,34,0,0,283,79,15,5,0,0,101,4,6,3,0,0,13,8,0,0,0,0,9,9,3,0,0,0,15,543,157,77,0,4,791,10,0,0,0,0,18,43,16,5,0,3,66,1732,298,123,4,10,2166
SSC13919,25,0,0,0,0,23,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,39,0,0,0,0,39
SSC13920,28,0,0,0,0,28,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,56,0,0,0,0,56
SSC13921,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC13922,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC13923,81,0,0,0,0,87,39,0,0,0,0,39,4,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,25,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,41,0,0,0,0,41,0,0,0,0,0,0,3,0,0,0,0,5,172,0,0,0,3,174
SSC13924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13925,472,126,29,0,0,627,379,24,8,0,0,409,309,62,108,0,4,481,4,52,35,0,0,89,72,18,10,0,0,100,0,3,10,0,0,11,9,0,3,0,0,9,13,0,0,0,0,10,403,137,162,0,3,711,7,0,9,0,0,15,49,19,9,0,0,76,1304,308,217,0,6,1838
SSC13926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13927,59,0,0,3,0,61,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,3,0,98
SSC13928,128,0,0,0,0,135,86,4,0,0,0,87,45,16,0,3,0,69,7,3,0,0,0,4,19,0,0,3,0,23,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,77,21,0,6,0,101,3,0,0,0,0,3,12,0,0,0,0,12,306,28,0,5,0,342
SSC13929,372,65,9,0,0,444,310,22,9,0,0,340,83,56,38,3,0,176,31,60,0,0,0,93,28,17,3,0,0,52,3,22,0,0,0,24,0,0,0,0,0,0,9,4,0,0,0,12,155,157,44,3,0,355,3,41,0,0,0,43,19,18,0,0,0,42,856,295,58,11,3,1224
SSC13930,22,0,0,0,0,22,23,0,0,0,0,25,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,59
SSC13931,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC13932,190,0,0,0,0,189,100,0,0,0,3,103,20,3,5,0,0,34,13,0,4,0,0,17,32,0,4,0,0,36,4,0,7,0,0,8,22,0,5,0,0,26,5,0,0,0,0,5,103,3,27,0,0,134,3,0,0,0,0,3,12,0,0,6,3,22,412,11,25,6,8,458
SSC13933,81,0,0,0,0,81,58,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,153
SSC13934,191,3,0,0,0,200,186,0,0,0,0,195,218,13,7,6,0,247,333,15,68,3,0,422,29,0,0,3,0,34,4,0,0,0,0,9,4,0,0,0,0,7,3,0,0,0,0,3,601,30,80,15,0,717,6,0,0,0,0,5,57,0,7,0,3,68,1046,32,88,16,3,1184
SSC13935,12,0,0,0,0,12,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
SSC13936,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,30,0,0,0,0,30
SSC13937,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC13938,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC13939,7,0,0,0,0,7,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SSC13940,114,0,0,0,0,119,70,0,0,0,0,66,8,0,0,0,0,8,4,0,0,0,0,4,33,0,0,0,0,33,3,0,8,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,55,0,8,0,0,60,0,0,0,0,0,0,16,0,0,0,0,13,249,0,10,3,3,264
SSC13941,16,0,0,0,0,16,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SSC13942,28,0,0,0,0,28,12,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42
SSC13943,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC13944,10,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
SSC13945,71,0,0,0,0,71,64,0,0,0,0,65,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,6,143,0,0,0,0,144
SSC13946,21,0,0,0,0,21,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,46,0,0,0,0,47
SSC13947,42,0,0,0,0,42,35,0,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,90
SSC13948,10,0,0,0,0,10,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
SSC13949,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,28
SSC13950,70,23,0,0,0,90,102,25,0,0,0,124,56,38,0,0,0,102,0,0,0,0,0,0,23,4,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,41,0,0,3,130,0,0,0,0,0,0,6,0,0,0,0,8,252,88,0,0,5,355
SSC13951,127,0,4,0,0,132,173,0,0,0,0,172,63,3,0,0,0,61,0,0,0,0,0,0,22,0,0,0,0,24,0,0,3,0,0,3,3,0,0,26,0,31,3,0,0,0,0,5,89,4,4,30,4,129,0,3,3,0,0,10,10,0,0,8,0,19,397,8,16,39,6,459
SSC13952,16,0,0,0,0,16,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
SSC13953,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
SSC13954,84,0,0,0,0,84,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,3,0,0,6,3,0,0,0,0,4,19,0,3,0,0,24,4,0,0,0,0,4,6,0,0,0,0,6,157,0,3,0,0,158
SSC13955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13956,43,0,0,0,0,43,39,0,0,0,0,35,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,101
SSC13957,54,0,0,0,0,54,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,90
SSC13958,53,0,0,0,0,53,93,0,0,0,0,100,26,0,0,0,0,27,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,184
SSC13959,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC13960,16,0,0,0,0,13,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,45,0,0,0,0,46
SSC13961,292,0,0,7,4,297,203,0,0,0,0,203,65,6,0,0,0,70,10,0,0,0,0,18,66,5,7,0,3,79,0,0,0,0,0,0,12,0,0,0,0,21,3,0,0,0,0,3,165,12,12,0,0,195,0,0,0,0,0,0,21,0,0,3,0,27,681,19,11,6,5,728
SSC13962,524,111,0,0,0,635,682,12,0,0,0,694,122,21,0,0,0,143,53,0,0,0,0,53,48,5,0,0,0,48,16,0,0,0,0,18,4,4,0,0,0,3,3,4,0,0,0,6,248,29,0,0,0,283,28,69,0,0,0,92,27,12,0,0,0,43,1507,239,0,0,3,1754
SSC13963,16,0,0,0,0,16,25,0,0,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,8,63,0,0,3,0,61
SSC13964,41,0,0,0,0,41,69,0,0,0,0,66,19,0,0,0,0,19,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,3,142,0,0,0,3,149
SSC13965,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC13966,840,21,10,0,3,871,675,0,10,0,3,687,282,38,60,0,6,388,109,3,15,0,0,129,115,9,8,0,0,132,3,15,0,0,0,18,23,3,6,0,0,28,11,4,3,0,0,13,539,71,84,0,4,706,14,5,0,0,0,22,54,7,3,0,0,64,2122,106,113,3,15,2350
SSC13967,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC13968,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
SSC13969,859,369,131,21,11,1397,332,58,44,3,6,440,114,106,233,3,4,462,4,46,51,0,0,106,76,40,47,0,0,161,0,15,3,0,0,25,5,7,9,6,0,26,5,3,3,0,0,18,212,224,339,17,9,795,7,10,0,0,3,26,57,32,22,5,0,126,1462,703,539,50,25,2784
SSC13970,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC13971,25,0,0,3,0,30,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,19,14,0,0,0,0,13,3,0,0,0,0,3,76,0,0,4,0,80
SSC13972,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC13973,591,79,39,0,0,713,313,15,4,0,0,334,92,24,6,0,0,121,3,0,0,0,0,3,31,10,5,0,0,49,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,131,44,13,0,0,186,3,7,0,0,0,5,27,3,3,0,0,36,1067,146,56,0,0,1277
SSC13974,14,0,0,0,0,19,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,38,0,0,0,0,36
SSC13975,23,0,0,0,0,27,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,48,0,0,0,0,51
SSC13976,16,0,0,0,0,16,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49
SSC13977,16,0,0,0,0,16,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,30
SSC13978,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC13979,556,11,9,0,0,568,195,0,10,0,0,202,117,9,18,0,0,139,0,0,0,0,0,0,47,5,3,0,0,55,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,10,176,14,17,0,0,216,11,0,0,0,0,11,27,3,3,0,0,34,968,28,37,0,4,1029
SSC13980,1287,73,258,0,0,1618,1334,46,190,0,0,1571,202,29,266,0,0,501,8,0,3,0,0,14,79,8,47,0,0,138,0,0,44,0,0,46,9,0,0,0,0,5,3,0,7,0,0,11,304,36,365,0,0,708,10,0,52,0,0,67,41,0,20,0,0,62,2980,153,883,0,6,4023
SSC13981,15,0,0,0,0,15,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,30
SSC13982,166,6,5,0,0,176,135,32,69,0,0,234,38,12,191,0,0,245,3,0,10,0,0,15,28,6,20,0,4,61,0,0,0,0,0,5,4,0,4,0,0,9,0,0,0,0,0,0,70,19,232,0,4,327,0,0,0,0,0,3,22,0,6,0,0,23,390,60,310,0,4,771
SSC13983,375,0,0,0,0,379,473,3,0,0,0,474,178,29,16,0,0,225,21,4,0,0,0,26,77,3,3,0,0,89,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,3,290,37,21,0,3,352,3,0,0,0,0,5,26,0,0,0,0,35,1173,41,20,11,3,1249
SSC13984,505,368,617,5,3,1505,338,134,142,6,0,624,180,190,401,0,0,776,21,62,48,0,0,131,98,91,121,0,6,321,5,17,0,0,0,26,19,5,12,0,0,37,3,7,6,0,0,21,327,384,591,0,10,1313,6,28,17,0,0,53,32,58,64,0,4,158,1207,975,1435,15,18,3651
SSC13985,755,364,110,166,6,1403,414,122,38,3,0,581,152,186,150,0,3,487,47,97,77,0,0,226,108,112,47,0,0,260,6,21,12,0,0,38,18,19,6,34,3,79,5,10,5,3,0,13,329,441,290,40,5,1107,20,14,20,0,0,47,52,50,33,9,3,139,1567,988,493,223,15,3276
SSC13986,639,147,85,86,11,966,451,130,85,3,0,667,100,147,236,0,0,482,17,13,39,0,0,71,82,49,73,0,0,202,5,8,3,0,0,12,7,9,11,19,0,49,10,4,3,0,0,21,218,228,368,24,4,845,4,7,4,0,0,10,48,20,24,10,0,105,1361,531,565,123,11,2587
SSC13987,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC13988,17,0,0,6,0,20,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,3,0,0,24,0,33,0,0,0,0,0,3,0,0,0,3,0,3,28,3,0,41,0,66
