SA3_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
11601,3,19,101,217,49,41,19,7,0,459,4621,7299,5801,8452,3481,2930,1683,732,268,35273,4,29,29,272,66,62,10,0,0,474,0,0,8,42,35,40,18,9,4,157,0,0,0,7,8,5,4,0,0,23,0,0,9,20,12,3,7,0,0,58,3,0,3,40,29,21,25,14,3,134,9,38,111,443,234,229,111,55,12,1239,0,0,7,36,47,46,63,56,9,261,0,31,29,89,59,76,84,30,12,404,0,31,26,153,209,242,260,124,34,1086,7,34,79,453,269,201,100,36,9,1184,0,3,0,13,7,9,4,0,0,44,0,3,9,19,22,14,75,40,12,204,0,8,3,11,12,40,59,44,10,200,3,6,17,69,27,76,28,5,0,234,96,414,939,4313,606,378,162,62,9,6987,0,11,25,90,52,44,26,10,0,258,0,23,31,145,61,29,29,10,3,321,0,8,26,37,40,16,3,0,0,136
11602,0,0,45,158,68,48,18,5,0,340,3742,6510,4212,7134,2514,1478,793,263,60,26707,3,13,14,155,54,50,15,0,0,303,0,0,0,15,6,4,3,0,0,30,0,0,0,7,0,0,0,0,0,13,0,6,15,22,12,3,3,0,0,67,0,3,0,31,17,11,24,3,0,86,12,22,37,297,95,98,53,19,3,637,0,4,4,18,16,22,19,12,0,80,0,12,14,73,34,38,38,14,3,223,8,59,55,253,194,163,123,35,19,909,0,12,62,320,150,107,42,18,0,712,0,0,0,7,8,3,0,0,0,20,0,0,7,17,17,13,33,11,0,108,0,0,3,3,6,12,8,9,0,46,0,5,27,55,33,49,9,0,0,184,26,282,507,2706,743,380,172,77,12,4911,0,16,22,122,45,22,16,10,0,252,3,8,31,179,57,65,15,7,0,367,0,0,4,25,9,11,3,0,0,54
11603,3,20,65,208,58,32,18,4,0,415,4193,7297,5790,6277,2688,1858,1268,484,96,29957,4,39,30,323,53,31,5,4,0,489,0,0,4,26,15,16,13,8,3,75,0,0,0,4,3,6,5,0,0,24,0,5,0,5,3,0,0,0,0,15,0,0,4,18,25,22,22,3,0,101,0,12,25,102,47,56,24,9,3,272,0,0,0,9,19,30,46,29,3,135,3,36,37,86,60,81,46,24,10,373,0,18,10,66,180,188,166,112,18,755,3,49,142,600,325,225,83,35,5,1466,0,0,0,3,4,0,0,0,0,12,0,3,0,3,19,23,54,20,3,133,0,0,4,10,14,20,26,18,8,97,0,0,6,20,6,21,6,3,0,62,16,129,155,1199,213,113,75,22,4,1931,0,4,18,55,24,32,24,4,3,159,0,15,7,60,11,15,7,3,0,119,0,44,109,275,118,78,37,7,4,672
11701,0,0,0,5,3,0,0,0,0,11,1320,2168,1842,3222,1321,845,432,261,83,11511,9,36,48,373,97,80,12,0,0,656,0,0,0,10,5,5,4,3,0,33,0,0,7,13,3,8,0,0,0,22,0,0,3,21,4,5,0,0,0,36,0,3,3,33,33,19,40,19,3,156,6,14,516,453,87,75,36,31,9,1226,0,0,0,3,16,5,17,37,4,75,0,0,3,10,5,28,57,45,20,168,3,15,36,209,154,83,57,31,11,591,0,3,6,40,27,18,12,3,0,111,0,3,4,27,6,5,0,0,0,53,0,3,0,17,12,11,18,7,0,73,0,5,8,37,27,38,73,129,34,358,0,3,35,73,25,34,15,5,3,188,15,18,29,272,33,25,25,9,3,420,7,20,161,453,87,68,40,9,0,848,0,4,5,47,8,10,3,0,0,77,3,9,11,80,51,29,11,3,3,200
11702,0,0,0,3,0,0,0,0,0,3,1368,2154,2084,6283,1982,1205,556,194,70,15893,0,4,10,85,9,9,0,0,0,111,0,0,0,9,3,3,0,0,0,23,0,0,3,9,0,9,3,0,0,20,0,3,7,37,19,10,3,0,0,84,0,3,0,39,14,8,12,0,0,71,0,13,58,114,53,65,46,20,12,383,0,0,0,3,4,6,4,16,0,37,0,0,0,8,3,11,14,12,9,64,6,26,51,459,280,133,82,29,4,1074,0,0,0,34,10,17,15,0,0,80,0,0,6,49,9,3,4,0,0,80,0,3,3,26,26,14,16,14,3,103,0,3,0,35,39,67,165,253,87,652,0,0,8,61,10,13,3,0,3,106,0,11,19,138,23,13,9,7,0,216,0,9,18,85,25,24,15,3,0,169,0,3,3,37,7,3,3,0,0,50,0,3,0,8,8,3,0,0,0,19
11703,0,0,0,11,0,3,0,0,0,20,3029,2826,5210,21012,5982,4183,2273,787,236,45533,0,0,43,150,9,3,4,0,0,212,0,0,3,45,16,10,4,0,0,78,0,0,17,28,3,6,3,3,0,57,3,4,61,363,77,40,11,10,0,560,0,0,14,182,34,7,19,8,0,265,33,95,4131,2849,365,361,231,202,69,8329,0,0,3,31,14,17,25,22,3,118,0,0,13,58,31,28,20,9,8,160,20,60,438,3268,924,553,356,127,25,5778,0,0,10,91,38,26,22,4,0,190,8,13,166,807,59,20,17,3,0,1096,0,3,92,344,90,58,82,31,6,697,0,3,0,51,25,40,79,111,54,361,11,15,308,483,118,116,46,24,7,1119,22,13,250,1246,104,41,26,5,5,1711,3,20,1042,1425,91,50,60,14,3,2708,0,4,30,308,33,19,11,0,0,413,0,0,9,42,15,5,9,0,0,75
11801,0,0,0,4,0,0,0,0,0,0,3162,5155,3895,10169,3883,2884,2085,1022,450,32689,0,0,3,25,5,0,0,0,0,30,0,0,0,8,3,4,0,0,0,15,0,0,3,4,0,0,0,0,0,11,4,9,10,164,45,24,16,10,0,271,0,0,21,162,16,6,8,3,0,220,11,45,100,157,87,72,56,37,15,577,0,0,0,5,10,5,8,15,3,55,0,0,0,15,7,30,41,31,6,133,40,235,242,2202,750,418,359,185,48,4488,0,0,4,23,8,6,7,3,0,56,8,14,52,410,65,20,34,15,0,615,0,5,16,190,65,26,72,40,38,447,0,0,3,16,12,27,53,38,25,180,7,60,50,69,44,38,19,15,5,298,4,6,13,112,38,36,44,28,11,290,0,4,13,51,23,20,19,3,0,142,0,0,3,45,26,8,18,8,0,105,0,0,0,11,4,4,16,7,7,52
11802,0,0,3,10,0,3,0,0,0,18,3414,5592,5574,10425,4303,3201,1996,1007,413,35920,0,3,31,109,21,22,7,3,0,195,0,0,0,12,6,7,9,8,0,35,0,4,10,12,12,4,0,0,0,38,3,13,17,124,28,17,9,3,0,219,0,4,10,103,31,27,38,12,3,219,13,57,2530,1436,223,207,139,101,36,4738,0,0,0,8,3,15,19,26,11,81,0,3,3,27,22,36,86,64,16,262,31,173,165,1432,617,353,279,117,55,3224,0,4,5,59,40,20,7,3,0,145,11,65,46,279,77,34,13,3,0,532,3,15,24,155,43,24,45,36,13,357,0,9,3,31,31,70,136,255,94,646,12,26,334,235,84,103,54,19,3,859,5,22,177,360,71,51,56,32,12,787,10,28,259,505,125,106,67,29,11,1138,3,7,12,173,19,20,8,3,0,247,0,3,9,45,31,18,22,10,5,131
11901,0,6,23,61,18,6,3,3,0,122,5818,10708,8773,10804,3468,3112,2105,1224,689,46699,7,24,69,384,83,56,8,0,0,641,0,0,4,33,19,22,14,14,0,102,0,0,0,13,37,29,15,6,0,95,0,5,4,20,3,9,0,0,0,40,0,3,3,36,28,20,31,9,0,121,9,49,215,853,500,513,227,137,50,2544,0,0,3,11,19,18,51,45,8,153,18,48,40,314,125,154,117,67,20,899,5,26,24,117,134,141,186,73,59,762,0,11,33,157,77,94,39,16,0,425,0,3,0,11,3,6,9,8,0,44,0,0,15,21,15,18,86,32,11,197,0,11,23,54,97,151,253,248,50,880,0,4,35,144,96,119,41,16,4,455,26,34,102,501,148,105,53,29,15,1021,3,25,51,208,86,72,38,12,4,494,3,3,22,106,17,16,7,4,0,175,4,37,82,231,151,64,12,0,0,590
11902,0,0,3,17,12,0,0,0,0,32,4474,7115,5534,7190,2610,1410,798,447,244,29824,69,167,257,2304,307,142,17,0,0,3258,0,0,0,18,5,6,5,10,0,42,0,0,3,19,18,9,13,4,0,68,0,3,3,15,6,3,3,0,0,32,0,0,5,28,20,22,22,10,0,110,18,89,457,1349,924,904,349,246,120,4461,0,0,0,3,12,16,29,28,5,94,7,17,11,172,76,92,82,45,14,524,0,25,16,119,116,81,90,38,22,500,0,3,22,141,91,112,57,19,3,440,0,0,0,18,13,9,0,3,0,38,0,0,4,20,16,7,19,7,0,80,3,36,40,116,164,284,612,719,220,2194,0,4,56,150,67,99,54,13,3,446,46,96,170,1033,112,64,37,16,4,1585,9,64,102,441,182,127,68,20,4,1010,0,7,13,66,18,6,4,0,0,112,3,14,36,112,77,29,10,4,0,283
11903,0,0,0,0,0,0,0,0,0,0,3414,6093,5629,6810,3377,2628,1934,1084,579,31551,3,4,38,231,29,15,6,0,0,317,0,0,9,29,28,24,20,9,0,118,0,0,3,15,6,5,9,0,0,41,3,0,13,28,15,9,7,3,0,69,0,0,0,26,26,20,23,6,0,99,85,251,1406,3832,1632,1494,691,475,136,10011,0,3,3,16,38,46,65,86,15,274,6,16,14,122,86,109,115,56,20,535,6,27,40,187,170,177,187,81,34,916,0,15,13,100,59,45,23,11,0,269,0,0,0,20,9,9,4,3,0,46,3,3,8,22,19,11,31,15,4,113,0,6,22,32,79,152,210,216,55,786,15,39,167,569,264,384,153,42,6,1639,10,36,64,443,85,56,46,23,0,772,3,19,56,339,100,64,57,22,0,662,0,0,3,42,15,16,3,0,0,69,0,0,3,20,7,11,3,3,0,49
11904,0,0,0,3,3,0,0,0,0,14,3850,5961,5068,8618,3433,2218,1440,767,435,31792,13,26,250,1164,96,33,7,0,0,1582,0,0,4,64,33,30,16,18,8,164,0,0,0,8,12,3,3,0,0,26,0,3,7,45,10,4,6,0,4,79,0,3,5,69,59,46,61,15,0,256,23,72,832,2057,785,814,415,195,63,5260,0,3,3,33,30,36,42,70,12,223,8,34,22,204,115,182,161,107,49,876,9,38,41,300,199,152,161,71,30,1002,0,9,20,132,79,59,47,13,8,367,0,3,7,57,19,7,3,5,0,100,3,5,3,54,20,19,34,21,6,160,4,42,39,109,133,288,467,541,165,1793,3,19,76,292,110,182,78,24,8,784,60,62,82,973,94,66,36,18,5,1402,4,16,78,301,85,51,39,13,3,593,0,5,11,96,16,13,10,0,0,159,0,3,3,36,24,10,4,4,0,84
12001,0,0,0,6,0,0,0,0,0,6,2454,3785,3001,6227,2852,2137,1406,550,235,22644,0,0,3,15,5,0,0,0,0,23,0,0,0,14,7,0,3,3,0,34,0,0,0,21,6,5,3,0,0,29,0,0,3,42,7,5,8,0,0,64,0,5,0,22,18,7,9,0,0,62,28,60,805,1757,295,333,153,81,38,3542,0,0,0,8,9,9,19,22,3,68,0,5,4,37,13,30,38,18,10,158,18,61,50,394,253,176,147,51,21,1171,0,3,6,27,17,8,8,6,3,79,0,3,4,46,14,3,4,0,0,74,0,0,3,34,17,12,32,10,0,115,0,4,5,13,27,57,69,105,42,325,10,16,55,238,60,87,51,15,4,530,16,31,62,634,72,48,32,21,8,923,0,0,18,77,17,8,13,0,3,144,5,3,3,123,11,13,11,0,0,174,0,0,0,19,10,0,3,0,0,29
12002,0,0,0,0,0,0,0,0,0,4,1849,2685,1790,5300,2273,1657,1049,315,97,17019,0,0,0,8,7,0,0,0,0,12,0,0,0,6,3,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,3,3,7,50,26,10,8,0,0,106,0,0,0,20,14,0,8,0,0,38,4,11,40,72,33,22,17,18,3,210,0,0,0,9,3,3,9,0,0,27,0,0,0,7,4,12,11,0,3,46,26,112,65,819,501,282,214,69,17,2102,0,0,0,17,14,13,0,3,0,47,0,0,16,52,11,4,4,4,0,102,4,3,0,52,28,13,26,12,11,148,0,0,5,7,20,15,25,36,13,127,7,9,4,42,10,8,8,0,0,95,3,7,20,100,19,17,7,5,0,181,0,0,0,26,3,0,4,3,0,41,0,0,3,44,11,12,4,0,0,68,0,0,4,8,0,3,0,0,0,17
12003,0,0,7,9,0,0,0,0,0,16,3432,5701,5834,9301,3784,2549,1331,602,298,32830,3,9,42,223,31,15,3,0,0,319,0,0,4,15,7,7,7,4,0,45,0,0,3,26,17,15,5,4,0,71,0,3,5,75,22,7,4,0,0,118,0,0,3,43,28,23,25,11,0,138,44,149,1548,2889,1133,1041,449,317,126,7690,0,0,0,9,21,19,39,88,9,191,0,7,8,47,25,70,70,25,13,266,15,60,66,511,331,219,168,62,31,1454,0,3,3,86,50,52,23,8,7,232,0,3,8,62,20,19,12,3,3,135,0,3,11,48,26,26,53,27,7,198,0,0,12,28,59,82,177,306,107,774,5,22,130,361,135,192,88,32,5,980,150,230,518,3163,273,169,105,37,23,4673,0,13,73,228,39,30,32,18,3,442,0,3,11,116,13,13,6,0,0,158,0,0,3,22,18,9,0,0,0,47
12101,0,0,0,5,3,3,3,0,0,15,3209,5544,4225,7363,3428,2522,1736,841,430,29298,0,0,8,38,7,6,0,0,0,75,0,0,0,10,3,0,3,3,0,20,0,0,4,10,4,3,0,0,0,24,3,16,13,92,42,21,12,0,0,208,0,4,3,18,13,9,6,0,0,64,60,207,594,1530,550,424,297,176,57,3886,0,0,0,7,23,32,41,43,8,165,0,3,3,16,8,21,36,23,15,128,44,209,112,765,562,370,295,146,45,2540,0,0,3,28,28,11,5,3,0,73,0,13,18,81,26,14,5,6,0,173,0,9,9,69,30,20,37,22,13,212,0,0,0,3,7,16,29,39,15,105,26,65,140,535,196,206,131,49,9,1360,32,115,45,1047,116,65,35,20,8,1489,3,12,43,201,33,35,23,13,6,362,3,7,23,269,61,56,50,16,10,488,0,0,0,10,8,8,3,0,5,27
12102,0,0,4,14,5,11,12,0,0,48,2587,4585,3527,5197,2872,2315,1524,763,303,23672,0,0,3,20,5,3,0,0,0,30,0,0,0,0,3,3,0,0,0,6,0,0,0,6,0,0,0,0,0,12,0,0,9,27,23,20,8,5,0,91,0,0,0,11,3,15,7,7,0,47,40,116,183,978,390,260,175,110,32,2281,0,0,0,7,5,6,7,3,0,24,0,3,3,3,4,3,3,8,4,31,19,116,98,362,412,351,363,181,37,1938,0,0,6,20,22,4,4,10,0,68,0,8,3,28,7,3,7,3,3,60,0,9,7,34,30,20,37,20,6,174,0,0,0,0,0,3,10,8,0,15,3,17,42,164,71,111,44,19,5,475,32,135,95,851,202,112,62,23,13,1523,0,6,10,67,21,19,11,10,0,144,11,38,34,330,69,58,31,16,3,586,0,0,0,5,6,3,0,0,0,17
12103,0,0,0,0,4,3,0,0,0,9,2779,7165,5712,5238,3980,3121,2525,1691,898,33114,0,0,0,8,3,3,0,0,0,18,0,0,0,8,0,3,3,0,0,12,0,0,3,3,3,0,0,0,0,10,3,14,29,46,53,28,20,4,0,197,0,0,0,15,9,5,9,0,0,48,48,279,403,1320,592,416,283,161,34,3533,0,0,0,0,7,5,8,13,0,38,0,0,3,7,11,21,21,15,7,89,40,433,356,529,871,507,446,294,124,3604,0,0,4,24,17,18,15,3,4,84,0,4,14,41,18,16,11,3,0,105,5,18,9,45,59,27,58,33,19,268,0,0,0,5,13,10,14,18,3,57,24,109,143,415,216,288,161,60,4,1409,17,39,54,412,199,122,90,48,27,1010,0,5,16,81,31,26,27,13,3,210,5,35,15,235,126,79,42,19,4,556,0,0,0,8,8,0,4,0,0,14
12104,0,0,3,0,0,0,0,0,0,3,2299,3040,2691,7947,2787,2537,2135,1055,405,24896,0,0,7,28,4,3,0,0,0,41,0,0,0,12,0,3,0,0,0,13,0,3,0,0,0,0,0,0,0,9,5,16,7,100,40,46,23,3,0,245,0,0,0,30,5,3,7,0,0,48,8,60,76,330,143,98,90,44,23,877,0,3,0,13,13,6,11,11,9,63,0,0,0,23,9,10,24,11,5,81,45,272,160,1255,735,460,445,182,56,3607,0,0,0,35,18,18,8,6,0,80,6,14,22,201,44,15,18,3,0,323,0,9,10,102,42,20,56,19,4,270,0,0,0,8,5,9,15,17,3,56,11,42,50,174,56,68,49,15,0,465,15,37,22,555,53,41,39,18,8,784,0,0,8,57,8,14,18,4,0,105,0,0,5,118,25,21,14,6,0,189,0,0,0,6,3,3,3,0,0,19
12201,0,0,0,3,0,3,0,0,0,4,1147,2042,1394,3022,1529,1324,995,487,205,12140,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,14,58,31,14,0,3,0,130,0,7,0,31,9,3,3,0,0,55,0,7,26,24,27,28,15,12,0,132,0,0,0,3,0,3,0,8,3,21,0,0,0,0,3,3,7,8,4,24,32,209,128,1008,452,244,196,92,28,2384,0,0,0,7,0,3,0,3,0,9,3,12,15,127,27,6,3,0,0,197,0,15,4,89,32,16,18,9,3,188,0,0,0,3,0,7,8,9,14,33,3,14,18,23,12,11,4,3,0,84,0,3,12,30,21,3,13,0,0,80,0,0,3,10,3,11,4,3,0,25,0,0,0,9,7,3,3,3,0,25,0,0,0,3,3,0,0,0,0,5
12202,0,0,0,3,0,0,0,0,0,5,1708,3690,2884,4236,2765,2623,2006,1003,353,21261,0,0,0,4,0,0,0,0,0,6,0,0,0,0,3,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,3,7,8,37,24,21,16,0,0,125,0,0,0,7,4,3,4,3,0,27,0,3,16,23,30,18,7,10,3,104,0,0,0,3,11,20,26,31,7,97,0,0,0,3,5,0,5,0,3,19,21,174,145,469,537,438,471,210,74,2544,0,0,0,4,3,11,0,0,0,24,0,10,10,17,13,7,12,3,4,74,0,16,21,20,58,37,50,30,8,237,0,0,0,4,3,5,8,3,0,23,3,9,4,3,4,5,4,3,0,34,0,7,20,55,11,10,14,7,4,126,0,0,3,9,0,6,3,3,0,34,0,0,0,13,6,3,5,4,0,38,0,0,0,0,0,3,0,3,0,8
12203,0,0,3,15,3,5,6,0,0,31,4561,9177,6648,11563,6273,4395,3123,1891,938,48564,0,0,0,29,11,0,0,0,0,51,0,0,9,22,15,21,6,0,0,81,3,0,0,3,5,0,0,0,0,12,5,19,18,107,72,33,15,3,6,272,0,0,3,24,14,9,11,10,0,80,10,35,200,424,246,205,88,61,27,1296,0,0,0,25,28,49,57,34,6,199,0,0,0,13,3,24,41,25,12,122,45,392,307,1566,1266,680,649,354,126,5386,0,3,6,35,13,17,13,10,0,96,0,52,25,144,64,19,12,8,0,318,0,27,30,119,100,41,89,62,8,475,0,0,0,11,9,13,32,12,5,92,6,24,27,76,44,63,38,19,4,307,17,54,89,409,93,54,31,18,3,767,3,7,23,55,27,26,15,8,3,165,0,3,14,109,48,54,41,14,8,300,0,0,0,3,6,10,0,3,0,27
12301,0,0,3,15,8,7,0,0,0,32,2422,4786,3731,6965,2792,1952,1156,455,174,24425,0,0,7,12,3,4,0,0,0,23,0,0,0,10,5,3,3,0,0,24,0,0,0,14,3,0,0,0,0,16,5,0,3,13,4,7,5,0,0,36,0,0,0,28,36,17,8,8,0,94,0,4,8,48,15,16,7,0,0,95,0,3,0,9,14,20,11,3,3,66,0,3,8,14,9,10,15,4,0,60,5,33,40,181,263,224,221,104,32,1099,0,0,6,66,26,18,3,0,0,126,0,0,0,11,4,3,3,0,0,21,0,0,9,7,8,10,34,9,3,78,0,4,0,3,7,8,4,0,0,31,0,0,3,10,3,3,0,0,0,23,5,8,12,88,29,24,15,12,0,195,0,0,3,10,4,5,4,0,0,26,0,0,0,12,7,0,0,0,0,22,0,4,7,22,13,5,0,0,0,53
12302,0,3,15,69,20,14,7,3,0,137,5460,9656,8662,11955,4505,4581,2770,862,236,48683,13,87,143,960,319,186,15,3,0,1732,0,0,4,45,26,27,8,6,0,109,0,3,11,75,32,29,16,8,3,177,3,14,6,19,15,11,0,0,4,69,0,3,6,101,91,86,97,25,0,420,5,20,57,222,126,129,64,34,15,681,0,0,0,21,26,44,56,40,8,197,7,40,20,128,63,76,70,18,4,426,9,53,24,234,370,520,476,233,54,1979,3,32,70,508,302,209,95,26,3,1243,0,0,3,14,13,3,10,4,0,41,0,3,9,19,32,32,86,38,5,230,0,7,3,14,21,45,55,17,3,163,0,3,7,49,16,29,18,8,3,133,32,176,230,1203,405,201,103,26,4,2389,0,13,29,122,34,32,25,3,3,267,0,11,29,43,12,10,8,4,0,114,0,20,57,138,92,35,13,11,0,359
12303,0,0,0,0,0,0,0,0,0,0,1392,3029,2488,4251,2122,1802,1149,447,149,16828,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,0,0,0,0,17,0,0,0,5,6,10,0,0,0,18,0,0,3,17,7,3,10,3,0,43,0,0,0,6,8,16,11,4,3,41,0,0,0,0,3,3,3,3,0,18,4,4,11,90,188,179,190,108,19,795,0,3,0,12,0,0,0,0,0,15,0,0,0,3,3,0,3,0,0,8,0,0,0,8,10,13,29,12,0,70,0,0,0,3,3,11,12,4,0,37,0,0,0,3,3,0,0,0,0,9,0,0,3,7,3,0,4,3,0,29,0,0,0,0,0,0,3,8,0,9,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,4,4,0,0,8
12401,0,0,0,0,3,0,0,0,0,4,2058,4701,3930,6512,3781,3916,2698,1090,323,29008,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,5,8,0,0,3,0,0,20,0,6,3,28,22,19,8,3,0,96,0,0,3,15,12,3,11,7,0,47,0,3,4,16,14,12,12,13,0,85,0,0,0,3,4,7,8,7,3,36,0,0,0,0,0,5,11,10,3,27,3,38,47,256,422,506,580,241,79,2178,0,0,0,0,6,5,5,0,0,29,0,0,0,16,11,11,3,0,0,47,0,9,0,18,46,47,85,44,13,261,0,0,0,0,3,5,10,7,3,37,0,5,9,9,10,11,3,0,0,47,3,0,21,44,19,14,17,14,0,142,0,0,18,13,5,6,7,4,4,47,0,0,0,10,4,0,0,0,0,19,0,0,0,4,0,3,0,0,0,9
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,0,0,5,36,8,6,4,0,0,61,5171,8951,8202,15011,5641,4629,2731,931,313,51582,0,9,9,73,16,11,4,0,0,120,0,0,0,14,8,8,9,0,3,49,0,4,0,6,7,3,3,0,0,20,0,0,0,18,15,8,6,0,0,56,0,0,0,27,16,14,20,7,0,77,4,18,33,179,43,49,38,22,0,383,0,0,3,21,38,28,31,25,3,149,0,0,8,41,31,43,42,16,4,185,8,68,75,380,552,564,543,248,64,2504,0,4,22,93,55,39,11,7,0,236,0,4,4,11,6,4,4,0,3,40,0,5,3,35,19,52,133,39,5,295,0,0,4,7,9,22,34,27,5,117,0,0,10,19,9,14,4,0,0,64,16,91,107,777,171,115,72,35,5,1388,0,3,4,32,6,4,6,4,0,63,0,11,7,66,32,12,15,7,0,153,0,4,9,41,18,17,16,5,0,115
