SA3_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
12303,20523,20633,41152,1495,1317,2811,3191,2974,6167,1470,1355,2820,1184,1235,2427,2381,2514,4898,2661,2842,5502,2799,2869,5664,2515,2605,5118,1807,1718,3525,788,828,1617,223,383,605,19658,19885,39538,859,754,1613,629,651,1284,11,10,26,6,5,12,649,669,1318,16828,16752,33580,2350,2564,4909,18263,18352,36613,1137,1197,2337,18667,18733,37401,383,371,751,2954,2756,5709,1052,1007,2053,295,388,684,293,645,941,5403,6955,12359,1166,1080,2247,5904,5104,11013,1373,1274,2646,677,569,1248,56,40,100,19153,19256,38407,1070,1130,2197
12401,37005,39690,76694,2159,2065,4222,5040,4781,9823,2448,2315,4763,1876,1751,3632,3385,3586,6977,4614,5048,9660,5200,5756,10952,5528,6198,11722,4363,4864,9227,1839,2254,4091,548,1077,1622,35121,37848,72965,1887,1842,3732,863,890,1753,21,15,33,16,17,36,893,921,1817,29008,30905,59916,6107,6823,12923,33159,35398,68558,2155,2534,4691,33346,35800,69148,576,588,1159,4753,4510,9259,1945,1827,3772,704,762,1467,1094,1977,3069,15996,18321,34313,1955,1990,3943,7408,7763,15170,1718,1884,3599,772,803,1584,72,64,138,34163,36713,70873,2350,2653,5002
12402,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6
12403,68559,71130,139692,5484,5096,10581,9880,9573,19448,4813,4441,9252,4718,4784,9509,10442,11141,21585,9765,10199,19957,8417,8980,17390,7326,7950,15276,5119,5366,10485,2000,2480,4480,591,1127,1715,66112,68984,135097,2446,2148,4594,2564,2654,5218,50,44,93,23,27,47,2639,2729,5368,51582,53237,104815,13142,14008,27148,55925,57409,113335,9121,10139,19267,60204,62336,122545,1339,1244,2586,9214,8964,18179,3434,3291,6728,1273,1439,2714,1528,2791,4321,22498,25999,48499,4001,3622,7622,16434,16046,32476,4148,4124,8275,2258,2401,4661,242,277,516,64563,66916,131477,3777,4019,7789
12404,18125,18420,36547,1164,1103,2266,2396,2277,4670,1270,1235,2504,1508,1356,2865,2707,2608,5313,2341,2286,4631,2448,2580,5030,1992,2083,4073,1368,1504,2873,703,931,1630,237,456,693,17458,17786,35236,668,636,1304,980,949,1920,24,13,38,9,3,14,1003,968,1971,14593,14707,29300,2386,2526,4913,15134,15786,30917,1215,1333,2554,15510,16209,31719,276,273,547,2208,2081,4287,797,858,1653,302,407,709,348,696,1042,4775,5789,10565,1069,1070,2139,4779,4701,9481,1278,1285,2563,785,745,1528,63,53,115,16015,16687,32702,2215,1617,3830
12405,26779,27218,53993,1995,1902,3900,3723,3510,7226,1834,1823,3659,2175,2123,4293,4027,4187,8219,3549,3562,7108,3426,3591,7020,3278,3449,6726,1919,1844,3763,673,869,1540,179,359,535,25836,26380,52215,948,838,1777,1020,1003,2021,23,25,47,18,14,36,1063,1038,2104,17855,18017,35867,7159,7332,14489,18836,18831,37673,6338,6704,13041,22567,22963,45532,433,398,830,3369,3185,6547,1251,1299,2553,548,596,1144,531,992,1520,8487,9546,18035,1584,1498,3082,6454,5972,12426,1638,1585,3220,1057,1145,2204,150,228,383,25225,25544,50771,1397,1499,2893
12501,47751,41916,89670,3277,3124,6395,4750,4503,9252,2465,2289,4753,4609,3519,8122,12315,9571,21886,7160,5693,12855,5246,5041,10282,4212,4192,8401,2276,2174,4455,1092,1176,2268,348,646,998,46436,40832,87269,1316,1081,2398,373,204,579,13,20,30,9,0,8,394,221,618,15821,14260,30080,28921,24971,53896,9479,8409,17889,33969,30668,64636,28359,27864,56225,513,491,996,4238,4022,8261,1962,1896,3856,2170,1742,3910,3004,2918,5924,24252,21769,46021,1687,1255,2948,4009,3536,7546,1347,1202,2545,2249,2138,4388,1709,1495,3210,43378,38936,82313,4581,3112,7694
12502,32730,33846,66570,2196,2142,4340,4338,4042,8377,2293,2028,4319,2098,1956,4050,4321,4604,8921,4559,4953,9515,4453,4939,9390,3903,4009,7908,2525,2717,5243,1543,1673,3213,503,787,1287,31663,32950,64611,1066,897,1961,168,228,390,9,7,11,3,7,14,173,242,414,17015,16835,33844,14322,15601,29922,15407,15345,30750,16018,17197,33212,26173,26623,52799,473,512,986,4056,3807,7865,2011,1782,3793,1065,1025,2088,1161,1711,2873,17439,18394,35835,1263,1220,2480,3716,3943,7662,1152,1251,2402,811,932,1738,375,411,791,30974,32131,63102,1353,1423,2778
12503,76237,75028,151262,6105,5906,12011,10648,10079,20731,4843,4627,9475,5988,5427,11419,13022,12518,25543,10490,10024,20518,9009,8966,17970,7420,7494,14912,5178,5114,10288,2550,3147,5694,985,1729,2710,73977,73034,147009,2260,1996,4254,587,633,1213,17,26,47,16,13,32,626,666,1290,36455,37036,73491,34703,32984,67683,26110,25774,51883,45240,44829,90073,58949,60116,119064,1194,1154,2344,9500,9014,18518,3576,3685,7266,2221,2214,4438,2523,3506,6030,30611,31010,61613,3242,2884,6129,10933,10423,21359,3357,3197,6554,4240,4371,8611,1966,2350,4321,71496,70420,141915,4378,4235,8611
12504,70860,70032,140891,5737,5699,11440,8240,7685,15927,3205,2919,6122,4659,3928,8596,15631,16019,31657,12844,10796,23639,7368,7347,14712,5764,6354,12117,4124,4707,8835,2345,2914,5260,935,1661,2597,69012,68244,137257,1853,1784,3633,475,449,928,20,12,36,3,14,15,498,480,975,29024,29180,58196,37315,36390,73699,27820,27611,55435,38607,38088,76702,47602,47599,95200,1119,1052,2164,7568,7026,14589,2583,2441,5023,2432,1875,4307,2988,4015,7009,38492,37278,75777,2374,2053,4428,7252,7640,14888,1971,2215,4193,1668,2128,3788,654,818,1474,65256,64495,129753,7064,6520,13587
12601,23273,24319,47590,1336,1254,2594,3046,3029,6073,1702,1571,3275,1803,1738,3537,2891,2828,5721,3085,3396,6478,3158,3494,6650,2850,3030,5882,1922,1967,3895,1035,1296,2337,438,711,1149,22530,23653,46182,742,663,1402,48,47,93,3,0,3,0,0,0,52,53,105,12371,12715,25084,10221,10914,21135,12645,12831,25474,9916,10749,20668,18445,19223,37669,345,346,692,2921,2904,5820,1556,1460,3012,1157,1089,2249,907,1218,2127,14684,14888,29572,792,814,1614,1725,2275,3994,577,705,1281,256,351,609,86,147,236,22308,23346,45654,602,749,1354
12602,65567,68967,134528,4122,3953,8082,7416,6741,14155,4116,3449,7565,5263,5434,10696,11257,11871,23128,9535,9847,19383,8172,8812,16985,6776,7621,14401,4796,5260,10055,2755,3550,6307,1355,2428,3780,63379,66935,130317,2180,2032,4211,245,226,476,15,13,23,10,5,15,271,246,516,33736,33706,67440,28837,32131,60966,33658,33561,67219,29043,32446,61487,49817,51305,101117,959,979,1938,6979,6399,13379,3640,3055,6698,3315,3449,6764,3224,4251,7472,38904,41010,79913,2265,2025,4289,5955,6970,12929,1813,2034,3849,1541,2019,3560,451,661,1113,60591,64115,124708,4962,4851,9810
12701,51000,51805,102811,4087,3792,7886,8232,7889,16129,4085,3834,7919,3682,3737,7418,7245,7800,15040,7088,7511,14596,6774,6891,13668,5186,5288,10478,2988,2989,5976,1320,1563,2881,312,507,815,49548,50559,100104,1456,1248,2698,795,870,1668,6,20,30,10,14,19,815,907,1717,28987,28645,57637,18418,19522,37933,23329,22689,46020,24510,26014,50528,43771,44320,88095,850,784,1637,7404,7059,14455,3038,3033,6072,1255,1435,2694,988,1793,2784,18861,20502,39362,2515,2218,4731,8644,7852,16491,2332,2413,4741,2356,2669,5021,911,1358,2270,48084,48940,97024,2670,2683,5358
12702,91412,94386,185802,5696,5413,11115,12370,11630,24003,6871,6431,13302,7421,6959,14377,12254,12847,25102,10901,12247,23149,12495,13017,25512,11365,12199,23570,7070,7330,14407,3712,4373,8079,1250,1933,3187,88668,91860,180533,2751,2520,5268,645,649,1295,40,38,78,7,3,13,697,688,1385,39001,36730,75730,47445,52690,100141,24451,22441,46891,63017,68019,131042,74634,76487,151118,1042,1005,2048,11063,10439,21505,5401,5378,10776,2973,3144,6116,2765,4302,7066,35994,36738,72725,4343,3828,8168,13067,12142,25206,4596,4768,9365,6816,8824,15642,3791,6096,9887,87366,90120,177488,3656,3937,7599
12703,58200,59155,117356,4804,4608,9409,8594,8263,16853,4066,3740,7812,4105,3974,8082,8679,9308,17990,8671,8853,17526,7658,7443,15096,5666,5898,11560,3625,3917,7540,1783,2158,3939,546,995,1547,56504,57697,114198,1694,1462,3156,749,748,1502,27,17,44,3,6,14,786,774,1556,29604,29232,58835,23855,25188,49040,24918,24301,49221,28969,30623,59598,46624,47271,93886,888,846,1738,7685,7379,15066,3095,3011,6109,1427,1617,3049,1682,2686,4363,23613,25290,48900,2805,2417,5217,8711,7922,16631,2331,2424,4753,2347,2929,5271,803,1162,1968,53374,54698,108070,5098,4623,9715
12801,53481,56362,109841,3479,3176,6659,6795,6364,13158,3136,3078,6213,3150,3024,6176,6681,7198,13882,7251,7567,14820,7382,7739,15114,6620,6919,13539,4853,5390,10243,2859,3614,6474,1278,2292,3563,51085,54248,105333,2398,2110,4512,555,545,1102,29,19,47,7,16,24,597,585,1180,40983,42568,83554,9706,10911,20620,43861,45598,89461,7107,8143,15252,47550,49903,97456,961,796,1760,6390,5998,12386,2521,2589,5109,1203,1238,2436,1232,1965,3194,23927,25939,49868,2672,2304,4970,10406,11118,21519,2191,2765,4955,1092,1376,2466,154,168,320,49984,52612,102593,2676,3112,5785
12802,52930,55109,108036,3561,3371,6930,7560,7241,14801,3586,3293,6879,3341,3152,6495,6023,6272,12299,7329,7925,15255,7260,7816,15071,6621,7048,13664,4707,4984,9692,2105,2465,4569,843,1537,2381,51043,53374,104418,1881,1737,3621,599,580,1178,18,15,32,12,19,27,628,616,1239,42218,43439,85657,8970,9795,18762,45216,46447,91666,6103,6997,13097,48549,50388,98931,1047,987,2037,7223,6915,14140,2968,2790,5759,1275,1375,2645,1180,1923,3099,23172,25199,48371,2736,2281,5013,10670,10907,21572,2216,2599,4815,1054,1264,2319,126,156,285,50510,52363,102872,1544,2034,3572
19797,171,239,412,10,4,14,7,14,22,3,7,12,9,4,9,11,24,32,18,14,34,25,31,50,22,53,74,48,60,108,16,24,42,3,7,10,173,234,409,3,3,6,4,10,10,0,0,0,0,0,0,5,10,13,102,135,232,60,86,142,119,154,279,36,55,92,137,184,325,0,0,0,10,10,22,0,5,5,0,3,3,0,6,8,52,76,125,12,15,22,38,57,93,9,22,35,13,12,27,0,0,4,0,0,0,1415,1860,3279
19999,7351,4939,12288,188,149,338,202,200,402,285,232,517,746,615,1358,1615,1091,2703,1269,629,1900,1148,646,1798,986,732,1722,719,477,1196,162,120,282,32,48,78,0,0,0,7351,4939,12288,503,289,789,17,8,26,20,3,25,538,301,839,4304,2726,7028,1663,1346,3012,4175,3038,7212,997,821,1822,4199,3009,7203,24,19,43,148,158,304,90,82,172,137,141,283,179,254,430,2208,1965,4169,385,247,633,1339,826,2159,454,274,731,286,135,420,41,24,65,0,0,0,0,0,0
