SA2_MAINCODE_2016,C16_AP_75_79_NCB_4,C16_AP_75_79_NCB_5,C16_AP_75_79_NCB_6m,C16_AP_75_79_NCB_NS,C16_AP_75_79_Tot,C16_AP_80_84_NCB_0,C16_AP_80_84_NCB_1,C16_AP_80_84_NCB_2,C16_AP_80_84_NCB_3,C16_AP_80_84_NCB_4,C16_AP_80_84_NCB_5,C16_AP_80_84_NCB_6m,C16_AP_80_84_NCB_NS,C16_AP_80_84_Tot,C16_AP_85andover_N_c_b_0,C16_AP_85andover_N_c_b_1,C16_AP_85andover_N_c_b_2,C16_AP_85andover_N_c_b_3,C16_AP_85andover_N_c_b_4,C16_AP_85andover_N_c_b_5,C16_AP_85ov_N_c_b_6mor,C16_AP_85andover_N_c_b_NS,C16_AP_85_and_over_Tot,C16_AP_Tot_NCB_0,C16_AP_Tot_NCB_1,C16_AP_Tot_NCB_2,C16_AP_Tot_NCB_3,C16_AP_Tot_NCB_4,C16_AP_Tot_NCB_5,C16_AP_Tot_N_ch_b_6mor,C16_AP_Tot_NCB_NS,C16_AP_T_T
119011361,41,10,20,26,241,18,14,52,48,39,20,34,21,240,23,26,89,66,31,20,38,26,321,2376,920,1929,1213,611,262,241,666,8220
119011571,17,14,18,16,179,12,14,32,17,7,11,18,7,122,12,21,31,28,23,12,25,16,165,1995,1087,1388,702,342,154,170,643,6481
119011572,20,10,32,26,194,6,13,33,21,16,7,34,17,143,13,23,25,28,14,3,30,18,159,1961,874,1370,726,364,178,225,724,6426
119021362,31,21,13,25,331,19,27,77,46,21,15,17,21,235,16,37,53,42,33,12,28,18,239,2484,1054,2015,987,452,176,148,632,7950
119021363,32,23,20,29,395,25,30,102,62,37,20,30,17,321,36,42,69,39,34,27,41,20,322,4737,2548,2715,1101,448,195,185,1125,13054
119021364,45,16,9,32,506,25,40,139,82,43,16,10,25,379,34,46,119,75,42,15,30,30,391,2924,1191,2948,1387,491,135,109,762,9958
119021366,31,19,27,29,219,10,8,35,39,18,12,25,22,170,18,8,47,36,23,14,28,18,186,2397,884,1455,1151,630,353,302,725,7896
119021367,26,11,8,14,198,10,15,56,44,31,8,17,18,185,13,23,56,27,23,4,17,8,179,1593,693,1460,783,360,122,105,414,5531
119021573,11,3,7,19,139,13,16,25,15,11,9,11,26,140,16,15,32,12,16,7,20,62,173,1613,972,1235,709,352,149,145,560,5736
119021574,3,3,10,5,71,0,4,9,8,4,7,4,3,39,9,3,9,7,6,0,5,3,41,1081,637,716,437,187,97,97,383,3636
119031368,26,9,10,22,290,10,22,83,44,30,9,14,20,229,24,21,50,45,29,18,28,73,284,4052,1900,2224,817,307,104,101,827,10337
119031369,29,11,8,27,316,16,15,88,54,25,15,13,15,249,50,44,135,80,54,22,21,35,431,3575,1620,2777,1101,367,106,92,700,10330
119031370,19,6,7,13,244,22,25,61,44,31,16,14,18,219,30,32,84,58,25,10,13,21,271,1865,971,1615,718,300,80,70,418,6037
119031371,27,7,7,12,180,9,14,44,37,16,11,6,6,146,22,20,53,43,14,14,7,23,187,1618,679,1615,753,260,72,39,286,5316
119031372,57,9,16,25,388,20,31,93,82,34,25,17,24,322,33,54,142,97,46,21,27,77,495,2021,929,2382,1273,434,137,97,431,7701
119031373,16,5,19,17,213,3,17,59,37,18,5,14,15,164,9,15,36,29,13,9,19,14,152,1519,821,1156,570,231,83,98,428,4902
119031374,42,10,3,19,354,22,32,68,67,32,18,12,13,270,45,35,137,96,45,16,15,30,416,3660,1570,2645,1307,429,113,74,607,10405
119041375,19,4,13,19,206,19,19,43,23,26,9,9,7,153,29,19,55,24,14,8,18,19,189,4404,1233,1455,699,323,139,116,859,9230
119041376,29,7,18,50,377,27,28,91,68,27,15,18,79,347,46,60,88,46,31,11,19,178,470,3698,1671,2759,1227,467,144,133,1008,11107
119041377,32,10,7,18,235,18,16,68,55,24,15,8,13,203,15,13,70,39,25,12,16,10,191,1667,665,1575,722,265,99,60,310,5361
119041378,8,7,0,12,129,8,14,35,25,14,3,5,7,113,12,17,35,28,22,6,7,14,138,1883,905,1016,394,137,39,24,382,4779
119041379,21,9,6,10,212,12,17,52,34,19,12,8,11,157,16,25,43,34,12,11,15,11,173,2383,1180,1701,693,218,59,47,435,6718
119041380,26,6,8,17,302,20,29,63,57,25,13,3,15,221,28,21,46,36,24,11,11,19,195,2098,861,1551,721,232,78,55,541,6131
119041381,20,0,7,34,235,14,20,70,35,8,5,7,65,226,25,23,54,45,16,10,9,147,336,3367,1287,1710,676,245,80,61,972,8403
119041382,39,9,12,25,396,33,24,82,46,25,12,6,21,246,30,51,106,63,33,17,9,29,346,2189,1038,1963,958,295,75,58,525,7103
120011383,33,18,8,17,384,19,24,82,76,26,14,16,18,277,48,32,91,78,35,19,13,29,349,2938,1315,2718,1381,394,97,69,564,9482
120011384,17,9,3,15,182,10,6,45,36,21,3,7,4,127,22,14,44,29,21,6,18,9,158,5221,1802,1901,714,221,61,40,840,10796
120011385,21,8,6,18,300,40,35,71,68,20,15,0,26,276,46,42,108,74,43,18,9,61,395,3061,1023,2108,925,262,76,29,688,8167
120011386,45,15,9,26,385,29,32,106,64,28,14,11,31,306,48,40,117,63,37,10,11,60,379,3228,1362,2373,994,304,88,45,697,9088
120021387,21,7,6,21,183,15,11,33,23,9,0,5,7,108,21,13,21,15,18,3,9,14,104,2836,949,1540,601,163,31,29,674,6830
120021388,22,14,5,18,255,32,17,50,31,21,9,8,25,192,28,37,73,40,19,9,9,24,247,4964,1673,2474,837,242,71,44,1008,11314
120021389,8,8,3,9,142,7,10,33,23,10,0,3,6,82,13,25,25,15,11,8,8,17,117,2644,886,1343,505,111,26,18,535,6074
120031390,28,13,4,40,321,52,37,87,52,31,11,11,29,310,77,55,97,66,50,36,33,64,477,5007,1847,1866,697,272,104,80,984,10849
120031391,32,10,16,17,311,36,30,84,57,38,11,21,23,309,47,35,80,61,43,25,37,31,351,5263,1664,2063,873,317,113,116,915,11318
120031392,18,5,3,6,157,6,12,27,34,16,6,8,6,107,6,13,31,19,11,5,7,3,96,1684,668,1084,483,165,49,35,320,4485
120031393,38,9,11,25,308,37,29,62,50,25,16,8,27,250,43,36,65,53,30,19,13,36,291,2666,1042,1909,898,363,111,83,525,7589
120031394,30,9,12,17,223,15,18,58,29,15,11,8,11,157,12,20,34,34,19,6,22,23,170,3511,1007,1501,528,195,63,68,673,7543
120031395,20,3,0,8,169,13,21,68,50,18,5,0,11,184,26,30,73,53,18,12,15,24,260,2330,743,1446,612,183,57,28,390,5793
120031396,10,9,9,10,106,8,8,20,10,10,0,5,6,71,0,3,19,11,0,4,13,3,60,2704,1262,1209,359,120,35,38,740,6471
120031575,32,19,21,26,336,38,37,69,66,35,16,14,27,308,65,60,95,67,55,25,27,25,428,4584,1371,2217,1098,391,146,119,982,10905
120031576,0,0,0,3,36,0,4,13,5,0,5,0,4,38,0,4,6,3,7,3,0,3,29,497,212,397,178,54,30,15,106,1484
121011398,40,8,8,28,345,44,25,68,52,27,18,14,20,269,54,32,103,66,51,17,16,58,394,5259,2297,2743,988,292,86,59,942,12661
121011399,19,6,0,17,242,24,15,60,44,23,6,5,25,203,50,24,64,57,24,19,14,41,289,3814,1502,2057,754,196,49,46,601,9019
121011400,41,13,5,19,365,46,25,89,64,50,13,14,19,322,46,61,124,95,40,25,9,41,441,3939,1503,2920,1445,448,102,47,633,11039
121011401,7,0,3,8,89,7,10,6,11,6,0,9,5,54,5,3,17,12,7,0,0,9,57,2314,703,826,287,72,17,14,377,4603
121011402,53,11,7,14,342,32,28,80,88,48,11,10,14,320,44,47,106,88,53,31,20,21,419,2993,1296,3224,1636,436,105,65,565,10326
121021403,28,11,3,5,215,5,8,32,35,23,8,3,5,128,15,14,39,39,20,9,9,9,162,2062,928,2368,1237,360,76,36,316,7393
121021404,15,6,3,3,130,3,3,24,23,21,6,3,0,88,6,10,13,13,11,6,4,4,71,1206,547,1525,796,268,57,31,198,4626
121021406,32,15,13,22,327,15,19,49,46,37,13,8,11,192,27,26,48,47,33,10,13,22,238,2173,953,2467,1192,350,93,69,342,7635
121021577,16,3,3,8,126,4,5,25,26,11,5,4,4,94,9,13,26,17,15,10,5,7,100,1974,1192,1121,319,105,36,28,270,5038
121021578,19,3,6,10,126,5,7,38,28,16,10,4,6,112,21,19,42,25,17,11,7,13,154,1305,687,1295,569,176,58,35,291,4417
121021579,18,0,6,11,149,19,12,28,48,14,6,13,13,145,41,28,54,37,23,15,12,22,230,1267,842,1067,420,128,42,37,250,4057
121031407,41,15,6,15,320,20,17,71,67,35,11,10,23,257,34,37,101,103,43,25,16,145,483,2755,1218,2795,1328,344,106,54,607,9200
121031408,39,14,5,19,343,27,20,62,79,42,13,11,25,271,50,33,98,70,55,26,11,57,405,2883,1096,2907,1572,443,108,34,521,9562
121031409,21,10,5,15,207,15,10,40,44,32,5,9,4,158,15,20,71,54,31,7,3,5,213,1895,799,2198,1091,317,74,36,305,6722
121031410,55,12,11,21,426,25,18,104,106,48,13,7,20,335,21,33,94,101,43,14,11,32,350,2092,1113,2986,1481,417,89,47,361,8589
121031411,53,22,3,38,454,37,27,128,93,55,11,14,47,407,54,68,175,144,70,20,19,197,748,2035,938,2693,1466,448,95,47,584,8303
121031412,36,10,5,11,313,22,30,78,79,35,12,10,13,268,30,20,104,75,47,11,11,40,346,2161,815,2318,1298,398,94,55,420,7570
121041413,29,3,0,25,293,22,20,56,29,17,7,3,17,174,29,20,59,33,8,3,3,22,186,3960,1182,1893,710,215,46,20,679,8698
121041414,17,6,4,16,193,38,13,37,20,23,10,0,17,162,31,10,30,31,8,5,7,16,145,4386,1229,1415,463,151,38,20,667,8380
121041415,39,11,4,45,502,65,24,91,93,32,16,12,30,361,81,48,138,145,58,16,17,77,578,4782,1545,3119,1737,457,98,53,1064,12852
121041416,23,6,3,21,275,49,10,50,29,27,4,8,15,190,74,38,65,75,36,18,9,49,362,4463,1006,1354,642,200,55,34,814,8560
121041417,13,3,4,10,137,7,8,13,20,4,4,3,10,69,18,3,11,14,11,3,6,12,73,2507,586,783,374,121,23,10,531,4926
122011418,27,8,3,10,252,21,18,46,47,29,8,3,7,173,36,28,65,52,38,10,10,14,245,2395,963,2577,1259,341,56,29,438,8064
122011419,27,16,3,35,279,22,19,40,60,33,8,12,29,226,34,27,71,43,24,5,12,95,309,4255,1073,1912,935,266,62,32,942,9492
122021420,25,7,3,3,195,4,11,43,52,22,11,8,8,176,16,16,73,56,27,9,7,16,217,1263,563,1691,989,324,57,28,292,5206
122021421,29,16,5,18,253,18,14,50,55,21,11,7,9,182,15,10,61,53,29,10,4,72,258,1090,440,1475,840,250,62,25,375,4551
122021422,23,6,0,7,178,11,10,28,28,18,7,7,6,110,8,13,42,31,16,0,3,5,123,1487,632,1835,899,276,51,24,240,5446
122021423,44,21,0,45,421,22,22,112,88,43,12,12,65,362,35,34,114,70,42,12,12,163,477,2658,1141,3294,1583,454,114,48,790,10081
122031424,25,10,0,14,243,13,25,65,53,28,13,11,15,213,17,24,73,51,26,8,10,36,251,1530,718,1803,926,290,94,46,345,5743
122031425,23,3,3,11,151,6,5,28,38,18,5,3,9,106,22,15,55,39,19,10,3,10,168,820,349,1039,552,146,36,21,183,3139
122031426,39,10,5,27,292,18,13,65,47,39,9,16,20,224,23,17,60,52,43,12,11,22,232,4013,1738,2442,1027,357,82,55,841,10554
122031427,32,12,3,8,305,14,14,62,58,30,11,7,16,227,15,31,57,55,38,7,9,15,234,1330,571,1819,912,253,66,38,213,5201
122031428,37,14,10,40,493,22,24,107,97,45,11,10,55,379,46,38,101,96,36,20,14,94,451,2482,1070,3559,1887,491,118,60,525,10193
122031429,25,3,4,13,181,19,12,47,31,29,11,3,8,158,32,25,56,53,30,13,18,21,256,3388,1097,2051,978,295,79,43,651,8586
122031430,34,10,8,25,256,19,16,44,32,20,14,10,29,179,25,23,84,64,25,11,16,97,340,2030,825,2089,957,285,70,45,461,6764
122031431,56,19,4,44,438,35,25,71,116,34,15,9,59,373,50,77,212,153,84,46,34,196,849,3260,1307,2931,1553,507,132,72,898,10660
122031432,6,0,0,3,50,7,8,7,11,8,3,0,0,39,8,7,13,28,12,5,3,3,80,387,141,458,294,86,25,5,98,1494
123011433,34,13,5,30,234,8,9,50,58,31,13,8,58,228,15,26,69,60,39,26,20,176,421,1267,525,1617,1013,387,137,62,470,5470
123011434,30,13,8,9,190,6,11,34,29,26,13,7,4,131,8,9,18,20,8,3,11,13,96,2267,918,2409,1455,495,134,87,429,8194
123011435,31,8,4,15,162,0,6,28,20,15,7,3,5,88,8,8,21,19,8,5,8,0,78,3176,1438,3287,1786,667,191,81,487,11108
123021436,31,9,22,16,196,4,4,29,24,9,11,17,11,107,8,6,11,16,12,10,10,19,96,2062,886,1796,1255,611,280,249,581,7708
123021437,46,23,11,15,288,12,13,46,56,40,9,25,22,223,17,16,41,55,30,16,20,34,222,2221,991,1686,1081,582,197,169,595,7521
123021438,17,12,6,3,125,8,7,18,11,23,10,13,8,93,4,7,20,12,10,3,17,3,69,2279,932,2101,1193,596,226,210,605,8155
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,38,16,17,17,202,14,17,27,28,14,17,15,9,136,11,12,30,32,17,16,13,13,146,2305,1083,2095,1136,427,192,130,596,7969
123021441,18,6,14,19,188,10,14,21,19,11,12,12,11,117,3,8,15,15,16,7,6,8,80,1846,826,1752,1130,468,193,134,417,6762
123021442,36,13,14,43,241,15,8,23,29,26,13,15,62,177,4,17,21,29,13,5,14,145,249,2499,1315,2448,1300,558,240,192,966,9516
123021443,21,15,17,12,142,10,4,28,18,20,6,14,9,101,10,3,21,33,9,6,21,10,123,2120,1043,2088,1194,569,205,173,509,7903
123021444,31,21,21,25,187,0,6,19,19,15,13,17,18,113,7,5,13,15,9,3,10,58,126,2271,865,2132,1442,665,256,195,673,8509
123031445,15,6,6,3,96,4,5,14,11,10,4,0,3,46,8,4,3,13,7,8,3,6,47,548,217,612,451,193,61,30,153,2267
123031446,8,8,3,7,97,6,5,30,16,5,3,4,8,74,3,11,18,19,9,4,5,14,87,961,388,1129,706,215,69,36,226,3738
123031447,23,14,13,26,197,7,8,32,38,27,6,10,36,166,15,19,38,38,18,11,8,65,202,1707,719,1794,1237,498,163,84,586,6790
123031448,15,4,5,12,104,0,3,4,8,6,7,3,5,44,0,0,12,9,11,3,4,3,42,951,321,933,700,289,93,37,227,3552
124011449,12,9,3,13,120,10,11,23,24,7,3,3,4,76,6,6,8,10,11,3,4,11,61,697,345,638,354,140,50,32,190,2442
124011450,40,18,13,15,261,11,21,35,42,27,16,8,15,177,5,13,56,24,15,9,12,14,146,1985,838,2345,1501,508,163,97,319,7745
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
124011452,25,18,12,37,287,32,18,33,33,27,6,8,23,176,25,15,60,39,18,17,7,29,212,1993,832,1335,716,333,122,80,561,5984
124011453,18,4,4,13,155,15,7,27,21,14,6,11,3,108,8,8,17,12,11,5,8,8,87,1387,587,1334,755,318,81,64,236,4753
124011454,40,24,10,28,333,21,27,72,62,45,26,14,25,288,43,40,130,100,52,19,16,30,438,2402,1015,2751,1701,611,208,107,397,9193
124011455,20,3,6,10,149,21,11,29,24,13,13,4,9,131,24,15,25,21,6,10,11,14,125,753,340,769,430,155,55,40,178,2724
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,25,13,7,12,133,4,7,22,10,11,8,10,4,83,6,10,19,21,11,6,10,8,97,1726,698,1726,1088,466,173,102,365,6346
124031458,22,22,18,12,173,4,7,11,25,17,10,6,14,91,3,7,15,8,10,7,8,3,59,2727,1176,2303,1451,652,226,143,608,9283
124031459,23,19,8,15,225,13,9,32,28,27,9,16,11,143,13,15,53,42,20,13,13,11,175,1491,624,1827,1016,379,128,95,453,6017
124031460,23,13,3,3,126,5,13,29,21,19,5,3,5,92,0,5,21,10,6,7,9,3,63,2354,980,2590,1386,454,121,67,392,8352
124031461,24,17,11,13,234,6,12,32,37,18,13,11,20,146,9,9,41,40,22,5,10,14,158,1893,854,1993,1222,451,171,98,462,7139
124031462,34,11,12,20,193,3,6,29,19,28,17,12,16,129,17,11,47,32,27,10,18,31,187,2306,1179,1913,1094,488,167,142,579,7864
124031463,20,7,9,8,102,0,4,9,7,9,8,13,8,61,10,0,6,7,4,4,0,8,45,1014,372,928,669,273,103,56,278,3701
124031464,38,20,18,22,248,22,18,42,38,36,18,14,25,215,27,47,77,47,43,17,25,47,334,1745,769,1289,749,399,178,106,538,5766
124031465,4,0,3,3,41,0,0,7,6,4,10,4,3,39,0,0,6,0,8,0,0,0,17,540,193,558,371,146,45,35,119,1999
124041466,45,16,12,25,289,21,18,50,39,30,20,19,28,218,18,31,74,60,30,23,23,55,318,1732,656,1474,1008,431,161,117,470,6049
124041467,24,12,20,26,191,8,13,38,19,18,10,16,15,132,8,3,25,22,15,17,4,19,112,1764,790,1604,1051,424,145,118,407,6304
124041468,12,3,9,6,61,0,3,6,3,3,3,5,5,29,0,4,5,3,3,3,4,0,28,631,219,599,454,209,65,55,457,2690
124051469,6,5,3,0,33,0,0,5,3,6,5,6,0,22,0,0,0,5,0,0,4,0,18,795,270,755,443,160,36,30,137,2626
124051470,27,5,9,4,115,7,3,15,14,15,7,10,10,81,0,4,14,4,4,4,9,10,70,2205,889,2226,1350,534,165,124,507,7992
124051580,16,10,11,10,128,7,6,14,20,19,5,8,9,90,0,3,18,6,5,9,11,4,65,1314,587,1089,719,340,132,121,386,4697
124051581,22,17,16,31,214,4,20,33,41,20,20,21,39,194,10,12,25,27,27,16,22,64,210,1772,855,1342,894,440,200,188,794,6486
125011473,4,0,0,5,46,0,4,6,8,10,0,0,3,28,0,8,9,6,8,6,4,4,43,3082,1239,1346,409,119,42,27,1110,7365
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,22,13,17,18,160,12,6,8,13,20,5,0,4,78,26,11,27,19,18,8,22,17,150,2023,856,1070,675,417,221,244,614,6124
125011583,9,3,3,8,75,5,4,12,6,9,3,3,0,45,4,3,4,6,6,3,3,6,42,1356,754,663,342,158,56,41,403,3761
125011584,12,0,13,3,90,5,10,18,19,17,3,5,3,80,12,12,27,25,7,9,15,6,117,983,409,654,445,221,127,134,274,3243
125011585,9,5,11,5,92,0,4,20,25,15,9,13,3,88,16,7,20,9,8,7,8,4,84,1184,529,868,392,172,70,79,222,3517
125011586,27,9,14,16,171,15,14,18,20,19,12,22,9,121,5,10,30,36,16,9,27,31,170,3192,1182,1715,777,327,130,133,805,8256
125011587,5,8,6,10,59,3,0,6,5,7,4,3,3,37,5,8,9,7,4,3,11,8,52,612,295,467,241,133,54,53,156,2016
125021476,60,21,11,29,463,27,15,101,83,45,19,18,19,326,35,35,93,68,51,8,12,66,368,3161,1856,3633,1500,507,124,69,592,11451
125021477,28,12,13,23,264,21,17,46,32,25,10,9,14,180,19,23,61,43,39,22,22,27,254,2725,1312,2363,1096,421,137,112,553,8708
125021478,21,14,12,19,246,10,11,43,53,23,11,13,20,189,8,15,43,30,23,17,18,19,165,2359,1182,1952,929,336,123,101,523,7502
125031479,26,13,21,17,225,6,14,58,37,30,17,27,20,220,22,29,71,48,32,26,45,34,297,2046,818,1621,1012,554,281,271,641,7242
125031480,16,16,28,34,206,7,10,31,26,26,13,25,34,161,21,26,63,36,26,9,38,84,309,1804,683,1194,766,450,251,264,716,6127
125031481,20,13,24,21,174,12,13,26,17,17,16,18,8,126,8,16,23,26,5,11,15,5,104,2718,1130,1420,837,504,242,260,793,7915
125031482,44,17,22,21,370,16,22,65,58,32,9,14,36,246,16,23,42,44,20,15,27,51,236,2743,1276,3177,1710,633,191,155,688,10573
125031483,26,29,35,24,229,8,12,41,29,14,9,18,19,154,22,16,48,34,27,12,25,25,201,2264,879,1289,1046,713,394,398,856,7838
125031484,40,16,25,17,265,26,18,61,42,28,13,12,17,219,30,31,71,55,32,24,34,34,309,2488,1065,1782,1118,666,264,228,637,8244
125031485,37,26,40,13,297,23,13,54,49,34,16,32,24,248,21,25,55,58,38,18,44,23,279,3471,1644,2282,1469,743,330,313,842,11098
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
125041489,20,14,11,31,177,12,25,44,33,26,9,15,29,186,27,29,58,55,29,15,24,48,292,3589,1697,1787,697,271,110,84,1056,9291
125041490,10,7,7,4,127,7,6,16,12,16,3,7,8,70,6,16,28,23,11,3,0,8,101,828,465,1113,497,151,32,26,123,3241
125041491,28,11,7,29,234,6,11,46,44,17,11,10,36,178,26,23,68,52,18,10,18,67,281,2768,1662,1973,724,255,70,65,762,8286
125041492,10,12,8,25,153,12,8,20,33,5,14,12,14,115,13,11,28,13,19,8,18,31,147,4627,2756,1805,527,193,89,96,1328,11426
125041493,60,31,15,25,452,26,22,87,82,44,25,27,24,336,16,24,95,69,61,25,32,25,342,2580,1253,2570,1275,528,217,140,564,9123
125041494,15,5,0,12,137,4,7,34,25,17,6,3,8,110,9,13,25,16,17,8,7,22,109,1154,536,1436,725,233,57,31,148,4320
125041588,28,5,9,10,157,10,20,35,24,24,14,9,28,150,15,15,61,23,17,11,22,59,226,1185,900,1440,577,251,76,79,411,4924
125041589,24,12,11,16,183,10,15,27,21,16,14,13,23,145,8,16,41,26,19,9,20,16,164,1759,1228,1620,560,250,109,75,430,6037
126011495,53,15,12,18,379,23,22,77,78,48,11,9,22,285,27,42,79,82,53,16,29,34,359,3818,1813,3321,1319,419,95,67,548,11399
126011496,53,9,8,32,364,17,18,63,85,44,13,0,25,272,16,18,72,53,42,12,11,118,356,2456,977,2683,1403,460,110,54,496,8634
126021497,45,15,12,18,367,23,23,65,64,31,22,16,8,267,28,31,72,79,38,23,19,17,301,3783,1815,2864,1179,368,119,84,649,10859
126021498,20,10,12,11,235,15,23,61,42,30,7,10,15,193,33,32,67,61,26,9,7,14,251,2185,776,1664,813,236,72,44,415,6198
126021499,18,9,5,26,179,21,5,29,42,7,7,13,21,146,78,30,70,58,32,12,12,149,438,1240,453,1140,668,228,53,44,421,4249
126021500,33,12,10,36,292,33,16,59,76,24,11,7,59,279,65,32,80,91,42,24,25,153,510,4901,1462,1755,666,218,84,56,831,9972
126021501,25,6,3,11,250,20,18,55,35,27,8,7,4,178,17,30,54,56,40,19,7,9,240,1580,674,1634,729,207,69,40,246,5170
126021503,17,14,8,8,217,21,14,28,34,14,5,7,5,128,18,24,31,25,23,11,25,8,157,3744,1415,1754,658,222,80,68,459,8395
126021590,14,3,3,3,59,3,8,9,12,10,6,3,3,57,6,6,15,13,10,3,3,3,58,504,187,510,312,105,19,12,74,1730
126021591,51,13,10,36,371,25,16,100,80,43,20,17,36,333,40,38,112,90,57,28,30,89,475,4420,1705,2803,1251,419,117,103,894,11710
127011504,60,38,36,38,304,9,12,34,41,24,19,43,36,205,0,3,11,23,22,11,22,22,117,1689,618,1189,1011,702,373,378,871,6827
127011505,32,8,4,17,134,3,5,26,21,13,16,3,12,94,7,8,27,38,17,6,13,13,131,900,251,751,696,370,119,79,370,3534
127011506,28,15,8,12,152,4,3,34,17,10,9,8,11,90,0,3,16,20,12,3,3,11,69,1919,891,1756,1067,416,130,90,580,6862
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,7,0,0,4,26
127011593,4,5,3,0,52,0,3,10,4,3,3,5,0,33,0,0,3,5,3,0,8,0,21,889,191,784,504,175,57,49,173,2823
127011594,9,12,13,7,98,0,3,18,13,9,3,8,5,63,0,8,13,7,4,4,23,5,67,1574,480,1243,822,366,146,137,332,5106
127011595,12,10,5,0,86,0,7,8,5,4,0,17,6,43,3,3,8,7,4,5,12,0,39,1508,506,1298,712,334,122,111,270,4857
127011596,5,3,5,4,50,0,4,4,8,0,0,4,3,36,3,3,4,7,3,0,5,0,26,1276,491,1280,666,287,103,75,266,4448
127011597,6,4,13,0,65,3,4,7,4,4,7,10,3,51,0,3,3,3,9,4,10,0,28,1625,653,1572,890,354,114,100,345,5643
127021509,16,17,33,4,149,3,12,17,16,11,11,34,3,106,9,10,22,13,8,25,38,15,130,1969,621,1685,1017,526,222,245,384,6674
127021510,36,14,20,14,243,4,7,53,41,21,11,27,12,175,7,15,31,37,31,19,42,13,196,2306,641,2006,1458,589,212,228,465,7911
127021511,31,34,56,37,325,18,20,40,26,24,13,75,32,252,14,19,52,27,40,24,72,87,339,3520,1494,2319,1105,500,231,347,895,10408
127021512,32,16,42,15,244,5,9,45,52,25,15,46,14,210,10,11,25,19,25,17,27,9,139,2036,751,1612,1063,528,211,246,566,7016
127021513,27,28,43,14,258,12,16,32,30,30,15,58,15,203,9,19,32,45,38,27,82,22,274,2697,1154,2036,1154,512,240,325,608,8722
127021514,14,11,12,5,95,3,3,10,11,6,5,21,0,64,3,4,4,9,3,6,26,3,53,1267,381,1025,694,305,105,110,223,4123
127021515,34,20,44,24,237,12,28,34,36,23,12,50,15,209,10,28,28,34,26,13,37,17,184,2344,928,1524,875,482,225,323,581,7281
127021516,33,14,40,24,276,15,7,44,26,23,20,29,16,179,8,16,30,24,26,16,30,12,160,2390,753,1801,1169,612,275,263,610,7858
127021517,19,5,20,7,118,9,3,15,7,8,13,13,4,65,0,3,12,12,9,3,14,3,54,997,294,884,596,253,102,111,180,3429
127021518,11,4,8,7,74,3,0,14,12,17,7,10,19,76,0,0,7,8,7,5,0,33,59,439,110,379,369,184,54,32,215,1788
127021519,33,19,28,31,304,20,19,36,55,27,16,33,21,233,11,17,32,36,20,15,32,23,189,2049,709,1711,1262,580,250,260,571,7402
127021520,21,9,28,12,162,8,16,34,23,6,3,23,3,120,8,8,24,27,17,14,33,11,153,1400,435,1278,757,295,130,143,283,4720
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,14
127031522,29,12,18,21,213,8,4,39,30,9,12,10,15,128,4,10,33,28,22,9,21,22,152,1766,723,1624,954,437,163,131,556,6350
127031523,19,12,5,7,152,14,9,44,41,16,11,13,4,152,6,18,40,34,18,14,18,19,159,2013,913,2231,1256,398,128,99,416,7443
127031524,25,14,3,7,164,7,19,37,38,16,11,9,8,134,16,27,35,33,29,11,21,13,181,2355,1039,2506,1145,343,106,58,412,7968
127031598,45,24,28,56,354,14,24,58,39,32,25,25,23,238,10,22,59,32,23,15,39,32,232,2888,1650,2410,1216,609,252,276,1619,10913
127031599,21,18,23,25,191,4,9,14,24,24,4,12,9,114,3,9,16,18,13,6,17,14,92,1137,458,917,716,406,204,195,518,4558
127031600,20,8,8,8,113,10,0,20,15,11,3,10,9,78,3,5,30,15,8,3,14,62,143,1883,732,1908,1087,397,145,104,468,6725
127031601,9,0,13,16,73,3,0,14,8,6,5,3,10,55,0,5,0,7,6,0,10,12,43,671,386,452,220,109,39,48,394,2322
128011529,40,8,5,12,284,12,18,66,48,36,5,6,15,206,11,23,61,46,24,9,8,18,212,2092,796,2345,1225,377,66,47,317,7267
128011530,43,8,11,29,369,20,32,103,108,32,16,13,39,366,26,49,163,110,60,32,16,80,537,2174,993,2324,1233,405,118,70,545,7873
128011531,48,12,8,29,419,24,14,102,83,54,18,14,27,337,46,51,186,110,73,16,8,86,582,1734,835,2208,1177,416,106,52,454,6990
