SA2_MAINCODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
123021442,654,1095,840,947,445,257,4237,442,389,223,163,63,33,1313,178,187,121,83,31,27,626,619,581,346,241,92,56,1939,58,38,10,10,3,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,40,10,10,3,0,133,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,9,3,3,0,0,11,0,0,0,0,0,0,4,1342,1721,1202,1203,546,317,6317,757,1306,961,1027,485,350,4892,346,350,217,116,56,18,1093,225,218,149,94,37,24,744,574,567,362,208,90,41,1838,80,28,19,14,0,3,152,0,0,0,0,0,0,0,5,0,0,0,0,0,6,3,0,0,0,0,0,4,92,35,19,14,6,3,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
123021443,592,1121,1001,1137,572,342,4761,135,142,56,40,20,7,399,114,109,87,52,28,41,438,250,250,144,97,48,51,834,60,24,13,7,3,0,106,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,27,12,10,3,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,3,906,1400,1157,1234,630,388,5726,630,1185,979,1042,522,371,4729,93,73,34,32,12,7,257,57,44,27,18,5,13,161,145,120,65,45,24,17,417,93,62,31,21,0,7,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,92,58,31,21,0,7,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,24,21,4,12,109,23,25,25,21,4,12,107,0,0,0,0
123021444,533,1269,1027,1283,646,372,5129,122,162,117,88,43,37,577,69,95,72,46,21,21,320,192,256,193,133,64,62,895,10,18,3,3,0,0,35,0,0,0,0,0,0,0,46,23,9,0,0,0,72,0,0,0,0,0,0,4,55,41,12,5,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,781,1571,1231,1423,709,432,6145,615,1394,1099,1200,608,449,5363,139,148,48,27,12,9,381,56,54,39,24,12,11,190,198,202,89,49,32,17,575,34,17,3,3,0,0,60,19,16,7,3,0,0,45,0,0,0,0,0,0,0,3,0,0,0,0,0,3,54,39,8,10,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,8,3,0,0,0
123031445,220,499,264,327,170,92,1567,32,35,0,0,0,0,72,0,0,0,0,0,0,0,32,35,0,0,0,0,72,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,23,9,0,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,3,18,10,3,0,0,0,33,0,0,0,0,0,0,3,287,543,266,330,172,92,1687,256,510,263,345,169,101,1646,51,60,4,0,0,3,120,0,0,0,0,0,0,0,51,60,4,0,0,3,120,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,6,30,6,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,4,0,0,0,34,0,0,0,0
123031446,223,617,365,526,261,95,2086,7,3,0,0,3,0,12,0,0,0,0,0,0,0,7,3,0,0,3,0,13,3,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,12,9,14,0,0,5,0,21,0,0,0,0,3,0,3,0,5,0,0,0,0,8,0,5,0,3,0,0,7,3,5,3,4,3,0,23,0,0,0,0,0,0,0,239,640,370,527,266,99,2145,245,631,367,487,242,116,2094,23,37,3,0,0,0,69,0,0,0,0,0,0,0,23,37,3,0,0,0,69,4,9,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,0,0,19,15,21,6,0,0,0,41,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,0,0,0,0,9,0,0,0,0
123031447,813,1474,810,905,451,234,4688,71,38,10,4,0,0,122,12,3,0,0,0,0,14,86,43,10,3,0,0,137,52,19,3,0,0,0,74,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,5,0,0,0,0,14,67,24,5,0,3,0,94,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,5,0,0,0,0,14,9,5,0,3,0,0,24,0,0,0,0,0,0,0,970,1553,819,915,449,234,4943,807,1533,840,933,464,248,4833,105,54,7,6,0,0,175,5,8,0,3,0,0,10,111,61,7,6,0,0,190,91,20,6,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,102,26,10,0,0,0,132,3,0,0,0,0,0,6,3,0,0,0,0,0,4,7,5,0,4,0,0,13,10,5,0,4,0,0,20,0,3,0,0
123031448,267,685,412,520,306,162,2347,8,17,6,3,0,3,37,0,3,0,0,0,0,9,10,24,6,5,0,3,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,7,3,3,0,0,0,11,0,0,0,0,0,0,7,3,4,0,0,0,0,4,10,3,8,0,0,0,24,0,0,0,0,0,0,0,290,712,420,528,309,168,2424,290,797,448,501,317,185,2539,7,9,0,5,3,0,23,0,0,0,0,0,0,0,7,9,0,5,3,0,23,0,8,3,6,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,11,8,8,3,4,4,0,28,19,3,3,3,0,0,33,0,0,0,0,4,0,4,0,0,3,0,0,0,6,25,4,8,4,3,0,44,0,0,0,0
124011449,675,790,252,192,80,42,2033,21,6,0,0,0,0,30,4,0,0,0,0,0,5,19,6,3,3,0,0,31,8,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,15,10,0,0,0,0,25,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0,8,4,5,0,0,0,0,14,0,0,0,0,0,0,0,719,804,257,194,83,41,2103,712,798,253,212,79,28,2085,12,15,0,0,0,0,38,8,6,3,6,0,0,23,22,26,4,8,0,3,58,12,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0
124011450,1002,2013,1075,1193,591,217,6098,56,28,4,6,0,0,102,11,20,7,4,0,0,37,66,52,12,8,0,0,139,32,35,9,7,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,21,50,38,11,7,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1123,2103,1096,1207,592,217,6340,1033,2043,1129,1244,548,216,6219,76,55,10,9,6,0,156,41,30,8,7,0,0,87,116,89,22,12,6,0,240,19,6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,21,8,3,0,0,0,37,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,8,0,0,0,0,0,11,0,0,0,0
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011452,1441,1547,620,499,189,102,4398,77,16,7,7,3,0,111,32,29,20,3,0,0,89,113,44,30,7,5,0,197,176,40,13,3,0,0,229,69,24,0,0,0,0,91,4,3,0,0,0,0,3,9,0,0,0,0,0,9,255,64,13,3,0,0,330,3,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,10,9,4,0,0,0,0,20,0,0,0,0,0,0,0,1822,1656,661,516,197,103,4946,1413,1519,573,458,178,104,4245,188,136,34,18,5,5,385,80,56,14,9,3,3,161,270,195,42,24,6,5,543,174,54,10,3,0,0,250,29,16,3,3,0,0,47,4,0,0,0,0,0,4,29,14,5,0,0,0,43,234,78,19,7,0,3,345,3,5,0,0,0,0,5,0,0,0,0,0,0,0,3,4,3,0,0,0,8,9,4,3,0,0,0,16,3,9,0,0
124011453,889,1302,628,640,266,117,3850,26,7,8,3,0,0,45,0,0,0,0,0,0,3,27,9,8,3,0,0,46,32,9,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,5,38,13,3,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,967,1322,642,640,268,117,3960,967,1301,654,689,270,119,4000,31,17,7,0,0,0,58,0,3,0,0,0,0,4,31,17,6,0,0,0,60,40,7,6,0,0,0,49,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,0,0,0,0,11,42,12,3,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0
124011454,1192,2273,1218,1398,646,251,6976,211,117,18,4,0,0,358,41,30,10,4,0,0,84,246,150,30,10,3,0,442,108,19,5,0,0,0,133,8,5,0,0,0,0,7,0,0,0,0,0,0,0,15,9,0,0,0,0,20,129,30,5,3,0,0,169,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,1560,2458,1258,1412,649,253,7597,1242,2437,1262,1323,607,288,7154,156,71,18,4,0,0,253,132,42,18,3,3,0,191,283,116,34,6,3,0,444,35,19,3,4,0,0,59,28,3,0,0,0,0,28,0,0,0,0,0,0,0,15,3,0,0,0,0,18,66,28,9,3,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,5,0,0,3,0,8,3,0,0,0
124011455,566,834,276,301,103,41,2122,43,10,5,3,0,0,59,0,3,0,0,0,0,4,41,14,5,3,0,0,65,10,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,15,3,3,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,626,854,293,302,103,41,2212,606,868,317,254,107,45,2191,44,16,3,0,0,0,67,0,0,0,3,0,0,9,47,16,4,4,0,0,71,12,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,4,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,714,1522,1043,984,491,211,4965,15,29,13,7,3,0,62,16,17,13,12,3,4,63,27,50,25,15,4,4,125,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,749,1573,1060,1003,496,214,5100,672,1375,920,833,399,208,4412,92,86,54,28,21,8,289,45,56,35,16,8,4,156,135,136,84,49,24,16,447,28,66,56,49,34,12,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,14,34,71,58,49,34,12,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
124031458,583,1272,913,1035,610,274,4688,25,38,21,19,7,0,108,23,30,33,17,10,9,120,53,70,51,40,18,9,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,8,3,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,639,1346,966,1071,633,286,4933,654,1409,955,1135,571,324,5048,61,59,41,31,5,13,207,24,31,34,19,12,5,119,83,90,75,45,17,20,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0
124031459,583,1450,792,872,371,173,4229,42,33,8,5,3,0,93,27,30,4,3,0,0,66,65,64,10,10,0,0,160,104,47,10,8,3,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,113,51,10,8,3,0,187,55,19,4,0,0,0,82,0,0,0,0,0,0,0,0,3,0,0,0,0,5,60,22,4,0,0,0,83,0,0,0,0,0,0,0,813,1589,815,890,374,180,4659,553,1335,702,868,353,179,3991,95,60,15,7,0,0,185,42,25,14,4,3,0,92,134,91,30,10,3,0,273,97,60,31,24,9,4,227,0,0,0,0,0,0,0,0,12,7,7,4,0,23,12,41,21,24,9,3,113,110,111,58,48,16,6,365,58,29,3,0,0,0,88,0,0,0,0,0,0,0,4,4,6,0,0,0,16,64,39,11,3,0,0,111,10,0,0,0
124031460,497,1469,1136,1668,724,278,5773,29,35,13,12,3,0,98,46,52,35,23,3,3,161,75,88,48,35,5,3,260,4,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,574,1566,1185,1712,730,282,6048,519,1467,1144,1643,715,317,5810,34,41,27,28,5,3,137,75,107,83,58,37,11,367,114,147,106,90,36,12,505,33,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,7,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031461,784,1729,1013,947,411,184,5074,94,63,29,15,4,3,216,47,37,27,18,3,0,132,146,100,54,30,8,7,348,53,9,3,0,0,0,71,164,74,20,3,0,3,261,14,12,3,0,0,0,29,3,0,0,0,0,0,3,231,96,24,3,0,3,360,66,33,4,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,33,4,0,0,0,103,0,0,0,0,0,0,0,1223,1966,1100,984,415,191,5884,866,1781,966,915,406,206,5141,128,73,37,20,7,3,268,34,45,24,19,10,6,137,167,121,59,39,15,4,411,53,31,11,4,0,0,96,193,155,36,14,0,0,405,8,0,3,0,0,0,9,9,4,0,0,0,0,14,256,195,54,21,3,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031462,556,1029,638,679,354,159,3421,187,190,86,44,17,11,538,215,279,150,89,30,8,771,402,469,236,131,52,16,1311,181,82,35,13,0,0,301,237,107,26,18,0,0,390,63,28,12,0,0,0,112,10,0,0,0,0,0,13,488,220,77,31,0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,15,8,9,0,0,0,0,15,0,0,0,0,0,0,0,1459,1724,947,845,406,177,5557,621,1079,672,717,381,203,3677,202,194,81,52,10,9,546,282,322,181,102,56,18,953,476,510,262,154,63,26,1499,116,73,25,8,4,0,223,227,137,55,30,4,3,467,118,63,35,17,4,0,235,7,0,0,0,0,0,14,461,278,115,55,11,4,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,14,10,0,0,0,3,0,17,0,0,0,0
124031463,207,467,289,388,223,168,1738,6,11,0,3,4,4,29,0,0,0,0,0,0,0,4,11,0,3,4,4,32,45,13,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,43,13,0,0,0,0,61,20,12,0,3,0,0,43,0,0,0,0,0,0,3,0,0,0,0,0,0,0,21,14,7,3,0,0,41,0,0,0,0,0,0,4,278,504,296,399,226,171,1876,221,564,278,383,227,181,1855,0,5,5,0,0,0,22,0,0,0,0,0,0,3,3,5,5,0,0,3,22,38,8,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,46,14,0,0,0,0,62,36,10,4,0,0,0,54,0,0,0,0,0,0,3,0,0,0,0,0,0,0,32,10,4,3,0,0,55,0,0,0,0
124031464,543,797,422,381,162,91,2399,183,91,30,16,3,3,324,216,242,110,48,24,13,655,401,330,138,63,30,17,978,588,181,33,12,3,0,819,293,145,40,7,0,0,493,36,18,0,3,0,0,60,6,4,0,0,0,0,6,923,347,77,18,6,0,1376,0,0,0,0,0,0,3,29,0,0,0,0,0,29,0,0,0,0,0,0,4,36,3,0,0,0,0,38,0,0,0,0,0,0,3,1896,1487,635,470,197,107,4792,548,784,388,362,161,98,2334,202,97,36,20,8,6,362,344,291,131,84,20,9,889,546,387,169,105,32,13,1248,287,92,25,7,3,0,417,373,192,60,18,6,0,654,91,65,29,4,0,0,193,13,3,0,0,0,0,16,766,355,118,31,9,0,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,3,3,0,0,0,0,8,41,13,0,0
124031465,198,376,256,332,179,88,1428,8,4,3,0,0,0,20,0,0,0,0,0,0,0,8,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4,4,0,0,0,0,16,0,0,0,0,0,0,0,208,387,262,336,180,90,1470,222,421,272,354,204,91,1564,8,3,0,0,0,0,8,0,0,0,0,0,0,0,8,3,0,0,0,0,8,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
