SA2_MAINCODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
124031458,15,9,13,10,13,6,0,0,0,73,3,10,5,5,17,16,6,6,0,68,6,5,0,3,3,6,6,0,0,34,0,3,4,3,0,5,0,0,0,11,66,35,33,27,40,24,4,0,0,222,55,44,45,74,88,88,40,14,0,452,11,8,9,10,9,3,5,0,0,54,12,3,4,9,6,5,0,3,0,36,87,73,43,59,93,68,26,6,3,457,82,59,29,44,45,32,12,0,0,301,3,3,3,0,0,3,0,0,0,11,2936,2018,1683,1947,1987,1370,645,261,58,12906,18,6,13,16,9,12,3,0,0,82,41,26,20,23,17,11,11,3,0,149,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,7,12,13,17,5,3,0,0,0,66,10,12,16,15,6,3,4,0,0,71,882,549,491,372,251,156,46,22,0,2781
124031459,3,4,8,11,5,3,5,3,0,43,12,12,6,12,7,16,20,11,4,93,4,4,0,3,3,0,0,0,0,19,3,3,3,0,5,3,8,0,3,23,38,23,16,28,20,19,9,5,0,157,21,23,26,62,72,107,84,40,21,466,10,4,6,0,7,8,4,0,0,41,8,0,3,3,0,5,3,0,0,20,66,68,34,55,62,87,42,30,19,462,63,48,28,37,53,37,17,7,3,302,0,0,0,0,0,3,5,0,0,7,2077,1255,1180,1459,1396,1567,981,484,190,10597,6,0,9,4,3,3,11,0,0,39,9,10,12,11,3,4,3,0,0,53,0,3,0,0,0,0,0,0,0,5,6,3,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,3,4,5,4,4,3,5,0,0,29,4,12,5,4,8,7,5,0,0,37,575,309,370,302,212,202,95,22,8,2106
124031460,14,6,12,5,8,0,0,0,0,42,9,8,8,16,15,15,11,5,0,94,25,18,31,14,12,21,0,0,0,123,3,8,4,7,9,5,0,0,0,35,81,46,44,48,46,36,11,0,0,315,55,50,62,85,101,86,29,9,5,487,26,4,18,13,12,18,3,3,0,99,7,0,5,6,11,4,0,0,0,37,99,103,66,85,80,51,21,12,4,523,132,66,63,64,46,29,11,3,0,407,0,6,3,0,3,0,0,0,0,11,4099,2240,2126,2865,2323,1521,595,241,69,16082,66,48,28,61,58,20,7,7,0,284,80,43,37,38,30,18,10,0,0,260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,43,58,32,28,46,9,8,3,0,229,5,9,14,3,3,6,8,0,0,50,49,66,43,40,49,16,9,7,0,273,882,443,540,439,286,127,48,14,4,2786
124031461,17,14,18,10,10,5,0,0,0,71,3,6,3,10,8,25,15,3,0,73,4,0,7,5,0,8,3,0,0,27,3,0,4,6,5,6,3,0,0,36,67,33,25,38,32,23,9,5,0,224,68,28,78,67,102,134,77,41,14,616,11,7,6,11,3,6,4,4,0,47,3,0,0,4,0,0,3,3,0,16,74,55,58,52,62,89,59,25,12,478,66,40,49,36,33,33,21,6,0,289,11,5,7,0,0,3,3,0,0,25,2345,1491,1847,1567,1613,1979,1055,487,190,12568,18,10,13,14,13,7,4,3,0,78,63,28,42,29,19,18,8,3,0,202,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,3,12,6,0,3,0,0,0,31,3,7,12,12,6,10,8,3,0,59,17,10,21,17,6,12,11,3,0,98,624,452,555,328,227,205,81,31,8,2519
124031462,48,16,20,16,17,9,3,0,0,130,16,16,12,8,11,19,7,6,7,104,28,24,23,11,17,13,3,0,0,117,12,7,13,0,3,15,4,3,0,51,73,43,55,40,34,31,13,5,0,291,58,44,50,72,74,67,57,19,9,445,18,8,15,9,3,7,3,0,3,66,10,11,10,4,8,7,3,3,0,55,59,76,61,47,62,58,38,16,5,420,114,73,70,76,40,27,11,4,3,419,3,0,12,0,0,3,0,0,0,20,2412,1569,1835,1653,1484,1328,744,374,123,11527,109,54,127,96,53,40,13,6,0,509,126,69,101,63,46,33,15,9,0,463,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,78,45,118,36,9,12,3,0,0,298,18,13,25,22,14,8,3,0,0,104,97,57,139,52,24,17,7,0,0,404,747,556,576,381,244,139,48,19,10,2716
124031463,10,8,0,0,6,7,0,0,0,29,0,3,0,4,7,3,3,0,0,26,0,4,7,0,5,0,4,0,0,27,0,0,0,0,4,0,0,0,0,8,37,18,11,20,8,11,8,0,0,110,6,6,7,21,28,36,18,5,4,153,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,25,20,16,22,28,30,14,11,3,177,29,20,15,15,15,12,11,0,3,116,3,5,0,0,3,0,0,0,0,8,1069,801,499,768,796,725,446,186,60,5346,0,0,0,0,3,3,0,0,0,10,15,15,13,5,6,9,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,3,0,6,0,0,0,26,0,3,0,0,0,3,3,0,0,9,10,7,8,4,0,8,3,0,0,36,139,124,82,88,83,74,37,10,0,624
124031464,9,7,3,10,0,3,0,0,3,39,3,4,3,8,4,15,6,9,13,57,9,4,3,5,3,7,0,0,3,31,11,3,7,9,3,4,0,6,0,39,43,25,42,24,14,15,8,3,0,179,37,27,45,43,55,57,48,56,34,406,7,7,0,7,3,3,7,0,0,49,6,0,7,6,4,0,3,0,0,29,38,38,30,42,37,35,37,33,30,326,59,49,50,34,44,33,12,0,3,288,3,0,3,0,3,0,0,0,0,12,1253,951,1096,1028,1021,956,716,634,399,8051,44,14,43,34,12,8,0,0,0,156,63,21,62,37,15,10,9,5,0,224,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,7,6,6,11,3,3,0,0,0,0,24,4,4,6,16,13,10,0,3,0,58,10,9,22,20,16,10,0,3,0,84,416,337,470,285,202,137,75,42,27,1991
124031465,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,3,3,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,7,0,0,0,15,4,7,11,17,28,30,11,3,0,114,3,0,0,0,0,0,0,0,0,5,3,3,3,5,7,0,0,0,0,10,21,11,9,15,28,16,14,6,0,122,21,15,5,5,13,7,3,0,0,68,3,0,3,0,0,0,0,0,0,9,927,562,421,620,679,472,210,121,35,4047,0,0,0,0,0,5,0,0,0,5,8,3,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,9,202,124,83,87,98,33,12,7,0,646
124041466,22,11,12,10,5,8,0,3,0,72,13,11,9,15,11,6,7,4,3,85,0,0,0,0,0,0,0,0,0,0,6,3,0,3,4,0,5,3,0,29,45,46,42,28,34,15,5,4,4,224,34,31,41,47,42,71,57,31,30,390,3,0,8,4,8,11,3,3,0,39,3,0,0,3,3,6,3,0,3,24,81,73,67,54,82,85,55,51,32,572,82,63,61,45,42,34,15,3,9,350,0,0,0,0,0,0,0,0,0,0,1759,1296,1209,1268,1206,1160,891,610,329,9735,3,4,17,3,0,0,0,0,0,38,8,8,15,4,3,8,5,0,0,49,0,4,0,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,18,14,11,8,3,0,3,68,11,7,13,10,11,8,3,0,3,75,543,515,435,313,244,183,67,54,22,2381
124041467,13,18,7,12,5,6,3,0,0,65,3,7,5,3,12,9,0,7,3,42,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,6,76,40,46,34,34,23,5,7,0,269,55,22,39,66,83,81,33,25,11,415,20,18,17,9,13,6,4,3,0,81,4,3,3,5,3,3,4,3,0,38,71,110,62,63,85,55,44,26,8,529,79,43,41,35,40,23,7,7,0,275,0,3,3,0,0,3,0,0,0,14,2586,1748,1588,1649,1723,1165,643,367,135,11608,0,0,12,0,5,7,4,0,0,28,20,14,4,12,11,3,0,0,0,65,0,0,3,3,3,4,0,0,0,13,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,15,7,10,15,16,7,0,3,0,61,12,13,8,15,13,7,0,3,0,75,755,464,459,296,309,139,45,26,7,2498
124041468,0,0,0,0,0,0,0,0,0,11,0,0,6,4,10,3,3,3,0,23,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,3,16,17,24,8,3,4,0,0,0,82,18,13,12,27,40,51,15,9,3,186,0,3,0,0,6,8,0,0,0,19,4,4,0,3,0,0,0,0,0,9,41,24,11,30,28,25,13,5,0,179,31,14,14,17,18,18,0,8,0,114,0,0,0,0,0,0,0,0,0,3,1082,707,505,715,782,639,325,108,29,4881,0,4,0,4,0,0,0,0,0,10,12,7,3,0,8,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,3,3,4,3,0,0,0,17,8,0,5,3,4,6,0,0,0,23,207,142,94,102,103,57,33,8,0,737
124051469,5,0,3,0,0,4,0,0,0,10,3,3,0,0,4,0,0,0,0,19,16,19,0,8,19,9,3,3,0,66,5,4,0,4,6,0,0,0,0,21,26,13,11,11,8,7,0,0,0,84,9,10,6,31,36,15,9,0,0,118,0,0,3,5,7,0,0,0,0,14,0,0,0,0,0,3,3,0,0,8,40,49,18,19,41,9,4,4,0,186,18,23,17,3,22,9,0,0,0,97,3,6,0,3,3,4,0,0,0,28,1110,987,583,759,971,506,151,62,25,5148,30,20,23,16,22,15,4,3,0,134,48,26,31,24,26,17,4,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,4,4,0,0,0,24,5,0,0,0,3,0,0,0,0,8,11,5,3,3,8,8,0,0,0,33,198,162,113,69,112,55,15,0,0,727
124051470,21,6,19,12,8,11,4,0,0,79,3,7,13,8,15,20,12,4,0,77,55,30,34,20,23,28,5,0,0,206,13,4,11,5,8,12,0,0,0,52,54,45,35,35,37,31,4,4,0,246,63,64,56,75,117,115,23,12,4,533,6,11,3,0,11,10,4,0,0,46,21,13,10,15,16,11,12,0,0,104,105,135,57,49,123,89,19,15,8,601,82,63,48,26,46,33,7,3,0,305,10,5,3,7,3,5,3,0,0,43,3069,2529,2128,2048,2588,2005,614,238,74,15302,51,51,42,39,58,28,14,0,0,287,158,101,100,82,91,50,29,3,0,615,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,23,6,23,13,5,8,3,5,0,81,3,4,11,9,16,7,3,4,0,54,30,15,28,19,25,16,5,3,0,139,638,430,467,274,255,156,37,8,6,2266
124051580,34,21,26,22,11,3,7,3,0,125,4,0,3,10,10,7,7,9,3,52,14,10,6,10,6,0,3,0,0,65,7,10,0,4,7,0,0,0,0,22,26,30,15,18,15,10,4,0,0,109,40,51,37,49,51,48,34,21,5,338,3,0,0,3,0,3,4,3,0,23,12,9,4,11,6,8,0,0,0,49,62,46,38,33,33,39,25,8,3,285,32,36,27,22,35,15,4,4,0,187,5,4,8,0,3,0,3,0,0,20,1535,1055,1086,1108,1065,1032,646,273,67,7873,60,36,41,38,33,13,8,9,0,234,124,61,68,60,41,34,22,4,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,17,0,4,0,0,0,0,40,4,3,6,8,9,3,0,0,0,31,18,8,22,11,8,3,0,3,0,74,400,278,249,172,141,80,38,19,7,1384
124051581,45,15,30,13,6,0,8,4,0,125,4,6,9,7,8,18,16,12,5,81,9,10,8,3,7,10,8,3,0,52,12,15,8,5,9,8,8,0,0,66,54,35,51,33,26,16,4,6,0,220,56,52,44,56,63,69,65,33,14,443,9,8,4,0,8,3,3,3,0,39,17,6,10,7,10,4,3,5,0,59,54,54,38,44,44,42,31,14,10,320,99,58,64,49,29,35,9,3,0,352,5,7,3,9,4,3,3,0,0,35,1939,1326,1399,1340,1375,1217,900,517,168,10179,67,18,68,51,29,25,3,3,0,270,149,64,87,72,41,25,11,6,3,464,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,9,31,9,9,3,4,0,0,75,0,5,16,3,8,3,3,0,0,42,13,17,48,11,18,8,6,0,0,119,574,381,369,279,222,134,69,31,12,2071
125011473,3,0,3,3,3,0,0,0,0,16,0,8,9,4,6,3,0,0,0,35,18,4,24,12,7,5,0,0,0,72,4,7,3,3,4,0,0,0,0,21,26,19,33,21,22,11,3,5,0,144,116,50,121,121,74,45,33,8,6,572,0,0,4,0,0,3,0,3,0,12,3,0,7,3,4,3,0,3,0,23,49,32,61,57,27,30,21,3,3,290,32,21,55,37,20,10,3,3,0,178,0,3,0,0,0,0,0,0,0,5,982,479,1231,1054,653,510,243,77,32,5266,64,20,109,68,24,22,3,0,0,316,218,104,165,100,53,22,8,4,0,674,6,3,4,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,14,3,15,13,3,0,0,0,0,53,6,5,16,9,9,6,0,0,0,54,26,9,29,24,8,7,0,0,0,106,399,199,546,431,269,166,60,17,4,2088
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,0,4,5,0,3,3,0,0,0,16,0,0,3,0,0,0,0,3,0,12,3,9,0,3,0,3,0,0,0,16,6,10,7,3,6,0,0,0,0,34,10,3,9,4,3,7,0,0,0,39,6,10,4,14,12,13,14,7,5,88,0,0,0,0,0,0,0,0,0,9,8,0,3,3,4,0,3,0,0,23,34,32,27,18,32,24,16,5,4,202,30,53,36,25,31,14,7,0,0,185,3,3,0,3,4,0,0,0,0,11,459,486,401,362,455,437,344,249,150,3339,52,151,324,44,21,22,10,4,0,629,2085,1328,1285,974,694,398,194,68,5,7034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,39,55,6,0,8,0,0,0,115,0,0,12,4,0,0,0,0,0,22,15,41,62,11,0,4,4,0,0,144,294,365,396,202,260,172,69,38,5,1804
125011583,6,5,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,7,3,6,3,0,8,3,0,0,0,23,8,4,3,3,4,0,0,0,0,20,12,3,8,10,4,5,3,0,0,41,14,6,14,3,15,3,3,12,3,72,0,0,0,3,0,0,0,0,0,6,3,4,0,3,3,0,0,0,0,17,11,17,18,15,20,9,4,11,0,102,11,53,25,30,14,9,5,0,3,154,0,0,0,0,0,0,0,0,0,0,297,326,289,259,285,177,163,80,41,1914,123,175,481,107,49,27,9,16,6,989,1084,641,1021,580,284,142,108,26,4,3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,114,4,0,3,0,0,0,191,0,3,6,3,3,0,3,0,0,23,16,55,116,7,3,9,4,0,0,214,210,227,264,175,211,134,56,15,7,1294
125011584,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,6,4,3,8,3,3,4,0,0,28,0,0,0,0,4,3,0,0,0,10,22,9,4,12,9,3,0,0,0,55,27,11,18,10,17,17,9,12,8,139,4,0,0,0,0,0,0,0,0,8,3,0,4,0,0,0,0,0,0,11,37,32,21,16,21,20,17,4,6,179,28,19,13,18,13,0,3,0,0,93,3,0,0,3,0,0,0,0,0,9,383,290,299,236,312,314,196,218,106,2358,21,19,14,19,9,13,4,3,0,114,1010,555,474,415,307,150,61,24,6,2996,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,17,4,3,3,4,0,4,3,0,0,23,3,12,3,6,7,7,3,0,0,42,184,162,211,108,155,100,44,13,5,987
125011585,3,3,0,3,0,0,0,0,0,18,0,0,0,3,0,3,3,0,0,16,4,0,5,0,0,0,4,0,0,17,0,0,0,0,3,0,0,0,0,3,16,13,21,10,9,7,5,0,0,78,22,11,14,14,18,26,18,14,5,129,0,3,0,0,3,4,0,3,0,19,8,3,3,8,0,3,0,3,0,30,62,37,19,31,27,21,4,11,8,209,32,33,24,26,18,16,4,0,0,151,3,5,0,7,0,0,0,0,0,14,543,434,454,384,423,472,287,201,90,3287,50,54,116,30,42,18,3,0,0,317,501,238,312,176,118,57,26,5,0,1429,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,12,45,3,0,0,0,0,0,71,0,3,0,4,3,3,3,0,0,15,6,15,45,4,5,3,3,0,0,87,284,235,208,176,208,136,42,29,3,1311
125011586,0,6,4,4,0,5,0,0,0,17,3,0,0,0,6,0,0,3,0,16,9,5,10,3,5,3,3,5,3,45,11,13,14,16,9,10,3,0,0,73,29,24,39,32,13,13,7,3,0,151,85,101,146,88,100,48,21,9,15,620,9,6,3,3,0,3,0,4,0,35,3,5,9,6,3,0,0,0,0,26,83,73,105,63,57,45,12,13,6,461,59,54,82,61,30,29,9,3,0,336,8,0,4,4,0,4,0,0,0,18,1197,991,1206,1007,958,749,471,352,175,7116,173,217,436,159,138,116,46,16,3,1308,511,376,405,269,209,142,70,13,5,2008,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,16,43,14,7,5,3,0,6,105,10,6,7,8,10,6,0,0,0,49,19,25,49,24,15,14,3,0,6,159,456,524,659,394,424,247,67,36,19,2822
125011587,7,0,3,4,0,0,0,0,0,15,0,0,3,0,0,0,3,4,3,15,8,3,6,6,4,0,3,0,0,27,0,11,0,3,7,5,0,0,0,32,19,30,5,17,13,6,0,3,0,90,8,11,11,15,18,6,14,7,3,85,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,0,0,0,10,25,14,14,14,14,17,5,8,0,110,26,10,24,21,17,11,0,0,0,107,0,3,0,0,0,0,0,0,0,12,392,300,248,310,312,297,195,123,59,2236,23,15,30,11,14,6,8,0,0,108,271,163,157,87,86,54,24,3,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,19,3,3,0,0,0,0,50,0,0,0,0,3,0,0,0,0,7,11,14,19,0,5,0,0,0,0,54,108,86,96,73,97,56,24,13,10,558
125021476,10,16,15,9,13,17,11,0,0,78,4,10,3,5,15,13,20,13,7,92,13,7,20,13,9,17,12,3,0,93,34,40,13,19,36,18,4,5,3,179,77,53,46,66,62,26,19,10,0,370,197,180,76,161,216,148,129,80,37,1217,6,3,0,4,0,0,0,0,0,22,12,0,7,5,3,3,3,0,0,33,137,136,70,125,154,165,182,119,56,1143,132,92,50,89,80,57,36,12,8,550,9,10,8,9,10,0,7,9,0,56,2446,1759,1166,1768,2053,1824,1655,990,294,13955,180,129,115,138,148,93,37,18,3,862,99,78,65,52,65,33,8,0,3,410,5,0,0,6,6,4,3,7,0,33,0,0,0,0,0,0,0,0,0,0,12,11,13,12,12,3,0,0,0,64,16,14,12,10,25,12,5,0,0,101,29,21,31,22,33,17,8,0,0,169,1313,1017,773,878,1064,655,317,144,27,6178
125021477,14,9,9,11,8,8,3,0,0,60,14,0,14,4,11,8,5,11,5,66,30,33,41,25,25,31,14,6,0,197,10,3,3,8,8,9,0,0,0,34,65,39,30,41,31,14,0,3,0,234,127,80,62,126,116,103,59,55,25,749,3,3,3,3,4,4,0,3,8,29,4,3,3,4,3,3,4,3,0,21,131,76,69,89,97,88,60,58,24,698,94,65,40,52,58,38,20,9,5,385,7,0,4,0,3,3,0,0,0,20,2399,1433,1427,1786,1765,1447,908,714,301,12178,96,47,79,82,68,29,19,12,8,421,208,168,135,117,97,56,15,12,0,809,6,3,10,3,0,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,9,6,18,3,4,3,0,0,0,43,10,47,62,54,39,28,10,15,0,264,18,54,79,60,43,30,12,15,0,311,761,438,592,603,494,307,125,66,16,3413
125021478,3,9,3,3,8,3,0,0,3,34,3,5,3,3,7,3,8,5,3,36,21,15,19,13,15,13,4,3,0,107,11,8,9,9,13,0,4,0,0,58,28,20,15,28,23,16,3,3,0,141,146,86,66,123,118,82,60,25,9,721,3,6,3,3,4,3,0,3,3,30,3,3,4,7,8,3,3,4,0,30,107,73,57,75,96,73,66,43,15,602,62,55,64,40,45,43,24,11,3,345,3,0,4,3,6,3,6,0,0,29,1880,1295,1086,1458,1519,1187,816,580,189,10010,43,44,49,42,50,41,13,4,0,283,109,81,81,64,76,35,21,5,0,478,10,0,5,0,5,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0,5,3,4,3,0,0,0,0,0,22,10,17,10,19,7,8,8,5,0,94,14,20,19,22,10,13,9,5,0,114,561,477,500,450,486,259,154,79,11,2961
