region_id,Ot_ty_Ed_Ins_Pt_st_C01_P,Ot_ty_Ed_Ins_Pt_st_C06_M,Ot_ty_Ed_Ins_Pt_st_C06_F,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,O_t_E_I_F_P_s_s_ns_C01_M,O_t_E_I_F_P_s_s_ns_C01_F,O_t_E_I_F_P_s_s_ns_C01_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,Oth_ty_Edu_Ins_Tot_C01_M,Oth_ty_Edu_Ins_Tot_C01_F,Oth_ty_Edu_Ins_Tot_C01_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Type_Educ_Insti_ns_C01_M,Type_Educ_Insti_ns_C01_F,Type_Educ_Insti_ns_C01_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,OS_vis_C01_M,OS_vis_C01_F,OS_vis_C01_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
LGA15900,737,176,340,516,210,389,599,5,8,13,9,5,14,6,5,11,321,596,917,250,458,708,312,531,843,2813,3091,5904,5257,5272,10529,4828,4625,9453,409,485,894,464,493,957,543,521,1064,20376,21365,41741,22088,22790,44878,23139,23571,46710
LGA15950,926,212,369,581,194,321,515,3,3,6,4,11,15,3,7,10,413,680,1093,276,479,755,265,414,679,1876,2121,3997,3378,3351,6729,2718,2722,5440,779,798,1577,671,632,1303,567,625,1192,7502,8531,16033,8652,9245,17897,8434,9113,17547
LGA16100,16,3,7,10,3,7,10,0,0,0,0,0,0,0,0,0,6,16,22,3,11,14,6,10,16,274,179,453,259,166,425,261,152,413,13,17,30,4,10,14,9,11,20,890,794,1684,945,721,1666,932,671,1603
LGA16150,106,23,58,81,52,82,134,0,3,3,4,4,8,3,0,3,44,86,130,38,87,125,65,105,170,639,631,1270,1314,1324,2638,1556,1357,2913,29,46,75,35,17,52,64,47,111,5338,5524,10862,5445,5699,11144,6029,6167,12196
LGA16180,61,17,39,56,28,40,68,0,0,0,0,0,0,0,0,0,20,48,68,26,47,73,33,52,85,230,213,443,472,381,853,560,501,1061,34,28,62,17,14,31,27,27,54,1713,1891,3604,2046,2039,4085,2458,2512,4970
LGA16200,41,7,36,43,9,20,29,0,0,0,0,0,0,0,3,3,13,35,48,10,42,52,16,32,48,274,246,520,462,449,911,619,610,1229,14,8,22,9,5,14,14,14,28,2079,2083,4162,2141,2115,4256,2200,2300,4500
LGA16250,1038,317,472,789,414,623,1037,14,22,36,9,10,19,20,24,44,630,832,1462,509,691,1200,785,1080,1865,5106,4628,9734,7811,6612,14423,7211,6353,13564,665,682,1347,830,932,1762,1038,1278,2316,23730,22984,46714,26776,24952,51728,28179,27631,55810
LGA16350,873,200,433,633,248,539,787,7,7,14,15,9,24,9,7,16,422,657,1079,291,558,849,346,708,1054,4342,4122,8464,6344,6338,12682,5849,5759,11608,227,300,527,228,308,536,207,285,492,27262,27324,54586,27609,27958,55567,27359,28374,55733
LGA16370,406,71,208,279,96,191,287,0,0,0,3,0,3,0,12,12,164,307,471,93,259,352,127,240,367,1377,1594,2971,2024,1948,3972,1350,1431,2781,197,231,428,197,223,420,182,191,373,7789,8048,15837,8342,8420,16762,8238,8524,16762
LGA16380,346,69,148,217,83,201,284,0,3,3,3,3,6,3,8,11,122,286,408,87,169,256,110,254,364,938,1115,2053,2180,2490,4670,2148,2226,4374,149,188,337,145,173,318,117,128,245,8234,8834,17068,9203,9904,19107,9404,10136,19540
LGA16400,281,44,169,213,63,200,263,0,3,3,0,8,8,5,5,10,127,231,358,69,207,276,97,246,343,1161,1097,2258,2171,2202,4373,2092,2154,4246,110,93,203,111,119,230,84,120,204,8124,8147,16271,8903,9046,17949,9035,9548,18583
LGA16470,184,74,130,204,67,142,209,0,0,0,0,5,5,0,0,0,104,140,244,92,151,243,95,163,258,707,674,1381,1576,1406,2982,1297,1056,2353,96,96,192,68,76,144,73,87,160,4884,4942,9826,5989,5895,11884,5811,5892,11703
LGA16550,997,235,425,660,254,481,735,14,11,25,14,15,29,4,6,10,618,817,1435,398,593,991,455,715,1170,4866,4162,9028,7511,5889,13400,6665,5212,11877,1361,1556,2917,1186,1302,2488,1243,1346,2589,21442,20935,42377,22777,21481,44258,24423,23244,47667
LGA16610,70,20,68,88,22,54,76,0,0,0,0,3,3,0,3,3,30,65,95,26,95,121,31,75,106,421,417,838,696,721,1417,761,756,1517,17,26,43,22,18,40,23,38,61,2852,2989,5841,3090,3313,6403,3038,3315,6353
LGA16650,581,147,268,415,240,316,556,13,10,23,19,11,30,11,9,20,405,489,894,308,394,702,496,555,1051,2899,3156,6055,4682,4531,9213,3935,3703,7638,414,452,866,385,429,814,424,522,946,12802,13086,25888,14892,14528,29420,15245,14835,30080
LGA16700,826,189,311,500,217,344,561,3,6,9,5,7,12,5,12,17,459,617,1076,270,409,679,355,503,858,1892,2121,4013,3813,3742,7555,2947,2876,5823,682,818,1500,764,991,1755,839,1114,1953,14781,15486,30267,16629,17089,33718,17015,17625,34640
LGA16900,192,65,101,166,64,173,237,6,6,12,0,0,0,3,6,9,87,169,256,83,133,216,90,219,309,976,1089,2065,2070,2144,4214,1611,1671,3282,42,65,107,46,52,98,29,46,75,8563,8606,17169,9449,9491,18940,9214,9695,18909
LGA16950,350,86,198,284,99,249,348,4,8,12,3,4,7,4,3,7,144,286,430,123,242,365,147,312,459,1764,1781,3545,3099,3296,6395,3749,3375,7124,110,133,243,107,128,235,108,149,257,11614,12025,23639,12421,12904,25325,12942,13176,26118
LGA17000,102,30,53,83,32,66,98,0,0,0,0,0,0,0,0,0,87,77,164,72,70,142,51,74,125,457,449,906,738,673,1411,753,619,1372,40,54,94,39,28,67,31,39,70,3248,3188,6436,3621,3449,7070,3506,3461,6967
LGA17050,108,31,67,98,22,51,73,0,0,0,3,0,3,0,0,0,52,81,133,39,78,117,39,66,105,1056,787,1843,1722,1232,2954,1731,1089,2820,265,242,507,253,242,495,256,208,464,3902,3138,7040,4402,3588,7990,4360,3404,7764
LGA17100,210,66,110,176,83,135,218,0,3,3,4,8,12,3,3,6,189,201,390,133,196,329,187,236,423,731,768,1499,1663,1552,3215,1530,1422,2952,201,228,429,207,263,470,233,270,503,5166,5080,10246,6445,6205,12650,6478,6157,12635
LGA17150,1305,315,634,949,352,638,990,4,11,15,3,15,18,8,9,17,632,966,1598,400,777,1177,455,784,1239,3237,3564,6801,5963,6185,12148,4654,4937,9591,387,544,931,394,439,833,388,459,847,29755,29906,59661,30674,31049,61723,30182,31015,61197
LGA17200,1666,580,801,1381,762,926,1688,12,12,24,16,15,31,30,26,56,1207,1493,2700,1230,1567,2797,1670,2085,3755,14337,11586,25923,24228,18663,42891,15915,12271,28186,8146,7413,15559,7007,6462,13469,7769,7250,15019,36013,33594,69607,45325,40988,86313,41107,38987,80094
LGA17310,212,45,118,163,66,119,185,0,0,0,3,0,3,3,0,3,120,174,294,74,148,222,104,146,250,908,908,1816,1720,1784,3504,1957,1947,3904,125,130,255,81,84,165,75,46,121,7766,7930,15696,7964,8216,16180,8214,8506,16720
LGA17350,6,0,5,5,6,7,13,0,0,0,0,0,0,0,0,0,6,8,14,0,5,5,10,10,20,99,91,190,179,188,367,139,150,289,0,0,0,5,5,10,3,3,6,844,838,1682,803,823,1626,780,775,1555
LGA17400,20,7,16,23,7,22,29,0,0,0,0,0,0,0,0,0,12,18,30,12,19,31,14,30,44,153,124,277,216,206,422,280,255,535,16,13,29,12,17,29,15,9,24,849,878,1727,852,906,1758,858,961,1819
LGA17420,805,239,437,676,250,526,776,5,8,13,3,10,13,7,14,21,426,627,1053,380,669,1049,403,744,1147,2123,2154,4277,3531,3703,7234,3035,3026,6061,423,561,984,437,627,1064,562,796,1358,23057,22887,45944,26421,26483,52904,27877,27842,55719
LGA17450,14,3,15,18,5,8,13,0,0,0,0,0,0,0,0,0,6,11,17,6,18,24,5,13,18,298,127,425,276,93,369,222,88,310,3,5,8,4,6,10,18,0,18,678,502,1180,589,440,1029,546,417,963
LGA17500,32,10,35,45,5,14,19,0,3,3,0,0,0,0,0,0,12,40,52,13,41,54,12,25,37,230,239,469,377,412,789,349,345,694,41,15,56,9,9,18,12,21,33,1595,1577,3172,1529,1620,3149,1506,1536,3042
LGA17550,279,82,201,283,106,228,334,6,6,12,0,5,5,9,0,9,161,229,390,106,246,352,162,314,476,1329,1532,2861,3253,3420,6673,2906,3236,6142,253,306,559,260,308,568,264,340,604,9259,9684,18943,11352,12042,23394,11551,12928,24479
LGA17620,35,6,34,40,5,39,44,0,0,0,0,0,0,0,3,3,16,25,41,6,34,40,5,42,47,304,252,556,405,412,817,447,452,899,10,19,29,25,20,45,40,33,73,1801,1823,3624,1752,1799,3551,1885,1953,3838
LGA17640,19,3,19,22,0,12,12,0,0,0,0,0,0,0,0,0,10,16,26,3,23,26,5,19,24,110,104,214,280,258,538,214,210,424,9,15,24,12,4,16,7,4,11,890,918,1808,961,1049,2010,909,990,1899
LGA17650,22,5,11,16,3,7,10,0,0,0,0,0,0,0,0,0,7,22,29,5,15,20,6,10,16,130,127,257,139,160,299,134,134,268,6,5,11,10,10,20,5,3,8,878,968,1846,829,921,1750,841,926,1767
LGA17700,3,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,6,23,16,39,33,32,65,43,49,92,0,0,0,3,0,3,0,3,3,178,164,342,178,155,333,160,152,312
LGA17750,231,65,118,183,74,146,220,3,3,6,5,4,9,5,3,8,218,228,446,181,159,340,210,182,392,874,918,1792,1524,1665,3189,1506,1575,3081,96,115,211,80,82,162,83,87,170,9233,9505,18738,9569,10066,19635,9597,10496,20093
LGA17800,19,5,5,10,0,5,5,0,0,0,0,0,0,0,0,0,7,15,22,5,5,10,3,8,11,74,72,146,185,179,364,196,154,350,8,5,13,0,7,7,9,12,21,625,643,1268,646,642,1288,557,548,1105
LGA17850,17,3,8,11,0,8,8,0,0,0,0,0,0,0,0,0,4,13,17,3,8,11,0,11,11,48,46,94,113,110,223,92,79,171,7,5,12,5,8,13,12,13,25,392,392,784,445,460,905,363,405,768
LGA17900,17,0,16,16,5,12,17,0,0,0,3,0,3,0,0,0,9,17,26,7,21,28,5,15,20,430,290,720,471,317,788,453,339,792,15,16,31,17,17,34,28,15,43,1176,1082,2258,1076,941,2017,992,918,1910
LGA17950,4,3,3,6,3,6,9,0,0,0,0,0,0,0,0,0,0,4,4,3,3,6,3,6,9,48,42,90,68,63,131,111,93,204,0,3,3,5,3,8,4,3,7,355,393,748,309,345,654,341,417,758
LGA18000,1037,254,497,751,284,544,828,11,4,15,13,12,25,5,8,13,500,805,1305,381,653,1034,397,684,1081,2773,2833,5606,4470,4352,8822,3305,3474,6779,563,663,1226,548,722,1270,498,656,1154,17976,18238,36214,20282,20227,40509,20708,21097,41805
LGA18020,23,8,22,30,10,20,30,0,0,0,0,0,0,0,0,0,7,25,32,11,25,36,14,26,40,269,282,551,376,346,722,417,358,775,17,30,47,10,11,21,13,20,33,1555,1684,3239,1489,1496,2985,1426,1386,2812
LGA18050,740,161,278,439,176,284,460,4,5,9,0,6,6,0,7,7,407,598,1005,248,393,641,264,434,698,2959,3117,6076,5797,4965,10762,3795,3498,7293,946,982,1928,905,950,1855,684,823,1507,9495,10279,19774,11785,11394,23179,10358,10729,21087
LGA18100,13,3,5,8,0,6,6,0,0,0,0,0,0,0,0,0,4,9,13,3,8,11,0,6,6,39,57,96,100,91,191,110,90,200,0,4,4,4,4,8,4,7,11,467,516,983,460,503,963,438,484,922
LGA18150,17,3,9,12,7,23,30,0,0,0,0,3,3,0,0,0,6,20,26,6,15,21,7,23,30,211,212,423,352,317,669,720,337,1057,3,8,11,10,8,18,3,4,7,1180,1261,2441,1290,1324,2614,1559,1169,2728
LGA18200,30,8,5,13,7,10,17,0,0,0,0,0,0,0,0,0,18,18,36,11,11,22,10,14,24,223,209,432,319,280,599,282,235,517,7,5,12,18,13,31,23,15,38,1004,957,1961,1033,987,2020,1003,930,1933
LGA18250,686,177,312,489,164,280,444,0,5,5,4,4,8,4,8,12,358,555,913,244,443,687,245,401,646,1458,1614,3072,2438,2522,4960,1806,1826,3632,455,580,1035,472,660,1132,569,656,1225,9035,9876,18911,10512,11244,21756,10679,11275,21954
LGA18350,170,62,137,199,54,137,191,4,5,9,0,6,6,0,4,4,71,163,234,77,163,240,86,164,250,883,907,1790,1405,1621,3026,1145,1293,2438,76,128,204,85,115,200,137,129,266,6235,6505,12740,6276,6879,13155,6094,6697,12791
LGA18400,155,39,133,172,51,125,176,0,3,3,0,0,0,0,0,0,61,130,191,52,157,209,86,160,246,710,712,1422,1332,1287,2619,1147,1127,2274,89,81,170,65,83,148,23,49,72,6017,5947,11964,6665,6543,13208,6674,6769,13443
LGA18450,857,236,494,730,256,535,791,8,5,13,10,11,21,8,10,18,436,682,1118,329,609,938,404,689,1093,3730,3838,7568,6816,6807,13623,5763,5723,11486,586,668,1254,550,638,1188,679,674,1353,28315,28274,56589,29864,29859,59723,30970,30876,61846
LGA18500,519,121,216,337,92,185,277,0,5,5,4,3,7,0,6,6,254,397,651,154,275,429,138,239,377,2318,2726,5044,3301,3578,6879,2834,2919,5753,466,595,1061,413,463,876,329,422,751,7657,8844,16501,8176,9238,17414,8203,8935,17138
LGA18550,605,133,410,543,182,418,600,3,5,8,10,13,23,9,13,22,238,509,747,188,495,683,248,533,781,2521,2897,5418,4916,5524,10440,4693,5099,9792,139,179,318,115,160,275,118,155,273,18101,18664,36765,20193,21543,41736,21135,22824,43959
LGA18710,56,17,35,52,17,41,58,0,0,0,0,3,3,0,0,0,24,45,69,22,42,64,22,54,76,154,146,300,365,329,694,430,473,903,24,25,49,15,26,41,21,15,36,1654,1721,3375,1932,2028,3960,2204,2403,4607
LGA18750,36,6,27,33,15,20,35,0,0,0,0,0,0,0,0,0,12,29,41,6,30,36,19,24,43,215,220,435,359,366,725,415,461,876,14,12,26,8,5,13,5,13,18,1555,1582,3137,1667,1791,3458,1711,1829,3540
LGA19399,18,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,11,14,25,0,5,5,4,8,12,247,86,333,70,51,121,219,205,424,83,73,156,52,64,116,87,106,193,507,332,839,213,238,451,460,469,929
