region_id,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Married_M,C11_85o_Married_F,C11_85o_Seprtd_M,C11_85o_Seprtd_F,C11_85o_Divorce_M,C11_85o_Divorce_F,C11_85o_Wid_M,C11_85o_Wid_F,C11_85o_Nvr_mard_M,C11_85o_Nvr_mard_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_OS_visitrs_Marr_M,C11_OS_visitrs_Marr_F,C11_OS_visitr_Separ_M,C11_OS_visitr_Separ_F,C11_OS_visit_Divorc_M,C11_OS_visit_Divorc_F,C11_OS_visito_Widow_M,C11_OS_visito_Widow_F,C11_OS_vis_Nvr_marr_M,C11_OS_vis_Nvr_marr_F,C11_OS_vis_T_M,C11_OS_vis_T_F,C11_OS_vis_T_P,C11_T_Married_M,C11_T_Married_F,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
LGA15150,8,8,23,71,30,153,28,38,389,498,887,247,177,14,6,21,42,35,210,18,39,335,474,809,176,80,3,0,13,42,101,395,17,29,310,546,856,126,121,3,5,14,18,0,10,174,175,317,329,646,7817,7905,319,391,1058,1576,279,1160,6264,5860,15737,16892,32629
LGA15200,23,12,57,76,85,311,123,62,778,846,1624,316,162,15,17,27,35,85,316,77,51,520,581,1101,172,76,3,0,15,31,96,394,43,69,329,570,899,74,111,4,5,18,14,5,23,201,211,302,364,666,11433,11451,851,997,2315,2943,492,1947,16863,15874,31954,33212,65166
LGA15270,22,6,37,33,47,140,22,19,367,377,744,144,83,5,3,13,14,53,176,13,15,228,291,519,73,36,0,0,3,11,67,248,16,7,159,302,461,10,14,0,0,3,0,0,3,10,9,23,26,49,4519,4391,342,337,822,815,294,936,3047,2286,9024,8765,17789
LGA15300,3,4,12,15,25,68,22,4,172,146,318,51,38,0,0,3,0,32,86,5,8,91,132,223,20,5,0,0,0,0,34,95,0,7,54,107,161,9,6,0,0,0,0,0,0,32,15,41,21,62,2432,2353,163,178,401,339,192,466,2235,1882,5423,5218,10641
LGA15350,8,9,34,43,24,120,14,35,281,372,653,188,117,3,3,19,28,39,213,17,35,266,396,662,159,73,0,3,11,40,73,387,13,67,256,570,826,69,73,3,3,6,12,0,3,52,83,130,174,304,5601,5804,203,260,698,1225,195,1044,3399,3837,10096,12170,22266
LGA15500,3,0,8,11,18,61,9,8,152,164,316,74,46,0,0,10,9,14,59,3,4,101,118,219,27,17,3,0,0,0,26,68,8,0,64,85,149,0,0,0,0,0,0,0,0,5,4,5,4,9,1605,1601,101,97,242,234,107,303,796,637,2851,2872,5723
LGA15550,3,0,0,3,3,8,6,0,43,27,70,12,7,0,0,3,0,5,14,3,0,23,21,44,3,3,0,0,3,0,3,16,0,0,9,19,28,0,0,0,0,0,0,0,0,4,3,4,3,7,434,426,25,35,70,64,26,71,332,205,887,801,1688
LGA15650,8,3,24,8,19,90,9,3,148,187,335,55,35,0,0,10,10,16,80,12,0,93,125,218,30,10,0,3,4,0,22,92,4,3,60,108,168,5,3,0,0,0,3,0,0,9,18,14,24,38,3108,2785,269,224,531,478,136,477,2611,1888,6655,5852,12507
LGA15700,14,8,43,40,55,171,25,10,396,426,822,177,139,4,8,24,30,60,194,16,3,281,374,655,154,77,5,0,5,11,95,256,7,8,266,352,618,6,13,0,0,0,3,0,0,3,8,9,24,33,3561,3567,269,318,915,993,323,1022,2306,1968,7374,7868,15242
LGA15750,7,3,10,8,38,96,14,8,180,201,381,69,49,0,5,5,4,24,97,4,4,102,159,261,55,19,4,0,4,3,28,110,3,0,94,132,226,4,0,0,0,3,0,0,4,14,10,21,14,35,2731,2552,180,170,373,333,177,542,1850,1432,5311,5029,10340
LGA15800,0,0,8,4,15,54,12,4,116,105,221,50,33,0,3,4,5,21,68,12,3,87,112,199,18,17,5,0,0,3,24,82,4,3,51,105,156,3,4,0,0,0,0,0,0,0,4,3,8,11,1164,1147,91,86,161,164,102,307,784,630,2302,2334,4636
LGA15850,0,0,15,0,19,62,12,0,107,101,208,45,28,3,0,3,6,15,47,0,0,66,81,147,16,3,0,0,3,4,14,49,3,4,36,60,96,3,0,0,0,0,0,0,0,5,3,8,3,11,1213,1225,95,95,216,203,102,281,781,678,2407,2482,4889
LGA15900,40,28,164,263,224,993,145,96,1797,2394,4191,941,767,25,15,108,171,341,1367,89,80,1504,2400,3904,684,369,21,15,52,76,483,2051,45,111,1285,2622,3907,149,132,3,10,12,13,3,14,336,318,503,487,990,25685,25728,1746,2037,4993,6720,1661,6568,26397,22470,60482,63523,124005
LGA15950,13,10,52,121,44,228,62,95,545,718,1263,215,147,10,4,41,64,64,275,48,90,378,580,958,196,95,11,7,11,68,83,472,32,82,333,724,1057,261,239,8,4,13,35,5,39,233,265,520,582,1102,11646,11532,639,702,2176,3242,365,1632,11920,12556,26746,29664,56410
LGA16100,3,0,8,3,5,23,7,0,71,58,129,29,14,3,0,3,3,9,29,3,0,47,46,93,8,4,0,0,3,3,17,46,0,3,28,56,84,3,3,3,0,0,0,3,0,3,3,12,6,18,1044,1025,68,56,168,148,64,185,746,467,2090,1881,3971
LGA16150,15,17,35,44,56,247,27,15,484,583,1067,198,135,4,8,19,29,57,293,16,16,294,481,775,123,75,8,6,15,13,88,430,15,13,249,537,786,20,21,3,0,7,4,0,0,25,17,55,42,97,6984,6817,441,580,1146,1515,382,1519,5751,5014,14704,15445,30149
LGA16180,4,3,12,5,17,33,10,7,125,104,229,52,32,0,0,6,6,10,43,5,0,73,81,154,20,3,0,0,0,0,17,59,6,0,43,62,105,9,5,0,3,3,3,0,0,3,10,15,21,36,3184,3131,161,173,462,483,106,294,1682,1440,5595,5521,11116
LGA16200,7,3,19,16,39,105,26,10,238,263,501,126,73,6,3,11,8,48,128,8,11,199,223,422,67,40,3,0,4,8,37,177,9,19,120,244,364,8,4,0,0,0,3,0,0,7,4,15,11,26,2840,2787,199,199,469,463,197,682,1899,1607,5604,5738,11342
LGA16250,45,34,136,153,194,795,113,61,1702,1916,3618,853,537,24,20,70,118,225,1022,74,78,1246,1775,3021,498,264,10,7,37,91,365,1634,34,84,944,2080,3024,619,768,9,8,31,39,10,140,246,232,915,1187,2102,36574,36099,1737,2129,4023,5736,1314,5731,25159,19831,68807,69526,138333
LGA16350,45,35,133,188,165,714,59,33,1315,1569,2884,538,318,26,14,54,103,207,781,28,47,853,1263,2116,297,173,6,6,34,59,220,1055,27,35,584,1328,1912,83,109,4,3,4,17,5,39,80,85,176,253,429,33572,33879,2333,2862,4758,7039,1342,4924,26084,22870,68089,71574,139663
LGA16370,17,11,49,86,54,288,17,14,661,820,1481,411,276,14,5,40,78,101,405,24,26,590,790,1380,288,139,4,3,22,37,172,788,19,32,505,999,1504,49,69,3,9,4,13,3,6,83,73,142,170,312,12324,12545,485,592,1543,2337,499,2134,6595,5638,21446,23246,44692
LGA16380,37,26,154,145,170,638,47,42,1673,1848,3521,895,614,13,17,55,84,213,786,43,33,1219,1534,2753,494,249,14,9,35,53,341,1191,28,43,912,1545,2457,50,47,0,0,6,9,3,8,40,53,99,117,216,15666,15817,1022,1257,2799,3697,1088,3948,7927,6898,28502,31617,60119
LGA16400,26,17,92,102,119,435,32,17,1060,1170,2230,516,315,10,3,43,52,141,487,17,15,727,872,1599,266,153,5,0,9,34,210,652,7,18,497,857,1354,28,42,0,3,11,7,4,7,19,45,62,104,166,13261,13432,844,928,2340,2878,820,2647,7808,6584,25073,26469,51542
LGA16470,10,8,40,28,29,172,8,4,290,350,640,152,84,4,3,13,22,36,176,10,9,215,294,509,48,20,3,3,12,14,46,277,10,9,119,323,442,30,39,0,4,3,7,3,5,30,23,66,78,144,7157,7157,526,523,1257,1442,260,1084,6057,4994,15257,15200,30457
LGA16550,47,35,124,183,112,632,138,127,1385,1683,3068,737,468,27,29,76,134,195,873,109,154,1144,1658,2802,489,222,14,10,47,84,304,1326,92,167,946,1809,2755,251,304,10,11,13,41,3,29,879,900,1156,1285,2441,22176,22124,1207,1396,3098,4699,976,4363,26955,24909,54412,57491,111903
LGA16610,5,12,40,31,51,183,36,17,439,469,908,211,112,5,3,21,16,54,201,25,7,316,339,655,96,44,3,0,7,12,73,289,15,23,194,368,562,14,15,0,4,0,4,0,0,4,11,18,34,52,4259,4285,311,337,839,915,293,1064,2988,2453,8690,9054,17744
LGA16650,40,31,84,109,143,566,75,73,1322,1500,2822,716,392,21,9,42,70,192,674,57,78,1028,1223,2251,445,231,9,6,33,65,280,1212,37,86,804,1600,2404,233,268,3,9,19,32,9,45,125,136,389,490,879,20753,20655,1059,1393,2568,3734,949,3913,14367,11708,39696,41403,81099
LGA16700,32,30,75,148,137,531,69,88,1249,1507,2756,706,463,11,14,34,97,192,819,49,90,992,1483,2475,466,240,5,8,30,52,293,1218,38,134,832,1652,2484,339,420,7,3,11,45,8,73,432,518,797,1059,1856,22080,22210,796,1025,2147,3442,896,3931,16174,15291,42093,45899,87992
LGA16900,14,19,35,75,113,394,26,14,761,914,1675,396,217,3,12,28,44,125,456,22,6,574,735,1309,181,102,0,3,16,29,117,450,3,15,317,599,916,7,17,4,3,5,3,3,4,9,17,28,44,72,12486,12668,699,926,1741,2481,660,2284,8124,7159,23710,25518,49228
LGA16950,40,41,180,172,250,758,75,45,1927,2091,4018,975,692,35,18,93,75,281,868,54,44,1438,1697,3135,560,276,12,10,41,62,363,1156,26,51,1002,1555,2557,47,53,4,4,4,12,5,16,34,44,94,129,223,18900,18970,1228,1400,3446,4229,1512,4466,11267,9246,36353,38311,74664
LGA17000,3,0,10,13,32,84,12,6,205,209,414,89,71,3,0,0,6,25,131,3,14,120,222,342,46,22,0,0,3,3,30,148,3,10,82,183,265,14,12,0,0,3,4,0,3,15,17,32,36,68,4668,4482,294,259,653,676,187,608,3659,2510,9461,8535,17996
LGA17050,4,3,9,8,15,31,7,3,138,107,245,60,27,0,0,6,5,13,30,8,0,87,62,149,19,0,0,0,0,3,14,38,7,3,40,44,84,22,19,0,3,7,3,0,4,204,169,233,198,431,3749,3170,216,146,544,497,119,212,4029,2852,8657,6877,15534
LGA17100,14,5,23,21,35,193,33,27,376,437,813,196,98,0,6,8,16,31,217,21,23,256,360,616,122,77,7,0,5,13,75,321,12,25,221,436,657,119,137,0,4,3,8,3,26,90,78,215,253,468,7747,7812,213,312,596,945,248,1198,5927,4668,14731,14935,29666
LGA17150,52,40,169,264,261,1134,91,72,2433,3046,5479,1512,1050,39,24,88,192,371,1663,75,71,2085,3000,5085,891,454,17,11,58,138,546,2358,37,95,1549,3056,4605,147,169,0,17,21,33,8,39,146,155,322,413,735,44861,45593,1817,2400,4860,7653,1914,7704,27580,24181,81032,87531,168563
LGA17200,49,29,190,219,127,466,321,118,1309,1275,2584,413,194,35,12,81,151,144,515,182,111,855,983,1838,228,84,11,13,36,67,162,750,89,101,526,1015,1541,3074,2507,78,63,258,322,63,164,3917,3830,7390,6886,14276,27604,24877,2137,1921,6561,7350,995,3463,60426,48256,97723,85867,183590
LGA17310,23,6,54,68,98,401,33,33,821,918,1739,394,232,3,11,28,31,102,468,24,34,551,776,1327,202,103,3,7,15,18,150,642,10,31,380,801,1181,18,19,3,0,3,3,0,3,33,19,57,44,101,10865,10949,674,846,1706,2221,642,2476,7314,6578,21201,23070,44271
LGA17350,6,0,9,12,14,53,9,4,115,126,241,48,25,0,0,4,8,18,72,11,9,81,114,195,23,8,0,0,4,3,18,105,3,5,48,121,169,3,0,0,0,0,0,0,0,3,0,6,0,6,1201,1204,64,70,190,166,79,338,672,516,2206,2294,4500
LGA17400,6,3,19,10,11,51,3,11,126,119,245,44,32,0,4,3,3,12,70,5,4,64,113,177,24,11,3,3,3,3,13,82,5,3,48,102,150,7,3,0,0,0,0,0,0,10,4,17,7,24,1393,1356,109,106,325,276,83,340,793,653,2703,2731,5434
LGA17420,23,20,90,101,127,606,29,30,1474,1576,3050,716,382,9,8,38,58,174,707,26,35,963,1190,2153,373,169,5,7,17,42,220,982,14,27,629,1227,1856,290,385,13,10,13,33,18,81,152,210,486,719,1205,40063,41063,1037,1427,2724,4476,1014,4192,19724,17413,64562,68571,133133
LGA17450,0,3,6,4,14,25,7,0,57,64,121,13,12,3,0,0,0,6,29,6,0,28,41,69,16,3,0,0,0,0,14,40,3,3,33,46,79,7,0,0,0,0,0,0,0,12,0,19,0,19,704,666,50,41,128,98,57,142,517,280,1456,1227,2683
LGA17500,3,3,13,10,26,68,8,7,175,168,343,71,50,4,0,6,8,39,99,8,3,128,160,288,49,27,0,0,7,4,23,134,3,7,82,172,254,5,4,0,0,0,0,0,3,8,9,13,16,29,2168,2117,143,136,370,361,161,480,1526,1198,4368,4292,8660
LGA17550,56,55,179,191,228,785,90,68,1930,2233,4163,1082,680,37,11,115,145,257,914,56,28,1547,1778,3325,612,359,14,11,49,84,407,1317,39,45,1121,1816,2937,118,139,4,4,12,24,17,24,89,109,240,300,540,16993,17449,1119,1440,3501,4702,1367,4527,10898,9569,33878,37687,71565
LGA17620,4,3,12,17,23,90,8,7,188,214,402,87,63,3,3,13,4,28,100,12,12,143,182,325,50,30,0,0,4,7,29,145,9,8,92,190,282,8,5,0,0,0,0,0,4,30,26,38,35,73,2806,2751,178,152,430,486,148,555,1933,1508,5495,5452,10947
LGA17640,11,0,4,16,22,58,10,4,151,146,297,63,32,0,8,5,0,15,56,4,0,87,96,183,20,13,0,4,7,0,26,71,4,3,57,91,148,0,4,0,0,0,5,0,0,0,0,0,9,9,1627,1611,89,112,226,211,116,311,787,598,2845,2843,5688
LGA17650,5,0,9,6,8,28,3,4,86,82,168,35,30,0,0,3,4,9,30,4,4,51,68,119,18,8,0,0,3,3,7,44,0,0,28,55,83,3,0,0,0,0,0,0,0,3,4,6,4,10,1266,1256,95,81,203,208,44,181,662,594,2270,2320,4590
LGA17700,3,0,3,4,3,6,0,0,26,23,49,10,0,0,3,0,0,0,11,3,0,13,14,27,7,3,0,0,0,0,7,9,0,0,14,12,26,0,0,0,0,0,0,0,0,0,3,0,3,3,248,250,21,9,39,32,20,44,131,87,459,422,881
LGA17750,13,12,49,61,65,346,28,23,615,813,1428,317,202,8,6,19,37,115,409,32,28,491,682,1173,207,104,8,3,9,30,136,596,18,32,378,765,1143,26,27,3,0,3,3,0,3,50,45,82,78,160,10892,10836,704,816,1557,2051,517,2137,9422,8706,23092,24546,47638
LGA17800,0,0,4,9,5,39,4,0,81,85,166,40,39,0,3,0,7,18,50,6,3,64,102,166,26,14,0,0,0,4,20,38,4,0,50,56,106,7,0,0,0,0,4,0,0,4,5,11,9,20,941,920,55,38,142,126,68,206,483,321,1689,1611,3300
LGA17850,0,0,3,5,9,32,0,0,45,54,99,20,10,4,0,4,5,7,25,5,0,40,40,80,12,9,0,0,0,3,9,42,3,0,24,54,78,4,0,3,0,0,0,0,3,6,10,13,13,26,704,687,37,32,91,73,46,160,372,268,1250,1220,2470
LGA17900,7,0,22,7,24,28,13,3,129,74,203,30,19,3,0,10,0,29,34,10,4,82,57,139,15,5,0,3,3,3,11,30,5,0,34,41,75,4,9,0,0,0,3,0,0,19,4,23,16,39,1156,1072,146,84,379,243,139,227,1272,854,3092,2480,5572
LGA17950,3,0,5,3,3,21,3,0,44,44,88,15,8,0,5,0,0,6,18,0,0,21,31,52,6,0,0,0,4,0,16,20,0,0,26,20,46,3,0,0,0,0,0,0,0,0,0,3,0,3,595,546,41,34,74,73,41,107,427,290,1178,1050,2228
LGA18000,44,41,119,232,168,713,61,67,1637,2026,3663,940,662,26,9,90,186,235,1016,50,85,1341,1958,3299,679,376,17,10,62,109,525,1899,44,121,1327,2515,3842,169,198,8,12,21,43,9,28,217,277,424,558,982,29125,29636,1226,1400,3377,5455,1363,5218,18621,16134,53712,57843,111555
LGA18020,8,3,20,16,30,91,14,4,184,222,406,91,57,0,0,12,4,22,94,4,0,129,155,284,47,28,4,0,4,0,28,146,0,4,83,178,261,10,3,0,0,0,3,0,0,8,10,18,16,34,1947,1906,147,135,359,363,148,492,1127,902,3728,3798,7526
LGA18050,18,24,67,84,51,289,80,68,586,726,1312,308,217,11,12,30,60,78,355,57,55,484,699,1183,238,106,11,3,29,60,127,689,47,52,452,910,1362,106,139,8,11,22,33,10,32,499,548,645,763,1408,9992,10133,537,652,1810,2412,418,1948,13674,12856,26431,28001,54432
LGA18100,3,0,11,3,8,30,8,3,77,72,149,41,20,0,4,7,0,13,40,4,3,65,67,132,15,14,0,0,3,3,10,47,3,0,31,64,95,0,4,0,0,0,0,0,0,4,0,4,4,8,797,796,60,49,149,122,59,167,399,290,1464,1424,2888
LGA18150,4,0,10,11,28,78,8,8,142,173,315,69,39,0,0,10,3,18,65,8,12,105,119,224,25,13,0,0,0,0,22,77,3,8,50,98,148,0,3,0,0,0,3,0,0,3,0,3,6,9,1540,1466,118,115,304,286,126,377,1331,957,3419,3201,6620
LGA18200,3,3,3,4,21,39,4,3,108,113,221,55,34,3,0,3,4,28,28,4,3,93,69,162,24,15,0,0,3,0,17,57,3,0,47,72,119,5,4,0,0,4,0,0,0,13,4,22,8,30,1581,1493,106,77,266,209,101,218,989,727,3043,2724,5767
LGA18250,13,11,38,69,48,255,40,74,700,830,1530,445,257,22,7,41,60,84,393,34,46,626,763,1389,287,158,7,7,19,59,174,765,25,83,512,1072,1584,244,296,9,4,15,22,3,47,236,238,507,607,1114,14711,15254,449,594,1323,2316,481,2151,9263,9207,26227,29522,55749
LGA18350,20,19,46,93,65,302,42,35,811,891,1702,401,234,14,3,28,51,84,342,24,39,551,669,1220,224,132,3,3,21,39,135,556,8,45,391,775,1166,23,36,3,3,9,3,0,0,91,76,126,118,244,9317,9556,528,666,1320,2046,494,1944,4989,4548,16648,18760,35408
LGA18400,4,4,27,34,48,171,18,18,373,423,796,164,86,7,0,25,21,35,183,11,6,242,296,538,96,53,3,0,11,9,42,228,6,5,158,295,453,8,9,0,0,0,0,0,3,12,27,20,39,59,8861,9003,458,580,1033,1342,302,1087,5388,4602,16042,16614,32656
LGA18450,55,57,192,257,350,1352,160,67,2808,3332,6140,1436,949,31,25,102,163,445,1629,90,62,2104,2828,4932,829,419,17,8,63,89,557,2118,62,71,1528,2705,4233,189,190,3,7,18,24,9,26,387,375,606,622,1228,36921,37259,2109,2549,5645,7616,2161,7984,29859,24344,76695,79752,156447
LGA18500,3,5,54,70,29,291,68,69,584,720,1304,337,211,7,3,39,60,64,382,50,65,497,721,1218,296,140,9,10,22,65,161,710,33,83,521,1008,1529,107,118,3,3,11,26,3,15,158,228,282,390,672,9420,9618,348,496,1425,2336,395,2013,8892,9341,20480,23804,44284
LGA18550,68,51,212,291,315,1140,116,79,2374,2841,5215,1199,809,43,24,130,191,415,1373,80,51,1867,2448,4315,694,390,19,11,61,133,535,1808,55,66,1364,2408,3772,41,49,0,3,12,4,5,16,48,71,106,143,249,26922,27309,2152,2763,5248,7514,1980,6830,19538,17392,55840,61808,117648
LGA18710,3,0,13,10,16,60,3,9,150,167,317,91,46,0,3,3,6,27,82,3,3,124,140,264,36,28,3,3,6,0,28,113,8,3,81,147,228,6,3,0,0,0,0,5,0,12,11,23,14,37,3268,3288,149,145,435,489,131,427,1651,1472,5634,5821,11455
LGA18750,10,6,16,12,30,94,17,5,184,202,386,72,43,4,0,7,7,31,126,13,18,127,194,321,42,26,0,0,3,7,39,173,4,27,88,233,321,3,6,0,0,0,0,0,0,3,4,6,10,16,2325,2309,147,182,382,422,161,624,1521,1292,4536,4829,9365
LGA19399,0,0,6,3,13,35,0,7,81,90,171,53,28,0,0,4,3,3,31,0,3,60,65,125,20,4,0,0,4,3,6,16,0,0,30,23,53,21,26,3,0,4,3,3,11,52,65,83,105,188,985,935,48,33,146,135,61,182,389,333,1629,1618,3247
