SA3_CODE_2016,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_SDRTHT1S_FH_CF_no_ch,C06_SDRTHT1S_FH_CF_w_ch,C06_SDRTHT1S_FH_One_PFam,C06_SDRTHT1S_FH_oth_fa,C06_SDRTHT1S_FH_Tot,C06_SDRTHT1S_LP_H,C06_SDRTHT1S_GH,C06_SDRTHT1S_OH,C06_SDRTHT1S_Tot,C06_SDRTHT2S_FH_CF_no_ch,C06_SDRTHT2S_FH_CF_w_ch,C06_SDRTHT2S_FH_One_PFam,C06_SDRTHT2S_FH_oth_fa,C06_SDRTHT2S_FH_Tot,C06_SDRTHT2S_LP_H,C06_SDRTHT2S_GH,C06_SDRTHT2S_OH,C06_SDRTHT2S_Tot,C06_SDRTHT_FH_CF_no_ch,C06_SDRTHT_FH_CF_w_ch,C06_SDRTHT_FH_One_PFam,C06_SDRTHT_FH_oth_fa,C06_SDRTHT_FH_Tot,C06_SDRTHT_LP_H,C06_SDRTHT_GH,C06_SDRTHT_OH,C06_SDRTHT_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch
11801,2416,4829,799,121,8163,1777,357,1073,11368,724,911,247,40,1922,728,207,334,3188,1728,1854,473,99,4156,1365,681,735,6933,2454,2770,726,138,6084,2095,884,1066,10122,1420,803,440,86,2750,2204,733,1251,6938,2320,909,536,151,3917,3527,1105,2182,10732,2748,881,551,161,4341,5012,964,2199,12514,13,15,8,0,38,33,9,16,89,6501,2611,1531,396,11045,10776,2814,5651,30285,0,4,0,0,4,0,0,0,8,0,0,0,0,5,32,0,3,37,64,55,26,5,148,86,20,60,319,64,58,24,5,152,119,22,66,365,14,10,3,0,28,29,6,12,67,11446,10277,3089,661,25472,14791,4085,7857,52206,2304,4953,752,107,8121,1485,369,734,10716,755,1020,297,37,2111,745,239,249,3342,1867,2304,578,101,4845,1524,699,675,7739,2614,3325,875,138,6960,2263,940,923,11083,1237,783,373,83,2480,1752,676,837,5750,2771,1147,626,173,4711,3753,1293,1493,11252,3415,1210,611,176,5417,5603,1257,1813,14081,9,3
11802,3399,6783,1544,308,12035,2363,618,815,15829,834,1360,403,64,2663,884,212,238,3998,594,1128,465,55,2249,547,181,227,3200,1425,2492,874,119,4914,1436,391,465,7197,1205,697,482,129,2519,2178,715,619,6027,2381,1127,866,275,4658,3977,1417,1165,11216,1802,825,485,377,3490,2597,1137,975,8197,14,12,10,3,40,33,7,13,94,5412,2662,1849,784,10703,8789,3273,2764,25534,4,3,0,0,10,3,0,4,16,0,0,0,0,0,5,0,0,5,65,42,24,4,140,80,41,52,312,72,41,29,4,142,91,42,61,333,18,8,6,0,40,14,3,9,69,10327,11997,4297,1216,27836,12686,4327,4111,48962,3201,6762,1542,237,11739,2249,566,602,15152,743,1457,405,57,2654,855,197,169,3875,764,1501,483,57,2811,659,234,208,3905,1508,2955,892,109,5464,1509,435,375,7782,1101,770,422,96,2388,1806,608,546,5355,2601,1457,949,241,5251,3988,1510,1027,11779,2602,1321,592,360,4875,3336,1509,1141,10854,16,14
11901,7518,15480,4587,451,28035,5699,542,1090,35369,530,899,417,46,1890,1025,58,156,3125,763,1635,654,58,3115,717,99,186,4112,1291,2537,1070,100,4998,1736,154,339,7234,291,389,202,10,890,1207,48,157,2296,541,980,500,61,2088,830,122,307,3346,241,387,188,33,848,342,67,209,1461,9,18,10,3,36,27,0,4,70,1079,1774,898,106,3867,2396,229,678,7173,5,8,3,0,24,28,0,9,63,0,6,0,0,10,5,0,0,16,14,46,22,0,89,37,4,24,150,24,60,30,3,115,71,4,31,228,3,0,0,0,6,36,0,6,50,9921,19851,6584,665,37021,9946,934,2149,50048,7047,15522,4868,471,27904,5473,606,1124,35117,588,1006,459,45,2094,996,61,144,3295,930,2382,860,57,4238,979,114,227,5559,1515,3389,1320,102,6331,1977,176,376,8852,412,561,310,30,1312,1308,45,219,2886,548,967,554,67,2137,844,109,263,3344,333,608,273,43,1259,412,63,194,1929,17,31
11902,4513,10259,2643,312,17730,3288,409,896,22325,340,658,240,31,1273,429,38,99,1838,412,976,378,32,1803,451,68,150,2471,751,1636,616,64,3070,876,109,243,4302,1665,2587,1283,208,5736,2833,510,905,9976,611,904,446,65,2028,908,147,295,3375,160,218,108,18,502,204,41,94,842,3,7,3,0,14,11,0,3,33,2441,3720,1840,289,8280,3956,694,1295,14230,6,8,11,0,26,8,3,0,38,0,0,0,0,3,0,0,0,3,37,60,23,4,127,54,14,33,226,47,73,34,0,153,60,15,33,264,0,4,4,0,9,3,0,6,17,7752,15689,5134,669,29246,8180,1228,2482,41135,4578,10610,2880,326,18394,3275,417,736,22819,292,520,181,21,1017,384,41,71,1511,496,1231,494,45,2268,470,106,193,3029,789,1751,674,72,3284,859,143,260,4545,1867,2935,1185,216,6211,2400,534,765,9909,693,1178,465,81,2421,886,171,251,3733,229,351,141,24,750,272,59,64,1144,5,0
11903,5652,11272,2460,292,19667,3876,409,657,24608,506,497,242,24,1269,762,57,79,2173,489,754,279,38,1557,548,46,70,2234,996,1256,523,59,2828,1313,104,152,4407,413,293,254,34,993,1118,87,179,2382,1002,1003,728,106,2845,1766,241,357,5201,881,910,426,100,2322,1001,358,213,3891,7,9,3,0,23,28,0,4,50,2302,2217,1415,247,6180,3905,685,758,11527,4,4,0,0,13,0,0,3,15,0,0,0,0,0,3,0,0,3,16,24,12,3,51,29,5,19,101,16,26,13,3,63,30,8,17,120,5,11,0,0,12,9,0,5,21,8972,14773,4408,599,28753,9134,1213,1589,40682,5482,11429,2572,323,19805,3564,418,563,24356,515,513,223,28,1277,1045,48,86,2454,523,974,278,43,1815,464,71,83,2428,1039,1488,494,72,3095,1512,116,163,4884,580,554,271,53,1461,1092,137,183,2865,1217,1240,769,110,3338,1671,329,360,5696,1074,883,459,87,2499,1023,408,157,4089,8,15
11904,5044,9487,2268,301,17101,3520,468,881,21976,839,858,351,52,2096,1163,110,169,3534,318,519,147,10,986,261,35,110,1389,1154,1373,497,61,3083,1422,143,283,4927,689,608,390,55,1746,1394,203,510,3844,1341,1372,724,152,3588,1995,417,504,6503,1582,1133,522,137,3373,1826,572,680,6455,24,40,14,5,77,39,7,8,131,3630,3150,1651,346,8775,5258,1198,1704,16941,5,3,3,0,15,56,0,26,97,0,3,0,0,5,4,0,0,10,29,47,26,8,106,64,13,26,208,33,55,25,6,129,122,13,51,314,4,15,3,0,21,7,0,3,31,9865,14082,4449,710,29108,10326,1833,2923,44184,5056,9705,2526,322,17611,3449,513,714,22288,746,917,353,43,2059,1034,109,119,3324,387,751,216,20,1372,282,52,94,1809,1136,1667,570,63,3432,1323,162,214,5135,589,584,293,60,1519,915,139,217,2795,1913,1808,874,161,4760,2568,429,557,8303,1730,1377,560,176,3850,1639,568,521,6575,16,15
12001,3070,5824,1166,169,10223,2191,336,526,13280,285,258,91,11,642,258,33,48,987,494,536,167,28,1223,332,75,113,1740,780,791,261,37,1868,594,107,160,2721,597,326,212,45,1181,1058,171,214,2618,915,491,239,92,1743,1009,243,317,3310,1147,550,189,48,1939,946,239,464,3583,11,7,0,0,19,19,0,3,45,2672,1387,637,181,4884,3029,659,995,9556,3,4,0,0,4,9,0,6,18,0,3,0,0,3,0,0,0,4,35,30,11,3,72,29,16,11,122,32,33,6,3,83,29,21,13,149,0,0,0,0,5,3,0,0,7,6553,8038,2077,392,17060,5848,1122,1694,25716,2898,6117,1194,151,10368,1964,270,352,12954,282,367,97,21,772,253,48,36,1109,628,750,240,32,1657,526,118,113,2410,916,1121,341,54,2425,777,162,156,3522,569,334,192,37,1127,921,121,122,2290,1003,609,315,60,1993,1052,281,291,3619,2055,1155,374,111,3695,1585,532,678,6488,9,7
12002,1983,2414,635,130,5160,1519,456,497,7636,1065,775,254,49,2136,985,260,220,3598,1287,1091,369,56,2800,956,369,354,4483,2350,1862,622,101,4936,1943,631,574,8077,290,129,110,26,553,749,125,186,1618,423,87,109,34,649,1000,167,231,2043,534,143,84,41,807,929,187,274,2191,10,9,4,5,29,43,7,17,93,1260,365,310,100,2032,2717,483,707,5948,3,0,0,0,3,0,0,0,8,0,0,0,0,0,4,3,0,10,57,35,14,5,115,114,33,56,316,61,37,18,5,120,118,34,56,333,0,0,0,0,0,0,0,0,0,5649,4680,1585,336,12248,6301,1602,1837,21991,1956,2839,673,140,5606,1461,463,275,7804,955,1007,271,45,2274,926,280,198,3680,1294,1280,359,59,2995,922,361,239,4517,2241,2283,633,109,5269,1854,639,440,8204,305,166,108,21,607,817,130,170,1721,393,114,103,28,633,884,144,146,1815,765,215,115,28,1122,1160,209,244,2742,5,3
12003,4785,10218,2323,351,17678,3409,771,940,22799,624,774,310,44,1757,664,149,164,2741,517,709,269,56,1544,643,150,143,2485,1139,1482,583,105,3305,1313,303,303,5224,1359,1212,749,158,3474,2839,560,721,7602,1687,1469,783,225,4165,2868,773,648,8457,1004,859,422,167,2449,1087,615,533,4684,15,15,7,0,37,39,11,18,108,4071,3549,1963,550,10133,6832,1957,1922,20844,4,0,0,0,11,0,0,0,11,0,0,0,0,0,32,0,0,32,65,84,33,13,199,84,25,44,346,67,87,36,13,207,111,25,44,386,3,3,0,0,3,4,3,3,14,10069,15338,4900,1017,31321,11670,3058,3214,49263,4729,10138,2436,375,17678,3362,757,839,22637,644,910,310,53,1924,733,141,140,2939,448,719,270,43,1482,563,122,129,2295,1089,1637,576,96,3404,1296,267,269,5230,1678,1332,726,168,3898,2784,654,680,8022,2146,1769,812,243,4969,2641,792,549,8950,1533,1175,507,183,3395,1232,666,536,5827,25,28
12101,4309,8840,1487,239,14876,2689,494,590,18642,280,329,105,10,729,338,55,55,1169,381,428,138,31,978,304,82,85,1454,661,759,246,45,1702,644,137,143,2621,515,264,184,56,1015,982,184,167,2346,1189,674,320,91,2266,1675,405,403,4742,2332,1218,613,263,4432,2925,711,1181,9241,20,14,8,0,38,35,0,4,79,4050,2165,1121,417,7755,5616,1294,1757,16416,9,3,0,0,9,4,0,5,16,0,0,0,0,3,0,0,0,0,22,17,7,3,54,64,3,12,135,25,26,10,3,67,71,3,19,160,0,0,0,3,3,24,3,0,31,9044,11786,2867,708,24396,9034,1934,2504,37869,4214,9361,1530,211,15322,2510,397,502,18722,277,373,93,19,757,322,43,39,1168,386,527,157,21,1095,330,82,66,1573,663,899,251,40,1855,658,121,109,2743,616,408,200,52,1276,988,193,124,2582,1333,903,394,100,2729,1813,422,292,5254,2491,1620,719,266,5091,2953,755,791,9585,7,8
12102,4470,8766,1738,166,15139,2429,332,408,18307,102,108,76,3,290,167,6,23,486,292,421,191,15,913,285,36,51,1281,393,530,265,19,1206,451,43,75,1771,207,173,85,19,476,537,39,55,1111,420,402,214,29,1070,741,124,82,2020,755,599,266,67,1684,917,154,211,2966,20,14,5,0,37,51,3,3,97,1390,1188,573,110,3270,2245,325,351,6194,0,3,5,0,8,8,0,0,21,0,0,0,0,0,22,0,0,22,12,38,9,4,61,29,3,7,99,13,41,17,3,76,60,3,7,144,0,0,0,0,0,0,0,0,0,6265,10527,2589,296,19678,5180,706,845,26408,4694,9129,1797,167,15789,2504,314,307,18923,123,85,54,3,260,254,10,10,538,287,438,191,9,927,292,32,30,1275,409,526,242,18,1187,548,38,39,1813,140,110,68,12,329,457,40,37,864,526,494,263,29,1313,798,129,141,2380,823,956,298,46,2125,889,126,152,3302,18,18
12103,7113,15301,2202,234,24846,3218,287,624,28976,87,35,9,0,138,92,8,3,235,242,181,90,3,523,220,11,18,770,329,223,104,9,660,307,17,21,1006,483,178,119,20,798,927,35,64,1825,295,165,120,19,602,617,38,46,1305,203,98,50,19,368,287,27,39,720,8,20,7,0,30,21,5,4,67,986,450,299,59,1797,1855,106,155,3919,3,3,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,7,3,3,0,14,9,0,3,29,10,11,4,0,22,14,0,3,39,7,8,3,0,14,0,0,0,18,8442,15990,2611,295,27340,5398,409,810,33957,7012,15547,2213,243,25016,3148,297,719,29178,153,56,25,8,236,196,8,12,458,373,264,118,9,759,296,18,42,1125,524,317,147,15,1000,501,30,53,1585,493,185,109,15,801,766,32,88,1685,375,238,134,30,778,646,52,68,1548,829,713,303,48,1889,720,77,219,2910,13,5
12104,2079,3587,602,93,6357,1399,212,567,8534,565,508,155,24,1250,525,107,149,2025,1159,793,271,44,2266,921,258,292,3746,1718,1302,429,69,3521,1443,362,442,5775,1136,538,267,82,2021,1649,395,428,4495,2179,584,339,124,3234,3612,697,892,8434,3352,906,438,202,4895,5509,809,1933,13152,19,6,3,0,26,29,4,5,68,6678,2032,1052,410,10178,10804,1910,3256,26146,11,7,0,0,17,7,0,4,32,3,0,0,0,3,3,0,0,8,69,24,13,6,116,139,18,43,319,78,35,13,6,136,150,22,47,358,3,0,0,0,4,5,4,3,16,10563,6958,2094,577,20190,13798,2514,4319,40830,2090,3822,634,90,6632,1294,177,458,8567,518,599,167,17,1299,516,97,103,2009,1204,914,287,38,2442,884,272,261,3860,1720,1521,453,54,3737,1401,362,365,5865,1367,622,264,64,2320,1863,354,517,5054,2485,836,415,120,3858,3639,704,885,9080,3725,1142,452,197,5526,5519,839,1512,13398,12,0
12201,1482,2901,492,45,4922,901,159,279,6260,177,228,48,6,458,130,32,47,665,271,261,81,13,617,200,39,63,917,444,486,128,15,1075,327,70,104,1579,539,274,168,22,998,699,198,215,2114,593,215,133,38,979,778,240,270,2273,911,194,108,30,1238,1028,250,454,2981,19,8,6,0,28,23,0,3,58,2065,693,411,85,3250,2529,692,947,7425,6,0,0,3,8,8,3,4,18,0,0,0,0,0,23,0,0,23,6,5,0,0,17,16,6,8,49,10,5,0,3,20,48,11,8,93,0,5,0,0,5,5,0,3,12,4001,4093,1034,151,9278,3816,939,1341,15370,1417,3236,491,49,5191,788,137,220,6337,215,270,71,5,560,175,47,37,829,309,312,87,14,724,216,56,68,1062,525,584,159,20,1286,393,107,107,1894,589,351,194,17,1148,623,188,191,2158,735,296,129,24,1182,815,234,206,2426,1061,318,121,31,1536,1169,248,363,3315,4,6
12202,4094,6675,1319,93,12180,2187,305,758,15434,98,111,46,0,251,153,9,8,423,368,271,125,5,765,291,25,51,1127,460,378,168,8,1014,447,31,55,1553,162,74,49,6,291,322,19,39,662,255,95,95,9,456,366,54,87,968,134,69,55,8,271,265,41,52,635,51,32,20,0,109,103,12,23,243,606,275,218,21,1125,1054,124,205,2510,28,16,15,0,66,65,8,58,187,3,0,0,0,3,7,0,0,13,7,7,9,0,19,12,8,13,52,40,20,20,0,89,86,10,72,254,9,3,0,0,11,0,0,0,12,5201,7356,1729,128,14415,3770,472,1095,19756,4101,6841,1295,88,12332,1989,313,520,15151,157,140,59,3,364,258,13,25,661,416,511,193,9,1140,357,28,52,1575,579,654,256,16,1505,621,39,78,2240,375,156,93,14,638,612,31,59,1341,361,187,158,13,716,426,66,86,1293,68,39,9,0,119,91,6,5,220,20,16
12203,7765,14918,2976,330,25988,3745,675,646,31053,179,143,65,11,401,492,23,30,940,578,463,180,22,1235,647,66,53,2005,756,609,244,25,1639,1142,85,83,2948,971,390,238,49,1647,1904,236,294,4077,2422,1179,767,121,4486,3311,654,775,9217,833,327,140,27,1323,981,198,338,2840,52,73,29,0,154,101,16,6,277,4275,1963,1168,198,7607,6289,1096,1411,16416,16,6,0,0,26,28,0,10,61,0,0,0,0,3,4,0,0,10,20,23,13,0,58,34,10,11,112,30,36,16,0,89,70,10,18,178,0,6,0,0,3,3,0,0,6,12831,17526,4412,554,35324,11247,1869,2159,50594,7357,15783,2914,292,26341,3761,576,683,31359,209,154,75,3,450,458,40,38,976,546,662,242,25,1471,631,72,79,2252,758,817,318,29,1916,1082,111,114,3233,888,518,283,44,1737,2047,216,231,4229,2583,1501,781,114,4992,3254,660,497,9402,1223,527,260,46,2057,1295,232,250,3830,40,42
12301,3141,6852,1572,101,11668,1527,214,341,13755,93,18,27,0,136,197,5,7,347,41,16,43,0,100,52,13,9,169,135,31,65,5,237,250,14,13,523,29,0,13,3,50,172,7,18,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,7,0,0,21,30,4,14,3,51,182,9,20,257,5,6,4,0,10,27,0,6,47,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,0,0,24,10,3,6,0,17,35,3,10,71,0,0,0,0,0,0,0,0,4,3317,6896,1663,107,11980,1996,241,389,14605,3724,7695,1768,126,13305,1689,242,312,15545,135,100,56,3,294,306,20,19,637,87,108,66,7,267,95,11,15,389,219,212,116,10,557,403,31,33,1029,33,7,10,3,53,157,10,24,249,11,0,0,0,14,12,0,0,22,0,0,0,0,0,0,0,0,0,4,5
12302,7707,17402,6050,404,31568,5090,676,1445,38773,660,840,906,63,2459,1365,104,256,4187,448,750,1153,51,2404,925,102,251,3679,1106,1590,2060,116,4869,2289,200,503,7861,137,87,109,9,343,494,36,76,947,61,17,20,0,101,69,4,26,202,32,6,27,3,74,89,16,20,201,10,0,3,0,15,4,0,0,17,238,117,152,16,523,662,52,127,1363,15,7,6,0,25,78,18,10,133,0,0,0,0,0,3,0,0,3,9,10,3,0,19,16,0,11,42,20,18,4,0,44,93,16,25,183,0,9,7,0,17,3,0,3,21,9072,19131,8272,538,37018,8138,948,2099,48203,8225,16832,6475,472,32008,5521,747,1235,39511,724,793,670,67,2252,1334,111,159,3860,542,920,915,62,2436,1024,126,247,3838,1268,1711,1590,120,4695,2353,240,408,7696,160,101,107,14,381,602,29,91,1100,147,38,31,3,219,201,16,34,476,91,24,33,5,151,119,14,13,298,6,6
12303,2839,5010,1100,67,9018,1524,149,396,11087,77,25,19,4,120,121,8,13,263,4,3,0,0,8,9,0,4,24,82,29,21,4,129,130,8,16,284,18,3,7,0,34,68,3,4,109,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,10,3,3,0,16,17,0,0,28,25,9,7,0,48,86,3,4,144,5,12,3,0,23,28,0,10,58,4,10,0,0,16,3,0,0,17,8,6,3,0,15,12,0,0,32,18,29,7,0,57,45,0,11,113,0,0,0,0,3,0,0,0,3,2971,5074,1139,76,9251,1787,162,426,11626,2969,4990,1268,89,9320,1592,187,332,11437,131,30,31,8,198,189,8,14,404,3,3,3,0,11,5,0,0,10,134,30,36,8,208,196,8,14,419,27,11,12,0,55,105,13,6,176,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,9
12401,6866,9066,2863,199,18992,5770,712,939,26413,160,46,47,4,255,435,12,22,725,55,26,38,4,123,88,8,15,236,213,68,88,4,380,523,24,33,960,58,22,52,7,140,367,21,42,564,13,0,9,0,24,71,5,11,111,3,0,0,0,4,9,0,4,15,12,0,9,0,18,53,3,6,78,85,26,65,6,183,498,22,58,771,6,3,4,0,15,5,0,6,25,0,0,0,0,3,0,0,0,6,6,3,3,0,8,15,0,9,31,17,4,4,0,29,22,0,19,67,0,0,0,0,0,0,0,4,5,7179,9171,3022,211,19577,6820,761,1048,28209,7161,8997,2881,166,19207,5977,715,1109,27010,234,82,89,0,402,513,38,57,1005,93,47,52,8,200,251,13,33,496,324,128,145,5,603,767,47,87,1505,53,20,33,0,105,284,22,36,451,11,4,4,0,17,56,4,3,80,0,0,0,0,0,4,0,0,4,13,6
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,8090,15549,4434,334,28404,4661,647,907,34615,269,221,301,26,817,589,72,53,1539,360,375,467,39,1239,584,150,111,2087,626,596,765,66,2056,1176,215,171,3623,203,78,124,17,419,972,48,77,1524,150,65,134,15,366,694,81,96,1237,27,14,29,5,76,112,5,28,225,8,7,0,0,25,28,0,3,56,394,172,289,36,891,1805,132,209,3037,47,12,16,0,79,148,3,14,244,0,8,0,0,7,36,0,4,39,5,5,4,0,21,16,0,4,46,54,30,18,0,106,195,9,23,335,0,3,3,0,8,3,0,0,14,9161,16344,5516,437,31459,7848,1009,1309,41621,8317,15155,4453,344,28268,4880,678,908,34740,367,364,388,27,1146,818,59,89,2116,493,599,611,53,1758,840,115,111,2830,860,964,993,78,2905,1663,174,202,4942,196,222,152,16,591,659,55,88,1386,261,163,175,28,635,793,101,147,1669,88,71,48,13,217,214,26,37,495,56,51
12404,2130,4050,1371,79,7627,1530,236,400,9792,217,142,189,7,552,536,58,62,1204,93,75,47,9,231,123,30,20,405,311,224,238,19,782,658,91,81,1614,98,41,77,14,226,349,39,51,671,4,0,0,0,5,23,0,3,36,0,0,0,0,0,0,0,0,0,5,5,7,0,15,8,0,0,23,103,50,76,14,243,384,42,59,727,3,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,3,3,4,10,0,14,18,0,0,35,8,4,10,0,22,20,0,4,45,0,0,0,0,0,0,0,0,0,2551,4323,1697,111,8681,2590,370,542,12185,2123,3938,1457,99,7610,1606,234,306,9755,225,169,227,8,630,549,46,46,1264,132,102,90,7,326,208,29,23,587,358,270,320,13,956,758,74,65,1854,80,42,97,7,233,339,21,29,628,15,6,8,0,31,37,8,9,79,5,5,9,0,16,21,0,4,42,3,0
