SA3_CODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
11003,0,0,4,0,0,0,4,91,40,84,10,226,508,30,115,883,22,0,5,0,34,62,0,235,332,3,0,0,0,4,3,0,4,12,11,9,3,0,22,5,0,3,32,38,15,7,0,60,76,0,242,377,4,3,0,0,10,0,3,6,21,2533,2740,1076,106,6455,2526,220,885,10086,2214,2346,1009,104,5669,1782,198,876,8527,63,64,36,4,171,175,15,74,441,13,5,3,0,20,16,0,0,42,74,72,43,4,190,196,16,81,481,76,28,76,7,192,449,20,162,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,28,73,7,192,450,21,165,832,15,3,0,0,22,67,0,216,308,0,0,3,0,3,13,0,0,16,13,10,3,0,28,13,3,6,57,35,15,4,0,54,92,8,223,376,13,19,3,0,31,16,0,51,95,2412,2480,1131,114
11004,6,0,6,26,0,0,37,253,89,184,28,556,1221,92,170,2035,30,15,6,0,50,108,8,140,300,5,0,0,0,11,12,0,4,22,18,17,13,0,52,32,7,12,103,53,36,17,0,106,150,17,156,428,15,9,8,0,27,11,3,8,53,8368,8037,3648,308,20367,7779,791,1252,30186,7792,7755,3314,277,19141,6213,735,1752,27834,258,102,158,21,532,1011,79,159,1781,62,18,38,0,123,229,22,50,424,324,119,193,24,661,1238,103,206,2210,61,36,65,13,174,487,24,108,802,3,4,8,0,12,25,3,3,45,6,3,3,0,14,43,0,3,55,3,0,0,0,3,0,0,0,3,77,45,73,9,203,555,25,113,899,35,13,4,0,53,89,0,246,389,4,6,0,0,11,3,0,7,29,66,47,111,10,239,79,14,15,347,110,59,122,10,297,179,14,273,767,50,32,25,3,116,59,9,33,213,8350,8015,3729,326
11101,5,0,25,45,6,9,84,531,148,292,26,1002,1656,86,136,2881,68,5,13,3,95,161,3,59,310,0,3,0,0,3,3,0,9,14,15,15,12,0,46,40,0,11,92,89,25,23,3,144,195,6,77,415,3,3,3,0,10,7,0,3,19,12409,13986,5509,463,32361,10771,1027,1115,45268,10859,13562,4690,343,29459,7012,812,939,38222,816,225,412,32,1480,1967,104,137,3686,382,204,303,10,907,702,85,87,1776,1198,432,713,43,2389,2667,183,220,5461,263,72,189,17,542,1034,51,103,1732,28,6,6,3,42,119,3,15,178,145,27,25,3,198,186,20,38,441,7,0,5,0,16,10,0,3,34,443,111,228,17,798,1350,80,156,2378,39,3,18,0,58,168,5,56,286,3,0,3,0,3,3,0,26,35,12,16,13,0,46,27,8,12,86,60,21,30,0,110,202,12,90,405,25,13,6,0,50,32,11,8,98,12577,14140,5666,410
11102,3,0,12,14,0,3,24,259,39,51,4,352,597,16,40,1002,71,18,30,0,119,193,13,41,367,0,0,0,0,0,3,0,22,25,7,0,3,0,17,13,0,0,29,84,17,33,0,137,207,14,66,425,11,6,0,0,15,3,0,0,17,7742,7844,3298,207,19083,5918,606,619,26230,7363,8289,3208,226,19088,4697,601,730,25114,413,77,100,9,602,793,18,70,1476,116,43,54,0,215,193,12,10,432,532,123,147,7,817,988,31,79,1906,87,22,39,9,158,245,9,30,439,46,4,9,0,54,34,4,3,99,9,3,0,0,12,5,0,0,21,6,0,0,0,10,8,0,0,19,140,36,52,7,237,301,7,40,586,54,10,17,0,76,192,14,58,334,6,0,6,0,11,3,0,41,50,5,6,5,0,12,11,0,0,24,66,15,24,0,101,202,12,95,409,19,16,3,0,34,35,0,0,69,8115,8478,3439,243
11103,13,0,29,45,14,0,87,1523,441,614,119,2692,4665,820,772,8952,8,3,0,0,11,16,0,32,56,0,0,3,0,3,3,0,47,50,39,23,11,0,73,69,31,30,204,46,26,16,0,91,84,31,107,313,9,3,10,0,22,54,3,8,91,15208,16045,7221,835,39308,17899,3937,2550,63689,11850,15180,5690,614,33333,9790,2572,1183,46878,844,394,496,69,1799,2075,304,187,4367,1356,752,609,73,2794,1793,588,222,5403,2205,1146,1102,142,4594,3866,898,410,9774,545,186,263,43,1040,2198,299,235,3777,387,110,181,31,709,1209,219,210,2348,599,140,93,10,838,853,146,273,2105,28,12,3,3,50,89,14,5,165,1564,454,544,83,2640,4353,683,724,8397,14,5,6,0,20,11,3,48,78,3,0,0,0,4,3,0,76,88,31,20,23,3,75,72,13,25,192,46,25,26,3,102,91,20,151,361,54,29,17,3,103,145,30,20,295,15709,16835,7387,844
11201,11,0,20,52,7,7,92,547,208,376,23,1155,1530,151,267,3101,210,39,49,9,307,507,34,652,1500,0,0,0,0,0,12,3,200,215,15,14,11,0,37,37,7,12,95,224,51,60,9,350,564,43,862,1811,6,7,0,0,16,13,5,8,37,8116,7223,3768,228,19335,8017,1442,2262,31051,6885,6446,2587,191,16107,4651,1080,2013,23851,626,320,382,19,1344,1348,147,247,3086,465,307,278,10,1067,788,133,207,2197,1095,627,660,32,2412,2134,283,461,5285,229,117,178,17,541,715,79,198,1530,51,10,36,0,104,112,18,36,273,24,0,0,0,23,25,5,11,68,5,3,7,0,14,17,3,7,39,311,132,222,21,676,873,104,252,1910,181,36,58,10,283,557,31,799,1665,3,0,0,0,4,17,0,214,240,18,11,15,0,50,42,7,25,113,200,57,69,5,332,614,36,1036,2017,60,49,28,0,133,132,22,101,382,8549,7299,3561,255
11202,9,0,15,42,0,6,61,234,84,231,13,569,1053,82,86,1786,47,14,32,4,97,236,8,93,434,3,5,0,0,13,30,0,51,91,27,15,4,0,45,51,6,13,117,81,37,34,3,154,316,9,154,635,6,3,0,0,8,7,0,0,20,7231,6959,3638,272,18098,7256,1057,1045,27457,6625,6159,3132,251,16160,5549,884,1608,24201,187,57,151,5,404,721,49,121,1294,64,27,77,6,184,258,33,39,508,251,85,228,18,584,982,77,159,1807,134,76,154,23,384,770,79,170,1400,11,0,14,0,29,59,6,10,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,146,75,167,23,413,832,89,186,1510,42,17,26,3,82,232,7,124,449,3,4,11,0,19,31,0,62,115,69,47,20,3,140,44,3,13,200,122,71,52,3,245,306,14,202,771,33,25,15,3,80,60,3,28,167,7169,6414,3595,293
11203,16,4,47,63,3,10,123,1045,354,517,46,1955,1951,243,476,4620,294,38,53,6,391,659,30,418,1502,0,0,3,0,5,12,0,36,53,16,5,9,0,31,27,3,5,71,310,51,61,6,431,695,31,469,1626,15,4,4,0,26,18,0,11,59,10162,8172,4191,291,22817,9569,1266,2220,35880,7210,7436,2789,198,17635,4500,796,1360,24287,1145,435,535,58,2171,1890,173,235,4478,587,383,367,15,1356,786,107,194,2444,1730,816,905,71,3524,2677,287,429,6918,397,140,243,14,795,1149,110,190,2242,318,120,215,18,672,614,83,217,1586,301,49,55,6,415,317,22,166,919,3,0,0,0,4,0,0,0,5,1020,307,516,35,1884,2084,218,571,4752,334,29,41,3,413,692,29,710,1832,3,4,6,0,18,24,3,220,264,12,11,6,0,30,12,0,9,53,352,44,53,5,453,729,34,938,2153,96,36,10,0,154,119,11,111,385,10413,8653,4272,317
11301,0,0,3,7,0,4,13,147,140,82,9,377,531,48,167,1126,26,0,4,0,31,84,3,116,239,0,0,3,0,3,6,3,4,14,12,7,3,0,22,13,3,3,35,37,11,11,0,57,105,8,125,291,3,6,3,0,15,0,0,0,15,4446,5366,1768,192,11770,4315,380,1028,17498,4149,4864,1582,151,10745,3228,356,1213,15535,109,60,61,7,236,351,26,72,685,3,5,3,0,11,20,0,6,36,110,70,65,7,252,373,25,70,725,199,177,104,16,495,579,67,226,1373,3,3,0,0,7,22,3,13,46,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,6,208,183,102,16,504,611,67,244,1426,16,3,7,0,31,71,6,119,229,7,8,0,0,10,7,0,33,54,12,12,3,0,28,17,4,6,55,35,21,12,3,70,100,18,156,343,35,37,13,0,82,41,4,18,148,4528,5170,1769,180
11302,0,0,0,0,0,0,0,38,7,20,3,67,194,8,43,314,0,0,0,0,4,25,0,34,64,3,0,0,0,3,6,0,0,4,11,0,0,0,14,10,0,0,24,13,4,0,0,22,33,0,34,96,4,0,0,0,4,16,0,0,20,1698,1548,530,38,3820,1590,98,265,5767,1693,1343,531,47,3615,1349,87,426,5472,15,0,5,0,19,86,0,12,124,0,0,3,0,8,18,3,3,31,19,3,7,0,25,102,4,15,150,24,11,7,3,44,104,6,31,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,7,3,41,104,6,31,185,6,3,0,0,12,13,0,23,41,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,3,12,8,3,7,0,15,14,0,24,53,8,15,3,0,22,9,3,3,41,1750,1368,556,50
11303,4,0,17,13,3,0,30,477,115,199,39,827,1603,185,142,2766,19,0,0,0,24,61,3,108,189,5,7,0,0,9,4,0,8,20,27,30,15,0,68,47,17,15,154,49,39,11,0,105,110,17,131,364,9,6,3,0,19,27,0,0,46,9368,9594,3653,350,22963,8704,1201,1033,33899,8821,9176,3577,310,21890,6710,953,1495,31049,195,65,48,9,314,595,41,85,1037,44,19,11,7,77,101,25,11,216,231,82,59,11,387,700,67,97,1253,351,192,166,27,749,1491,131,206,2574,10,0,3,0,15,61,3,15,99,10,0,0,0,10,18,0,10,38,3,3,0,0,5,6,0,0,14,376,198,173,33,778,1579,133,234,2727,25,3,3,0,35,37,8,111,185,0,0,3,0,3,6,0,13,20,50,57,24,0,134,59,16,34,238,79,62,28,0,168,98,21,155,452,45,46,12,0,94,38,11,18,160,9554,9562,3851,350
11401,9,0,21,31,0,10,62,250,53,133,17,449,1015,47,103,1623,156,11,22,5,197,385,7,160,749,0,3,0,0,3,0,0,0,9,16,17,4,0,39,12,3,12,62,178,31,30,5,241,403,12,169,825,17,12,0,0,28,32,0,0,61,11871,8647,4256,281,25059,9946,867,1798,37668,11686,8519,3925,259,24398,8072,834,2061,35365,415,114,176,25,724,1183,67,189,2165,121,30,84,5,238,348,21,71,672,529,146,255,24,959,1537,95,257,2841,165,52,93,10,320,570,32,111,1034,0,0,0,0,7,13,0,5,28,0,0,0,0,0,0,0,0,4,0,0,3,0,3,10,0,0,13,164,55,100,10,335,600,29,120,1079,276,46,35,7,366,557,21,233,1172,5,3,0,0,12,12,0,20,37,14,6,12,0,27,19,0,9,57,296,54,48,10,403,577,18,265,1268,75,62,18,0,158,117,4,31,303,12751,8838,4353,300
11402,0,0,9,22,0,4,30,50,9,16,0,75,212,6,21,319,12,6,0,3,19,45,0,18,84,3,3,0,0,7,0,0,3,6,12,3,3,0,15,20,4,0,45,22,11,5,3,37,63,4,26,134,9,4,0,0,13,8,0,3,19,5431,4734,1769,123,12058,4329,315,638,17344,5564,4803,1628,112,12105,3686,337,888,17008,169,52,44,5,272,466,24,62,825,92,21,31,0,151,139,4,28,320,268,68,80,7,422,603,28,87,1144,56,30,23,0,101,208,6,30,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,53,26,25,0,107,206,6,29,352,7,3,5,0,17,66,3,34,121,3,3,0,0,4,10,0,15,27,13,8,4,0,18,11,0,4,38,26,11,6,0,47,84,3,50,187,41,18,4,0,71,52,9,6,140,5944,4935,1746,119
11501,5,0,26,12,0,0,38,559,342,193,20,1113,819,97,117,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,0,0,7,8,5,3,0,21,13,0,0,36,10010,22234,3662,337,36249,5011,609,783,42649,8263,21101,2814,268,32436,2938,363,603,36342,419,145,84,6,656,595,19,68,1332,947,1934,594,44,3521,871,138,134,4659,1369,2084,676,48,4174,1465,153,202,5993,241,136,65,13,453,493,12,47,1003,269,242,113,18,642,373,33,52,1093,321,250,93,15,683,310,71,62,1127,4,3,5,0,16,4,0,0,22,838,633,274,40,1782,1181,112,161,3241,3,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,3,0,8,0,0,9,0,0,0,9,3,11,0,0,18,4,0,0,22,11,32,10,0,58,36,3,7,107,10480,23855,3771,358
11502,3,0,39,12,0,3,51,51,25,12,0,79,152,0,6,241,25,7,3,0,40,75,3,12,127,0,0,0,0,3,3,0,0,7,0,0,0,0,3,3,0,0,12,23,13,11,0,48,78,3,14,149,3,0,0,0,5,3,0,0,9,2131,3764,703,69,6670,1247,125,235,8274,2001,3561,628,51,6242,794,114,339,7494,29,8,14,0,52,74,3,4,128,46,73,39,0,156,45,0,0,202,77,75,53,3,212,111,7,6,334,30,9,10,0,54,107,0,11,166,11,0,0,0,10,23,0,0,37,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,0,0,14,44,10,10,0,69,134,3,10,212,22,13,9,3,46,49,10,38,136,0,3,0,0,8,5,0,11,14,7,12,0,0,20,7,0,0,29,36,22,10,3,68,57,10,44,180,10,24,6,0,44,11,0,4,63,2174,3703,705,58
11503,4,0,11,16,0,3,28,3,4,3,0,8,34,0,3,47,20,7,3,0,29,47,4,12,92,0,0,0,0,6,4,0,0,7,0,3,0,0,3,0,0,0,6,20,10,5,0,31,52,4,16,103,4,3,0,0,4,0,0,0,12,2154,3345,717,39,6261,1164,125,463,8006,2184,3317,696,40,6231,1091,120,533,7977,5,3,0,0,12,17,0,6,29,0,4,0,0,6,0,0,0,9,5,11,3,0,14,12,0,3,34,3,0,3,0,10,15,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,7,0,12,19,0,0,33,3,4,0,0,9,45,4,9,64,0,5,0,0,5,5,0,0,9,7,0,0,0,6,0,0,3,12,12,12,0,0,22,50,4,12,91,25,19,5,0,49,32,0,18,98,2219,3359,706,40
11504,0,0,0,3,0,0,4,31,10,6,0,44,32,6,21,110,22,3,3,0,27,41,3,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,3,3,0,26,42,3,13,84,0,0,0,0,0,0,0,0,0,1766,4497,697,53,7009,891,124,256,8281,1761,4920,700,58,7442,722,123,245,8535,11,15,12,0,30,83,0,15,126,132,622,94,4,852,53,13,10,933,140,632,103,4,887,132,13,20,1053,12,13,13,3,33,20,0,4,64,0,0,0,0,0,0,0,0,0,20,10,12,0,42,43,0,15,103,0,0,0,0,0,0,0,0,0,32,20,25,3,79,65,0,20,168,9,3,0,0,13,33,0,44,87,3,3,0,0,6,3,0,3,11,0,0,0,0,3,0,0,0,3,9,8,0,0,24,37,0,40,101,14,16,5,0,35,14,0,4,58,1965,5603,831,66
11601,14,0,45,55,7,10,120,625,715,244,63,1653,1037,129,186,3008,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,13,17,3,36,18,4,3,62,5,16,17,3,41,17,4,3,68,13,18,5,0,38,20,3,0,62,8820,17098,6044,599,32559,7760,1025,1176,42521,7136,15293,4850,545,27823,5330,939,1206,35297,279,487,238,16,1029,526,60,107,1718,629,1790,595,76,3086,789,120,203,4199,912,2279,830,90,4115,1310,176,312,5914,102,59,38,7,204,483,18,85,791,53,95,27,5,174,31,11,22,241,532,730,147,40,1450,387,76,99,2008,12,3,3,0,18,19,3,0,41,699,884,211,50,1848,916,100,212,3075,3,0,3,0,6,0,0,0,6,8,11,0,0,17,9,0,5,32,9,10,11,3,32,13,3,6,54,18,22,9,3,57,21,3,12,89,25,48,8,0,84,45,10,10,150,8782,18529,5917,693
11602,0,0,4,11,0,0,13,58,24,38,8,128,87,27,8,246,38,11,28,3,87,175,9,20,289,0,3,0,0,3,3,0,3,13,11,3,10,0,22,8,0,3,36,45,22,42,3,110,187,11,26,337,0,4,0,0,4,3,0,0,5,4546,12143,2436,206,19330,2716,455,492,23000,3331,11139,1923,182,16581,1721,335,710,19343,746,1876,368,23,3015,406,40,52,3512,654,2038,401,33,3124,299,60,72,3554,1394,3917,769,60,6141,702,99,124,7070,93,243,62,5,412,81,12,10,512,15,12,5,0,37,19,3,3,57,62,43,29,0,131,60,6,21,219,0,0,0,0,3,0,0,0,5,175,300,100,8,586,153,22,36,796,41,4,22,3,78,135,3,48,260,0,0,0,0,3,4,0,0,7,18,33,10,4,60,16,4,23,98,57,43,34,3,136,154,10,68,361,21,53,22,0,94,37,6,3,141,4978,15449,2847,258
11603,4,0,14,9,0,0,21,292,418,259,45,1012,800,71,124,2013,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,7,3,7,0,0,5,4,0,3,11,4,8,3,0,13,8,0,10,23,0,0,0,0,0,0,0,0,0,5119,13358,6279,454,25210,4782,635,1107,31728,4710,12194,5028,405,22336,3579,535,1390,27839,167,487,211,32,894,357,44,109,1393,325,1187,637,40,2193,433,44,210,2882,491,1674,846,73,3083,786,84,314,4276,30,41,49,7,128,242,3,72,443,87,116,61,13,282,213,27,95,618,166,307,154,19,645,218,40,53,952,0,3,0,0,5,3,0,3,11,288,469,263,40,1054,682,68,220,2028,0,3,0,0,3,0,0,0,5,0,8,9,0,15,14,0,10,46,3,22,12,0,35,3,0,5,46,6,32,17,0,61,21,3,20,99,14,21,18,0,51,14,9,0,72,5501,14392,6176,518
11701,0,0,0,0,0,0,3,1378,1568,741,161,3848,2086,433,460,6832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,12,0,52,13,7,8,79,22,23,12,0,52,13,7,8,79,3,7,0,0,10,18,3,0,32,3010,4932,1740,294,9975,3466,682,766,14885,1137,2546,660,108,4452,862,171,204,5688,218,363,133,15,727,285,55,50,1118,183,475,167,18,835,236,36,50,1161,400,841,296,28,1562,523,91,99,2278,260,439,180,40,919,546,110,81,1652,604,849,382,52,1896,867,189,237,3186,1320,866,256,95,2529,923,586,405,4446,0,0,4,0,4,4,0,0,8,2183,2151,818,191,5347,2338,885,716,9289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,24,24,18,7,66,28,12,15,129,24,24,13,7,76,36,12,15,137,7,26,3,3,39,31,3,10,81,3748,5589,1802,340
11702,5,0,33,35,3,7,80,1655,751,503,147,3056,2998,737,593,7384,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,8,62,49,20,9,139,64,51,33,283,61,51,20,9,140,70,51,38,296,7,3,3,4,21,11,3,3,37,4817,4811,1923,383,11937,5468,2017,1285,20706,1323,2230,743,109,4409,968,598,315,6284,982,1177,341,63,2567,828,439,194,4028,508,680,156,40,1387,286,312,149,2133,1497,1853,498,104,3950,1117,754,338,6165,743,292,227,38,1302,1248,395,448,3393,859,378,227,47,1505,1175,386,301,3376,603,219,87,37,945,727,197,183,2053,44,22,26,0,98,69,23,37,223,2257,905,569,121,3851,3223,997,969,9044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,103,60,30,13,204,119,87,87,490,103,60,30,13,204,119,87,85,495,36,25,4,0,67,90,17,4,182,5212,5075,1839,358
11703,13,0,39,64,4,22,128,15577,3892,2029,1294,22796,24121,7192,9655,63769,3,0,0,0,6,3,3,0,11,0,0,0,0,0,0,0,485,485,61,39,13,9,124,82,81,52,345,66,40,13,10,127,87,85,540,841,98,33,42,6,173,322,36,52,584,21303,7950,3838,1731,34828,29775,10745,12098,87445,461,614,159,32,1264,396,173,149,1980,1416,932,358,74,2773,1362,718,335,5190,3661,2678,1125,268,7730,3289,2742,1282,15047,5078,3608,1486,341,10508,4652,3462,1615,20233,716,171,110,38,1033,1422,381,534,3373,2533,674,465,152,3829,4263,1212,1386,10688,17067,4552,1849,1132,24605,21171,8304,8202,62279,16,3,0,0,21,9,11,7,46,20332,5400,2432,1324,29482,26870,9906,10130,76382,4,0,0,0,5,3,0,7,15,4,0,0,0,8,35,3,610,655,87,52,15,8,166,174,126,116,591,98,53,14,8,178,216,131,732,1252,108,58,22,9,201,286,91,152,728,26080,9727,4111,1715
