SA3_CODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
11904,36,325,175,43,18,207,798,5,130,17,40,4,3,200,97,236,103,39,37,3,513,607,64,229,11,37,0,948,1345,21,307,6,18,12,1708,2802,45,409,9,47,18,3326,2815,23,469,3,43,15,3370,1215,6,237,3,27,12,1496,186,0,39,0,9,3,240,53,4,26,0,0,0,80,27,0,11,0,0,0,36,5,0,3,0,0,0,5,6,0,0,0,0,0,10,32,19,9,0,0,0,63,147,65,85,22,24,19,370,9362,925,2130,178,273,296,13162,32,114,238,30,17,143,567,5,296,13,11,0,3,334,25,174,59,51,26,3,338,97,114,101,27,22,9,367,130,33,120,10,24,0,313,384,46,164,17,20,9,642,1893,31,389,9,53,14,2389,4025,35,569,10,50,17,4708,1998,13,321,3,34,5,2381,616,3,114,0,4,4,745,205,0,33,0,0,0,235,85,0,20,0,0,0,107,26,0,7,0
12001,11,290,112,13,7,111,546,4,76,11,0,0,3,98,13,115,37,13,34,6,216,85,47,58,0,66,3,259,143,10,62,0,10,0,224,466,26,135,4,11,4,643,1557,18,299,6,11,4,1899,1869,5,309,0,14,8,2210,629,0,96,0,4,0,727,206,0,28,0,3,0,241,94,0,17,0,0,3,116,40,0,10,0,0,0,60,21,0,3,0,0,0,22,40,15,17,0,4,3,69,83,36,44,24,10,11,205,5254,650,1233,65,173,160,7536,15,93,118,24,19,82,360,0,253,5,8,20,3,295,9,152,25,32,15,3,239,21,84,36,18,29,3,180,31,34,50,5,51,3,170,58,16,68,0,38,0,177,318,22,145,4,20,7,519,1289,18,241,3,28,4,1583,1917,10,264,3,17,10,2219,1451,0,193,5,9,6,1669,604,5,91,0,8,3,716,303,3,49,0,4,3,357,138,0,18,0
12002,9,412,80,13,14,94,629,8,128,3,10,0,3,154,126,137,54,19,11,0,346,332,56,110,12,31,4,552,268,17,128,3,4,0,428,506,21,139,4,10,0,689,980,26,227,3,8,10,1265,1670,11,347,3,9,3,2041,1020,3,216,3,4,0,1245,353,0,84,0,0,0,438,175,0,52,0,3,0,232,80,0,16,0,0,0,99,37,0,7,0,0,0,50,58,11,25,0,0,0,96,71,53,52,0,8,12,203,5700,891,1540,85,107,133,8461,11,140,84,8,11,48,309,3,373,3,16,4,3,398,22,129,30,56,4,0,241,87,83,53,25,9,3,262,100,30,48,9,14,0,192,269,26,81,5,10,0,398,551,24,167,5,20,3,771,948,17,221,0,3,0,1189,1162,6,240,0,10,0,1417,1182,3,215,0,9,3,1414,730,4,135,0,3,3,873,373,6,89,3,0,0,469,198,0,52,0
12003,51,420,195,122,27,205,1025,20,145,35,85,3,5,298,219,180,163,101,30,8,695,1362,56,351,33,42,15,1867,1757,21,338,18,27,5,2174,3548,41,459,45,30,25,4148,3671,29,498,12,51,14,4266,1993,7,291,12,24,12,2338,374,3,84,7,5,0,466,116,3,33,0,3,3,156,44,0,16,0,0,0,59,19,0,0,0,0,0,26,6,0,3,0,0,0,8,37,19,14,3,3,3,79,219,77,120,29,26,30,504,13443,1007,2594,458,285,322,18106,57,122,217,41,27,154,619,12,326,19,47,3,0,418,66,184,113,101,16,3,478,176,140,172,82,18,5,597,213,33,162,28,22,3,450,670,44,242,45,18,3,1022,2545,57,457,38,38,5,3146,5265,33,671,30,67,28,6093,2696,12,393,13,37,8,3158,916,3,168,3,18,3,1112,364,0,57,3,5,4,438,136,5,28,0,4,0,178,45,0,15,0
12101,29,281,185,58,40,172,774,6,74,16,34,5,3,138,37,109,55,29,12,3,244,95,33,91,18,48,0,286,143,10,81,10,8,0,247,924,21,217,7,3,10,1183,2666,17,432,3,21,12,3151,2478,11,381,5,14,5,2899,1213,0,235,3,8,0,1458,523,3,91,0,10,4,633,249,0,60,3,0,0,317,146,0,32,0,0,0,188,75,0,18,0,3,0,96,168,10,39,0,4,4,214,136,40,95,6,23,14,309,8896,599,2030,174,200,236,12130,27,78,203,20,34,136,495,3,217,6,41,6,0,277,20,108,39,35,12,3,219,29,50,58,24,12,3,188,31,22,50,7,11,0,130,93,23,90,4,15,0,222,444,32,187,3,16,0,688,2327,16,413,9,23,10,2799,2632,10,407,5,17,7,3073,1361,7,245,3,14,3,1636,874,4,151,0,8,3,1039,499,3,94,0,4,0,605,273,0,43,0
12102,9,184,82,53,18,82,425,5,75,14,16,3,7,114,33,91,72,30,17,3,253,117,42,92,12,27,4,303,192,13,98,4,0,0,311,977,28,224,6,9,8,1252,1788,25,343,7,47,9,2224,961,6,194,3,14,3,1183,182,0,33,0,5,3,225,50,0,5,0,0,0,54,6,3,3,0,0,0,16,12,0,0,0,0,0,9,0,0,0,0,0,0,3,16,3,0,0,0,0,20,55,37,37,25,5,8,178,4409,510,1204,162,146,128,6561,9,63,99,20,15,72,286,0,169,4,17,0,0,198,13,114,40,60,5,6,235,34,70,64,48,3,0,222,32,22,64,8,21,3,147,141,27,104,27,14,3,311,447,25,178,14,15,0,675,1696,17,357,13,25,5,2112,1205,8,223,6,14,5,1467,317,0,57,0,0,0,376,110,0,25,0,3,0,131,36,5,13,0,0,0,50,15,0,3,0
12103,3,3,117,74,30,121,348,0,4,3,10,0,0,18,5,6,45,17,9,3,82,16,6,45,0,7,4,82,34,0,46,0,3,0,84,124,3,70,3,8,0,214,447,0,144,4,29,3,631,542,3,147,0,18,3,717,492,0,123,0,5,0,630,372,0,67,0,5,0,452,216,0,37,0,3,0,257,133,0,26,0,0,0,165,89,0,17,0,0,0,113,196,0,55,0,4,0,262,51,3,49,20,7,3,141,2743,31,1004,134,124,149,4186,7,0,135,22,14,105,278,4,7,6,41,6,3,63,12,8,26,36,5,0,83,8,4,39,11,3,0,63,9,0,36,3,3,0,50,31,3,60,0,7,0,102,102,0,104,5,14,0,227,444,0,131,3,11,4,594,704,3,145,8,18,6,873,693,0,123,8,13,4,838,521,0,104,4,3,0,636,369,0,69,3,0,0,443,277,0,57,0
12104,43,267,189,13,16,193,726,10,65,15,24,0,4,120,36,76,86,17,12,0,223,156,16,140,14,37,3,369,417,4,170,3,13,7,613,1742,15,370,0,7,5,2141,3466,0,698,0,12,11,4192,3288,0,675,8,10,9,3996,1667,4,324,3,7,3,2006,846,7,172,0,0,7,1027,423,0,80,0,9,0,519,225,0,77,0,4,5,311,146,0,32,0,0,0,186,380,18,154,0,6,0,567,202,43,103,12,19,14,393,13052,521,3290,95,172,260,17390,31,83,212,11,25,125,493,9,220,11,10,3,4,255,13,75,31,20,6,3,153,44,34,69,18,6,0,181,50,8,97,3,19,0,174,183,11,119,3,6,4,322,1114,13,275,3,12,4,1417,3413,4,678,3,13,20,4129,3325,0,592,0,11,3,3945,2035,0,371,0,10,5,2421,1187,0,181,0,18,4,1395,727,4,141,0,8,3,888,431,0,90,0
12201,4,97,52,0,3,68,228,3,25,8,26,3,3,64,29,56,21,3,14,4,124,55,28,44,3,38,0,161,82,7,45,0,6,3,138,272,8,101,0,0,0,381,743,0,198,0,5,10,951,930,5,252,0,11,6,1209,547,3,129,0,8,7,694,319,4,86,0,3,4,414,163,0,43,0,0,0,205,99,0,25,0,0,0,125,52,0,16,0,0,0,69,123,3,47,0,0,0,177,57,17,39,8,4,12,143,3472,253,1105,44,95,114,5090,12,31,69,5,3,48,177,6,91,10,5,0,0,107,12,39,23,20,0,0,94,27,35,13,14,6,0,94,19,8,30,0,12,0,75,38,17,31,0,7,0,97,203,10,89,3,10,0,317,725,3,212,3,7,3,949,864,3,191,0,11,4,1073,617,3,151,0,6,3,789,459,0,100,0,3,0,566,298,0,84,0,3,0,387,191,0,43,0
12202,3,0,77,19,17,93,213,3,0,9,7,6,0,23,7,4,37,23,14,3,81,60,0,67,3,9,4,135,65,0,76,0,4,4,147,174,0,125,3,5,5,311,368,0,230,0,7,3,611,469,0,241,4,18,3,733,399,0,152,0,3,0,561,214,0,80,0,0,0,296,128,0,33,0,0,0,163,45,0,12,0,3,0,64,29,0,8,0,0,0,39,40,0,14,0,3,0,60,45,0,42,8,10,6,105,2054,4,1198,65,96,130,3544,0,0,105,19,15,106,240,0,0,0,0,0,0,4,7,0,23,6,0,0,33,12,3,25,0,13,4,54,15,3,47,21,4,3,100,49,0,74,3,15,3,140,150,3,136,0,10,3,302,393,0,206,0,20,3,626,394,0,192,0,9,0,602,324,0,134,0,3,0,470,276,0,75,0,3,0,356,218,0,64,0,0,0,292,126,0,25,0
12203,14,350,159,131,48,232,932,4,121,21,78,10,11,245,39,159,81,117,39,23,458,133,52,147,10,44,7,394,322,19,164,3,11,6,527,1191,28,364,4,24,13,1614,2360,29,566,7,25,16,3005,2053,34,531,6,29,8,2653,1130,9,301,3,16,4,1456,477,0,134,0,0,4,612,180,0,42,0,0,0,223,76,0,20,0,0,0,95,53,0,13,0,0,0,66,78,16,35,3,3,3,134,113,57,113,39,18,22,367,8222,877,2682,402,262,342,12782,11,99,180,82,24,162,564,6,327,5,39,7,3,390,18,159,49,129,35,19,409,25,78,76,52,16,0,251,39,31,93,21,27,5,211,156,33,149,6,26,0,369,715,32,336,11,33,12,1143,2488,24,667,15,46,15,3251,1990,18,503,0,23,12,2547,1103,18,306,0,19,0,1446,750,0,209,3,5,7,972,431,3,103,3,3,3,545,223,0,51,0
12301,6,99,30,11,12,39,194,0,44,3,3,0,0,50,13,71,28,6,3,4,128,74,24,59,3,0,0,165,144,9,78,0,3,0,226,768,43,171,0,10,0,996,524,4,77,0,9,0,614,231,0,29,0,4,0,262,30,0,4,3,0,0,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,9,0,0,0,0,9,23,13,18,6,8,0,75,1820,316,500,36,47,51,2766,8,21,26,20,3,22,95,0,118,0,4,0,0,124,4,63,16,0,4,0,89,11,37,28,8,3,3,87,28,9,34,5,0,0,78,96,11,68,0,3,0,181,375,24,145,3,7,3,553,841,21,156,4,12,5,1037,458,3,55,0,3,0,523,88,0,17,0,0,0,103,9,0,6,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0
12302,19,1201,110,72,20,134,1560,7,1001,33,21,3,16,1079,168,1472,125,43,16,29,1854,1837,1257,452,32,47,37,3653,1833,399,470,9,34,17,2752,1764,102,342,3,21,11,2251,415,13,83,0,8,4,526,116,3,29,0,3,3,156,18,3,9,0,3,0,27,3,3,0,0,0,0,13,0,5,0,0,0,0,12,7,6,0,0,0,0,10,6,0,0,0,0,0,3,21,69,4,0,3,3,102,99,311,67,9,21,35,538,6311,5849,1718,199,176,284,14533,5,425,110,27,16,73,662,6,1017,13,26,9,6,1071,19,1257,74,52,11,6,1414,145,974,155,56,25,9,1368,292,371,210,16,16,4,914,1061,574,371,50,41,11,2108,2800,297,572,19,51,10,3753,1704,33,329,0,22,9,2102,298,8,52,0,8,3,370,37,6,13,0,0,0,60,12,7,7,0,0,0,26,4,3,3,0,0,0,7,0,0,0,0
12303,3,35,59,23,38,97,256,3,23,5,4,11,0,40,35,31,67,17,44,0,200,228,15,101,3,16,0,366,235,21,73,0,16,0,346,308,13,57,3,5,3,388,92,0,31,0,0,0,123,58,0,16,0,4,0,75,12,0,9,0,0,0,18,5,3,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,25,11,22,4,7,5,74,998,143,446,55,148,111,1900,3,8,69,22,35,77,224,0,13,7,3,4,0,25,8,33,41,9,26,0,119,69,22,50,19,14,0,179,70,6,57,9,8,0,150,223,18,85,3,15,0,346,336,18,76,4,12,4,450,237,4,58,0,8,0,310,91,0,11,0,0,0,105,25,0,10,0,0,0,38,6,0,0,0,3,0,15,4,0,4,0,3,0,21,0,0,0,0
12401,7,156,88,47,23,115,422,17,59,20,51,0,7,148,165,84,154,31,15,3,452,887,34,307,14,28,0,1273,773,30,248,0,10,0,1065,1062,13,201,8,11,5,1302,369,3,90,0,3,0,475,113,0,17,0,0,0,136,18,0,3,0,0,0,21,3,0,0,0,0,0,6,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,7,12,0,0,0,32,34,33,33,9,7,12,135,3480,412,1189,155,103,147,5477,9,24,92,8,19,105,254,0,38,18,18,0,0,69,46,88,92,73,5,5,310,172,82,168,34,12,3,475,223,19,172,12,14,0,447,658,41,225,15,19,3,961,1213,17,269,12,14,9,1541,737,12,116,4,11,6,877,200,0,29,0,3,0,228,40,0,7,0,0,0,50,11,0,3,0,0,0,16,0,0,0,0,0,0,3,0,0,3,0
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,11,583,125,46,24,125,912,10,284,14,23,5,6,351,292,390,139,29,116,7,971,1195,263,338,18,98,20,1925,1364,89,436,3,29,16,1940,2565,47,506,8,29,17,3164,778,0,161,3,5,4,955,193,0,50,3,7,0,253,32,0,13,0,0,0,43,13,5,3,0,4,5,25,0,0,0,0,3,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,3,26,31,8,0,4,3,65,82,104,83,14,23,19,330,6552,1795,1884,148,351,216,10945,18,196,138,19,19,116,502,3,487,12,13,0,3,520,31,359,66,45,23,4,528,212,270,163,37,47,7,738,408,129,222,27,73,0,863,924,185,361,30,29,7,1535,2778,106,595,7,23,13,3514,1765,23,292,3,21,11,2108,384,3,52,3,5,0,447,97,4,17,0,5,0,121,17,0,4,0,0,0,27,20,7,3,0,0,0,23,3,5,0,0
12404,4,221,45,31,10,57,367,0,105,19,6,3,3,130,52,199,60,24,145,6,487,408,101,138,7,119,3,771,421,81,128,3,11,4,644,795,30,122,0,24,3,974,321,3,53,0,3,0,381,63,0,11,0,0,0,85,5,0,3,0,0,0,9,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,15,3,0,0,3,35,43,46,25,6,16,6,135,2134,796,598,77,335,92,4026,9,33,59,12,17,49,185,0,83,3,7,0,0,94,12,183,37,38,10,3,282,74,153,65,25,37,5,366,116,75,79,14,103,5,385,320,64,111,13,49,3,558,882,68,194,6,28,12,1197,635,7,86,7,17,4,758,100,0,20,0,3,0,121,21,0,4,0,0,0,24,10,0,7,0,0,0,13,4,0,0,0,0,0,8,5,3,0,0
12405,6,208,42,22,3,48,326,3,106,8,7,0,3,127,94,192,52,16,10,10,365,495,107,174,0,14,3,800,599,50,231,0,19,12,914,891,39,190,0,20,9,1153,211,3,53,0,8,0,269,34,0,12,0,0,0,48,0,0,5,0,0,0,7,0,0,0,0,0,0,4,0,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,3,0,0,0,0,21,34,39,39,0,12,11,133,2375,754,802,51,85,108,4176,11,74,40,4,9,32,170,3,187,5,0,3,3,207,8,145,36,24,0,3,222,71,116,57,14,4,0,266,120,31,81,12,5,0,250,336,81,170,10,10,3,613,1054,57,283,15,23,8,1439,839,15,147,6,17,6,1023,69,0,9,3,3,0,87,14,0,0,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0
12501,28,270,76,28,9,68,480,17,106,15,4,6,0,151,117,194,90,36,16,7,463,1155,72,179,15,53,12,1475,650,20,172,5,31,10,886,1341,42,284,8,50,18,1740,1147,22,191,0,28,20,1408,486,8,79,0,4,3,577,146,0,29,0,3,0,175,24,0,8,0,0,0,36,7,0,8,0,0,0,14,9,0,0,0,0,0,12,0,0,4,0,0,0,7,27,14,3,0,0,0,43,99,44,71,11,22,19,262,5244,794,1201,114,225,153,7724,32,98,110,19,11,48,319,3,201,3,11,3,3,226,25,199,53,14,11,0,304,76,132,79,18,12,7,322,103,37,53,12,27,0,223,455,47,126,17,21,5,683,1345,38,284,6,53,14,1734,2056,38,395,11,52,21,2570,1195,3,191,4,24,8,1421,340,3,57,0,9,0,407,98,0,12,0,3,0,119,38,3,0,0,0,0,43,9,0,0,0
12502,4,736,50,12,11,93,904,3,203,6,18,4,11,244,19,424,29,38,24,9,541,70,140,46,3,28,5,288,136,59,55,3,0,5,256,501,89,122,0,8,0,716,1066,65,178,3,11,6,1334,533,3,90,0,5,0,630,99,0,22,0,0,0,122,25,8,7,0,0,0,34,10,0,4,0,0,0,11,0,0,0,0,0,0,4,0,4,0,0,0,0,4,12,44,3,0,0,0,60,43,125,29,10,10,10,224,2506,1895,649,89,104,145,5377,4,275,72,8,15,43,424,3,551,5,9,4,3,573,3,372,24,77,10,0,479,39,173,27,29,22,6,295,17,68,38,3,62,0,182,52,88,46,5,30,0,225,302,55,94,3,7,5,470,1049,88,213,0,8,8,1371,756,8,135,0,5,4,902,275,5,38,0,3,0,318,86,0,16,0,0,0,103,14,3,6,0,0,3,26,9,0,3,0
12503,22,1280,158,72,25,161,1711,15,405,14,53,0,7,503,272,866,159,59,22,22,1400,1151,308,322,11,46,20,1856,1138,155,395,12,68,17,1782,2641,179,561,10,114,23,3525,1089,30,230,3,31,12,1391,165,3,49,0,3,0,229,28,5,8,0,0,0,44,7,3,3,0,0,0,14,5,0,0,0,3,0,5,4,0,0,0,0,0,3,0,3,0,0,0,0,4,27,61,9,0,4,6,107,130,219,97,18,29,26,519,6685,3521,2014,241,342,289,13097,24,453,178,21,20,135,835,7,1005,8,79,3,9,1112,25,805,91,98,27,11,1060,150,549,129,102,20,9,958,207,133,154,32,30,11,557,578,204,263,32,36,7,1125,2115,225,531,19,120,20,3029,3029,77,612,19,122,26,3885,730,4,152,3,26,8,920,139,7,25,0,3,0,169,19,3,6,0,3,0,35,17,15,3,0,0,0,31,3,0,0,0
12504,32,914,117,88,39,173,1358,20,291,14,79,9,12,425,143,473,117,81,41,19,875,1491,141,351,43,46,19,2088,2284,97,366,27,40,18,2823,4084,87,491,26,47,18,4751,2504,44,293,6,17,7,2870,529,3,79,4,11,0,633,72,0,7,0,3,3,83,21,4,3,0,3,0,39,5,3,8,0,0,0,17,11,0,0,0,0,0,12,0,0,0,0,3,0,4,53,53,8,3,0,3,121,176,145,97,24,30,24,499,11405,2269,1959,382,289,288,16597,34,275,141,38,43,100,644,11,793,8,52,28,0,899,28,504,74,131,20,7,762,118,331,161,87,28,3,733,165,96,141,36,20,8,466,591,100,253,42,59,7,1055,3421,185,591,41,94,18,4345,5898,40,632,14,68,30,6677,1391,5,180,5,24,5,1619,272,6,46,0,6,0,322,62,0,17,0,7,0,81,26,10,7,0,4,0,46,9,0,4,0
12601,12,51,51,10,8,66,193,0,9,4,0,0,0,11,9,12,22,5,12,5,63,19,9,37,4,36,0,112,42,4,31,0,5,3,85,382,7,67,0,3,0,451,762,3,137,0,4,0,908,608,0,79,3,3,7,696,164,0,26,0,0,3,192,51,0,8,0,0,0,59,19,0,4,0,0,0,18,11,0,3,0,0,0,12,0,0,0,0,0,0,4,12,8,3,0,0,0,26,28,5,21,0,7,3,65,2110,105,494,28,79,78,2903,6,18,63,18,5,47,152,0,40,0,4,0,3,47,4,19,24,12,3,0,56,11,18,30,28,8,0,98,10,0,17,5,5,0,46,24,6,32,4,13,0,77,163,3,72,6,16,0,255,813,10,123,3,7,3,956,604,5,87,0,3,0,702,305,3,46,3,4,0,358,120,0,15,0,0,0,137,73,0,21,0,0,0,97,17,0,3,0
12602,51,747,157,68,27,193,1242,11,206,11,73,3,7,309,84,295,83,66,52,13,596,821,113,188,41,84,5,1260,1058,42,190,18,24,4,1331,2084,62,344,8,18,14,2531,2156,56,409,10,22,9,2665,1540,26,314,13,21,8,1915,450,3,113,3,7,3,579,110,8,39,0,5,0,164,66,0,22,3,0,0,97,30,0,14,3,0,0,52,17,3,3,0,0,0,24,71,35,24,0,4,0,136,147,125,88,28,27,24,434,8701,1719,2003,344,305,276,13348,40,240,200,30,26,129,666,7,624,13,37,3,3,687,39,355,67,125,11,3,593,55,223,104,58,38,0,484,88,50,91,19,65,3,318,416,61,172,39,33,0,734,1926,57,348,22,21,8,2377,3445,53,516,13,44,10,4077,1762,29,331,7,28,5,2166,861,4,163,13,6,12,1052,335,0,98,8,12,3,450,144,3,45,4,0,0,199,79,4,22,4
12701,5,517,91,12,24,118,767,0,280,7,14,3,4,312,29,499,47,35,16,19,649,155,258,143,14,21,17,613,277,154,168,9,43,8,662,863,103,203,0,39,12,1214,552,23,101,0,26,6,705,155,4,42,0,10,0,211,30,4,9,0,0,0,40,4,7,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,31,0,0,0,3,41,42,111,38,10,15,12,227,2127,1991,852,96,197,193,5459,7,235,102,13,21,83,462,0,453,0,4,9,7,469,10,437,27,42,19,8,548,24,281,70,14,14,0,405,42,98,71,14,16,0,238,142,99,105,10,22,0,386,459,159,221,22,50,3,918,1071,64,277,5,57,11,1481,497,7,83,0,11,3,606,104,7,10,0,3,0,127,17,3,6,0,0,0,26,11,4,0,0,0,0,14,0,0,0,0
