SA3_CODE_2016,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_T_Married_M,C11_T_Married_F,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_T_M,C16_15_19_T_F,C16_15_19_T_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_T_M,C16_20_24_T_F,C16_20_24_T_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_T_M,C16_25_29_T_F,C16_25_29_T_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_T_M,C16_30_34_T_F,C16_30_34_T_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_T_M,C16_35_39_T_F,C16_35_39_T_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_T_M,C16_40_44_T_F,C16_40_44_T_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Sep_M,C16_45_49_Sep_F,C16_45_49_Div_M,C16_45_49_Div_F,C16_45_49_Wid_M,C16_45_49_Wid_F,C16_45_49_Nvr_marrd_M,C16_45_49_Nvr_marrd_F,C16_45_49_T_M,C16_45_49_T_F,C16_45_49_T_P,C16_50_54_Married_M,C16_50_54_Married_F,C16_50_54_Sep_M,C16_50_54_Sep_F,C16_50_54_Div_M,C16_50_54_Div_F,C16_50_54_Wid_M,C16_50_54_Wid_F,C16_50_54_Nvr_marrd_M,C16_50_54_Nvr_marrd_F,C16_50_54_T_M,C16_50_54_T_F,C16_50_54_T_P,C16_55_59_Married_M,C16_55_59_Married_F,C16_55_59_Sep_M,C16_55_59_Sep_F,C16_55_59_Div_M,C16_55_59_Div_F,C16_55_59_Wid_M,C16_55_59_Wid_F,C16_55_59_Nvr_marrd_M,C16_55_59_Nvr_marrd_F,C16_55_59_T_M,C16_55_59_T_F,C16_55_59_T_P,C16_60_64_Married_M,C16_60_64_Married_F,C16_60_64_Sep_M,C16_60_64_Sep_F,C16_60_64_Div_M,C16_60_64_Div_F,C16_60_64_Wid_M,C16_60_64_Wid_F,C16_60_64_Nvr_marrd_M,C16_60_64_Nvr_marrd_F,C16_60_64_T_M,C16_60_64_T_F,C16_60_64_T_P,C16_65_69_Married_M,C16_65_69_Married_F,C16_65_69_Sep_M,C16_65_69_Sep_F,C16_65_69_Div_M,C16_65_69_Div_F,C16_65_69_Wid_M,C16_65_69_Wid_F,C16_65_69_Nvr_marrd_M,C16_65_69_Nvr_marrd_F,C16_65_69_T_M,C16_65_69_T_F,C16_65_69_T_P,C16_70_74_Married_M,C16_70_74_Married_F,C16_70_74_Sep_M,C16_70_74_Sep_F,C16_70_74_Div_M,C16_70_74_Div_F,C16_70_74_Wid_M,C16_70_74_Wid_F,C16_70_74_Nvr_marrd_M,C16_70_74_Nvr_marrd_F,C16_70_74_T_M,C16_70_74_T_F,C16_70_74_T_P,C16_75_79_Married_M,C16_75_79_Married_F,C16_75_79_Sep_M,C16_75_79_Sep_F,C16_75_79_Div_M,C16_75_79_Div_F,C16_75_79_Wid_M,C16_75_79_Wid_F,C16_75_79_Nvr_marrd_M,C16_75_79_Nvr_marrd_F,C16_75_79_T_M,C16_75_79_T_F,C16_75_79_T_P,C16_80_84_Married_M,C16_80_84_Married_F,C16_80_84_Sep_M,C16_80_84_Sep_F,C16_80_84_Div_M,C16_80_84_Div_F,C16_80_84_Wid_M,C16_80_84_Wid_F,C16_80_84_Nvr_marrd_M,C16_80_84_Nvr_marrd_F,C16_80_84_T_M,C16_80_84_T_F,C16_80_84_T_P,C16_85o_Married_M,C16_85o_Married_F
11004,551,1096,1643,15100,15058,965,1135,2385,2856,932,3472,10097,8764,29475,31289,60768,7,4,0,0,3,0,0,0,2550,2380,2566,2383,4953,92,159,12,18,3,7,0,0,2040,1927,2149,2113,4257,558,810,36,80,13,25,5,3,1753,1532,2366,2454,4823,1069,1267,65,111,63,87,3,17,1101,954,2307,2435,4740,1185,1332,107,135,105,144,3,19,693,717,2105,2341,4442,1453,1414,129,156,165,234,9,28,656,568,2413,2402,4814,1423,1511,169,202,253,351,11,57,617,513,2470,2634,5106,1461,1591,160,196,356,455,27,78,513,365,2504,2680,5187,1578,1741,144,182,400,538,40,137,400,278,2560,2875,5435,1680,1573,159,122,407,451,61,178,301,174,2605,2496,5100,1561,1490,112,83,363,369,83,339,180,91,2300,2366,4670,1262,1074,62,46,247,261,137,498,114,52,1827,1932,3754,963,792,31,30,126,136,148,615,78,44,1343,1618,2963,622,385,18,6,69,60,175,609,42,35,930,1094,2023,372,193
11101,1012,1762,2775,24297,24412,1269,1636,3594,4972,1422,5176,15228,13115,45809,49316,95123,5,0,0,3,3,0,3,0,3864,3541,3881,3545,7423,66,144,7,15,3,9,3,0,3344,3074,3426,3238,6660,643,982,32,51,26,42,0,4,2377,2094,3074,3175,6253,1647,1996,69,121,64,125,3,8,1627,1285,3413,3536,6951,1980,2150,115,209,176,236,3,21,1036,945,3305,3554,6865,2321,2430,165,228,274,451,6,18,935,854,3709,3980,7687,2438,2481,234,252,490,604,16,58,869,715,4046,4110,8153,2364,2584,187,268,523,763,30,106,755,533,3855,4250,8103,2555,2667,198,212,612,849,70,161,554,373,3978,4261,8244,2597,2514,119,167,559,729,70,308,306,221,3655,3929,7585,2548,2403,116,128,465,682,123,493,190,148,3452,3856,7305,2074,1869,79,75,311,466,197,620,107,86,2769,3116,5882,1473,1179,53,37,177,292,225,823,51,55,1979,2388,4367,999,694,20,16,99,147,251,965,38,43,1406,1866,3277,674,366
11102,723,1277,2007,14297,14420,818,1003,2346,3038,960,3200,9201,7703,27621,29364,56984,5,8,0,3,0,0,0,0,2405,2250,2411,2259,4668,63,159,0,10,0,4,0,0,2073,1848,2146,2018,4166,521,762,13,47,11,26,0,5,1404,1231,1947,2072,4021,1085,1242,53,87,47,91,3,3,916,740,2102,2172,4272,1140,1228,77,119,99,156,4,11,687,629,2008,2146,4153,1306,1422,110,160,189,295,9,27,599,509,2214,2405,4622,1387,1387,125,172,294,375,7,50,545,374,2356,2350,4707,1411,1554,105,141,329,437,17,64,448,341,2310,2530,4841,1599,1648,131,116,385,537,44,99,318,216,2484,2617,5102,1618,1667,108,106,360,497,55,172,239,130,2372,2570,4946,1735,1648,77,70,344,422,111,291,114,94,2375,2531,4901,1444,1201,67,53,214,293,117,408,88,75,1929,2034,3962,951,763,36,26,151,168,113,465,37,52,1288,1467,2754,642,442,16,15,62,89,182,569,31,30,935,1142,2073,467,268
11103,1304,2644,3952,27041,27180,1814,2119,5254,7068,1722,6771,26997,23010,62832,66158,128989,11,8,0,0,5,3,0,0,4748,4554,4769,4562,9330,142,267,20,23,8,4,0,5,6890,6715,7056,7017,14072,1049,1573,69,86,46,74,8,8,5438,4638,6614,6379,12988,2556,2920,127,161,126,195,6,15,3178,2571,5993,5859,11852,2778,2985,211,248,238,372,13,20,1898,1657,5138,5288,10425,2905,3018,241,288,391,624,18,54,1656,1387,5203,5372,10577,2746,2901,269,353,600,844,27,88,1444,1122,5083,5306,10392,2782,2773,281,320,744,1036,64,145,1300,918,5175,5190,10365,2901,2792,257,292,816,1168,75,253,962,711,5010,5218,10232,2601,2551,212,196,797,1106,124,338,684,433,4417,4625,9047,2504,2256,148,130,682,899,148,530,373,272,3850,4082,7938,1974,1771,94,75,476,591,216,689,234,164,2990,3290,6284,1418,1136,51,29,273,338,266,942,154,115,2170,2553,4730,965,698,27,21,130,206,257,1109,89,76,1471,2104,3574,746,443
11201,766,1322,2087,13419,13585,952,1133,3164,4278,924,3262,10229,9003,28681,31260,59947,0,4,3,0,0,0,0,0,2225,2038,2231,2043,4278,25,67,0,9,3,4,3,7,1432,1403,1457,1489,2947,231,370,21,19,8,17,3,0,1410,1360,1667,1766,3436,638,853,33,53,41,69,4,0,1137,1093,1850,2068,3918,932,1069,63,116,84,173,4,8,957,934,2046,2300,4346,1194,1422,115,147,191,321,3,19,935,909,2445,2817,5264,1280,1435,133,181,269,520,8,40,800,781,2491,2959,5448,1434,1475,124,196,457,612,22,69,777,668,2816,3017,5831,1601,1724,162,188,549,792,50,111,641,536,3008,3349,6359,1828,1814,141,130,658,780,74,170,434,343,3135,3238,6370,1802,1546,143,117,569,664,79,281,280,169,2870,2774,5641,1319,1095,66,52,348,378,113,379,131,64,1964,1968,3932,930,743,37,23,152,206,143,510,60,55,1326,1534,2856,586,442,10,12,73,106,168,589,43,26,885,1169,2058,530,261
11202,512,1009,1516,12325,12382,937,1063,2560,3306,715,2823,10366,8903,26893,28475,55375,3,10,0,0,0,0,0,0,2284,2220,2283,2225,4510,69,113,4,18,4,6,3,0,1809,1691,1883,1827,3710,339,480,28,61,12,13,0,3,1220,1118,1605,1674,3279,618,817,42,82,33,72,5,3,890,794,1586,1767,3357,832,928,66,102,74,153,4,4,770,766,1754,1953,3709,949,1079,77,156,167,237,3,17,763,742,1960,2224,4181,1079,1177,110,161,274,376,8,43,756,607,2233,2359,4590,1235,1328,137,133,363,542,23,91,765,583,2519,2673,5194,1415,1482,164,174,528,626,32,132,600,379,2739,2789,5527,1516,1490,156,127,541,572,69,180,495,268,2766,2643,5407,1441,1267,145,85,414,451,88,234,253,157,2341,2201,4537,1048,893,57,46,253,304,87,328,127,77,1573,1639,3218,765,617,43,19,147,138,104,433,71,61,1137,1264,2400,498,357,18,19,73,81,111,466,48,34,749,958,1705,356,159
11203,1120,1786,2902,16526,16711,1130,1423,3509,4630,1334,4450,10852,9385,33344,36603,69943,12,9,3,3,0,0,0,0,2510,2447,2526,2466,4990,36,85,4,13,0,3,0,3,2013,1767,2059,1876,3929,338,550,11,28,16,28,5,0,1425,1270,1802,1876,3675,912,1200,48,84,40,81,0,4,1160,1009,2165,2379,4542,1180,1393,75,145,93,184,5,12,861,817,2215,2545,4763,1514,1548,112,179,187,337,6,27,824,775,2642,2857,5502,1463,1645,145,216,332,515,15,54,767,630,2719,3054,5771,1555,1712,175,202,460,654,22,86,690,590,2895,3246,6145,1815,1950,192,225,585,851,46,165,621,492,3259,3683,6942,1830,1935,147,192,641,832,77,283,419,290,3115,3525,6639,2159,1895,150,127,613,751,129,381,261,165,3311,3324,6637,1735,1606,102,64,441,476,170,547,143,108,2588,2805,5392,1384,1132,62,31,283,300,199,697,94,67,2023,2241,4260,956,658,41,31,139,187,260,882,79,51,1473,1801,3271,767,390
11301,300,595,896,9437,9303,587,613,1166,1187,534,1939,6228,5111,17949,18155,36108,3,4,3,0,0,0,3,0,1675,1561,1685,1563,3245,47,105,6,10,0,3,3,0,1353,1174,1415,1287,2703,364,522,23,31,3,23,0,4,1139,944,1536,1527,3061,746,836,30,46,29,37,5,3,609,509,1428,1433,2865,805,854,38,61,40,67,0,13,437,336,1325,1325,2649,915,945,74,83,109,120,4,19,392,324,1490,1494,2987,986,1039,85,92,111,159,11,23,352,247,1546,1560,3105,1089,1091,92,92,192,189,15,42,265,170,1655,1586,3242,1098,1077,93,98,219,196,20,86,241,134,1676,1592,3261,958,894,60,64,184,180,52,114,179,88,1441,1339,2777,890,791,58,42,123,140,52,178,112,40,1222,1184,2409,635,614,45,22,80,84,64,240,64,27,893,995,1883,543,396,27,11,71,58,97,323,51,25,780,806,1591,369,243,14,5,24,25,109,381,23,19,546,666,1208,250,128
11302,130,224,353,2921,2872,189,181,497,459,233,656,2009,1458,5857,5629,11481,0,0,0,0,0,0,0,0,396,377,396,374,778,7,26,0,6,0,0,0,0,329,293,340,319,658,80,103,8,7,3,4,0,0,261,191,348,303,656,170,215,5,11,6,5,0,0,212,154,394,390,786,204,202,5,22,14,19,0,0,170,119,389,363,754,252,256,25,26,35,42,0,3,144,97,450,427,878,233,289,21,29,52,51,0,6,137,87,444,460,907,320,297,35,28,89,65,3,10,122,56,572,465,1037,341,389,29,18,86,93,4,21,104,52,558,565,1123,351,343,20,32,79,76,12,36,53,45,522,529,1045,338,317,28,21,75,65,30,72,50,26,512,495,1013,255,236,14,13,60,48,36,78,26,8,394,379,772,222,157,8,4,27,16,35,97,25,3,317,280,595,120,71,3,3,6,9,52,112,10,7,192,206,394,86,37
11303,606,1271,1874,17450,17230,1076,1185,2494,2942,936,3614,12775,10887,34723,35863,70592,7,6,0,0,5,0,0,0,3192,2914,3205,2921,6126,118,182,7,21,10,3,3,0,3049,3001,3189,3214,6400,710,946,27,63,19,22,0,0,2195,1915,2953,2948,5902,1422,1551,76,124,50,90,0,9,1293,1104,2838,2874,5713,1548,1653,93,140,108,151,0,15,908,699,2666,2652,5314,1743,1745,120,158,209,296,6,24,720,572,2798,2800,5595,1794,1788,178,201,283,400,19,55,572,457,2847,2909,5753,1827,1818,151,182,365,472,26,75,525,414,2894,2954,5852,1936,1951,174,154,412,560,47,122,402,309,2975,3092,6062,1891,1804,128,127,419,459,63,206,290,159,2791,2759,5550,1785,1641,100,87,357,378,80,335,195,98,2518,2543,5059,1365,1166,69,55,231,243,115,456,129,88,1904,2007,3911,1036,875,38,25,130,131,151,607,69,70,1424,1709,3134,622,461,18,13,67,74,162,636,53,30,929,1211,2140,454,209
11401,1010,1562,2565,19525,19497,1292,1408,3535,4284,1544,4523,11385,9259,37278,38979,76260,10,5,0,0,5,3,0,0,2685,2589,2701,2594,5297,99,164,3,14,3,3,0,0,2361,1969,2471,2152,4618,468,684,27,68,29,37,0,5,1823,1439,2344,2228,4570,1014,1194,60,106,47,95,4,12,1226,978,2354,2384,4733,1208,1269,112,146,132,196,0,18,900,713,2351,2344,4698,1405,1488,158,203,230,337,6,23,841,675,2646,2729,5373,1506,1687,147,198,319,499,19,65,757,586,2747,3036,5786,1742,1825,184,200,493,663,28,102,728,531,3180,3317,6496,2144,2349,212,223,620,749,58,144,608,442,3635,3909,7543,2362,2618,192,161,667,715,96,280,403,282,3725,4045,7775,2904,2699,178,161,650,658,188,481,237,196,4155,4200,8363,2341,2026,135,86,422,465,215,626,156,117,3264,3322,6588,1727,1366,74,34,239,278,295,743,94,64,2434,2480,4911,1036,694,29,15,137,146,267,883,46,40,1514,1781,3296,697,413
11402,395,777,1166,9597,9645,525,675,1354,2070,507,1948,4964,4509,16948,18846,35798,0,0,0,0,0,0,0,0,1441,1583,1442,1580,3029,44,80,0,11,0,0,0,0,947,808,988,901,1892,245,404,7,13,3,3,0,0,698,573,950,1000,1953,558,573,18,41,28,34,0,0,420,352,1021,994,2016,632,737,21,53,42,95,0,3,312,287,1008,1176,2180,863,974,78,90,85,173,6,12,338,272,1364,1515,2886,905,1063,78,97,159,262,13,27,320,251,1468,1706,3177,1018,1067,71,88,187,315,17,40,260,228,1554,1738,3290,1035,1061,64,81,220,333,26,58,227,210,1567,1749,3319,1047,1140,64,82,219,362,23,95,172,136,1531,1802,3338,1270,1299,62,58,225,349,62,212,141,138,1759,2053,3808,1177,1015,44,38,171,285,77,323,90,86,1557,1744,3302,868,650,23,17,101,140,81,336,56,67,1127,1201,2333,525,304,18,8,44,82,91,384,45,30,722,809,1531,330,157
11501,720,1589,2310,32266,32726,716,1062,1921,3443,862,3866,15521,14076,51288,55175,106462,16,13,0,0,0,0,0,3,5289,4926,5298,4944,10243,58,116,3,0,0,3,3,0,4700,4184,4764,4309,9071,629,1021,17,42,11,40,0,0,2848,2254,3506,3363,6866,2177,2958,35,64,63,103,0,4,1326,970,3596,4104,7694,3622,4327,84,124,88,176,6,20,703,583,4509,5230,9738,4349,4659,101,192,167,336,11,20,554,450,5180,5667,10840,4223,4527,104,186,274,484,22,55,379,354,5005,5605,10605,4254,4196,123,181,324,526,32,74,253,257,4986,5239,10224,3894,3881,104,139,308,543,41,133,184,196,4524,4901,9425,3556,3338,89,120,269,509,62,227,126,145,4090,4341,8435,3108,2802,80,69,242,412,77,430,71,114,3578,3826,7410,2265,1801,48,55,127,285,115,538,45,56,2600,2739,5341,1443,1067,22,25,73,146,128,598,34,53,1696,1891,3587,808,530,12,14,34,87,163,655,30,34,1044,1314,2362,637,328
11502,182,309,494,5883,5919,214,254,561,794,215,759,3128,2599,10009,10326,20332,3,3,0,0,0,0,0,0,1043,949,1054,955,2004,16,30,3,0,0,0,0,0,847,744,866,780,1642,95,173,0,6,3,0,3,0,480,384,585,556,1146,281,351,8,13,9,14,0,0,200,175,504,555,1056,417,467,7,16,17,31,0,3,154,118,593,642,1235,632,733,21,26,43,65,0,3,122,131,817,961,1775,721,839,34,41,77,103,0,18,140,91,970,1098,2070,797,780,36,30,95,114,6,19,111,72,1046,1009,2056,717,690,32,30,92,105,4,36,82,57,930,921,1851,634,623,20,21,71,86,4,46,41,37,776,818,1590,620,626,22,15,80,100,15,66,47,19,785,832,1616,518,388,20,11,65,74,24,103,18,19,641,596,1237,315,281,7,8,24,32,33,109,9,4,398,430,828,210,127,12,3,20,14,40,121,5,6,289,268,554,146,73
11503,87,143,234,5301,5317,261,258,665,833,154,471,3239,2483,9623,9359,18984,0,0,0,0,0,0,0,0,931,837,933,835,1769,36,62,0,3,0,0,0,0,720,712,758,778,1535,171,242,6,9,3,7,0,0,499,355,682,615,1297,318,397,3,15,11,23,0,0,244,192,582,629,1211,429,497,18,24,27,43,0,3,179,124,660,690,1348,572,656,24,39,54,85,3,4,159,136,815,917,1732,693,750,41,50,119,110,4,13,160,125,1019,1042,2057,705,692,38,34,116,129,7,23,130,84,994,969,1966,669,631,22,31,125,143,12,30,124,73,945,914,1857,585,524,20,28,87,108,8,43,62,27,765,730,1497,497,481,23,12,89,101,30,69,38,16,674,682,1356,369,297,18,18,65,54,28,97,28,10,514,481,993,209,136,8,11,21,24,25,57,14,15,279,252,530,115,63,5,4,7,8,14,79,6,0,156,160,310,68,39
11504,59,98,155,6122,6176,236,280,502,679,131,446,3062,2466,10059,10042,20100,6,4,0,0,0,0,0,0,1340,1248,1341,1261,2603,28,47,0,0,0,3,0,0,957,870,993,925,1917,220,336,10,10,9,7,0,0,615,473,846,836,1680,615,806,9,24,11,21,0,0,298,227,933,1081,2015,921,1085,19,34,32,65,0,3,169,156,1143,1343,2486,1210,1267,30,60,80,113,4,4,154,113,1485,1549,3030,1109,1071,41,52,74,157,3,13,136,86,1365,1380,2740,881,812,33,26,92,98,7,24,91,58,1107,1017,2121,745,703,27,28,81,100,13,23,57,36,925,894,1816,588,531,26,39,58,104,6,59,34,19,727,753,1473,485,441,28,11,65,79,23,69,25,8,620,619,1236,365,290,10,7,28,51,19,99,19,15,443,464,912,202,121,14,10,10,20,20,95,6,9,253,253,509,96,48,7,0,13,3,13,88,3,0,135,148,288,45,24
11601,523,1089,1610,25566,25534,1344,1836,2920,4227,1056,4304,17502,14349,48392,50245,98638,9,29,4,0,3,0,4,0,4418,4015,4438,4044,8481,218,532,5,25,4,7,0,3,4516,3710,4748,4276,9022,1553,2529,61,82,48,56,0,3,3476,2522,5144,5188,10333,3632,4095,114,191,130,139,3,15,1945,1474,5829,5912,11739,3862,3732,150,226,211,287,4,22,1251,924,5479,5194,10673,3232,2975,156,232,282,404,6,31,973,813,4644,4452,9093,2724,2655,209,248,346,563,27,62,828,641,4143,4172,8317,2652,2552,196,236,456,558,37,132,687,519,4029,3997,8024,2548,2513,190,196,472,666,51,262,549,377,3806,4015,7823,2388,2274,139,169,459,603,72,362,296,223,3364,3630,6996,2103,1828,130,115,313,481,120,484,175,127,2838,3041,5879,1421,1060,60,66,209,301,122,547,91,68,1908,2038,3946,954,648,45,35,105,152,161,660,44,24,1312,1529,2837,583,347,28,18,52,114,182,736,27,28,880,1239,2119,367,193
11602,95,226,323,16477,16272,645,851,1325,2023,313,1286,9079,7570,27831,27996,55828,14,14,0,0,3,0,0,0,3255,2992,3269,3010,6281,103,189,7,7,3,6,3,3,2835,2444,2940,2649,5589,893,1411,28,55,32,31,3,0,1929,1512,2877,3017,5892,2532,3294,64,94,92,112,3,6,1121,807,3812,4319,8127,3641,3706,81,139,140,195,7,13,669,488,4532,4544,9072,3316,3049,123,158,188,309,11,31,506,402,4140,3949,8089,2532,2371,121,141,236,384,4,54,358,295,3259,3244,6500,2123,2006,104,121,239,400,19,62,244,176,2725,2767,5491,1719,1556,64,118,201,320,26,128,159,133,2165,2257,4417,1465,1281,67,71,188,252,34,172,82,69,1839,1841,3677,1127,917,56,60,134,242,49,245,54,42,1420,1514,2930,699,487,34,33,63,103,48,227,28,23,871,879,1752,415,247,11,13,45,62,54,245,16,6,544,570,1114,168,102,6,5,16,21,58,190,7,7,254,319,574,110,38
11603,244,612,859,17904,17968,1299,1908,2223,3325,694,2958,15079,13667,37207,39829,77037,13,23,0,9,3,0,5,0,4406,4203,4425,4235,8657,179,414,18,34,5,12,5,3,3969,3726,4171,4188,8361,1044,1697,47,98,28,79,3,10,2730,2429,3850,4309,8160,2155,2658,134,184,87,151,10,21,1605,1472,3990,4478,8466,2494,2488,157,237,128,200,5,30,1013,957,3797,3910,7705,2280,2285,178,259,205,378,5,50,808,813,3477,3784,7266,2188,2228,197,243,268,438,23,73,793,690,3473,3670,7145,2261,2131,178,231,327,526,36,143,578,458,3375,3486,6863,1974,1833,188,233,376,512,48,230,378,306,2962,3112,6076,1692,1472,151,194,293,403,66,343,180,150,2386,2559,4946,1414,1212,123,137,267,363,129,438,102,87,2033,2238,4271,975,709,73,77,179,211,111,512,60,45,1396,1543,2941,593,389,44,17,84,114,118,472,32,38,875,1030,1908,320,175,15,12,29,64,105,424,20,19,496,694,1195,173,82
11701,212,458,673,7655,7676,463,608,1102,1509,332,1537,6222,5114,15770,16441,32217,8,10,0,0,0,0,0,0,1377,1263,1383,1270,2650,68,157,0,0,0,9,5,0,1845,1700,1920,1874,3793,478,697,20,22,14,36,3,3,1760,1376,2276,2139,4410,1090,1223,29,42,50,71,0,3,1000,859,2173,2196,4369,1178,1202,32,63,54,112,0,10,609,485,1875,1870,3741,1066,1122,62,78,100,156,3,13,441,369,1675,1741,3411,897,918,65,83,142,220,4,25,415,289,1520,1533,3050,882,795,53,68,177,244,15,42,309,221,1440,1367,2809,743,622,46,57,183,225,19,46,243,167,1237,1124,2361,618,608,38,70,144,199,15,114,133,129,960,1117,2073,528,471,44,52,119,200,25,146,123,89,841,949,1787,411,401,37,20,109,160,30,182,72,61,661,824,1486,368,267,23,12,72,69,49,258,57,37,567,648,1211,252,122,12,13,25,39,68,258,29,24,391,453,844,147,71
11702,255,385,641,7775,7657,620,646,1570,1933,340,1335,11137,10182,21442,21757,43195,0,13,0,0,0,0,3,0,946,910,950,923,1874,50,127,6,4,4,4,0,0,1869,2102,1934,2242,4178,363,511,19,33,20,51,4,0,2658,2729,3057,3328,6389,976,1115,22,54,81,94,0,11,2007,1823,3087,3095,6181,1066,1128,50,57,100,151,5,12,1196,1205,2419,2551,4969,1065,1062,54,88,163,192,8,18,974,946,2271,2305,4577,869,809,82,84,217,276,4,30,851,784,2034,1979,4012,700,657,64,92,234,268,6,31,648,536,1654,1582,3234,617,604,64,68,238,306,24,56,494,389,1435,1421,2861,516,520,50,48,213,266,15,97,354,267,1145,1203,2348,501,473,56,48,160,190,34,120,227,153,975,976,1958,407,348,22,21,102,116,24,170,132,83,691,734,1426,341,231,30,25,51,63,50,226,96,58,563,600,1166,248,182,12,12,32,46,68,249,49,27,409,517,926,173,85
11703,490,985,1472,20806,20324,1900,1765,5907,6724,855,3132,56163,44379,85627,76324,161949,27,28,0,3,0,3,4,10,3825,4652,3859,4691,8552,379,681,32,27,20,21,10,3,13099,14937,13546,15670,29215,2415,3180,75,124,110,187,18,24,16702,15584,19331,19091,38418,5023,5196,216,249,398,494,3,24,11435,9278,17078,15232,32305,4198,3710,248,198,548,603,13,23,6386,4605,11388,9138,20533,2880,2474,223,210,613,691,34,39,4565,2856,8315,6277,14584,2088,2022,238,193,746,820,22,51,3664,2001,6767,5090,11856,1886,1784,245,196,821,902,37,89,2935,1468,5927,4443,10368,1694,1657,249,206,839,1037,61,192,2095,1054,4928,4147,9079,1504,1495,191,181,773,927,61,241,1305,769,3838,3602,7442,1405,1211,180,152,657,814,78,345,1009,484,3331,3010,6343,950,739,81,93,445,524,102,393,561,271,2141,2023,4164,689,531,53,33,247,320,93,499,297,139,1372,1526,2898,443,274,35,17,146,179,115,481,214,102,957,1047,2003,333,113
11801,1000,1962,2960,20091,20296,921,1167,3376,4876,836,3998,23620,22972,48845,53305,102150,5,11,0,0,3,0,0,0,2608,2599,2616,2612,5228,27,87,5,3,0,0,4,0,3203,3692,3242,3783,7020,423,863,14,21,24,39,0,7,5214,6178,5678,7105,12787,1995,2642,36,78,118,215,0,4,4382,4333,6532,7274,13804,2711,2914,96,144,218,301,3,10,2484,2277,5517,5646,11161,2640,2770,98,145,294,434,8,32,1572,1490,4620,4863,9482,2477,2512,155,153,370,567,14,43,1182,1097,4200,4371,8569,2147,2133,143,137,439,559,20,66,871,808,3619,3705,7327,1897,1852,123,130,403,664,39,113,633,583,3092,3338,6422,1611,1612,86,121,392,601,52,161,494,433,2635,2928,5564,1773,1652,82,87,377,680,74,308,439,378,2742,3099,5840,1356,1204,75,66,288,471,76,450,274,203,2074,2398,4469,984,783,50,35,179,337,97,536,171,178,1481,1862,3349,682,402,28,24,97,144,90,687,139,114,1030,1372,2402,660,290
11802,955,1816,2776,21988,21757,1174,1382,3109,4642,977,4311,26111,24045,53353,56134,109483,15,14,3,4,0,0,0,8,4103,3994,4125,4021,8146,112,142,3,5,3,4,6,3,7528,7167,7660,7325,14983,833,1125,18,47,43,49,6,0,6067,5653,6976,6878,13854,2244,2669,52,87,93,178,7,10,3879,3497,6283,6435,12717,2943,3193,110,120,181,290,3,11,2211,2044,5446,5662,11109,3014,2892,134,174,284,412,8,27,1497,1449,4936,4948,9887,2612,2674,152,239,335,553,17,40,1184,1122,4300,4636,8935,2433,2245,159,189,455,609,24,109,957,890,4022,4037,8065,1986,1982,148,175,486,671,37,141,771,642,3419,3608,7033,1765,1682,146,150,398,644,46,192,558,492,2908,3156,6065,1619,1466,126,124,385,566,72,354,380,345,2581,2850,5435,1281,1113,78,78,282,405,110,448,283,246,2040,2280,4325,1040,834,55,31,169,228,121,573,160,164,1543,1831,3376,749,457,32,25,91,137,141,730,112,123,1123,1468,2595,598,305
