SA3_CODE_2016,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp,C11_T_P_BP_B_OS,C11_T_P_Fa_only_bor_os,C11_T_P_Mo_O_B_OS,C11_T_P_BP_B_Aus,C11_T_P_Bplace_NS,C11_T_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus
11901,2014,20025,842,29269,0,10,11,172,4,199,10349,112,166,173,251,11056,648,74,36,115,26,896,273,81,40,141,4,552,5154,2292,1418,14586,810,24273,1472,32,135,15,44,1694,307,36,33,117,6,504,884,195,103,1088,67,2332,4551,629,275,1462,141,7060,221,32,18,24,12,304,2359,53,48,18,63,2533,944,577,278,5551,160,7513,3460,710,306,1465,145,6085,1173,7,28,6,20,1228,19489,3181,1131,1907,884,26596,2737,277,119,317,73,3519,723,176,76,235,29,1241,778,83,55,22,35,971,339,114,104,51,16,619,817,80,36,119,21,1077,296,26,13,47,13,387,936,487,313,3219,96,5049,340,15,23,12,8,393,203,29,18,17,4,273,623,49,40,45,21,772,252,10,20,12,9,301,464,43,15,30,26,583,12407,66,105,64,336,12983,117,39,18,133,4,316,19459,1415,740,897,700,23214,3113,271,197,875,8332,12787,90736,10363,5461,39896,12620,159073,4179,4132,2401,17846
11902,1100,6790,482,12570,0,15,5,131,8,150,15065,123,163,106,375,15828,408,37,19,64,10,547,149,47,37,46,6,274,3970,1104,712,5097,544,11424,1853,29,95,14,76,2066,218,30,15,54,5,329,456,119,60,416,30,1082,9786,952,414,2384,312,13855,204,31,13,12,4,267,3265,37,22,12,67,3407,599,323,200,2415,96,3625,3673,589,251,1153,145,5808,2774,17,31,12,69,2897,12885,1455,665,1245,561,16797,529,72,17,75,20,710,316,74,29,108,5,537,542,44,31,15,38,666,306,50,38,17,6,419,273,21,29,23,6,355,173,11,17,17,6,229,552,237,171,1330,55,2345,249,25,7,26,5,306,101,12,10,5,0,130,533,30,22,48,16,653,152,8,5,4,4,174,517,57,10,33,17,634,4527,20,57,22,123,4743,55,14,20,81,3,172,24459,1068,621,649,729,27519,2886,191,154,519,7295,11038,88215,6068,3458,17086,10604,125427,3293,2169,1431,6941
11903,1824,16139,460,22171,0,14,6,102,3,129,27836,248,386,277,544,29291,1340,130,86,280,29,1866,285,75,56,143,13,573,4598,2073,1315,12879,524,21394,1379,33,125,12,51,1602,211,35,26,144,9,416,550,172,109,954,34,1821,4722,715,309,2033,148,7927,272,41,12,39,0,360,1922,43,53,17,40,2077,959,565,337,5375,131,7361,2442,613,269,1286,67,4683,510,6,16,7,12,554,2898,388,155,425,120,3987,2405,212,125,360,78,3194,469,130,62,164,10,840,820,73,36,14,39,980,409,115,66,39,18,643,330,42,21,77,4,471,308,20,7,28,7,375,976,537,333,3405,86,5345,299,23,22,21,10,377,206,38,10,6,5,271,569,48,39,56,10,714,148,5,9,0,3,167,153,22,16,19,8,207,853,16,23,3,45,944,131,47,23,169,5,374,10240,791,625,743,251,12649,1203,116,80,661,4204,6268,65555,6536,4215,33709,6586,116602,1407,2776,1913,13794
11904,1687,11461,527,17747,0,13,8,93,3,118,15700,160,232,187,265,16548,907,89,20,119,16,1146,289,88,66,84,5,532,4683,1576,1213,9535,491,17495,2118,27,149,18,77,2402,247,39,24,107,3,427,663,165,115,730,34,1712,9026,1054,494,2797,305,13667,292,32,11,35,8,390,2620,40,38,23,40,2760,1111,487,273,4194,152,6211,3367,669,250,1211,127,5631,426,3,12,10,6,453,6021,760,274,528,323,7900,5159,349,157,437,126,6235,742,127,90,212,28,1201,960,95,48,19,41,1161,499,126,80,19,11,735,442,53,31,47,7,580,687,18,23,28,15,770,985,418,280,2323,92,4100,895,68,19,48,22,1054,240,17,18,6,3,287,1104,46,35,64,52,1303,136,9,5,8,3,163,487,41,21,22,20,596,952,12,13,9,23,1015,116,46,24,126,3,313,17422,974,594,714,463,20171,1676,153,114,623,6450,9022,75729,6848,4203,26486,9232,122498,2172,2525,2007,11034
12001,1496,10993,304,15471,0,3,4,38,0,47,7328,173,203,218,118,8046,402,50,42,103,8,605,297,106,48,113,8,572,3814,1610,1129,8830,237,15618,616,18,64,7,17,716,239,35,24,108,9,411,565,138,103,770,18,1600,1866,287,121,771,50,3097,203,23,21,40,4,300,1566,51,32,33,23,1714,1311,546,323,4804,97,7085,7504,1256,518,2630,249,12155,2211,8,20,9,43,2292,994,183,86,288,37,1591,103,18,7,16,10,143,393,98,43,160,7,701,167,25,15,3,3,205,419,110,71,25,9,640,375,42,62,86,13,584,271,31,25,55,0,380,995,442,272,2723,56,4496,227,17,25,28,6,303,218,38,25,12,8,295,484,51,31,55,7,632,275,17,7,6,6,313,360,22,15,17,8,421,463,5,23,3,10,509,119,44,24,151,3,341,4985,574,453,536,100,6644,540,86,61,456,4057,5204,36057,5246,3332,24234,5286,74155,720,2390,1668,10474
12002,1704,10259,228,15112,3,10,7,89,11,117,1323,92,135,180,29,1760,223,48,13,53,6,347,369,153,77,143,7,750,6024,2177,1376,8725,297,18593,294,11,55,3,3,370,315,34,46,131,6,533,670,199,138,859,22,1894,719,151,51,230,33,1190,172,52,22,27,4,281,472,44,26,4,12,561,1861,634,438,4907,113,7958,1929,431,170,761,71,3367,178,0,7,6,0,194,238,56,25,87,13,420,90,16,4,26,0,132,243,62,22,59,7,389,134,16,7,18,14,186,584,118,118,30,11,862,279,63,32,71,3,451,146,32,30,44,3,257,1495,509,363,3047,81,5491,152,20,10,26,4,204,203,25,17,4,4,260,307,22,24,37,13,399,107,16,10,4,4,133,125,19,3,4,0,151,202,14,9,7,6,225,249,51,36,165,7,509,3552,593,451,588,81,5268,213,53,23,312,2751,3351,19091,4895,3197,21422,3585,52198,444,2708,1924,10157
12003,2171,14026,484,21233,0,16,0,138,6,161,22818,257,395,340,536,24341,907,69,44,174,18,1209,354,122,66,163,7,710,5557,2247,1531,10704,448,20483,2163,35,107,20,40,2372,405,46,50,143,15,653,837,239,159,1077,27,2341,3839,460,211,1012,131,5650,356,57,32,61,3,509,6984,93,74,23,119,7294,1883,854,561,6168,189,9653,7309,1168,506,2228,243,11455,5332,20,57,22,126,5557,3721,555,292,640,145,5351,160,15,8,27,3,217,402,122,75,190,8,795,350,42,31,12,9,451,544,117,109,31,21,820,885,98,58,136,17,1190,623,52,40,108,17,839,1254,582,399,3515,86,5836,406,43,19,28,7,507,193,32,28,6,5,273,991,49,44,82,40,1197,1044,28,21,13,33,1130,574,35,16,15,15,651,1814,15,34,8,40,1913,146,64,38,198,8,449,16125,1128,722,870,392,19244,1389,85,105,519,8206,10309,83823,7503,4972,29944,10970,137205,1447,3424,2464,13324
12101,3089,16799,367,24908,0,3,0,23,0,27,14234,288,466,281,213,15492,653,81,39,101,6,886,648,196,132,187,16,1182,8140,3244,2172,13979,454,27989,998,13,82,0,23,1123,416,78,63,176,6,736,1089,300,207,1197,49,2840,759,165,74,404,23,1425,441,76,37,86,0,637,2339,31,59,37,51,2524,1926,912,600,7024,143,10604,1742,448,223,1013,43,3474,2694,6,36,20,47,2804,465,99,33,158,19,779,144,20,10,17,0,185,122,36,39,78,0,276,133,9,22,9,6,179,843,221,168,41,6,1278,614,100,75,114,6,914,504,41,37,61,12,647,1799,747,534,4674,82,7840,199,16,17,22,3,262,679,84,52,10,4,833,419,29,41,36,8,533,288,23,12,5,4,326,109,11,3,3,4,130,299,11,23,7,6,342,299,65,44,202,11,614,10139,875,900,787,206,12906,581,60,53,480,3961,5133,48139,7287,5622,33721,5432,100200,891,4022,3369,15887
12102,2537,17098,395,23881,0,7,3,44,3,59,6740,91,213,163,102,7309,158,31,19,49,10,267,630,169,114,203,15,1131,6607,2742,1810,13245,436,24848,1161,16,82,9,33,1290,224,50,31,175,9,474,828,268,164,1103,31,2392,190,59,16,128,3,402,217,51,17,27,0,303,2863,39,27,21,35,2983,1229,589,391,5064,138,7404,916,307,102,670,28,2026,1774,0,33,8,41,1864,572,90,48,157,18,882,31,6,3,3,9,49,106,39,12,58,9,225,152,51,23,17,9,241,494,141,119,67,12,831,515,48,25,73,12,676,415,27,26,46,16,520,1345,668,385,3969,89,6459,90,12,10,6,3,114,521,47,41,11,0,622,334,23,11,56,9,433,300,18,20,8,3,353,40,13,3,0,0,53,265,4,20,0,7,295,236,58,38,208,8,546,6492,644,529,647,144,8458,401,68,67,433,2089,3055,32048,5788,4146,31199,3352,76535,683,3337,2596,15083
12103,3791,21692,414,31571,0,3,0,11,0,14,11622,343,467,353,197,12996,249,45,30,116,4,450,817,203,142,252,25,1448,11397,4043,2922,18578,579,37509,466,16,78,12,6,577,381,74,83,242,14,800,1520,297,231,1426,47,3516,578,165,53,335,13,1148,393,62,55,60,6,574,2189,76,55,42,33,2390,2127,970,681,7399,149,11330,1201,378,175,789,34,2570,2470,9,53,20,54,2604,247,95,27,152,11,538,56,6,3,21,3,84,124,43,21,73,3,270,93,21,9,3,5,122,733,207,206,48,16,1209,550,81,52,115,13,815,497,49,54,79,13,696,2521,949,734,6132,157,10491,114,21,6,25,0,164,2839,120,101,6,41,3108,322,39,31,57,8,459,543,34,19,11,6,622,101,6,4,0,0,116,302,3,27,0,6,338,360,94,70,261,12,793,8400,977,851,927,140,11296,509,79,70,484,3500,4642,46967,8568,6628,42352,5069,109579,1057,4813,3823,19654
12104,2685,15250,350,22367,0,3,0,21,0,24,4536,183,235,208,82,5239,299,41,21,84,3,445,714,219,99,188,14,1242,10781,3113,2310,14951,445,31597,658,11,51,12,9,731,751,109,68,210,21,1154,1480,290,195,1365,23,3367,547,167,82,318,18,1124,384,71,34,63,9,561,1472,57,32,13,20,1593,2503,845,610,7308,155,11408,1208,389,146,743,20,2508,608,9,15,14,16,664,201,40,31,101,4,376,105,8,4,7,0,130,142,46,29,53,0,268,146,9,8,12,0,174,970,157,144,47,12,1330,614,79,65,119,13,892,500,43,53,68,6,673,2492,779,624,5212,115,9234,160,15,5,16,0,196,814,55,40,6,18,933,393,31,26,42,10,501,243,13,10,4,9,277,105,18,3,3,3,127,229,6,8,0,3,245,342,81,42,244,3,718,8195,760,698,731,118,10496,311,61,54,364,6819,7622,35553,6687,4974,33170,7971,88354,605,3737,2910,14740
12201,1447,7827,200,11601,0,0,0,13,0,13,752,44,61,77,16,955,143,16,10,39,0,212,404,105,73,77,5,665,6704,1572,1199,6702,239,16418,161,8,23,0,0,193,384,53,27,104,11,571,745,130,93,576,31,1569,322,79,42,159,3,606,93,15,3,13,3,120,180,19,21,8,4,229,1420,395,302,3070,66,5252,650,171,74,448,17,1361,180,6,8,3,8,200,45,20,12,27,3,112,24,3,5,5,0,35,53,13,15,24,0,109,136,15,13,5,3,181,468,90,75,20,8,667,193,45,18,44,7,303,120,14,13,33,4,180,1364,438,298,2176,53,4330,62,0,5,3,0,77,426,24,19,5,10,486,167,14,13,35,6,227,41,3,4,0,0,55,48,4,4,0,0,56,54,3,3,0,0,65,257,36,26,85,15,415,2751,368,351,302,41,3820,153,13,26,182,2297,2664,15356,3311,2533,15665,2876,39748,367,1938,1639,7378
12202,2192,14956,394,20761,0,0,3,20,0,27,404,38,57,106,8,616,345,61,30,110,15,552,741,203,125,239,11,1315,7410,2545,1929,12601,447,24934,137,9,38,7,11,198,239,56,34,155,8,486,981,191,130,986,47,2339,176,54,20,121,9,382,131,48,15,28,0,224,208,14,8,5,7,248,1169,569,393,4552,93,6776,813,267,113,642,35,1867,54,0,8,4,4,74,77,16,11,44,3,145,12,8,0,3,3,27,87,39,19,44,0,190,101,35,11,3,0,150,457,114,116,50,7,742,195,40,35,53,3,327,132,24,23,41,0,225,1366,574,459,3596,78,6071,311,34,15,41,9,408,386,60,23,11,7,484,177,15,20,35,0,252,29,10,8,0,0,50,27,10,0,0,0,34,60,3,5,3,4,79,228,63,39,170,6,518,2438,583,482,567,85,4162,221,68,71,541,2117,3009,16058,5153,3868,28967,3101,57154,454,3102,2445,14672
12203,5108,32605,902,46453,0,9,0,42,4,53,3962,175,242,295,92,4758,726,122,47,162,29,1082,1442,422,244,468,42,2623,16636,5725,3964,25884,961,53166,1216,18,135,11,36,1418,768,144,107,340,33,1387,2044,491,318,1983,72,4905,725,200,82,435,18,1465,365,86,34,75,8,572,1229,63,27,56,30,1405,3156,1263,901,9967,267,15555,4037,900,354,1910,171,7373,695,3,12,4,26,744,240,80,34,99,4,457,111,9,7,13,0,142,217,75,41,100,4,445,501,85,31,23,28,669,1202,377,288,122,33,2026,614,91,52,131,17,910,387,47,34,74,10,550,3421,1283,952,7168,175,12998,845,57,24,47,26,997,1147,135,85,27,16,1410,548,45,45,93,11,745,87,29,11,7,6,143,110,8,3,3,8,132,269,4,19,0,5,302,607,130,94,305,16,1157,10527,1425,1185,1125,262,14514,728,144,125,981,5169,7146,50390,12260,8772,61575,7745,140739,1385,7394,5794,31486
12301,1562,17844,371,22492,0,8,4,90,3,107,354,47,36,54,15,504,251,56,35,112,4,448,295,114,82,170,11,669,3634,2007,1372,12290,360,19666,296,29,52,3,7,389,99,28,15,94,0,244,467,174,122,978,22,1767,203,79,38,172,18,504,107,36,18,33,3,191,402,23,12,14,10,466,838,382,236,3668,76,5205,896,383,141,1033,38,2494,23,3,3,0,0,24,206,67,30,81,12,392,66,31,6,20,3,127,417,148,74,343,26,1004,121,35,19,12,3,187,203,101,58,34,10,403,245,43,55,117,3,472,98,11,11,27,3,150,961,452,314,2644,66,4444,115,28,14,19,3,179,171,32,31,12,0,253,217,35,28,47,7,337,55,11,6,3,0,74,30,5,0,9,3,47,68,8,8,3,0,86,120,46,23,107,3,302,2472,480,226,444,57,3682,207,62,46,618,1283,2214,11877,4514,2839,30826,2183,52235,449,2869,1844,19403
12302,3383,35628,1319,46934,10,51,20,519,40,641,2938,71,114,179,85,3385,787,112,69,162,26,1152,593,244,103,321,23,1285,8633,3837,2726,24952,1252,41399,4386,104,303,49,114,4954,397,53,31,218,28,722,1416,372,242,1971,91,4090,844,205,104,379,62,1591,365,60,43,71,8,543,5171,93,67,44,119,5496,1688,765,554,7856,247,11108,1710,543,250,1364,86,3949,130,4,13,0,3,153,1805,334,107,314,95,2649,358,33,24,36,19,470,754,240,136,564,38,1739,1208,131,85,70,80,1574,623,200,127,91,40,1086,941,106,70,233,24,1374,387,37,26,76,6,528,2117,883,633,5457,201,9291,431,46,16,38,14,540,819,72,49,33,31,1004,1237,94,70,91,45,1527,412,17,11,8,7,457,132,39,3,8,12,192,856,14,34,11,25,940,266,65,34,180,18,570,20210,1536,838,1184,818,24580,1799,213,182,1554,6856,10610,57721,9582,6463,62543,10857,147168,2673,5165,3606,32825
12303,1047,13348,320,16412,0,3,3,73,7,80,122,14,19,48,3,205,155,27,5,58,3,248,268,92,44,144,7,548,2540,1391,980,9080,277,14273,84,11,21,5,6,121,61,13,21,63,3,162,365,106,90,719,11,1292,135,51,18,80,9,300,80,23,0,40,3,141,47,14,3,6,3,77,511,279,201,2807,66,3872,477,186,77,518,27,1287,11,0,0,3,3,16,146,20,7,36,3,219,29,10,3,8,0,46,379,101,79,252,15,818,54,13,11,8,0,89,117,67,54,29,10,269,135,32,17,55,7,237,59,5,7,29,0,107,571,280,209,1930,46,3034,70,6,7,27,0,113,72,21,15,7,4,121,47,11,0,33,3,91,8,4,0,3,0,14,15,7,0,7,0,27,23,13,0,0,4,33,97,31,22,80,0,225,958,221,153,314,20,1668,128,46,39,568,1322,2100,6678,2797,1926,23011,1997,36401,247,1796,1147,15516
12401,2594,22937,707,30595,0,17,3,157,7,178,457,76,71,155,12,763,167,67,20,61,7,327,816,278,176,375,22,1665,6965,3572,2451,18479,598,32068,210,11,42,19,7,282,235,58,47,216,18,581,1062,355,242,1694,62,3418,288,73,48,180,15,608,298,55,28,65,5,458,213,44,23,32,3,318,1536,881,561,7679,215,10870,552,266,126,743,23,1717,54,6,9,3,0,72,75,28,18,56,5,189,12,7,0,3,0,20,257,131,58,174,12,625,102,33,23,17,8,186,360,195,117,49,21,740,436,102,49,137,11,734,188,48,27,86,3,346,1729,900,558,5516,145,8846,53,11,5,9,3,86,145,32,26,15,3,221,197,33,9,57,8,305,68,11,12,3,0,91,21,12,3,0,0,36,71,0,8,6,0,82,294,106,60,269,10,739,2587,754,469,866,126,4807,169,76,86,764,3276,4368,16158,7159,4700,42868,4805,75699,401,3923,2621,22304
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0
12403,3557,39418,1031,50114,0,28,26,344,24,422,1174,83,69,209,30,1566,563,113,43,188,16,920,1043,343,233,654,32,2304,8782,4470,3142,26754,1006,44154,1664,76,174,28,50,1991,194,66,27,244,3,546,1233,411,261,2162,76,4141,671,156,63,400,44,1327,382,63,22,64,13,546,1792,74,45,30,39,1971,1974,952,617,8163,216,11926,1650,638,213,1673,90,4270,117,0,17,0,0,133,565,119,64,111,19,873,106,33,3,32,3,173,1936,573,321,1372,79,4284,513,92,62,60,32,757,469,234,156,90,16,964,699,136,87,267,12,1205,186,42,33,85,4,345,2088,931,687,5390,167,9266,341,57,27,38,13,476,294,66,48,27,6,430,430,42,42,103,9,631,317,8,22,7,11,367,187,17,11,20,7,247,153,15,12,5,4,193,285,99,42,301,10,732,6550,998,591,946,231,9317,739,183,104,1438,4630,7084,32902,10015,6605,67912,7239,124673,1171,5961,3996,41411
12404,1046,11943,370,14953,0,5,12,115,6,139,219,22,29,56,11,340,105,13,9,37,0,164,351,135,91,196,15,782,2310,1219,892,8723,351,13493,172,3,34,11,12,233,44,17,14,70,7,143,284,118,90,652,26,1172,149,39,11,83,7,288,72,23,4,23,3,124,135,8,15,16,4,181,467,246,149,2513,77,3462,309,126,46,434,25,941,23,0,3,0,0,25,77,39,17,36,18,183,193,24,15,29,4,273,825,189,108,705,19,1848,117,20,15,12,15,181,135,63,47,20,9,271,120,21,22,82,0,252,36,9,4,11,0,63,518,233,207,1848,77,2875,33,3,0,12,0,45,71,20,8,4,3,101,58,11,14,27,6,119,24,11,3,0,0,35,18,3,0,10,0,28,27,0,3,3,0,34,75,18,15,91,0,205,797,226,148,239,47,1453,142,79,25,538,2062,2844,6860,2692,1885,21380,2934,35751,198,1466,1036,11811
12405,1198,13503,488,17618,0,10,7,176,4,199,532,24,29,56,14,649,730,76,25,105,18,955,290,96,68,171,19,643,2789,1388,978,8799,445,14399,2142,37,85,18,53,2339,89,16,9,73,5,201,479,136,81,660,21,1380,448,94,37,185,27,786,174,9,7,36,11,238,1248,45,17,18,29,1359,647,285,201,2569,78,3784,776,258,99,671,30,1832,56,0,0,0,0,58,568,109,38,87,32,838,74,3,3,7,8,102,955,254,124,596,25,1950,503,79,39,31,32,686,233,72,48,32,13,394,307,57,34,100,8,497,88,16,4,30,4,137,753,304,252,1690,69,3069,98,17,9,22,10,147,229,28,17,10,7,291,355,37,18,33,6,447,274,7,3,5,10,302,357,39,19,20,10,450,111,4,6,0,3,127,80,30,12,74,3,202,5351,477,217,359,226,6630,538,58,55,612,2111,3377,19275,3708,2307,23270,3503,52066,756,1959,1239,12784
12501,562,3230,196,6165,0,11,3,44,0,51,15972,78,157,78,351,16638,643,41,27,81,10,808,84,25,10,26,0,141,2209,475,322,2616,220,5843,1596,11,78,13,55,1754,77,5,5,25,8,116,273,37,34,220,9,578,419,53,29,83,11,596,58,10,0,7,0,80,3020,33,14,9,72,3147,323,112,76,1096,36,1641,756,148,67,237,20,1231,3649,3,24,6,92,3778,3856,580,192,311,197,5148,85,3,0,9,0,103,156,20,14,35,8,232,220,9,21,6,12,275,127,33,19,18,4,202,232,25,19,24,5,306,358,8,16,18,5,414,269,104,84,661,22,1131,123,10,4,4,3,136,90,5,7,5,0,105,312,12,8,17,3,346,631,8,0,5,20,663,4172,243,168,115,141,4842,1855,11,18,13,43,1944,28,15,6,34,4,78,14476,352,252,199,487,15762,1659,79,59,205,5872,7872,55741,2353,1587,6998,7738,74419,1808,917,703,3121
12502,1178,9526,409,13151,0,8,0,52,3,56,12385,112,170,120,205,12992,214,34,8,44,7,309,228,64,40,87,4,426,2692,1246,824,7329,253,12348,719,9,48,15,18,798,131,35,11,55,3,237,407,103,79,603,17,1217,472,71,40,230,12,820,131,27,3,19,4,187,1625,20,12,11,26,1697,563,302,225,2908,63,4059,922,287,129,657,43,2032,3216,3,25,18,51,3312,1705,299,150,485,70,2715,41,13,4,8,0,61,153,36,23,58,7,284,172,23,20,12,9,233,233,76,67,23,11,407,285,25,17,37,8,363,201,28,15,44,0,284,618,316,207,2096,42,3275,142,13,3,7,5,168,156,11,19,0,6,190,251,20,18,26,3,316,515,16,7,7,8,559,182,14,0,15,3,218,312,5,8,0,7,334,57,33,6,90,3,191,5156,387,323,367,119,6350,397,48,41,295,2193,2977,32202,3286,2305,18381,3430,59598,774,1521,1228,8331
