SA3_CODE_2016,C06_Budh_0_14_yrs,C06_Budh_15_24,C06_Budh_25_34,C06_Budh_35_44,C06_Budh_45_54,C06_Budh_55_64,C06_Budh_65_74,C06_Budh_75_84,C06_Budh_85ov,C06_Budh_Tot,C06_C_Ang_0_14,C06_C_Ang_15_24,C06_C_Ang_25_34,C06_C_Ang_35_44,C06_C_Ang_45_54,C06_C_Ang_55_64,C06_C_Ang_65_74,C06_C_Ang_75_84,C06_C_Ang_85ov,C06_C_Ang_Tot,C06_C_As_Apo_0_14,C06_C_As_Apo_15_24,C06_C_As_Apo_25_34,C06_C_As_Apo_35_44,C06_C_As_Apo_45_54,C06_C_As_Apo_55_64,C06_C_As_Apo_65_74,C06_C_As_Apo_75_84,C06_C_As_Apo_85ov,C06_C_As_Apo_Tot,C06_C_Bap_0_14,C06_C_Bap_15_24,C06_C_Bap_25_34,C06_C_Bap_35_44,C06_C_Bap_45_54,C06_C_Bap_55_64,C06_C_Bap_65_74,C06_C_Bap_75_84,C06_C_Bap_85ov,C06_C_Bap_Tot,C06_C_Breth_0_14,C06_C_Breth_15_24,C06_C_Breth_25_34,C06_C_Breth_35_44,C06_C_Breth_45_54,C06_C_Breth_55_64,C06_C_Breth_65_74,C06_C_Breth_75_84,C06_C_Breth_85ov,C06_C_Breth_Tot,C06_C_Cath_0_14,C06_C_Cath_15_24,C06_C_Cath_25_34,C06_C_Cath_35_44,C06_C_Cath_45_54,C06_C_Cath_55_64,C06_C_Cath_65_74,C06_C_Cath_75_84,C06_C_Cath_85ov,C06_C_Cath_Tot,C06_C_Ch_Chr_0_14,C06_C_Ch_Chr_15_24,C06_C_Ch_Chr_25_34,C06_C_Ch_Chr_35_44,C06_C_Ch_Chr_45_54,C06_C_Ch_Chr_55_64,C06_C_Ch_Chr_65_74,C06_C_Ch_Chr_75_84,C06_C_Ch_Chr_85ov,C06_C_Ch_Chr_Tot,C06_C_E_Orth_0_14,C06_C_E_Orth_15_24,C06_C_E_Orth_25_34,C06_C_E_Orth_35_44,C06_C_E_Orth_45_54,C06_C_E_Orth_55_64,C06_C_E_Orth_65_74,C06_C_E_Orth_75_84,C06_C_E_Orth_85ov,C06_C_E_Orth_Tot,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_La_Da_Sai_0_14,C06_C_La_Da_Sai_15_24,C06_C_La_Da_Sai_25_34,C06_C_La_Da_Sai_35_44,C06_C_La_Da_Sai_45_54,C06_C_La_Da_Sai_55_64,C06_C_La_Da_Sai_65_74,C06_C_La_Da_Sai_75_84,C06_C_La_Da_Sai_85ov,C06_C_La_Da_Sai_Tot,C06_C_Luth_0_14,C06_C_Luth_15_24,C06_C_Luth_25_34,C06_C_Luth_35_44,C06_C_Luth_45_54,C06_C_Luth_55_64,C06_C_Luth_65_74,C06_C_Luth_75_84,C06_C_Luth_85ov,C06_C_Luth_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_Tot,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Se_da_Adv_0_14,C06_C_Se_da_Adv_15_24,C06_C_Se_da_Adv_25_34,C06_C_Se_da_Adv_35_44,C06_C_Se_da_Adv_45_54,C06_C_Se_da_Adv_55_64,C06_C_Se_da_Adv_65_74,C06_C_Se_da_Adv_75_84,C06_C_Se_da_Adv_85ov,C06_C_Se_da_Adv_Tot,C06_C_Uni_Ch_0_14,C06_C_Uni_Ch_15_24,C06_C_Uni_Ch_25_34,C06_C_Uni_Ch_35_44,C06_C_Uni_Ch_45_54,C06_C_Uni_Ch_55_64,C06_C_Uni_Ch_65_74,C06_C_Uni_Ch_75_84,C06_C_Uni_Ch_85ov,C06_C_Uni_Ch_Tot,C06_C_Chi_nfd_0_14,C06_C_Chi_nfd_15_24,C06_C_Chi_nfd_25_34,C06_C_Chi_nfd_35_44,C06_C_Chi_nfd_45_54,C06_C_Chi_nfd_55_64,C06_C_Chi_nfd_65_74,C06_C_Chi_nfd_75_84,C06_C_Chi_nfd_85ov,C06_C_Chi_nfd_Tot,C06_C_Oth_Chr_0_14,C06_C_Oth_Chr_15_24,C06_C_Oth_Chr_25_34,C06_C_Oth_Chr_35_44,C06_C_Oth_Chr_45_54,C06_C_Oth_Chr_55_64,C06_C_Oth_Chr_65_74,C06_C_Oth_Chr_75_84,C06_C_Oth_Chr_85ov,C06_C_Oth_Chr_Tot
11101,87,57,74,129,143,76,24,8,3,595,4879,3353,3284,4358,4744,4592,3316,2519,724,31760,0,0,0,0,0,0,0,0,0,0,564,336,261,415,398,406,273,164,67,2884,53,22,19,25,14,18,14,5,3,174,6059,3814,2857,3969,3896,3287,2264,1491,378,28016,21,10,13,20,14,23,29,19,3,144,218,148,148,190,167,181,136,68,19,1277,74,35,42,49,50,47,31,26,10,360,49,52,32,39,40,24,21,15,0,272,35,36,28,56,71,89,69,90,9,478,6,3,5,5,3,0,0,0,0,20,13,17,21,24,25,21,13,11,9,148,393,350,209,249,302,153,60,37,9,1764,483,366,341,620,860,834,694,576,179,4958,93,72,68,69,100,84,74,40,15,618,64,62,47,50,65,53,24,36,11,412,1451,1101,756,1213,1590,1649,1270,970,300,10298,460,319,203,300,277,139,70,44,13,1825,33,23,22,29,29,29,16,13,10,208
11102,37,36,27,50,78,41,13,6,0,282,2982,1857,1933,2492,2693,2730,1875,1302,531,18406,0,0,0,0,0,0,0,0,0,0,289,170,141,182,207,214,153,119,49,1514,15,3,4,6,4,11,5,6,0,63,2838,1762,1513,1821,1948,1620,1046,691,203,13437,7,12,0,9,7,10,5,4,0,63,33,30,30,36,41,38,23,10,7,249,94,59,47,80,54,50,35,12,6,428,25,32,11,20,17,18,16,3,3,147,30,17,15,33,33,59,44,43,7,284,0,0,0,0,0,0,0,0,0,3,11,6,3,17,14,12,5,12,0,86,177,104,73,97,113,78,32,25,4,704,191,153,166,291,398,433,352,258,92,2338,126,88,56,75,101,65,55,45,11,619,495,536,306,318,325,317,268,254,152,2979,872,694,406,723,891,808,591,545,210,5726,253,158,121,140,161,107,63,35,10,1049,65,44,23,38,27,15,23,9,0,241
11103,128,256,305,227,231,98,46,16,0,1312,5405,4384,4709,5073,5362,4915,3369,3046,1156,37421,0,0,0,0,0,0,0,0,0,0,569,494,406,433,434,323,242,217,63,3189,12,10,18,8,0,14,8,15,3,93,7432,6020,4971,5407,5052,3727,2890,2373,715,38593,17,18,5,26,25,31,21,18,3,162,524,454,424,492,504,432,419,234,33,3512,49,57,46,55,69,32,21,23,6,362,104,46,56,44,30,36,20,9,11,360,53,65,77,78,76,66,44,60,13,524,9,7,8,7,3,3,3,0,0,40,64,65,69,45,22,21,11,9,11,308,343,318,234,195,206,106,55,28,9,1480,399,474,496,696,890,827,614,632,223,5256,132,112,80,124,129,100,63,59,26,807,78,92,84,61,52,43,28,27,19,483,1257,1260,1047,1303,1527,1394,1145,1064,452,10453,466,462,392,287,247,118,71,66,19,2129,41,36,26,30,30,21,12,6,3,200
11201,156,110,121,245,321,185,22,13,0,1176,2166,1351,1224,2053,2617,2530,1779,1640,582,15937,0,0,0,0,0,0,0,0,0,0,105,79,70,97,129,104,80,69,21,753,13,0,6,5,0,0,3,0,0,37,3429,2040,1344,2290,2472,1721,1322,873,273,15772,11,3,3,11,4,4,5,15,7,70,30,8,20,40,31,30,14,12,5,197,58,54,44,57,64,45,34,16,11,375,32,24,11,17,6,7,4,9,0,109,41,31,22,49,56,41,41,22,3,299,0,0,0,0,0,0,0,0,0,0,8,13,18,7,14,16,9,7,3,99,179,101,66,99,122,78,40,9,7,700,296,189,213,416,587,605,518,479,169,3476,43,15,21,24,36,34,19,15,3,203,47,37,22,45,55,57,44,57,16,389,480,370,255,447,676,617,505,507,207,4063,274,181,101,148,248,113,59,50,13,1189,11,3,9,13,19,15,12,5,0,81
11202,94,82,92,123,212,128,10,5,0,750,2511,1662,1421,2144,2497,2104,1491,1092,436,15358,0,0,0,0,0,0,0,0,0,0,160,99,88,107,116,106,65,45,18,807,3,3,4,6,4,10,4,0,5,37,4055,2464,1612,2251,2581,1872,1338,982,339,17488,19,13,10,9,18,14,12,7,4,112,45,11,14,33,28,19,10,9,0,171,103,49,33,66,52,60,37,14,7,416,13,12,4,10,9,7,8,8,3,71,22,19,19,27,42,47,32,15,0,216,0,4,0,0,3,0,0,0,0,5,23,12,12,11,13,6,9,4,0,84,250,154,88,127,136,77,31,18,5,872,509,354,363,631,725,653,534,435,169,4364,45,29,26,27,43,34,26,14,3,242,96,64,41,49,63,50,48,29,12,458,762,598,359,633,809,668,557,395,178,4959,333,202,142,161,192,130,37,31,22,1251,84,40,41,34,37,42,15,0,4,301
11203,128,71,84,141,180,85,21,16,0,725,2708,1712,1488,2473,2918,3047,2956,2601,812,20725,0,0,0,0,0,0,3,0,0,3,140,79,68,119,129,126,108,75,11,853,0,0,0,0,0,0,0,0,0,0,3975,2374,1675,2591,2618,2378,2206,1444,361,19615,42,25,3,33,38,38,47,26,13,256,24,25,28,34,43,35,35,26,4,246,121,96,94,82,100,74,51,34,4,655,12,18,11,7,20,9,14,13,0,114,49,33,26,45,68,72,92,53,15,453,0,0,0,0,0,0,0,3,0,11,13,17,9,18,22,24,6,9,3,126,136,122,59,90,106,70,39,18,0,644,260,232,214,437,655,683,746,647,190,4074,44,21,16,34,51,39,46,29,3,276,143,67,66,92,82,52,87,35,15,644,566,355,248,471,591,572,593,543,160,4103,326,219,113,205,223,146,85,68,13,1387,6,8,3,4,11,13,7,4,7,58
11301,20,11,31,33,21,8,0,0,0,143,1973,1197,1170,1454,1524,1270,880,645,216,10325,0,0,0,0,0,0,0,0,0,4,52,33,61,51,49,27,36,13,10,326,85,45,21,27,12,15,3,0,3,213,4580,2453,2094,2628,2326,1784,1552,937,232,18583,0,0,0,0,0,0,0,0,0,5,16,8,15,13,14,12,3,7,0,88,33,20,24,24,25,23,18,11,0,182,27,17,10,11,15,4,3,0,0,88,74,34,40,49,48,30,21,9,8,318,0,0,0,7,0,0,4,0,0,10,23,16,7,13,7,13,3,0,3,84,136,59,54,73,74,40,12,15,3,466,291,189,227,288,395,364,311,229,62,2362,35,19,13,13,26,20,10,4,0,147,71,30,16,26,32,14,12,3,0,208,702,422,423,557,525,453,316,261,79,3750,130,50,67,54,62,46,17,8,7,448,8,5,0,8,0,4,0,0,0,29
11302,7,3,0,11,7,5,0,0,0,37,826,474,505,709,783,770,522,377,115,5082,0,0,0,0,0,0,0,0,0,0,41,18,21,28,25,25,14,3,0,174,0,0,0,0,0,0,0,0,0,0,1012,446,473,535,511,431,307,216,77,3997,0,0,0,0,0,0,0,0,0,0,9,4,7,6,10,0,0,0,0,34,9,15,12,14,9,13,3,3,0,85,3,0,0,3,0,0,0,0,0,5,17,3,13,15,18,10,22,22,0,126,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,0,0,12,28,16,7,15,17,11,8,4,0,112,39,32,51,71,154,129,115,77,23,698,13,3,4,5,0,3,4,0,0,36,10,3,3,9,7,6,3,4,0,49,137,64,53,102,128,110,100,56,24,771,56,7,15,17,20,17,16,4,0,148,0,0,0,0,3,4,0,0,0,8
11303,32,63,56,60,54,20,5,8,0,298,4293,2875,2632,3273,3464,3053,2184,1486,494,23756,0,0,0,0,0,0,0,0,0,0,207,176,106,129,169,140,68,44,11,1051,55,36,18,21,9,12,11,11,3,169,7405,4455,3247,3771,3580,2760,1953,1192,395,28745,27,12,11,30,21,20,8,12,0,138,43,37,21,37,26,36,20,7,0,228,42,50,28,26,60,18,17,10,0,253,34,20,18,8,10,10,3,0,0,105,395,218,163,217,252,176,139,87,38,1677,41,18,14,13,12,5,0,0,0,107,21,17,18,11,13,9,3,0,0,99,208,142,103,92,117,69,22,7,3,764,648,546,529,744,890,853,681,493,184,5561,65,44,28,43,54,45,30,10,3,314,38,27,16,31,21,22,23,15,10,198,932,884,527,763,964,806,607,452,167,6105,261,180,127,128,118,66,40,32,7,963,3,7,3,0,3,8,3,3,3,26
11401,103,58,66,123,118,69,22,3,0,556,4238,2316,2179,3245,3844,4466,3806,2798,765,27662,0,0,0,0,0,0,0,0,0,0,396,218,179,211,284,231,195,141,42,1894,0,0,0,0,3,0,8,0,0,16,3916,2213,1582,2530,2812,2774,2460,1361,293,19931,44,42,7,24,40,38,36,6,3,236,97,37,55,82,66,103,115,42,4,597,97,61,54,75,69,65,41,22,15,504,31,40,14,18,27,24,14,6,0,166,35,15,29,62,73,79,114,79,13,507,4,0,0,5,3,0,0,0,0,10,19,13,6,14,21,24,18,3,6,119,281,188,103,127,162,112,47,25,12,1045,419,287,253,464,597,761,729,529,151,4184,63,45,24,33,37,55,47,18,10,329,20,11,15,7,14,14,22,3,3,103,769,464,310,520,659,787,660,484,146,4804,409,248,131,240,238,125,74,28,10,1505,5,9,5,9,8,10,9,7,7,63
11402,31,31,36,64,67,49,11,3,0,300,2344,1183,1125,1784,1772,2016,1619,1051,354,13234,0,0,0,0,0,0,0,0,0,0,148,84,69,105,110,104,71,34,16,739,49,28,8,22,8,9,3,4,4,133,2459,1175,855,1534,1381,1290,886,474,109,10161,3,15,6,9,19,17,8,4,0,89,65,35,36,46,50,46,39,16,3,331,32,25,26,25,26,20,15,8,0,175,22,8,12,8,11,9,0,4,0,75,14,13,8,33,42,32,34,27,3,218,6,0,0,3,0,0,0,0,0,16,4,11,4,7,5,5,4,5,3,49,69,44,34,30,43,30,14,3,0,257,144,89,92,201,235,329,262,190,77,1625,23,15,6,16,22,11,15,6,0,109,25,7,3,17,20,12,14,8,3,116,422,237,146,259,313,342,274,189,69,2242,194,105,65,90,116,89,45,26,9,723,21,5,9,18,16,16,14,7,4,103
11501,573,467,313,643,789,403,142,55,19,3398,4193,3260,2472,3552,4057,3864,1811,1434,780,25419,4,0,3,5,0,3,0,0,0,20,654,528,329,467,586,453,173,118,79,3385,106,54,51,28,42,19,42,37,42,415,9686,6496,4187,5887,5959,4432,1820,988,262,39720,51,58,28,28,53,35,19,19,3,294,587,357,347,531,371,271,143,62,17,2682,42,38,36,38,62,23,4,11,0,256,167,88,58,80,65,36,19,12,0,525,71,68,44,108,110,129,77,45,15,664,140,108,71,87,101,56,40,14,0,618,95,84,33,65,96,39,14,9,11,443,802,844,470,521,503,232,64,31,5,3481,554,437,354,583,750,648,313,247,105,3992,46,33,19,33,41,37,27,11,6,243,110,73,85,92,97,105,41,27,7,646,1238,917,543,812,1044,900,430,306,195,6369,325,305,219,225,295,174,57,31,23,1650,66,37,33,49,43,29,8,6,3,278
11502,37,36,37,60,64,24,3,3,0,267,986,708,457,826,924,1006,504,359,150,5911,0,0,0,0,3,0,0,0,0,3,115,100,40,84,92,74,23,18,9,559,13,12,3,3,11,6,4,3,0,60,1872,1166,665,1125,1067,844,490,236,64,7536,10,4,0,7,6,0,3,0,0,30,71,35,38,53,30,44,14,12,0,301,12,11,0,13,9,7,7,0,0,69,13,24,14,4,24,14,4,6,0,107,21,17,9,26,25,49,29,13,3,198,16,3,4,9,9,3,4,0,0,49,16,10,5,4,7,13,7,5,0,72,117,77,46,58,55,61,11,7,0,439,86,56,48,80,149,118,69,64,26,684,11,0,0,3,9,10,3,0,6,36,41,17,15,31,27,36,16,16,9,205,273,275,96,166,226,234,147,93,35,1554,72,75,26,45,65,57,33,13,0,380,21,11,5,11,10,4,6,0,0,69
11503,8,12,14,16,32,22,4,0,0,105,1440,869,695,1206,1231,941,470,239,71,7166,0,0,0,0,0,0,0,0,0,0,97,52,29,66,59,54,24,19,0,401,0,3,0,4,3,0,0,0,0,13,1557,826,653,1039,803,591,291,104,16,5890,4,6,3,7,9,5,7,3,0,36,21,8,7,21,15,12,3,0,0,102,46,21,19,27,21,17,14,3,0,166,14,15,7,9,7,9,0,0,0,66,3,13,3,18,22,28,19,14,0,116,0,0,0,0,0,0,0,0,0,0,13,3,6,3,5,3,5,0,0,40,55,44,20,25,49,12,8,3,0,215,67,66,55,103,165,139,63,37,9,710,8,3,0,10,8,8,8,0,0,52,9,6,3,9,6,3,3,0,3,46,259,180,96,134,195,176,77,41,15,1175,96,61,23,73,47,50,20,7,0,379,3,8,0,10,7,5,0,5,0,48
11504,61,11,47,59,44,24,8,6,0,262,1369,590,899,1075,817,693,305,143,51,5939,0,0,0,0,0,0,0,0,0,3,100,40,58,72,42,44,16,8,5,390,0,6,4,0,3,3,0,0,3,24,2785,1167,1373,1572,1119,802,312,141,32,9295,11,0,4,5,0,0,3,0,0,26,93,36,59,90,44,29,18,6,0,382,14,6,15,19,11,13,9,3,0,91,46,22,23,14,5,11,3,0,0,128,12,10,5,21,15,17,12,10,0,108,25,17,17,20,15,8,4,0,0,119,13,11,3,18,9,4,0,3,0,68,195,99,109,122,70,30,15,8,0,648,92,51,89,138,138,125,52,21,6,703,4,7,5,13,15,4,3,0,0,48,37,11,24,20,14,11,4,7,0,128,296,142,143,178,144,115,51,34,15,1117,114,37,45,68,25,30,8,3,0,337,13,9,12,7,6,5,6,0,0,63
11601,327,249,309,384,412,197,73,45,8,2010,3358,2418,2728,2800,3046,2638,1697,1116,283,20080,0,0,0,4,3,0,0,0,0,12,457,326,289,337,298,191,112,65,18,2088,16,8,10,10,13,5,3,0,0,67,8604,6020,5883,5506,5712,4582,2708,1769,380,41171,53,56,38,39,61,37,27,8,0,320,661,512,594,588,463,445,287,130,32,3728,65,58,68,46,67,51,35,26,3,422,147,104,72,64,74,40,11,3,0,512,32,34,41,42,56,81,62,81,40,461,271,220,185,152,187,142,64,39,4,1258,137,94,82,88,87,41,26,12,0,581,561,376,315,341,322,119,38,17,3,2099,425,333,355,429,518,481,293,181,42,3052,58,37,45,48,55,40,33,18,5,353,98,82,92,64,70,68,49,38,32,585,838,596,497,487,560,446,270,142,43,3880,484,301,253,300,229,112,54,23,3,1773,19,45,29,20,38,28,11,7,0,190
11602,242,128,177,219,216,92,36,11,10,1126,2188,1136,2140,1870,1328,979,398,239,48,10319,0,3,3,3,3,0,3,0,0,16,336,133,203,203,155,85,25,16,5,1150,40,17,17,30,3,12,5,3,0,129,5573,2945,3390,3336,2566,1706,715,372,72,20662,40,21,24,27,25,9,0,8,0,152,274,131,196,226,126,90,62,25,3,1123,40,32,25,37,31,15,19,3,0,202,125,64,56,48,33,14,10,4,0,359,38,14,31,37,18,25,34,10,3,220,116,84,65,61,74,37,23,8,0,463,66,48,30,54,34,15,13,3,0,252,531,360,339,325,245,102,34,18,3,1956,193,107,186,270,171,139,81,35,3,1183,50,10,40,27,15,21,4,3,0,173,66,43,41,57,36,37,11,3,3,302,486,268,328,306,259,159,69,40,11,1930,250,151,138,175,110,42,15,9,0,890,54,33,33,40,27,14,6,3,0,200
11603,182,125,145,179,165,82,21,17,7,936,3570,2110,2246,2583,2136,2116,1001,443,158,16349,15,12,14,13,13,13,9,4,0,97,272,200,129,210,178,124,40,39,6,1206,4,9,9,10,6,3,3,3,0,51,9177,5312,4659,5168,4554,3183,1589,893,293,34831,112,78,47,76,77,31,6,8,0,434,379,279,264,279,237,195,156,68,18,1873,79,58,69,77,69,57,28,16,0,445,472,210,184,132,110,66,10,16,8,1207,34,23,41,39,48,54,36,20,6,304,282,179,133,128,154,113,69,26,5,1086,245,177,115,134,125,73,24,13,9,926,613,333,209,322,193,99,31,18,3,1830,411,287,244,361,326,319,187,93,23,2249,46,35,19,34,37,32,26,6,3,241,176,104,69,83,72,52,15,7,4,583,815,500,346,365,374,246,142,55,15,2847,582,372,240,268,232,121,36,22,9,1871,82,45,25,40,30,22,7,3,3,257
11701,123,181,161,201,208,107,64,36,9,1090,553,405,526,628,666,561,413,433,196,4381,63,40,50,52,38,13,7,6,0,276,48,47,36,60,48,29,7,13,0,294,22,8,14,3,3,3,0,0,0,52,2390,1572,1603,1833,1603,1406,994,688,211,12303,12,6,8,10,3,0,0,0,0,39,546,353,509,540,399,526,499,226,58,3656,7,3,13,16,12,20,6,6,3,87,45,27,48,25,15,14,11,3,0,181,16,7,11,21,16,17,9,12,0,110,37,40,30,27,29,41,42,19,3,270,20,12,13,15,13,6,8,3,0,96,76,52,65,50,47,17,7,3,0,326,70,60,106,133,105,110,65,50,22,722,3,3,0,4,3,0,4,5,0,30,3,5,7,0,11,4,3,0,0,43,135,114,92,108,120,87,61,41,17,777,82,63,79,62,33,36,15,0,6,368,0,6,7,9,11,3,0,3,0,42
11702,458,424,647,533,548,241,111,72,18,3055,443,392,806,870,685,526,270,262,136,4398,3,0,0,0,4,0,0,0,3,18,56,55,68,59,50,23,22,6,4,347,0,0,0,0,0,0,0,0,0,3,1846,1485,2277,2131,1576,1268,903,639,203,12329,7,9,4,8,4,3,3,0,3,40,411,311,583,633,425,696,905,397,50,4410,16,12,25,18,18,13,8,4,0,117,22,15,20,11,4,0,0,0,0,73,14,15,23,28,22,15,21,8,0,149,21,11,20,14,8,27,20,6,0,127,8,17,34,21,15,9,8,9,3,120,51,45,58,37,30,22,14,4,0,265,52,51,106,144,108,70,37,24,20,613,3,11,14,6,9,13,0,4,5,67,5,19,15,13,3,9,3,0,0,66,112,115,190,158,131,80,37,29,17,865,80,62,119,74,52,25,18,3,3,435,9,3,11,17,17,7,5,0,0,68
11703,418,2090,2906,1234,828,467,273,140,48,8399,893,1965,4309,2836,2035,1769,984,706,277,15770,0,0,0,0,0,3,0,0,0,6,45,197,341,159,110,82,43,28,6,1007,0,4,3,5,3,3,0,0,0,20,2341,4618,8601,4986,3090,2494,1642,1065,387,29220,5,3,21,12,6,3,0,0,0,52,399,372,867,729,466,460,569,347,47,4259,8,24,37,24,27,27,11,10,0,173,26,37,37,24,23,11,7,0,0,174,34,117,239,139,93,103,56,45,10,838,16,18,44,21,8,11,6,5,0,132,10,64,98,40,19,20,14,3,3,270,88,351,368,123,81,48,19,10,3,1087,114,413,780,443,378,303,154,108,65,2764,3,18,29,14,26,13,12,6,0,127,20,30,41,26,19,11,10,4,0,162,140,512,822,492,345,255,143,92,30,2833,103,434,532,228,170,78,57,22,4,1629,3,18,37,33,29,11,13,6,0,159
11801,163,239,442,391,313,188,62,21,15,1823,2389,1674,3473,2785,2144,2272,1335,1173,619,17853,3,0,0,3,3,3,0,0,0,15,20,28,92,57,41,38,11,12,3,297,0,0,4,0,0,4,0,0,0,7,3327,2539,5344,3950,2612,2393,1592,1328,530,23610,0,0,3,3,8,4,3,3,0,30,515,311,486,635,423,359,326,235,62,3360,0,7,41,19,6,10,10,3,4,108,0,7,5,4,5,9,3,0,0,29,59,47,144,105,55,85,56,39,10,606,3,4,15,7,9,3,0,3,0,44,12,12,52,27,17,19,10,4,3,149,44,71,97,59,35,33,10,0,0,352,178,178,380,376,320,335,275,211,105,2370,6,11,16,8,3,9,3,0,3,55,4,11,15,18,4,8,7,9,0,67,177,171,379,311,244,219,135,102,78,1819,100,86,165,128,87,51,23,25,13,675,4,10,15,15,19,9,4,5,0,76
11802,374,1065,892,580,585,373,169,83,21,4141,2147,2018,2744,2570,2333,1882,1304,1321,447,16764,14,11,11,11,13,9,11,11,0,103,123,172,169,143,116,93,44,32,15,896,0,9,3,0,6,6,0,0,0,30,6083,5101,6176,5486,4309,3589,2638,2140,732,36259,4,11,3,14,8,7,8,3,0,56,1248,926,961,1303,1037,948,1066,807,207,8500,7,15,38,23,21,24,15,15,9,167,29,21,29,25,17,9,0,0,3,132,52,66,103,105,58,81,62,36,18,591,15,23,49,27,26,41,33,12,0,219,18,66,53,33,21,13,7,8,3,221,117,202,169,107,91,55,18,5,0,777,222,379,503,455,395,315,222,206,90,2771,7,9,4,10,8,11,8,9,0,66,8,14,17,3,10,9,4,3,4,66,187,358,414,320,264,213,117,96,54,2015,134,282,256,143,120,67,40,22,11,1084,7,8,13,14,15,5,6,3,0,77
11901,1895,1096,1384,1702,1672,638,409,247,64,9097,2308,1969,1869,2159,2798,2899,2081,2377,750,19207,9,6,3,6,7,3,0,0,0,36,508,315,329,352,378,277,152,136,64,2506,14,9,11,12,10,6,11,3,3,78,9137,6032,5447,6099,5708,4634,3272,2802,726,43857,48,32,19,27,28,27,20,11,11,221,2726,1613,2020,2047,1510,1546,1207,467,68,13208,58,41,48,55,59,52,29,29,5,379,94,46,55,37,51,22,17,11,0,326,44,22,38,43,62,80,106,134,47,560,216,157,151,137,134,81,48,21,3,950,118,75,62,97,70,66,39,47,25,609,302,220,191,204,147,94,40,18,3,1224,288,250,241,394,498,413,323,339,107,2843,29,27,27,32,41,31,44,42,25,294,47,35,30,39,29,12,12,9,3,216,485,470,316,383,439,440,316,396,115,3359,301,248,215,184,165,121,50,26,13,1316,47,38,39,34,35,23,26,20,20,280
11902,1299,881,1055,1435,1481,551,369,189,61,7328,616,469,592,723,916,964,670,969,449,6383,3,3,3,4,0,0,0,0,0,17,171,113,165,159,169,131,83,49,38,1075,3,4,3,9,4,0,9,0,0,28,6325,4339,4314,4619,4191,3414,2618,1846,417,32091,16,12,4,11,13,16,11,14,4,102,3219,1683,2598,2923,1705,2272,2185,895,171,17646,48,50,33,54,57,45,35,16,7,350,41,32,22,31,28,20,3,4,0,187,10,10,14,28,30,25,48,38,8,217,165,118,144,104,114,79,51,26,5,805,109,77,65,71,57,34,20,15,3,431,269,163,164,165,122,89,31,16,8,1031,429,304,304,351,343,260,179,189,66,2436,22,29,20,24,29,43,22,25,10,227,103,36,55,48,45,26,21,13,8,340,454,282,262,337,311,223,180,213,80,2332,236,199,209,179,160,88,52,23,8,1160,13,17,16,14,25,11,6,4,0,106
